COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
665-2		eː au̯ n														
703-2		n o ʔ														
1290-2		m j														
1391-2		g a n														
269-2		g a ʔ														
855-2		dʑ a n														
2078-2		s ə n														
2213-2		m a														
1111-2		s a														
485-2		ŋ tɕ														
1356-2		m u h														
1093-2		l eː o														
1063-2		d au̯														
648-2		dʑ eː n														
223-2		g oː														
1248-2		dʑ a														
1509-2		d ɔːi̯ n														
504-2		dʑ o h														
2130-2		s ɔːi̯														
1-2		ʔ au̯														
386-2		ɣ o k														
1411-2		ʔ u														
1027-2		g a n														
2077-2		m u h														
1459-2		g l j														
1323-2		m eː w														
1859-3			ŋ ai̯													
175-3			k a													
241-3			ʔ u ʔ													
2163-3			kʰ u r													
2181-3			n a m													
2060-3			ʔ a m													
410-3			d aːi̯													
1841-3			m aːu̯													
2017-3			h i													
1004-3			l aː													
614-3			b o													
686-3			b l i													
88-3			g a h													
872-3			n ɔː n													
1891-3			d aː													
68-3			s a m													
631-3			b ə n													
594-3			g aː													
1759-3			h a ɲ													
805-3			g ai̯ ɲ													
756-3			h oː													
1201-3			m j a h													
2042-3			h aː													
1968-3			d a ʔ													
2000-3			r aː ŋ													
17-3			v a dʑ													
4-3			k ɨː m													
788-3			d ai̯													
1219-3			h iː m													
141-3			ʔ aː ŋ													
541-3			b r j a ŋ													
1687-3			h u													
123-3			oː aː m													
1652-3			dʑ ai̯ ɲ													
576-3			ŋ ɔː													
1738-3			d a ʔ													
442-3			h oː m													
368-3			d j a ŋ													
1778-3			b a t													
957-3			n a													
1704-3			ʔ a t													
304-3			dʑ a m													
1796-3			dʑ ai̯ ŋ													
720-3			d a h													
287-3			g ə b													
321-3			g ə h													
206-3			d u ʔ													
1950-3			ʔ oːi̯													
665-3			k oː n													
703-3			n o ʔ													
1290-3			m j a													
1391-3			g a n													
269-3			g a t													
855-3			dʑ a n													
2078-3			s a													
2213-3			m a													
1858-3			s a													
1151-3			g j a n													
737-3			b r a t													
340-3			s h													
1111-3			s a													
485-3			ŋ tɕ													
1356-3			m u h													
1093-3			l ɨː ŋ													
1063-3			d oː													
648-3			dʑ ɨː n													
223-3			g ɔː n													
1248-3			dʑ a													
1509-3			d ɔː n													
504-3			dʑ o h													
1-3			ʔ o													
386-3			iː o ʔ													
1411-3			ʔ u													
1027-3			g a n													
2077-3			m u h													
1459-3			g l aːi̯													
1323-3			m ɨː													
1859-4				ŋ a												
175-4				k a												
241-4				ʔ u k												
2163-4				kʰ u ai̯												
2181-4				n a m												
2060-4				ʔ o m												
410-4				tʰ aːi̯												
1841-4				m aːu̯												
2017-4				h ɛ												
1004-4				l aː												
614-4				p o h												
686-4				p l ɛː												
88-4				g ai̯												
872-4				n a ŋ												
1891-4				t aː												
68-4				s iː m												
631-4				p ə n												
594-4				g aː												
1759-4				h ɛ ɲ												
805-4				g ɨ ɲ												
756-4				h a k												
1201-4				m au̯ ʔ												
2042-4				ʔ aː												
1968-4				tʰ ʔ												
2000-4				ai̯ aː ŋ												
17-4				v a t												
4-4				eu̯ m												
788-4				t												
1219-4				n h m												
141-4				ʔ aː ŋ												
541-4				p ai̯ ŋ												
1687-4				h u ai̯												
123-4				eu̯ aː m												
1652-4				dʑ iː ɲ												
576-4				ŋ o ŋ												
1738-4				tʰ ɛ												
442-4				h au̯ m												
368-4				t j a ŋ												
1778-4				p t												
957-4				n a												
1704-4				ʔ a t												
304-4				dʑ a m												
1796-4				dʑ ɔ ŋ												
720-4				t												
287-4				g ə p												
321-4				g ə h												
206-4				g o k												
1950-4				ʔ oːi̯												
665-4				ʐ o ŋ												
703-4				n o k												
1290-4				m aːi̯												
1391-4				g ɛ												
269-4				g ɛ												
855-4				dʑ ɛ												
2078-4				s ɛ												
2213-4				m												
1858-4				s a												
1151-4				g eu̯												
737-4				p a												
340-4				ʔ o a												
1111-4				s												
485-4				ŋ aːi̯												
1356-4				m u h												
1093-4				l ŋ												
1063-4				tʰ au̯ m												
648-4				dʑ əː ŋ												
223-4				g o ŋ												
1509-4				t ɛː ɲ												
504-4				dʑ o h												
2130-4				s ɛ												
1-4				ʔ o												
386-4				k o k												
1411-4				ʔ u												
1027-4				g ɛ												
2077-4				m u h												
1459-4				g l aːi̯												
1859-5					ŋ ei̯											
175-5					k a											
241-5					ʔ u ʔ											
2163-5					kʰ u											
2181-5					n e m											
2060-5					ʔ ei̯ m											
410-5					ɗ aːi̯											
1841-5					m aːu̯											
2017-5					h ei̯											
1004-5					l aː											
614-5					b ou̯ h											
686-5					b l ei̯											
88-5					k oː ʔ											
872-5					n ɨ n											
1891-5					ɗ aː											
68-5					s ei̯ m											
631-5					b e n											
594-5					k aː											
1759-5					h e ɲ											
805-5					k ɨ ɲ											
756-5					h ɨ ʔ											
1201-5					m ei̯ ʔ											
2042-5					ʔ aː											
1968-5					ɗ e ʔ											
2000-5					r aː ŋ											
17-5					ɓ e dʑ											
4-5					ɔ ɔ m											
788-5					ɗ ei̯											
1219-5					h ei̯ m											
141-5					ʔ aː ŋ											
541-5					b r j a ŋ											
1687-5					h u											
123-5					ei̯ aː m											
1652-5					dʑ ɨ ɲ											
576-5					ŋ ei̯ r											
1738-5					ɗ e t											
442-5					h oː											
368-5					ɗ j a ŋ											
1778-5					b e dʑ											
957-5					n e p											
1704-5					ʔ ei̯ ʔ											
304-5					dʑ e m											
1796-5					dʑ a ŋ											
720-5					ɗ ei̯ h											
287-5					k ə p											
321-5					k l ɔ h											
206-5					ɗ o ʔ											
1950-5					ʔ oːi̯											
665-5					ei̯ oː n											
703-5					n ou̯ ʔ											
1290-5					m aːi̯											
1391-5					k ei̯ ʔ											
269-5					k e ʔ											
855-5					dʑ e n											
2078-5					s ei̯ n											
2213-5					m ɔ											
1858-5					s a											
1151-5					k j ɔ n											
737-5					b ə n											
340-5					ʔ o											
1111-5					s ei̯ ʔ											
485-5					ŋ aːi̯											
1356-5					m u h											
1093-5					l d ŋ											
1063-5					ɗ oː											
648-5					dʑ ei̯ ɲ											
223-5					k ei̯ n											
1248-5					dʑ ɨ											
1509-5					d ei̯ n											
504-5					dʑ o h											
2130-5					s ei̯											
1-5					ʔ oː											
1411-5					ʔ u											
2077-5					m ɔ h											
1323-5					m əː											
1859-6						ŋ iː										
175-6						k a n										
241-6						ʔ o ʔ										
2163-6						k o n										
2181-6						n e m										
2060-6						ʔ ou̯ m										
410-6						ɗ aːi̯										
1841-6						m ou̯										
2017-6						h ei̯										
1004-6						l aː										
614-6						b ou̯ h										
686-6						p l ei̯										
88-6						k ou̯ ʔ										
872-6						n ə n										
1891-6						ɗ aː										
68-6						s i m										
631-6						p ə n										
594-6						k aː										
1759-6						h e ɲ										
805-6						k ə n										
756-6						h ou̯ ʔ										
1201-6						m ou̯ ʔ										
2042-6						ʔ aː										
1968-6						ɗ e ʔ										
2000-6						r aː ŋ										
17-6						ɓ e dʑ										
4-6						ə əː m										
788-6						ɗ iː										
1219-6						h i m										
141-6						ʔ aː ŋ										
541-6						p r j a ŋ										
1687-6						h ou̯ n										
123-6						r aː m										
1652-6						dʑ i n										
576-6						ŋ ɔ r										
1738-6						ɗ e k										
442-6						h ou̯ m										
368-6						ɗ j a ŋ										
1778-6						p e t										
957-6						n e p										
1704-6						ʔ i ʔ										
304-6						dʑ e m										
1796-6						dʑ a ŋ										
720-6						ɗ iː h										
287-6						k a p										
321-6						k r ɔ h										
206-6						k ou̯ ʔ										
1950-6						ʔ oːi̯										
665-6						əː ou̯ n										
703-6						n ou̯ ʔ										
1290-6						m aːi̯										
1391-6						k e t										
269-6						k e t										
855-6						dʑ e n										
2078-6						s eːi̯ n										
2213-6						m e										
1858-6						s ə										
1151-6						k j a n										
737-6						p ə n										
340-6						ʔ ou̯										
1111-6						s iː										
1093-6						d ou̯ ŋ										
1063-6						ɗ ou̯ m										
648-6						dʑ əː n										
1248-6						dʑ ə										
1509-6						d ei̯ ɲ										
504-6						dʑ ou̯ h										
2130-6						s ei̯										
1-6						ʔ ou̯										
1411-6						ʔ o										
2077-6						m əː h										
1323-6						m əː										
1859-7							ŋ ɔːi̯									
175-7							g a									
241-7							ʔ u ʔ									
2163-7							kʰ u									
2181-7							n a m									
2060-7							ʔ au̯ m									
410-7							tʰ aːi̯									
1841-7							m aːu̯									
2017-7							h ɔːi̯									
1004-7							l aː									
614-7							p o h									
686-7							p l ɔːi̯									
88-7							g ai̯									
872-7							n a									
1891-7							t aː									
68-7							s iː m									
631-7							p ə n									
594-7							g aː									
1759-7							h a ɲ									
805-7							g ɛː ɲ									
756-7							h ɔːi̯ k									
1201-7							m au̯ ʔ									
2042-7							ʔ aː									
1968-7							tʰ a ʔ									
2000-7							l aː ŋ									
17-7							v a t									
4-7							eu̯ eu̯ m									
788-7							t iː									
1219-7							h iː m									
141-7							ʔ aː ŋ									
541-7							p r j a ŋ									
1687-7							h u									
123-7							eu̯ aː m									
1652-7							dʑ iː ɲ									
576-7							ŋ ɔː									
1738-7							t a k									
442-7							h au̯ m									
368-7							t j a ŋ									
1778-7							p a t									
957-7							n a									
1704-7							ʔ iː ʔ									
304-7							dʑ a m									
1796-7							dʑ ɔ ŋ									
720-7							t ə h									
287-7							g ə									
321-7							g ə h									
206-7							g o k									
1950-7							ʔ au̯									
665-7							l ɔː									
703-7							n o k									
1290-7							m aːi̯									
1391-7							g ɛː									
269-7							g a									
855-7							dʑ a									
2078-7							s ɔːi̯									
2213-7							m ə									
1858-7							s a									
1151-7							g j a n									
737-7							p ə n									
340-7							ʔ o									
1111-7							s ɛː									
485-7							ŋ aːi̯									
1356-7							m u h									
1093-7							l eu̯ ŋ									
1063-7							tʰ au̯ m									
648-7							dʑ əː ŋ									
223-7							g ɔː									
1248-7							dʑ a									
1509-7							d eː ɲ									
504-7							t o h									
2130-7							s ɔːi̯									
1-7							ʔ au̯									
386-7							ɔːi̯ o k									
1411-7							ʔ u									
1027-7							g a ʔ									
1459-7							g l aːi̯									
1859-8								ŋ a								
175-8								h a								
241-8								ʔ u ʔ								
2163-8								kʰ u								
2181-8								n a m								
2060-8								ʔ ɔ m								
410-8								d j								
1841-8								m								
2017-8								h ei̯								
1004-8								l aː								
614-8								b ou̯ h								
686-8								p l eː								
88-8								k a ʔ								
872-8								n a ŋ								
1891-8								d aː								
68-8								s a m								
631-8								b e n								
594-8								k aː								
1759-8								h ɛ ɲ								
805-8								k a ŋ								
756-8								h i h								
1201-8								m ɔ ʔ								
2042-8								ʔ aː								
1968-8								d ɛ ʔ								
2000-8								l aː ŋ								
17-8								v a dʑ								
4-8								ɛː əː m								
788-8								d ai̯								
1219-8								h a m								
141-8								ʔ aː ŋ								
541-8								p r j a ŋ								
1687-8								h u								
123-8								ɛː aː a								
1652-8								dʑ iː ɲ								
576-8								ŋ au̯								
1738-8								d ɛ								
442-8								h au̯ m								
368-8								d j a ŋ								
1778-8								b ɛ dʑ								
957-8								n ɔ p								
1704-8								ʔ a ʔ								
304-8								dʑ ɛ m								
1796-8								dʑ a ŋ								
720-8								t ɔ h								
287-8								k ai̯								
321-8								g ai̯								
206-8								d o ʔ								
1950-8								ʔ oːi̯								
665-8								ɛː au̯ n								
703-8								ŋ ou̯ ʔ								
1290-8								m j								
1391-8								k ɔ ʔ								
269-8								k ɔ ʔ								
855-8								dʑ ɛː n								
2078-8								s ei̯								
2213-8								m e								
1858-8								s a								
1151-8								k j a n								
737-8								p e ʔ								
340-8								s o								
1111-8								s iː								
485-8								ŋ j								
1356-8								m u h								
1093-8								l əː ŋ								
1063-8								d au̯ m								
648-8								dʑ əː ŋ								
223-8								k au̯ ʔ								
1248-8								dʑ əː								
1509-8								t eː ŋ								
504-8								dʑ o h								
2130-8								s eː								
1-8								ʔ au̯								
386-8								ɔ ou̯ ʔ								
1411-8								ʔ u								
1027-8								k r a ʔ								
2077-8								m əː h								
1459-8								g l j								
1323-8								m əː								
1859-9									ŋ j a							
175-9									h a							
241-9									ʔ u ʔ							
2163-9									kʰ u n							
2181-9									n a							
2060-9									ʔ ɔi̯ m							
410-9									d j a							
1841-9									m ɛːu̯							
2017-9									h i							
1004-9									l ɛː							
614-9									b o h							
686-9									b l i							
88-9									g a							
872-9									n ɨ n							
1891-9									d ɛː							
68-9									s ai̯							
631-9									b ə n							
594-9									g ɛː							
1759-9									h a ŋ							
805-9									g iːu̯ n							
756-9									h ui̯							
1201-9									m oː ʔ							
2042-9									ʔ ɛː							
1968-9									d a ʔ							
2000-9									l ɛː ŋ							
17-9									v a dʑ							
4-9									d ɨː							
788-9									d iːu̯							
1219-9									h ai̯							
141-9									ʔ ɛː ŋ							
541-9									b r j a ŋ							
1687-9									h u n							
123-9									ŋ ɛː m							
1652-9									dʑ ai̯ n							
576-9									ŋ ɔː							
1738-9									d a							
442-9									h oː							
368-9									d j a ŋ							
1778-9									b a dʑ							
957-9									n a b							
1704-9									ʔ ai̯ ʔ							
304-9									dʑ a m							
1796-9									dʑ a ŋ							
720-9									d ɔi̯ h							
287-9									k ə p							
321-9									g ə h							
206-9									d u ʔ							
1950-9									ʔ oːi̯							
665-9									ui̯ oː							
703-9									n o ʔ							
1290-9									m j a							
1391-9									g a n							
269-9									g a t							
855-9									dʑ a n							
2078-9									s i n							
2213-9									m iːu̯							
1858-9									s a							
1151-9									g j a n							
737-9									b ə n							
340-9									s ʔ							
485-9									ŋ j							
1356-9									m u h							
1093-9									l ɨː ŋ							
1063-9									d oː							
648-9									dʑ ɨː n							
223-9									g ɔː n							
1248-9									dʑ ɯː							
504-9									dʑ o h							
2130-9									s i							
1-9									ʔ o							
386-9									ɛːu̯ o ʔ							
1027-9									g a n							
2077-9									m ɨː h							
1459-9									g l j							
1323-9									m ɨː							
1859-10										ŋ a						
175-10										h a						
241-10										ʔ u ʔ						
2163-10										kʰ u						
2181-10										n ɛ m						
2060-10										ʔ a m						
410-10										ɗ aːi̯						
1841-10										m aːu̯						
2017-10										h e						
1004-10										l aː						
614-10										b ou̯ h						
686-10										b l e						
88-10										k a						
872-10										n a						
1891-10										d aː						
68-10										s iː m						
631-10										b e ʔ						
594-10										k aː						
1759-10										h ɛ ŋ						
805-10										k a ŋ						
756-10										h ɨ ʔ						
1201-10										m ɔ ʔ						
2042-10										ʔ aː						
1968-10										ɗ ɛ						
2000-10										r aː ŋ						
17-10										b ɛ dʑ						
4-10										aː e m						
788-10										d iː						
1219-10										h i m						
141-10										ʔ aː ŋ						
541-10										b r j a ŋ						
1687-10										h u						
123-10										aː a m						
1652-10										dʑ iː ŋ						
576-10										ŋ ɔ l						
1738-10										d ɛ						
442-10										h ɔː m						
368-10										ɗ j a ŋ						
1778-10										b ɛ dʑ						
957-10										n a b						
1704-10										ʔ iː						
304-10										j ɛ m						
1796-10										dʑ a ŋ						
720-10										ɗ ɛ h						
287-10										k e ɓ						
321-10										k l e						
206-10										ɗ o ʔ						
1950-10										ʔ oːi̯						
665-10										aː ɔː n						
703-10										n ou̯ ʔ						
1290-10										m aːi̯						
1391-10										k a						
269-10										k ɛ						
855-10										dʑ a n						
2078-10										s e						
2213-10										m ɛ						
1858-10										s a						
1151-10										k j a n						
737-10										ɓ e ʔ						
340-10										s o						
1111-10										s a						
485-10										ŋ aːi̯						
1356-10										m u h						
1093-10										l e ŋ						
1063-10										d ɔ m						
648-10										dʑ e ŋ						
223-10										k ɔ n						
1248-10										dʑ a						
1509-10										t e ʔ						
504-10										dʑ o h						
2130-10										s e						
1-10										ʔ ɔː						
386-10										aː o ʔ						
1411-10										ʔ u						
1027-10										k ɛ						
2077-10										m e h						
1323-10										m ə						
1859-11											ŋ ɔi̯					
175-11											k a					
241-11											ʔ u ʔ					
2163-11											kʰ u					
2181-11											n a m					
2060-11											ʔ a m					
410-11											t tʰ					
1841-11											m aːu̯					
2017-11											h ɔi̯					
1004-11											l aː					
614-11											b aː h					
686-11											b l ɔi̯					
88-11											k ai̯					
872-11											n a ŋ					
1891-11											t aː					
68-11											s iː m					
631-11											b ə r					
594-11											k aː					
1759-11											h a ɲ					
805-11											k ɨ ɲ					
756-11											h a k					
1201-11											m ɔi̯ ʔ					
2042-11											ʔ aː					
1968-11											t a ʔ					
2000-11											l aː ŋ					
17-11											n v a t					
4-11											ɔi̯ əː m					
788-11											t iː					
1219-11											n h m					
141-11											ʔ aː ŋ					
541-11											b r ə ŋ					
1687-11											h u					
123-11											aː a m					
1652-11											dʑ iː ɲ					
576-11											ŋ ɔ					
1738-11											t a k					
442-11											h ɔ m					
368-11											t ə ŋ					
1778-11											b a t					
957-11											n ɔ					
1704-11											ʔ iː ʔ					
304-11											dʑ a m					
1796-11											t ɔ ŋ					
720-11											t ə h					
287-11											k ə p					
321-11											k ə h					
206-11											t aː n					
1950-11											ʔ oːi̯					
665-11											ɔi̯ w a					
703-11											n aː n					
1290-11											m aːi̯					
1391-11											k ə n					
269-11											k a					
855-11											t a k					
2078-11											s ɔi̯					
2213-11											m ɔi̯					
1858-11											s a					
1151-11											k ə ŋ r					
737-11											b r ɛː					
340-11											ʔ au̯					
1111-11											s ɔi̯					
485-11											ŋ aːi̯					
1356-11											m u h					
1093-11											d əː ŋ					
648-11											dʑ əː ŋ					
223-11											k ɔ ŋ					
1248-11											dʑ a					
1509-11											d eː ɲ					
504-11											t aː h					
2130-11											s ɔi̯					
1-11											ʔ ɔ					
386-11											ɔi̯ aː k					
1411-11											ʔ u					
1027-11											k a ʔ					
2077-11											m̥ a h					
1459-11											k l aːi̯					
1859-12												ŋ ɛ				
175-12												k a				
241-12												ʔ u ʔ				
2163-12												kʰ u				
2181-12												n ă m				
2060-12												ʔ ɔ m				
410-12												d au̯				
1841-12												m aːu̯				
2017-12												h ɛ				
1004-12												l ou̯ j				
614-12												b ou̯ h				
686-12												b l				
88-12												g au̯				
872-12												n a				
1891-12												d ou̯				
68-12												s ɛ m				
631-12												b ə̆ n				
594-12												g ou̯				
1759-12												h ă ɲ				
805-12												g ɛ ɲ				
756-12												h ou̯ ʔ				
1201-12												m w a				
2042-12												ʔ ou̯				
1968-12												d ă				
2000-12												l ou̯ ŋ				
17-12												v a c				
4-12												ə ə m				
788-12												d ɛ				
1219-12												h ɛ				
141-12												ʔ ou̯ ŋ				
541-12												p r j a ŋ				
1687-12												h u				
123-12												ə ou̯ m				
1652-12												c i ɲ				
576-12												ŋ ɔ				
1738-12												d ă				
442-12												h w m				
368-12												d j a ŋ				
1778-12												p ă c				
957-12												n ă				
1704-12												ʔ ɛ				
304-12												c ă m				
1796-12												c ɔ ŋ				
720-12												d ɛ h				
287-12												g ă				
321-12												g ə ŋ				
206-12												k ou̯				
1950-12												ʔ oːi̯				
665-12												ə w a n				
703-12												n ou̯ ʔ				
1290-12												m ou̯				
1391-12												g ă				
269-12												g ă c				
855-12												c ă n				
2078-12												s ɛ				
2213-12												m ɛ				
1858-12												s a				
1151-12												k j a n				
737-12												p r a				
340-12												ʔ ou̯				
1111-12												s ɛ				
485-12												ŋ ou̯				
1356-12												m u h				
1093-12												l ə ŋ				
1063-12												d w a				
648-12												c ə ŋ				
223-12												k ɔ n				
1248-12												c ə				
1509-12												t ə n				
504-12												c ou̯ h				
2130-12												s ɛ				
1-12												ʔ ou̯				
386-12												ə ou̯ ʔ				
1411-12												ʔ u				
1027-12												k a				
2077-12												m ə h				
1459-12												k l ou̯				
1323-12												m ə				
1859-13													ŋ ɛ			
175-13													ʔ a			
241-13													ʔ u ʔ			
2163-13													kʰ u			
2181-13													n ă m			
2060-13													ʔ w a			
410-13													d a			
1841-13													m w			
2017-13													h ɔ			
1004-13													l ou̯ j			
614-13													b ou̯ h			
686-13													b l ɔ			
88-13													k au̯ ʔ			
872-13													n a			
1891-13													d ou̯			
68-13													s ɛ m			
631-13													b ə n			
594-13													k ou̯			
1759-13													h ă n			
805-13													g ɨ n			
756-13													h ɨ ʔ			
1201-13													m ɔ c			
2042-13													ʔ ɛ			
1968-13													d ă ʔ			
2000-13													h ou̯ ŋ			
17-13													v a t			
4-13													ə ə m			
788-13													d ɛ			
1219-13													h ɛ m			
141-13													ʔ ou̯ ŋ			
541-13													p r j a n			
1687-13													h u			
123-13													ə ou̯ m			
1652-13													c i n			
576-13													ŋ ɔ l			
1738-13													d ă			
442-13													h w a			
368-13													d j a n			
1778-13													p ă c			
957-13													n ă			
1704-13													ʔ ɛ ʔ			
304-13													c ă m			
1796-13													c ɔ ŋ			
720-13													t ɛ h			
287-13													k ə p			
321-13													g ə h			
206-13													g u ʔ			
1950-13													ʔ oːi̯			
665-13													ə w a n			
703-13													n ou̯ ʔ			
1290-13													m ɛ			
1391-13													k ɔ n			
269-13													g ă n			
855-13													c ă n			
2078-13													s ɛ			
2213-13													m ɛ			
1858-13													s a			
1151-13													k j a n			
737-13													p r a			
340-13													ʔ ou̯			
1111-13													s ɛ			
485-13													ŋ			
1356-13													m u h			
1093-13													l ə k			
1063-13													d w a			
223-13													k ɔ n			
1248-13													c ə			
1509-13													t ɔ n			
504-13													c ou̯ h			
2130-13													s ɛ			
1-13													ʔ w			
386-13													ə ou̯ ʔ			
1411-13													ʔ u			
1027-13													k ă n			
2077-13													m u h			
1459-13													k l			
1323-13													m ə			
1859-14														ŋ ɔ		
175-14														k a		
241-14														ʔ u t		
2163-14														kʰ u		
2181-14														n a m		
2060-14														ʔ ɔ m		
410-14														d j		
1841-14														m au̯		
2017-14														h ɔ		
1004-14														l aː		
614-14														b o h		
686-14														b l eː		
88-14														k ɔ ŋ		
872-14														n ɔː		
1891-14														d aː		
68-14														s iː m		
631-14														b e n		
594-14														k aː a		
1759-14														h ɔ ɲ		
805-14														g i ɲ		
756-14														h ɔ ŋ		
1201-14														m ɔː t		
2042-14														ʔ ɛː		
1968-14														d a t		
2000-14														l aː ŋ		
17-14														v a dʑ		
4-14														oː ə m		
788-14														d ai̯		
1219-14														h iː m		
141-14														ʔ aː ŋ		
541-14														p r j a ŋ		
1687-14														h u		
123-14														ɔ aː m		
1652-14														dʑ iː ɲ		
576-14														ŋ ɔ l		
1738-14														d a k		
442-14														h oː m		
368-14														d j a ŋ		
1778-14														b ɛ dʑ		
957-14														n ɔ b		
1704-14														ʔ a t		
304-14														dʑ a m		
1796-14														dʑ a ŋ		
720-14														d ɔ h		
287-14														k ɔ p		
321-14														k l ə h		
206-14														g u ŋ		
1950-14														ʔ oːi̯		
665-14														dʱ oː		
703-14														n o ŋ		
1290-14														m j		
1391-14														k ɔ t		
269-14														k ɔ t		
855-14														dʑ a n		
2078-14														s ɔ n		
2213-14														m ɔ		
1858-14														s a		
1151-14														k j a n		
737-14														b r t		
340-14														s a		
1111-14														s ɔ		
485-14														j j		
1356-14														m u h		
1093-14														l ə ŋ		
1063-14														d oː m		
648-14														dʑ ə n		
223-14														k ɔː n		
1248-14														dʑ ə ɯ		
1509-14														d ɔ ŋ		
504-14														dʑ o h		
2130-14														s ɔ		
386-14														ɔ o ŋ		
1411-14														ʔ u		
1027-14														k ɔ ŋ		
2077-14														m ə h		
1459-14														g l j		
1323-14														m ə		
1859-15															ŋ au̯	
175-15															ʔ a	
241-15															ʔ u ʔ	
2163-15															kʰ u	
2181-15															n a m	
2060-15															ʔ ɔː	
410-15															d ou̯	
1841-15															m aːu̯	
2017-15															h ɔː	
1004-15															l ou̯ j	
614-15															b ou̯ h	
686-15															b l	
88-15															g au̯ ʔ	
872-15															n a ŋ	
1891-15															d ou̯	
68-15															s ɨi̯ m	
631-15															p ə n	
594-15															g ou̯	
1759-15															h a ɲ	
805-15															g a ɲ	
756-15															h ou̯ ʔ	
1201-15															m ou̯ ʔ	
2042-15															ʔ ou̯	
1968-15															d a ʔ	
2000-15															l ou̯ ŋ	
17-15															v a c	
4-15															əɯ̯ m	
788-15															d ɛ	
1219-15															h ɨi̯ m	
141-15															ʔ ou̯ ŋ	
541-15															p r j a ŋ	
1687-15															h u	
123-15															əɯ̯ ou̯ m	
1652-15															c a ɲ	
576-15															ŋ au̯ e	
1738-15															d a ʔ	
442-15															h ou̯ m	
368-15															d j a ŋ	
1778-15															b a c	
957-15															n a	
1704-15															ʔ ɨi̯ ʔ	
304-15															c a m	
1796-15															c ɔ ŋ	
720-15															d ɛ h	
287-15															g ə p	
321-15															g ə h	
206-15															g u ʔ	
1950-15															ʔ ɔː	
665-15															əɯ̯ ɔː n	
703-15															n ou̯ ʔ	
1290-15															m ou̯	
1391-15															g a n	
269-15															g a c	
855-15															c a n	
2078-15															s a	
