COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
52-4				a a k + tɬ i					
53-4				n e k a l					
54-4				t e h l l					
55-4				k w a					
60-4				a s t o l o l e					
83-4				tɬ e h ts i tɬ					
87-4				p o tɬ a n i					
92-4				m a t i					
103-4				m a tʃ					
106-4				p a tɬ i					
138-4				n e h w a					
139-4				m a tʃ + t a l					
142-4				s a tɬ i					
145-4				m e + t a i t a					
176-4				tɬ a i a tɬ					
179-4				s a + a + tɬ					
180-4				m e i n + tɬ i					
186-4				t e p + t o tɬ					
190-4				n a k i					
194-4				s a					
220-4				e h w t i					
231-4				a h tɬ i					
240-4				tʃ a tɬ i					
283-4				t a k tɬ					
293-4				tɬ i n					
314-4				k w i l i tɬ					
315-4				a n i					
322-4				t e h o m a k t ts					
323-4				t a i tɬ					
9-4				t o tʃ i + tɬ					
17-4				a n i + tɬ					
30-4				j e a tɬ					
88-4				i k i					
158-4				m e a a k					
177-4				m e w a k					
184-4				t o h a					
187-4				a i n h w i + tɬ					
227-4				x a h l l					
1-5					m o i				
2-5					a i + n aː h i				
8-5					m e n				
16-5					t e n + t i				
24-5					i s t a				
32-5					m e t i				
51-5					t t aː n o				
52-5					m e k + t i				
53-5					m e aː n				
54-5					t e h n l				
55-5					t aː				
60-5					e n + o				
83-5					t e				
87-5					t e t aː n i				
92-5					m e t i				
103-5					m e n i				
106-5					t e t i				
138-5					n e h a				
139-5					m e + + i l				
142-5					m e t i				
145-5					m o + aː aː				
176-5					t a + aː				
179-5					n e i + t				
180-5					t o k + t i				
186-5					t e				
190-5					m e k h				
194-5					t e				
220-5					e h + t i				
231-5					i t i				
240-5					t e t i				
283-5					t + aː				
293-5					t e n a				
314-5					t m i i				
315-5					oː n i				
322-5					t e h i n aː k				
323-5					t e				
9-5					t e i + t				
17-5					e m i + t				
22-5					t e i l				
30-5					eː i t				
88-5					a t e				
158-5					m e + aː a h i				
159-5					e t e n aː				
177-5					m o s a k				
184-5					t e a m				
187-5					m a n h i				
227-5					s aː h n i				
1-6						m i tʃ i			
2-6						t l + n e k + t i			
8-6						a u			
16-6						i n + t i			
24-6						i s t			
32-6						m i t i			
51-6						t a n + i			
52-6						a i k + i			
53-6						m i + a l			
54-6						t a l			
55-6						t w a			
60-6						i n + t i l i l a			
83-6						t e			
87-6						t i l a n i			
92-6						m e k i			
103-6						m i + n			
106-6						t e t i			
138-6						n e n i			
139-6						m i + + + + t a l			
142-6						m e t i			
145-6						m i + a + a			
176-6						t a + a			
179-6						n u k i			
180-6						m i k + t i			
186-6						t u +			
190-6						a i + a			
194-6						t a			
220-6						i tʃ + + i			
231-6						a i i			
240-6						t e t i			
283-6						t a			
293-6						t i n i			
314-6						t m a l i			
315-6						i n i			
322-6						t i n e l a k			
323-6						t a			
9-6						t i l i			
17-6						a + n			
22-6						t i t l l			
30-6						eː i t			
88-6						i t i			
158-6						i i t a a k			
159-6						a t i n a			
177-6						s i a			
184-6						t u a +			
187-6						i i n + a i			
227-6						t n a s l a			
1-7							n e e		
2-7							n e		
8-7							e		
16-7							e n		
24-7							k t		
32-7							e		
51-7									
52-7									
53-7							n e		
54-7							a		
55-7							k		
60-7							n		
83-7							e		
87-7							k e n		
92-7									
103-7									
106-7							k		
138-7							n k		
139-7							n e		
142-7									
145-7							e e		
176-7							k a		
179-7							n e k		
180-7							e		
186-7							k e		
190-7							k		
194-7									
220-7							k		
231-7									
240-7							k		
283-7							a		
293-7							k n		
314-7							e l		
315-7							n e		
322-7							t e n e l e		
323-7									
17-7							n		
22-7							k l n		
30-7							n a		
159-7							k e		
1-8								m i k ɨ	
2-8								n ɨ + tɬ	
8-8								m ɨ + a	
16-8								i k + tɬ ɨ	
24-8								ɨ s t ɨ	
32-8								m i tɬ ɨ	
51-8								aː n + ɨ	
52-8								i i k + tɬ ɨ k	
53-8								n ɨ k	
54-8								t i k l	
55-8								t w aː	
60-8								ɨ s + aː l a l k	
83-8								t a + + tɬ	
87-8								tɬ i tɬ a n + ɨ	
92-8								m i tɬ ɨ	
103-8								m i	
106-8								t ɨ tɬ ɨ	
138-8								n ɨ k a	
139-8								m i + + t a + k k	
142-8								m i tɬ ɨ	
145-8								m i a + ɨ k	
176-8								t a +	
179-8								n i k + tɬ	
180-8								m i k + tɬ ɨ	
186-8								t ɨ k + tɬ	
190-8								j i k	
194-8								t ɨ	
220-8								ɨ h + tʃ ɨ	
231-8								eː + tɬ ɨ	
240-8								t ɨ tɬ ɨ	
283-8								t + tɬ	
293-8								oː n	
314-8								k w i l	
315-8								i n ɨ	
322-8								t ɨ h e l a +	
323-8								t ɨ k	
9-8								t oː k + tɬ	
17-8								ɨ n ɨ + tɬ	
22-8								t a h ɨ + + k k	
30-8								eː ɨ tɬ	
88-8								aː k ɨ	
158-8								m i + l a k +	
159-8								ɨ t ɨ n ɨ tɬ tɬ	
177-8								s i	
184-8								t i	
187-8								a a n + w ɨ tɬ	
227-8								a l	
1-9									m o tʃ iː
2-9									j + + + n e k + tɬ iː
8-9									a a + + a iː
16-9									j e n + tɬ iː
24-9									i n ts iː k
32-9									m e tɬ iː
51-9									tɬ a + iː
52-9									a a k + tɬ iː k
53-9									n e k a l
54-9									t a + l iː
55-9									k w a
60-9									e m + t o l o l o
83-9									tɬ a + tɬ
87-9									tʃ a ts a n iː
92-9									m e k iː
103-9									m a tʃ
106-9									tʃ e tɬ iː
138-9									n e h a a
139-9									m o + + ø + t iː iː
142-9									m e tɬ iː
145-9									m e + + a + iː
176-9									tɬ a + + ts a k + tɬ
179-9									n e k iː + tɬ
180-9									m o + ts + tɬ iː
186-9									t a tʃ +
190-9									j a k iː + k
194-9									t a iː
220-9									a h + + iː
231-9									i + tɬ iː
240-9									tʃ e tɬ iː
283-9									tɬ + + + t a
293-9									tɬ e n + o
314-9									k w a l iː
315-9									a n e
322-9									t a n n a l
323-9									t a ts
9-9									t a tʃ iː + tɬ
22-9									tɬ a + l
30-9									e e tɬ
88-9									i k a + tɬ
158-9									a a + a a k
159-9									a tɬ a n a + tɬ
177-9									m o tʃ a
184-9									t a k a t
187-9									m a n + w iː + tɬ
227-9									x a + l iː
