COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
194-4				s e					
220-4				o h + tɬ i					
231-4				i tɬ a					
240-4				k o tʃ i					
283-4				t e + tɬ					
293-4				i n + o n					
314-4				k w a w i + tɬ					
315-4				o m e					
322-4				t e h w a e +					
323-4				tɬ a					
9-4				t o t o + tɬ					
17-4				o m i + tɬ					
30-4				tʃ i l					
88-4				i i i					
158-4				w e j a k					
177-4				m i a a k					
184-4				t o k a +					
187-4				j a n k w i + k					
227-4				x a l + l					
1-5					m o tʃ i				
2-5					n e x + t i				
8-5					p eː j i				
16-5					e s + t i				
24-5					i s t i				
32-5					m i k i				
51-5					o n + i				
52-5					aː aː k + g o				
53-5					n a g a s				
54-5					t aː l i				
55-5					b a a				
60-5					s x + t e l o l o				
83-5					t e + t				
87-5					p a t aː m i				
92-5					m a k a				
103-5					m aː				
106-5					b aː k i				
138-5					n e h a				
139-5					m i k + t i				
142-5					m a t i				
145-5					m o + t eː k a				
176-5					t aː k a + t				
179-5					n a g a + t				
180-5					m eː ts + t i				
186-5					b e tʃ +				
190-5					j aː k + t				
194-5					s eː				
220-5					o h + t i				
231-5					t a a				
240-5					g o tʃ i				
283-5					t e + t				
293-5					h n n				
314-5					b a a i i + t				
315-5					oː m e				
322-5					t e h a m e				
323-5					t eː				
9-5					t oː t oː + t				
17-5					h m i + t				
22-5					t a t i				
30-5					i i k				
88-5					i i i				
158-5					t e j a k				
159-5					t t i m i + t				
177-5					m i aː b				
184-5					t oː k aː +				
187-5					j a m b i i + k				
227-5					x aː l i l				
1-6						m u tʃ i			
2-6						k w k u t n			
8-6						p eː j i			
16-6						eː s + t i			
24-6						i s t i			
32-6						m i k i			
51-6						u n + i			
52-6						w aː k + t u			
53-6						n a k a s +			
54-6						t aː l l			
55-6						k w a			
60-6						s x + t e l u l u			
83-6						t a + t			
87-6						p a t aː n i			
92-6						m a k a			
103-6						m a			
106-6						k a k i			
138-6						n e h w a +			
139-6						m i k + t i a			
142-6						m a t i			
145-6						m u + t eː k a			
176-6						t a k a + t			
179-6						n a k a + t			
180-6						m eː ts + t i			
186-6						k e tʃ			
190-6						j a k a + t			
194-6						s eː			
220-6						u h + t i			
231-6						i tɬ a			
240-6						k u tʃ i			
283-6						t e + t			
293-6						u n i			
314-6						k w a l i t			
315-6						u m e			
322-6						t e h w a n i			
323-6						t eː			
9-6						t uː t u + t			
17-6						u m i + t			
22-6						t a t i a			
30-6						p i k			
88-6						i l i			
158-6						p eː ts a k			
159-6						a t i m i			
177-6						m i a k			
184-6						t u k a + t			
187-6						j a n k w i + k			
227-6						x aː l l			
1-7							x i tʃ o		
2-7							n e l + t n		
8-7							t e n		
16-7							k tʃ t t		
24-7							i tʃ t t		
32-7							m i k		
51-7							u m m o		
52-7							t a k + t m		
53-7							n e k e l		
54-7							t a l		
55-7							k w l		
60-7							a x t +		
83-7							t e m t		
87-7							a l t a n		
92-7							x a k ts		
103-7							m a l		
106-7							k a k		
138-7							n e k e		
139-7							m i k + t t ts		
142-7							x l t t		
145-7							x + m t e k ts		
176-7							t a k e l t		
179-7							n e k e l t		
180-7							x e k ts t t		
186-7							k w tʃ +		
190-7							n e k + + t		
194-7							m +		
220-7							t m m t t		
231-7							t t e		
240-7							k w tʃ o		
283-7							t + m t t		
293-7							o n m		
314-7							k w l l + m t		
315-7							t n +		
322-7							t + k e l e n		
323-7							t e		
17-7							a m i t		
22-7							t e e t ts		
30-7							x l k		
159-7							a t u m i t		
1-8								m o tʃ iː	
2-8								k w a + tɬ ɨ	
8-8								aː eː j ɨ	
16-8								eː s + tɬ ɨ	
24-8								i s t ɨ + tɬ	
32-8								m ɨ k ɨ	
51-8								oː a + ɨ	
52-8								tɬ aː k + tɬ o	
53-8								n a k a s + tɬ	
54-8								tɬ a l l l ɨ	
55-8								k w a h	
60-8								i x + t ɨ l o l ɨ	
83-8								tɬ ɨ + tɬ	
87-8								p a tɬ a n ɨ	
92-8								m aː k a h	
103-8								m ɨ h	
106-8								k a k ɨ	
138-8								n ɨ h	
139-8								m ɨ k + tɬ ɨ ɨ	
142-8								m a t ɨ	
145-8								m o + t eː k a	
176-8								t aː k a + tɬ	
179-8								n a k a h tɬ	
180-8								m eː n + tɬ ɨ	
186-8								k ɨ tʃ iː tɬ ɨ	
190-8								j aː k + tɬ tɬ	
194-8								s eː	
220-8								o h + tɬ ɨ	
231-8								i tɬ a	
240-8								k o tʃ iː	
283-8								t eː + tɬ	
293-8								oː n + ɨ	
314-8								k w a w + tɬ tɬ	
315-8								oː m ɨ	
322-8								t ɨ w w a n h	
323-8								tɬ eː n	
9-8								t t t o + tɬ	
17-8								o m ɨ + tɬ	
22-8								tɬ a tɬ ɨ +	
30-8								aː ɨ ɨ	
88-8								ɨ ɨ ɨ	
158-8								aː eː j aː k k	
159-8								aː tɬ ɨ m ɨ + tɬ	
177-8								m i aː k k	
184-8								t o k a h	
187-8								j a n k w ɨ + k k	
227-8								x a l l l	
1-9									m o tʃ iː
2-9									k e x n + ø tɬ
8-9									w e j iː
16-9									e s + tɬ iː
24-9									tʃ i pː iː
32-9									m iː k iː
51-9									o n + iː
52-9									w ø k + tɬ o k
53-9									n a k w s pː tɬ
54-9									tɬ ø l iː l
55-9									k w a
60-9									ʰt x + t o l o l o
83-9									tɬ ø + tɬ
87-9									p a tɬ ø n iː
92-9									m a k a
103-9									m a l n
106-9									k a k iː
138-9									n e h w a
139-9									m iː k + tɬ iː a
142-9									m a t iː
145-9									m o + t e k a
176-9									tɬ ø k a + tɬ tɬ
179-9									n a k a + tɬ tɬ
180-9									m i e + tɬ iː
186-9									k e tʃ iː tɬ iː
190-9									j a k w + tɬ
194-9									s e e
220-9									o h + tɬ iː
231-9									tʃ tɬ a
240-9									k o tʃ iː
283-9									t e + tɬ tɬ
293-9									iː n + iː
314-9									k w w w iː + tɬ
315-9									u m e
322-9									t e h w a e e
323-9									tɬ ø
9-9									t u t u + tɬ tɬ
22-9									tɬ a t iː a
30-9									tʃ iː ts
88-9									iː iː iː
158-9									w e j a k
159-9									tɬ t iː m iː + tɬ
177-9									m iː a k w
184-9									t u k a + +
187-9									j a n k w iː + k
227-9									x a l l l iː
