COGID	Albanian	English	French	German	Latin
301-2		o l au			
72-2		h o l d			
162-2		h ʃ			
238-2		d e			
560-3			v ɔ		
438-3			g r		
1222-3			s i		
353-3			p ɛ s		
201-3			p u p		
20-3			s ɔ s		
503-3			p u		
957-3			ɛ̃		
728-3			d ɔ n		
244-3			s ɛ s		
289-3			s u j		
911-3			r i		
724-3			g r ɛ		
145-3			d ɔ		
992-3			d ɔ e		
1181-3			ʃ ə s		
706-3			s		
106-3			p u s g		
741-3			p ø		
421-3			g l s e		
227-3			p u		
920-3			ʃ ɔ r		
1083-3			ʃ ɔ r s e		
1066-3			s		
1125-3			ʒ ɛ n		
1197-3			m t g		
473-3			f ɔ j		
284-3			s ɛ s		
661-3			a n		
701-3			r u s e		
315-3			r t o s		
1169-3			s ɛ		
1150-3			s r r t		
982-3			s ɛ s		
987-3			s ɛ		
1055-3			s ɛ n		
1130-3			s ɛ s e		
433-3			s ɛ s		
585-3			d ɔ		
625-3			d ɛ n		
1186-3			d ɔ n e		
814-3			v ɑ̃ r		
416-3			d ɔ		
1233-3			v ɛ s e		
884-3			v ɛ r t		
916-3			t e		
1016-3			a n ɛ t ɛ		
952-3			a		
514-3			g r ɛ s e		
1079-3			v ɛ s		
1100-3			g r ɛ s		
47-3			ʃ ɔ v ɛ̃ e		
111-3			d a s		
1061-3			m ɔ n		
1155-3			ʃ ɔ l		
343-3			v ɛ s r		
671-3			r ɛ s		
460-3			p u s		
8-3			g ɑ̃ s		
644-3			s		
683-3			ʃ ə t ɛ e		
650-3			k ɔ		
612-3			s ɔ m		
871-3			d i j		
1209-3			v ɔ m e e		
667-3			s a n e		
499-3			s		
14-3			g l s		
1029-3			v ɔ		
272-3			k ɛ̃ t ɛ r		
278-3			m a d		
410-3			ʃ ɔ r		
336-3			p p ɑ̃		
1009-3			v ɛ t ɛ		
479-3			a v ɛ		
712-3			m œ r		
1113-3			s ɛ̃ n ɛ̃		
605-3			s ɛ r		
752-3			s p ø e		
695-3			n ə a		
73-3			p r		
162-3			g r		
239-3			d		
560-4				v eː	
438-4				d r	
1222-4				g eː	
353-4				f eː ʃ	
201-4				f ai g	
20-4				h eː t	
503-4				f l ʃ t	
957-4				eː n	
728-4				l au t	
244-4				n eː t	
289-4				n ai t	
911-4				r r n	
724-4				n r iː	
145-4				h oː s	
992-4				h s	
1181-4				h au	
706-4				d h ə t	
106-4				h a ə	
421-4				f l au z r	
227-4				f oi	
920-4				h øː r	
1083-4				h øː r n	
1066-4				n	
1125-4				n eː n	
1197-4				m a n d	
473-4				n aː	
284-4				n a s	
661-4				v eː n	
701-4				h au t	
315-4				r eː n d	
1169-4				ʃ l	
1150-4				ʃ au r ʃ	
982-4				z eː ŋ	
987-4				z n d	
1055-4				z eː ŋ r	
1130-4				ʃ a n	
433-4				ʃ eː n	
585-4				n	
625-4				h a n	
1186-4				h eː n d	
814-4				b aː ʃ t	
416-4				h ai s	
1233-4				v eː t	
884-4				v eː r t	
78-4				a l s	
514-4				n ə r n	
116-4				iː s	
188-4				f eː r h ə	
745-4				f eː n ə ə	
1100-4				f r oː s	
630-4				ʃ ə t	
1155-4				h au l	
24-4				n ai s	
232-4				n au n	
671-4				r ai s	
460-4				h au t	
8-4				g n	
385-4				z eː	
945-4				z eː t	
1041-4				z aː a n d	
492-4				d eː n ə	
527-4				v ai s ə r	
14-4				h e l iː s	
1-4				a l	
915-4				a n d	
271-4				a ʃ	
711-4				f ai s	
1112-4				a l ai t	
205-4				t r z s	
301-4				f l iː	
72-4				h a l t	
238-4				t aː g	
560-5					w i t a o
438-5					g m
1222-5					p a i o
353-5					p oː k i
201-5					s oː kː u
20-5					k u s t i
503-5					p u aː t
957-5					s iː k
728-5					k a t d
244-5					n e p u t
289-5					n u t r
911-5					s a m i n
724-5					s e i d eː
145-5					d a k a
992-5					k iː
1181-5					k a n s a
706-5					k a i o
106-5					p u u l
741-5					p oː m a
421-5					k l aː r iː iː
227-5					p u a
920-5					k o iː u
1083-5					k o r m a
1066-5					k a a
1125-5					k e n eː
1197-5					m u s i l
473-5					n a w i l
284-5					n e b u
661-5					k kʷ a
701-5					k u t i
315-5					k iː p u
1169-5					s i l a
982-5					n e iː t
987-5					n e e a
1055-5					k i s l a
1130-5					s e m t
433-5					s e l aː a
585-5					s e r
625-5					l a u a
1186-5					k i i
814-5					w r iː
416-5					k i d eː
1233-5					w i d e u
884-5					w i s m u
916-5					t
1016-5					a nː iː m a l a
952-5					d eː
78-5					k e v l t
1079-5					w i d eː
116-5					k a
188-5					k a t
745-5					k e b u l a
47-5					k kʷ n a u
111-5					l a k u
1061-5					m a m d iː m u
630-5					k p t r
1155-5					k u d i
24-5					n e b t i
232-5					n e l a
343-5					w i i s i i
460-5					p u l iː
945-5					n e p u t
644-5					k u l i
683-5					s eː m t iː
650-5					s i i l a
612-5					f e m o
1041-5					k i a p u
871-5					d r k d eː d r
492-5					k e u
1209-5					w o r iː t o
667-5					k a nː t
499-5					m o
1029-5					p i d i
272-5					s eː m i d
278-5					m a w i s eː
410-5					aː o r m i eː
1009-5					w i m t iː
198-5					m o e
479-5					m a nː a kʷ o
712-5					m o r m
1113-5					s eː m
605-5					a l i eː
752-5					r e s i eː r e
695-5					n o d eː
73-5					f r m d eː i d
164-5					s e f r i e i i e
239-5					k o r i
