COGID	dutch	english	french	german
62-2		m k		
-73-2		m əʊ k l ɪ d		
1810-2		h æ		
1805-2		f l əʊ s		
1813-2		h eɪ r		
1811-2		b l ʌ		
690-2		r iː p		
2177-2		h iː f		
246-2		w æ n k r æ r		
249-2		ʌ l aɪ		
1506-2		n ɪ s f ɔː l n		
2242-2		m ʌ n t		
2245-2		t ɔ ŋ		
2174-2		s t l d r		
603-2		eɪ l ɔː l		
601-2		h əʊ n t		
615-2		f æ ŋ r		
901-2		k l æ r		
608-2		f əʊ		
596-2		t ɛ		
937-2		b ɔː k s t		
936-2		n ɪ b l̩		
646-2		l ɔ ŋ		
947-2		l ɪ b ə r		
1606-2		h ɔː f		
472-2		n ə s		
1535-2		s w əʊ t		
1546-2		s p		
1959-2		s l eɪ p		
694-2		s n ɔː k		
1961-2		d r m		
323-2		l ɪ b		
1885-2		ɡ r ɪ f		
2156-2		b r n eɪ l d + aɪ		
1903-2		w ɔ n d		
525-2		s w eɪ l æ ŋ		
276-2		l æ m		
274-2		d ɔ f		
278-2		b l aɪ n t		
258-2		d r əʊ k k ŋ		
256-2		n eɪ k		
383-2		eɪ z		
207-2		r ɑː f		
376-2		d r æ ŋ k		
2014-2		r əʊ l d		
2009-2		ʌ v		
2003-2		k eɪ z l̩		
2024-2		p æ d		
1321-2		k ɔ p		
1976-2		t æ ŋ		
1243-2		m l f ɪ n t		
1265-2		p l		
1261-2		s əʊ		
655-2		b r ʌ		
650-2		d ɪ		
1532-2		k n ɛ d		
-36-2		s ʌ p		
34-2		b ʌ n		
-1647-2		f ɪ		
-1615-2		ʌ l		
125-2		f eɪ d		
1659-2		h ʌ n aɪ		
1661-2		m iː l		
1676-2		b r		
480-2		ɡ r æ ŋ k eɪ ŋ		
1466-2		k l ɛ d ŋ		
2277-2		w ɔ l		
2271-2		f iː l t		
2293-2		l ə r		
624-2		s p aɪ n		
628-2		s p aɪ n d l̩		
626-2		w əʊ b		
633-2		n ɪ		
1185-2		s ʌ ʌ n r k		
1179-2		h ɔː		
2168-2		k æ m		
1952-2		d ɔː r		
899-2		l æ d r		
922-2		b ɛ d		
-934-2		l æ m p		
916-2		t r ɔː		
1726-2		f eɪ l		
2108-2		p l ɔː r		
1133-2		f k r		
2114-2		s p ɪ d		
1272-2		r ɔ ɡ r		
1979-2		ɡ r eɪ		
1989-2		h		
-2260-2		p l æ n t		
70-2		b k		
-89-2		w æ s t		
-12-2		p aɪ s		
713-2		s ɔː f		
747-2		n eɪ z l̩		
308-2		d ʌ n		
289-2		b aɪ n d		
1930-2		b r eɪ k		
1928-2		s p l aɪ		
858-2		s r eɪ k		
1577-2		ʌ f h æ ŋ		
908-2		w əʊ s		
648-2		b ɔː		
1855-2		æ + ɔ l		
657-2		h æ n r		
2058-2		n eɪ l̩		
949-2		s m aɪ		
1642-2		ɡ t		
1640-2		s iː l ə r		
1633-2		æ s		
1630-2		t ɪ n		
993-2		ɡ l əʊ		
-2121-2		r ɔ l		
1692-2		f əʊ l		
1694-2		d r ɔ p		
1062-2		s æ ŋ k		
476-2		s w æ m		
1051-2		f l ɪ r		
1075-2		b l s		
135-2		ɡ l aɪ d		
-134-2		d æ n s		
1839-2		w ɛ eɪ n		
1097-2		t ɑː r k k ʌ m		
1777-2		f ɔ l r		
1434-2		b r æ ŋ		
1417-2		l aɪ d		
1424-2		r aɪ d		
778-2		p ɪ d		
790-2		b r k		
1223-2		p ɛ d l̩		
1117-2		s n		
1411-2		h əʊ k		
1407-2		h əʊ l d d		
1390-2		d aɪ ŋ		
2086-2		ɡ ə b		
2082-2		t ɑː r k ə f b		
576-2		s ʌ k		
579-2		f ɪ n d		
581-2		f ə r l ɪ		
-1791-2		r n		
-225-2		p r əʊ		
-2284-2		p l əʊ t		
1479-2		ʌ p		
847-2		h ɔː		
659-2		b ʌ d		
860-2		m aɪ d		
213-2		r eɪ k		
1286-2		f eɪ r		
1293-2		w eɪ tʃ		
474-2		d k		
467-2		d n		
1177-2		d ɪ f		
584-2		h eɪ k		
-1153-2		r ʌ n t		
700-2		t r l̩ l f		
875-2		d æ s n t		
1559-2		æ l		
1565-2		m ə r		
1968-2		h eɪ l f d		
-350-2		p eɪ r		
1469-3			ʃ o t ʀ	
2047-3			ʃ v t	
2054-3			ʀ t ʀ ʀ	
1375-3			l ə ʀ	
760-3			v ɑ̃ t ʀ	
756-3			ʀ t ʀ	
726-3			ʀ	
1351-3			s ʀ a t ʀ ʀ v ʀ ʀ	
1353-3			s ʀ a t ʀ	
412-3			v v a ɡ ʀ ʀ t ʀ	
406-3			ʀ v a ɡ ʀ	
1005-3			ʀ ʀ t v t	
1012-3			ʀ ʀ ʀ ʀ ʀ	
1016-3			v ɑ̃ ʀ ʀ	
1069-3			i ʀ	
509-3			f e l	
693-3			ʀ l ʀ	
2179-3			t ʀ t ʀ	
1753-3			f ʀ ʀ	
1131-3			v v l v ʀ	
1198-3			s ʀ	
2032-3			ʀ	
2241-3			ʀ ʃ	
2244-3			l ə ʀ	
610-3			t ʀ	
945-3			ʀ ɑ̃ t	
1534-3			l ə	
384-3			ʃ a ɡ	
1650-3			ʀ ʀ	
1663-3			ʃ o ʀ	
2279-3			l ə t	
471-3			ʃ o	
1385-3			ʃ v ʀ	
792-3			t	
1111-3			t ʀ	
197-3			ʃ ʀ ʀ	
2020-3			l o	
867-3			t ʀ u ʀ	
1970-3			f v l	
1230-3			ʀ t	
2017-3			t	
2183-3			t ʀ	
1521-3			v t	
1755-3			t ʀ	
1760-3			ʀ i ʀ	
1196-3			t ʀ	
575-3			ʀ t ʀ	
2014-3			ʀ ʀ ʀ	
1321-3			f	
1265-3			ʀ ʀ l	
588-3			ʀ o z	
1469-4				z a n t ə
2047-4				ʃ ɔ n ə
2054-4				t ə n t ə r
1375-4				l ɪ t t ə
760-4				v iː n t
756-4				ʃ n a k
726-4				m ɔ t r
1351-4				ɡ r a n + ə f t m r
1353-4				ɡ r a n + ə d ə r
412-4				f ɔ a eː ə ə aː t l ɛ
406-4				ʃ ɔ ə n + ə t ə l ɛ
1005-4				ʃ t a + ə f t m r
1012-4				ʃ t ɛ ə + ə d ə r
1016-4				v ɛ t a ə n +
1069-4				ɪ x ə
509-4				f a l ə n
693-4				m iː l ə ə
2179-4				n ɛ ʃ t
1753-4				f iː ʃ ə
1131-4				v ɔ l f
1198-4				b aː ə t ə
2032-4				h r n t ə
2241-4				n d s
2244-4				l ɪ ə
610-4				k ɪ iː
945-4				h a t ə
1534-4				l iː k ə n
384-4				ʃ a ɡ ə n
1650-4				n oː t ə
1663-4				ʃ ə l ə
2279-4				l iː n n
471-4				ʃ a ə ə n
1385-4				ʃ a t ə
792-4				ʊ k
1111-4				m ɛ ʃ t
197-4				ʃ t ə
2020-4				l ɛ ŋ
867-4				h ə n t ə r t
1970-4				f l l ə
1230-4				t ɛ r t n ə
2017-4				n a v
968-4				v ɛ r t l
1674-4				l ɛ n t ə
1671-4				h aː b ə
829-4				k l ɪ f
1025-4				v a t ə r
1027-4				ʃ ɪ
1832-4				r au f
-1816-4				a s iː n n n
-335-4				l aː ɡ ɡ n ə n
1043-4				ʃ t r au m
423-4				ʃ t ai n ə
2049-4				m aː n ə
2062-4				ʃ t a r
2065-4				r ɛ n + + b oː ɡ
1368-4				ʃ ɔ t a k
1365-4				t aː
754-4				r ɛ n ə n
768-4				v ɛ r ə
1211-4				f oː ə
106-4				m a n ə
-98-4				b ɛ b iː ə
719-4				f a t ə r
1341-4				ʃ n n ə
-2027-4				ts n t ə ə
-2026-4				n ɛ f n
409-4				ʃ ɔ n n + ʃ n n oː
402-4				ʃ ɔ au n + t aː x t ə r ə
1014-4				ʃ t ai ə + d oː f ə r r
1059-4				v iː
120-4				ʃ t a l
2183-4				ʃ t ai r ə
2194-4				ɔ ʃ ə
2199-4				k a l b
2197-4				ʃ au ə
1523-4				ʃ ʊ k
1521-4				b ʊ k ə
512-4				m ɛ r ɛ ə
2141-4				h ɛ n ə
2147-4				ɡ n ʃ s
814-4				k r a
810-4				t oː f ə
1755-4				h ə n t
1758-4				m ʊ s ə
1620-4				f ɪ n ə
1282-4				v ɛ l ʃ
1136-4				f ɔ ʃ ə
1309-4				l iː ʃ ə
1307-4				n ai t
1305-4				f l au n
711-4				v ɛ ʃ p n
1442-4				f l iː x
62-4				m ʏ k ə
-73-4				m r ʃ k a t k
1810-4				h oː t ə
1805-4				f l ai ʃ ə
1813-4				h aː r
1811-4				b l ɔ t ə
690-4				r ɪ p ə
2177-4				h oː t ə
246-4				v + ɡ + + b r au
249-4				oː + l ɪ t t
1506-4				n ʊ ʃ t b l yː ɡ ə
2242-4				m ə n t
2245-4				t ɔ ŋ ə
1196-4				n ɛ k ə
2174-4				ʃ a l t ə r
575-4				v ts ə l l
603-4				ɛ l + + b au ɡ
601-4				h a n t ə
615-4				f ɪ ŋ ə r
901-4				k l au
608-4				f ɔ t
596-4				t a n
937-4				b r r ʃ t
936-4				n aː f ə l
646-4				l ʊ ŋ ə
947-4				l iː f ə r
1606-4				h aː ə n
472-4				ʃ ɔ z ə n
1535-4				ʃ v ɛ t ə n
1546-4				ʃ t aː ə ə n
1959-4				ʃ l au p n n
694-4				ʃ n oː r k ə
1961-4				t r au m ə n
323-4				l ai b oː t ə
1885-4				ɡ r ɛ f ə
2156-4				f a l t ə a t h n iː t
1903-4				v ə n t ə
525-4				ʃ v ɛ l ɪ ə
276-4				l a m ɛ x
274-4				t oː f
278-4				b l ɪ n t ə
258-4				t r ʊ ŋ k ə n
256-4				n ɛ x ə t ə
383-4				ʃ t ə n
207-4				r ai n
376-4				t r ɪ ŋ k ə n
2014-4				ə a ʃ t t
2009-4				au f ə n
2003-4				k ɛ s ə l
2024-4				p a n ə
1976-4				ts a ŋ ə
1243-4				m aː l ə ə t
1261-4				ʃ eː f ə n
655-4				ɡ r ɛ t ə
650-4				t iː k
1532-4				k ɪ t t ə
-36-4				ʃ ɔ pf n
34-4				b oː n ə
-1647-4				f iː x
-1615-4				ɔ ɪ iː ə
125-4				f a t
1659-4				h oː n iː x
1661-4				m iː l k ə
1676-4				b oː t ə r
480-4				t r ɛ ŋ k ə
1466-4				k l ɛ ʃ ai n
2277-4				v ɔ l
2271-4				f ɛ l t
2293-4				l ɛ r ə
624-4				ʃ p ɪ n ə n
628-4				ʃ p ɪ n d ə l
626-4				v ɛ f ə n
633-4				n aː l ə
1185-4				ʃ ɔ ə n ɛ b r r
1179-4				h oː t
2168-4				k a m
1952-4				t oː r
899-4				l a t ə r
922-4				b ɛ t ə
-934-4				l a m n
916-4				t r ɔ f
1726-4				f ɛ l t ə
2108-4				p l yː ɡ ə
1133-4				f oː r a n
2114-4				ʃ pf n t ə n
1272-4				r oː ɡ ə
1979-4				ɡ r ɛ ʃ ə
1989-4				h ai x
-2260-4				p l ɛ n t ə n
70-4				b ʊ k ə
-89-4				v ɪ n ə r t
-12-4				pf n n
713-4				ʃ a p n
747-4				n ɛ s ə l
308-4				t oː n
289-4				b ɪ n t ə n
1930-4				ɡ r ɛ x ə n
1928-4				ʃ p l iː t ə n
858-4				ʃ s + r k k ə
1577-4				v a + h a ŋ ə
908-4				v a ʃ ə n
648-4				b oː r ə n
1855-4				h ə l ɔ ə l
657-4				h a m r r
2058-4				n ɛ k ə
949-4				ʃ l ɪ t ə a n aː ə
1642-4				ɡ a l t ə
1640-4				ʃ ɪ l f ə r
1633-4				n t ə n ə
1630-4				ts ə n ə
993-4				ɡ l ai ʃ ə
-2121-4				r a l ə n
1692-4				f a l ə n
1694-4				t r ɪ f n
1062-4				ʃ ɪ ŋ k ə n
476-4				ʃ v ɛ m ə n
1051-4				f l iː ə ə
1075-4				b l a l ə
135-4				ʃ l iː t ə n
-134-4				t a n ʃ ə n
1839-4				v ɛ k + + n
1097-4				k ə m ʏ ɡ + k au
1777-4				f ɔ l iː ə n
1434-4				ɡ r ɛ ŋ ə n
1417-4				l iː t ə n
1424-4				r + t ə n
778-4				p a t
790-4				ɡ r ʏ k ə
1223-4				p ɛ t ə l
1117-4				ʃ ɛ l
1411-4				h a b ə n
1407-4				f a s t ə h ə
1390-4				t iː ə
2086-4				ɡ ai f ə n
2082-4				ts r r ə + ɡ r b ə
576-4				ʃ ʊ x ə n
579-4				f ɪ n t ə n
581-4				l ə l ə ə iː
-1791-4				r eː k ə
-225-4				p r ai ʃ ə
-2284-4				p l ɛ ʃ ə
1479-4				au f n n ə n
847-4				h oː ɡ
659-4				b ɔ t ə m
860-4				m iː t ə l
213-4				r ɛ x ə
1286-4				f ɛ r
1293-4				v ɛ ʃ t ə n
474-4				t iː k ə
467-4				t iː n ə
1177-4				t iː p n
588-4				f l ɛ k
584-4				h + k ə
-1153-4				r ə n t ə
700-4				t ə aː l f ə
875-4				t aː z iː n ə
1559-4				a l ə n
1565-4				m ɛ r
1968-4				h ɛ l f
-350-4				pf aː r
1478-4				b ɶː t m
