COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
622-2		n d u		
546-2		n d u		
547-2		ʃ ɛ f a		
847-2		n ɛ d ɛ g a		
95-2		b ɛ ɗ i		
105-2		b ɛ n i n		
510-2		b o ʃ a		
951-2		m b ə m a r e		
1116-2		m b a m a		
149-2		ɓ u s ʔ i		
376-2		ɓ ɛ l i		
815-2		g o r a f		
453-2		ɗ u ɲ e		
67-2		ɗ a ʃ e		
47-2		d o k u l ɛ n		
869-2		ɗ oː l a		
57-2		k aː g u		
303-2		g aː s ʔ i a		
443-2		g d r a		
884-2		g u n d ɪ		
166-2		g u n d i		
918-2		a b a r e		
831-2		h aː ʃ i		
616-2		b iː e		
84-2		h o ʃ a l e		
346-2		h oː h o l u		
601-2		s i g i		
177-2		k ʔ a f a ŋ		
341-2		k ʔ o l a		
1066-2		f ɛ n t e ŋ i		
318-2		f ɛ ʃ ʃ		
241-2		m aː ʃ b ʃ		
556-2		h a n d u ŋ u		
191-2		b ɪ m b i l		
458-2		a s ʔ i s ʔ i		
1-2		h a n h i r		
751-2		r o		
864-2		a ŋ o n ɛ n		
154-2		a m mː n s i		
278-2		mː m l l u i i		
766-2		ʃ oː r e		
251-2		a g oː r u		
582-2		u ʔ u ɲ		
6-2		a l i		
1106-2		ɲ g o		
473-2		ɪ ŋ e		
1111-2		h a l u		
957-2		m a r e		
41-2		b i e		
468-3			θ a b a	
222-3			a b ɔ b ɔ ʔ i	
208-3			a b u r b u d u	
962-3			a g ɔ r θ a	
203-3			a g u d i ʔ	
138-3			ʃ ʃ l l a	
504-3			ɗ ʊu̯ ʃ ɛ f	
662-3			p ʊː d w	
478-3			g ʊu̯ d a	
409-3			a r e	
410-3			g u n d i	
256-3			p aː l e	
622-3			n d u	
546-3			n d u	
547-3			ʃ ɛ f a ʔ	
847-3			n ɛ d iː g e	
95-3			b ɛ ɗ i	
105-3			b ɛ n i	
510-3			b ɔ ʃ a	
951-3			m b ə m a r e	
1116-3			m b ə m a	
149-3			p u s ʔ i	
376-3			p ɛ l i	
815-3			g ɔ r a f	
453-3			ɗ u ɲ e	
67-3			ɗ a ʃ e	
47-3			d ɔ k ɔ θ ɛ	
869-3			ɗ ʊː θ a	
57-3			k aː g u	
303-3			g a s n ʔ a	
443-3			g ɛː r a	
884-3			g ʊ n d ʃ	
166-3			g u n d u	
918-3			a b ɛ r e	
831-3			h aː ʃ ʃ a	
616-3			b iː e	
84-3			h ɔ ʃ ɛ l a	
346-3			h ʊu̯ h ɔ l u	
601-3			s i g i	
177-3			k ʔ a f a	
341-3			k ʔ ɔ l a	
1066-3			f ɛ n d e ɲ i	
318-3			f ɛ ʃ i	
241-3			m aː ʃ ʃ ʃ	
556-3			h a n d u ɲ u	
191-3			p iː m b iː l	
458-3			a s ʔ i s ʔ i	
1-3			h a n h ɪ r	
751-3			r ɔ	
864-3			a ɲ ɔ n i	
154-3			a m m n s s	
278-3			m m i l u ʔ ə	
766-3			ʃ ʊu̯ r a	
251-3			a g ʊ r u	
582-3			ɔ ʔ ɔ ɲ	
6-3			a l i	
1106-3			ɲ g ɔ	
473-3			ɪ n e	
1111-3			h a θ u	
957-3			m a r e	
468-4				θ a b a
222-4				a b k b o n e
208-4				a b u r b u d u
962-4				a g o r θ
203-4				a g u d i
138-4				ʃ d l e
504-4				ɗ uː ʃ a
662-4				ɓ uː d a
478-4				g o ɗ a
409-4				a r e
410-4				g u n d i
256-4				ɓ aː l e
622-4				n d u
546-4				n d u
547-4				ʃ ɛ f a
847-4				n ɛ h d ɛ g i
95-4				b ɛ ɗ i
105-4				b ɪ n ɪ n
510-4				b o ʃ a
951-4				m b ə m a r e
1116-4				m b ə m a
149-4				ɓ u z ʔ i
376-4				ɓ a l i
815-4				g o r a
453-4				ɗ u ɲ e
67-4				ɗ aː ʃ e
47-4				ɗ o k o l θ n
869-4				ɗ uː θ a
57-4				k aː g u
303-4				g a s ʔ i a
443-4				g e r a
884-4				g u n d i
166-4				g u n d i
918-4				a b ɛ r e
831-4				h aː ʃ e
616-4				b iː e
84-4				h o ʃ ɛ l e
346-4				h u h u l u
601-4				z i g i
177-4				k ʔ a f a
341-4				k ʔ o l a
1066-4				f ɪ n s i ŋ a
318-4				f w ʃ ʃ
241-4				m aː ʃ o ʃ
556-4				h a n d u ŋ u
191-4				ɓ ɪ m b ɪ l
458-4				a s ʔ i s ʔ i
1-4				h a n dʒ i r
751-4				r o
864-4				a ŋ o n ɪ
154-4				a m m h z i
278-4				m m l l o
766-4				ʃ uː r a
251-4				a g uː r u
582-4				o ʔ u ŋ
6-4				a l i
1106-4				n g o
473-4				ɲ n n e
1111-4				h a l u
957-4				m a r e
41-4				b i
