COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
95-3			t i k i							
106-3			tʃ i i k i							
119-3			tʃ k tʃ i							
128-3			t k e							
147-3			tʃ e m i tʃ							
231-3			p i i i							
232-3			w i tʃ							
239-3			m i m i k i							
266-3			tʃ tʃ i m							
3-3			i i k k e							
4-3			w i tʃ i tʃ							
55-3			k t i m							
109-3			k p i k i							
121-3			k i p i k k k i							
149-3			tʃ e k							
160-3			k i k i k							
207-3			m i							
112-3			tʃ a i i k i							
125-3			k i tʃ i m i a i							
134-3			k i p i tʃ i							
135-3			tʃ e k e p a							
139-3			a a k a e							
57-3			tʃ k a w a							
71-3			a m e							
131-3			tʃ i k a tʃ a m e							
146-3			k k k m a							
227-3			a a p i i tʃ							
52-4				t t t						
56-4				u m						
96-4				a t a t						
99-4				a a i k n						
114-4				t o k i						
115-4				u a i i						
133-4				t i p a a a i						
144-4				a a a w a i i						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ						
1-4				w a t a						
2-4				w m m						
65-4				i w i						
74-4				p a n a						
93-4				t a p a r i tʃ i						
95-4				w i k i						
106-4				t u n i t						
119-4				i i t t i i						
128-4				t o k i i						
147-4				t i m i t i						
231-4				p a n a w o						
232-4				p i i i						
239-4				n a m a k a n						
266-4				i t i m						
3-4				w i a i k o						
4-4				w a t i						
51-4				i w i						
97-4				m a p a m						
109-4				u p i j i						
121-4				k a p i r a k i						
149-4				t o k						
160-4				k i r i k						
163-4				u p i n						
167-4				p a						
207-4				m i						
259-4				t o w a						
66-4				k a a a k a w						
116-4				t o p a k a tʃ i						
134-4				n i p a t						
135-4				t i m i t						
139-4				m o n i i i						
142-4				p p t a m a						
145-4				k a t a t i tʃ i						
148-4				t a a a a a n i						
162-4				i n i n						
166-4				i m i						
179-4				t a						
201-4				p u						
21-4				t a w a						
24-4				w a k i k a						
45-4				r a i n i m n						
50-4				i n a						
57-4				t o k a w a n						
71-4				o m i						
84-4				p i w a n						
91-4				m o k o n						
131-4				t o k a t i m i						
146-4				u k i m t i						
151-4				k i w						
154-4				w u						
192-4				t u t						
205-4				i p a n						
227-4				w a p i a t						
235-4				tʃ o w i						
237-4				n a m a j i						
246-4				i w i						
250-4				m o r o t o p						
251-4				w a n a						
52-5					t t e					
56-5					r m e					
96-5					a t a i i					
99-5					a t i k e					
114-5					t o k i					
115-5					r t i i					
133-5					t i p a r a					
144-5					a t a w a i i					
150-5					k a w					
234-5					k o m					
236-5					p i k e n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					i t m					
65-5					i w i					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t i n i i					
119-5					j t t i i i					
128-5					k o k i					
147-5					t i m i t i					
239-5					m a m a k a n					
266-5					e t i m					
3-5					a i r i k a					
4-5					w a t i					
51-5					i w e					
55-5					i f a m					
97-5					m a p i m a					
109-5					r p e j i					
149-5					t o k					
160-5					k i r i k					
163-5					r p e n					
167-5					p a					
207-5					m i					
259-5					t o w a					
66-5					k a r a k a w					
112-5					t a r i j i s i					
116-5					t o p a k a i					
134-5					m i p a t					
135-5					t i m i j e					
139-5					m e k i r i i					
142-5					p a t a m a					
145-5					k a t a t i					
148-5					t a w a r a n					
162-5					i i i n					
166-5					i m i					
179-5					t a					
201-5					p e					
21-5					t a i a					
45-5					k a i a i					
50-5					i n a					
71-5					e m i					
84-5					p i w a n					
91-5					m o k o n					
146-5					k i m m t i					
151-5					k i w					
154-5					w e					
192-5					t i t					
197-5					t e r i m					
205-5					i p a n					
235-5					s o w i					
237-5					m i m a j i					
250-5					m o p e t o k					
251-5					w a n a					
52-6						t t t i				
56-6						k m i i				
96-6						a t a i				
99-6						a t i k i				
114-6						t u k i				
115-6						k t i				
133-6						t i p a a a tʃ				
144-6						a t a i t i				
150-6						k a w				
234-6						k u m				
236-6						p i k k a				
241-6						a w i a i				
249-6						i tʃ i				
1-6						w a t a				
2-6						i k m				
65-6						i w i				
74-6						p a a a i				
93-6						t a p a a i				
95-6						w i k i				
106-6						t k a i k i				
119-6						tʃ a t t i i				
128-6						t u k i				
147-6						t i m i t				
231-6						p a a a w				
232-6						t i i i				
239-6						a a m a k a a				
266-6						i t i m i				
3-6						t a a i k i				
4-6						w a t i a				
55-6						k t a m				
97-6						m a t u m a				
109-6						k a i k i				
160-6						k i a i k				
207-6						m i				
112-6						t a a i k i k i				
116-6						t u p a k a				
125-6						k a t i m a t i				
134-6						a i a a t i				
135-6						k i m i tʃ				
139-6						m a k u a i i				
201-6						p i i				
21-6						k a i i				
24-6						t a k i k a				
57-6						t u k a w a a				
131-6						t u k a t i m tʃ				
227-6						m a a i i t				
52-7							t t a i			
56-7							k m e			
96-7							a a a i			
99-7							a r i k u n			
114-7							t u k i i			
115-7							r a i i i			
133-7							t i p a i a i			
144-7							a a a a a i			
150-7							k a a			
234-7							k o m			
236-7							p i k i n			
241-7							a w i n			
249-7							i s u			
1-7							a a t a			
2-7							a m m			
65-7							i w i			
74-7							p a n a			
93-7							t o p a r i i			
95-7							a i k i			
106-7							t i n i m i			
119-7							i r t t i i			
128-7							h o k i i			
147-7							t i m i t i			
231-7							p a n a a			
232-7							a i r i			
266-7							w a i m i			
3-7							a o a i a a			
4-7							w a r i			
51-7							w a u			
55-7							i h a m			
97-7							m a a i m i			
109-7							i p i r i			
121-7							k a p i h a k a i			
149-7							t o k			
160-7							k i r i k			
163-7							k a u n			
167-7							p a			
207-7							m i			
259-7							t o a a			
66-7							k a r o k a u			
125-7							k a t i m t t i			
135-7							t i m i m			
142-7							a a a a m i			
145-7							k a a a t i i			
148-7							t a a a r i			
162-7							i i i i			
166-7							i m i			
179-7							t a			
201-7							p u			
21-7							t a r i			
24-7							t a k i k a			
50-7							i n a			
57-7							t o k a a a n			
71-7							u m i			
84-7							p i a e n			
131-7							t o k e a a k i			
146-7							k i m m t a i			
151-7							k i a			
197-7							t i m i n			
205-7							i a a n			
227-7							m a p i i t			
237-7							n i m e h i			
246-7							i a i			
250-7							m o r e t i k			
251-7							a a n a			
52-8								t t e		
56-8								i m e		
96-8								a t a m		
99-8								a t i k		
114-8								t u k		
115-8								i t		
133-8								t i a a a a		
144-8								a t a i a		
150-8								k a i		
234-8								k u m		
236-8								a i k i m		
241-8								a i i m		
249-8								i s e		
1-8								i a t a		
2-8								i s m		
65-8								i i		
74-8								a a m a		
93-8								t a a a r		
95-8								i i k		
119-8								i t t t		
231-8								a a m a v u		
232-8								s a m		
239-8								m a m a k a m		
3-8								i a a k k e		
4-8								i a t i		
51-8								i i e		
55-8								i t a m		
109-8								i a v j		
121-8								k a a a j a k a		
149-8								t u k		
163-8								i a e m		
167-8								a a		
259-8								t u v a		
66-8								k a a a k a v		
112-8								t a a a m i a		
116-8								t u a a k a		
125-8								k a t m a i		
145-8								k a t a t		
45-8								k o m a a		
91-8								m u k u m		
235-8								s o v		
246-8								i i i		
250-8								m o a t e m		
52-9									t t a	
56-9									i m e	
96-9									a t a	
99-9									a t i k a	
114-9									t o k i	
115-9									i t i	
133-9									t i p a a a i	
144-9									a t a w a i i	
150-9									k a w	
234-9									k o r	
236-9									p i k i n	
241-9									a w i n	
249-9									i t e	
1-9									w a t a	
2-9									w i m	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i	
95-9									w i k	
106-9									t i n i i	
119-9									i a t i i i	
128-9									t o k i	
147-9									t i k i t	
231-9									p a n a w o	
232-9									p i j i	
239-9									n a r a k a n	
266-9									i t i a	
3-9									w o r i k o	
4-9									w a t i i	
51-9									i w	
55-9									i t a m	
97-9									r a p i i a	
109-9									i p w i i	
121-9									k a p i j r k i	
149-9									t o k	
160-9									k i r i k	
163-9									i p e n	
167-9									p a	
207-9									m i	
259-9									t o w a	
66-9									k a r a k a w	
112-9									t a a i r t a	
116-9									t o p a k a	
125-9									k a t i a a e i	
134-9									i i p a t	
135-9									t i k i a	
142-9									p a t a a a	
145-9									k a t a t i	
148-9									t a w a r a	
162-9									i j i n	
166-9									i m i	
179-9									t a	
201-9									p w	
21-9									t a i a	
24-9									t a k a r a	
45-9									o t i j a m	
50-9									i n a	
57-9									t o k a w a n	
71-9									a r i	
91-9									m o k o n	
151-9									k i w	
154-9									w w	
192-9									t i t	
197-9									t i t m m	
205-9									i p a n	
227-9									r a p w i t	
235-9									ʃ o w i	
237-9									n a m a j i	
246-9									i w i	
251-9									w a n a	
52-10										t t t
56-10										k m e
96-10										a t a
99-10										a t i k
114-10										t o k i
115-10										k t i
133-10										t i p a a i
144-10										a t a w a i
150-10										k a w
234-10										k o m
236-10										p i k e n
241-10										a w i n
249-10										i tʃ e
1-10										w a t a
2-10										i t m
65-10										i w i
74-10										p a n a
93-10										t o p a r i
95-10										w i k i
106-10										t a n i a i
119-10										i r t t i i
128-10										t o k i
147-10										t i m i tʃ
231-10										p a n a w
232-10										p i a i
239-10										n a m a k a n
266-10										i t i m
3-10										w o r a k i
4-10										w a t i tʃ
51-10										i w e
55-10										i t a m
97-10										m a h a m a
121-10										k a p a j r k i
149-10										t o k
160-10										k i r i k
163-10										i p e n
167-10										p a
207-10										m i
259-10										t o w a
112-10										t a a a a a i
116-10										t o p a k a tʃ i
125-10										k a t i m a a
134-10										n i p a t
139-10										m i a i r i
142-10										p p t a m
145-10										k a t a t i
148-10										t a w a r
162-10										i j i n
166-10										i m i
179-10										t a
201-10										p e
24-10										w a k a k a
45-10										i t r a r
50-10										i n a
71-10										o m i
84-10										p i w a n
91-10										m o k o n
146-10										i k i m a
151-10										k i w
154-10										w w
192-10										t a t
197-10										t i t i m
205-10										i p a n
235-10										tʃ o w i
237-10										n i m a h i
250-10										m o r o t i k
251-10										w a n a
