COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
541-5					b r j a ŋ											
1687-5					h uː n											
123-5					uː m											
1652-5					dʑ i ŋ											
576-5					ŋ ei̯											
1738-5					ɗ ɨ k											
442-5					h oː m											
368-5					ɗ j a ŋ											
1778-5					b e ʔ											
957-5					n a b											
1704-5					ʔ i ʔ											
304-5					j a m											
1796-5					dʑ a ŋ											
720-5					dʱ h											
287-5					k əː b											
321-5					k əː h											
206-5					ɗ ɔ ʔ											
1950-5					ʔ ɓ											
665-5					oː n n											
703-5					n ɔ ʔ											
1290-5					m ei̯											
1391-5					k e ʔ											
269-5					k e t											
855-5					dʑ a n											
2078-5					s ei̯											
2213-5					m ei̯											
1858-5					s a											
1151-5					k j a n											
737-5					b ə dʱ											
1859-6						ŋ iː										
175-6						k a										
241-6						ʔ uː ʔ										
2163-6						k uː n										
2181-6						n a m										
2060-6						ʔ ɨː m										
410-6						ɗ iː										
1841-6						m m̥										
2017-6						h ei̯										
1004-6						m										
614-6						b o h										
686-6						b l ei̯										
88-6						k a ʔ										
872-6						n ɨː ŋ										
1891-6						ɗ m										
68-6						s i m										
631-6						b a n										
594-6						k m										
1759-6						h a ɲ										
805-6						k i ŋ										
756-6						h ɨː k										
1201-6						m oː ʔ										
2042-6						ʔ a										
1968-6						ɗ a ʔ										
2000-6						m m ŋ										
17-6						ɓ e ʔ										
4-6						əː m										
788-6						ɗ iː										
1219-6						h i m										
141-6						ʔ m ŋ										
541-6						b r j a ŋ										
1687-6						h uː n										
123-6						m m										
1652-6						dʑ i ŋ										
576-6						ŋ a										
1738-6						ɗ a k										
442-6						h oː m										
368-6						ɗ j a ŋ										
1778-6						b e ʔ										
957-6						n a b										
1704-6						ʔ i ʔ										
304-6						j a m										
1796-6						dʑ a ŋ										
720-6						d h										
287-6						k əː b p										
321-6						k əː h										
206-6						ɗ o ʔ										
1950-6						ʔ ɓ										
665-6						oː n										
703-6						n o ʔ										
1290-6						m iː										
1391-6						k e t										
269-6						k e t										
855-6						dʑ a n										
2078-6						s a										
2213-6						m iː										
1858-6						s a										
1151-6						k j a n										
737-6						b r l̥										
1859-7							ŋ ai̯									
175-7							k a									
241-7							ʔ uː ʔ									
2163-7							t uː n									
2181-7							n a m									
2060-7							ʔ ə m									
410-7							t aːi̯									
1841-7							m aːu̯									
2017-7							h ɔːi̯									
1004-7							tɕʰ a									
614-7							b o h									
686-7							p l ɔː									
88-7							k ai̯ k									
872-7							n ɨ ŋ									
1891-7							t a									
68-7							s iː m									
631-7							p ə n									
594-7							k a									
1759-7							h a n									
805-7							k iː n									
756-7							h ɨ k									
1201-7							m au̯ ʔ									
2042-7							ʔ a									
1968-7							t a ʔ									
2000-7							m v ŋ									
17-7							v ai̯ ʔ									
4-7							ɔː m									
788-7							t ai̯									
1219-7							iː m									
141-7							ʔ v ŋ									
541-7							p j a ŋ									
1687-7							h uː n									
123-7							v m									
1652-7							dʑ iː n									
576-7							ŋ ɔː									
1738-7							t a k									
442-7							h ɔː m									
368-7							t j a ŋ									
1778-7							b ai̯ ʔ									
957-7							n a b									
1704-7							ʔ iː ʔ									
304-7							j a m									
1796-7							dʑ ɔ ŋ									
720-7							d ai̯ h									
287-7							k a b									
321-7							k o h									
206-7							t o k									
1950-7							ʔ b									
665-7							o n									
703-7							n o k									
1290-7							m aːi̯									
1391-7							k ai̯ d									
269-7							k ɔː d									
855-7							dʑ a n									
2078-7							s ɔː									
2213-7							m ai̯									
1858-7							s a									
1151-7							k j a n									
737-7							b d									
1859-8								ŋ ai̯								
175-8								g a								
241-8								ʔ uː ʔ								
2163-8								kʰ uː n								
2181-8								n a m								
2060-8								ʔ ɔː m								
410-8								ɗ aːi̯								
1841-8								m j̊								
2017-8								h eː								
1004-8								j̊ j								
614-8								b o h								
686-8								b l eː								
88-8								g a k								
872-8								n ɨː ŋ								
1891-8								ɗ j								
68-8								s iː m								
631-8								b a n								
594-8								g j								
1759-8								h a ŋ								
805-8								g i ŋ								
756-8								h ɨː k								
1201-8								m ɔː ʔ								
2042-8								ʔ a								
1968-8								ɗ a ʔ								
2000-8								m j ŋ								
17-8								v a ʔ								
4-8								əɯ̯ m								
788-8								ɗ ai̯								
1219-8								h iː m								
141-8								ʔ j ŋ								
541-8								b r j a ŋ								
1687-8								h uː n								
123-8								j m								
1652-8								tɕ a ŋ								
576-8								ŋ a								
1738-8								ɗ a k								
442-8								h ɔː m								
368-8								ɗ j a ŋ								
1778-8								b a ʔ								
957-8								n a b								
1704-8								ʔ a ʔ								
304-8								j a m								
1796-8								tɕ a ŋ								
720-8								t h								
287-8								k a b								
321-8								g o h								
206-8								ɗ o k								
1950-8								ʔ i								
665-8								ɔː n n								
703-8								n o ʔ								
1290-8								m aːi̯								
1391-8								g a ʔ								
269-8								g a ʔ								
855-8								tɕ a n								
2078-8								s eː								
2213-8								m ai̯								
1858-8								s a								
1151-8								g j a n								
737-8								b r t								
1859-9									ŋ iːu̯							
175-9									k a							
241-9									ʔ u ʔ							
2163-9									kʰ b n							
2181-9									n a m							
2060-9									ʔ oː m							
410-9									ɗ aːi̯							
1841-9									m j̊							
2017-9									h iː							
1004-9									j̊ j							
614-9									b o h							
686-9									b l iː							
88-9									g a k							
872-9									n ɨː ŋ							
1891-9									ɗ j							
68-9									s iː m							
631-9									b ə n							
594-9									k j							
1759-9									h a n							
805-9									k iː n							
756-9									h ɨː k							
1201-9									m ɔː ʔ							
2042-9									ʔ a							
1968-9									ɗ a ʔ							
2000-9									m j ŋ							
17-9									v a d							
4-9									əɯ̯ m							
788-9									ɗ iːu̯							
1219-9									h iː m							
141-9									ʔ j ŋ							
541-9									b r j a ŋ							
1687-9									h u n							
123-9									j m							
1652-9									tɕ iː n							
576-9									ŋ a							
1738-9									ɗ a k							
442-9									h ɔː m							
368-9									ɗ j a ŋ							
1778-9									b a d							
957-9									n a b							
1704-9									ʔ iː ʔ							
304-9									j a m							
1796-9									tɕ a ŋ							
720-9									d h							
287-9									k ə b							
321-9									k o h							
206-9									ɗ o k							
1950-9									ʔ ɨː							
665-9									oː n n							
703-9									n o k							
1290-9									m aːi̯							
1391-9									k a ʔ							
269-9									k a t							
855-9									tɕ a n							
2078-9									s iː							
2213-9									m iːu̯							
1858-9									s a							
1151-9									k j a n							
737-9									b j d							
1859-10										ŋ iː						
175-10										g a						
241-10										ʔ u ʔ						
2163-10										kʰ u a						
2181-10										a a m						
2060-10										ʔ ɨː m						
410-10										ɗ tɕ						
1841-10										m tɕʰ						
2017-10										h e						
1004-10										tɕʰ u						
614-10										b ɔː h						
686-10										b l e						
88-10										g a ʔ						
872-10										a ɨː ŋ						
1891-10										ɗ u						
68-10										s iː m						
631-10										b a n						
594-10										k u						
1759-10										h i ŋ						
805-10										k i ŋ						
756-10										h ɨː ʔ						
1201-10										m a ʔ						
2042-10										ʔ a						
1968-10										ɗ a ʔ						
2000-10										m u ŋ						
17-10										b ɛ ʔ						
4-10										əɯ̯ m						
788-10										ɗ iː						
1219-10										h iː m						
141-10										ʔ u ŋ						
541-10										b r j a ŋ						
1687-10										h u a						
123-10										u m						
1652-10										dʑ iː ŋ						
576-10										ŋ a						
1738-10										ɗ a g						
442-10										h ɔː m						
368-10										ɗ j a ŋ						
1778-10										ɓ ɛ ʔ						
957-10										a a b						
1704-10										ʔ iː ʔ						
304-10										j a m						
1796-10										dʑ a ŋ						
720-10										d h						
287-10										g a ɓ						
321-10										k ə h						
206-10										ɗ ɔː ʔ						
1950-10										ʔ ɓ						
665-10										ɔː a n						
703-10										a ɔː ʔ						
1290-10										m iː						
1391-10										g ɛ ʔ						
269-10										k a						
855-10										dʑ a a						
2078-10										s e						
2213-10										m iː						
1858-10										s a						
1151-10										k j a n						
737-10										ɓ r d						
1859-11											ŋ ai̯					
175-11											k a					
241-11											ʔ uː ʔ					
2163-11											t uː n					
2181-11											n a m̥					
2060-11											ʔ iː m̥					
410-11											t aːi̯					
1841-11											m̥ aːu̯					
2017-11											h ɔi̯					
1004-11											tɕʰ ə					
614-11											b o h					
686-11											p l ɔi̯					
88-11											k ai̯ k					
872-11											n ɨ ŋ					
1891-11											t ə					
68-11											s i m̥					
631-11											p ə n					
594-11											k ə					
1759-11											h a n					
805-11											k i n					
756-11											h ɨ k					
1201-11											m̥ au̯ ʔ					
2042-11											ʔ a					
1968-11											t a ʔ					
2000-11											m̥ m̥ ŋ					
17-11											v ai̯ k					
4-11											eu̯ m̥					
788-11											t ai̯					
1219-11											i m̥					
141-11											ʔ m̥ ŋ					
541-11											p r ə h ŋ					
1687-11											h uː n					
123-11											m̥ m̥					
1652-11											dʑ i n					
576-11											ŋ ɔː					
1738-11											t a k					
442-11											h ɔː m̥					
368-11											t ə h ŋ					
1778-11											b ai̯ k					
957-11											n ɔ b					
1704-11											ʔ i ʔ					
304-11											ə ɔ m̥					
1796-11											dʑ ɔ ŋ					
720-11											d ai̯ h					
287-11											k ə b					
321-11											k o					
206-11											t o k					
1950-11											ʔ b					
665-11											o n					
703-11											n o k					
1290-11											m̥ aːi̯					
1391-11											k ai̯ d					
269-11											k ɔ d					
855-11											dʑ ɔ n					
2078-11											s ɔi̯					
2213-11											m̥ ai̯					
1858-11											s a					
1151-11											k ə h n					
737-11											b ə a					
1859-12												ŋ ɛ				
175-12												g a				
241-12												ʔ u ʔ				
2163-12												kʰ u n				
2181-12												n a m				
2060-12												ʔ i m				
410-12												d ai̯				
1841-12												m j̊				
2017-12												h i				
1004-12												j̊ m				
614-12												b o h				
686-12												b l i				
88-12												k ɔ ʔ				
872-12												n ɨ ŋ				
1891-12												d m				
68-12												s i m				
631-12												b a n				
594-12												g m				
1759-12												h a ɲ				
805-12												g i ɲ				
756-12												h ɨ ʔ				
1201-12												m o ʔ				
2042-12												ʔ a				
1968-12												d a ʔ				
2000-12												m m ŋ				
17-12												v ă ʔ				
4-12												ə m				
788-12												d ɛ				
1219-12												h i m				
141-12												ʔ m ŋ				
541-12												b r j a ŋ				
1687-12												h u n				
123-12												m m				
1652-12												c i ɲ				
576-12												ŋ ɔ				
1738-12												d a g				
442-12												h o m				
368-12												d j a ŋ				
1778-12												p ă ʔ				
957-12												n a p				
1704-12												ʔ i ʔ				
304-12												j ɔ m				
1796-12												c ɔ ŋ				
720-12												t ɛ h				
287-12												g a p				
321-12												g o h				
206-12												d o ʔ				
1950-12												ʔ ə				
665-12												o n				
703-12												n o ʔ				
1290-12												m ai̯				
1391-12												k ɔ				
269-12												g ɔ				
855-12												c ɔ n				
2078-12												s i				
2213-12												m ɛ				
1858-12												s a				
1151-12												g j a n				
737-12												p r				
1859-13													k ɛ			
175-13													g a			
241-13													ʔ u ʔ			
2163-13													kʰ u n			
2181-13													n a m			
2060-13													ʔ w m			
410-13													d ai̯			
1841-13													m j̊			
2017-13													h ɔ			
1004-13													j̊ m			
614-13													b ou̯ h			
686-13													b l i			
88-13													k ɔ ʔ			
872-13													n ɨ k			
1891-13													d m			
68-13													s i m			
631-13													b a n			
594-13													g m			
1759-13													h a n			
805-13													g ɨ n			
756-13													h ɨ ʔ			
1201-13													m o ʔ			
2042-13													ʔ a			
1968-13													d a ʔ			
2000-13													m m k			
17-13													v ă ʔ			
4-13													ə m			
788-13													d ɛ			
1219-13													h i m			
141-13													ʔ m k			
541-13													b r j a			
1687-13													h u n			
123-13													m m			
1652-13													c ɨ n			
576-13													k ɔ			
1738-13													d a g			
442-13													h o m			
368-13													d j a			
1778-13													p ă ʔ			
957-13													n a p			
1704-13													ʔ i ʔ			
304-13													j ɔ m			
1796-13													c ɔ k			
720-13													t ă h			
287-13													g a p			
321-13													g o h			
206-13													d ou̯ ʔ			
1950-13													ʔ ə			
665-13													o n			
703-13													n ou̯ ʔ			
1290-13													m ai̯			
1391-13													k ɔ ʔ			
269-13													g ɔ ʔ			
855-13													c a n			
2078-13													s ɨ			
2213-13													m ɛ			
1858-13													s a			
1151-13													g j a n			
737-13													p r t			
1859-14														ŋ ai̯		
175-14														g a		
241-14														ʔ uː t		
2163-14														kʰ uː n		
2181-14														n a m		
2060-14														ʔ ɔː m		
410-14														ɗ aːi̯		
1841-14														m j̊		
2017-14														h eː		
1004-14														j̊ ɔ		
614-14														b o h		
686-14														b l eː		
88-14														g ɔ k		
872-14														n ɨː ŋ		
1891-14														ɗ ɔ		
68-14														s iː m		
631-14														b a n		
594-14														g ɔ		
1759-14														h a ɲ		
805-14														g ɔː ŋ		
756-14														h ɨː k		
1201-14														m ɔː ʔ		
2042-14														ʔ a		
1968-14														ɗ a ʔ		
2000-14														j j ŋ		
17-14														v a k		
4-14														əɯ̯ m		
788-14														ɗ ai̯		
1219-14														h iː m		
141-14														ʔ j ŋ		
541-14														b r j a ŋ		
1687-14														h uː n		
123-14														j m		
1652-14														tɕ iː ŋ		
576-14														ŋ ɔ		
1738-14														ɗ a k		
442-14														h ɔː m		
368-14														ɗ j a ŋ		
1778-14														b k		
957-14														n a b		
1704-14														ʔ iː ʔ		
304-14														j a m		
1796-14														tɕ a ŋ		
720-14														t h		
287-14														k ə b		
321-14														g o h		
206-14														ɗ o k		
1950-14														ʔ ɔː		
665-14														o n		
703-14														n o k		
1290-14														m aːi̯		
1391-14														g ɔ t		
269-14														g a t		
855-14														tɕ a n		
2078-14														s eː		
2213-14														m ai̯		
1858-14														s a		
1151-14														g j a n		
737-14														b r d		
1859-15															ŋ ɛː	
175-15															g a	
241-15															ʔ ui̯ ʔ	
2163-15															kʰ ui̯ n	
2181-15															n a m	
2060-15															ʔ a m	
410-15															d aːi̯	
1841-15															m j	
2017-15															h ɔː	
1004-15															j m	
614-15															b a h	
686-15															b l ɔː	
88-15															g ɔ j̊	
872-15															n ɨː ŋ	
1891-15															d m	
68-15															s ɨi̯ m	
631-15															b a n	
594-15															g m	
1759-15															h a ɲ	
805-15															g a ɲ	
756-15															h ɨː j̊	
1201-15															m ou̯ ʔ	
2042-15															ʔ a	
1968-15															d a ʔ	
2000-15															m m ŋ	
17-15															v a ʔ	
4-15															əɯ̯ m	
788-15															d ɛː	
1219-15															h ɨi̯ m	
141-15															ʔ m ŋ	
541-15															b r j a ŋ	
1687-15															h ui̯ n	
123-15															m m	
1652-15															tɕ ɨi̯ ɲ	
576-15															ŋ ɔː	
1738-15															d a j̊	
442-15															h oː m	
368-15															d j a ŋ	
1778-15															p a ʔ	
957-15															n a p	
1704-15															ʔ ɨi̯ ʔ	
304-15															j a m	
1796-15															tɕ ɔ ŋ	
720-15															t h	
287-15															g a p	
321-15															g o h	
206-15															d a j̊	
1950-15															ʔ ɨː	
665-15															ou̯ n	
703-15															n ou̯ j̊	
1290-15															m aːi̯	
1391-15															g a ʔ	
269-15															g a ʔ	
855-15															tɕ a n	
2078-15															s a	
2213-15															m ɛː	
1858-15															s a	
1151-15															g j a n	
737-15															p r c	
1859-16																ŋ ɛː
175-16																g a
241-16																ʔ uː ʔ
2163-16																t uː n
2181-16																n a m
2060-16																ʔ ɨ m
410-16																d aːi̯
1841-16																m j̊
2017-16																h ei̯
1004-16																j̊ a
614-16																b au̯ h
686-16																b l ei̯
88-16																g ɔ ʔ
872-16																n ɨː ŋ
1891-16																d a
68-16																s iː m
631-16																b a n
594-16																g a
1759-16																h ɛ ɲ
805-16																g iː n
756-16																h ɨː ʔ
1201-16																m ou̯ ʔ
2042-16																ʔ a
1968-16																d a ʔ
2000-16																m m ŋ
17-16																v ɛ ʔ
4-16																əɯ̯ m
788-16																d ɛː
1219-16																h iː m
141-16																ʔ m ŋ
541-16																b r j a ŋ
1687-16																h uː n
123-16																m m
1652-16																tɕ iː n
576-16																ŋ ɔ
1738-16																d a g
442-16																h oː m
368-16																d j a ŋ
1778-16																p ɛ ʔ
957-16																n a p
1704-16																ʔ iː ʔ
304-16																j ɔ m
1796-16																tɕ ɔ ŋ
720-16																t ɛ h
287-16																g a p
321-16																g o h
206-16																d au̯ ʔ
1950-16																ʔ ɨː
665-16																oː n
703-16																n au̯ ʔ
1290-16																m aːi̯
1391-16																g ɛ t
269-16																g ɛ t
855-16																tɕ a n
2078-16																s ei̯
2213-16																m ɛː
1858-16																s a
1151-16																g j a n
737-16																p r c
