COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
180-7							m e n t		
186-7							k a x +		
190-7							o l		
194-7							m e		
220-7							o n		
231-7							t t e		
240-7							o o tʃ o		
283-7							t e		
293-7							o n		
314-7							k e l		
315-7							o m i		
322-7							t e w e l n		
323-7							t e		
17-7							o m i		
22-7							t l t e m		
30-7							t l ts		
159-7							t e m i		
251-7							m o n k e ts l		
296-7							n e n tʃ o		
320-7							i t		
326-7							k		
1-8								n o tʃ ɨ +	
2-8								k w + tɬ n	
8-8								w eː j	
16-8								j s + tɬ ɨ	
24-8								ɨ s + ɨ +	
32-8								m ɨ + ɨ	
51-8								oː a + ɨ	
52-8								w a k + k ɨ +	
53-8								n a k a s +	
54-8								tɬ a l + ɨ	
55-8								k w a	
60-8								i x + ɨ l o l	
83-8								tɬ ɨ + tɬ	
87-8								w a tɬ n ɨ	
92-8								m a k a	
103-8								m aː	
106-8								k a + ɨ +	
138-8								n e k	
139-8								m ɨ + + t ɨ ɨ	
142-8								m a t ɨ +	
145-8								m w + t eː + a	
176-8								tɬ k a + tɬ	
179-8								n a k a + tɬ	
180-8								m eː n + tɬ ɨ	
186-8								k ɨ tʃ +	
190-8								j a + k tɬ	
194-8								s eː	
220-8								j a + tɬ ɨ	
231-8								ɨ a +	
240-8								k o tʃ ɨ	
283-8								t ɨ + tɬ	
293-8								ɨ n + ɨ +	
314-8								k w a w + +	
315-8								j m eː	
322-8								t ɨ w w a n	
323-8								tɬ eː a	
9-8								t t + tɬ	
17-8								j m ɨ + tɬ	
22-8								tɬ a t ɨ +	
30-8								w iː ts +	
88-8								ɨ ɨ ɨ	
158-8								w eː j a + k	
159-8								t ɨ m ɨ +	
177-8								m i a + k	
184-8								t k	
187-8								j a n k w ɨ + + k	
227-8								x a l + l ɨ	
235-8								m o + tɬ a l ɨ ɨ	
249-8								p k + tɬ ɨ	
251-8								m o + k e p a	
289-8								k w ɨ a p iː l +	
294-8								t ɨ k w	
296-8								n eː n e p iː l +	
313-8								tɬ a n + tɬ ɨ	
316-8								n e k + n e m ɨ	
318-8								t n ɨ + k	
320-8								+ tɬ	
324-8								ɨ s ɨ + k	
326-8								k k	
1-9									ts o tʃ iː
2-9									n e x + tɬ iː e
8-9									w e e iː
16-9									j s + tɬ iː
24-9									iː s t iː
32-9									m iː k iː
51-9									o n + iː
52-9									w a k + tɬ iː
53-9									n a k a s t +
54-9									tɬ a l iː iː
55-9									k w a
60-9									i x + t
83-9									tɬ i + + tɬ
87-9									ts a tɬ a n iː
92-9									m e k a
103-9									m e + e
106-9									k a k iː
138-9									n e e w
139-9									m iː k + t iː
142-9									m a t iː
145-9									m o + t e k a
176-9									tɬ a k a + tɬ
179-9									n a k a + tɬ
180-9									m e ts + tɬ iː
186-9									k e tʃ + +
190-9									j e k a + +
194-9									s e e
220-9									o iː + tɬ iː
231-9									iː t a
240-9									k o tʃ iː
283-9									t e + + tɬ
293-9									iː n + iː
314-9									k w a iː + +
315-9									m m e
322-9									t e e w a e +
323-9									tɬ e
9-9									t u t iː + tɬ
22-9									tɬ a t iː
30-9									x i ts
88-9									iː iː iː
158-9									w a e e k
159-9									tɬ t iː m iː +
177-9									m iː a k
184-9									t iː k a + e
187-9									j a n k w iː + k
227-9									x a l iː iː
235-9									m o + tɬ a l iː a
249-9									ts iː k + tɬ iː
251-9									m o + k e ts a
289-9									k w iː tɬ a p iː l
294-9									t e e w a
296-9									n e n e p iː l
313-9									tɬ a n + tɬ
316-9									n e l o n e m iː
318-9									t o t n iː k
320-9									m + + tɬ
324-9									iː s t a k
326-9									m k
