COGID	Albanian	English	French	German	Latin
560-5					k p u a
438-5					o r u u
1222-5					a oː u
353-5					p a oː u u a
201-5					p kʷ a m u a
20-5					k a t u r
503-5					p a l e t e r
957-5					a n u
728-5					l a
244-5					n oː m u kʷ
289-5					n u iː a kʷ
911-5					a a r u s iː n a
724-5					t r a a
145-5					p a
992-5					k iː
1181-5					k l i o e n a kʷ
706-5					o u u
106-5					p e k u r
741-5					p a o kʷ
421-5					k k o u r
227-5					p u aː u
920-5					k o r a u u
1083-5					k u r n a
1066-5					u u a
1125-5					g u k u
1197-5					m u k u r
473-5					k u u u l a
284-5					k a u u
661-5					u a u
701-5					r u u
315-5					r u u d o
1169-5					k u l a a
982-5					u k iː o
987-5					k k u u
1055-5					k u t u a l a u
1130-5					k uː u u
433-5					k u k u u
585-5					t r o
625-5					l i n o u
1186-5					d i n u
814-5					n r kʷ e kʷ
416-5					u w a u
1233-5					w i n u u
884-5					w u r u
916-5					oː
1016-5					a p iː m a a
952-5					a a
78-5					k k u u
1079-5					a i
116-5					u u
188-5					k u u u
745-5					k u k u u
47-5					p p o m a n a
111-5					l a a
1061-5					m a a t a a
630-5					u n k u u u
1155-5					k u u u
24-5					k u u u
232-5					k u u
343-5					w oː kʷ
460-5					k u r iː
945-5					k u u u u
644-5					k u o
683-5					i n a aː
650-5					s e a
612-5					f m o aː
1041-5					k k u u u
871-5					d r a a
492-5					k u u
1209-5					w o m iː a
667-5					l a a aː
499-5					n i
1029-5					i
272-5					s i n d r
