COGID	Albanian	English	French	German	Latin
625-4				s ə ŋ	
1186-4				s iː.r d	
814-4				t t t t t t	
416-4				v s	
1233-4				v i n t	
884-4				v ə r	
78-4				l a	
514-4				a ə r eː n eː	
116-4				eː s	
188-4				f r	
745-4				f e d ə r	
1100-4				f r eː iː.r s	
630-4				t t t t t	
1155-4					
24-4				n s	
232-4				n	
671-4				eː r eː ai s	
460-4					
8-4				t t t t t t	
385-4				ʃ eː	
945-4				z eː t	
1041-4				z s a n t	
492-4				d i n	
527-4				v ʃ t ə r	
14-4				a aː l a	
1-4				a l	
915-4				a n t	
271-4				a a	
711-4				a ai s	
1112-4				a l ə t	
205-4				a r aː z s	
301-4				k l a	
72-4				k a l t	
238-4				t aː.g	
560-5					k k u a
438-5					o r oː u
1222-5					a oː u
353-5					p a u u u a
201-5					p kʷ a l u a
20-5					k u t u r.i
503-5					p a l e t.e.r
957-5					a k u
728-5					l u t.e.r
244-5					k oː k u a
289-5					k a iː.k.e a kʷ
911-5					a a r u a iː.k.e n.a
724-5					t r a a
145-5					d a u
992-5					k iː.k.e
1181-5					k a e n.a kʷ
706-5					o u u
106-5					p e k u r.m.iː
741-5					p a kʷ
421-5					k l.u k u r.m.iː
227-5					p u aː u
920-5					k o r.m.iː a u u
1083-5					k u r.m.iː n.a
1066-5					k u a
1125-5					k u k u
1197-5					m u k u r.m.iː
473-5					k u u u l.a
284-5					k a a u
661-5					u a u
701-5					k u k
315-5					k u u d.e
1169-5					l u l.a a
982-5					u l iː.k.e a
987-5					k k u k
1055-5					k u t k u l.a u
1130-5					l k u u
433-5					l u l.u u u
585-5					o
625-5					l k o u
1186-5					d k u
814-5					w r.i kʷ e kʷ
416-5					k k u u
1233-5					w o u u
884-5					w u r.m.iː u
916-5					oː
1016-5					a p iː.k.e m a a
952-5					a a
78-5					k k u u
1079-5					b o
116-5					u u
188-5					k u u u
745-5					k u k u u
47-5					p p o m a n.a
111-5					l a o
1061-5					m a a t a a
630-5					u n k u u u
1155-5					k u kʷ a
24-5					k u u u
232-5					k u u
343-5					w oː r.i
460-5					k u r iː.k.e
945-5					p u u u u
644-5					k u a
683-5					k a t aː
650-5					s a a a
612-5					f a
1041-5					k k u u u
871-5					d r o a t.e.r
492-5					k u u
1209-5					w o m iː.k.e a
667-5					l a a
499-5					eː.d.i.k.u.l.o
1029-5					w u
272-5					s o d r
278-5					m o w e a
410-5					aː w o s s
1009-5					w o t r
198-5					
479-5					w a a
712-5					m o s
1113-5					s o
605-5					o s
752-5					r e s p iː.k.e r aː
695-5					w a o
73-5					f r w a d.e
164-5					n n n
239-5					w u s
