COGID	dutch	english	french	german
1663-3			ʃ o e	
2279-3			l ə l ɑ̃	
471-3			ʃ o ʀ	
1385-3			ʃ s t	
792-3			ʀ u k	
1111-3			ʃ ɔ t i ʀ	
197-3			ʃ s ʀ e	
2020-3			l a	
867-3			b u n i ʀ t t	
1970-3			p u a	
1230-3			ʀ ʀ t i	
2017-3			n y o	
1469-4				z a n t ə
2047-4				z ʊ n + ə
2054-4				d ʊ n t ə r
1375-4				l ɪ x t t ə n
760-4				v ɪ n t
756-4				ʃ n d
726-4				m ʊ t ə r
1351-4				ɡ r ɪ t d + aː n ə r r
1353-4				ɡ r ai t ʊ m oː t ə r
412-4				ʃ v oː n d ə + t ə r
406-4				ʃ ɔ ə ə r r ʊ t ə r
1005-4				ʃ t iː f t aː n ə r r
1012-4				ʃ t iː f ʊ m oː t ə r
1016-4				v eː t m ə n ə aː
1069-4				au x
509-4				f ɔ l ə n
693-4				m a l l ə z ə
2179-4				n ɛ s t
1753-4				f ɪ pf
1131-4				v ɔ l p
1198-4				b eː r t
2032-4				h oː r n
2241-4				n au s
2244-4				l ɪ f ə n
610-4				k ɪ x ə n
945-4				h aː x t
1534-4				l ɪ k ə n
384-4				z ʊ k ə n
1650-4				n uː t
1663-4				ʃ iː l t
2279-4				l ɪ n ɪ n
471-4				z uː n
1385-4				ʃ uː d ə n
792-4				j ɔ k
1111-4				m a s t
197-4				z au d ə n
2020-4				l a ŋ
867-4				h ʊ n t r r t
1970-4				f ɔ l ə
1230-4				t ɛ r ɔ x k
2017-4				n au v
968-4				v eː r k l
1674-4				l a n t
1671-4				h ʏ f ə l
829-4				k l ɪ f
1025-4				v a ts ə r
1027-4				z iː
1832-4				r au
-1816-4				ʃ ʃ iː ə aː n
-335-4				l aː ɡ uː n ə n
1043-4				ʃ t r oː m
