COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
115-4				i a i						
133-4				t i p a a a						
144-4				a i a w a tʃ						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a t a						
2-4				w a m						
65-4				i w						
74-4				p a n a						
93-4				t u p a r i tʃ						
95-4				w i k i						
106-4				t u n i tʃ						
119-4				a t i i						
128-4				k o k						
147-4				t i m i tʃ						
231-4				p a n a w						
232-4				a i a						
239-4				n a m a k a n						
266-4				i t i m						
3-4				w a a k k a						
4-4				w a t i						
51-4				u w i						
97-4				m a p i m						
109-4				i p i n i tʃ						
121-4				k a p i j a k						
149-4				t o k						
160-4				k i i i k						
163-4				u p i n						
167-4				p a						
207-4				m i						
259-4				t o w a						
66-4				k a a a k a w						
116-4				t u p a k a tʃ i						
134-4				n i p a t						
135-4				k i m i a a						
139-4				m i n i tʃ i						
142-4				a a a a m a						
145-4				k a r a t i tʃ i						
148-4				t a a w a						
162-4				i n i n						
166-4				i m i						
179-4				t a						
201-4				p e						
21-4				k a w a						
24-4				w a k u a n						
52-5					i t e					
56-5					o m e					
96-5					a t a					
99-5					a i i i a n					
114-5					t o k s					
115-5					i e i					
133-5					t i p a r a					
144-5					a i a w a s					
150-5					k a w					
234-5					k o m					
236-5					p i k e n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					i a m m					
65-5					i w					
74-5					p a n a					
93-5					t o p a r i s					
95-5					w i k i					
106-5					t o n i k					
119-5					i a t i i					
128-5					i o k					
147-5					t i m i s					
239-5					n a m a k a n					
266-5					i t i m					
3-5					a a r i k i					
4-5					w a t i					
51-5					o w e					
55-5					i k a m					
97-5					m a r o m					
109-5					i p i a i s					
149-5					t o k					
160-5					k i i i k					
163-5					o p e n					
167-5					p a					
207-5					m i					
259-5					t o w a					
66-5					k a r a k a w					
112-5					t a a i a i s					
116-5					t o p a k a s					
134-5					n i p a t					
135-5					t i m i a a					
139-5					m i i i i i					
142-5					p a t a m a					
145-5					k a t a t i s					
148-5					t a w a a					
162-5					i n i n					
166-5					i m i					
179-5					t a					
201-5					p e					
21-5					k a n					
52-6						i t i				
56-6						u m i				
96-6						a a a				
99-6						a i i i i				
114-6						t u k i				
115-6						i i i				
133-6						t i p a a a				
144-6						a i a w a				
150-6						k a w				
234-6						k u m				
236-6						p i k u k				
241-6						a w i				
249-6						i tʃ i				
1-6						w a tʃ a				
2-6						u a m				
65-6						i w i				
74-6						p a k a				
93-6						t u p a a i				
95-6						w i k i				
106-6						t u k i i				
119-6						i a i i				
128-6						p i k i				
147-6						tʃ i m i tʃ				
231-6						p a k a u i				
232-6						a i i i				
239-6						m a m a k a				
266-6						i i i m				
3-6						a a a i k i				
4-6						w a i i				
55-6						i t a m				
97-6						m a p u m				
109-6						i p i a i				
160-6						k i a i k				
207-6						m i				
112-6						t a a i a i i				
116-6						t u p a k a				
125-6						k a t i m a i				
134-6						i p a t i				
135-6						k i m i				
139-6						a i i u i i				
201-6						p i				
21-6						k a i i				
24-6						a i k a				
52-7							i t e			
56-7							u m e			
96-7							a t a			
99-7							a r i i a			
114-7							t u k i			
115-7							i t i			
133-7							t i p a a			
144-7							a i a w a			
150-7							k a w			
234-7							k u m			
236-7							p i k i n			
241-7							a w i n			
249-7							i ʃ e			
1-7							w a t a			
2-7							i a m			
65-7							i w i			
74-7							p a n a			
93-7							t u p a r i			
95-7							w i k i			
106-7							t i n i i i			
119-7							i a t i			
128-7							i u k			
147-7							t i m i t			
231-7							p a n a w			
232-7							a i i i			
266-7							i t i m			
3-7							a i i i i			
4-7							w a r i			
51-7							u w e			
55-7							i k a m			
97-7							m a a u m			
109-7							i p i i i			
121-7							k a p i a a k			
149-7							t u k			
160-7							k i r i k			
163-7							i p e n			
167-7							p a			
207-7							m i			
259-7							t u w a			
66-7							k a r a k a w			
125-7							k a t i m a i i			
135-7							k i m i			
142-7							a p a a m m			
145-7							k a t a t i			
148-7							t a a a a			
162-7							i n i n			
166-7							i m i			
179-7							t a			
201-7							p e			
21-7							t a i			
24-7							w a k a i a			
52-8								t t a		
56-8								u m a		
96-8								a t a		
99-8								a t i i a		
114-8								t u k		
115-8								u t		
133-8								t i a a a a		
144-8								a a a i a		
150-8								k a w		
234-8								k u m		
236-8								a a k u k		
241-8								a w i		
249-8								i s e		
1-8								w a t a		
2-8								i i m		
65-8								i w		
74-8								a a n a		
93-8								t u a a a i s		
95-8								i i k		
119-8								a t i		
231-8								a a k a w u		
232-8								a a a		
239-8								n a m a k a e		
3-8								i i a k k a		
4-8								w a t i		
51-8								u w i		
55-8								k a m		
109-8								u a i k		
121-8								k a a a j a k		
149-8								t u k		
163-8								u a e		
167-8								a a		
259-8								t u w a		
66-8								k a a a k a w		
112-8								t a a a a i a		
116-8								t u a a k a		
125-8								k a t i m a s		
145-8								k a t a t		
52-9									i t e	
56-9									i m e	
96-9									a t a	
99-9									a r i i a n	
114-9									t o k	
115-9									i r	
133-9									t i p a a a	
144-9									a i a w a	
150-9									k a w	
234-9									k o m	
236-9									p a k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w i m	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i ʃ	
95-9									w i k i	
106-9									t i n a	
119-9									a t i	
128-9									h o k	
147-9									t i m i	
231-9									p a n a w	
232-9									p i i	
239-9									n a m a k a n	
266-9									i a i m	
3-9									w i r i k i	
4-9									w a t i	
51-9									i w i	
55-9									i k a m	
97-9									a a h i n	
109-9									i p i i	
121-9									k a p i j a k	
149-9									t o k	
160-9									k i r i k	
163-9									i p i n	
167-9									p a	
207-9									m i	
259-9									t o w a	
66-9									k a r a k a w	
112-9									t r a i a i a	
116-9									t o p a k a	
125-9									k a t i m a ʃ	
134-9									n a p a t	
135-9									t i m i	
142-9									p a t a m a	
145-9									k a t a t i	
148-9									t a w w a	
162-9									i n i n	
166-9									i m i	
179-9									t a	
201-9									p i	
21-9									k a n	
24-9									w a k i a	
52-10										i t a
56-10										o m a
96-10										a a a
99-10										a t a k a
114-10										t o k
115-10										a i
133-10										t i p a a i
144-10										a a a w a tʃ
150-10										k a w
234-10										k o m
236-10										p a k o n
241-10										a w i n
249-10										i tʃ e
1-10										w a t a
2-10										i a m
65-10										i w
74-10										p a n a
93-10										t o p a r i tʃ
95-10										w i k
106-10										t o n a tʃ
119-10										a i i i tʃ
128-10										h o k
147-10										t i m i tʃ
231-10										p a n a w
232-10										a i i i
239-10										n a m a k a n
266-10										i t i m
3-10										a a a k a a
4-10										w a t i
51-10										o w i
55-10										i k a m
97-10										m a h o m
121-10										k a p i a a k tʃ
149-10										t o k
160-10										k i i i k
163-10										o p a n
167-10										p a
207-10										m i
259-10										t o w a
112-10										t a a a i i i
116-10										t o p a k a tʃ i
125-10										k a t i m a tʃ
134-10										n i p a t
139-10										m i i i i i
142-10										a a a a m a
145-10										k a t a t i tʃ
148-10										tʃ a w w a
162-10										i n i n
166-10										i m i
179-10										t a
201-10										p e
24-10										w a k a a n
