COGID	Beijing	Changsha	Chaozhou	Chengdu	Fuzhou	Guangzhou	Hankou	Jinan	Meixian	Nanchang	Shanghai	Shuangfeng	Suzhou	Taiyuan	Wenzhou	Xiamen	XiAn	Yangzhou	ZhongyuanYinyun
206-2		ts j e ²⁴																	
209-2		w a ²⁴																	
211-2		tsʰ ai ³³																	
215-2		n i ¹³																	
216-2		k ɥ a ²⁴																	
217-2		t au ⁵⁵																	
219-2		s ɥ e ²⁴																	
220-2		ʈʂʰ ʅ ⁵⁵																	
225-2		ts ieː ¹³																	
230-2		ts ieː ¹³																	
234-2		p ɤ ²⁴																	
238-2		n i ²⁴																	
242-2		ts ai ⁵⁵																	
253-2		tɕ i n ¹³																	
256-2		ʂ ɤu ²⁴																	
261-2		f a ³³																	
262-2		p ɤ ²⁴																	
263-2		ʈʂ ɤ ³³																	
264-2		s j a n ¹³																	
271-2		ʈʂ ʅ ²⁴																	
272-2		ts ieː ³³																	
274-2		kʰ u ⁴¹																	
275-2		p oː ⁵⁵																	
279-2		n a n ¹³																	
287-2		n oː ⁴¹																	
291-2		x ɤu ¹³																	
295-2		tsʰ i ⁵⁵																	
300-2		j ɤu ⁴¹																	
303-2		tsʰ i ⁴¹																	
306-2		kʰ ɤu ⁴¹																	
307-2		k u ⁴¹																	
308-2		tsʰ y ⁵⁵																	
312-2		tɕ j ɤu ⁵⁵																	
313-2		kʰ o ⁴¹																	
314-2		t ai ¹³																	
323-2		m i n ¹³																	
325-2		t u ⁴¹																	
330-2		k f ɤu ⁴¹																	
334-2		s i ²⁴																	
335-2		tɕ ɥ ei ³³																	
338-2		k au ³³																	
339-2		ʈʂ ɤu ³³																	
341-2		f u ¹³																	
342-2		m i n ²¹																	
343-2		x o ¹³																	
344-2		pʰ j au ⁴¹																	
349-2		kʰ u ²⁴																	
353-2		tɕʰ a n ¹³																	
360-2		x ɤu ¹³																	
2-3			i k ²¹																
4-3			tsʰ i ʔ ²¹																
5-3			t a ŋ ⁵⁵																
6-3			s uaː ³³																
7-3			s a ŋ ⁵⁵																
8-3			h e ³⁵																
9-3			p a k ²¹																
17-3			ts e ŋ ³³																
31-3			k j u ⁵³																
32-3			l e ⁵⁵																
33-3			ts u ⁵³																
38-3			h i ³⁵																
40-3			e ŋ ⁵⁵																
42-3			k ou ⁵³																
43-3			tsʰ eː ŋ ⁵³																
46-3			w a ŋ ⁵⁵																
52-3			l ieː ŋ ³³																
53-3			ts i ŋ ³³																
56-3			k ɯ ŋ ³³																
59-3			tʰ o ³³																
60-3			ts a ŋ ⁵⁵																
64-3			l eː ³³																
68-3			ts ə ŋ ²¹³																
85-3			w i ³⁵																
86-3			t i ³⁵																
87-3			ts u ⁵³																
93-3			l i ⁵³																
98-3			l ai ⁵⁵																
109-3			s i ŋ ³³																
115-3			t o ³⁵																
118-3			ts w e ʔ ²¹																
124-3			k e ⁵³																
127-3			ts o ²¹³																
133-3			tʰ au ³³																
144-3			s u ³³																
161-3			h e ŋ ³³																
166-3			k j a ŋ ³³																
170-3			t iː ⁵⁵																
171-3			t ai ³⁵																
173-3			t s e ʔ ⁴																
174-3			l w i ¹¹																
175-3			kʰ j e ŋ ⁵⁵																
176-3			l a ŋ ³³																
177-3			p a k ²¹																
179-3			l o k ⁴																
181-3			p e ŋ ³³																
182-3			kʰ i ³³																
189-3			k w e ŋ ³³																
191-3			t a ŋ ³³																
193-3			l i ŋ ³³																
198-3			t a ŋ ²¹³																
199-3			h e ŋ ³³																
200-3			ts o k ²¹																
202-3			t au ³⁵																
205-3			h i ŋ ³³																
206-3			ts j e ʔ ²¹																
209-3			w a ʔ ²¹																
211-3			tsʰ i ³³																
215-3			l i ⁵⁵																
216-3			k w a k ²¹																
217-3			t ai ³⁵																
219-3			s e ʔ ²¹																
220-3			tsʰ i ²¹³																
225-3			ts ə ⁵⁵																
230-3			ts j e ŋ ⁵⁵																
234-3			pʰ e ʔ ²¹																
238-3			l i ʔ ⁴																
242-3			t o ³⁵																
253-3			k e ŋ ⁵⁵																
256-3			s j o k ⁴																
261-3			h w e ³³																
262-3			p e ʔ ²¹																
263-3			s a ³³																
264-3			s j ieː ³³																
271-3			s i k ⁴																
272-3			ts e ŋ ³³																
274-3			k ou ⁵³																
275-3			p e ŋ ³³																
279-3			l a m ⁵⁵																
287-3			l o ŋ ⁵³																
291-3			h au ⁵⁵																
295-3			tsʰ u ²¹³																
300-3			u ³⁵																
303-3			tsʰ u ⁵³																
306-3			k au ⁵³																
307-3			k ou ³³																
308-3			tsʰ u ²¹³																
312-3			k j əu ²¹³																
313-3			kʰ au ⁵³																
314-3			t o ⁵⁵																
323-3			m e ŋ ⁵⁵																
325-3			tʰ ou ⁵³																
330-3			p u ⁵³																
334-3			tsʰ i ʔ ²¹																
335-3			ts w i ³³																
338-3			k o ³³																
339-3			ts j u ³³																
341-3			h u ⁵⁵																
342-3			m eː ¹¹																
343-3			h w o ⁵⁵																
344-3			pʰ j əu ⁵³																
349-3			kʰ e k ²¹																
353-3			tsʰ e ŋ ⁵⁵																
360-3			k au ⁵⁵																
2-4				i ³¹															
4-4				tsʰ i ³¹															
5-4				tsʰ a ŋ ¹³															
6-4				s a n ⁴⁴															
7-4				s a ŋ ³¹															
8-4				x j ai ¹³															
9-4				p u ³¹															
17-4				ts o ŋ ⁴⁴															
31-4				tɕ j əu ⁵³															
32-4				n i ⁵³															
33-4				ts u ⁵³															
38-4				s i ¹³															
40-4				ə n ³¹															
42-4				k u ⁵³															
43-4				tɕʰ i n ⁵³															
46-4				w a ŋ ³¹															
52-4				n j a ŋ ⁴⁴															
53-4				s ə n ³¹															
56-4				tɕ i n ⁴⁴															
59-4				tʰ o ⁴⁴															
60-4				ts a ŋ ¹³															
64-4				n i n ⁴⁴															
68-4				tɕ j a n ¹³															
85-4				w ei ¹³															
86-4				t i ¹³															
87-4				ts u ¹³															
93-4				n i ⁵³															
98-4				n ai ³¹															
109-4				ɕ i n ⁴⁴															
115-4				t au ¹³															
118-4				tɕ j a ³¹															
124-4				tɕ j ai ⁵³															
127-4				ts o ⁵³															
133-4				tʰ əu ⁴⁴															
144-4				s əu ⁴⁴															
161-4				ɕ ɥ o ŋ ⁴⁴															
166-4				k j a ŋ ⁴⁴															
170-4				tʰ i ⁵³															
171-4				tʰ au ¹³															
173-4				t z i ³¹															
174-4				n w ei ¹³															
175-4				tɕʰ j a n ³¹															
176-4				n j a ŋ ⁵³															
177-4				p a ³¹															
179-4				n u ³¹															
181-4				p i n ⁴⁴															
182-4				tɕʰ i ⁴⁴															
189-4				k w a n ⁴⁴															
191-4				t o ŋ ⁴⁴															
193-4				n ə n ⁴⁴															
198-4				t o ŋ ¹³															
199-4				ɕ ɥ o ŋ ⁴⁴															
200-4				ts u ³¹															
202-4				t au ¹³															
205-4				f ə n ⁴⁴															
206-4				tɕ j e ³¹															
209-4				x w a ³¹															
211-4				tsʰ u ⁴⁴															
215-4				n i ⁵³															
216-4				k w a ³¹															
217-4				t au ¹³															
219-4				s j e ³¹															
220-4				tsʰ ɿ ¹³															
225-4				tɕ j a n ³¹															
230-4				tɕ j a n ¹³															
234-4				pʰ i ³¹															
238-4				n i ³¹															
242-4				tsʰ ai ¹³															
253-4				tɕ i n ³¹															
256-4				s u ³¹															
261-4				x w a ⁴⁴															
262-4				p e ³¹															
263-4				s ɿ ⁴⁴															
264-4				ɕ j a ŋ ⁴⁴															
271-4				s ɿ ³¹															
272-4				tɕ j a n ⁴⁴															
274-4				k u ⁵³															
275-4				p a n ¹³															
279-4				n a n ³¹															
287-4				n w a n ⁵³															
291-4				x ai ¹³															
295-4				tsʰ u ¹³															
300-4				j əu ³¹															
303-4				ts y ⁵³															
306-4				kʰ əu ⁵³															
307-4				k u ⁵³															
308-4				tɕʰ u ¹³															
312-4				tɕ j au ¹³															
313-4				kʰ o ⁵³															
314-4				tʰ ai ¹³															
323-4				m i n ³¹															
325-4				tʰ u ⁵³															
330-4				f əu ⁵³															
334-4				ɕ i ³¹															
335-4				ts w ei ⁴⁴															
338-4				k au ¹³															
339-4				ts əu ⁴⁴															
341-4				f u ³¹															
342-4				m i n ¹³															
343-4				x o ³¹															
344-4				pʰ j au ⁵³															
349-4				kʰ u ³¹															
353-4				tsʰ a ŋ ⁴⁴															
360-4				x əu ³¹															
2-5					i ʔ ²³														
4-5					tsʰ i ʔ ²³														
5-5					ts ou ŋ ⁴⁴														
6-5					s a ŋ ⁴⁴														
7-5					s ɔ ŋ ⁵²														
8-5					x a ²⁴²														
9-5					p ou ʔ ²³														
17-5					ts y ŋ ⁴⁴														
31-5					k j eu ³¹														
32-5					l a ³¹														
33-5					s y ³¹														
38-5					ts i ²⁴²														
40-5					y ŋ ⁵²														
42-5					k u ³¹														
43-5					tsʰ i ŋ ³¹														
46-5					w ɔ ŋ ⁵²														
52-5					l w ɔ ŋ ⁴⁴														
53-5					s i ŋ ⁵²														
56-5					k i ŋ ⁴⁴														
59-5					tʰ ɔ ⁴⁴														
60-5					ts ou ŋ ⁴⁴														
64-5					l i ŋ ⁴⁴														
68-5					k j e ŋ ²¹³														
85-5					w ei ²⁴²														
86-5					t i ²⁴²														
87-5					ts y ⁴⁴														
93-5					l i ³¹														
98-5					l ai ⁵²														
109-5					s i ŋ ⁴⁴														
115-5					t ɔ ³¹														
118-5					ts j e ʔ ⁴														
124-5					k ai ³¹														
127-5					ts ɔ ³¹														
133-5					tʰ au ⁴⁴														
144-5					s eu ⁴⁴														
161-5					s y ŋ ⁴⁴														
166-5					k w ou ŋ ⁴⁴														
170-5					t i ⁵²														
171-5					t ai ³¹														
173-5					t s i ʔ ⁴														
174-5					l w ei ²⁴²														
175-5					kʰ j e ŋ ⁵²														
176-5					l w ɔ ŋ ³¹														
177-5					p a ʔ ²³														
179-5					l y ʔ ²³														
181-5					p i ŋ ⁴⁴														
182-5					t i ⁴⁴														
189-5					k w a ŋ ⁴⁴														
191-5					t u ŋ ⁴⁴														
193-5					l i ŋ ⁴⁴														
198-5					t ei ŋ ²⁴²														
199-5					x y ŋ ⁵²														
200-5					ts øy ʔ ²³														
202-5					t ɔ ²⁴²														
205-5					s i ŋ ⁴⁴														
206-5					ts j e ʔ ⁴														
209-5					w a ʔ ²³														
211-5					tsʰ au ⁴⁴														
215-5					l i ⁵²														
216-5					k w a ʔ ²³														
217-5					t ai ²⁴²														
219-5					s w a ʔ ²³														
220-5					tsʰ y ²¹³														
225-5					ts j e ŋ ⁵²														
230-5					ts j e ŋ ⁵²														
234-5					p ei ʔ ²³														
238-5					l i ʔ ⁴														
242-5					ts ai ²⁴²														
253-5					k i ŋ ⁵²														
256-5					s j e ʔ ⁴														
261-5					x w a ⁴⁴														
262-5					p a ʔ ²³														
263-5					s e ⁴⁴														
264-5					s w ɔ ŋ ⁴⁴														
271-5					s i ʔ ⁴														
272-5					ts j e ŋ ⁴⁴														
274-5					k u ³¹														
275-5					p w a ŋ ²¹³														
279-5					n a ŋ ⁵²														
287-5					l a ŋ ³¹														
291-5					x ai ⁵²														
295-5					tsʰ y ²¹³														
300-5					j eu ⁵²														
303-5					tsʰ y ³¹														
306-5					kʰ eu ³¹														
307-5					k u ⁴⁴														
308-5					tsʰ y ²¹³														
312-5					k j eu ²¹³														
313-5					kʰ ɔ ³¹														
314-5					tʰ ai ⁵²														
323-5					m i ŋ ⁵²														
325-5					tʰ u ³¹														
330-5					x eu ³¹														
334-5					s i ʔ ²³														
335-5					tsʰ w ei ⁴⁴														
338-5					k ɔ ⁴⁴														
339-5					ts j eu ⁴⁴														
341-5					x u ⁵²														
342-5					m i ŋ ⁴⁴														
343-5					x ɔ ⁵²														
344-5					tʰ ŋ eu ³¹														
349-5					kʰ a ʔ ²³														
353-5					tsʰ ou ŋ ⁴⁴														
360-5					x eu ⁵²														
2-6						j a t ²													
4-6						tʃʰ ɛ k ²													
5-6						pʰ ɔ ŋ ²¹													
6-6						ʃ aː n ⁵⁵													
7-6						ʃ œ ŋ ²¹													
8-6						h aːi ²³													
9-6						p ɔ k ⁵													
17-6						tʃ u ŋ ⁵⁵													
31-6						kʰ au ³⁵													
32-6						l a ²¹													
33-6						tʃ y ³⁵													
38-6						j i ²³													
40-6						w a n ²¹													
42-6						w u ³⁵													
43-6						tʃʰ ɪ ŋ ³⁵													
46-6						m ɔ ŋ ²¹													
52-6						n œ ŋ ²³													
53-6						ʃ a n ²¹													
56-6						k a n ⁵⁵													
59-6						tʰ ɔ ⁵⁵													
60-6						tʃʰ ɔ ŋ ²¹													
64-6						l ɪ ŋ ²¹													
68-6						tʃ i n ²²													
85-6						w ai ²²													
86-6						t ai ²²													
87-6						tʃ y ³⁵													
93-6						n ai ²³													
98-6						l au ²¹													
109-6						ʃ a n ⁵⁵													
115-6						tʰ ou ²¹													
118-6						tʃ i t ³													
124-6						k aːi ³⁵													
127-6						tʃ ɔ ³³													
133-6						tʰ ai ⁵⁵													
144-6						ʃ a ⁵⁵													
161-6						h u ŋ ⁵⁵													
166-6						k m ɔ ŋ ⁵⁵													
170-6						tʃʰ i ²³													
171-6						tʰ ou ³⁵													
173-6						t ʃ a t ²													
174-6						l œy ²¹													
175-6						tʃ y n ²¹													
176-6						n œ ŋ ²³													
177-6						p aː k ³													
179-6						l ɔ k ²													
181-6						pʰ ɪ ŋ ⁵⁵													
182-6						h ei ⁵⁵													
189-6						k u n ⁵⁵													
191-6						t u ŋ ⁵⁵													
193-6						l aː ŋ ⁵⁵													
198-6						t a ŋ ³⁵													
199-6						h u ŋ ²¹													
200-6						tʃʰ u k ⁵													
202-6						t ou ²¹													
205-6						f a n ⁵⁵													
206-6						t i t ³													
209-6						w aː t ³													
211-6						tʃʰ aːi ⁵⁵													
215-6						l ei ²³													
216-6						k aː t ³													
217-6						t ou ²²													
219-6						ʃ aː t ³													
220-6						tʃʰ ɔi ³³													
225-6						tʃ i n ²¹													
230-6						tʃ i n ⁵⁵													
234-6						p aː k ²													
238-6						l a p ²													
242-6						tʃ ɔi ²²													
253-6						k a n ⁵⁵													
256-6						ʃ u k ²													
261-6						f a ⁵⁵													
262-6						p aː k ⁵													
263-6						tʃ ɛ ⁵⁵													
264-6						ʃ œ ŋ ²¹													
271-6						ʃ a t ²													
272-6						tʃ i n ⁵⁵													
274-6						f u ³⁵													
275-6						p u n ³³													
279-6						n aː m ²¹													
287-6						l y n ³⁵													
291-6						h ɔi ²¹													
295-6						tʃʰ œy ³³													
300-6						j au ²³													
303-6						tʃʰ œy ³⁵													
306-6						k au ³⁵													
307-6						k u ³⁵													
308-6						tʃ œy ⁵⁵													
312-6						k j u ³³													
313-6						k au ³⁵													
314-6						t ɔi ²²													
323-6						m ɪ ŋ ²¹													
325-6						tʰ ou ³⁵													
330-6						f au ³⁵													
334-6						tʃ ɪ k ²													
335-6						tʃ œy ³⁵													
338-6						k ou ⁵⁵													
339-6						tʃ au ³⁵													
341-6						w u ²¹													
342-6						m ɪ ŋ ²²													
343-6						h ɔ ²¹													
344-6						pʰ ŋ au ²³													
349-6						k aː k ⁵													
353-6						tʃʰ œ ŋ ²¹													
360-6						h au ²¹													
2-7							i ²¹³												
4-7							tsʰ i ²¹³												
5-7							tsʰ a ŋ ³⁵												
6-7							s a n ⁵⁵												
7-7							s a ŋ ²¹³												
8-7							x j ai ³⁵												
9-7							p o ²¹³												
17-7							ts o ŋ ⁵⁵												
31-7							tɕ j ou ⁴²												
32-7							n i ⁴²												
33-7							tɕ y ⁴²												
38-7							s i ³⁵												
40-7							o n ²¹³												
42-7							u ⁴²												
43-7							tɕʰ i n ⁴²												
46-7							w a ŋ ²¹³												
52-7							n j a ŋ ⁵⁵												
53-7							s ə n ²¹³												
56-7							tɕ i n ⁵⁵												
59-7							t o ⁵⁵												
60-7							tsʰ a ŋ ⁵⁵												
64-7							n i n ⁵⁵												
68-7							tɕ j a n ³⁵												
85-7							w ei ³⁵												
86-7							t i ³⁵												
87-7							tɕ y ³⁵												
93-7							n i ⁴²												
98-7							n ai ²¹³												
109-7							ɕ i n ⁵⁵												
115-7							t au ³⁵												
118-7							tɕ j a ²¹³												
124-7							tɕ j ai ⁴²												
127-7							ts o ⁴²												
133-7							tʰ ou ⁵⁵												
144-7							s ou ⁵⁵												
161-7							ɕ j o ŋ ⁵⁵												
166-7							k w a ŋ ⁵⁵												
170-7							tʰ i ⁴²												
171-7							t au ³⁵												
173-7							t i ²¹³												
174-7							n ei ³⁵												
175-7							tsʰ j a n ²¹³												
176-7							n j a ŋ ⁴²												
177-7							p a ²¹³												
179-7							n j ou ²¹³												
181-7							p i n ⁵⁵												
182-7							tɕʰ i ²¹³												
189-7							k w a n ⁵⁵												
191-7							t o ŋ ⁵⁵												
193-7							n ə n ⁴²												
198-7							t o ŋ ³⁵												
199-7							ɕ j o ŋ ⁵⁵												
200-7							tsʰ ou ²¹³												
202-7							t au ³⁵												
205-7							f ə n ⁵⁵												
206-7							tɕ j e ²¹³												
209-7							x w a ²¹³												
211-7							tsʰ ai ⁵⁵												
215-7							n i ⁴²												
216-7							k w a ²¹³												
217-7							t au ³⁵												
219-7							s j a ²¹³												
220-7							tsʰ ɿ ³⁵												
225-7							tɕ j a n ²¹³												
230-7							tɕ j a n ³⁵												
234-7							pʰ ɤ ²¹³												
238-7							n i ²¹³												
242-7							tsʰ ai ³⁵												
253-7							tɕ i n ²¹³												
256-7							s ou ²¹³												
261-7							x w a ⁵⁵												
262-7							p ɤ ²¹³												
263-7							s ɿ ⁵⁵												
264-7							ɕ j a ŋ ⁵⁵												
271-7							s ɿ ²¹³												
272-7							tɕ j a n ⁵⁵												
274-7							kʰ u ⁴²												
275-7							p a n ⁵⁵												
279-7							n a n ²¹³												
287-7							n a n ⁴²												
291-7							x ou ²¹³												
295-7							tsʰ y ³⁵												
300-7							j ou ²¹³												
303-7							tɕʰ y ⁴²												
306-7							k ou ⁴²												
307-7							k u ⁵⁵												
308-7							tɕ y ³⁵												
312-7							tɕ j au ³⁵												
313-7							kʰ o ⁴²												
314-7							t ai ²¹³												
323-7							m i n ²¹³												
325-7							tʰ ou ⁴²												
330-7							f ou ⁴²												
334-7							tsʰ i ²¹³												
335-7							ts w ei ⁵⁵												
338-7							k au ⁵⁵												
339-7							ts ou ⁵⁵												
341-7							f u ²¹³												
342-7							m i n ⁵⁵												
343-7							x o ²¹³												
344-7							pʰ m au ⁴²												
349-7							kʰ ou ²¹³												
353-7							tsʰ a ŋ ⁵⁵												
360-7							x ou ²¹³												
2-8								ʅ ²¹											
4-8								ʈʂʰ i ²¹											
5-8								ʈʂʰ a ŋ ²¹											
6-8								ʂ aː ²¹³											
7-8								ʂ a ŋ ⁴²											
8-8								x j a ²¹											
9-8								p ʅ ²¹³											
17-8								ʈʂ u ŋ ²¹³											
31-8								tɕ j ou ⁵⁵											
32-8								l e ⁵⁵											
33-8								ʈʂ u ⁵⁵											
38-8								ʂ i ²¹											
40-8								yeː ⁴²											
42-8								u ⁵⁵											
43-8								tɕʰ i ŋ ⁵⁵											
46-8								w a ŋ ⁴²											
52-8								l j a ŋ ²¹³											
53-8								ʂ eː ²¹³											
56-8								tɕ ieː ²¹³											
59-8								tʰ ə ²¹³											
60-8								ʈʂ a ŋ ²¹³											
64-8								l i ŋ ⁴²											
68-8								tɕ iaː ²¹											
85-8								w ei ²¹											
86-8								t i ²¹											
87-8								ʈʂ u ²¹											
93-8								l i ⁵⁵											
98-8								l ɛ ⁴²											
109-8								ɕ ieː ²¹³											
115-8								t ɔ ²¹											
118-8								tɕ j iaː ²¹											
124-8								tɕ j æ ⁵⁵											
127-8								ts w ə ²¹											
133-8								tʰ ou ²¹³											
144-8								ʂ ɔ ²¹³											
161-8								ɕ y ŋ ²¹³											
166-8								k w a ŋ ²¹³											
170-8								ʈʂʰ i ⁴²											
171-8								t ɔ ²¹											
173-8								t ʐ i ²¹											
174-8								l w ei ²¹											
175-8								tɕ yaː ⁴²											
176-8								l j a ŋ ⁵⁵											
177-8								p a ²¹³											
179-8								l ou ⁴²											
181-8								p i ŋ ²¹³											
182-8								tɕʰ i ⁴²											
189-8								k uaː ²¹³											
191-8								t u ŋ ²¹³											
193-8								l ə ŋ ²¹³											
198-8								t ə ŋ ²¹											
199-8								ɕ y ŋ ²¹³											
200-8								ʈʂ u ²¹³											
202-8								t ɔ ²¹											
205-8								ʂ eː ²¹³											
206-8								tɕ j e ²¹³											
209-8								x w a ²¹³											
211-8								tsʰ ɛ ²¹³											
215-8								l i ⁴²											
216-8								k ɥ a ²¹³											
217-8								t ɔ ²¹											
219-8								ʂ j e ²¹³											
220-8								ʈʂʰ ou ²¹											
225-8								tɕ iaː ⁴²											
230-8								tɕ iaː ²¹											
234-8								p ei ²¹											
238-8								l i ⁴²											
242-8								ts ɛ ²¹											
253-8								tɕ ieː ⁴²											
256-8								ʂ u ⁴²											
261-8								x w ei ²¹³											
262-8								p ei ²¹³											
263-8								ʂ a ²¹³											
264-8								ɕ j a ŋ ²¹³											
271-8								ʂ ʅ ⁴²											
272-8								tɕ iaː ²¹³											
274-8								kʰ u ⁵⁵											
275-8								p aː ²¹											
279-8								n aː ⁴²											
287-8								l uaː ⁵⁵											
291-8								x ɛ ⁴²											
295-8								tɕʰ y ²¹											
300-8								j ou ⁵⁵											
303-8								tɕʰ y ⁵⁵											
306-8								kʰ ou ⁵⁵											
307-8								k u ⁵⁵											
308-8								tɕʰ u ²¹											
312-8								tɕ j ɔ ²¹											
313-8								kʰ ə ⁵⁵											
314-8								t ɛ ²¹											
323-8								m i ŋ ⁴²											
325-8								tʰ u ⁵⁵											
330-8								f ou ⁵⁵											
334-8								ʈʂʰ i ²¹											
335-8								ʈʂ w ei ²¹³											
338-8								k ɔ ²¹³											
339-8								ʈʂ ou ²¹³											
341-8								f u ⁴²											
342-8								m i ŋ ⁴²											
343-8								x ə ⁴²											
344-8								pʰ j ɔ ⁵⁵											
