COGID	dutch	english	french	german
1620-1	v ɪ n			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l uː s			
1307-1	n ɪ t			
1305-1	v l ɛɪ			
711-1	w ɛ s p			
1442-1	v l ɛɪ ɣ			
62-1	m ʉ k			
-73-1	m ɔ s k iː t oː			
1810-1	h oː d			
1805-1	v l eː s			
1813-1	h aː r r			
1811-1	b l uː d			
690-1	r ʉ p			
2177-1	h oː p t			
246-1	oː ɣ + r + b r ɑu			
249-1	oː ɣ l ɛɪ d ə			
1506-1	n aː z t r + l			
2242-1	m ɔ n			
2245-1	t ɔ ŋ ə			
1196-1	n ɑ k ə			
2174-1	s x l d ə r			
575-1	aː k t ə l + h			
603-1	ɛ l + x + b oː ɣ ə			
601-1	h ɑ n d			
615-1	v ɪ ŋ ə r r			
901-1	k l uː			
608-1	v uː t			
596-1	t aː			
937-1	b r ɔ s t			
936-1	n aː v ə l			
646-1	l ɔ ŋ ə			
947-1	l eː v ə r			
1606-1	h ʉ p			
472-1	n n z ɪ			
1535-1	s w ɛ t ə			
1546-1	s p ɪ k ə			
1959-1	s l aː p ə			
694-1	s n ɑ r k ə			
1961-1	d r ɛɪ m ə			
323-1	l aː v ə			
1885-1	x r ɑ p			
2156-1	k r + k ɛ l t + ŋ			
1903-1	w ɔ n d ə			
525-1	z w ɛ l ɪ ŋ			
276-1	l ɑ m ɛɪ			
274-1	d oː p			
278-1	b l ɪ n d			
258-1	b ə ɑ ŋ k ɔ ŋ ə			
256-1	n aː k aː			
383-1	eː t ə			
207-1	r ɛɪ p			
376-1	d r ɪ ŋ k ə			
2009-1	oː v ə			
2003-1	k ɛ t ə l			
2024-1	p ɑ n			
1321-1	k oː p			
1976-1	t ɑ ŋ ə			
1243-1	m aː l ə ɛɪ t			
1265-1	p iː l			
1261-1	z iː v ə			
655-1	b r ɔ t			
650-1	d eː k			
1532-1	k n eː t ə			
-36-1	z uː p			
34-1	b oː n			
-1647-1	v ɛɪ ɣ			
1469-2		s æ n d		
2047-2		s ʌ n		
2054-2		d ɔ n d r		
1375-2		l ɪ tʃ d		
760-2		w ɪ n d		
756-2		s n eɪ		
726-2		m ʌ d ə r		
1351-2		ɡ r aɪ t æ k eɪ d ə r		
1353-2		ɡ r aɪ t æ m ʌ t ə r		
412-2		s w aɪ b r əʊ d ɑː		
406-2		s w aɪ n eɪ k æ m ə		
1005-2		s d iː f ɔː əʊ d		
1012-2		s d iː f æ m ʌ t ə r		
1016-2		w ɛ d uː ə		
1069-2		ɪ k		
509-2		f iː l		
693-2		m ɪ l		
2179-2		n ɛ s t		
1753-2		f ɪ s		
1131-2		w ʊ l f		
1198-2		b ɑː r t		
2032-2		h ʌ r n		
2241-2		n iː s		
2244-2		l ɪ p		
610-2		k n iː		
945-2		h ɑː r t		
1534-2		l ɪ k		
384-2		s h ɡ		
1650-2		n ʌ t		
1663-2		s æ l		
2279-2		l ɪ n		
471-2		s eɪ		
1385-2		s eɪ d		
792-2		s ɪ k		
1111-2		m ɑː s t		
197-2		s w d		
2020-2		l æ ŋ		
867-2		h aʊ n d ə		
1970-2		f ɔ l		
1230-2		d r ɪ d		
2017-2		n iː w		
968-2		w ɛ l		
1674-2		l ɑː n d		
1671-2		h iː b l̩ l		
829-2		k l ɪ p		
1025-2		w ɛ t ə r		
1027-2		s ɛ		
1832-2		r aʊ w		
-1816-2		ʌ s eɪ ð n n		
-335-2		l əʊ aʊ ʌ n		
1043-2		s t r aɪ m		
423-2		s t aɪ n		
2049-2		m ʌ n		
2062-2		s t ʌ r m		
2065-2		r eɪ l n æ b ʌ ɡ		
1368-2		s l d w		
1365-2		d iː w		
754-2		r aɪ l		
768-2		w ɛ d		
1211-2		f ɔː r r		
106-2		m æ n		
-98-2		b ɛ v iː		
719-2		f eɪ d ə r		
1341-2		s ʌ n		
-2027-2		d ɑː n d		
-2026-2		n iː f		
409-2		s w aɪ n r ʌ n n̩		
402-2		s w aɪ n r ɔ ɡ əʊ d		
1014-2		s d iː f æ d ɔ ɡ t ə r		
1059-2		w aɪ		
120-2		s t ɑː l		
2194-2		ɔ		
2199-2		k ɑː l p		
2197-2		s l f p		
1523-2		s iː		
512-2		m ə r		
2141-2		h æ n		
2147-2		ɡ ɑː n s		
814-2		k r eɪ		
810-2		θ aʊ v		
1758-2		m aʊ s		
1760-2		r æ m		
1620-2		f ɪ n		
1282-2		w ɑː l v ɪ s		
1136-2		f ɔ s		
1309-2		l iː s		
1307-2		n ɛ t		
1305-2		f l		
711-2		w ɛ s p		
1442-2		f l aɪ		
62-2		m ɪ dʒ		
-73-2		m + s k ɪ t		
1810-2		h æ t		
1805-2		f l iː s		
1813-2		h ɑː r		
1811-2		b l æ t		
690-2		r ɪ p		
2177-2		h ʌ p t		
246-2		w əʊ æ b r aʊ r		
249-2		ʌ æ ɪ d n̩		
1506-2		n iː s n l əʊ əʊ		
2242-2		m ʌ n d		
2245-2		t ʌ ŋ		
2174-2		s ɡ l d ə r		
603-2		ɛ l b ɔː ɔː		
601-2		h ɑː n d		
615-2		f ɪ ŋ ə r		
901-2		k l æ		
608-2		f uː t		
596-2		t ɛ		
937-2		b r r s t		
936-2		n iː v l̩ l		
646-2		l ʌ		
947-2		l iː v ə r		
1606-2		h iː p		
472-2		n iː z		
1535-2		s w ɛ t		
1546-2		s p +		
1959-2		s l eɪ p		
694-2		s n + r k		
1961-2		d r aɪ m		
323-2		l iː v		
1885-2		ɡ r ɑː p		
2156-2		b r + b k l d aʊ ɪ t		
1903-2		w aʊ n d		
525-2		s w ɛ l ɪ ŋ		
276-2		l æ m		
274-2		d ɔ p		
278-2		b l ɪ n d		
258-2		b r ɪ ŋ k		
256-2		n eɪ k d		
383-2		ɛ t		
207-2		r aɪ p		
376-2		d r ɪ ŋ k		
2014-2		r uː t d		
2009-2		ʌ v		
2003-2		k ɛ t l̩		
2024-2		p ɑː n		
1321-2		k ɔ p		
1976-2		t æ ŋ		
1243-2		m ɑː l æ aɪ d d		
1265-2		p ɑː l		
1261-2		s ɪ v		
655-2		b r ɔ t		
650-2		d aɪ k		
1532-2		k n eɪ d		
-36-2		s ʌ p		
34-2		b ʌ n		
-1647-2		f aɪ ɡ		
1469-3			ʃ o t ʀ	
2047-3			ʃ o t	
2054-3			p ɑ̃ t ʀ ʀ	
1375-3			l i z	
760-3			v ɑ̃ t t	
756-3			ʀ t ʀ ʀ	
726-3			ʃ a ʀ ʀ	
1351-3			f ʀ a ʀ p t	
1353-3			f ʀ a ʃ a ʀ ʀ	
412-3			p v a ɡ ʀ i i ʀ ʀ	
406-3			ʃ v a ɡ ʀ i ə ʀ	
1005-3			ʀ ɛ ɑ̃ ʀ f a t ʀ	
1012-3			ʀ ɛ ɑ̃ ʀ ʃ a ʀ ʀ	
1016-3			v a t ʀ	
1069-3			i	
509-3			p l a	
693-3			ə l t t	
2179-3			t ɑ̃ t t	
1753-3			p ə t	
1131-3			v a l v e	
1198-3			p ə ʀ ʀ	
2032-3			p a ʀ	
2241-3			ʀ u t	
2244-3			l ə v	
610-3			t ʀ	
945-3			s ɑ̃ t	
1534-3			l ə	
384-3			ʃ o ɡ	
1650-3			t ʀ e	
1663-3			ʃ o l e	
2279-3			l ə t	
471-3			ʃ o z	
1385-3			ʃ o t	
792-3			e a	
1111-3			a ʀ t	
197-3			ʃ o t	
2020-3			l a	
867-3			v a t ʀ ʀ ʀ	
1970-3			p l l	
1230-3			ʀ ʀ ʀ	
2017-3			ʀ	
2183-3			ʀ t i ʀ	
1521-3			b a	
1755-3			ʀ t ʀ	
1760-3			ʀ u t	
1196-3			t a	
575-3			p l	
2014-3			ʀ a e	
1321-3			u t	
1265-3			p p l	
1469-4				z a n t
2047-4				z ʊ n
2054-4				t ʊ n d ə r
1375-4				l ai x t n
760-4				v ɪ n t
756-4				ʃ n aː ə
726-4				m uː t ə r
1351-4				ɡ r ʊ n + ə aː t r r
1353-4				ɡ r ʊ n + m uː d ə r
412-4				ʃ ɛ r eː r ts aː t
406-4				ʃ ɔ oː n + m uː t
1005-4				ʃ t ɛː + ɡ aː t r r
1012-4				ʃ t iː f + m uː d ə r
1016-4				v ai t s
1069-4				ɪ x
509-4				f a l ə n
693-4				m ʏ l + eː
2179-4				n ɛ s t
1753-4				f ɪ ʃ ə
1131-4				v ɔ l f
1198-4				b eː r t
2032-4				h oː r n
2241-4				n d s
2244-4				l ɪ p
610-4				k eː ə n
945-4				h a r t
1534-4				l ɪ x ə n
384-4				z uː ɡ ə n
1650-4				n oː t
1663-4				z a l t
2279-4				l ɪ n ə n
471-4				z eː ə n
1385-4				z aː t
792-4				j k
1111-4				m a s t
197-4				ts uː t ə
2020-4				l a ŋ
867-4				h ʊ n t r t
1970-4				f ɔ l ə
1230-4				t ɛ r ə n n
2017-4				n iː v
968-4				v eː r t l
1674-4				l a n t
1671-4				h oː f ə l
829-4				k l ɪ f
1025-4				v aː t ə r
1027-4				z iː
1832-4				r au f
-1816-4				s t ə n
-335-4				l aː ɡ uː n ə n
1043-4				ʃ t r oː m
423-4				ʃ t ai n
2049-4				m aː n
2062-4				ʃ t a r
2065-4				r ɛ ɡ ə m + b oː ɡ
1368-4				ʃ ɛː aː t ɶː ə n
1365-4				t au v
754-4				r ɛ ɡ ə n
768-4				v eː r ə r
1211-4				f ai r r
106-4				m a n
-98-4				b eː b iː
719-4				f aː d ə r
1341-4				z oː n
-2027-4				ts a n t ə n
-2026-4				n eː b ə
409-4				ʃ ʊ oː n + n ʊ n ə
402-4				ʃ ɔ oː n + d ʏ k t + r
1014-4				ʃ t uː f + t oː x ə r ə n
1059-4				v iː
120-4				ʃ t a l
2183-4				ʃ t iː r
2194-4				ɔ s
2199-4				k ɛ l f
2197-4				ʃ ɛː f f n
1523-4				z oː x
1521-4				b ɔ k ə
512-4				m ɛ r iː
2141-4				h ɛ n
2147-4				ɡ a n
814-4				k r aː ə n
810-4				t au f
1755-4				h ʊ n t
1758-4				m au s
1620-4				f ɪ n
1282-4				v a l b ɪ
1136-4				f ɔ k
1309-4				l ai s
1307-4				n ɛ t
1305-4				f l iː
711-4				v ɛ ʃ p
1442-4				f l iː ɡ
62-4				m ʏ k
-73-4				m ʏ s k uː t
1810-4				h ai t
1805-4				f l ɛ ʃ
1813-4				h aː r r
1811-4				b l uː t
690-4				r ɪ f ə
2177-4				h oː f t
246-4				v ɛ ŋ + + b r au
249-4				oː ɡ l l ɪ t
1506-4				n oː s + ɔ l l ɡ ə n
2242-4				m ʊ n t
2245-4				ts ɔ ŋ
1196-4				n ɛ x
2174-4				ʃ ɔ l t ə r
575-4				ts k ə ə l
603-4				ɛ l ə + b oː ɡ
601-4				h a n t
615-4				f ɪ ŋ ə r r
901-4				k l au
608-4				f uː t
596-4				ts ai n
937-4				b r r s t
936-4				n aː b ə l
646-4				l ʊ ŋ
947-4				l eː b ə r
1606-4				h uː f
472-4				ʃ iː z ə
1535-4				ʃ v ɛ t ə n
1546-4				ʃ p aː ɡ ə n
1959-4				ʃ l aː p ə n
694-4				ʃ n r k ə n
1961-4				t r oː m ə n
323-4				l ai b ə n
1885-4				ɡ r aː f
2156-4				b a l + k n t + h t
1903-4				v ʊ n t
525-4				ʃ v ɛ l ɪ ŋ
276-4				l a m
274-4				t oː f
278-4				b l ɪ n t
258-4				t r ʊ ŋ k ə n
256-4				n ɛ x ɪ t
383-4				ɛ t ə n
207-4				r ai pf
376-4				t r ɪ ŋ k ə n
2014-4				r ɛ s t ə
2009-4				au f ə n
2003-4				k ɛ s ə l
2024-4				p a n
1976-4				ts a ŋ ʊ
1243-4				m aː l ə ts ai t
1261-4				z eː b ə n
655-4				b r ɛ t
650-4				t a ɡ n
1532-4				k n d ə ə n
-36-4				ʃ uː f
34-4				b oː n
-1647-4				f ɪ ɡ
