COGID	dutch	english	french	german
2197-2		ʃ ɑː f p		
1523-2		s ɪ		
512-2		m ɔː r		
2141-2		h æ n		
2147-2		ɡ æ n s		
814-2		k r eɪ		
810-2		d iː v		
1758-2		m aʊ s		
1760-2		r æ		
1620-2		f aɪ n		
1282-2		w ɑː l f aɪ s		
1136-2		f ʊ k		
1309-2		l iː s		
1307-2		n ɛ t		
1305-2		f l ʌ		
711-2		w ɛ s p		
1442-2		f l aɪ		
62-2		m ɪ dʒ		
-73-2		m ɪ s k ɪ		
1810-2		h æ t		
1805-2		f l aɪ s		
1813-2		h ɑː r		
1811-2		b l ʊ t		
690-2		r ɪ p		
2177-2		h iː f		
246-2		w æ aɪ n k r ɔː		
1469-3			ʃ o t t	
2047-3			ʃ u n	
2054-3			n u t ʀ ʀ	
1375-3			l ɑ̃ z	
760-3			p p n t	
756-3			ʀ n y b	
726-3			u t ʀ ʀ	
1351-3			b ʀ ɔ t p t ʀ b ʀ	
1353-3			b ʀ ɔ t u t ʀ ʀ	
412-3			p ɔ p b ʀ b ə p ʀ ɔ	
406-3			ɛ u p b ʀ u t n b ʀ ɔ	
1005-3			ʀ i b p ɔ p ɔ i ʀ	
1012-3			ʀ i b p u t ʀ ʀ	
1016-3			p t b ʀ	
1069-3			p	
509-3			p l l e	
693-3			s ə l a	
2179-3			n y t i	
1753-3			p ə v	
1131-3			p u l p	
1198-3			b ɔ t i	
2032-3			p u t	
2241-3			n y ʃ	
2244-3			l ə p	
610-3			k n b l	
945-3			ʃ a t s	
1534-3			l ə k	
384-3			ʃ o z	
1650-3			n ɔ t	
1663-3			ʃ o t e	
2279-3			l a n y	
471-3			ʃ o t	
1385-3			ʃ o t	
792-3			e u	
1111-3			p ɔ t i	
197-3			ʃ o t ʀ	
2020-3			l a	
867-3			p u t t ʀ ʀ	
1970-3			p u l	
1230-3			t y t ʀ	
2017-3			n y p	
2183-3			t ɛ b	
1521-3			b ɛ s	
1755-3			k u t	
1760-3			ʀ u t	
1469-4				z a n t ə
2047-4				z ʊ n ə
2054-4				d ʊ n d ə r
1375-4				l ɪ x t
760-4				v ɪ n t
756-4				ʃ n eː ə
726-4				m ʊ t ə r
1351-4				ɡ r a n t ə ə ɛ n ə
1353-4				ɡ r a n + t ʊ d ə r
412-4				f a s t ə ai n n h l x ə
406-4				pf ʊ f n r s ɪ n + l x ə
1005-4				z a x pf ə ə ɛ n ə
1012-4				ʃ t iː f + m ʊ d ə r
1016-4				v ɪ b ʏ ə +
1069-4				ɪ x
509-4				f a l ə n
693-4				m ɪ a + iː ʃ ə
2179-4				n ɛ s t
1753-4				f ɪ s
1131-4				v ɔ l f
1198-4				b eː r t
2032-4				h oː r n
2241-4				n aː s
2244-4				l ɪ p
610-4				k n ə ə n
945-4				h ɛ r
1534-4				l ɪ x ə n
384-4				z uː k ə n
1650-4				n oː t ə
1663-4				z a l ts
2279-4				l ɪ n n n
471-4				z a ə n
1385-4				z a t ɛ n ə
792-4				v ʊ k
1111-4				m a s t
197-4				z uː t ə n
2020-4				l a ŋ
867-4				h ʊ n t ə r t
1970-4				f ɔ l ə
1230-4				t ɛ r t ə n
2017-4				n a v a x
968-4				v eː l ə l
1674-4				l a n t
1671-4				h ʏ f ə l
829-4				k l ɪ f
1025-4				v a s ə r
1027-4				z iː
1832-4				r au f
-1816-4				au z t ə n n
-335-4				l aː ɡ ʊ n ə n
1043-4				ʃ t r ɔy m
423-4				ʃ t ai n
2049-4				m aː n
2062-4				ʃ t a m m
2065-4				r ai ɡ ə n + b oː ɡ
1368-4				ʃ ai aː d ɔy f
1365-4				t au ʊ
754-4				r ai ɡ ə n
768-4				v eː r ə r
1211-4				f ai r
106-4				m a n
-98-4				b eː b iː
719-4				f aː d ə r
1341-4				z ʊ n
-2027-4				ts a n t ə n
-2026-4				n eː f
409-4				ʃ ʊ n n + n oː n
402-4				ʃ uː s n r d ʏ x s ə r ə
1014-4				ʃ t iː f ə t oː s ə r
1059-4				v eː
120-4				ʃ t a l
2183-4				ʃ t iː r
2194-4				ɔ s
2199-4				k aː l f
2197-4				ʃ uː pf f t
1523-4				z iː k ə
1521-4				b a k ə
512-4				m ɛ r iː
2141-4				h ɛ n
2147-4				ɡ a n t
814-4				k r ai ə n
810-4				t au f
1755-4				h ʊ n t
1758-4				m ʊ s
1620-4				f ɪ n
1282-4				v a l f ɪ ʃ t
1136-4				f a s
1309-4				l ʊ s ə
1307-4				n ɪ t ə
1305-4				f l oː
711-4				v ɛ ʃ p
1442-4				f l iː ɡ
62-4				m ʏ k ə
-73-4				m ʊ ts r uː s
1810-4				h ai t ə
1805-4				f l ai s
1813-4				h aː r
1811-4				b l ʊ t ə
690-4				r ɪ pf
2177-4				h oː f t
246-4				v ɛ ɡ r + b r au
