COGID	dutch	english	french	german
1760-1	r ɑ t			
1620-1	v ɪ n			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l ɛɪ s			
1307-1	n ɪ t			
1305-1	v l iː			
711-1	w ɛ s p			
1442-1	v l iː ɣ			
62-1	m ʉ x			
-73-1	m ɔ s k iː t oː			
1810-1	h oː t			
1805-1	v l eː s			
1813-1	h aː r			
1811-1	b l uː d			
690-1	r ʉ p			
2177-1	h ɛ p			
246-1	w ɣ ə r ɛɪ b r ɑu			
249-1	d x l ɛɪ d l iː t			
1506-1	n ɔ z ə n + l l			
2242-1	m ɔ n t			
2245-1	t ɔ ŋ ə			
1196-1	d ɑ k ə			
2174-1	s ɔ l t ə r			
575-1	x ɑ s ə l			
603-1	ɛ l ə + + b oː x			
601-1	h ɑ n t			
615-1	v ɪ ŋ ə r r			
901-1	k l uː			
608-1	v ɔ t			
596-1	t aː ə			
937-1	b r ɔ s t			
936-1	n aː v ə l			
646-1	l ɔ ŋ ə			
947-1	l ɛɪ v ə r			
1606-1	h ʉ p			
472-1	s iː z ə			
1535-1	z w ɛ t ə			
1546-1	s p ɛ k ə			
1959-1	s l iː p ə			
694-1	s n eː r			
1961-1	d r ɛɪ m ə			
323-1	l ɛɪ l ə			
1885-1	x r ɑ p			
2156-1	k r l ɣ l t			
1903-1	w ɔ n d ə			
525-1	z w ɛ l ɪ ŋ			
276-1	l ɑ m m			
274-1	d oː p			
278-1	b l ɪ n t			
258-1	b ə + d r r			
256-1	n aː k d			
383-1	eː t ə			
207-1	r ɛɪ p			
376-1	d r ɪ ŋ k ə			
2009-1	oː v ə			
2003-1	k ɛ t ə l			
2024-1	p ɑ n			
1321-1	k ɔ p			
1976-1	t ɔ ŋ ə			
1243-1	m ɑ l ɛɪ t			
1265-1	p iː l			
1261-1	z iː v ə			
655-1	b r s t			
650-1	d iː x			
1532-1	k n n t ə			
-36-1	z ɔ p			
34-1	b oː n			
-1647-1	v ɛɪ ɣ			
-1615-1	d l l			
125-1	v ɑ t			
1659-1	h oː n ɪ x			
1661-1	m ɪ l k			
1676-1	b ɔ d ə r			
480-1	x r ɛɪ d r k			
1466-1	k l aː ŋ ɔ			
2277-1	w ɔ l			
2271-1	v ɑ l t			
2293-1	l aː d ə r			
624-1	s p ɪ n ə			
628-1	s p ɪ n d ə l			
626-1	w eː v ə			
633-1	n ɛɪ d ə l			
1185-1	s uː s t ə r r			
1179-1	h ɑ t			
2168-1	k ɑ m			
1952-1	d ɔ r			
899-1	l ɛɪ d ə r			
922-1	b ɑ d			
-934-1	l ɑ m p			
916-1	d r ɔ x			
1726-1	v ɑ l t			
2108-1	p l øː ɣ ə			
1133-1	v ɔ r k			
2114-1	s p aː d ə			
1272-1	r ɛɪ ɣ ə			
1979-1	x r ɑ s			
1989-1	h aː j			
-2260-1	p l ɑ n t ə			
70-1	b uː k			
-89-1	v ɛɪ n + s t			
-12-1	p ɛɪ p ə			
713-1	z ɑ p			
747-1	n eː t ə l			
308-1	d ə			
289-1	b ɪ n d ə			
1930-1	b r aː k ə			
1928-1	s p l s t ə			
858-1	s t r ɛ k ə			
1577-1	h ɛ l h ə			
908-1	w ɔ s ə			
648-1	b oː r			
1855-1	d ɑ l ɣ			
657-1	h ɑ m ə r			
2058-1	n aː l			
949-1	b l ɛɪ n s m			
1642-1	x ɔ l t			
1640-1	z ɪ l b ə r			
1633-1	ɛɪ r ə n			
1630-1	t ɪ n			
1469-2		s ɛ n d		
2047-2		s ɔ n		
2054-2		θ ɔ n d r		
1375-2		l ɪ		
760-2		w aɪ n		
756-2		s n eɪ		
726-2		m aʊ d		
1351-2		ɡ r aɪ t d		
1353-2		ɡ r aɪ t m ʌ d		
412-2		s w əʊ		
406-2		s t əʊ n m		
1005-2		s d iː f d		
1012-2		s t aɪ p m ʌ d		
1016-2		w aɪ d		
1069-2		ɪ k		
509-2		f əʊ l		
693-2		m ɪ l		
2179-2		n aɪ s		
1753-2		f aɪ s		
1131-2		w əʊ l		
1198-2		b ɑː r aɪ		
2032-2		h ɑː r n		
2241-2		n əʊ s		
2244-2		l iː p		
610-2		k n iː		
945-2		h ɑː r		
1534-2		l ɪ k		
384-2		s aɪ k		
1650-2		n ɔ t		
1663-2		s eɪ l		
2279-2		l aɪ n		
471-2		s eɪ		
1385-2		s ɪ d		
792-2		r ɪ k		
1111-2		m ɔː s		
197-2		s ɪ d		
2020-2		l ɑː ŋ		
867-2		h aɪ n d r		
1970-2		f ɔ l		
1230-2		d r ɪ d		
2017-2		n ɪ		
968-2		w ɛ l		
1674-2		l əʊ n d		
1671-2		h əʊ v l̩ l		
829-2		k l ɪ f		
1025-2		w əʊ r		
1027-2		s eɪ r		
1832-2		r aʊ w		
-1816-2		ʌ s eɪ eɪ n		
-335-2		l əʊ		
1043-2		s t r ɔ m		
423-2		s t aɪ n		
2049-2		m əʊ n		
2062-2		s t ɔː r m		
2065-2		r aɪ t b ɔ t		
1368-2		s t əʊ		
1365-2		θ aʊ		
754-2		r aɪ		
768-2		w ɛ d		
1211-2		f ɔː		
106-2		m ɔː n		
-98-2		b ɪ b ə		
719-2		f əʊ d r		
1341-2		s ʌ n		
-2027-2		d ɑː n d		
-2026-2		n eɪ f		
409-2		s w əʊ n + ʌ n n̩		
402-2		s w əʊ n + d əʊ t ə		
1014-2		s d iː v + d ɔː t d r		
1059-2		w aɪ		
120-2		s d ɑː l		
2194-2		ɔ s		
2199-2		k ɑː l f		
2197-2		s iː v p		
1523-2		s iː		
512-2		m ɛ r		
2141-2		h ɪ n		
2147-2		ɡ ɑː n s		
814-2		k r eɪ		
810-2		θ aʊ v		
1758-2		m ɪ s		
1760-2		r ɑː t		
1620-2		f aɪ n		
1282-2		w ɑː l		
1136-2		f ɔ s		
1309-2		l aɪ s		
1307-2		n ɪ t		
1305-2		f l aɪ		
711-2		w ɛ s p		
1442-2		f l aɪ		
62-2		m ɪ dʒ		
-73-2		m ɪ s k ɪ d		
1810-2		h iː t		
1805-2		f l aɪ s		
1813-2		h ɑː r		
1811-2		b l iː t		
690-2		r ɪ p		
2177-2		h iː f t		
246-2		ɡ ɪ + b r aʊ w		
249-2		ɡ əʊ əʊ l aɪ		
1506-2		n əʊ s n̩ ɔː l l əʊ		
2242-2		m aʊ n d		
2245-2		t ɪ ŋ		
2174-2		s ɔ l d l̩ r		
603-2		ɡ l b t		
601-2		h æ n d		
615-2		f ɪ ŋ r		
901-2		k l iː		
608-2		f iː t		
596-2		ɡ ɪ		
937-2		b r r s t		
936-2		n ɪ v l̩ l		
646-2		l əʊ ŋ		
947-2		l ɪ v r		
1606-2		h iː p		
472-2		n ɪ s		
1535-2		s w ɪ t		
1546-2		s p əʊ		
1959-2		s l əʊ p		
694-2		s n ɪ r k		
1961-2		d r aʊ m		
323-2		l ɪ v		
1885-2		ɡ r ɑː f		
2156-2		b r + l d aʊ ŋ t		
1903-2		w aʊ n d		
525-2		s w ɛ l ɪ ŋ		
276-2		l æ m		
274-2		θ iː p		
278-2		b l ɪ n d		
258-2		b r əʊ ŋ k aʊ ŋ		
256-2		n əʊ k		
383-2		s t		
207-2		r iː p		
376-2		d r ɪ ŋ k		
2014-2		r əʊ t n̩		
2009-2		ʌ v		
2003-2		k eɪ t l̩ l		
2024-2		p ɑː n		
1321-2		k ɔ p		
1976-2		t æ ŋ		
1243-2		m ɛ l aɪ d		
1265-2		p ɑː l		
1261-2		s ɪ v		
655-2		b r ɔ t		
650-2		θ ɪ k		
1532-2		k n n d		
-36-2		s iː p		
34-2		b ɔ n		
-1647-2		f aɪ		
-1615-2		ɡ l		
125-2		f ɑː d		
1659-2		h aɪ n ɪ ŋ		
1661-2		m ɪ l k		
1676-2		b ɔ t l̩ r		
480-2		ɡ r æ ŋ k ɑː ŋ		
1466-2		k l aɪ d ɪ ŋ		
2277-2		w ɔ l		
2271-2		f ɪ l t		
2293-2		l eɪ d		
624-2		s p ɪ n		
628-2		s p ɪ n d l̩ l		
626-2		w ɪ v		
633-2		n eɪ l		
1185-2		s t aʊ n		
1179-2		h iː t		
2168-2		k æ m		
1952-2		d ɔː r		
899-2		l aɪ d r		
922-2		b ɑː t		
-934-2		l æ m p		
916-2		d r ɔ		
1726-2		f ɔː l		
2108-2		p l aɪ		
1133-2		f ɔː r		
2114-2		s p ɛ d		
1272-2		r ɔ ɡ		
1979-2		ɡ r ɑː s		
1989-2		h iː		
-2260-2		p l æ n t		
70-2		b iː k		
-89-2		w ɪ ŋ d t		
-12-2		p iː p		
713-2		s iː p		
747-2		n ɛ t l		
308-2		d aʊ n		
289-2		b ɪ n d		
1930-2		b r ɪ k		
1928-2		s p l aɪ d		
858-2		s t r eɪ k k		
1577-2		ʌ p h æ ŋ		
908-2		w əʊ s		
648-2		b ɔː r		
1855-2		s əʊ + h əʊ l		
657-2		h æ m r		
2058-2		n eɪ l l̩		
949-2		s m ɪ d		
1642-2		ɡ ɔ l		
1640-2		s ɪ l v r		
1633-2		aɪ s		
1630-2		t ɪ n		
1469-3			ʃ ɑ̃ t ʀ	
2047-3			ʃ o t	
2054-3			t ɑ̃ t ʀ	
1375-3			l ɑ̃ t	
760-3			v ɑ̃ t ʀ	
756-3			ʀ ɛ s	
726-3			t ʀ	
1351-3			b ʀ i ʀ p v t	
1353-3			b ʀ i t t ʀ	
412-3			p ɛ o b ʀ ʀ p l	
406-3			p ɛ o b ʀ v ʀ	
1005-3			ʀ ɛ s l p t	
1012-3			ʀ ɛ s p t ʀ	
1016-3			ʀ u t b ʀ	
1069-3			i	
509-3			p l a	
693-3			a a ʀ	
2179-3			t ɑ̃ t t	
1753-3			p ɑ̃ y	
1131-3			e u a f l	
1198-3			b ʀ t	
2032-3			b ɑ̃	
2241-3			ʀ u t	
2244-3			l ə v	
610-3			e t b	
945-3			s ɑ̃ t	
1534-3			l ɑ̃ k	
384-3			ʃ o ɡ	
1650-3			t ʀ t	
1663-3			ʃ o z	
2279-3			l ɑ̃ t ɑ̃	
471-3			ʃ o	
1385-3			ʀ o t	
792-3			e u	
1111-3			t ɛ	
197-3			ʃ o t	
2020-3			l a	
867-3			b ɑ̃ t t u	
1970-3			p l l	
1230-3			t ɑ̃ t t	
2017-3			ʀ ʀ	
2183-3			t ɛ b	
1521-3			b l	
1755-3			t t	
1760-3			ʀ u t	
1196-3			t	
575-3			a p t ʀ	
2014-3			ʀ u ʀ t	
1321-3			e u	
1265-3			e ɑ̃ l	
1469-4				z a n t
2047-4				z ʊ n ə
2054-4				d ʊ n t ə r
1375-4				l ɪ x t ə
760-4				v ɪ n t
756-4				ʃ n +
726-4				m oː d ə r
1351-4				ɡ r a n t ə f t r
1353-4				ɡ r a n + m oː d ə r
412-4				f ɛ a n ə b aː n ə
406-4				ʃ oː a n + m uː n ə r
1005-4				ʃ t iː eː ə aː t r
1012-4				ʃ t iː f + m oː d ə r
1016-4				v ai t m ə n
1069-4				ɪ x
509-4				f a l ə n
693-4				m ɛː k + ə
2179-4				n ɛ s t
1753-4				f ɪ s
1131-4				v ɔ l f
1198-4				b eː r t
2032-4				h a r n
2241-4				n ʊ s
2244-4				l ɪ p
610-4				k n iː
945-4				h ɛ r t
1534-4				l ɪ k ə
384-4				z uː x ə n
1650-4				n oː t
1663-4				z a l
2279-4				l ɪ n ə n
471-4				z eː ə ə
1385-4				z ai t ə n
792-4				j ɛ k
1111-4				m ɛ s t
197-4				z uː d ə
2020-4				l a ŋ
867-4				h ɛ n t ə r t
1970-4				f ɔ l ə
1230-4				t ɛ r t n
2017-4				n iː v ə
968-4				v ɛ r t l t
1674-4				l a n t
1671-4				h ai f ə l
829-4				k l ɪ f
1025-4				v aː t ə r
1027-4				z iː
1832-4				r au f
-1816-4				oː ʃ t x ə n
-335-4				l aː ɡ uː n ə n
1043-4				ʃ t r au m
423-4				ʃ t ai n
2049-4				m eː n
2062-4				ʃ t a r
2065-4				r ɛ s ə m + b oː ɡ
1368-4				ʃ ɛ t t au ə
1365-4				t au
754-4				r ɛ ɡ ə n
768-4				v ɛ r ə
1211-4				f ɛ r r
106-4				m a n
-98-4				b ɛ b iː ə
719-4				f aː d ə r
1341-4				z oː n
-2027-4				t a n t ə n
-2026-4				n eː f
409-4				ʃ au n n + n oː n iː
402-4				ʃ oː a n + d ʊ x t ə r
1014-4				ʃ t iː f + t oː x t ə r
1059-4				v ai
120-4				ʃ t a l
2183-4				ʃ t iː r
2194-4				ɔ s
2199-4				k a l f
2197-4				ʃ au p
1523-4				z uː ɡ ə
1521-4				b ɔ k ə
512-4				m ɛ r eː
2141-4				h ɛ n
2147-4				ɡ a n
814-4				k r aː ə n
810-4				t au f
1755-4				h ʊ n t
1758-4				m ɛː s ə
1620-4				f ɪ n
1282-4				v a l f ɪ n
1136-4				f ɔ s
1309-4				l ai s
1307-4				n ai t
1305-4				f l iː
711-4				v ɛ s pf
1442-4				f l iː ɡ
62-4				m ʏ k ə
-73-4				m ʏ s k iː t
1810-4				h ai t
1805-4				f l ai s
1813-4				h aː r
1811-4				b l ai t
690-4				r ɪ pf
2177-4				h oː f t
246-4				v ɛ k ə + b r au
249-4				oː ɡ l ɪ t t
1506-4				n ɔ s + f l l ɡ ə l
2242-4				m ʊ n t
2245-4				ts ɔ ŋ ə
1196-4				n ɛ k
2174-4				ʃ ɔ l t ə r
575-4				ɡ k ə ə l
603-4				ɛ l ə + b oː ɡ
601-4				h a n t
615-4				f ɪ ŋ ə r
901-4				k l au
608-4				f ɛ t
596-4				ts ai n
937-4				b r ʊ s t
936-4				n aː f ə l
646-4				l ɔ ŋ ə
947-4				l eː b ə r
1606-4				h ɔ pf
472-4				n iː z ə
1535-4				ʃ v ɛ t ə n
1546-4				ʃ p aː ɡ ə n
1959-4				ʃ l iː p ə n
694-4				ʃ n eː r k ə n
1961-4				t r au m ə n
323-4				l ai f ə n
1885-4				ɡ r aː f
2156-4				f a r + k n ai
1903-4				v ʊ n t
525-4				ʃ v ɛ l ɪ ŋ
276-4				l a m ɛ
274-4				t oː f
278-4				b l ɪ n t
258-4				t r ɔ ŋ k ə n
256-4				n ɛ x ə t
383-4				ai t ə n
207-4				r ai pf
376-4				t r ɪ ŋ k ə n
2014-4				r a ʃ t x
2009-4				au f ə n
2003-4				k ɛ t ə l
2024-4				p a n
1976-4				ts a ŋ ə
1243-4				m iː l ə n
1261-4				ʃ eː b ə n
655-4				b r ai t
650-4				t iː k
1532-4				k n d t ə n
-36-4				ʃ uː pf
34-4				b oː n
-1647-4				f ai ɡ
-1615-4				ɔ l iː
125-4				f ɛ t
1659-4				h oː n ɪ x
1661-4				m ɛ l k
1676-4				b oː d ə r
480-4				t r ɪ ŋ k ə
1466-4				k l ai ʃ ə ə
2277-4				v ɔ l
2271-4				f ɪ l t
2293-4				l ai r ə
624-4				ʃ p ɪ n ə n
628-4				ʃ p ɪ n d ə l
626-4				v ai f ə n
633-4				n aː t ə
1185-4				ʃ ʊ a n + m eː r ə
1179-4				h a t
2168-4				k a m
1952-4				t ʏ r
899-4				l a d ə r
922-4				b ɛ t
-934-4				l a m pf
916-4				ts r ɔ f
1726-4				f ɛ l t
2108-4				p l iː ɡ ə n
1133-4				f oː r ə
2114-4				ʃ p aː d ə n
1272-4				r oː ɡ ə n
1979-4				ɡ r aː s
1989-4				h oː x
-2260-4				p l a n t ə n
70-4				b ʊ x
-89-4				v ɪ ŋ ə r t
-12-4				p ai pf
713-4				ʃ a p
747-4				n ɛ t ə l
308-4				t oː n
289-4				b ɪ n d ə n
1930-4				b r ɛ k ə n
1928-4				ʃ p l ai t ə n
858-4				ʃ t r ɛ ɛ k ə n
1577-4				h aː + h a ŋ
908-4				v a s ə n
648-4				b oː r ə n
1855-4				h s l ɔ s l ə
657-4				h aː m ə r
2058-4				n aː ɡ ə l
949-4				ʃ l aː t + n
1642-4				ɡ a l t
1640-4				z ɪ l f ə r
1633-4				eː r ə n
1630-4				ts ɪ n
