COGID	dutch	english	french	german
916-1	t r ɔ f			
1726-1	v eː l d			
2108-1	p l øː ɣ ə			
1133-1	v ɔ r aː			
2114-1	s p aː d ə			
1272-1	r ɛɪ ɣ			
1979-1	x r aː s			
1989-1	h aː j			
-2260-1	p l ɑ n t			
70-1	b uː k			
-89-1	w ɛɪ n + s t k			
-12-1	p ɛɪ p			
713-1	z ɑ p			
747-1	n eː t ə l			
308-1	d uː			
289-1	b ɪ n d ə			
1930-1	b r eː k ə			
1928-1	s p l l t ə			
858-1	s t r ɛ k			
1577-1	h w l + eː			
908-1	w ɔ s			
648-1	b uː r			
1855-1	h ɔ l			
657-1	h ɑ m ə r			
2058-1	n aː x			
949-1	b l eː k r s m ə			
1642-1	x aː l d			
1640-1	z ɪ l v ə r			
1633-1	ɛɪ v ə n			
1630-1	t ɪ n			
993-1	x l aː s			
-2121-1	r ɔ l			
1692-1	v ɑ l			
1694-1	d r ɔ p ə			
1062-1	z ɛ ŋ k			
476-1	z w ɪ m ə			
1051-1	v l ɛɪ ɣ			
1075-1	b l aː v ə			
135-1	x l ɛɪ d ə			
-134-1	d ɑ n t			
1839-1	x eː + eː			
1097-1	k oː r ʉ k + k r m			
1777-1	v ɔ l aː			
1434-1	b r ɪ ŋ ə			
1417-1	l ɛɪ d ə			
1424-1	r ɛɪ d ə			
778-1	p aː d			
790-1	b r ʉ k			
1223-1	p ɑ d ə l			
1117-1	z aː x			
1411-1	h aː v ə			
1407-1	h ɑ l d ə			
1390-1	d ɪ ŋ			
2086-1	x aː v ə			
2082-1	k iː r ʉ k + k aː			
576-1	z iː k			
579-1	v ɪ n d ə			
581-1	l ɑ t +			
-1791-1	r eː k			
-225-1	p r ɛɪ s			
-2284-1	p l ɑ t			
1479-1	aː p ə ə			
847-1	h ɛɪ k			
659-1	b ɔ t ə ə			
860-1	m ɪ d ə			
213-1	r ɛɪ t			
1286-1	v ɛ r			
1293-1	w ɛ s t			
474-1	d ɪ k			
467-1	d iː n			
1177-1	d iː p			
588-1	v l ɑ k			
584-1	h aː k ə			
-1153-1	r ɛɪ n d			
700-1	t w ɛ l f			
875-1	d ɑu z ə d			
1559-1	ɑ l			
1565-1	m uː r			
1968-1	h ɛ l f			
-350-1	p aː r r			
1478-1	b oː d ə			
1469-2		s æ n t		
2047-2		s ɔ n		
2054-2		d ɔ n d r		
1375-2		l ɪ t		
760-2		w aɪ n t		
756-2		s n ə		
726-2		m ʌ d		
1351-2		ɡ r ɔ p f f eɪ d		
1353-2		ɡ r ɔ t n d		
412-2		s r əʊ n r əʊ		
406-2		s r eɪ n		
1005-2		s r ɪ f r		
1012-2		s t iː f n d		
1016-2		w aɪ d		
1069-2		s k		
509-2		f ɔː l		
693-2		p iː l		
2179-2		n ɪ tʃ t		
1753-2		f ɪ s		
1131-2		w ɔ l f		
1198-2		b eɪ r t		
2032-2		h ɔː r n		
2241-2		n ɪ		
2244-2		l iː f		
610-2		k n ɪ		
945-2		h ɑː r t		
1534-2		l eɪ k		
384-2		s ɪ		
1650-2		n ɔ t		
1663-2		s æ t		
2279-2		l aɪ n		
471-2		s eɪ		
1385-2		s eɪ d		
792-2		j ɔ		
1111-2		p əʊ s		
197-2		s ʌ d		
2020-2		l æ m		
867-2		h ɛ n d		
1970-2		f ɔ l		
1230-2		d r r d		
2017-2		n ɪ f		
968-2		w ə l		
1674-2		l æ n t		
1671-2		h v l̩		
829-2		k l iː f		
1025-2		w əʊ d r r		
1027-2		s ə		
1832-2		r iː r		
-1816-2		s ə r əʊ		
-335-2		l əʊ ɡ ʌ n		
1043-2		s t r m		
423-2		s d ɛ n		
2049-2		m eɪ n		
2062-2		s d ɔː r m		
2065-2		r eɪ n b		
1368-2		s		
1365-2		d æ r		
754-2		r eɪ		
768-2		w aɪ d		
1211-2		f ə r		
106-2		m æ n		
-98-2		b aɪ b ɪ		
719-2		f eɪ d r		
1341-2		s ʌ n		
-2027-2		t æ n t		
-2026-2		n eɪ f		
409-2		s f ɪ n s əʊ s		
402-2		s f ɪ n + d ɔ t k		
1014-2		s t ɪ v + d ɔ t r r		
1059-2		w ɪ		
120-2		s t æ l		
2194-2		ɔ k		
2199-2		k ɑː l f		
2197-2		s ɡ f p		
1523-2		s ʌ		
512-2		m ɛ r		
2141-2		h ɛ n		
2147-2		ɡ æ n		
814-2		k r eɪ		
810-2		d iː b		
1758-2		m əʊ		
1760-2		r æ t		
1620-2		f ɪ n		
1282-2		w əʊ l		
1136-2		f əʊ		
1309-2		l əʊ		
1307-2		n ə t		
1305-2		f l		
711-2		w əʊ k d		
1442-2		f l ɪ		
62-2		m ʌ		
-73-2		m ɔ k k ɪ t		
1810-2		h iː t		
1805-2		f l eɪ s		
1813-2		h ɑː r		
1811-2		b l aʊ t		
690-2		r iː p		
2177-2		h iː f t		
246-2		w æ ŋ n b r æ r		
249-2		s p l		
1506-2		n əʊ s f l r k l̩		
2242-2		m ʌ n t		
2245-2		t ɔ ŋ		
2174-2		s t l d r		
603-2		iː l t		
601-2		h əʊ n t		
615-2		f aɪ ŋ r r		
901-2		k l æ r		
608-2		f ɔː t		
596-2		t ɛ		
937-2		b ɔː k s t		
936-2		n eɪ v l̩ l		
646-2		l əʊ ŋ		
947-2		l əʊ v r		
1606-2		h ɔ p		
472-2		n ɪ s		
1535-2		s w iː t		
1546-2		s d k		
1959-2		s l eɪ p		
694-2		s n æ r k		
1961-2		d r ɔ m		
323-2		l əʊ		
1885-2		ɡ r ɑː f		
2156-2		f r r k l t h aɪ t		
1903-2		w əʊ n t		
525-2		s w iː l əʊ ŋ		
276-2		l æ m		
274-2		d ɔ f		
278-2		b l aɪ n t		
258-2		b r əʊ d k		
256-2		n əʊ k t		
383-2		s t		
207-2		r ɑː f		
376-2		d r æ ŋ k		
2014-2		r əʊ t d		
2009-2		ʌ f		
2003-2		k eɪ z l̩ l		
2024-2		p æ n		
1321-2		k ɔ p		
1976-2		t æ ŋ		
1243-2		p əʊ l aɪ d t		
1265-2		p ɪ l		
1261-2		s əʊ		
655-2		b r ɔ t		
650-2		d aɪ		
1532-2		k n aɪ d		
-36-2		s ɔ p		
34-2		b ʌ n		
-1647-2		f ɪ		
-1615-2		ɡ l		
125-2		f æ d		
1659-2		h ʌ n aɪ		
1661-2		p ə l		
1676-2		b ɔ t r		
480-2		ɡ r æ d k ŋ		
1466-2		k l aɪ d aɪ ŋ		
2277-2		w ɔ l		
2271-2		f iː l t		
2293-2		l eɪ r		
624-2		s p aɪ n		
628-2		s p aɪ n d l̩ l		
626-2		w əʊ v		
633-2		n əʊ d t		
1185-2		s t aɪ n eɪ		
1179-2		h aʊ t		
2168-2		k æ m		
1952-2		d ɔː r		
899-2		l æ d r		
922-2		b eɪ d		
-934-2		l æ m p		
916-2		d r ɔ		
1726-2		f ɔː l t		
2108-2		p l ɔː		
1133-2		f ɔː r		
2114-2		s p eɪ d		
1272-2		r ɔ ɡ		
1979-2		ɡ r əʊ		
1989-2		h iː		
-2260-2		p l æ n t		
70-2		b ɔː k		
-89-2		w aɪ n r aɪ t ɔ		
-12-2		p aɪ p		
713-2		s æ f		
747-2		n eɪ z l̩ l		
308-2		d ʌ n		
289-2		b ɪ n d		
1930-2		b r eɪ k		
1928-2		s p l aɪ t		
858-2		s p r eɪ k k		
1577-2		ɔ p h æ ŋ		
908-2		w əʊ s		
648-2		b ɔː r		
1855-2		s p r h ɔ l		
657-2		h əʊ m ə r		
2058-2		n əʊ b l̩ l		
949-2		s m ɪ t		
1642-2		ɡ ɔ l		
1640-2		s iː l ə r		
1633-2		aɪ s		
1630-2		t aɪ n		
993-2		ɡ l əʊ		
-2121-2		r ɔ l		
1692-2		f æ l		
1694-2		d r ɔ p l̩		
1062-2		s æ ŋ k		
476-2		s w aɪ m		
1051-2		f l əʊ		
1075-2		b l əʊ s		
135-2		ɡ l aɪ d		
-134-2		d æ n		
1839-2		w ɪ k eɪ		
1097-2		t r r ŋ k k ɔ m		
1777-2		f ɔ l		
1434-2		b r æ ŋ		
1417-2		l aɪ d		
1424-2		r aɪ d		
778-2		p aɪ d		
790-2		b r ɔ t		
1223-2		p əʊ d l		
1117-2		s aɪ l		
1411-2		h ɑː b		
1407-2		h əʊ l d		
1390-2		d aɪ ŋ		
2086-2		ɡ ə b		
2082-2		t r r ŋ k		
576-2		s ʌ k		
579-2		f ɪ n d		
581-2		f ə r l ɪ l		
-1791-2		r eɪ k		
-225-2		p r aʊ s		
-2284-2		f l əʊ		
1479-2		ʌ f		
847-2		h iː		
659-2		b ʌ d		
860-2		m aɪ d		
213-2		r eɪ k		
1286-2		f eɪ r		
1293-2		w ɪ tʃ t		
474-2		d ɪ k		
467-2		d s n		
1177-2		d ɪ p		
584-2		h əʊ		
-1153-2		r ɔ n t		
700-2		t w əʊ l f		
875-2		d ʌ s n t		
1559-2		æ l		
1565-2		m ə r		
1968-2		h iː l f t		
-350-2		p eɪ r		
1469-3			ʃ o t ʀ	
2047-3			ʃ o ʀ	
2054-3			ʀ t ʀ ʀ	
1375-3			l ə ʀ	
760-3			v ɑ̃ t ʀ	
756-3			ʀ t ʀ	
726-3			ʀ ʀ	
1351-3			ɡ t ʀ b i ʀ ʀ ʀ	
1353-3			ɡ t t ʀ	
412-3			ʃ t ʀ ʀ i t t ʀ	
406-3			b t ʀ t	
1005-3			ʀ ɛ ɑ̃ t ʀ f ʀ ʀ ʀ	
1012-3			ʀ ɛ ɑ̃ t t ʀ	
1016-3			v t ʀ ʀ ʀ	
1069-3			i ʀ	
509-3			f e l	
693-3			t l ʀ	
2179-3			t b t t	
1753-3			f i k	
1131-3			ʀ t a b ʀ	
1198-3			b i t t	
2032-3			ɑ̃	
2241-3			ʀ u t	
2244-3			l ə v	
610-3			t ʀ	
945-3			ɑ̃ t s	
1534-3			l ə k	
384-3			ʃ o ɡ	
1650-3			t t t	
1663-3			ʃ o z	
2279-3			l ə t	
471-3			ʃ o	
1385-3			ʃ o ʀ	
792-3			ʃ o k	
1111-3			ʀ t	
197-3			ʃ o t	
2020-3			l o	
867-3			t t t	
1970-3			f ʀ	
1230-3			t	
2017-3			t	
2183-3			t ʀ ɑ̃	
1521-3			b k ʀ	
1755-3			t ʀ	
1760-3			ʀ u t	
1196-3			t o z	
575-3			s t ʀ ʀ l	
2014-3			ʀ ʀ ʀ t	
1321-3			k ʀ t	
1265-3			t b l ʀ	
588-3			f a o z	
1469-4				z a n t ə
2047-4				z ʊ n ə
2054-4				t ʊ n t ə r
1375-4				l ɪ x t ə
760-4				v ɪ n t
756-4				ʃ n iː ə
726-4				m yː d ə r
1351-4				ɡ r a n + ə ə ə m
1353-4				ɡ r a n + m ə r
412-4				z ə oː eː ə t ə ə
406-4				ʃ ə oː n + ə t ə
1005-4				ʃ t ɛ l ə ə ə m
1012-4				ʃ t ɔ f + m ə r
1016-4				v ai t n ə n
1069-4				ɪ x
509-4				f a l ə
693-4				m iː l ə
2179-4				n ɛ ʃ t
1753-4				f ɪ ʃ
1131-4				v ɔ l f
1198-4				b aː r t ə
2032-4				h oː r n
2241-4				n ʊ s
2244-4				l ɪ ə
610-4				k au iː
945-4				h a r
1534-4				l ɪ k ə
384-4				z ɔy ɡ ə
1650-4				n oː t
1663-4				z a l
2279-4				l ɪ n ə
471-4				z ai ə ə
1385-4				z aː t ə
792-4				j ʊ k
1111-4				m ɛ s t
197-4				z ə
2020-4				l a ŋ
867-4				h ɔ n t ə r t
1970-4				f ɔ l
1230-4				t ɛ r t n ə
2017-4				n iː v n
968-4				v ɛ r t l
1674-4				l a n t ə
1671-4				h aː f ə l
829-4				k l ɪ f
1025-4				v aː t ə r
1027-4				z iː ə
1832-4				r au f
-1816-4				r ʃ t ə n n
-335-4				l aː ɡ ɡ n ə n
1043-4				ʃ t r au m
423-4				ʃ t ai n
2049-4				m aː n
2062-4				ʃ t ʊ r m
2065-4				r ɛ ɡ + m + b oː ɡ
1368-4				ʃ ɡ r t au ə
1365-4				t au
754-4				r ɛ ɡ ə
768-4				v ɛ r ə
1211-4				f iː r r
106-4				m a n
-98-4				b ɛ b iː ə
719-4				f aː d ə r
1341-4				ʃ oː n
-2027-4				ts a t t ə
-2026-4				n ɛ f n
409-4				ʃ n + + n + n ə
402-4				ʃ ʊ oː n + d ɪ ɡ ə l r
1014-4				ʃ t ɔ f + d ʊ f r
1059-4				v iː
120-4				ʃ t a l
2183-4				ʃ t iː r
2194-4				ɔ ʃ t
2199-4				k a l
2197-4				ʃ au p
1523-4				z ʊ k
1521-4				b ɔ k ə
512-4				m ɛ r ɛ ə
2141-4				h ɛ n
2147-4				ɡ a n s
814-4				k r eː
810-4				t ɔy f ə
1755-4				h ʊ n t
1758-4				m ʏ ʃ ə
1620-4				f ɪ n
1282-4				v aː l b ə
1136-4				f ɔ s t
1309-4				l ai ʃ ə
1307-4				n iː t
1305-4				f l au n
711-4				v ɛ ʃ p n
1442-4				f l iː ɡ
62-4				m ʏ k ə
-73-4				m ʏ ʃ k ai t
1810-4				h ai t ə
1805-4				f l ai ʃ ə
1813-4				h aː r r
1811-4				b l oː t ə
690-4				r ɪ pf
2177-4				h oː f t
246-4				v ɛ k ə + b r n
249-4				oː t l l t t
1506-4				n ʊ ʃ + f l ə ə
2242-4				m ʊ n t
2245-4				t ɔ ŋ ə
1196-4				n ɛ k ə
2174-4				ʃ ɛː l t ə r
575-4				ʊ ts ə ə l
603-4				ɛ l ə + b oː ɡ
601-4				h a n t ə
615-4				f ɪ ŋ ə r
901-4				k l au ə
608-4				f oː t
596-4				t ai n
937-4				b r ʊ s t
936-4				n aː f ə l
646-4				l ʊ ŋ ə
947-4				l iː f ə r
1606-4				h r pf ə
472-4				n t ɪ t ə
1535-4				ʃ v ɛ t ə n
1546-4				ʃ p ɔy ɡ ə
1959-4				ʃ l aː p ə
694-4				ʃ n oː r k ə
1961-4				t r au m ə n
323-4				l ai b ə n ə
1885-4				ɡ r ɛ f ə
2156-4				f a l + k
1903-4				v ʊ n t ə
525-4				ʃ v ɛ l ɪ ŋ ə
276-4				l a m ɛ x
274-4				t oː f
278-4				b l ɪ n t ə
258-4				t r ʊ ŋ k ə
256-4				n ɛ k r t ə
383-4				ai t ə n
207-4				r ai pf ə
376-4				t r ɪ ŋ k ə
2014-4				r ɛ ʃ t ə
2009-4				au f ə n
2003-4				k ɛ t ə l
2024-4				p a n
1976-4				ts a ŋ ə
1243-4				m aː l + ts
1261-4				z iː f ə n
655-4				b r ɛ t
650-4				t iː k
1532-4				k n t ə ə
-36-4				ʃ au pf ə
34-4				b oː n
-1647-4				f iː x
-1615-4				ɔ l iː ə
125-4				f a t
1659-4				h oː n ɪ
1661-4				m iː l k ə
1676-4				b au t ə r
480-4				t r ɛ ŋ k ə
1466-4				k l iː ʃ ai
2277-4				v ɔ l
2271-4				f ɪ l t
2293-4				l ai r ə
624-4				ʃ p ɪ n ə
628-4				ʃ p ɪ n t ə l
626-4				v ai f ə n
633-4				n aː l t
1185-4				ʃ ɛː ʊ n ɛ k ə ə
1179-4				h oː t
2168-4				k a m
1952-4				t ɔy r
899-4				l a t ə r
922-4				b ɛ t ə
-934-4				l a m pf ə
916-4				t r ɔ f
1726-4				f ɛ l t ə
2108-4				p l yː ɡ ə
1133-4				f oː r ə n
2114-4				ʃ pf aː t ə
1272-4				r ai ɡ ə
1979-4				ɡ r ɛ s ə
1989-4				h oː x
-2260-4				p l a n t ə
70-4				b au k ə
-89-4				v ɪ ŋ ə r
-12-4				p ai t ə
713-4				ʃ a p ə
747-4				n ɛ t ə l
308-4				t oː n
289-4				b ɪ n t ə n
1930-4				b r ɛ k ə
1928-4				ʃ p l iː t ə
858-4				ʃ t + ɛ ɛ k ə
1577-4				h ai + h a ŋ
908-4				v a ʃ ə n
648-4				b au r ə n
1855-4				h ɔ + h ɔ
657-4				h a m ə r
2058-4				n aː ɡ ə l
949-4				ʃ l iː ts iː
1642-4				ɡ a l t
1640-4				z ɪ l f ə r
1633-4				ai ə ə r ə
1630-4				ts ɪ n
993-4				ɡ l ai ʃ ə
-2121-4				r ɔ l ə
1692-4				f a l ə
1694-4				t r p f ə
1062-4				ʃ ɪ ŋ k ə n
476-4				ʃ v ɛ m ə
1051-4				f l iː ɡ ə
1075-4				b l aː l ə
135-4				ɡ l ai t ə n
-134-4				t ɛ n ʃ ə
1839-4				v a + ɡ ə n
1097-4				r r ʏ k + k au
1777-4				f ɔ l iː ə n
1434-4				b r ɛ ŋ ə
1417-4				l ai t ə n
1424-4				r ai t ə n
778-4				p a t
790-4				b r ɪ k ə
1223-4				pf ɛ t ə l
1117-4				z ai l
1411-4				h a b ə n
1407-4				f a s t ə
1390-4				t ɪ ŋ ə
2086-4				ɡ aː f ə n
2082-4				ʃ l r + + ɡ ɪ ə ə
576-4				z au k ə n
579-4				f ɪ n t ə
581-4				f ai l ə n
-1791-4				r ai x
-225-4				p r ai ʃ ə
-2284-4				p l aː ʃ ə
1479-4				au f ə n ə
847-4				h oː x
659-4				b ɔ t ə m
860-4				m ɪ t ə n
213-4				r ɛ x ə
1286-4				f ɛ r
1293-4				v ɛ ʃ t ə
474-4				ʃ iː k ə
467-4				t ai n
1177-4				t ɔ f ə
588-4				f l a x
584-4				h + k ə
-1153-4				r ʊ n t ə
700-4				t v a l f ə
875-4				t ə t t
1559-4				a l ə n
1565-4				m ɛ r
1968-4				h a l
-350-4				pf eː r r
1478-4				b r t m m
