COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
56-6						h t t s				
96-6						a t a a i				
99-6						a w i i i s e				
114-6						p i k i p i				
115-6						i i k i a				
133-6						t i p a a a m i				
144-6						w t a w tʃ a m				
150-6						k a w e				
234-6						k i i s				
236-6						p a k h k s				
241-6						a w i i s				
249-6						i tʃ t s				
1-6						w a t a e				
2-6						w h i i				
65-6						i w i e				
74-6						p a k a s				
93-6						t i p a a i tʃ i				
95-6						w i k i p				
106-6						t i k u tʃ i e				
119-6						i a t a i i				
128-6						w i k i a i				
147-6						t i m i tʃ i s				
231-6						p a k a w i				
232-6						w a n i s e				
239-6						i a i a k e k i				
266-6						a tʃ i t i				
3-6						t i a i k i				
4-6						w a t i				
55-6						i w a m e				
97-6						n e w h i e				
109-6						i n i w n tʃ i				
160-6						k i a i k i				
207-6						i i e				
112-6						t a a a a a i i				
116-6						p i p a k e a i s				
125-6						k a p i m a tʃ i				
134-6						k a w a t i				
135-6						k i m i p				
139-6						ʃ i s i tʃ i i				
201-6						w w				
21-6						t e k a a e tʃ e				
24-6						k h k h i e k i				
57-6						t o k i w a k				
131-6						t i k a i tʃ tʃ				
227-6						t a n i a i				
267-6						p i w a i				
132-6						i i i m p				
240-6						t i a k				
52-7							k a e			
56-7							u b ë			
96-7							a r a r n			
99-7							a r i k b d d			
114-7							ʃ u k i t i			
115-7							b b k i a u			
133-7							j u p a r a a i			
144-7							o k a w a a i			
150-7							k a w			
234-7							k u b			
236-7							p o k u n n			
241-7							a w i n			
249-7							i t ë			
1-7							w a ʃ a ʃ			
2-7							b u k			
65-7							i w i ʃ			
74-7							p a n a n			
93-7							j u p o k u t i ʔ			
95-7							w u k i t			
106-7							a i k u t u d			
119-7							i o a a i d			
128-7							w u n i i i			
147-7							ʃ i k i t i d			
231-7							p o n a w u			
232-7							w i a u b			
266-7							r a i m			
3-7							b k r k k u			
4-7							w a k i ʔ			
51-7							u w ë			
55-7							u w a m d			
97-7							b u k u m			
109-7							i p b w u ʃ i			
121-7							k a p i b a k a m			
149-7							a u k			
160-7							k i r i k n			
163-7							u p e n			
167-7							p a ʃ			
207-7							m i ʃ			
259-7							u w u			
66-7							k a k a n u w			
125-7							k a t u m a m i			
135-7							k i m u m a m i			
142-7							w a a a m a a i			
145-7							k a k a a i t i			
148-7							ʃ a w b w u d a i			
162-7							i w i k d			
166-7							i b i			
179-7							a a d			
201-7							p ë ʔ			
21-7							k a w i			
24-7							w o k u k a			
50-7							i k a			
57-7							a u n a w a n			
71-7							i b i			
84-7							p i w a n			
131-7							u k i k u m n			
146-7							k p k m a r i d			
151-7							k i w			
197-7							u a b m			
205-7							i p a n n			
227-7							w a p u i k i n			
237-7							d a m a b i d n			
246-7							i w i			
250-7							m u r u i p n			
251-7							w a k a			
267-7							u w a			
271-7							ʃ i w			
284-7							w i a i			
285-7							i k a w i k n			
122-7							r i k i t i t i ʔ i			
132-7							m k i a			
240-7							a i k a n			
52-8								k m m		
56-8								i j m		
96-8								a a a a		
99-8								a k a k m b		
114-8								t o k b a		
115-8								m m y a		
133-8								t a a a a a a		
144-8								s k a i a j		
150-8								k a i		
234-8								k o j		
236-8								t a k o k		
241-8								a i a k		
249-8								a b m b		
1-8								i a t a		
2-8								m m j		
65-8								a i		
74-8								a a k a		
93-8								t o a a a a b a		
95-8								i a j a		
119-8								a a a a a b		
231-8								t a k a i o		
232-8								i a a o i		
239-8								k a j a k a k		
3-8								k a a a k o		
4-8								i a k a b		
51-8								a i o		
55-8								a i a j		
109-8								a a a s a b a		
121-8								k a a a m a k a j		
149-8								t o k		
163-8								i a m k		
167-8								a a		
259-8								t o i		
66-8								k a a a k a i		
112-8								t a a a a a a		
116-8								t o m a k b a		
125-8								k a a a j w m a		
145-8								k a j a t a b a		
45-8								o m a m a j		
91-8								j m k o k		
235-8								k o i a		
246-8								a i a b		
250-8								j o a a t o k		
271-8								k a i		
284-8								i a b a		
39-8								m a j a j a j		
42-8								k a t a a m s		
177-8								t o		
52-9									k t j	
56-9									u r j	
96-9									a p a	
99-9									a w i r j n	
114-9									t u k i t i	
115-9									j r i a a	
133-9									t i p a i a a	
144-9									u a a w a r m	
150-9									k a w	
234-9									w u a	
236-9									p i k e n	
241-9									a w i n	
249-9									i w j	
1-9									w a t a	
2-9									w w r	
65-9									i w m	
74-9									p a n a	
93-9									t a p a r r a i	
95-9									w i k i m	
106-9									t j n ʔ a a	
119-9									i r r m a m	
128-9									w u k a i	
147-9									t i k i a i	
231-9									p a n a u u	
232-9									p i j a w a	
239-9									ʃ a r a k a n	
266-9									i r i r m	
3-9									w i r i r a	
4-9									w a w a ɲ	
51-9									u w ʔ	
55-9									i w a r	
97-9									r a w u a	
109-9									i p j w a	
121-9									k a p i j a w a	
149-9									t u k	
160-9									k i r i k	
163-9									u p j n i	
167-9									p a ɲ	
207-9									m i ɲ	
259-9									t u w a	
66-9									k a i a k a w	
112-9									t r a j a r a m	
116-9									t u p a k a t i	
125-9									k a m i r a a i	
134-9									ʃ i p a t i	
135-9									t i k a m a a	
142-9									w a t a a a a	
145-9									k a t a t i t a	
148-9									t a w j i i a a	
162-9									i j i n	
166-9									i r i n	
179-9									t a	
201-9									p j	
21-9									t a i a	
24-9									w a k u w a n	
45-9									r w r j a m a	
50-9									i n a ʔ	
57-9									t u k r w a n	
71-9									a r i	
91-9									r u k u i i	
151-9									k i w	
154-9									w j ɲ	
192-9									t e t	
197-9									t i t m	
205-9									i p a n	
227-9									w a p w m t i	
235-9									ʃ u w i	
237-9									h a a a j a	
246-9									i w i	
251-9									w a n a a	
267-9									t a w a	
284-9									w i t i	
285-9									i r a w i n	
39-9									j a r i r i m a n	
42-9									w i t a a a a	
44-9									w a j a a	
75-9									i p i j j	
79-9									t a i i	
94-9									i w j o a m i	
104-9									k a p u n a	
122-9									p i k i h a h i ʃ	
153-9									r a k	
157-9									t a k a r	
174-9									p i r i	
177-9									t u ɲ	
270-9									k a w a t i ɲ	
52-10										e t e
56-10										o m j
96-10										a p i a
99-10										a p i k r ʔ
114-10										t o k i tʃ i
115-10										j w e i
133-10										t i p r i a e
144-10										r w a w a tʃ m
150-10										k a w ʔ
234-10										k o m
236-10										p i k i k
241-10										a w i k ʔ
249-10										i k j ʔ
1-10										w a t a
2-10										w w m m
65-10										i w i ʔ
74-10										p a k a
93-10										t o p i r i tʃ i
95-10										w i k i ʔ
106-10										t i k i tʃ i
119-10										i j tʃ tʃ i k
128-10										k o k i i
147-10										t i m i tʃ i
231-10										p i k a w
232-10										p i r o ø a ʔ
239-10										k a m r k i k
266-10										i t i m
3-10										h r r k r o
4-10										w a k i
51-10										i w j
55-10										i w i m ʔ
97-10										m a w o m a
121-10										k a p i j a k tʃ i
149-10										t o k
160-10										k i r i k
163-10										o p j k
167-10										p a ʔ
207-10										m i ʔ
259-10										t o w a ʔ
112-10										t r r a a a i
116-10										t o p a k a tʃ i ʔ
125-10										k a m i m a m
134-10										k i p a t
139-10										w i k o m i ʔ
142-10										w r t r m a a i
145-10										k a t a t i t a
148-10										t r w w w k a
162-10										i w i ʔ
166-10										i m i ʔ
179-10										t a ʔ
201-10										p j ʔ
24-10										w a k a k a k
45-10										i w i a a a a
50-10										i k a e ʔ
71-10										ø m i ʔ
84-10										p i w a k
91-10										m ø k ø k
146-10										i k i m a tʃ
151-10										k i w ʔ
154-10										w j ʔ
192-10										t ø t ʔ
197-10										t o p i tʃ
205-10										i p a k ʔ
235-10										k o w i
237-10										n i m a j i ʔ
250-10										m o r e t i k a k o
251-10										w a k a ʔ
267-10										t o w a
271-10										tʃ i w
284-10										w i t i ʔ
285-10										i r a w i k
39-10										j r m i r i m a
42-10										k i t r r m i
44-10										w r k j r m ʔ
79-10										t a a
94-10										i k j k e e
104-10										k i p i k e
122-10										p i k i k i a i
132-10										o m i ʔ
153-10										k a k
157-10										t a k a m
174-10										p a r a
177-10										t a ʔ
270-10										k a w a t i ʔ
