COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
415-1	kʰ a u							
1013-1	g u							
1150-1	s o ŋ							
1584-1	g a ɾ i							
10-2		dʒ a ŋ						
37-2		n a n a  n						
46-2		n a n a  n						
98-2		kʰ a ŋ kʰ i						
125-2		b i ŋ a a ŋ  z						
162-2		l e i p						
171-2		o o ʃ a						
219-2		t a ŋ p u						
247-2		tʃʰ a ŋ l u ŋ  z						
282-2		l u s p u						
292-2		kʰ a ŋ kʰ						
301-2		l i						
354-2		m u m b a						
363-2		n a m b u						
397-2		g a m tʰ i						
406-2		kʰ a u						
426-2		m u k p a						
473-2		pʰ i n a a						
499-2		g a m i u						
526-2		g a ʃ a						
544-2		kʰ u						
553-2		k o ŋ a ŋ						
599-2		g o i tʰ u						
608-2		b a n a o						
617-2		j e n						
645-2		a n a						
663-2		s o ŋ b u						
672-2		t o ŋ p a						
681-2		ɲ i ɾ i						
690-2		m i ŋ						
708-2		tʰ a ɾ i i ŋ						
717-2		dʒ o k p u						
726-2		s i						
744-2		a i a						
782-2		m i						
791-2		ŋ a						
800-2		ŋ a						
809-2		m o m n a ŋ						
836-2		p ʃ i						
881-2		l a m						
890-2		r a b a						
899-2		s e ɾ						
926-2		tʃʰ a m						
944-2		g a ɾ a ŋ						
953-2		ʃ a ɾ ɾ a						
980-2		l a ɾ a ŋ						
998-2		pʰ e i						
1022-2		dʒ a u m u						
1031-2		b i n a ŋ						
1069-2		tʃ o ŋ a u						
1079-2		ʃ a ŋ a						
1098-2		j a ŋ b u						
1117-2		tʃ u n tʃ						
1141-2		ɾ i ŋ b u						
1189-2		m a n a						
1198-2		n u						
1208-2		g a l a						
1217-2		l a n i						
1253-2		a m a						
1271-2		n o a a ŋ						
1289-2		m i ŋ						
1316-2		ŋ a ŋ						
1325-2		kʰ a m						
1334-2		s i ŋ b a						
1343-2		b i i n a ŋ						
1361-2		j e n a ŋ						
1370-2		n a k a						
1388-2		m a n a a						
1397-2		tʰ u r						
1406-2		tʃ o ŋ						
1424-2		g a ɾ a ŋ						
1433-2		ʃ u g u						
1442-2		l a m						
1451-2		b a i a m						
1468-2		pʰ a k p a						
1477-2		ŋ a ŋ a						
1502-2		ŋ a m tʰ u						
1511-2		m u						
1529-2		tʃʰ a l u						
1538-2		s u l u						
1557-2		tʃ o i						
1618-2		i ŋ tʃ a						
1663-2		g u m						
1689-2		ŋ o ŋ						
1698-2		kʰ u ŋ kʰ						
1707-2		m o ŋ n a ŋ						
1716-2		ŋ a m						
1742-2		m u g u						
1751-2		b u tʃ i						
1778-2		g a						
1787-2		tʃʰ u r tʃ u						
1823-2		l e m						
1832-2		k a r m a						
1842-2		l u ŋ						
1860-2		ŋ a m						
1869-2		ʃ u						
1888-2		ʃ a m						
1897-2		s e n  e						
1932-2		ɾ i n a ŋ						
1950-2		g u						
1968-2		t o ŋ kʰ a						
1978-2		k u						
1987-2		s a m						
2015-2		ŋ a m a u						
2118-2		m o ŋ ʃ o ŋ  o						
2238-2		ŋ a ŋ tʃ u						
2507-2		tʰ i n u ŋ						
2526-2		l e n						
2535-2		ʃ a						
2544-2		ʃ i ŋ						
2560-2		s o ŋ n						
2569-2		kʰ e i u						
2578-2		n i tʃ i ŋ						
2596-2		d̪ u ŋ						
2615-2		ɾ i						
2663-2		g i tʃ i						
2690-2		s i						
2719-2		ɾ i						
2728-2		k o tʃ u ŋ						
2747-2		ɲ i ŋ						
2756-2		s e ɾ tʃ u						
2774-2		b o ɲ i ŋ						
19-2		n a ʃ i						
28-2		n a ʃ i						
89-2		g a ŋ p u						
107-2		d̪ i m i n						
145-2		d̪ u k p u						
190-2		p u tʃ i						
229-2		kʰ a						
257-2		tʰ a ŋ a						
338-2		b r u ŋ						
436-2		g u						
483-2		l a						
571-2		g e l e n						
699-2		d̪ o ŋ						
845-2		ɾ o k p						
971-2		tʃ i p ʃ						
1161-2		a m						
1180-2		ʃ a						
1235-2		n a m n						
1280-2		dʒ i ŋ tʃ a ŋ						
1307-2		k e p ʃ u						
1352-2		g u						
1379-2		s i						
1415-2		ɾ a						
1636-2		b e tʃ u						
1654-2		l i						
1680-2		kʰ a n a a						
1725-2		tʃ a i ʃ e n  z						
2127-2		dʒ a m						
2181-2		d̪ i l  i i						
2366-2		j a k p u						
2672-2		b a g a						
2681-2		b a l a ŋ b a ŋ						
55-2		d̪ a ʃ i						
80-2		tʰ u ŋ						
116-2		tʰ u						
154-2		ʃ i						
181-2		n i g u m z u						
210-2		g o i						
267-2		dʒ i						
319-2		pʰ o ŋ a a n						
389-2		g o g a						
453-2		tʃ a ŋ						
508-2		ŋ a m						
563-2		s a ŋ b u						
764-2		g a ɾ a ŋ b a						
819-2		g a m b a						
918-2		j a ŋ l u						
1244-2		k ɾ						
1460-2		s o ŋ						
1487-2		dʒ o k tʃ a ŋ						
1521-2		tʃʰ u						
2033-2		g o k p u						
2209-2		b i						
2256-2		pʰ u						
2517-2		ŋ a m tʃ a						
2654-2		b o ŋ						
2737-2		ɲ i						
329-2		tʃ a n tʃ u n a n						
464-2		t o						
581-2		d̪ u i						
591-2		n e p a ŋ						
627-2		g a ɾ a ŋ						
655-2		s a tʃ i						
873-2		pʰ u ŋ b u						
909-2		pʰ e l u						
990-2		tʃ o						
1013-2		g e p a ŋ						
1133-2		j u						
1584-2		g a ɾ i						
10-3			dʒ a ŋ					
37-3			n a n					
46-3			n a n					
98-3			kʰ a ŋ p e ŋ a					
125-3			b i ŋ a ŋ					
162-3			l e n l e					
171-3			o m ʃ a					
219-3			tʰ a ŋ p u					
247-3			tʃʰ a ŋ tʃ a ŋ					
282-3			l u ŋ t̪ u					
292-3			kʰ a ŋ					
301-3			l i					
354-3			m u m b a					
363-3			n a m b u a					
397-3			g a m d̪ i					
406-3			kʰ a m					
426-3			m ă k p a					
473-3			pʰ i n a a					
499-3			z a m i z					
526-3			g a					
544-3			kʰ u					
553-3			k o ŋ a ŋ					
599-3			k o					
608-3			b a n u a					
617-3			j a n					
645-3			b n a					
663-3			s o ŋ p u					
672-3			tʰ o ŋ p a					
681-3			ŋ i r i					
690-3			m i ŋ					
708-3			tʰ a ŋ i ŋ					
717-3			dʒ o k p u					
726-3			s i					
744-3			b ŋ a					
782-3			m i					
791-3			ŋ a					
800-3			ŋ a					
809-3			m o m d̪ a ŋ					
836-3			b o i t̪					
881-3			l a m					
890-3			r a w a					
899-3			s e r pʰ					
926-3			tʃʰ a m					
944-3			g a ɾ a ŋ					
953-3			ʃ a a m a					
980-3			tʃʰ a ɾ a					
998-3			pʰ a n					
1022-3			dʒ a tʰ u					
1031-3			b i n a ŋ					
1069-3			tʃ o ŋ o ŋ					
1079-3			ʃ a l a a					
1098-3			j a ŋ b u					
1117-3			tʃ u ŋ					
1141-3			ɾ i ŋ a u					
1189-3			m a n					
1198-3			n u					
1208-3			z a l a					
1217-3			l a ŋ i					
1253-3			b m a					
1271-3			n o ŋ ŋ					
1289-3			m i ŋ					
1316-3			ŋ a ŋ					
1325-3			kʰ a m					
1334-3			s i ŋ b a					
1343-3			b i ŋ n a					
1361-3			j a n a ŋ					
1370-3			n a k p					
1388-3			m a n a a					
1397-3			tʰ u r					
1406-3			tʃ o ŋ					
1424-3			g a ɾ a ŋ					
1433-3			ʃ u ŋ u					
1442-3			l a m					
1451-3			b a ŋ a m					
1468-3			pʰ a k p a					
1477-3			ŋ a ŋ					
1502-3			ŋ a m l u					
1511-3			m u ɾ i ŋ d̪ u ŋ					
1529-3			tʃ a l a					
1538-3			s u ŋ u					
1557-3			tʃ o i a					
1618-3			i ŋ tʃ a					
1663-3			z u m					
1689-3			ŋ o ŋ					
1698-3			kʰ u ŋ					
1707-3			m o ŋ p a ŋ					
1716-3			ŋ a m					
1742-3			m u ŋ l					
1751-3			b u ʃ i l a					
1778-3			z a					
1787-3			tʃʰ u r p u					
1823-3			l e m l					
1832-3			k a r a l					
1842-3			l u ŋ					
1860-3			ŋ a m					
1869-3			ʃ u ɾ u a					
1888-3			ʃ a m pʰ a					
1897-3			s e u					
1932-3			ɾ i n a ŋ					
1950-3			z u					
1968-3			tʰ o ŋ p a					
1978-3			k u u u k					
1987-3			s a ŋ					
2015-3			ŋ a m l p					
2118-3			m o ŋ p e					
2238-3			ŋ a ŋ a a					
2507-3			tʰ i z u ŋ					
2526-3			l e					
2535-3			ʃ a a					
2544-3			ʃ i ŋ					
2560-3			s o ŋ p a ŋ i ŋ					
2569-3			kʰ a n u					
2578-3			n i tʃ i ŋ					
2596-3			d̪ u ŋ					
2615-3			ɾ i					
2663-3			g i n i					
2690-3			s i					
2719-3			ɾ i n i					
2728-3			k o tʃ u ŋ					
2747-3			ŋ i ŋ					
2756-3			s e r b u					
2774-3			b o ŋ i ŋ					
89-3			k a ŋ p u					
107-3			d̪ i m i n					
145-3			d̪ u k u					
190-3			b u ŋ i					
229-3			kʰ a					
257-3			tʰ a ŋ a					
436-3			z u ŋ u					
483-3			tʃʰ a					
535-3			s o					
699-3			d̪ o ŋ p a					
845-3			ɾ o k p					
971-3			tʃ i ŋ u					
1049-3			b u					
1161-3			b m					
1180-3			ʃ a a					
1226-3			l a ŋ i					
1235-3			n a m d̪ a ŋ					
1280-3			dʒ i ŋ tʃ a					
1307-3			k a w o a					
1352-3			g u					
1379-3			s i					
1415-3			ɾ a					
1636-3			b i tʃ a					
1654-3			l i					
1725-3			tʃ a ŋ a e					
2127-3			dʒ a m l u					
2181-3			d̪ i l  l					
2366-3			j a k a k p a					
2672-3			b a g a					
2681-3			b a l a ŋ					
116-3			tʰ u ŋ o l					
154-3			ʃ i					
181-3			n i z u					
210-3			b o					
267-3			dʒ i					
389-3			g o g a					
563-3			s a ŋ b o					
637-3			b u					
764-3			g a ɾ a ŋ					
819-3			z a m b o					
827-3			b i					
918-3			j a ŋ p a					
1244-3			k o ŋ a					
1487-3			dʒ o k j a					
1521-3			tʃʰ u					
1734-3			z i m b o					
2033-3			k o k p o					
2172-3			b i l o					
2209-3			b i ŋ i ŋ					
2256-3			pʰ u ŋ o					
2517-3			ŋ a m tʃ a					
2654-3			b o ŋ					
2737-3			ŋ i z i					
329-3			tʃ a n					
415-3			kʰ a					
464-3			tʰ o					
493-3			ɾ i					
581-3			d̪ u					
591-3			n a					
627-3			pʰ a					
655-3			s a					
873-3			pʰ u ŋ b o					
909-3			pʰ o l o					
1150-3			s o ŋ					
10-4				s a ŋ				
37-4				n a n				
46-4				n a n				
98-4				kʰ a ŋ tʃ a ŋ a m				
125-4				b i ŋ p e				
162-4				l e i p				
171-4				o o t a				
219-4				t a ŋ p u				
247-4				tʃʰ a ŋ l u ŋ               a   u u a u				
282-4				l u ʃ p u				
292-4				kʰ a ŋ				
301-4				l i				
354-4				m u m b a m a				
363-4				n a m b u				
397-4				g a m				
406-4				kʰ a m				
426-4				m a tʃʰ p u				
473-4				pʰ i n a ŋ				
499-4				z a m				
526-4				g a ŋ a				
544-4				kʰ u				
553-4				g o t a ŋ				
599-4				g o i a m				
608-4				b a n tʃʰ u				
617-4				j e n				
645-4				a n a				
663-4				s o ŋ p u				
672-4				t o ŋ p u				
681-4				ɲ i g i				
690-4				m i ŋ				
708-4				tʰ a ŋ i ŋ n a				
717-4				s o k p u				
726-4				s i				
744-4				a p a				
782-4				m i				
791-4				ŋ a				
800-4				ŋ a				
809-4				m o m				
836-4				p u i				
881-4				l a m				
890-4				pʰ a ŋ a				
899-4				s e r				
926-4				tʃʰ a m				
944-4				g a z a ŋ				
953-4				ʃ a ŋ a ŋ				
980-4				d a ŋ u				
998-4				pʰ ă i				
1022-4				g a m u				
1031-4				b i n a ŋ n a				
1069-4				tʃ o ŋ p o m i m				
1079-4				tʰ a ŋ a				
1098-4				j a ŋ b u				
1117-4				tʃ u n				
1141-4				pʰ i ŋ tʃʰ u				
1189-4				m a n				
1198-4				n u				
1208-4				z a l a				
1217-4				l a n tʃʰ				
1253-4				a m a				
1271-4				n o n ŋ n				
1289-4				m i ŋ				
1316-4				ŋ a ŋ				
1325-4				kʰ a m				
1334-4				s i ŋ b				
1343-4				b u n tʃʰ ŋ n				
1361-4				j a n a ŋ				
1370-4				n a ŋ u				
1388-4				m a n tʃʰ				
1397-4				tʰ u r				
1406-4				tʃ o ŋ				
1424-4				g a z a ŋ n a ŋ a				
1433-4				ʃ u r tʃʰ				
1442-4				l a m				
1451-4				b a ŋ a m				
1468-4				pʰ a g p u				
1477-4				ŋ a s				
1502-4				ŋ a m				
1511-4				m u r o				
1529-4				tʃʰ a l u				
1538-4				s u l u				
1557-4				tʃ o m p o				
1618-4				i ɲ u a				
1663-4				z u m				
1689-4				ŋ o ŋ				
1698-4				kʰ u ŋ				
1707-4				m o ŋ n tʃʰ ŋ				
1716-4				ŋ a m				
1742-4				m u r tʃʰ				
1751-4				b u r i				
1778-4				z a				
1787-4				tʃʰ u r p u				
1823-4				l e m				
1832-4				g a r				
1842-4				l u ŋ				
1860-4				ŋ a m				
1869-4				ʃ u p tʃʰ o ŋ				
1888-4				ʃ a m p u				
1897-4				s e				
1932-4				pʰ i n a ŋ n				
1950-4				z u				
1968-4				t o ŋ p a				
1978-4				g u r p u				
1987-4				s a m				
2015-4				ŋ a m a a m				
2118-4				m o ŋ p o				
2238-4				ŋ a b b a				
2507-4				tʰ ĭ n tʃʰ n				
2526-4				l e				
2535-4				tʰ a				
2544-4				i i ŋ				
2560-4				s o ŋ n tʃʰ				
2569-4				kʰ a m				
2578-4				n ĭ tʃ i ŋ				
2596-4				d u ŋ				
2615-4				pʰ i				
2663-4				g i t i				
2690-4				s i				
2719-4				pʰ i ŋ i				
2728-4				g o tʃ a				
2747-4				ɲ i ŋ				
2756-4				s e r b a				
2774-4				b o n i ŋ				
19-4				n a ŋ				
28-4				n a ŋ				
89-4				g a ŋ p u				
145-4				d u r p u				
229-4				kʰ a				
257-4				tʰ a ŋ a				
338-4				b a u b				
436-4				z u r u				
535-4				s o s o				
571-4				g ă l e e tʃʰ tʃʰ g				
699-4				d o ŋ p u				
971-4				tʃ i p p u				
1049-4				b u				
1180-4				tʰ a				
1226-4				l a ŋ tʃʰ				
1307-4				t e p tʃʰ a				
1352-4				g o				
1379-4				s i				
1636-4				b a tʃ a				
1654-4				l i				
1680-4				kʰ a n tʃʰ a				
1725-4				tʃ a p a a				
2672-4				b a g tʃʰ				
55-4				$				
80-4				tʰ u ŋ				
116-4				tʰ u l u				
210-4				g o i				
453-4				tʃ a ŋ p u				
637-4				a u				
754-4				tʃ a				
764-4				g a z a ŋ				
827-4				b i				
1244-4				g u				
1460-4				s o ŋ				
1734-4				z i m				
2033-4				g o k p a m				
2209-4				b i				
2517-4				ŋ a m				
2654-4				b o ŋ				
493-4				$				
1133-4				j u				
10-5					dʒ a ŋ			
37-5					n a n			
46-5					n a n			
98-5					kʰ a ŋ tʃ i			
125-5					b e ŋ a a			
162-5					l e i tʰ a			
171-5					o m m a			
219-5					t a ŋ p u			
247-5					tʃʰ a ŋ l o			
282-5					l u s p u			
292-5					kʰ a ŋ			
301-5					l i			
354-5					m u m b a kʰ			
363-5					n a m b u			
397-5					g a m d̪ i			
406-5					kʰ a m			
426-5					m u k p a			
473-5					pʰ i n a ŋ			
499-5					z a m d̪ n			
526-5					g a ʃ a			
544-5					kʰ u			
553-5					k o t kʰ ŋ			
599-5					g o ŋ tʰ u			
608-5					b a n			
617-5					j e n			
645-5					a n a			
663-5					s o ŋ tʰ u ŋ			
672-5					t o ŋ p a			
681-5					ɲ i r i			
690-5					m i ŋ			
708-5					tʰ u ŋ i ŋ			
717-5					dʒ o k p o			
726-5					s i			
744-5					a p a			
782-5					m i			
791-5					ŋ a			
800-5					ŋ a			
809-5					m o m n			
836-5					p u i			
881-5					l a m			
890-5					ɾ a kʰ a			
899-5					s e r			
926-5					tʃ a m			
944-5					g a ɾ a ŋ			
953-5					ʃ a ɾ a ŋ			
980-5					a a ɾ u ŋ			
998-5					pʰ e i			
1022-5					dʒ a ŋ u			
1031-5					b i n a ŋ kʰ  a			
1069-5					tʃ o ŋ a ŋ			
1079-5					ʃ a ŋ a			
1098-5					j a ŋ b u			
1117-5					tʃ u n			
1141-5					ɾ i ŋ b u			
1189-5					m a n			
1198-5					n u			
1208-5					z a l a			
1217-5					l a n i			
1253-5					a m a			
1271-5					n o k a ŋ			
1289-5					m i ŋ			
1316-5					ŋ a ŋ			
1325-5					kʰ a m			
1334-5					s i ŋ b a			
1343-5					b u n kʰ			
1361-5					j e n a ŋ			
1370-5					n a kʰ u			
1388-5					m a n			
1397-5					tʰ u r			
1406-5					tʃ o ŋ			
1424-5					g a ɾ a ŋ p a n			
1433-5					ʃ u g u			
1442-5					l a m			
1451-5					b a kʰ a m			
1468-5					pʰ a k p a			
1477-5					ŋ a ŋ			
1502-5					ŋ a m b u			
1511-5					m u r a a ŋ			
1529-5					tʃ a l u			
1538-5					s u l u			
1557-5					tʃ o i kʰ i ŋ			
1618-5					i ŋ			
1663-5					z u m			
1689-5					ŋ o ŋ			
1698-5					kʰ u ŋ			
1707-5					m o ŋ n a ŋ			
1716-5					ŋ a m			
1742-5					m u g u			
1751-5					b u ʃ i l o			
1778-5					z a			
1787-5					tʃʰ u r p u			
1823-5					l e m			
1832-5					k a r kʰ a			
1842-5					l u ŋ			
1860-5					ŋ a m			
1869-5					ʃ u p kʰ a ŋ			
1888-5					ʃ a m b i			
1897-5					s e			
1932-5					ɾ i n a ŋ			
1950-5					z u			
1968-5					t o ŋ t ə ŋ  a			
1978-5					k u t kʰ a			
1987-5					s a m			
2015-5					ŋ a m kʰ ə n			
2118-5					m o ŋ tʃ o			
2238-5					ŋ a r kʰ n			
2507-5					tʰ u n			
2526-5					l e			
2535-5					ʃ a			
2544-5					ʃ i ŋ			
2560-5					s o ŋ n			
2569-5					kʰ e i u			
2578-5					n i tʃ i ŋ			
2596-5					d u ŋ			
2615-5					ɾ i			
2663-5					g i t i			
2690-5					s i			
2719-5					ɾ i r i			
2728-5					k o k u ŋ			
2747-5					ɲ i ŋ			
2756-5					s e r a			
2774-5					b o ŋ i ŋ			
19-5					n a ʃ i a			
28-5					n a ʃ i a			
89-5					g a ŋ p o			
107-5					g i m d̪ n			
145-5					g u r p u			
190-5					p u tʃ i			
229-5					kʰ a			
257-5					tʰ u ŋ a			
338-5					b o u ŋ			
436-5					z u l u			
483-5					d a			
535-5					s o k o			
571-5					g e l e n			
699-5					g o ŋ p a			
845-5					ɾ o k			
971-5					tʃ i p kʰ o			
1049-5					b u			
1161-5					a m			
1180-5					ʃ a			
1226-5					l a ŋ i			
1235-5					n a m n			
1280-5					dʒ i ŋ			
1307-5					t e p k a			
1352-5					g u			
1379-5					s i			
1415-5					ɾ a			
1654-5					l i			
1680-5					kʰ a n			
2127-5					dʒ a m kʰ ə n			
2181-5					d i			
2366-5					j a k e n			
2672-5					b a m a			
2681-5					b a l u ŋ			
80-5					tʰ u ŋ			
154-5					ʃ i			
181-5					n i j u			
210-5					g o i			
267-5					dʒ i			
319-5					pʰ o t kʰ a n			
389-5					g o k a			
453-5					tʃ a ŋ p o			
508-5					ŋ a m			
563-5					s a ŋ b o			
637-5					a u			
754-5					a o ŋ u			
819-5					z a m b a			
827-5					pʰ i			
918-5					j a ŋ l o			
1244-5					t u o ŋ tʃ o			
1460-5					s o ŋ			
1487-5					dʒ o k			
1521-5					tʃʰ u			
1734-5					z i m b o			
2033-5					g o k p o			
2172-5					b i			
2209-5					b o t i ŋ			
2256-5					pʰ u ə n			
2517-5					ŋ a m			
2654-5					b o ŋ			
2737-5					ŋ i ŋ a			
329-5					tʃ a n			
415-5					kʰ a m			
464-5					t o			
493-5					ɾ i r			
581-5					g u			
591-5					n e n a ŋ			
627-5					g a ɾ a ŋ			
655-5					s a tʃ i			
873-5					pʰ u ŋ b e n			
909-5					pʰ e l u			
990-5					tʃ o			
1013-5					g e k a ŋ			
1133-5					j u			
1150-5					s o ŋ			
1584-5					g a ɾ i			
10-6						tʃ a ŋ		
37-6						n a n		
46-6						n a n		
98-6						kʰ a ŋ tʃ a		
125-6						b e ŋ a ŋ b a		
162-6						l e i i		
171-6						ʔ m ʃ a n		
219-6						t a ŋ k u		
247-6						tʃʰ a ŋ l u		
282-6						l u		
292-6						kʰ a ŋ		
301-6						l i		
354-6						m u m b a t̪ z		
363-6						n a m b u		
397-6						g a m tʰ a		
406-6						kʰ a u		
426-6						m a k p a		
473-6						pʰ i n a ŋ		
499-6						z a m i a		
526-6						g a ʃ a n		
544-6						kʰ u		
553-6						k o t o ŋ		
599-6						g o i k e m		
608-6						b a n a u		
617-6						j e n		
645-6						a n a		
663-6						s o ŋ kʰ u		
672-6						t o ŋ k a		
681-6						j i ɾ i		
690-6						m i ŋ		
708-6						tʰ a r i a b tʰ o		
717-6						tʃ o k p u		
726-6						s i		
744-6						a a a		
782-6						m i		
791-6						ŋ a		
800-6						ŋ a		
809-6						m o m tʃ a ŋ		
836-6						b a i		
881-6						l a m tʃ		
890-6						r a w a		
899-6						s e ɾ		
926-6						tʃ a m tʃ		
944-6						g a ɾ a ŋ		
953-6						ʃ a ɾ a n		
980-6						w a ɾ o ŋ		
998-6						pʰ e m		
1022-6						tʃ a u u u		
1031-6						b i n a ŋ b u		
1069-6						tʃ o ŋ a ŋ		
1079-6						ʃ a w a n		
1098-6						j a ŋ b u		
1117-6						tʃ u		
1141-6						ɾ i ŋ b u		
1189-6						m a n		
1198-6						n u		
1208-6						z a l a n  z		
1217-6						l a n i		
1253-6						a m a		
1271-6						n o a a ŋ		
1289-6						m i ŋ		
1316-6						ŋ a ŋ		
1325-6						kʰ a m		
1334-6						s i ŋ b a		
1343-6						b i i n a		
1361-6						j e n a ŋ		
1370-6						n a k u ŋ		
1388-6						m a n a a		
1397-6						tʰ u r		
1406-6						tʃ o ŋ		
1424-6						g a ɾ a ŋ b a		
1433-6						ʃ u g u		
1442-6						l a m tʃ		
1451-6						b a m a n b		
1468-6						pʰ a k p a		
1477-6						ŋ a s		
1502-6						ŋ a m tʃ u		
1511-6						m u d̪ j j b b ŋ		
1529-6						tʃ a l u		
1538-6						s u l u		
1557-6						tʃ o i k u ŋ		
1618-6						ŋ n tʃ a		
1663-6						z u m tʃ		
1689-6						ŋ o i		
1698-6						kʰ u ŋ		
1707-6						m o ŋ kʰ a ŋ		
1716-6						ŋ a m tʃ		
1742-6						m u g u		
1751-6						b u a i		
1778-6						z a		
1787-6						tʃ u r tʃ u		
1823-6						l e m b		
1832-6						k a r tʃ a		
1842-6						l u ŋ		
1860-6						ŋ a m tʃ		
1869-6						ʃ u p u a ŋ		
1888-6						ʃ a m p a		
1897-6						s e		
1932-6						ɾ i n a ŋ		
1950-6						z u		
1968-6						t o ŋ k a		
1978-6						k u t̪ u a		
1987-6						s a m		
2015-6						ŋ a m k a		
