COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
163-4				u p e n						
52-5					t e t e ʔ					
56-5					o m					
96-5					t r a j i s i					
99-5					t r a j i n a n					
114-5					t o k i s i					
115-5					j y s i					
133-5					t r a p a s i					
144-5					t r a w r i m a s i					
150-5					k a w					
234-5					k o m					
236-5					p a k i n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					m o ʔ					
65-5					i w i ʔ					
74-5					p a n a ʔ					
93-5					t o p a r a s i					
95-5					w i k i					
106-5					t e n e s i					
119-5					j a t i s i					
128-5					f o k i					
147-5					t i m i					
239-5					n a m a k a n					
266-5					i r i m					
3-5					w o r i k i					
4-5					w a r i ʔ					
51-5					y w e ʔ					
55-5					f o m					
97-5					f o m i j a m a n					
109-5					i p i k i s i					
149-5					t o k					
160-5					k i r i k					
163-5					i p i n					
52-6						t e t e m a tʃ e				
56-6						u m i				
96-6						t a i t a t a tʃ i				
99-6						t u n a tʃ i				
114-6						t u k i tʃ i				
115-6						t u i t a t a tʃ i				
133-6						t a p a t a tʃ i				
144-6						t a i t a w a tʃ i				
150-6						k a w				
234-6						k u m				
236-6						p a k i n a tʃ i				
241-6						w a n				
249-6						i tʃ e				
1-6						w a t a				
2-6						w a m				
65-6						i w i				
74-6						p a n a				
93-6						t u p a r a tʃ i				
95-6						w i k i w a tʃ i				
106-6						t u n a tʃ i				
119-6						t a i t a t a tʃ i				
128-6						a p u k i tʃ i				
147-6						t e k e m i tʃ e				
231-6						p a n a w a				
232-6						u p a p u				
239-6						n a m a k a				
266-6						tʃ i m i tʃ i				
3-6						w a g a r a g a t a n				
4-6						w a i				
55-6						k i h u m				
97-6						t u h u m a tʃ i				
109-6						a p u i tʃ i				
160-6						t a k i r a k a tʃ i				
52-7							t a			
56-7							h u m i			
96-7							t r a j i d n			
99-7							t r a j a d n			
114-7							t u k a z i			
115-7							v u r i t i d n			
133-7							t a p a t a d n			
144-7							t r a w a s i			
150-7							k a w			
234-7							k u m			
236-7							p a k i n			
241-7							a w i n			
249-7							i ʃ i ʔ			
1-7							a t a			
2-7							v i h u b			
65-7							i h u n i			
74-7							p a n a			
93-7							t u p a t a d n			
95-7							v i t i			
106-7							t u n a s i d n			
119-7							v i t i			
128-7							p u k i n i ʃ i			
147-7							t o s i p a			
231-7							p a n a o			
232-7							p i j e u			
266-7							p a t i m a			
3-7							k u r a d n			
4-7							v a t i			
51-7							i w i ʔ			
55-7							i h u m			
97-7							a h u m a j			
109-7							u p a s i			
121-7							k a p a k a			
149-7							t u k a			
160-7							k i t i k a n			
163-7							u p a d			
52-8								t e t e		
56-8								o m i		
96-8								t r a i s i		
99-8								t r a k o n		
114-8								t u k i s i		
115-8								i r u i s i		
133-8								t r a p a s i		
144-8								t r a i s i		
150-8								k a w		
234-8								k u m		
236-8								p a k i n		
241-8								a w i n		
249-8								i s e		
1-8								w a t a		
2-8								m u r a b		
65-8								i w i h		
74-8								p a n a ʔ		
93-8								t u p r a s i		
95-8								w i k i		
119-8								j a t i s i		
231-8								p a n a u		
232-8								p i u p a u		
239-8								n a m a k a n		
3-8								w a r a k o n		
4-8								w a t r a m		
51-8								i w e		
55-8								h u h u n		
109-8								i p i s i		
121-8								k a p a k a s i		
149-8								t u k		
163-8								u p i n		
52-9									t i t	
56-9									o m i	
96-9									t a r a ʃ i ʔ	
99-9									a r a k a n	
114-9									t o k i ʃ i ʔ	
115-9									i r i m	
133-9									t a p a r a ʃ i ʔ	
144-9									t a r a w a ʃ i ʔ	
150-9									k a w	
234-9									k u m	
236-9									p a k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w a m	
65-9									i w i h	
74-9									p a n a ʔ	
93-9									t o p a r a ʃ i ʔ	
95-9									k i w	
106-9									t i n i ʃ i ʔ	
119-9									j a t i ʃ i ʔ	
128-9									h o k i n a ʃ i ʔ	
147-9									t a m i j e k i n	
231-9									p a n a w a o	
232-9									p i j i k o	
239-9									n a m a k a n	
266-9									i p i m	
3-9									w a r a k o n	
4-9									w a r a h u r a m a	
51-9									i w i	
55-9									h u m	
97-9									m a h o r e m	
109-9									i p a k i ʃ i ʔ	
121-9									k a p a k a ʃ i ʔ	
149-9									t o k	
160-9									k i r i k	
163-9									i p i n	
52-10										t e ʔ
56-10										m i ʔ
96-10										t a r a j i tʃ i ʔ
99-10										t y r y k o n
114-10										t o k i tʃ i ʔ
115-10										t y r y tʃ i ʔ
133-10										t o p a r a tʃ i ʔ
144-10										t a r a w a tʃ i ʔ
150-10										k a w
234-10										k o m
236-10										p a k i n ʔ
241-10										w i n ʔ
249-10										tʃ e ʔ
1-10										w a j a
2-10										m i ʔ
65-10										w i h w
74-10										p a n a
93-10										t o p a r a tʃ i ʔ
95-10										w i k i tʃ i ʔ
106-10										t y m i tʃ i ʔ
119-10										j a tʃ i tʃ i ʔ
128-10										h o k i tʃ i ʔ
147-10										tʃ i m i tʃ i ʔ
231-10										p a n a o
232-10										p i j o
239-10										n a m a k a n
266-10										tʃ i m
3-10										t y k y
4-10										w a r a j i
51-10										w e ʔ
55-10										h w e m ʔ
97-10										t o h u m a tʃ i ʔ
121-10										k a p a k a tʃ i ʔ
149-10										t o k
160-10										k i r i k
163-10										p e n ʔ
