COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
109-7							u p a i s i			
121-7							w a p a k a			
149-7							t u k			
160-7							k i r i k			
163-7							i p i d			
167-7							a			
207-7							m i			
259-7							t o a			
66-7							k a r a k o n			
125-7							k a t i m a			
135-7							t i k i z i m			
142-7							a r a m a			
145-7							k i t a r i			
148-7							t a w a r a			
162-7							i n j			
166-7							i m i ʔ			
179-7							t a k			
201-7							p e			
21-7							t a d a			
24-7							w a r a k a d n			
52-8								t e t e		
56-8								u m e		
96-8								t a s a b		
99-8								t r e k o n		
114-8								t u k i s i		
115-8								y v y s y		
133-8								t i b a r a s i		
144-8								t a v a s i		
150-8								k a w		
234-8								k u m		
236-8								p i k i n		
241-8								a w i n		
249-8								i s e		
1-8								w a t a		
2-8								y h u m		
65-8								i h y		
74-8								p a n a		
93-8								t u p a r a s i		
95-8								y v y k y		
119-8								y v y t y s y		
231-8								p a n a w o		
232-8								m i b u		
239-8								w a m a k a		
3-8								y r u k o n		
4-8								y v a t a		
51-8								y v e		
55-8								h u m		
109-8								u p a s i		
121-8								k a b a k a s i		
149-8								t u k		
163-8								u p e n		
167-8								p a		
259-8								t u w a		
66-8								k a r a k a w		
112-8								t a s a b		
116-8								t u p a k a s i		
125-8								k a t a m a s i		
145-8								k a t a t a s i		
52-9									t i t	
56-9									m i	
96-9									t a ʃ i ʔ	
99-9									i r a k o n	
114-9									t o k i ʔ	
115-9									i t a r i m	
133-9									t i p a r a ʃ i ʔ	
144-9									w a r a w a ʃ i ʔ	
150-9									k a w	
234-9									k u m	
236-9									p i k i n	
241-9									n w i n	
249-9									i ʃ i ʔ	
1-9									w a t a ʔ	
2-9									u h u n	
65-9									i w i h	
74-9									p a n a ʔ	
93-9									t o p a r a ʃ i ʔ	
95-9									w i k i	
106-9									t i m a r i ʔ	
119-9									w i t a ʃ i ʔ	
128-9									h u k i ʔ	
147-9									t i m	
231-9									p a n a w u	
232-9									w i j i k o	
239-9									n a m a k a n	
266-9									i h i m	
3-9									w a r a k o n	
4-9									w a t i h u	
51-9									u w e	
55-9									h u m a	
97-9									m a r a h u m	
109-9									u p a w	
121-9									k a p a k a ʃ i ʔ	
149-9									t o k	
160-9									k i r i k	
163-9									i p i n	
167-9									t a ʔ	
207-9									m i	
259-9									t o w a	
66-9									k a r a k a w	
112-9									t a r a m a ʃ i ʔ	
116-9									t o p a k a ʃ i ʔ	
125-9									k a w a m a ʃ i ʔ	
134-9									n i p a t i ʔ	
135-9									t u k i m a ʃ i ʔ	
142-9									w a r a m a ʃ i ʔ	
145-9									k a r a ʃ i ʔ	
148-9									t a w a r a ʃ i ʔ	
162-9									i n a ʔ	
166-9									i m i	
179-9									t a	
201-9									p i	
21-9									t a w a h u	
24-9									w a r a k a n	
52-10										t e ʔ
56-10										m i
96-10										t a tʃ i ʔ
99-10										t o k o n
114-10										t o k i tʃ i ʔ
115-10										tʃ i tʃ i ʔ
133-10										p a tʃ i ʔ
144-10										t o w a tʃ i ʔ
150-10										k a w ʔ
234-10										k o m
236-10										p i k i n a ɲ
241-10										a w i
249-10										tʃ e ʔ
1-10										w a j a
2-10										w i h u ʔ
65-10										i w i h
74-10										p a n a ʔ
93-10										t o p a r a tʃ i ʔ
95-10										w i k i tʃ i
106-10										tʃ i m i ʔ
119-10										tʃ i tʃ i ʔ
128-10										h ø k i tʃ i ʔ
147-10										tʃ i k i ʔ
231-10										p a n a w a
232-10										w i j i
239-10										n a m a k a ʔ
266-10										tʃ i m
3-10										w e r e k o n
4-10										w i h u
51-10										w e ʔ
55-10										h w i m ʔ
97-10										h w i j i m a ʔ
121-10										k a p a tʃ i ʔ
149-10										t o k
160-10										k i r i k
163-10										p i n ʔ
167-10										p a ʔ
207-10										m i
259-10										t o w a
112-10										t a tʃ i ʔ
116-10										p a k a tʃ i ʔ
125-10										k a tʃ i m a tʃ i ʔ
134-10										n a p a tʃ i ʔ
139-10										m i tʃ i ʔ
142-10										t a r a m a tʃ i ʔ
145-10										k a r a tʃ i ʔ
148-10										tʃ a w a r a tʃ i ʔ
162-10										n i n
166-10										m i
179-10										t a k
201-10										p i
24-10										k a r a m a ʔ
