COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
146-5					k i m a s i ʔ					
151-5					k i w					
154-5					w y					
192-5					t o t					
197-5					t e r e m i					
205-5					p a k					
235-5					s o w i					
237-5					m a j a m a j					
250-5					w o r i p e k o					
251-5					w o n a					
267-5					t o w					
271-5					s i n					
284-5					w i t					
285-5					w i r a w i					
39-5					m a r a m a r a m					
42-5					t i r a m a r a m					
44-5					w i j a m a n					
75-5					o p i j					
79-5					t a n					
94-5					w i k e r i					
104-5					k i k i r y n					
122-5					p i s i k o r i					
153-5					s a k					
157-5					t a s a m					
174-5					p i r y					
177-5					t o ʔ					
270-5					k a w a t i ʔ					
52-6						tʃ i t i				
56-6						k i m a				
96-6						t a r a k i				
99-6						t i r i k o n				
114-6						t i k i tʃ i				
115-6						t i r i tʃ i				
133-6						tʃ i r i p a r a				
144-6						w i r a k u				
150-6						k a w				
234-6						k u m				
236-6						p a k i tʃ i				
241-6						n a w i				
249-6						i tʃ i				
1-6						w a t a				
2-6						w i h u m				
65-6						i w i				
74-6						p a k a tʃ a				
93-6						t i p a r i				
95-6						w i k i tʃ i				
106-6						t i k i tʃ i				
119-6						w i t i tʃ i				
128-6						h u k i tʃ i				
147-6						tʃ i m i tʃ i				
231-6						p a n a w				
232-6						p i tʃ i				
239-6						n a m a k a n				
266-6						t i m i				
3-6						w i r i k o k o				
4-6						w a r a				
55-6						h i h u m				
97-6						w a h u m a				
109-6						p i tʃ i r i				
160-6						t i r i k o				
207-6						m i k i ʔ				
112-6						t a r a k a tʃ i				
116-6						t i j i p a tʃ i				
125-6						k a tʃ i m a tʃ i				
134-6						n a p a tʃ i				
135-6						t i m i tʃ i				
139-6						w i k i tʃ i				
201-6						p u i				
21-6						t a k i tʃ a				
24-6						t i k i tʃ i				
57-6						t i k u w a				
131-6						t i k i tʃ i				
227-6						w a p i t i				
267-6						tʃ i w a				
132-6						m i tʃ i				
240-6						t i m a k				
52-7							z i z			
56-7							m i			
96-7							z a r a p			
99-7							i r a k o n			
114-7							z i k i n i			
115-7							w i r i			
133-7							z i p a r i p a			
144-7							w a r a k o r a			
150-7							k a w			
234-7							k u m			
236-7							p a k o n			
241-7							n a w i n			
249-7							i ʃ i			
1-7							w a z a			
2-7							w i r a m			
65-7							i w i			
74-7							p a n a			
93-7							z i p a r i			
95-7							w i k i r i			
106-7							z i k i n i			
119-7							z i j a z i			
128-7							p i k i r i			
147-7							z i k i n i			
231-7							p a n a w o			
232-7							p i p i			
266-7							p i r a m			
3-7							w i r a k o n			
4-7							w a r a h u			
51-7							w i			
55-7							i h a m			
97-7							w a h u d n			
109-7							p i k i r i			
121-7							k a p a k a ʃ i			
149-7							z u k			
160-7							z i r i k o k o			
163-7							p i k			
167-7							p a k			
207-7							m i			
259-7							z u a			
66-7							w a r a k o n			
125-7							k a z i m a ʃ i			
135-7							z i k i n i			
142-7							p a r a m a r a m			
145-7							w a r a k a r a			
148-7							t a r a k o n			
162-7							i n i n			
166-7							m i			
179-7							t a k			
201-7							p i			
21-7							z a k u n			
24-7							w a r a k o r a			
50-7							n a b			
57-7							t i k o w a n			
71-7							m i			
84-7							p i w a n			
131-7							t i k o t i			
146-7							w i k i n a ʃ i			
151-7							k i w			
197-7							z i r i m			
205-7							p a n			
227-7							w a p i t o			
237-7							n a m a j i			
246-7							i w i			
250-7							w i r i p a k o n			
251-7							w a n a			
267-7							z u a			
271-7							ʃ i ʃ i			
284-7							w i z i			
285-7							i r a w i n			
122-7							p i k i z i			
132-7							k i ʃ i			
240-7							t i m a k			
52-8								t a		
56-8								m a		
96-8								t a s a		
99-8								t a r a k o		
114-8								t o k o s i		
115-8								t v i s i		
133-8								t i b a r a s i		
144-8								t a r a k o		
150-8								k a		
234-8								k o m		
236-8								b a k o w		
241-8								w i		
249-8								s e		
1-8								t a		
2-8								m a		
65-8								i		
74-8								b a j a		
93-8								t o b a r i		
95-8								k i s e		
119-8								t a tʃ i s i		
231-8								b a t o		
232-8								b i j o		
239-8								w a m a k a		
3-8								r a k o		
4-8								w a r a t		
51-8								o e		
55-8								k a m		
109-8								b a tʃ i		
121-8								k a b a k a s i		
149-8								t o k		
163-8								b b e		
167-8								b a		
259-8								t o a		
66-8								k a r a k o		
112-8								t a b a t		
116-8								t o b a k a s i		
125-8								k a t m a tʃ i		
145-8								k a r a t a s i		
45-8								m a j a m a		
91-8								m a k o r		
235-8								s o i		
246-8								i		
250-8								r o b a t e k o		
271-8								s i		
284-8								i t		
39-8								n a m a r i m a		
42-8								t a r a m a		
177-8								t o		
52-9									t i t	
56-9									i m a	
96-9									t a r a k o r a	
99-9									t i r a k o n	
114-9									t o k i	
115-9									w i t	
133-9									t i p a r a p a t	
144-9									t a w i	
150-9									k a w	
234-9									k o m	
236-9									p a k o n	
241-9									n a w i	
249-9									i ʃ i	
1-9									w a t a ʔ	
2-9									w i r a m o p	
65-9									i w i	
74-9									p a n a	
93-9									t o p a r i p a t	
95-9									w i t	
106-9									t i k i	
119-9									u i t	
128-9									p o k o t	
147-9									t i k i	
231-9									p a n a w o	
232-9									p i p i k o p	
239-9									i n a k a n	
266-9									p a ʃ i	
3-9									i r a k o r i	
4-9									w a r a t i ʔ	
51-9									w i	
55-9									h o m	
97-9									t o m a p	
109-9									p a t i ʔ	
121-9									k a p a k a tʃ i	
149-9									t o k	
160-9									k i r i k	
163-9									p i t	
167-9									p a ʔ	
207-9									m i	
259-9									t u a w	
66-9									w a r a k o r a	
112-9									t a r a p a t i	
116-9									t u p a k a t i	
125-9									k a t i k o t	
134-9									t i p a t i ʔ	
135-9									t u m o t i ʔ	
142-9									p a r a m a r a m a ʃ i ʔ	
145-9									t a r a k a r a t	
148-9									t a r a w a r a m a ʃ i ʔ	
162-9									i j i	
166-9									i m i	
179-9									t a ʔ	
201-9									p i	
21-9									t a w a t	
24-9									w a r a k o r a	
45-9									u h o t i ʔ	
50-9									i n a	
57-9									t o k o w a n	
71-9									o m i	
91-9									w a r a k o n	
151-9									k i w	
154-9									w e t	
192-9									t e t	
197-9									k i r i m i	
205-9									p a n	
227-9									p a p i t o ʔ	
235-9									ʃ o i	
237-9									n a m a j i ʔ	
246-9									i w i	
251-9									w a n a	
267-9									t o a w	
284-9									w i t	
285-9									i r a w i	
39-9									n a m i r i ʔ a n	
42-9									t i r a k o n	
44-9									w a n a m	
75-9									o p i j i	
79-9									t a j a n	
94-9									i k a r i ʔ	
104-9									k i h u r i	
122-9									p i ʃ i	
153-9									ʃ a k	
157-9									t a r a m a r a m	
174-9									p i r i	
177-9									t u p a	
270-9									k a w a t i ʔ	
52-10										t i t
56-10										h m a
96-10										t a tʃ i ʔ
99-10										t u k o r i
114-10										t o k i ʔ
115-10										t o tʃ i ʔ
133-10										p a r i p a tʃ i ʔ
144-10										w a r a w a
150-10										k a w ʔ
234-10										k o m
236-10										p i k o n
241-10										w i n
249-10										i tʃ i
1-10										w a t a ʔ
2-10										w i h m
65-10										i w i tʃ i ʔ
74-10										p a n a
93-10										t o p a r i ʔ
95-10										w i k i ʔ
106-10										t o m i tʃ i
119-10										k i t
128-10										h o k i ʔ
147-10										t o k i ʔ
231-10										p a t o w a
232-10										p i p i ʔ
239-10										m a k a n
266-10										p i tʃ i ʔ
3-10										w i r i k o k o
4-10										w a r i ʔ
51-10										w i ʔ
55-10										h o m
97-10										h o t o m
121-10										k a p i k a tʃ i ʔ
149-10										t o k
160-10										t i k i ʔ
163-10										ø p e n
167-10										p a ʔ
207-10										m i ʔ
259-10										t o w a
112-10										t a tʃ i ʔ
116-10										t o p a k a tʃ i ʔ
125-10										k a t i m a tʃ i ʔ
134-10										n a p a t i ʔ
139-10										m i k o r i ʔ
142-10										p a r a m a tʃ i ʔ
145-10										k a r a t a ʔ
148-10										t a r a w a
162-10										i j i
166-10										m i ʔ
179-10										t a k
201-10										p ø
24-10										w a r a k o
45-10										m a h u ʔ
50-10										i j a
71-10										o m i ʔ
84-10										p i w a
91-10										m o k o n
146-10										k i m a tʃ i ʔ
151-10										k i w ʔ
154-10										w ø ʔ
192-10										t o t
197-10										t o r i m i
205-10										p a n
235-10										tʃ o w i ʔ
237-10										m i j i m a
250-10										
251-10										w a n a
267-10										t o w a
271-10										tʃ i w i
284-10										w i t
285-10										k i r a w i
39-10										j a m a r i m a
42-10										k i t a m a
44-10										w a n a m
79-10										t a n
94-10										ø k ø r e m
104-10										k i k i ʔ
122-10										p i tʃ i n a tʃ i ʔ
132-10										a m i tʃ i ʔ
153-10										tʃ a k
157-10										t a r a m a
174-10										p i r i ʔ
177-10										t o ʔ
270-10										k a w a t i ʔ
