COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
149-3			tʃ u							
160-3			e r e							
207-3			m e m a							
112-3			t a r a j a i tʃ i							
125-3			k a tʃ e m a s i							
134-3			n a p a tʃ e							
135-3			tʃ e m a j e							
139-3			u m a j o							
57-3			tʃ u k a w a							
71-3			u m a j o							
131-3			tʃ u a tʃ e m e							
146-3			e m a j o							
227-3			n a v i tʃ e							
52-4				t i t						
56-4				u m						
96-4				a t						
99-4				a ʒ̟ i n						
114-4				t u k i						
115-4				u t						
133-4				t i j i p a						
144-4				a ʒ̟ a w						
150-4				k a w						
234-4				k o m						
236-4				p e k o n						
241-4				a w i n						
249-4				i tʃ i						
1-4				w a t a						
2-4				w i j i m						
65-4				i w						
74-4				p a n a						
93-4				t o p a tʃ i						
95-4				w i t						
106-4				t u n i tʃ i						
119-4				j i t i tʃ i						
128-4				u k u n						
147-4				t i m i tʃ i						
231-4				p a n a w						
232-4				p i j i						
239-4				n a m a k a n						
266-4				p i t						
3-4				w i k						
4-4				w a t i						
51-4				u w						
97-4				a w i j a m						
109-4				u p e j e						
121-4				k a p e j e						
149-4				t o k						
160-4				k i n						
163-4				u p e n						
167-4				p a						
207-4				m i n						
259-4				t o w a						
66-4				k a r a k a w						
116-4				ʒ̟ o p a k						
134-4				n a p a t i n						
135-4				ʒ̟ i m a k						
139-4				k i m						
142-4				p a s a m						
145-4				k a r a t i n						
148-4				t a w a n a tʃ i						
162-4				i n i n						
166-4				i m						
179-4				ʒ̟ a k						
201-4				p e						
21-4				k a n a tʃ a n						
24-4				k a n a r a n						
45-4				u n a j a m						
50-4				i n a						
57-4				t u k a w a n						
71-4				u m						
84-4				p i w a n						
91-4				m o k o n						
131-4				t u k a ʒ̟ i						
146-4				k i m a ʒ̟ i						
151-4				k i w						
154-4				u w						
192-4				ʒ̟ u ʒ̟						
205-4				p a n						
227-4				w i t						
235-4				tʃ o w						
237-4				n a m a j e						
246-4				i w i r						
250-4				m a t o n						
251-4				w a n a						
52-5					t i t i					
56-5					y m e					
96-5					t a j i s a n					
99-5					i t e r e s i					
114-5					t o k i					
115-5					w i t					
133-5					t y p a r a s i					
144-5					w o r a w a s i					
150-5					k a w					
234-5					k o m					
236-5					p i k i n a s i					
241-5					a w i n					
249-5					i s e r e s i					
1-5					w a t a					
2-5					w o m					
65-5					i w i					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t u m i t i ʔ					
119-5					s i t i s i					
128-5					f o k o t i ʔ					
147-5					t u m i s i					
239-5					i m a k a n					
266-5					s u r i m i					
3-5					w o r i k o n					
4-5					w o r a ʔ					
51-5					w i r a m i					
55-5					i f a m					
97-5					w o r a m					
109-5					i p i k i n a s i					
149-5					t o k					
160-5					k e r e k e s i					
163-5					i p i j a m					
167-5					p a					
207-5					m i ʔ					
259-5					t o w a					
66-5					k a r a k a r a					
112-5					t a r i s a j i					
116-5					t o p a k a s i					
134-5					n i p a t i ʔ					
135-5					t					
139-5					w o r a m i					
142-5					p a s a m a s i					
145-5					k a r a t i s i					
148-5					s a r a w a s i					
162-5					i j i m					
166-5					i m i					
179-5					t a k a					
201-5					p i					
21-5					t a j i k a n					
45-5					f o r j a m					
50-5					i n a ʔ					
71-5					o m i					
84-5					p i w a j a m					
91-5					m o k o n					
146-5					k i m a t i ʔ					
151-5					k e w					
154-5					w o r a m					
192-5					t i t					
197-5					t e r e m e					
205-5					i p a n					
235-5					s o r i m i					
237-5					m i j a m a n					
250-5					s o r i k o n					
251-5					w a n a					
52-6						t i tʃ i				
56-6						u m i tʃ i				
96-6						n a r a tʃ i				
99-6						i r a k u n				
114-6						tʃ i k i tʃ i				
115-6						u r i tʃ i				
133-6						t i s a r a				
144-6						n a w a r a				
150-6						k a w				
234-6						k u m				
236-6						p i k i tʃ i				
241-6						a w i n				
249-6						n i tʃ i r i				
1-6						w a tʃ a				
2-6						u m i tʃ i				
65-6						i w i s i				
74-6						s a k a				
93-6						t u p a r e				
95-6						w i k i tʃ i				
106-6						tʃ i m i tʃ i				
119-6						i tʃ i tʃ i				
128-6						h u k i tʃ i				
147-6						tʃ i m i tʃ i				
231-6						s a k a w u				
232-6						u p i tʃ i				
239-6						n a m a k a n				
266-6						tʃ i m i s i				
3-6						w i r a k u n				
4-6						w a r i t i				
55-6						n h a m				
97-6						t a h u m a				
109-6						u p i tʃ i				
160-6						k i r i k				
207-6						m i m i				
112-6						t a r a w i				
116-6						t u s a k a				
125-6						k a tʃ i m a tʃ i				
134-6						k i p a tʃ i n				
135-6						t i m i tʃ i				
139-6						u m i tʃ i				
201-6						p i tʃ i r a m				
21-6						k a w a tʃ a				
24-6						h u k u r a				
57-6						tʃ i k a w a n				
131-6						t u k i tʃ i				
227-6						ɲ a p i tʃ i				
52-7							t i t i			
56-7							u m u			
96-7							a r a s i			
99-7							i r a k o n			
114-7							t u k i t i			
115-7							v i t i			
133-7							t i j i p a s i			
144-7							a r a t i			
150-7							k a w			
234-7							k o m			
236-7							p e k e n			
241-7							a w i n			
249-7							i s e r e			
1-7							a t a			
2-7							u m u			
65-7							i h u			
74-7							p a n a			
93-7							t u p a r i			
95-7							v i k i n i ʃ i			
106-7							t i u n i			
119-7							v i t i			
128-7							p			
147-7							t i m i			
231-7							p a n a t o			
232-7							p i u p i			
266-7							p i t i			
3-7							w a r i k o n			
4-7							v a t i			
51-7							v i t e			
55-7							h u m			
97-7							w a h u m			
109-7							u p e s o			
121-7							k a p e j e s i			
149-7							t o k			
160-7							k i r e k			
163-7							i p e n			
167-7							p a			
207-7							m i n			
259-7							t o a			
66-7							k a r a k a r a			
125-7							k a t i m a ʃ i			
135-7							t i m i t i			
142-7							p a r a m a s i			
145-7							k a r a t i			
148-7							t a r a w i d i			
162-7							i n e n			
166-7							v i m i			
179-7							t a k			
201-7							p e			
21-7							t a k a n			
24-7							p a k a r a n			
50-7							i n a			
57-7							t u k a n			
71-7							u m u			
84-7							p e v a n			
131-7							t u k i t i			
146-7							k i m a t i			
151-7							s i u k i			
197-7							t i t e m			
205-7							i p a n			
227-7							a p e t o			
237-7							n a b a t i			
246-7							i v i			
250-7							w a r a p a k o n			
251-7							w a n a			
52-8								t i t e		
56-8								v i m e		
96-8								a t a s a		
99-8								w i r a k o n		
114-8								t u k i t i		
115-8								i t		
133-8								t i b a r a s i		
144-8								i t a r a s i		
150-8								k a v		
234-8								k u m		
236-8								b i k e ɲ		
241-8								a w i w		
249-8								i s e m a		
1-8								y a t a		
2-8								u m a j		
65-8								i v		
74-8								b a n a		
93-8								t u p a r e		
95-8								y v y t y		
119-8								j a tʃ i		
231-8								b a w a s a		
232-8								b i v		
239-8								w a m a k		
3-8								i r a k o n		
4-8								y a t e		
51-8								y v e y		
55-8								h a m		
109-8								b i v e s i		
121-8								k a b a k s i		
149-8								t u k i		
163-8								i b e j e		
167-8								b a p a		
259-8								t u p a		
66-8								k a r a k a		
112-8								t a r a t i		
116-8								t u p a k a s i		
125-8								k a t m a s i		
145-8								k a r a t i s i		
45-8								j a m a j		
91-8								m u k o n		
235-8								s u v i		
246-8								i v i		
250-8										
52-9									t i t	
56-9									u m a	
96-9									a r a w	
99-9									i r a k o n	
114-9									t o k i ʔ	
115-9									i t	
133-9									t a p a r a ʃ i ʔ	
144-9									w a r a w a ʃ i ʔ	
150-9									a w	
234-9									k o m	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									u m a w	
65-9									i w	
74-9									p a n a	
93-9									t o r a p a ʃ i ʔ	
95-9									u w a w	
106-9									t i t	
119-9									j a w a t i ʔ	
128-9									p i k i n a ʃ i ʔ	
147-9									k i t	
231-9									p a n a w o	
232-9									p i j a h o	
239-9									n a k a n	
266-9									p i t	
3-9									w a r i k o n	
4-9									w a t i ʔ	
51-9									i w a	
55-9									i h a m	
97-9									m a h o m	
109-9									i p i t	
121-9									w a k a p i ʔ	
149-9									t o	
160-9									i r i	
163-9									i p i n	
167-9									p a ʔ	
207-9									m i ʔ	
259-9									t o w a	
66-9									k a r a k a r a ʔ	
112-9									t a r a p a t i ʔ	
116-9									t o p a k a	
125-9									a t a m a t i ʔ	
134-9									n a p a t i n	
135-9									t u m a p	
142-9									p a r a m a ʃ i ʔ	
145-9									k a r a t i ʔ	
148-9									t r a w a r a ʃ i ʔ	
162-9									i j i n	
166-9									i m a	
179-9									t a ʔ	
201-9									p i	
21-9									t a w a n	
24-9									w a r a k a n	
45-9									h o j a m a	
50-9									i n a	
57-9									t o w a n	
71-9									u m a	
91-9									m a k o r e n	
151-9									k i w	
154-9									i w	
192-9									t i t	
197-9									u r a m	
205-9									p a n	
227-9									p a p i t i ʔ	
235-9									ʃ i w a	
237-9									n a m a t i n	
246-9									i w a w	
251-9									w a n a	
52-10										t i t
56-10										m i ʔ
96-10										t a t i ʔ
99-10										r i t o n a
114-10										t o k i ʔ
115-10										tʃ i t
133-10										tʃ i a r a tʃ i ʔ
144-10										t o r a w a tʃ i ʔ
150-10										k a w ʔ
234-10										k o m
236-10										tʃ i k i n a ɲ
241-10										a w i n
249-10										tʃ i n a
1-10										w a tʃ a ʔ
2-10										w i m
65-10										i w i tʃ i
74-10										tʃ a n a
93-10										p i t
95-10										w i k i ʔ
106-10										tʃ i n i tʃ i
119-10										tʃ i t i tʃ i ʔ
128-10										h ø k i tʃ i ʔ
147-10										tʃ i m i tʃ i
231-10										tʃ a w
232-10										p i tʃ i n a ɲ
239-10										n a k a n
266-10										tʃ i m
3-10										k i r i k o k o
4-10										w i tʃ i ʔ
51-10										w i tʃ i
55-10										h m
97-10										m i h o m a
121-10										k a p i tʃ i ʔ
149-10										t o k o ʔ
160-10										k i r i k
163-10										tʃ i j e m a
167-10										t a ʔ
207-10										m i ʔ
259-10										t o w a
112-10										t a t i tʃ i ʔ
116-10										t o k a n a tʃ i ʔ
125-10										k i t i m a tʃ i ʔ
134-10										n a p a t i ʔ
139-10										m i tʃ i ʔ
142-10										tʃ a r a m a tʃ i ʔ
145-10										k a r a t i ʔ
148-10										tʃ a w a r a tʃ i ʔ
162-10										i j i n
166-10										i m i ʔ
179-10										t a k a ʔ
201-10										p i ʔ
24-10										k a r a k a ʔ
45-10										h o r a m a ʔ
50-10										i n a ʔ
71-10										m i ʔ
84-10										tʃ i w a j
91-10										m o k o n
146-10										k i m a tʃ i ʔ
151-10										k i w
154-10										w e r e m e
192-10										t i t
197-10										t i r i m i
205-10										i p a j
235-10										tʃ i w
237-10										m i j i m a
250-10										tʃ o r o t i k o
251-10										w i n a
