COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
442-3			h Ø m													
368-3			Ø j a n													
1778-3			Ø a ʔ													
957-3			Ø a ʔ													
1704-3			ʔ a Ø													
304-3			j a m													
1796-3			Ø a n													
720-3			Ø Ø h													
287-3			Ø a Ø													
321-3			r Ø h													
206-3			Ø Ø ʔ													
1950-3			ʔ Ø													
665-3			Ø a m													
703-3			Ø Ø ʔ													
1290-3			m Ø													
1391-3			ʔ a ʔ													
269-3			Ø a ʔ													
855-3			Ø a Ø													
2078-3			Ø a													
2213-3			m Ø													
1858-3			Ø a													
1151-3			Ø j a r													
737-3			Ø r a m													
340-3			ʔ a													
1111-3			Ø Ø													
485-3			n Ø													
1356-3			m Ø h													
1093-3			Ø Ø n													
1063-3			Ø Ø m													
648-3			Ø Ø r													
223-3			Ø a n													
1248-3			Ø a													
1509-3			Ø Ø r													
504-3			Ø a h													
1-3			ʔ Ø													
386-3			j Ø Ø													
1411-3			ʔ Ø													
1027-3			Ø a ʔ													
2077-3			m a h													
1459-3			Ø l Ø													
1323-3			Ø Ø													
1538-3			r j a h													
975-3			r a h													
940-3			n a h													
1476-3			ʔ a h													
105-3			Ø a n													
1431-3			ʔ Ø													
37-3			Ø Ø Ø													
1152-3			r a n													
1814-3			m a r													
1890-3			Ø a													
1430-3			Ø a													
1721-3			ʔ Ø ʔ													
1617-3			Ø Ø ʔ													
1564-3			Ø Ø ʔ													
1028-3			ʔ a													
1563-3			Ø a													
1859-4				ŋ Ø												
175-4				Ø a h												
241-4				ʔ Ø t												
2163-4				Ø Ø n												
2181-4				n a m												
2060-4				ʔ ə m												
410-4				t Ø												
1841-4				m Ø												
2017-4				h Ø												
1004-4				Ø a												
614-4				p o h												
686-4				p Ø Ø												
88-4				Ø h a n												
872-4				n a ŋ												
1891-4				t a												
68-4				Ø a m												
631-4				m h ə n												
594-4				Ø a												
1759-4				h a n												
805-4				Ø ə ŋ												
756-4				h Ø ʔ												
1201-4				m h a ʔ												
2042-4				ʔ a h												
1968-4				t a ʔ												
2000-4				Ø a ŋ												
17-4				Ø a ʔ												
4-4				Ø ə m												
788-4				t Ø h												
1219-4				h a m												
141-4				ʔ a ŋ												
541-4				p Ø j a ŋ												
1687-4				h Ø n												
123-4				Ø a m												
1652-4				Ø a n												
576-4				ŋ a h												
1738-4				t a ʔ												
442-4				h o m												
368-4				t j a ŋ												
1778-4				p a ʔ												
957-4				n a p												
1704-4				ʔ a ʔ												
304-4				j a m												
1796-4				Ø a ŋ												
720-4				t Ø h												
287-4				Ø h a p												
321-4				Ø o ŋ												
206-4				t o n												
1950-4				ʔ h Ø												
665-4				Ø h o n												
703-4				n o ʔ												
1290-4				m Ø												
1391-4				Ø a ʔ												
269-4				Ø tɕ a ʔ												
855-4				Ø a n												
2078-4				Ø ə h												
2213-4				m Ø												
1858-4				Ø a												
1151-4				Ø j a n												
737-4				p Ø ə h												
340-4				ʔ a												
1111-4				Ø Ø h												
485-4				ŋ Ø												
1356-4				m Ø h												
1093-4				t o ŋ												
1063-4				t Ø m												
648-4				Ø Ø ŋ												
223-4				Ø h Ø n												
1509-4				tʰ Ø ŋ												
504-4				Ø Ø h												
2130-4				Ø Ø												
1-4				ʔ Ø												
386-4				j o h h ʔ												
1411-4				ʔ Ø h												
1027-4				Ø a ʔ												
2077-4				h h m a Ø												
1459-4				Ø Ø Ø												
975-4				Ø h a h												
940-4				ŋ a h												
1476-4				ʔ a h												
1923-4				n a ŋ												
105-4				Ø a ŋ												
1431-4				ʔ Ø												
37-4				Ø Ø ŋ												
1152-4				p Ø a Ø												
1183-4				n Ø ŋ												
1430-4				t a												
1721-4				Ø Ø ʔ												
1617-4				p o ʔ												
1028-4				ʔ a												
2111-4				Ø Ø h												
1859-5					ŋ Ø											
175-5					k ə p											
241-5					ʔ ɔ ʔ											
2163-5					Ø ɔ r											
2181-5					n ə m											
2060-5					ʔ Ø m											
410-5					Ø Ø											
1841-5					m Ø											
2017-5					ʔ a											
1004-5					Ø a											
614-5					Ø Ø ʔ											
686-5					p l Ø											
88-5					k p a ʔ											
872-5					n ə ŋ											
1891-5					Ø a											
68-5					s a m											
631-5					m p ə r											
594-5					k a											
1759-5					ʔ a n											
805-5					k a ŋ											
756-5					ʔ u ʔ											
1201-5					m p ɔ ʔ											
2042-5					ʔ ə p											
1968-5					Ø a ʔ											
2000-5					Ø a ŋ											
17-5					Ø a ʔ											
4-5					Ø ɔ m											
788-5					Ø Ø p											
1219-5					n a m											
141-5					ʔ a ŋ											
541-5					p r j a ŋ											
1687-5					ʔ u r											
123-5					Ø a m											
1652-5					dʑ a ŋ											
576-5					ŋ ə p											
1738-5					Ø a k											
442-5					ʔ ɔ m											
368-5					Ø j a ŋ											
1778-5					Ø a ʔ											
957-5					n a p											
1704-5					ʔ a ʔ											
304-5					j a m											
1796-5					dʑ ə ŋ											
720-5					Ø ɔ ʔ											
287-5					k p ə p											
321-5					k ɔ ʔ											
206-5					k u ʔ											
1950-5					ʔ p Ø											
665-5					Ø a n											
703-5					n ɔ ʔ											
1290-5					m Ø											
1391-5					ʔ a ʔ											
269-5					k p a ʔ											
855-5					dʑ a n											
2078-5					s a p											
2213-5					m ɔ											
1858-5					s a											
1151-5					k j a n											
737-5					Ø p a n											
340-5					ʔ a											
1111-5					s Ø p											
485-5					ŋ Ø											
1356-5					m u ʔ											
1093-5					Ø ɔ ŋ											
1063-5					Ø ɔ m											
648-5					dʑ ɔ ŋ											
223-5					k p ɔ n											
1248-5					Ø a											
1509-5					Ø ɔ ʔ											
504-5					dʑ ɔ ʔ											
2130-5					s Ø											
1-5					ʔ ɔ											
1411-5					ʔ u p											
2077-5					p p m ɔ n											
1323-5					Ø Ø											
1538-5					r j a ʔ											
1923-5					n a ʔ											
37-5					Ø Ø ŋ											
1152-5					p l ə n											
1814-5					m a ŋ											
1890-5					s a											
1564-5					Ø ɔ ʔ											
1597-5					s ə ŋ											
1859-6						ŋ o										
175-6						k a										
241-6						ʔ ɔ t										
2163-6						k o										
2181-6						n ə m										
2060-6						ʔ Ø m										
410-6						Ø Ø										
1841-6						m Ø										
2017-6						h Ø										
1004-6						Ø a										
614-6						Ø Ø h										
686-6						Ø l Ø										
88-6						k p a ʔ										
872-6						n u ŋ										
1891-6						d a										
68-6						s Ø m										
631-6						m p ə										
594-6						k a										
1759-6						h a n										
805-6						k Ø n										
756-6						h o ʔ										
1201-6						m p o ʔ										
2042-6						ʔ a										
1968-6						Ø a ʔ										
2000-6						r a ŋ										
17-6						Ø a ʔ										
4-6						Ø Ø m										
788-6						d o										
1219-6						h Ø m										
141-6						ʔ a ŋ										
541-6						p r j a ŋ										
1687-6						h o r										
123-6						Ø a m										
1652-6						dʑ a ʔ										
576-6						ŋ a p										
1738-6						d a k										
442-6						h ɔ m										
368-6						Ø j a ŋ										
1778-6						Ø a ʔ										
957-6						n a p										
1704-6						ʔ Ø ʔ										
304-6						j a m										
1796-6						dʑ a ŋ										
720-6						t Ø h										
287-6						k p ə p										
321-6						k Ø h										
206-6						k o ʔ										
1950-6						ʔ p Ø										
665-6						Ø a n										
703-6						n ɔ ʔ										
1290-6						m Ø										
1391-6						k a n										
269-6						k a ʔ										
855-6						dʑ a n										
2078-6						s a p										
2213-6						m o										
1858-6						s a										
1151-6						k j a n										
737-6						Ø p a										
340-6						ʔ a										
1111-6						s o p										
1093-6						t ɔ ŋ										
1063-6						d ɔ m										
648-6						dʑ Ø ʔ										
1248-6						dʑ a										
1509-6						t ɔ ʔ										
504-6						dʑ ɔ h										
2130-6						s Ø										
1-6						ʔ ɔ										
1411-6						ʔ o p										
2077-6						p p m ə h										
1323-6						Ø Ø										
1538-6						r j a h										
1923-6						n a										
37-6						Ø Ø ŋ										
1152-6						l a n										
1814-6						m a ŋ										
1597-6						s a ŋ										
1859-7							ŋ Ø									
175-7							a									
241-7							ʔ Ø									
2163-7							Ø Ø n									
2181-7							n a m									
2060-7							ʔ ə m									
410-7							t Ø									
1841-7							m Ø									
2017-7							h Ø									
1004-7							Ø a									
614-7							Ø Ø h									
686-7							Ø l Ø									
88-7							ŋ a ʔ									
872-7							n ə ŋ									
1891-7							t a									
68-7							s a m									
631-7							m ə n									
594-7							a									
1759-7							h a n									
805-7							ə ŋ									
756-7							h ə ʔ									
1201-7							m a ʔ									
2042-7							ʔ ə									
1968-7							t a ʔ									
2000-7							Ø ə ŋ									
17-7							Ø a t									
4-7							Ø ə m									
788-7							t Ø									
1219-7							h a m									
141-7							ʔ ə ŋ									
541-7							j a ŋ									
1687-7							h Ø n									
123-7							Ø ə m									
1652-7							t ə n									
576-7							ŋ a									
1738-7							t a									
442-7							h ɔ m									
368-7							t j a ŋ									
1778-7							a t									
957-7							n a ʔ									
1704-7							ʔ a ʔ									
304-7							j a m									
1796-7							t ɔ ŋ									
720-7							d ə h									
287-7							a									
321-7							l ə h									
206-7							t Ø ʔ									
1950-7							ʔ Ø									
665-7							Ø a n									
703-7							n Ø ʔ									
1290-7							m Ø									
1391-7							ʔ a d									
269-7							a d									
855-7							t a n									
2078-7							s ə									
2213-7							m ɔ									
1858-7							s a									
1151-7							j a n									
737-7							ə t									
340-7							s a									
1111-7							s Ø									
485-7							ŋ Ø									
1356-7							m Ø h									
1093-7							d Ø ŋ									
1063-7							t Ø m									
648-7							t Ø ŋ									
223-7							a n									
1248-7							tɕ ə									
1509-7							d ɔ ŋ									
504-7							t ɔ h									
2130-7							s Ø									
1-7							ʔ Ø									
386-7							j ə ʔ									
1411-7							ʔ Ø									
1027-7							a ʔ									
1459-7							l Ø									
975-7							ŋ a h									
940-7							ŋ ɔ h									
1476-7							ʔ a h									
1923-7							n a									
105-7							Ø a ŋ									
1431-7							ʔ Ø									
37-7							Ø Ø ŋ									
1152-7							l a									
1183-7							n Ø									
1890-7							s a									
1430-7							t a									
1721-7							Ø Ø ʔ									
1617-7							Ø Ø ʔ									
1028-7							ʔ a									
2111-7							l Ø									
1859-8								ŋ Ø								
175-8								g a								
241-8								ʔ Ø ʔ								
2163-8								kʰ Ø n								
2181-8								n a								
2060-8								ʔ Ø								
410-8								Ø eː								
1841-8								Ø								
2017-8								h eː								
1004-8								Ø a								
614-8								b Ø h								
686-8								b l eː								
88-8								g a ʔ								
872-8								n a ŋ								
1891-8								Ø a								
68-8								Ø eː								
631-8								p a n								
594-8								g a								
1759-8								h a n								
805-8								g eː n								
756-8								h Ø ʔ								
1201-8								a ʔ								
2042-8								ʔ a								
1968-8								Ø a ʔ								
2000-8								Ø a ŋ								
17-8								Ø a ʔ								
4-8								Ø Ø								
788-8								Ø Ø								
1219-8								h eː								
141-8								ʔ a ŋ								
541-8								b r j a ŋ								
1687-8								h Ø n								
123-8								Ø a								
1652-8								dʑ a n								
576-8								ŋ a								
1738-8								Ø a ʔ								
442-8								h Ø								
368-8								Ø a ŋ								
1778-8								p a ʔ								
957-8								n a p								
1704-8								ʔ eː ʔ								
304-8								j a								
1796-8								dʑ a ŋ								
720-8								Ø Ø h								
287-8								ŋ a p								
321-8								g Ø ʔ								
206-8								Ø Ø ʔ								
1950-8								ʔ Ø								
665-8								Ø a n								
703-8								n Ø ʔ								
1290-8								eː								
1391-8								ʔ a ʔ								
269-8								g j a ʔ								
855-8								dʑ a n								
2078-8								Ø eː								
2213-8								Ø								
1858-8								Ø a								
1151-8								g j a n								
737-8								p a								
340-8								ʔ a								
1111-8								Ø eː								
485-8								ŋ a								
1356-8								Ø h								
1093-8								Ø Ø ŋ								
1063-8								Ø Ø								
648-8								dʑ eː ŋ								
223-8								g a n								
1248-8								dʑ Ø								
1509-8								Ø eː ŋ								
504-8								dʑ a h								
2130-8								Ø eː								
1-8								ʔ Ø								
386-8								Ø a ʔ								
1411-8								ʔ Ø								
1027-8								g a ʔ								
2077-8								a h								
1459-8								g l Ø								
1323-8								Ø Ø								
1538-8								r j a h								
975-8								ŋ a h								
940-8								ŋ a h								
1476-8								ʔ a h								
1923-8								n Ø								
105-8								Ø a ŋ								
1431-8								ʔ Ø								
37-8								Ø a ŋ								
1152-8								p a n								
1183-8								n Ø n								
1890-8								Ø a								
1430-8								Ø a								
1564-8								b eː ʔ								
1028-8								ʔ a								
2111-8								l Ø								
1563-8								Ø a								
1597-8								Ø a ŋ								
1859-9									ŋ i							
175-9									i							
241-9									ʔ Ø ʔ							
2163-9									Ø Ø r							
2181-9									a ŋ							
2060-9									ʔ Ø ŋ							
410-9									Ø Ø							
1841-9									ŋ Ø							
2017-9									h i							
1004-9									Ø i							
614-9									Ø u h							
686-9									Ø l Ø							
88-9									ŋ a ʔ							
872-9									u ŋ							
1891-9									d i							
68-9									Ø a ŋ							
631-9																
594-9									i							
1759-9									h a r							
805-9									a r							
756-9									h u ʔ							
1201-9									ŋ a ʔ							
2042-9									ʔ i							
1968-9									Ø i ʔ							
2000-9									l i ŋ							
17-9									Ø i ʔ							
4-9									Ø Ø ŋ							
788-9									Ø i							
1219-9									ʔ a ŋ							
141-9									ʔ i ŋ							
541-9									Ø l Ø i ŋ							
1687-9									h u l							
123-9									Ø i ŋ							
1652-9									dʑ a r							
576-9									ŋ i							
1738-9									Ø a							
442-9									h Ø ŋ							
368-9									i ŋ							
1778-9									Ø a ʔ							
957-9									i ʔ							
1704-9									ʔ a ʔ							
304-9									dʑ i ŋ							
1796-9									dʑ a ŋ							
720-9									d Ø h							
287-9									a Ø							
321-9									l u h							
206-9									Ø u ʔ							
1950-9									ʔ Ø							
665-9									Ø i n							
703-9									u ʔ							
1290-9									ŋ Ø							
1391-9									ʔ i d							
269-9									i d							
855-9									dʑ i							
2078-9									Ø i							
2213-9									ŋ i							
1858-9									Ø i							
1151-9									Ø i l							
737-9									Ø a							
340-9									ʔ a							
485-9									ŋ Ø							
1356-9									ŋ Ø h							
1093-9									d Ø ŋ							
1063-9									Ø i ŋ							
648-9									dʑ Ø r							
223-9									i n							
1248-9									dʑ Ø							
504-9									dʑ u h							
2130-9									Ø Ø							
1-9									ʔ Ø							
386-9									Ø u ʔ							
1027-9									a ʔ							
2077-9									ŋ i h							
1459-9									l Ø							
1323-9									Ø Ø							
1538-9									r i h							
975-9									r a h							
940-9									ŋ a h							
1476-9									ʔ i h							
105-9									Ø a ŋ							
1431-9									ʔ Ø							
37-9									Ø Ø ŋ							
1152-9									l i n							
1814-9									ŋ a r							
1430-9									d a							
1721-9									ʔ Ø ʔ							
1617-9									Ø Ø ʔ							
1564-9									Ø i ʔ							
1028-9									ʔ a							
1597-9									Ø a ŋ							
1859-10										ŋ Ø						
175-10										k a						
241-10										ʔ Ø ʔ						
2163-10										Ø Ø r						
2181-10										ʔ ə m						
2060-10										ʔ Ø m						
410-10										Ø Ø						
1841-10										m Ø						
2017-10										ʔ a						
1004-10										Ø a						
614-10										b Ø ʔ						
686-10										b l Ø						
88-10										k a ʔ						
872-10										ʔ ə ŋ						
1891-10										d a						
68-10										s a m						
631-10										b ə r						
594-10										k a						
1759-10										ʔ i ʔ						
805-10										k a ʔ						
756-10										ʔ Ø ʔ						
1201-10										m i ʔ						
2042-10										ʔ a						
1968-10										d a ʔ						
2000-10										r a ŋ						
17-10										b a dʑ						
4-10										Ø ə m						
788-10										Ø Ø						
1219-10										a m						
141-10										ʔ a ŋ						
541-10										b r j a ŋ						
1687-10										ʔ Ø r						
123-10										Ø a m						
1652-10										dʑ a ʔ						
576-10										ŋ a						
1738-10										Ø ə k						
442-10										ʔ ə m						
368-10										d a ŋ						
1778-10										b a dʑ						
957-10										ʔ a b						
1704-10										ʔ a ʔ						
304-10										a m						
1796-10										dʑ a ŋ						
720-10										ʔ Ø ʔ						
287-10										Ø ə b						
321-10										k Ø ŋ						
206-10										Ø Ø ʔ						
1950-10										ʔ Ø						
665-10										Ø a ʔ						
703-10										ʔ Ø ʔ						
1290-10										m Ø						
1391-10										ʔ a						
269-10										k a ʔ						
855-10										dʑ a ʔ						
2078-10										s a						
2213-10										m Ø						
1858-10										s a						
1151-10										k j a ʔ						
737-10										b r i						
340-10										ʔ a						
1111-10										s Ø						
485-10										ŋ Ø						
1356-10										m Ø ʔ						
1093-10										ʔ Ø ŋ						
1063-10										Ø Ø m						
648-10										dʑ a ʔ						
223-10										k a ʔ						
1248-10										dʑ a						
1509-10										d Ø ʔ						
504-10										dʑ ə ʔ						
2130-10										s i						
1-10										ʔ Ø						
386-10										Ø a						
1411-10										ʔ Ø						
1027-10										k i ʔ						
2077-10										m a						
1323-10										Ø Ø						
1538-10										r j a ʔ						
37-10										Ø Ø ŋ						
1152-10										b l i						
1814-10										m i ʔ						
1890-10										s a						
1028-10										ʔ i						
1563-10										s a						
1859-11											ŋ Ø					
175-11											a n					
241-11											ʔ Ø					
2163-11											Ø Ø n					
2181-11											n a Ø					
2060-11											ʔ ə Ø					
410-11											t Ø					
1841-11											Ø Ø					
2017-11											h Ø					
1004-11											Ø a					
614-11											Ø o h					
686-11											Ø Ø Ø					
88-11											ŋ n a ʔ					
872-11											n a ŋ					
1891-11											t a					
68-11											s a Ø					
631-11											Ø n ə					
594-11											a					
1759-11											h a n					
805-11											ə n					
756-11											h Ø					
1201-11											Ø n o ʔ					
2042-11											ʔ a n					
1968-11											t a ʔ					
2000-11											Ø a ŋ					
17-11											Ø a t					
4-11											Ø ə Ø					
788-11											t Ø					
1219-11											h a Ø					
141-11											ʔ a ŋ					
541-11											Ø j a ŋ					
1687-11											h Ø n					
123-11											Ø a Ø					
1652-11											t ə n					
576-11											ŋ a n					
1738-11											t a					
442-11											h o Ø					
368-11											t j a ŋ					
1778-11											Ø a t					
957-11											n a ʔ					
1704-11											ʔ a ʔ					
304-11											j a Ø					
1796-11											t ɔ ŋ					
720-11											d ə h					
287-11											n a Ø					
321-11											Ø ə					
206-11											t o					
1950-11											ʔ n Ø					
665-11											Ø a n					
703-11											n o ʔ					
1290-11											Ø Ø					
1391-11											ʔ a d					
269-11											n a d					
855-11											t a n					
2078-11											s ə n					
2213-11											Ø ɔ					
1858-11											s a					
1151-11											j a n					
737-11											Ø n ə t					
340-11											s a					
1111-11											s Ø					
485-11											ŋ Ø					
1356-11											Ø Ø h					
1093-11											d o ŋ					
648-11											t Ø ŋ					
223-11											n a n					
1248-11											t a					
1509-11											d Ø ŋ					
504-11											t ɔ h					
2130-11											s Ø					
1-11											ʔ o					
386-11											j o n h					
1411-11											ʔ Ø n					
1027-11											a ʔ					
2077-11											n n Ø o h					
1459-11											Ø Ø					
1538-11											Ø j a h					
975-11											ŋ n a h					
940-11											ŋ ɔ h					
1476-11											ʔ a h					
1923-11											n a n					
105-11											Ø a ŋ					
1431-11											ʔ Ø					
37-11											Ø Ø ŋ					
1152-11											Ø a					
1183-11											n o ʔ					
1890-11											s a					
1430-11											t a					
1721-11											Ø Ø ʔ					
1617-11											Ø o ʔ					
1028-11											ʔ a					
2111-11											Ø Ø n					
1597-11											s a ŋ					
1859-12												ŋ Ø				
175-12												g a				
241-12												ʔ Ø ʔ				
2163-12												kʰ Ø r				
2181-12												n a m				
2060-12												ʔ a m				
410-12												t a				
1841-12												m Ø				
2017-12												k a				
1004-12												Ø a				
614-12												b Ø k				
686-12												b Ø a				
88-12												k a ʔ				
872-12												n a ŋ				
1891-12												Ø a				
68-12												s a m				
631-12												b ə n				
594-12												g a				
1759-12												k a ŋ				
805-12												g a n				
756-12												k a k				
1201-12												m a ʔ				
2042-12												ʔ a				
1968-12												t a ʔ				
2000-12												Ø a ŋ				
17-12												Ø a ʔ				
4-12												Ø ə m				
788-12												Ø Ø				
1219-12												k a m				
141-12												ʔ a ŋ				
541-12												b r j a ŋ				
1687-12												k Ø				
123-12												Ø a m				
1652-12												c ə n				
576-12												ŋ ɔ				
1738-12												Ø a g				
442-12												k ɔ m				
368-12												t j a ŋ				
1778-12												b a ʔ				
957-12												n a ʔ				
1704-12												ʔ a ʔ				
304-12												j a m				
1796-12												c ɔ ŋ				
720-12												t a k				
287-12												a Ø				
321-12												g Ø k				
206-12												Ø Ø ʔ				
1950-12												ʔ Ø				
665-12												Ø a n				
703-12												n Ø ʔ				
1290-12												m a				
1391-12												k a t				
269-12												g a t				
855-12												c a n				
2078-12												s ə				
2213-12												m Ø				
1858-12												s a				
1151-12												g j a n				
737-12												b a t				
340-12												s a				
1111-12												s a				
485-12												ŋ Ø				
1356-12												m Ø k				
1093-12												t Ø ŋ				
1063-12												Ø ɔ m				
648-12												Ø a n				
223-12												g a n				
1248-12												c a				
1509-12												t a ŋ				
504-12												c Ø k				
2130-12												s a				
1-12												ʔ a				
386-12												j a k				
1411-12												ʔ Ø				
1027-12												g a ʔ				
2077-12												m a				
1459-12												g Ø Ø				
1323-12												Ø ə				
1538-12												r j a k				
975-12												Ø a k				
940-12												ŋ a k				
1476-12												ʔ a k				
1923-12												n a				
105-12												Ø ɔ ŋ				
1431-12												ʔ Ø				
1814-12												m a n				
1183-12												n Ø n				
1890-12												s a				
1430-12												t a				
1721-12												Ø ɔ ʔ				
1617-12												b Ø ʔ				
1564-12												b a ʔ				
1028-12												ʔ a				
2111-12												Ø Ø				
1563-12												s a				
1597-12												s ɔ ŋ				
1859-13													ŋ ɛ			
175-13													g a			
241-13													ʔ Ø ʔ			
2163-13													Ø Ø n			
2181-13													n a m			
2060-13													ʔ a m			
410-13													t Ø			
1841-13													m Ø			
2017-13													ɛ			
1004-13													Ø a			
614-13													Ø ɛ			
686-13													Ø Ø Ø			
88-13													g a ʔ			
872-13													n a ŋ			
1891-13													Ø a			
68-13													s ɛ m			
631-13													Ø ə n			
594-13													g a			
1759-13													a n			
805-13													g a n			
756-13													a ʔ			
1201-13													m a ʔ			
2042-13													ʔ a			
1968-13													t a ʔ			
2000-13													Ø a ŋ			
17-13													Ø a c			
4-13													Ø ə m			
788-13													Ø ɛ			
1219-13													ɛ m			
141-13													ʔ a ŋ			
541-13													r j a ŋ			
1687-13													Ø n			
123-13													Ø a m			
1652-13													c ə n			
576-13													ŋ ɔ			
1738-13													Ø a g			
442-13													ɔ m			
368-13													t j a ŋ			
1778-13													a c			
957-13													n a ʔ			
1704-13													ʔ ɛ ʔ			
304-13													j a m			
1796-13													c ɔ ŋ			
720-13													t a			
