COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
594-12												g a				
1759-12												h a ɲ				
805-12												g a ɲ				
1859-13													k ɔ			
175-13													g a			
241-13													ʔ u ʔ			
2163-13													g u n			
2181-13													n a m			
2060-13													ʔ a m			
410-13													t ɔ			
1841-13													m Ø			
2017-13													h ɔ			
1004-13													t a			
614-13													b o h			
686-13													b l ɔ			
88-13													ʔ ɔ ʔ			
872-13													n ɨ k			
1891-13													t a			
68-13													s ɛ m			
631-13													b ə n			
594-13													g a			
1759-13													h a n			
805-13													g a n			
1859-14														ŋ ɔː		
175-14														k a		
241-14														ʔ Ø t		
2163-14														kʰ Ø r		
2181-14														n a m		
2060-14														ʔ ɔ m		
410-14														d eː		
1841-14														m a		
2017-14														h eː		
1004-14														Ø aː		
614-14														b o h		
686-14														b l eː		
88-14														k a k		
872-14														n a ŋ		
1891-14														ʔ aː		
68-14														s eː m		
631-14														b r a ŋ		
594-14														g aː		
1759-14														h a ŋ		
805-14														g eː ŋ		
1859-15															ŋ ɔː	
175-15															g a	
241-15															ʔ a ʔ	
2163-15															kʰ Ø r	
2181-15															n a m	
2060-15															ʔ a m	
410-15															t ɔː	
1841-15															m Ø	
2017-15															h ɔː	
1004-15															t a	
614-15															b o h	
686-15															b l ɔː	
88-15															ʔ ɔ ʔ	
872-15															n a ŋ	
1891-15															t a	
68-15															s a m	
631-15															b ə r	
594-15															g a	
1759-15															h a ɲ	
805-15															g a ɲ	
1859-16																ŋ Ø
175-16																g a
241-16																ʔ Ø ʔ
2163-16																g Ø r
2181-16																n a m
2060-16																ʔ ə m
410-16																t Ø
1841-16																m Ø
2017-16																h u
1004-16																Ø aː
614-16																Ø Ø h
686-16																l u
88-16																g a ʔ
872-16																n a ŋ
1891-16																c aː
68-16																s a m
631-16																m ə r
594-16																g aː
1759-16																h ə n
805-16																g ə n
