COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
442-4				h Ø m												
368-4				Ø j Ø ŋ												
1778-4				p a ʔ												
957-4				n Ø p												
1704-4				ʔ Ø ʔ												
304-4				j a m												
1796-4				Ø a ŋ												
720-4				t a h												
287-4				g Ø p												
321-4				g ə h												
206-4				Ø au̯ ʔ												
1950-4				ʔ Ø												
665-4				Ø a n												
703-4				n au̯ ʔ												
1290-4				m a												
1391-4				ʔ a t												
269-4				g Ø t												
855-4				Ø a n												
2078-4				s ə												
2213-4				m Ø												
1858-4				s Ø												
1151-4				g j Ø n												
737-4				p ə												
1859-5					ŋ Ø											
175-5					g ə											
241-5					ʔ u ʔ											
2163-5					Ø u tɕ											
2181-5					n u m											
2060-5					ʔ Ø m											
410-5					Ø Ø											
1841-5					m Ø											
2017-5					h Ø											
1004-5					Ø a											
614-5					b ou̯ h											
686-5					b l Ø											
88-5					Ø a ʔ											
872-5					n u ŋ											
1891-5					Ø a											
68-5					s iː m											
631-5					u ŋ											
594-5					g a											
1759-5					h ə n											
805-5					g Ø n											
756-5					h u Ø											
1201-5					m Ø a ʔ											
2042-5					ʔ a											
1968-5					Ø ə ʔ											
2000-5					Ø a ŋ											
17-5					Ø u Ø											
4-5					Ø a m											
788-5					Ø Ø											
1219-5					h iː m											
141-5					ʔ a ŋ											
541-5					b r j ə ŋ											
1687-5					h u tɕ											
123-5					Ø a m											
1652-5					Ø Ø n											
576-5					ŋ ɔ											
1738-5					Ø u g											
442-5					h u m											
368-5					tɕ j ə ŋ											
1778-5					b u Ø											
957-5					n a ŋ											
1704-5					ʔ iː ʔ											
304-5					j a m											
1796-5					Ø ɔ ŋ											
720-5					ʔ Ø h											
287-5					Ø u Ø											
321-5					g Ø h											
206-5					Ø ɔ ʔ											
1950-5					ʔ Ø Ø											
665-5					Ø Ø a n											
703-5					n ɛ ʔ											
1290-5					m Ø											
1391-5					Ø ə ŋ											
269-5					g Ø ə Ø											
855-5					Ø a n											
2078-5					s Ø											
2213-5					m ɔ											
1858-5					s ə											
1151-5					g j a tɕ											
737-5					b u ŋ											
1859-6						ŋ Ø										
175-6						Ø a										
241-6						ʔ Ø ʔ										
2163-6						Ø Ø Ø										
2181-6						n Ø m										
2060-6						ʔ Ø m										
410-6						Ø Ø										
1841-6						m Ø										
2017-6						h Ø										
1004-6						Ø a										
614-6						Ø h										
686-6						l Ø										
88-6						Ø Ø ʔ										
872-6						n Ø ŋ										
1891-6						Ø a										
68-6						s Ø m										
631-6						Ø Ø										
594-6						g a										
1759-6						h a n										
805-6						g Ø n										
756-6						h Ø Ø										
1201-6						m Ø Ø ʔ										
2042-6						ʔ a										
1968-6						Ø a ʔ										
2000-6						Ø a ŋ										
17-6						Ø Ø Ø										
4-6						Ø a m										
788-6						Ø Ø										
1219-6						h Ø m										
141-6						ʔ a ŋ										
541-6						Ø r Ø a ŋ										
1687-6						h Ø Ø										
123-6						Ø a m										
1652-6						Ø Ø n										
576-6						ŋ ɔ										
1738-6						Ø Ø Ø										
442-6						h u m										
368-6						Ø j a ŋ										
1778-6						Ø Ø Ø										
957-6						n a										
1704-6						ʔ Ø ʔ										
304-6						j a m										
1796-6						Ø ɔ ŋ										
720-6						Ø Ø h										
287-6						Ø Ø Ø										
321-6						g Ø h										
206-6						Ø Ø ʔ										
1950-6						ʔ Ø Ø										
665-6						Ø Ø a n										
703-6						n Ø ʔ										
1290-6						m Ø										
1391-6						Ø a Ø										
269-6						g Ø Ø Ø										
855-6						Ø a n										
2078-6						s Ø										
2213-6						m ɔ										
1858-6						s a										
1151-6						g Ø a n										
737-6						Ø Ø Ø Ø										
1859-7							ŋ a									
175-7							g ə									
241-7							ʔ u ʔ									
2163-7							g Ø n									
2181-7							n a m									
2060-7							ʔ ə m									
410-7							Ø Ø									
1841-7							m Ø									
2017-7							h Ø									
1004-7							Ø a									
614-7							Ø o h									
686-7							Ø l Ø									
88-7							g a ʔ									
872-7							n Ø ŋ									
1891-7							Ø a									
68-7							s Ø m									
631-7							p ə n									
594-7							g a									
1759-7							h a n									
805-7							g ɨ n									
756-7							h Ø ʔ									
1201-7							m a ʔ									
2042-7							ʔ a									
1968-7							d ə ʔ									
2000-7							Ø a ŋ									
17-7							v a ʔ									
4-7							Ø ə m									
788-7							d a									
1219-7							h Ø m									
141-7							ʔ a ŋ									
541-7							p j ə ŋ									
1687-7							h Ø n									
123-7							Ø a m									
1652-7							Ø ɨ n									
576-7							ŋ ɔ									
1738-7							d a g									
442-7							h ɔ m									
368-7							Ø j ə ŋ									
1778-7							Ø a ʔ									
957-7							n ə ʔ									
1704-7							ʔ Ø ʔ									
304-7							j ə m									
1796-7							Ø ɔ ŋ									
720-7							t ə h									
287-7							g ə p									
321-7							g ə h									
206-7							Ø o ʔ									
1950-7							ʔ Ø									
665-7							Ø a n									
703-7							n o ʔ									
1290-7							m a									
1391-7							ʔ a t									
269-7							g ə t									
855-7							Ø ə n									
2078-7							s ɨ									
2213-7							m ɔ									
1858-7							s ə									
1151-7							g j ə n									
737-7							Ø ə p									
1859-8								ŋ a								
175-8								g ə								
241-8								ʔ Ø ʔ								
2163-8								Ø Ø r								
2181-8								n a m								
2060-8								ʔ a m								
410-8								Ø ei̯								
1841-8								m Ø								
2017-8								h ei̯								
1004-8								Ø aː								
614-8								b o h								
686-8								Ø l ei̯								
88-8								g ɔ ʔ								
872-8								n a ŋ								
1891-8								Ø aː								
68-8								s ei̯ m								
631-8								Ø a Ø								
594-8								g aː								
1759-8								h a n								
805-8								g ei̯ n								
756-8								h a ʔ								
1201-8								m o ʔ								
2042-8								ʔ aː								
1968-8								Ø ə ʔ								
2000-8								Ø aː ŋ								
17-8								Ø a ʔ								
4-8								Ø o m								
788-8								Ø a								
1219-8								h ei̯ m								
141-8								ʔ aː ŋ								
541-8								b r j a ŋ								
1687-8								h Ø r								
123-8								Ø aː m								
1652-8								Ø a n								
576-8								ŋ ɔ								
1738-8								Ø a g								
442-8								h o m								
368-8								Ø j a ŋ								
1778-8								p a ʔ								
957-8								n a p								
1704-8								ʔ ei̯ ʔ								
304-8								j ə m								
1796-8								Ø ɔ ŋ								
720-8								ʔ a h								
287-8								g Ø p								
321-8								g o h								
206-8								g o ʔ								
1950-8								ʔ Ø								
665-8								Ø Ø a n								
703-8								n o ʔ								
1290-8								m ei̯								
1391-8								ʔ a ʔ								
269-8								g ə ʔ								
855-8								Ø a n								
2078-8								s a								
2213-8								m Ø								
1858-8								s ə								
1151-8								g j a Ø								
737-8								p ei̯ Ø								
1859-9									ŋ ɨ							
175-9									a							
241-9									ʔ Ø ʔ							
2163-9									Ø Ø n							
2181-9									n a m							
2060-9									ʔ o m							
410-9									Ø ɔ							
1841-9									m ɔ							
2017-9									h Ø							
1004-9									Ø a							
614-9									b e h							
686-9									b l Ø							
88-9									Ø ɔ ʔ							
872-9									n e ŋ							
1891-9									Ø a							
68-9									s Ø m							
631-9									b i̯ n							
594-9									a							
1759-9									h a Ø							
805-9									i̯ Ø n							
756-9									h e ʔ							
1201-9									m e ʔ							
2042-9									ʔ a							
1968-9									Ø a ʔ							
2000-9									l̥ a ŋ							
17-9									i̯ a h							
4-9									Ø o m							
788-9									Ø ɨ							
1219-9									h Ø m							
141-9									ʔ a ŋ							
541-9									b r Ø a ŋ							
1687-9									h e n							
123-9									Ø a m							
1652-9									Ø ɛ n							
576-9									ŋ ɔ							
1738-9									Ø a							
442-9									h o m							
368-9									t i̯ a ŋ							
1778-9									b a h							
957-9									n a h							
1704-9									ʔ Ø ʔ							
304-9									Ø a m							
1796-9									Ø ɔ ŋ							
720-9									t ɛ h							
287-9									Ø b							
321-9									l̥ o h							
206-9									Ø e ʔ							
1950-9									ʔ Ø							
665-9									Ø i̯ a n							
703-9									n e ʔ							
1290-9									m a							
1391-9									h a h							
269-9									a ʔ							
855-9									Ø a n							
2078-9									s Ø							
2213-9									m ɨ							
1858-9									s Ø							
1151-9									Ø a n							
737-9									b Ø							
1859-10										ŋ Ø						
175-10										g ə						
241-10										ʔ u ʔ						
2163-10										Ø u tɕ						
2181-10										n Ø m						
2060-10										ʔ Ø m						
410-10										Ø Ø						
1841-10										m Ø						
2017-10										h u						
1004-10										Ø a						
614-10										Ø ou̯ h						
686-10										b l Ø						
88-10										g Ø ʔ						
872-10										n Ø ŋ						
1891-10										Ø a						
68-10										s u m						
631-10										b Ø n						
594-10										g a						
1759-10										h Ø ɲ						
805-10										g Ø n						
756-10										h u g						
1201-10										m ou̯ ʔ						
2042-10										ʔ Ø						
1968-10										Ø a ʔ						
2000-10										Ø a ŋ						
17-10										Ø a ʔ						
4-10										Ø a m						
788-10										Ø Ø						
1219-10										h u m						
141-10										ʔ a ŋ						
541-10										b r j a ŋ						
1687-10										h u tɕ						
123-10										Ø a m						
1652-10										Ø Ø n						
576-10										ŋ ɔː						
1738-10										Ø Ø g						
442-10										h Ø m						
368-10										Ø j a ŋ						
1778-10										Ø a ʔ						
957-10										n a Ø						
1704-10										ʔ u ʔ						
304-10										j a m						
1796-10										Ø Ø ŋ						
720-10										t Ø h						
287-10										g Ø Ø						
321-10										g Ø h						
206-10										t ou̯ ʔ						
1950-10										ʔ Ø						
665-10										Ø Ø a n						
703-10										n ou̯ ʔ						
1290-10										m Ø						
1391-10										ʔ a ŋ						
269-10										g a ʔ						
855-10										Ø a n						
2078-10										s Ø						
2213-10										m Ø						
1858-10										s ə						
1151-10										g j a Ø						
737-10										Ø Ø						
1859-11											ŋ a					
175-11											g ə					
241-11											ʔ u ʔ					
2163-11											g Ø n					
2181-11											n a m					
2060-11											ʔ ə m					
410-11											Ø Ø					
1841-11											m Ø					
2017-11											h Ø					
1004-11											Ø a					
614-11											Ø au̯ h					
686-11											Ø l Ø					
88-11											ʔ ɔ ʔ					
872-11											n Ø ŋ					
1891-11											Ø a					
68-11											s Ø m					
631-11											Ø ə n					
594-11											g a					
1759-11											h a n					
805-11											g ə n					
756-11											h Ø ʔ					
1201-11											m Ø ʔ					
2042-11											ʔ a					
1968-11											Ø a ʔ					
2000-11											Ø a ŋ					
17-11											v a c					
4-11											Ø ə m					
788-11											Ø a					
1219-11											h Ø m					
141-11											ʔ a ŋ					
541-11											Ø Ø j a ŋ					
1687-11											h Ø n					
123-11											Ø a m					
1652-11											c ə n					
576-11											ŋ ɔ					
1738-11											Ø a ʔ					
442-11											h Ø m					
368-11											Ø j a ŋ					
1778-11											Ø a c					
957-11											n a ʔ					
1704-11											ʔ Ø ʔ					
304-11											j a m					
1796-11											c ɔ ŋ					
720-11											t ə h					
287-11											g Ø Ø					
321-11											g o h					
206-11											Ø au̯ ʔ					
1950-11											ʔ Ø					
665-11											Ø a n					
703-11											n au̯ ʔ					
1290-11											m a					
1391-11											ʔ a ʔ					
269-11											g a ʔ					
855-11											c a n					
2078-11											s ə					
2213-11											m ɔ					
1858-11											s ə					
1151-11											g j ə n					
737-11											Ø ə c					
1859-12												ŋ a				
175-12												g ə				
241-12												ʔ uː ʔ				
2163-12												Ø uː n				
2181-12												n ə m				
2060-12												ʔ ɨ m				
410-12												t o				
1841-12												m Ø				
2017-12												h ei̯				
1004-12												Ø a				
614-12												b o h				
686-12												b l ei̯				
88-12												k ɔ ʔ				
872-12												n ɨ ŋ				
1891-12												t a				
68-12												s a m				
631-12												b ə n				
594-12												g a				
1759-12												h ə n				
805-12												g ɨ n				
756-12												h ɨ ʔ				
1201-12												m ɨ ʔ				
2042-12												ʔ a				
1968-12												t ə ʔ				
2000-12												Ø a ŋ				
17-12												v ɨ ʔ				
4-12												Ø ə m				
788-12												t a				
1219-12												h a m				
141-12												ʔ a ŋ				
541-12												b r j a ŋ				
1687-12												h uː n				
123-12												Ø a m				
1652-12												Ø ə n				
576-12												ŋ ɔ				
1738-12												t ə ʔ				
442-12												h ə m				
368-12												t j a ŋ				
1778-12												b ɨ ʔ				
957-12												n a ʔ				
1704-12												ʔ a ʔ				
304-12												j a m				
1796-12												Ø ɔ ŋ				
720-12												t a h				
287-12												ʔ ə b				
321-12												g o h				
206-12												t o ʔ				
1950-12												ʔ Ø				
665-12												Ø ə n				
703-12												n o ʔ				
1290-12												m o				
1391-12												k a t				
269-12												g a h				
855-12												Ø a n				
2078-12												s ə				
2213-12												m Ø				
1858-12												s ə				
1151-12												g j a n				
737-12												b ɨ				
1859-13													ŋ ɨ			
175-13													g ə			
241-13													ʔ uː ʔ			
2163-13													Ø uː n			
2181-13													n ə m			
2060-13													ʔ ɨ m			
410-13													t o			
1841-13													m Ø			
2017-13													h u			
1004-13													Ø a			
614-13													b o h			
686-13													b l o			
88-13													ʔ ɔ ʔ			
872-13													n ɨ ŋ			
1891-13													t a			
68-13													s ɨ m			
631-13													b ə n			
594-13													g a			
1759-13													h ə n			
805-13													g ɨ n			
756-13													h ɨ ʔ			
1201-13													m ɨ ʔ			
2042-13													ʔ a			
1968-13													t ə ʔ			
2000-13													Ø a ŋ			
17-13													v ɨ Ø			
4-13													Ø ə m			
788-13													t ɨ			
1219-13													h ɨ m			
141-13													ʔ a ŋ			
541-13													b r j a ŋ			
1687-13													h uː n			
123-13													Ø a m			
1652-13													Ø ə n			
576-13													ŋ ɔ			
1738-13													t ə ʔ			
442-13													h ə m			
368-13													t j a ŋ			
1778-13													b ɨ Ø			
957-13													n a ʔ			
1704-13													ʔ ɨ ʔ			
304-13													j a m			
1796-13													Ø ɔ ŋ			
720-13													t a h			
287-13													ʔ ə b			
321-13													g o h			
206-13													t o ʔ			
1950-13													ʔ Ø			
665-13													Ø ə n			
703-13													n o ʔ			
1290-13													m o			
1391-13													ʔ a t			
269-13													g a h			
855-13													Ø a n			
2078-13													s ə			
2213-13													m ɨ			
1858-13													s ə			
1151-13													g j a n			
737-13													b ɨ t			
1859-14														ŋ a		
175-14														Ø ə		
241-14														ʔ Ø ʔ		
2163-14														Ø Ø r		
2181-14														n a m		
2060-14														ʔ a m		
410-14														Ø ei̯		
1841-14														m Ø		
2017-14														h ei̯		
1004-14														Ø aː		
614-14														b o h		
686-14														Ø l ei̯		
88-14														Ø ɔ ʔ		
872-14														n Ø ŋ		
1891-14														Ø aː		
68-14														s ei̯ m		
631-14														b o n		
594-14														g aː		
1759-14														h a n		
805-14														g ei̯ n		
756-14														h Ø ʔ		
1201-14														m o ʔ		
2042-14														ʔ a		
1968-14														Ø a ʔ		
2000-14														Ø aː ŋ		
17-14														Ø a ʔ		
4-14														Ø o m		
788-14														Ø a		
1219-14														h ei̯ m		
141-14														ʔ aː ŋ		
541-14														b r j a ŋ		
1687-14														h Ø r		
123-14														Ø aː m		
1652-14														Ø ei̯ n		
576-14														ŋ ɔː		
1738-14														Ø a Ø		
442-14														h o m		
368-14														Ø j a ŋ		
1778-14														p a ʔ		
957-14														n a p		
1704-14														ʔ ei̯ ʔ		
304-14														j a m		
1796-14														Ø ɔ ŋ		
720-14														Ø a h		
287-14														Ø Ø p		
321-14														g o h		
206-14														Ø o ʔ		
1950-14														ʔ Ø		
665-14														Ø Ø a n		
703-14														n o ʔ		
1290-14														m ei̯		
1391-14														Ø a ʔ		
269-14														g ə Ø		
855-14														Ø a n		
2078-14														s a		
2213-14														m Ø		
1858-14														s ə		
1151-14														g j a Ø		
737-14														p a Ø		
1859-15															ŋ a	
175-15															g ə	
241-15															ʔ a h	
2163-15															Ø Ø r	
2181-15															n ə m	
2060-15															ʔ ɨ m	
410-15															t o	
1841-15															m Ø	
2017-15															h u	
1004-15															Ø a	
614-15															b o h	
686-15															b l o	
88-15															ʔ ɔ ʔ	
872-15															n ɨ ŋ	
1891-15															t a	
68-15															s a m	
631-15															b ə i̯	
594-15															g a	
1759-15															h ə n	
805-15															g ɨ n	
756-15															h ɨ ʔ	
1201-15															m o ʔ	
2042-15															ʔ a	
1968-15															t ə ʔ	
2000-15															Ø a ŋ	
17-15															v ɨ ʔ	
4-15															Ø ə m	
788-15															Ø a	
1219-15															h a m	
141-15															ʔ a ŋ	
541-15															b r j a ŋ	
1687-15															h a n	
123-15															Ø a m	
1652-15															Ø ə n	
576-15															ŋ ɔː	
1738-15															Ø ɨ ʔ	
442-15															h Ø m	
368-15															t j a ŋ	
1778-15															b ɨ ʔ	
957-15															n a ʔ	
1704-15															ʔ a ʔ	
304-15															j a m	
1796-15															Ø ɔ ŋ	
720-15															t a h	
287-15															ʔ i̯ ə b	
321-15															g o h	
206-15															Ø o ʔ	
1950-15															ʔ i̯ Ø	
665-15															Ø a n	
703-15															n o ʔ	
1290-15															m o	
1391-15															i̯ ə t	
269-15															g a t	
855-15															Ø a n	
2078-15															s ə	
2213-15															m Ø	
1858-15															s ə	
1151-15															g j a n	
737-15															b ɨ t	
1859-16																ŋ Ø
175-16																g a
241-16																ʔ Ø ʔ
2163-16																Ø Ø r
2181-16																n a m
2060-16																ʔ ə m
410-16																Ø Ø
1841-16																m Ø
2017-16																h u
1004-16																Ø a
614-16																Ø Ø h
686-16																l u
88-16																g ɔ ʔ
872-16																n a ŋ
1891-16																Ø a
68-16																s a m
631-16																m ə n
594-16																g a
1759-16																h ə n
805-16																g ə n
756-16																h Ø ʔ
1201-16																m ə ʔ
2042-16																ʔ a
1968-16																Ø ə ʔ
2000-16																Ø a ŋ
17-16																v a s
4-16																Ø ə m
788-16																Ø a
1219-16																h a m
141-16																ʔ a ŋ
541-16																r a ŋ
1687-16																h Ø r
123-16																Ø a m
1652-16																Ø ə n
576-16																ŋ u
1738-16																Ø a g
442-16																h Ø m
368-16																Ø a ŋ
1778-16																Ø a s
957-16																n a ʔ
1704-16																ʔ a ʔ
304-16																Ø a m
1796-16																Ø ɔ ŋ
720-16																Ø Ø h
287-16																g a
321-16																g ə h
206-16																Ø Ø ʔ
1950-16																ʔ Ø
665-16																Ø a n
703-16																n Ø ʔ
1290-16																m a
1391-16																ʔ ə ʔ
269-16																g a ʔ
855-16																Ø a n
2078-16																s ə
2213-16																m Ø
1858-16																s ə
1151-16																g a n
737-16																Ø ə
