COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
756-6						h Ø Ø										
1201-6						m Ø Ø ʔ										
2042-6						ʔ a										
1968-6						Ø a ʔ										
2000-6						Ø a ŋ										
17-6						Ø Ø Ø										
4-6						Ø a m										
788-6						Ø Ø										
1219-6						h Ø m										
141-6						ʔ a ŋ										
541-6						p r j a ŋ										
1687-6						h Ø Ø										
123-6						Ø a m										
1652-6						tɕ Ø n										
576-6						ŋ ɔ										
1738-6						Ø Ø g										
442-6						h u m										
368-6						Ø j a ŋ										
1778-6						p Ø Ø										
1859-7							ŋ a									
175-7							k a									
241-7							ʔ u ʔ									
2163-7							g Ø n									
2181-7							n a m									
2060-7							ʔ ə m									
410-7							d Ø									
1841-7							m Ø									
2017-7							h Ø									
1004-7							Ø a									
614-7							Ø o h									
686-7							Ø l Ø									
88-7							k ə ʔ									
872-7							n Ø ŋ									
1891-7							Ø a									
68-7							s Ø m									
631-7							p ə n									
594-7							g a									
1759-7							h a n									
805-7							g ɨ n									
756-7							h Ø k									
1201-7							m a ʔ									
2042-7							ʔ a									
1968-7							d ə ʔ									
2000-7							Ø a ŋ									
17-7							v a ʔ									
4-7							Ø ə m									
788-7							d a									
1219-7							h Ø m									
141-7							ʔ a ŋ									
541-7							p j a ŋ									
1687-7							h Ø n									
123-7							Ø a m									
1652-7							tɕ ɨ n									
576-7							ŋ ɔ									
1738-7							d a k									
442-7							h ɔ m									
368-7							Ø j a ŋ									
1778-7							Ø a ʔ									
1859-8								ŋ a								
175-8								g a								
241-8								ʔ Ø ʔ								
2163-8								Ø Ø r								
2181-8								n a m								
2060-8								ʔ a m								
410-8								t ei̯								
1841-8								m Ø								
2017-8								h ei̯								
1004-8								Ø aː								
614-8								b o h								
686-8								Ø l ei̯								
88-8								g ɔ ʔ								
872-8								n a ŋ								
1891-8								t aː								
68-8								s ei̯ m								
631-8								b ə Ø								
594-8								g aː								
1759-8								h a n								
805-8								g ei̯ n								
756-8								h a ʔ								
1201-8								m o ʔ								
2042-8								ʔ aː								
1968-8								t ə ʔ								
2000-8								Ø aː ŋ								
17-8								Ø a ʔ								
4-8								Ø o m								
788-8								t a								
1219-8								h ei̯ m								
141-8								ʔ aː ŋ								
541-8								p r j a ŋ								
1687-8								h Ø r								
123-8								Ø aː m								
1652-8								tɕ ə n								
576-8								ŋ ɔ								
1738-8								t a g								
442-8								h o m								
368-8								t j a ŋ								
1778-8								p a ʔ								
1859-9									ŋ ɨ							
175-9									g a							
241-9									ʔ Ø ʔ							
2163-9									Ø Ø l̥							
2181-9									n a m							
2060-9									ʔ o m							
410-9									Ø ɔ							
1841-9									m ɔ							
2017-9									h Ø							
1004-9									Ø a							
614-9									b e h							
686-9									b l Ø							
88-9									g ɔ ʔ							
872-9									n e ŋ							
1891-9									Ø a							
68-9									s Ø m							
631-9									b ə n							
594-9									g a							
1759-9									h a Ø							
805-9									g Ø n							
756-9									h e ʔ							
1201-9									m e ʔ							
2042-9									ʔ a							
1968-9									Ø a ʔ							
2000-9									l̥ a ŋ							
17-9									i̯ a h							
4-9									Ø o m							
788-9									Ø ɨ							
1219-9									h Ø m							
141-9									ʔ a ŋ							
541-9									b r Ø a ŋ							
1687-9									h e r							
123-9									Ø a m							
1652-9									tɕ ɛ n							
576-9									ŋ ɔ							
1738-9									Ø a g							
442-9									h o m							
368-9									i̯ i̯ a ŋ							
1778-9									b a h							
1859-10										ŋ i						
175-10										g a						
241-10										ʔ u ʔ						
2163-10										g u tɕ						
2181-10										n ə m						
2060-10										ʔ Ø m						
410-10										Ø Ø						
1841-10										m Ø						
2017-10										h u						
1004-10										Ø a						
614-10										Ø ou̯ h						
686-10										b l Ø						
88-10										g Ø ʔ						
872-10										n Ø ŋ						
1891-10										Ø a						
68-10										s i m						
631-10										b Ø n						
594-10										g a						
1759-10										h ə ɲ						
805-10										g Ø n						
756-10										h u g						
1201-10										m a ʔ						
2042-10										ʔ u						
1968-10										Ø a ʔ						
2000-10										Ø a ŋ						
17-10										Ø a ʔ						
4-10										Ø a m						
788-10										Ø i						
1219-10										h i m						
141-10										ʔ a ŋ						
541-10										b r j a ŋ						
1687-10										h u tɕ						
123-10										Ø a m						
1652-10										tɕ i n						
576-10										ŋ ɔː						
1738-10										Ø u g						
442-10										h Ø m						
368-10										Ø j a ŋ						
1778-10										Ø a ʔ						
1859-11											ŋ a					
175-11											k a					
241-11											ʔ u ʔ					
2163-11											g Ø n					
2181-11											n ə m					
2060-11											ʔ ə m					
410-11											Ø Ø					
1841-11											m Ø					
2017-11											h Ø					
1004-11											Ø a					
614-11											Ø ou̯ h					
686-11											Ø l Ø					
88-11											k ə ʔ					
872-11											n Ø ŋ					
1891-11											Ø a					
68-11											s Ø m					
631-11											Ø ə n					
594-11											g a					
1759-11											h a n					
805-11											g ə n					
756-11											h Ø ʔ					
1201-11											m Ø ʔ					
2042-11											ʔ a					
1968-11											Ø a ʔ					
2000-11											Ø a ŋ					
17-11											v a c					
4-11											Ø ə m					
788-11											Ø a					
1219-11											h Ø m					
141-11											ʔ a ŋ					
541-11											p Ø j a ŋ					
1687-11											h Ø n					
123-11											Ø a m					
1652-11											tɕ ə n					
576-11											ŋ ɔ					
1738-11											Ø a k					
442-11											h Ø m					
368-11											Ø j a ŋ					
1778-11											p a c					
1859-12												ŋ a				
175-12												g a				
241-12												ʔ uː ʔ				
2163-12												Ø uː n				
2181-12												n a m				
2060-12												ʔ ɨ m				
410-12												t o				
1841-12												m Ø				
2017-12												h ei̯				
1004-12												Ø a				
614-12												b o h				
686-12												b l ei̯				
88-12												k a ʔ				
872-12												n ɨ ŋ				
1891-12												t a				
68-12												s a m				
631-12												b ə n				
594-12												g a				
1759-12												h ə n				
805-12												g ɨ n				
756-12												h ɨ ʔ				
1201-12												m ɨ ʔ				
2042-12												ʔ a				
1968-12												t a ʔ				
2000-12												Ø a ŋ				
17-12												v ɨ t				
4-12												Ø ə m				
788-12												t a				
1219-12												h a m				
141-12												ʔ a ŋ				
541-12												b r j a ŋ				
1687-12												h uː n				
123-12												Ø a m				
1652-12												tɕ ə n				
576-12												ŋ ɔ				
1738-12												t a ʔ				
442-12												h ə m				
368-12												t j a ŋ				
1778-12												b ɨ t				
1859-13													ŋ ɨ			
175-13													g a			
241-13													ʔ uː t			
2163-13													g uː n			
2181-13													n a m			
2060-13													ʔ ɨ m			
410-13													t o			
1841-13													m Ø			
2017-13													h u			
1004-13													Ø a			
614-13													b o h			
686-13													b l o			
88-13													ʔ a ʔ			
872-13													n ɨ ŋ			
1891-13													t a			
68-13													s ɨ m			
631-13													b ə n			
594-13													g a			
1759-13													h ə ŋ			
805-13													g ɨ n			
756-13													h ɨ ʔ			
1201-13													m ɨ ʔ			
2042-13													ʔ a			
1968-13													t a ʔ			
2000-13													Ø a ŋ			
17-13													v ɨ Ø			
4-13													Ø ə m			
788-13													t ɨ			
1219-13													h ɨ m			
141-13													ʔ a ŋ			
541-13													b r j a ŋ			
1687-13													h uː n			
123-13													Ø a m			
1652-13													tɕ ə n			
576-13													ŋ ɔ			
1738-13													t a ʔ			
442-13													h ə m			
368-13													t j a ŋ			
1778-13													b ɨ Ø			
1859-14														ŋ a		
175-14														k a		
241-14														ʔ Ø ʔ		
2163-14														Ø Ø r		
2181-14														n ə m		
2060-14														ʔ a m		
410-14														t ei̯		
1841-14														m Ø		
2017-14														h ei̯		
1004-14														Ø aː		
614-14														b o h		
686-14														Ø l ei̯		
88-14														k ɔ ʔ		
872-14														n ə ŋ		
1891-14														t aː		
68-14														s ei̯ m		
631-14														b ə n		
594-14														g aː		
1759-14														h a n		
805-14														g ei̯ n		
756-14														h Ø ʔ		
1201-14														m ou̯ ʔ		
2042-14														ʔ a		
1968-14														t a ʔ		
2000-14														Ø aː ŋ		
17-14														Ø a s		
4-14														Ø o m		
788-14														t a		
1219-14														h ei̯ m		
141-14														ʔ aː ŋ		
541-14														b r j a ŋ		
1687-14														h Ø r		
123-14														Ø aː m		
1652-14														tɕ ei̯ n		
576-14														ŋ ɔː		
1738-14														t a k		
442-14														h o m		
368-14														Ø j a ŋ		
1778-14														p a s		
1859-15															ŋ a	
175-15															g a	
241-15															ʔ a h	
2163-15															Ø Ø r	
2181-15															n a m	
2060-15															ʔ ɨ m	
410-15															t o	
1841-15															m Ø	
2017-15															h u	
1004-15															Ø a	
614-15															b o h	
686-15															b l o	
88-15															ʔ ɔ ʔ	
872-15															n ɨ ŋ	
1891-15															t a	
68-15															s a m	
631-15															b ə i̯	
594-15															g a	
1759-15															h ə n	
805-15															g ɨ n	
756-15															h ɨ ʔ	
1201-15															m a ʔ	
2042-15															ʔ a	
1968-15															t a ʔ	
2000-15															Ø a ŋ	
17-15															v a t	
4-15															Ø ə m	
788-15															t a	
1219-15															h a m	
141-15															ʔ a ŋ	
541-15															b r j a ŋ	
1687-15															h a n	
123-15															Ø a m	
1652-15															tɕ ə n	
576-15															ŋ ɔː	
1738-15															t a ʔ	
442-15															h Ø m	
368-15															Ø j a ŋ	
1778-15															b a t	
1859-16																ŋ Ø
175-16																g a
241-16																ʔ Ø ʔ
2163-16																g Ø r
2181-16																n a m
2060-16																ʔ ə m
410-16																t Ø
1841-16																m Ø
2017-16																h u
1004-16																Ø a
614-16																Ø Ø h
686-16																l u
88-16																g ɔ ʔ
872-16																n a ŋ
1891-16																t a
68-16																s a m
631-16																m ə n
594-16																g a
1759-16																h ə n
805-16																g ə n
756-16																h Ø ʔ
1201-16																m ə ʔ
2042-16																ʔ a
1968-16																t a ʔ
2000-16																Ø a ŋ
17-16																v a s
4-16																Ø ə m
788-16																Ø a
1219-16																h a m
141-16																ʔ a ŋ
541-16																r j a ŋ
1687-16																h Ø r
123-16																Ø a m
1652-16																Ø ə n
576-16																ŋ u
1738-16																Ø a g
442-16																h Ø m
368-16																t j a ŋ
1778-16																Ø a s
