COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
1323	m̥ ə	m̥ eːu̯	m̥ ɯ		m̥ əː	m̥ əː		m̥ əɯ̯	m̥ əɯ̯	m̥ əɯ̯		m̥ ə	m̥ ə	m̥ əɯ̯	m̥ əɯ̯	m̥ əɯ̯
1538	r j a h		r j a h		r j a h	r j a h		r j a h	r j a h	r j a h	r ə h	r j a h	r j a h	r j a h	r j a h	r j a h
975	ɲ a h	ɲ a h	ɲ ai̯ h	ɲ a h			ɲ a h	ɲ a h	ŋ j a h		ɲ a h	ɲ a h	ɲ a h	ɲ a h	ɲ a h	ɲ a h
940	ŋ au̯ h	ŋ ɔ h	ŋ a h	ŋ ai̯ ʔ			ŋ ai̯	ŋ a h	ŋ a h		ŋ ai̯	ŋ au̯ h	ŋ au̯ h	ŋ ɔ h	ŋ au̯ h	ŋ ɔ h
1476	ʔ a h	ʔ e h	ʔ ɔi̯ h	ʔ ɛ h			ʔ ə h	ʔ ɔ h	ʔ ɔi̯ h		ʔ ə h	ʔ a h	ʔ a h	ʔ ɔ h	ʔ a h	ʔ a h
1923	n ɨi̯	n i n		n iː	n i n	n i n	n iː	n a ŋ			n i	n i	n i	n iː	n ɨi̯	n iː
105	v ɔ ŋ	v a ŋ	v a ŋ	v ɔ ŋ			v ɔ ŋ	v a ŋ	v a ŋ		v ɔ ŋ	v ɔ ŋ	v ɔ k	v a ŋ	v ɔ ŋ	v ɔ ŋ
1431	ʔ ɨi̯	ʔ ui̯	ʔ iː	ʔ iː			ʔ iː	ʔ iː	ʔ iː		ʔ iː	ʔ i	ʔ i	ʔ iː		ʔ ui̯
37		f aː ŋ	f aː ŋ	f aː ŋ	f aː ŋ	f aː ŋ	f aː ŋ	f aː ŋ	f ɛː ŋ	f aː ŋ	f aː ŋ			f aː ŋ		f aː ŋ
1152		l ə n	b l a n	p a	b a n	p a n	p a	b l a n	b l a n	b l a n	p a			b l a n		
1814	m ă n	m a n	m a ɲ		m e ɲ	m e ɲ			m a n	m ɛ ŋ		m ă ɲ	m ă n		m a ɲ	m ɛ ɲ
1183	n ɔ n	n oː		k o ŋ			n ɔː	ŋ au̯ ʔ			k ɔ ŋ	n ɔ n	n ɔ n	ŋ ɔː t	n ɔː n	n ɔ n
1890			s a		s a		s a	s a		s a	s a	s a	s a	s a	s a	s ə
1430	d u	d u	d u	t a			t a	ɗ u	d u		t a	d u		d u	d u	
1721	ɲ̊ ɔ ʔ	ʔ u h	ʔ ui̯ h	ɲ ɔi̯ ʔ			ɲ ɔːi̯ ʔ		ʔ ui̯ h		ɲ ɔi̯ ʔ	ɲ̊ ɔ ʔ	ɲ̊ ɔ ʔ		ɲ̊ ɔː ʔ	ʔ u h
1617	b ou̯ ʔ	ɓ o k	b o ʔ	p o k			p o k		b o ʔ		b aː n	b ou̯ ʔ	b ou̯ ʔ		b ou̯ ʔ	b ou̯ ʔ
1564	b ɔ ʔ	b o ʔ	ɓ ɔː t		tʰ ei̯ ʔ			ɓ ɔ ʔ	tʰ u ʔ			b ɔ	b ɔ ʔ	b ɔ t	b ɔː ʔ	b o ʔ
1028			ʔ a	ʔ a			ʔ a	ʔ a	ʔ a	ʔ i	ʔ a	ʔ a	ʔ a	ʔ a	ʔ a	
2111	l ui̯	l ɨi̯ h		l ui̯			l uːi̯	l uːi̯			l ui̯	l ui̯	l ui̯	l uːi̯	l uːi̯	l uːi̯
1563	s a	s ə	s ə					s a		s a		s a	s a	s a	s a	s a
1597	s ɔ ŋ				s a ŋ	s a ŋ		s a ŋ	s a ŋ		s ɔ ŋ	s ɔ ŋ	s ɔ k		s ɔ ŋ	s ɔ ŋ
459	p ə n	b əː n		b əː n			b əː n			ɓ e ʔ	b əː n	p ə n	p ə n		p əa n	p əː n
1355	g u ŋ				k ɔ ŋ	k ɔ ŋ		g ɔ ŋ		k ɔ ŋ		g o ŋ	g u	g ɔ ŋ	g u ŋ	g u ŋ
827		b l ɔːi̯			b l ei̯	b l ei̯		b l eː	b l i	b l e		b a		b l eː	b e	b l ei̯
1508	ə n			ə n			ə n	ə n			ə n	ə n	ə n	ə n	ə n	ə n
1635	j ə		j ɨː	j eu̯	j əː		j eu̯				j eu̯	j ə	j ə		j əɯ̯	j əɯ̯
891	p r ɛ		b r ai̯	p ai̯	b r ei̯	p r iː		p r ai̯				p r ɛ	p r ɛ	p r ai̯		p r ɛː
1479				ʔ a			ʔ a	ʔ a	ʔ a	ʔ i	ʔ a	ʔ a	ʔ a	ʔ a	ʔ a	
1266		d ɔ ʔ	d a t	t ə	d a t	d a t		t a ʔ	d a t	t a				dʱ a t		t a t
1924		ʔ a	h a		ʔ a	ʔ a	ʔ a	ʔ ɨː	ʔ ɯː	h a	ʔ a					ʔ a
2129	ʔ a					ʔ a n		ʔ a	ʔ i	ʔ a		ʔ a	ʔ a	ʔ a	ʔ a	ʔ a
826		n ɔ h	n ɔːi̯	n ɔ h	nˀ ɔ h	nʰ ɔ h	n ɔ h		n ɔi̯ h		n ɔ h					n ɔ x
520							d o ŋ	t o ŋ	d o ŋ		d o ŋ	t o ŋ	t o k	d o ŋ	t o ŋ	t o ŋ
1813			s ə		s a	s ə				s a		s a	s a		s a	s a
1322	kʰ ɛ	kʰ a	kʰ a					kʰ iː	kʰ iːu̯			kʰ ɛ		kʰ i m	kʰ ɛ	
2018				t a ŋ	ɗ ɨ ŋ	ɗ ə ŋ	t a ŋ	d a ŋ		ɗ ɨ ŋ	t a ŋ					d a ŋ
341		ʔ o ʔ	ʔ o ʔ		ʔ o ʔ	ʔ o ʔ		ʔ o ʔ	ʔ u ʔ	ʔ o ʔ				ʔ o ʔ		
559		dʑ au̯			dʑ oː			dʑ ɔː	dʑ oː	dʑ ɔː		c w a	c w a	dʑ oː		
240		ə ŋ					ə ŋ				ə ŋ	ə ŋ	ə ŋ		ə ŋ	ə ŋ
1540		h ɔi̯	h i		h ei̯			h ei̯	h iː		h ɔi̯					h ei̯
1967	s ɨ						s ə				s a	s a	s a		s a	s ɨ
921	ɲ ɔ ŋ	ɣ a n	r ɔː n						r ɔː n			ɲ ɔ ŋ	ɲ ɔ ŋ		ɲ ɔ ŋ	
558	j o		j oː	j au̯		j ou̯	j au̯				j au̯				j ou̯	
892		l ə p	k l ɔː				l ɛː		l i p			l ɛ	l ɛ			l ɨ p
1134	k ɨ n	g ɨ n		g ɨ n			g ɨ n				k ɨ n	k ɨ n	k ɨ n			
1110	m a	m a										m a	m a		m a	m a
1598		tɕ eː m	tɕ eː m	tɕ ɛː m			tɕ eː m			tɕ ɛː m				j ɛː m		
757	g ɨ ɲ							g i ŋ				g i ɲ	g ɨ n	g i ɲ	g i ɲ	
922							n v a t				n v a t	v a c	v a t		v ai̯ c	v a c
173	h ə̆ k		h ə h					l e h				h ə̆ k			h ə k	h ə k
1218	ə ŋ											ə ŋ	ə ŋ		ə ŋ	ŋ
387					l a	r a	l a	l ɛː		l a j						
1722					kʰ r ɨ ʔ	k r w ə t		kʰ r i t		kʰ r i ʔ				kʰ r ɔː t		
1636		dʑ eː w				dʑ əː		dʑ əː	dʑ ɨː					dʑ ə ɯ		
8		d o h		t o h			t o h				t o h			tʰ ui̯		
1618					k r aːi̯ ʔ	k r aːi̯ ʔ		k r j a ʔ		g r aː ʔ				k r j a h		
1673					m ɔ ʔ	m o ʔ		m ɔ ŋ		m ɔ ʔ				m ɔ ŋ		
1565				tʰ u	tʰ u	d u	tʰ u				tʰ u					
1566				tʰ i k		d i t	tʰ iː		ɗ ai̯		tʰ iː					
895						k o h		kʰ r ɔ h					kʰ ɛ	k u h	ŋ au̯ h	
1026	n a	n a			n a p	n a p										n a
2112			b l ɔ ʔ		p l ɔ ʔ	b l ɔː ʔ			p l ɔ ʔ	b l ɔ ʔ						
1150												m a	m a		m a	m ə
1185					s u r̥	s o r			s u l	s u r						
1005			h iː			h eːi̯	h ɔːi̯		h i							
339		m a										m a	m a		m a	
461			g r aːu̯					kʰ ai̯	g l ɛːu̯					g l au̯		
460	ʔ j a n		ʔ j a r									ʔ j a n	ʔ j a n			
1220			ʔ a					ʔ a	ʔ a					ʔ a		
1432					ɓ i	ɓ iː				b iː					v ɨi̯	
34	b r ɔ											b r ɔ	b r ɔ		b r ɔ	
1670	t u t											t u c	t u c		t ui̯ c	
1671		ʔ a k		ʔ ɔ k			ʔ ɔ k				ʔ a k					
666												ə m	ə m		ə m	ə m
1135			b r a m		p ə r				b r a m	b r a m						
1264	kʰ r j a ʔ											kʰ r j a ʔ	kʰ r j a ʔ		kʰ r j a ʔ	
1816				l aːu̯			l aːu̯				l aːu̯					
1460					dʑ uː ŋ	dʑ o ŋ				tɕ u ŋ						
1325					r ə n					r a						tɕ u ŋ
1324				s ɛ m			s ə m				s ə m					
1539		ɣ ə h		ʐ ə h			ɣ ə h									
1599					s ɔ ʔ			s ɛ ʔ								s ɛ ʔ
462					ɗ a m	ɗ a m				d a m						
593												m a	m a		m a	
1357				d u ŋ			d ɔ ŋ				d u ŋ					
1221					r ə n	r ə				r ə						
35												ŋ ɔ	ŋ ɔ		ŋ ɔː	
976					dʑ u m	dʑ u m				j u m						
890	b a	b j ai̯								b j a m						
941					ɓ j a m	p j a m				b j a m						
1412									l u ʔ						l əi̯ h	l̥ e i̯ h
1478			d w a						d i ŋ	d a m						
522					ŋ aːi̯					ŋ aːi̯			n			
1267				tɕ ɔ m			tɕ a m				tɕ a m					
106					dʑ ə m	dʑ ə m				dʑ ə m						
1289					k ə n	k a r				k ə n						
1292				t a			t a				t a					
2131					m ɔ h					m ə h	m̥ əː					
1817								p l aː ŋ						p l aː ŋ		
409						k ə n				k ə						
1758												m a			m a	
486								b l eː						b l eː		
1969					k ə r	k ə r										
9												r au̯			r ɔː	
7				p o ŋ							p o n					
924							s ɔ				s ɔ					
140					k ə n	k a n										
1511						r a				r a						
1265		ə n							ə n							
1739										ŋ a r				ŋ ɔː		
974		k ə												k a n		
1672			ŋ oːi̯						ŋ oːi̯							
894					l w a ŋ				r i ŋ							
893				t oː							t oː					
1138								r j a n						r j a n		
1029					kʰ ɔ n	kʰ ɔ n										
521					s a					s a						
1392					p ə	p a										
2					m i					m i						
