ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_SUBGROUP	PARTIAL_COGNACY	COGIDS
1568	99_i	I	NanSang	Nan Sang	Ɂaw	Ɂaw	ʔ au̯	ruma1248	24.019728	97.819736	Palaung	1	1
593	38_abdomen	abdomen	NamHsan	Namhsan	vɛɁ	vɛɁ	v ɛ ʔ		22.965064	97.163239	Palaung	17	17
594	38_abdomen	abdomen	KhunHawt	Khun Hawt	vac	vac	v a c		22.965064	97.163239	Palaung	17	17
595	38_abdomen	abdomen	HtanHsan	Htan Hsan	vaic	vaic	v ai̯ c		22.675133	97.289942	Palaung	17	17
596	38_abdomen	abdomen	PangKham	Pangkham	waɁ	waɁ	w a ʔ		22.672097	97.161167	Palaung	17	17
597	38_abdomen	abdomen	ManLoi	Man Loi	vaiɁ	vaiɁ	v ai̯ ʔ		22.636019	97.139264	Palaung	17	17
598	38_abdomen	abdomen	MengDan	Meng Dan	veʔ	veʔ	v e ʔ	khan1274	24.296522	98.379886	Palaung	17	17
599	38_abdomen	abdomen	ChuDongGua	Chu Dong Gua	vɛʔ	vɛʔ	v ɛ ʔ		24.330889	98.393125	Palaung	17	17
600	38_abdomen	abdomen	XiangZhaiTang	Xiang Zhai Tang	vac	vac	v a c	ruma1248	24.323819	98.556639	Palaung	17	17
601	38_abdomen	abdomen	PongNuea	Pong Nuea	vaic	vaic	v ai̯ c		20.321525	99.866817	Palaung	17	17
602	38_abdomen	abdomen	NyaungGone	Nyaung Gone	văt	văt	v ă t		20.635025	96.545772	Palaung	17	17
603	38_abdomen	abdomen	NoeLae	Noe Lae	văc	văc	v ă c		19.941803	99.044742	Palaung	17	17
604	38_abdomen	abdomen	BanPaw	Ban Paw	văt	văt	v ă t		21.311225	99.557550	Palaung	17	17
605	38_abdomen	abdomen	ChaYeQing	Cha Ye Qing	vat	vat	v a t		24.305717	98.463661	Palaung	17	17
606	38_abdomen	abdomen	GuangKa	Guang Ka	vat	vat	v a t	ruma1248	24.065714	97.796281	Palaung	17	17
607	38_abdomen	abdomen	MangBang	Mang Bang	vat	vat	v a t	ruma1248	24.416392	98.399078	Palaung	17	17
608	38_abdomen	abdomen	NanSang	Nan Sang	vat	vat	v a t	ruma1248	24.019728	97.819736	Palaung	17	17
854	55_ashes	ashes	NamHsan	Namhsan	kafaːŋ	kafaːŋ	k a + f aː ŋ		22.965064	97.163239	Palaung	175 37	175 37
855	55_ashes	ashes	KhunHawt	Khun Hawt	kafaːŋ	kafaːŋ	k a + f aː ŋ		22.965064	97.163239	Palaung	175 37	175 37
856	55_ashes	ashes	HtanHsan	Htan Hsan	kafaːŋ	kafaːŋ	k a + f aː ŋ		22.675133	97.289942	Palaung	175 37	175 37
857	55_ashes	ashes	PangKham	Pangkham	kafaːŋ	kafaːŋ	k a + f aː ŋ		22.672097	97.161167	Palaung	175 37	175 37
858	55_ashes	ashes	ManLoi	Man Loi	kafaːŋ	kafaːŋ	k a + f aː ŋ		22.636019	97.139264	Palaung	175 37	175 37
859	55_ashes	ashes	MengDan	Meng Dan	kəfɛːŋ	kəfɛːŋ	k ə + f ɛː ŋ	khan1274	24.296522	98.379886	Palaung	175 37	175 37
860	55_ashes	ashes	ChuDongGua	Chu Dong Gua	kafaːŋ	kafaːŋ	k a + f aː ŋ		24.330889	98.393125	Palaung	175 37	175 37
861	55_ashes	ashes	XiangZhaiTang	Xiang Zhai Tang	kafaːŋ	kafaːŋ	k a + f aː ŋ	ruma1248	24.323819	98.556639	Palaung	175 37	175 37
862	55_ashes	ashes	PongNuea	Pong Nuea	brɔŋɔː	brɔŋɔː	b r ɔ + ŋ ɔː		20.321525	99.866817	Palaung	34 35	34 35
863	55_ashes	ashes	NyaungGone	Nyaung Gone	brɔ ŋɔ	brɔ ŋɔ	b r ɔ + ŋ ɔ		20.635025	96.545772	Palaung	34 35	34 35
864	55_ashes	ashes	NoeLae	Noe Lae	brɔ ŋɔ	brɔ ŋɔ	b r ɔ + ŋ ɔ		19.941803	99.044742	Palaung	34 35	34 35
865	55_ashes	ashes	BanPaw	Ban Paw	brɔ ŋɔ	brɔ ŋɔ	b r ɔ + ŋ ɔ		21.311225	99.557550	Palaung	34 576	34 576
866	55_ashes	ashes	ChaYeQing	Cha Ye Qing	kafaːŋ	kafaːŋ	k a + f aː ŋ		24.305717	98.463661	Palaung	175 37	175 37
867	55_ashes	ashes	GuangKa	Guang Ka	kafaːŋ	kafaːŋ	k a + f aː ŋ	ruma1248	24.065714	97.796281	Palaung	175 37	175 37
868	55_ashes	ashes	MangBang	Mang Bang	kafaːŋ	kafaːŋ	k a + f aː ŋ	ruma1248	24.416392	98.399078	Palaung	175 37	175 37
869	55_ashes	ashes	NanSang	Nan Sang	kafaːŋ	kafaːŋ	k a + f aː ŋ	ruma1248	24.019728	97.819736	Palaung	175 37	175 37
369	24_bird	bird	NamHsan	Namhsan	sim	sim	s i m		22.965064	97.163239	Palaung	68	68
370	24_bird	bird	KhunHawt	Khun Hawt	sim	sim	s i m		22.965064	97.163239	Palaung	68	68
371	24_bird	bird	HtanHsan	Htan Hsan	sim	sim	s i m		22.675133	97.289942	Palaung	68	68
372	24_bird	bird	PangKham	Pangkham	sim	sim	s i m		22.672097	97.161167	Palaung	68	68
373	24_bird	bird	ManLoi	Man Loi	sim	sim	s i m		22.636019	97.139264	Palaung	68	68
374	24_bird	bird	MengDan	Meng Dan	sim	sim	s i m	khan1274	24.296522	98.379886	Palaung	68	68
375	24_bird	bird	ChuDongGua	Chu Dong Gua	sim	sim	s i m		24.330889	98.393125	Palaung	68	68
376	24_bird	bird	XiangZhaiTang	Xiang Zhai Tang	siːm	siːm	s iː m	ruma1248	24.323819	98.556639	Palaung	68	68
377	24_bird	bird	PongNuea	Pong Nuea	masiːm	masiːm	m a + s iː m		20.321525	99.866817	Palaung	1110 68	1110 68
378	24_bird	bird	NyaungGone	Nyaung Gone	masim	masim	m a + s i m		20.635025	96.545772	Palaung	1110 68	1110 68
379	24_bird	bird	NoeLae	Noe Lae	masim	masim	m a + s i m		19.941803	99.044742	Palaung	1110 68	1110 68
380	24_bird	bird	BanPaw	Ban Paw	masim	masim	m a + s i m		21.311225	99.557550	Palaung	1110 68	1110 68
381	24_bird	bird	ChaYeQing	Cha Ye Qing	siːm	siːm	s iː m		24.305717	98.463661	Palaung	68	68
382	24_bird	bird	GuangKa	Guang Ka	siːm	siːm	s iː m	ruma1248	24.065714	97.796281	Palaung	68	68
383	24_bird	bird	MangBang	Mang Bang	siːm	siːm	s iː m	ruma1248	24.416392	98.399078	Palaung	68	68
384	24_bird	bird	NanSang	Nan Sang	siːm	siːm	s iː m	ruma1248	24.019728	97.819736	Palaung	68	68
321	21_bite	bite	NamHsan	Namhsan	ɡaɁ	ɡaɁ	g a ʔ		22.965064	97.163239	Palaung	88	88
322	21_bite	bite	KhunHawt	Khun Hawt	ɡaɁ	ɡaɁ	g a ʔ		22.965064	97.163239	Palaung	88	88
323	21_bite	bite	HtanHsan	Htan Hsan	ɡaɁ	ɡaɁ	g a ʔ		22.675133	97.289942	Palaung	88	88
324	21_bite	bite	PangKham	Pangkham	ɡak	ɡak	g a k		22.672097	97.161167	Palaung	88	88
325	21_bite	bite	ManLoi	Man Loi	kak	kak	k a k		22.636019	97.139264	Palaung	88	88
326	21_bite	bite	MengDan	Meng Dan	kiaʔ	kiaʔ	k i/j a ʔ	khan1274	24.296522	98.379886	Palaung	88	88
327	21_bite	bite	ChuDongGua	Chu Dong Gua	ɡa?	ɡa?	g a ʔ		24.330889	98.393125	Palaung	88	88
328	21_bite	bite	XiangZhaiTang	Xiang Zhai Tang	kɔɁ	kɔɁ	k ɔ ʔ	ruma1248	24.323819	98.556639	Palaung	88	88
329	21_bite	bite	PongNuea	Pong Nuea	kauɁ	kauɁ	k au̯ ʔ		20.321525	99.866817	Palaung	88	88
330	21_bite	bite	NyaungGone	Nyaung Gone	kauʔ	kauʔ	k au̯ ʔ		20.635025	96.545772	Palaung	88	88
331	21_bite	bite	NoeLae	Noe Lae	kauɁ	kauɁ	k au̯ ʔ		19.941803	99.044742	Palaung	88	88
332	21_bite	bite	BanPaw	Ban Paw	kauɁ	kauɁ	k au̯ ʔ		21.311225	99.557550	Palaung	88	88
333	21_bite	bite	ChaYeQing	Cha Ye Qing	ɡak	ɡak	g a k		24.305717	98.463661	Palaung	88	88
334	21_bite	bite	GuangKa	Guang Ka	ɡak	ɡak	g a k	ruma1248	24.065714	97.796281	Palaung	88	88
335	21_bite	bite	MangBang	Mang Bang	ɡɔk	ɡɔk	g ɔ k	ruma1248	24.416392	98.399078	Palaung	88	88
336	21_bite	bite	NanSang	Nan Sang	kɔk	kɔk	k ɔ k	ruma1248	24.019728	97.819736	Palaung	88	88
1426	91_black	black	NamHsan	Namhsan	ʥәm	ʥәm	dʑ ə m		22.965064	97.163239	Palaung	106	106
1427	91_black	black	KhunHawt	Khun Hawt	ʥәm	ʥәm	dʑ ə m		22.965064	97.163239	Palaung	106	106
1428	91_black	black	HtanHsan	Htan Hsan	ʥәm	ʥәm	dʑ ə m		22.675133	97.289942	Palaung	106	106
1429	91_black	black	PangKham	Pangkham	vaŋ	vaŋ	v a ŋ		22.672097	97.161167	Palaung	105	105
1430	91_black	black	ManLoi	Man Loi	vaŋ	vaŋ	v a ŋ		22.636019	97.139264	Palaung	105	105
1431	91_black	black	MengDan	Meng Dan	vaŋ	vaŋ	v a ŋ	khan1274	24.296522	98.379886	Palaung	105	105
1432	91_black	black	ChuDongGua	Chu Dong Gua	vaŋ	vaŋ	v a ŋ		24.330889	98.393125	Palaung	105	105
1433	91_black	black	XiangZhaiTang	Xiang Zhai Tang	vɔŋ	vɔŋ	v ɔ ŋ	ruma1248	24.323819	98.556639	Palaung	105	105
1434	91_black	black	PongNuea	Pong Nuea	vɔŋ	vɔŋ	v ɔ ŋ		20.321525	99.866817	Palaung	105	105
1435	91_black	black	NyaungGone	Nyaung Gone	vɔk	vɔk	v ɔ k		20.635025	96.545772	Palaung	105	105
1436	91_black	black	NoeLae	Noe Lae	vɔŋ	vɔŋ	v ɔ ŋ		19.941803	99.044742	Palaung	105	105
1437	91_black	black	BanPaw	Ban Paw	vɔŋ	vɔŋ	v ɔ ŋ		21.311225	99.557550	Palaung	105	105
1438	91_black	black	ChaYeQing	Cha Ye Qing	vaŋ	vaŋ	v a ŋ		24.305717	98.463661	Palaung	105	105
1439	91_black	black	GuangKa	Guang Ka	vɔŋ	vɔŋ	v ɔ ŋ	ruma1248	24.065714	97.796281	Palaung	105	105
1440	91_black	black	MangBang	Mang Bang	vɔŋ	vɔŋ	v ɔ ŋ	ruma1248	24.416392	98.399078	Palaung	105	105
1441	91_black	black	NanSang	Nan Sang	Ɂivɔŋ	Ɂivɔŋ	ʔ i + v ɔ ŋ	ruma1248	24.019728	97.819736	Palaung	107 105	107 105
745	48_blood	blood	NamHsan	Namhsan	n̥aːm	n̥aːm	n̥ aː m		22.965064	97.163239	Palaung	123	123
746	48_blood	blood	KhunHawt	Khun Hawt	n̥aːm	n̥aːm	n̥ aː m		22.965064	97.163239	Palaung	123	123
747	48_blood	blood	HtanHsan	Htan Hsan	n̥aːm	n̥aːm	n̥ aː m		22.675133	97.289942	Palaung	123	123
748	48_blood	blood	PangKham	Pangkham	n̥a:m	n̥a:m	n̥ aː m		22.672097	97.161167	Palaung	123	123
749	48_blood	blood	ManLoi	Man Loi	n̥aːm	n̥aːm	n̥ aː m		22.636019	97.139264	Palaung	123	123
750	48_blood	blood	MengDan	Meng Dan	n̥ɛːm	n̥ɛːm	n̥ ɛː m	khan1274	24.296522	98.379886	Palaung	123	123
751	48_blood	blood	ChuDongGua	Chu Dong Gua	n̥aːm	n̥aːm	n̥ aː m		24.330889	98.393125	Palaung	123	123
752	48_blood	blood	XiangZhaiTang	Xiang Zhai Tang	n̥aːm	n̥aːm	n̥ aː m	ruma1248	24.323819	98.556639	Palaung	123	123
753	48_blood	blood	PongNuea	Pong Nuea	n̥aːm	n̥aːm	n̥ aː m		20.321525	99.866817	Palaung	123	123
754	48_blood	blood	NyaungGone	Nyaung Gone	n̥am	n̥am	n̥ a m		20.635025	96.545772	Palaung	123	123
755	48_blood	blood	NoeLae	Noe Lae	n̥am	n̥am	n̥ a m		19.941803	99.044742	Palaung	123	123
756	48_blood	blood	BanPaw	Ban Paw	n̥am	n̥am	n̥ a m		21.311225	99.557550	Palaung	123	123
757	48_blood	blood	ChaYeQing	Cha Ye Qing	n̥aːm	n̥aːm	n̥ aː m		24.305717	98.463661	Palaung	123	123
758	48_blood	blood	GuangKa	Guang Ka	n̥aːm	n̥aːm	n̥ aː m	ruma1248	24.065714	97.796281	Palaung	123	123
759	48_blood	blood	MangBang	Mang Bang	n̥aːm	n̥aːm	n̥ aː m	ruma1248	24.416392	98.399078	Palaung	123	123
760	48_blood	blood	NanSang	Nan Sang	n̥aːm	n̥aːm	n̥ aː m	ruma1248	24.019728	97.819736	Palaung	123	123
697	45_bone	bone	NamHsan	Namhsan	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ		22.965064	97.163239	Palaung	175 141	175 141
698	45_bone	bone	KhunHawt	Khun Hawt	kanɁaːŋ	kanɁaːŋ	k a n + ʔ aː ŋ		22.965064	97.163239	Palaung	140 141	140 141
699	45_bone	bone	HtanHsan	Htan Hsan	kәnɁaːŋ	kәnɁaːŋ	k ə n + ʔ aː ŋ		22.675133	97.289942	Palaung	140 141	140 141
700	45_bone	bone	PangKham	Pangkham	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ		22.672097	97.161167	Palaung	175 141	175 141
701	45_bone	bone	ManLoi	Man Loi	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ		22.636019	97.139264	Palaung	175 141	175 141
702	45_bone	bone	MengDan	Meng Dan	kaʔɛːŋ	kaʔɛːŋ	k a + ʔ ɛː ŋ	khan1274	24.296522	98.379886	Palaung	175 141	175 141
703	45_bone	bone	ChuDongGua	Chu Dong Gua	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ		24.330889	98.393125	Palaung	175 141	175 141
704	45_bone	bone	XiangZhaiTang	Xiang Zhai Tang	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ	ruma1248	24.323819	98.556639	Palaung	175 141	175 141
705	45_bone	bone	PongNuea	Pong Nuea	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ		20.321525	99.866817	Palaung	175 141	175 141
706	45_bone	bone	NyaungGone	Nyaung Gone	kaʔak	kaʔak	k a + ʔ a k		20.635025	96.545772	Palaung	175 141	175 141
707	45_bone	bone	NoeLae	Noe Lae	kaɁaŋ	kaɁaŋ	k a + ʔ a ŋ		19.941803	99.044742	Palaung	175 141	175 141
708	45_bone	bone	BanPaw	Ban Paw	kaɁaŋ	kaɁaŋ	k a + ʔ a ŋ		21.311225	99.557550	Palaung	175 141	175 141
709	45_bone	bone	ChaYeQing	Cha Ye Qing	kaʔaːŋ	kaʔaːŋ	k a + ʔ aː ŋ		24.305717	98.463661	Palaung	175 141	175 141
710	45_bone	bone	GuangKa	Guang Ka	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ	ruma1248	24.065714	97.796281	Palaung	175 141	175 141
711	45_bone	bone	MangBang	Mang Bang	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ	ruma1248	24.416392	98.399078	Palaung	175 141	175 141
712	45_bone	bone	NanSang	Nan Sang	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ	ruma1248	24.019728	97.819736	Palaung	175 141	175 141
966	62_breathe	breathe	NamHsan	Namhsan	khriɁ phә:m	khriɁ phә:m	kʰ r i ʔ + pʰ əː m		22.965064	97.163239	Palaung	6 4	6 4
967	62_breathe	breathe	KhunHawt	Khun Hawt	kanhɔh phә:m	kanhɔh phә:m	k a + nʰ ɔ h + pʰ əː m		22.965064	97.163239	Palaung	175 826 4	175 826 4
968	62_breathe	breathe	HtanHsan	Htan Hsan	kәnɁɔh phәːm	kәnɁɔh phәːm	k ə + nˀ ɔ h + pʰ əː m		22.675133	97.289942	Palaung	175 826 4	175 826 4
969	62_breathe	breathe	PangKham	Pangkham	thuj phәːm	thuj phәːm	tʰ ui̯ + pʰ əː m		22.672097	97.161167	Palaung	8 4	8 4
970	62_breathe	breathe	ManLoi	Man Loi	phәːm leh	phәːm leh	pʰ əː m + l e h		22.636019	97.139264	Palaung	4 173	4 173
971	62_breathe	breathe	MengDan	Meng Dan	phəːm	phəːm	pʰ əː m	khan1274	24.296522	98.379886	Palaung	4	4
972	62_breathe	breathe	ChuDongGua	Chu Dong Gua	həh phəːm	həh phəːm	h ə h + pʰ əː m		24.330889	98.393125	Palaung	173 4	173 4
973	62_breathe	breathe	XiangZhaiTang	Xiang Zhai Tang	hək phəːm	hək phəːm	h ə k + pʰ əː m	ruma1248	24.323819	98.556639	Palaung	173 4	173 4
974	62_breathe	breathe	PongNuea	Pong Nuea	hək phəːm	hək phəːm	h ə k + pʰ əː m		20.321525	99.866817	Palaung	173 4	173 4
975	62_breathe	breathe	NyaungGone	Nyaung Gone	phəm	phəm	pʰ ə m		20.635025	96.545772	Palaung	4	4
976	62_breathe	breathe	NoeLae	Noe Lae	hə̆k phəm	hə̆k phəm	h ə̆ k + pʰ ə m		19.941803	99.044742	Palaung	173 4	173 4
977	62_breathe	breathe	BanPaw	Ban Paw	hə̆k phəm	hə̆k phəm	h ə̆ k + pʰ ə m		21.311225	99.557550	Palaung	173 4	173 4
978	62_breathe	breathe	ChaYeQing	Cha Ye Qing	doh pheːm	doh pheːm	d o h + pʰ eː m		24.305717	98.463661	Palaung	8 4	8 4
979	62_breathe	breathe	GuangKa	Guang Ka	toh phɛːm	toh phɛːm	t o h + pʰ ɛː m	ruma1248	24.065714	97.796281	Palaung	8 4	8 4
980	62_breathe	breathe	MangBang	Mang Bang	toh phəːm	toh phəːm	t o h + pʰ əː m	ruma1248	24.416392	98.399078	Palaung	8 4	8 4
981	62_breathe	breathe	NanSang	Nan Sang	tohphəːm	tohphəːm	t o h + pʰ əː m	ruma1248	24.019728	97.819736	Palaung	8 4	8 4
1188	76_burn	burn	NamHsan	Namhsan	ɡuɁ	ɡuɁ	g u ʔ		22.965064	97.163239	Palaung	206	206
1189	76_burn	burn	KhunHawt	Khun Hawt	ɡuːt	ɡuːt	g uː t		22.965064	97.163239	Palaung	206	206
1190	76_burn	burn	HtanHsan	Htan Hsan	ɡuːɁ	ɡuːɁ	g uː ʔ		22.675133	97.289942	Palaung	206	206
1191	76_burn	burn	PangKham	Pangkham	ɗɔk	ɗɔk	ɗ ɔ k		22.672097	97.161167	Palaung	206	206
1192	76_burn	burn	ManLoi	Man Loi	ɗok	ɗok	ɗ o k		22.636019	97.139264	Palaung	206	206
1193	76_burn	burn	MengDan	Meng Dan	ɗoʔ	ɗoʔ	ɗ o ʔ	khan1274	24.296522	98.379886	Palaung	206	206
1194	76_burn	burn	ChuDongGua	Chu Dong Gua	ɗoʔ	ɗoʔ	ɗ o ʔ		24.330889	98.393125	Palaung	206	206
1195	76_burn	burn	XiangZhaiTang	Xiang Zhai Tang	douɁ	douɁ	d ou̯ ʔ	ruma1248	24.323819	98.556639	Palaung	206	206
1196	76_burn	burn	PongNuea	Pong Nuea	douɁ	douɁ	d ou̯ ʔ		20.321525	99.866817	Palaung	206	206
1197	76_burn	burn	NyaungGone	Nyaung Gone	douʔ	douʔ	d ou̯ ʔ		20.635025	96.545772	Palaung	206	206
1198	76_burn	burn	NoeLae	Noe Lae	douɁ	douɁ	d ou̯ ʔ		19.941803	99.044742	Palaung	206	206
1199	76_burn	burn	BanPaw	Ban Paw	douɁ	douɁ	d ou̯ ʔ		21.311225	99.557550	Palaung	206	206
1200	76_burn	burn	ChaYeQing	Cha Ye Qing	ɗok	ɗok	ɗ o k		24.305717	98.463661	Palaung	206	206
1201	76_burn	burn	GuangKa	Guang Ka	tok	tok	t o k	ruma1248	24.065714	97.796281	Palaung	206	206
1202	76_burn	burn	MangBang	Mang Bang	tok	tok	t o k	ruma1248	24.416392	98.399078	Palaung	206	206
1203	76_burn	burn	NanSang	Nan Sang	tok	tok	t o k	ruma1248	24.019728	97.819736	Palaung	206	206
777	50_child	child	NamHsan	Namhsan	kuan	kuan	k u/w a n		22.965064	97.163239	Palaung	223	223
778	50_child	child	HtanHsan	Htan Hsan	kuan	kuan	k u/w a n		22.675133	97.289942	Palaung	223	223
779	50_child	child	PangKham	Pangkham	ɡɔːn	ɡɔːn	g ɔː n		22.672097	97.161167	Palaung	223	223
780	50_child	child	ManLoi	Man Loi	ɡɔːn	ɡɔːn	g ɔː n		22.636019	97.139264	Palaung	223	223
781	50_child	child	MengDan	Meng Dan	kɔnɲɔm	kɔnɲɔm	k ɔ n + ɲ ɔ m	khan1274	24.296522	98.379886	Palaung	223 224	223 224
782	50_child	child	ChuDongGua	Chu Dong Gua	kɔːn	kɔːn	k ɔː n		24.330889	98.393125	Palaung	223	223
783	50_child	child	XiangZhaiTang	Xiang Zhai Tang	ɡɔːn	ɡɔːn	g ɔː n	ruma1248	24.323819	98.556639	Palaung	223	223
784	50_child	child	PongNuea	Pong Nuea	ɡɔːn	ɡɔːn	g ɔː n		20.321525	99.866817	Palaung	223	223
785	50_child	child	NyaungGone	Nyaung Gone	ɡɔn	ɡɔn	g ɔ n		20.635025	96.545772	Palaung	223	223
786	50_child	child	NoeLae	Noe Lae	ɡɔn	ɡɔn	g ɔ n		19.941803	99.044742	Palaung	223	223
787	50_child	child	BanPaw	Ban Paw	ɡɔn	ɡɔn	g ɔ n		21.311225	99.557550	Palaung	223	223
788	50_child	child	ChaYeQing	Cha Ye Qing	koːn	koːn	k oː n		24.305717	98.463661	Palaung	223	223
789	50_child	child	GuangKa	Guang Ka	kɔːn	kɔːn	k ɔː n	ruma1248	24.065714	97.796281	Palaung	223	223
790	50_child	child	MangBang	Mang Bang	kɔːn	kɔːn	k ɔː n	ruma1248	24.416392	98.399078	Palaung	223	223
791	50_child	child	NanSang	Nan Sang	kɔːn	kɔːn	k ɔː n	ruma1248	24.019728	97.819736	Palaung	223	223
49	4_cloud	cloud	NamHsan	Namhsan	Ɂuːt	Ɂuːt	ʔ uː t		22.965064	97.163239	Palaung	241	241
50	4_cloud	cloud	KhunHawt	Khun Hawt	Ɂuːt	Ɂuːt	ʔ uː t		22.965064	97.163239	Palaung	241	241
51	4_cloud	cloud	HtanHsan	Htan Hsan	ɁuːɁ	ɁuːɁ	ʔ uː ʔ		22.675133	97.289942	Palaung	241	241
52	4_cloud	cloud	PangKham	Pangkham	ɁaɁuːt	ɁaɁuːt	ʔ a + ʔ uː t		22.672097	97.161167	Palaung	245 241	245 241
53	4_cloud	cloud	ManLoi	Man Loi	ɁaɁut	ɁaɁut	ʔ a + ʔ u t		22.636019	97.139264	Palaung	244 241	244 241
54	4_cloud	cloud	MengDan	Meng Dan	ʔuːt	ʔuːt	ʔ uː t	khan1274	24.296522	98.379886	Palaung	241	241
55	4_cloud	cloud	ChuDongGua	Chu Dong Gua	kɨʔuːt	kɨʔuːt	k ɨ + ʔ uː t		24.330889	98.393125	Palaung	242 241	242 241
56	4_cloud	cloud	XiangZhaiTang	Xiang Zhai Tang	ŋɁuɁ	ŋɁuɁ	Ø/ə ŋ + ʔ u ʔ	ruma1248	24.323819	98.556639	Palaung	240 241	240 241
57	4_cloud	cloud	PongNuea	Pong Nuea	ŋɁuɁ	ŋɁuɁ	Ø/ə ŋ + ʔ u ʔ		20.321525	99.866817	Palaung	240 241	240 241
58	4_cloud	cloud	NyaungGone	Nyaung Gone	ŋ ʔuʔ	ŋ ʔuʔ	Ø/ə ŋ + ʔ u ʔ		20.635025	96.545772	Palaung	240 241	240 241
59	4_cloud	cloud	NoeLae	Noe Lae	ŋ Ɂu	ŋ Ɂu	Ø/ə ŋ + ʔ u		19.941803	99.044742	Palaung	240 241	240 241
60	4_cloud	cloud	BanPaw	Ban Paw	ŋ ɁuɁ	ŋ ɁuɁ	Ø/ə ŋ + ʔ u ʔ		21.311225	99.557550	Palaung	1218 241	1218 241
61	4_cloud	cloud	ChaYeQing	Cha Ye Qing	ŋɁuːɁ	ŋɁuːɁ	Ø/ə ŋ + ʔ uː ʔ		24.305717	98.463661	Palaung	240 241	240 241
62	4_cloud	cloud	GuangKa	Guang Ka	ɁoŋɁuːɁ	ɁoŋɁuːɁ	ʔ o ŋ + ʔ uː ʔ	ruma1248	24.065714	97.796281	Palaung	243 241	243 241
63	4_cloud	cloud	MangBang	Mang Bang	ŋɁuɁ	ŋɁuɁ	Ø/ə ŋ + ʔ u ʔ	ruma1248	24.416392	98.399078	Palaung	240 241	240 241
64	4_cloud	cloud	NanSang	Nan Sang	ŋɁuːɁ	ŋɁuːɁ	Ø/ə ŋ + ʔ uː ʔ	ruma1248	24.019728	97.819736	Palaung	240 241	240 241
1490	95_cold	cold	NamHsan	Namhsan	kat	kat	k a t		22.965064	97.163239	Palaung	269	269
1491	95_cold	cold	KhunHawt	Khun Hawt	kat	kat	k a t		22.965064	97.163239	Palaung	269	269
1492	95_cold	cold	HtanHsan	Htan Hsan	kat	kat	k a t		22.675133	97.289942	Palaung	269	269
1493	95_cold	cold	PangKham	Pangkham	ɡiaɁ	ɡiaɁ	g i/j a ʔ		22.672097	97.161167	Palaung	269	269
1494	95_cold	cold	ManLoi	Man Loi	ɡaɁ	ɡaɁ	g a ʔ		22.636019	97.139264	Palaung	269	269
1495	95_cold	cold	MengDan	Meng Dan	ɡat	ɡat	g a t	khan1274	24.296522	98.379886	Palaung	269	269
