COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
1183	n ɔ n	n oː		k o ŋ			n ɔː	ŋ au̯ ʔ			k ɔ ŋ	n ɔ n	n ɔ n	ŋ ɔː t	n ɔː n	n ɔ n
2018				t a ŋ	ɗ ɨ ŋ	ɗ ə ŋ	t a ŋ	d a ŋ		ɗ ɨ ŋ	t a ŋ					d a ŋ
2017	h e	h ɔːi̯	h i	h ɔːi̯	h ei̯	h ei̯	h ɔːi̯	h eː	h i	h eː	h ɔi̯	h e	h e	h ei̯	h ei̯	h ei̯
1538	r j a h		r j a h		r j a h	r j a h		r j a h	r j a h	r j a h	r ə h	r j a h	r j a h	r j a h	r j a h	r j a h
1540		h ɔi̯	h i		h ei̯			h ei̯	h iː		h ɔi̯					h ei̯
1539		ɣ ə h		ʐ ə h			ɣ ə h									
1004	l̥ a	l̥ aː	l̥ aː	l̥ aː	l̥ aː	l̥ aː	l̥ aː	l̥ ɛː	l̥ ɛː	l̥ aː	l̥ aː	l̥ a	l̥ a	l̥ aː	l̥ ɛa	l̥ aː
1005			h iː			h eːi̯	h ɔːi̯		h i							
614	b ou̯ h	b o x	ɓ o h	p o h	ɓ o h	ɓ o h	p o h	ɓ o h	ɓ o h	ɓ o h	p o h	b ou̯ h	b ou̯ h	b o h	b ou̯ h	b o h
686	b l e	ɓ l ɔːi̯	ɓ l iː	p l ɔːi̯	ɓ l ei̯	p l ei̯	p l ɔːi̯	b l ei̯	b l iː	ɓ l eː	p l ɔːi̯	b l e	b l e	b l eː	b l ei̯	b l ei̯
737	p ə̆ t		ɓ r ai̯	b a t	b r ei̯	b aː n	b ə t	p r ai̯	p r ai̯	b aː n	b a t	p ə̆ t	p ə̆ t	p r ai̯	p ə t	p ə t
1598		tɕ eː m	tɕ eː m	tɕ ɛː m			tɕ eː m			tɕ ɛː m				j ɛː m		
1597	s ɔ ŋ				s a ŋ	s a ŋ		s a ŋ	s a ŋ		s ɔ ŋ	s ɔ ŋ	s ɔ k		s ɔ ŋ	s ɔ ŋ
1599					s ɔ ʔ			s ɛ ʔ								s ɛ ʔ
340	s o		ʔ a	s au̯	ʔ a	ʔ a	s au̯	ʔ a	ʔ a	ʔ a	s ou̯	s o	s o	ʔ a	s ou̯	s ou̯
341		ʔ o ʔ	ʔ o ʔ		ʔ o ʔ	ʔ o ʔ		ʔ o ʔ	ʔ u ʔ	ʔ o ʔ				ʔ o ʔ		
339		m a										m a	m a		m a	
88	k au̯ ʔ	g a k	g a ʔ	g a k	g a ʔ	g a ʔ	g ɔ k	k a k	k j a ʔ	g a ʔ	k ɔ k	k au̯ ʔ	k au̯ ʔ	g a k	k au̯ ʔ	k ɔ ʔ
872	n ɨ ŋ	n ɨ ŋ	n u ŋ	n ɨ ŋ	n u k	n ə ŋ	n ɨ ŋ	n u ŋ	n u ŋ	n u ŋ	n ɨ ŋ	n ɨ ŋ	n ɨ k	n ɨ ŋ	n ɨ ŋ	n ɨ ŋ
1890			s a		s a		s a	s a		s a	s a	s a	s a	s a	s a	s ə
1891	d a	ɗ aː	d aː	t aː	ɗ aː	ɗ aː	t aː	ɗ ɛː	ɗ ɛː	ɗ aː	t aː	d a	d a	ɗ aː	d ɛa	d aː
68	s i m	s iː m	s i m	s iː m	s i m	s i m	s iː m	s i m	s i m	s i m	s iː m	s i m	s i m	s i m	s iː m	s iː m
631	b ə̆ n	ɓ ai̯	pʰ r uː	p ɨː h	ɓ ə r	b ə r	p ɨː	b ə r	pʰ r uː	p ə r	p ɨː	b ə̆ n	b ə̆ n	m i n	b ə n	b ə n
462					ɗ a m	ɗ a m				d a m						
459	p ə n	b əː n		b əː n			b əː n			ɓ e ʔ	b əː n	p ə n	p ə n		p əa n	p əː n
461			g r aːu̯					kʰ ai̯	g l ɛːu̯					g l au̯		
460	ʔ j a n		ʔ j a r									ʔ j a n	ʔ j a n			
594	g a	k aː	k aː	k aː	k aː	k aː	k aː	g ɛː	k ɛː	k aː	k aː	g a	g a	g aː	g ɛa	g aː
593												m a	m a		m a	
1759	h ă ɲ	h a n	h ɔ ɲ	h a n	h e ɲ	h e ɲ	h a n	h a n	h ɔ n	h a ɲ	h a n	h a ɲ	h a n	h a ɲ	h a ɲ	h a ɲ
1758												m a			m a	
1111	s ɛ	s ai̯	s aːi̯	s ai̯	s ei̯	s iː	s ai̯	s ai̯		s iː	s ai̯ ʔ	s ɛ	s ɛ	s ai̯	s ɛː	s ɛː
805	g ɨ ɲ	k e n	g i ŋ	k e n	k i ɲ	k e ɲ	k ə n	g i ŋ	k i ŋ	k i ŋ	k ə n	g i ɲ	g ɨ n	g i ɲ	g i ɲ	g i ɲ
756	h ɨ k	h ɨ k	h u ʔ	h ɨ k	h ou̯ ʔ	h ou̯ ʔ	h ɨ k	h u k	h u ʔ	h u ʔ	h ɨ k	h ɨ k	h ɨ k	h ɨ k	h ɨ k	h uːi̯
757	g ɨ ɲ							g i ŋ				g i ɲ	g ɨ n	g i ɲ	g i ɲ	
485	ŋ ai̯	ŋ aːi̯	ŋ aːi̯	ŋ aːi̯	ŋ aːi̯		ŋ aːi̯	ŋ aːi̯	ŋ aːi̯	ŋ aːi̯	ŋ aːi̯	ŋ ai̯	ŋ ai̯	ŋ aːi̯	ŋ aːi̯	ŋ aːi̯
486								b l eː						b l eː		
1355	g u ŋ				k ɔ ŋ	k ɔ ŋ		g ɔ ŋ		k ɔ ŋ		g o ŋ	g u	g ɔ ŋ	g u ŋ	g u ŋ
1356	m u h	m u h	m ui̯ h	m u h	m u h		m u h	m u h	m ui̯ h	m u h	m u h	m u h	m u h	m u h	m u h	m u h
1201	m o t	m oi̯ ʔ	m oi̯ ʔ	m oi̯ ʔ	m u r̥	m u r̥	m oi̯ ʔ	m w a ʔ	m oi̯ ʔ	m oː ʔ	m oi̯ ʔ	m o c	m o c	m w a ʔ	m oː c	m oi̯ ʔ
1093	t o ŋ	d o ŋ	d o ŋ	d o ŋ	l̥ əː ŋ	l̥ əː ŋ	d o ŋ	t o ŋ	d o ŋ	r̥ ə ŋ	d o ŋ	t o ŋ	t o k	dʱ o ŋ	t o ŋ	
1357				d u ŋ			d ɔ ŋ				d u ŋ					
387					l a	r a	l a	l ɛː		l a j						
386	j̊ ou̯ ʔ	tɕʰ o k	j̊ o ʔ	tɕʰ o k			tɕʰ o k	j̊ o k	j̊ o k	tɕʰ ɔː ʔ	tɕʰ o k	j̊ ou̯ ʔ	j̊ ou̯ ʔ	j̊ o k	j a j̊ au̯ ʔ	j̊ au̯ ʔ
2042	ʔ a	ʔ eː	ʔ aː	ʔ ɛː	ʔ aː	ʔ a r	ʔ ɛː	ʔ ɛː	ʔ ɛː	ʔ a r	ʔ aː	ʔ a	h a	ʔ aː	ʔ aː	ʔ aː
1968	d ă ʔ	d a ʔ	ɗ a ʔ	t a ʔ	ɗ a ʔ	ɗ a ʔ	t aː ʔ	ɗ a ʔ	d ɛ ʔ	ɗ a ʔ	t a ʔ	d ă ʔ	d ă ʔ	ɗ a ʔ	d a ʔ	d a ʔ
1969					k ə r	k ə r										
1967	s ɨ						s ə				s a	s a	s a		s a	s ɨ
2000	r̥ a ŋ	x aː ŋ	ʂ aː ŋ	sʲ aː ŋ	r̥ aː ŋ	r̥ aː ŋ	x aː ŋ	r̥ aː ŋ	r̥ ɛː ŋ	r̥ aː ŋ	x aː ŋ	r̥ a ŋ	r̥ a k	r̥ aː ŋ	r̥ aː ŋ	r̥ aː ŋ
17	v ă t	v a t	v ɛ ʔ	v a t	v ai̯ c	v a c	v a t	v ai̯ ʔ	v e ʔ	v ɛ ʔ	v a t	v ă c	v ă t	w a ʔ	v ai̯ c	v a c
827		b l ɔːi̯			b l ei̯	b l ei̯		b l eː	b l i	b l e		b a		b l eː	b e	b l ei̯
4	pʰ ə m	pʰ eː m	pʰ əː m	pʰ ɛː m	pʰ əː m	pʰ əː m	pʰ əː m	pʰ əː m	pʰ əː m	pʰ əː m	pʰ əː m	pʰ ə m	pʰ ə m	pʰ əː m	pʰ əː m	pʰ əː m
826		n ɔ h	n ɔːi̯	n ɔ h	nˀ ɔ h	nʰ ɔ h	n ɔ h		n ɔi̯ h		n ɔ h					n ɔ x
9												r au̯			r ɔː	
7				p o ŋ							p o n					
1063	d o m	d oː m	ɗ ɔː m	t ɔː m	ɗ oː m	ɗ oː m	t ɔː m	ɗ ɔː m	ɗ ɔː m	ɗ ɔː m		d o m	d o m	ɗ ɔː m	d oː m	d oː m
921	ɲ ɔ ŋ	ɣ a n	r ɔː n						r ɔː n			ɲ ɔ ŋ	ɲ ɔ ŋ		ɲ ɔ ŋ	
922							n v a t				n v a t	v a c	v a t		v ai̯ c	v a c
924							s ɔ				s ɔ					
788	d ɛ	ɗ ai̯	ɗ ai̯	t ai̯	ɗ iː	ɗ iː	t ai̯	ɗ ai̯	ɗ ai̯	ɗ iː	t ai̯ ʔ	d ɛ	d ɛ	ɗ ai̯	d ɛː	d ɛː
1221					r ə n	r ə				r ə						
1219	h i m	kʰ iː m	h i m	kʰ iː m	h i m	n i m	kʰ iː m	h i m	h i m	n i m	k iː m	h i m	h i m	h i m	h iː m	h iː m
1220			ʔ a					ʔ a	ʔ a					ʔ a		
648	c e ɲ	dʑ ɔː n	dʑ ə ŋ	dʑ ɔː n	dʑ əː ŋ	dʑ əː ŋ	dʑ ɔː n	tɕ eː ŋ	tɕ ə ŋ	dʑ ə ŋ	dʑ ɔː n	c e ɲ		tɕ e ŋ	c e ɲ	tɕ eː n
141	ʔ a ŋ	ʔ aː ŋ	ʔ aː ŋ	ʔ aː ŋ	ʔ aː ŋ	ʔ aː ŋ	ʔ aː ŋ	ʔ aː ŋ	ʔ ɛː ŋ	ʔ aː ŋ	ʔ aː ŋ	ʔ a ŋ	ʔ a k	ʔ aː ŋ	ʔ aː ŋ	ʔ aː ŋ
140					k ə n	k a n										
541	b r j a ŋ	b j o ŋ	p r j a ŋ	p j o ŋ	p r j a ŋ	p r j a ŋ	p j o ŋ	b r j a ŋ	p r j a ŋ	p r j a ŋ	p j o ŋ	b r j a ŋ	b r j a k	b r j a ŋ	b r j a ŋ	b r j a ŋ
1687	h u n	h uː	h u r	h uː	h uː r	h u r	h uː	h u r	h u r	h u r	h uː	h u n	h u n	h uː n	h uː n	h uː n
123	n̥ a m	n̥ aː m	n̥ aː m	n̥ aː m	n̥ aː m	n̥ aː m	n̥ aː m	n̥ aː m	n̥ ɛː m	n̥ aː m	n̥ aː m	n̥ a m	n̥ a m	n̥ aː m	n̥ aː m	n̥ aː m
1432					ɓ i	ɓ iː				b iː					v ɨi̯	
1430	d u	d u	d u	t a			t a	ɗ u	d u		t a	d u		d u	d u	
1431	ʔ ɨi̯	ʔ ui̯	ʔ iː	ʔ iː			ʔ iː	ʔ iː	ʔ iː		ʔ iː	ʔ i	ʔ i	ʔ iː		ʔ ui̯
223	g ɔ n	k oː n	k ɔː n	k ɔː n	k w a n		k ɔː n	g ɔː n	k ɔ n	k w a n	k ɔː n	g ɔ n	g ɔ n	g ɔː n	g ɔː n	g ɔː n
1248	c ɨ	dʑ ɨː	tɕ ɨː		dʑ ɨː	dʑ ɨː	dʑ ɨː	tɕ ɨː	tɕ ɨː	tɕ ɨː	tɕ ɨː	c ɨ	c ɨ	tɕ ɨː	tɕ ɨː	tɕ ɨː
1511						r a				r a						
1509	t e ɲ	d ɔː n	d e ŋ	d ɔː n	dʱ eː ŋ	d eː ŋ	d ɔː n	t eː ŋ		d eː ŋ	d ɔ n	t e ɲ	t e n	t eː ŋ	t eː ɲ	t eː n
1508	ə n			ə n			ə n	ə n			ə n	ə n	ə n	ə n	ə n	ə n
1265		ə n							ə n							
1652	c i n	dʑ e n	dʑ i ŋ	dʑ ə n	dʑ i ɲ	dʑ e ɲ	dʑ ə n	tɕ i n	tɕ i ŋ	dʑ ɨ ŋ	dʑ ə n	c i ɲ	c i n	tɕ i ŋ	tɕ i ɲ	tɕ i ɲ
576	ŋ ɔ	ŋ ai̯	ŋ ɔ r	ŋ ai̯	ŋ a l	ŋ a r	ŋ ai̯	ŋ ɔː	ŋ a l	ŋ a r	ŋ ai̯ ʔ	ŋ ɔ	ŋ ɔ	ŋ ɔː	ŋ ɔː	ŋ ɔː
37		f aː ŋ	f aː ŋ	f aː ŋ	f aː ŋ	f aː ŋ	f aː ŋ	f aː ŋ	f ɛː ŋ	f aː ŋ	f aː ŋ			f aː ŋ		f aː ŋ
34	b r ɔ											b r ɔ	b r ɔ		b r ɔ	
35												ŋ ɔ	ŋ ɔ		ŋ ɔː	
1738	d ă k	ɗ a k	ɗ ɔː k	t a k	ɗ ə k	ɗ ə k	t a k	ɗ a k	ɗ ɔ ʔ	ɗ ɨ ʔ	t a k	d ă k	d ă k	ɗ ɔ k	d a k	d a k
1739										ŋ a r				ŋ ɔː		
1722					kʰ r ɨ ʔ	k r w ə t		kʰ r i t		kʰ r i ʔ				kʰ r ɔː t		
1721	ɲ̊ ɔ ʔ	ʔ u h	ʔ ui̯ h	ɲ ɔi̯ ʔ			ɲ ɔːi̯ ʔ		ʔ ui̯ h		ɲ ɔi̯ ʔ	ɲ̊ ɔ ʔ	ɲ̊ ɔ ʔ		ɲ̊ ɔː ʔ	ʔ u h
1636		dʑ eː w				dʑ əː		dʑ əː	dʑ ɨː					dʑ ə ɯ		
1635	j ə		j ɨː	j eu̯	j əː		j eu̯				j eu̯	j ə	j ə		j əɯ̯	j əɯ̯
442	h o m	h oː m	h oː m	h oː m	h ɔ m	h ɔː m	h o m	h ɔː m	h ɔː m	h ɔː m	h oː m	h o m	h o m	h ɔː m	h oː m	h oː m
368	d j a ŋ	tɕ o ŋ	d j a ŋ	tɕ o ŋ	ɗ j a ŋ	t j a ŋ	tɕ o ŋ	ɗ j a ŋ	d j a ŋ	ɗ j a ŋ	tɕ o ŋ	d j a ŋ	d j a k	ɗ j a ŋ	d j a ŋ	d j a ŋ
1778	p ă t	b a t	b ɛ ʔ	b a t	b ai̯ c	b ai̯ c	b a t	p ai̯ ʔ	p e ʔ	b ɛ ʔ	b a t	p ă c	p ă t	p a ʔ	p ai̯ c	p e c
8		d o h		t o h			t o h				t o h			tʰ ui̯		
173	h ə̆ k		h ə h					l e h				h ə̆ k			h ə k	h ə k
976					dʑ u m	dʑ u m				j u m						
974		k ə												k a n		
975	ɲ a h	ɲ a h	ɲ ai̯ h	ɲ a h			ɲ a h	ɲ a h	ŋ j a h		ɲ a h	ɲ a h	ɲ a h	ɲ a h	ɲ a h	ɲ a h
957	n ă p	n ɔ ʔ	n a p	n ɔː ʔ	n a p	n a p	n ɔː ʔ	n a ʔ	n a p	n a p	n aː	n ă p	n ă p	n a p	n a p	n a p
559		dʑ au̯			dʑ oː			dʑ ɔː	dʑ oː	dʑ ɔː		c w a	c w a	dʑ oː		
558	j o		j oː	j au̯		j ou̯	j au̯				j au̯				j ou̯	
1704	ʔ i t	ʔ i ʔ	ʔ i t	ʔ i ʔ	ʔ i ʔ	ʔ iː t	ʔ i ʔ	ʔ i t	ʔ i t	ʔ i ʔ	ʔ i ʔ	ʔ i ʔ	ʔ i ʔ	ʔ iː t	ʔ iː ʔ	ʔ i ʔ
1618					k r aːi̯ ʔ	k r aːi̯ ʔ		k r j a ʔ		g r aː ʔ				k r j a h		
1617	b ou̯ ʔ	ɓ o k	b o ʔ	p o k			p o k		b o ʔ		b aː n	b ou̯ ʔ	b ou̯ ʔ		b ou̯ ʔ	b ou̯ ʔ
304	j ă m	dʑ ɔː m	j a m	dʑ ɔː m	j a m	j a m	j ɔ m	j aː m	dʑ a m	j a m	j ɔ m	j ă m	j ă m	j a m	j a m	j a m
1673					m ɔ ʔ	m o ʔ		m ɔ ŋ		m ɔ ʔ				m ɔ ŋ		
1672			ŋ oːi̯						ŋ oːi̯							
1670	t u t											t u c	t u c		t ui̯ c	
1671		ʔ a k		ʔ ɔ k			ʔ ɔ k				ʔ a k					
1796	c ɔ ŋ	dʑ a ŋ	dʑ a ŋ	dʑ ɔ ŋ	dʑ a ŋ	dʑ a ŋ	dʑ ɔ ŋ	tɕ a ŋ	tɕ a ŋ	dʑ ə ŋ	dʑ ɔ ŋ	c ɔ ŋ	c ɔ k	tɕ a ŋ	tɕ ɔ ŋ	tɕ ɔ ŋ
504	c ou̯ h	dʑ ɔ h	dʑ ɔ h	dʑ o h	dʑ ɔ h	dʑ o h	dʑ o h	tɕ ɔ h	tɕ ɔ h	dʑ ɔ h	dʑ o h	c o h	c ou̯ h	tɕ o h	tɕ ou̯ h	
720	t ai̯ h	d ɛ h	d ɛ h	d ɛ h	d ai̯ h	d ai̯ h	d ɛ h	t ɛ h	d e h	d ɛ h	d ɛ h	t ai̯ h	t ai̯ h	d e h	t ai̯ h	t ai̯ h
1565				tʰ u	tʰ u	d u	tʰ u				tʰ u					
1566				tʰ i k		d i t	tʰ iː		ɗ ai̯		tʰ iː					
1564	b ɔ ʔ	b o ʔ	ɓ ɔː t		tʰ ei̯ ʔ			ɓ ɔ ʔ	tʰ u ʔ			b ɔ	b ɔ ʔ	b ɔ t	b ɔː ʔ	b o ʔ
287	k ə̆ p	k e p	k a p	k j a p	g ə p	g ə p	k j a p	k a p	k j a p	g ə p	k j a p	k ə̆ p	k ă p	k a p	k ə p	k ə p
321	g ə̆ h	kʰ u t	l o ʔ	l o k	k əː ŋ	k əː ŋ	l o k	g ə h	l o ʔ	k ə h	k ə h	g ə̆ h	g ə̆ h	g ə h	g ə h	g ə x
206	d ou̯ ʔ	ɗ o k	ɗ o ʔ	t o k	g uː ʔ	g uː t	t o k	ɗ o k	ɗ o ʔ	g u ʔ	t o k	d ou̯ ʔ	d ou̯ ʔ	ɗ ɔ k	d ou̯ ʔ	d ou̯ ʔ
890	b a	b j ai̯								b j a m						
895						k o h		kʰ r ɔ h					kʰ ɛ	k u h	ŋ au̯ h	
891	p r ɛ		b r ai̯	p ai̯	b r ei̯	p r iː		p r ai̯				p r ɛ	p r ɛ	p r ai̯		p r ɛː
894					l w a ŋ				r i ŋ							
892		l ə p	k l ɔː				l ɛː		l i p			l ɛ	l ɛ			l ɨ p
893				t oː							t oː					
941					ɓ j a m	p j a m				b j a m						
940	ŋ au̯ h	ŋ ɔ h	ŋ a h	ŋ ai̯ ʔ			ŋ ai̯	ŋ a h	ŋ a h		ŋ ai̯	ŋ au̯ h	ŋ au̯ h	ŋ ɔ h	ŋ au̯ h	ŋ ɔ h
1411	ʔ u	ʔ uː	ʔ uː	ʔ uː	ʔ uː	ʔ uː	ʔ uː	ʔ uː		ʔ u r	ʔ uː	ʔ u	ʔ u	ʔ uː		ʔ uː
1412									l u ʔ						l əi̯ h	l̥ e i̯ h
1950	ʔ oi̯	ʔ oːi̯	ʔ oi̯	ʔ oːi̯	ʔ w ai̯	ʔ w ai̯	ʔ oːi̯	ʔ w ai̯	ʔ oi̯	ʔ w ai̯	ʔ oi̯	ʔ oi̯	ʔ oi̯	ʔ w ai̯	ʔ oːi̯	ʔ oːi̯
665	pʰ w a n	pʰ oː m	pʰ ɔ n	pʰ oː n	pʰ oː n	pʰ o n	pʰ oː m	pʰ ɔː n	pʰ o n	pʰ o n	pʰ o n	pʰ w a n	pʰ w a n	pʰ w a n	pʰ au̯ n	pʰ w a n
666												ə m	ə m		ə m	ə m
1135			b r a m		p ə r				b r a m	b r a m						
1138								r j a n						r j a n		
1134	k ɨ n	g ɨ n		g ɨ n			g ɨ n				k ɨ n	k ɨ n	k ɨ n			
703	n ou̯ ʔ	n o k	n o k	n o k	n au̯ ʔ	n o ʔ	n o k	n o k	n o ʔ	n ɔ ʔ	n o k	n ou̯ ʔ	n ou̯ ʔ	n o ʔ	n ou̯ ʔ	n ou̯ ʔ
1479				ʔ a			ʔ a	ʔ a	ʔ a	ʔ i	ʔ a	ʔ a	ʔ a	ʔ a	ʔ a	
1478			d w a						d i ŋ	d a m						
1029					kʰ ɔ n	kʰ ɔ n										
1026	n a	n a			n a p	n a p										n a
1476	ʔ a h	ʔ e h	ʔ ɔi̯ h	ʔ ɛ h			ʔ ə h	ʔ ɔ h	ʔ ɔi̯ h		ʔ ə h	ʔ a h	ʔ a h	ʔ ɔ h	ʔ a h	ʔ a h
1027	g ă ʔ	k a ʔ	k a ʔ	k a ʔ			k a ʔ	g a ʔ	k ɛ ʔ	kʰ ɔ n	k a ʔ	g ă ʔ	g ă ʔ	k a ʔ	g a ʔ	g a ʔ
1028			ʔ a	ʔ a			ʔ a	ʔ a	ʔ a	ʔ i	ʔ a	ʔ a	ʔ a	ʔ a	ʔ a	
521					s a					s a						
522					ŋ aːi̯					ŋ aːi̯			n			
520							d o ŋ	t o ŋ	d o ŋ		d o ŋ	t o ŋ	t o k	d o ŋ	t o ŋ	t o ŋ
1266		d ɔ ʔ	d a t	t ə	d a t	d a t		t a ʔ	d a t	t a				dʱ a t		t a t
1264	kʰ r j a ʔ											kʰ r j a ʔ	kʰ r j a ʔ		kʰ r j a ʔ	
1267				tɕ ɔ m			tɕ a m				tɕ a m					
1924		ʔ a	h a		ʔ a	ʔ a	ʔ a	ʔ ɨː	ʔ ɯː	h a	ʔ a					ʔ a
1923	n ɨi̯	n i n		n iː	n i n	n i n	n iː	n a ŋ			n i	n i	n i	n iː	n ɨi̯	n iː
106					dʑ ə m	dʑ ə m				dʑ ə m						
105	v ɔ ŋ	v a ŋ	v a ŋ	v ɔ ŋ			v ɔ ŋ	v a ŋ	v a ŋ		v ɔ ŋ	v ɔ ŋ	v ɔ k	v a ŋ	v ɔ ŋ	v ɔ ŋ
2112			b l ɔ ʔ		p l ɔ ʔ	b l ɔː ʔ			p l ɔ ʔ	b l ɔ ʔ						
2111	l ui̯	l ɨi̯ h		l ui̯			l uːi̯	l uːi̯			l ui̯	l ui̯	l ui̯	l uːi̯	l uːi̯	l uːi̯
1289					k ə n	k a r				k ə n						
1290	m ai̯	m ai̯	m ai̯	m aːi̯	m ei̯	m ei̯	m aːi̯	m aːi̯	m ai̯	m ɛː	m aːi̯	m ai̯	m ai̯	m aːi̯	m aːi̯	m aːi̯
1292				t a			t a				t a					
1391	k ă t	g ɔ ʔ	g a t	g ɔː ʔ	ʔ aː n	ʔ aː n	g ɔː ʔ	k a ʔ	k ɛ t	k o n	g ɔ ʔ	k ă t	k ă t	k a t	k a t	k a t
1392					p ə	p a										
269	g ă t	k o k	k a t	k ɔː ʔ	k a t	k a t	k ɔː ʔ	g a ʔ	g a t	k a t	k ɔː ʔ	g ă t	g ă t	g j a ʔ	g a t	g a t
855	c a n	dʑ ɔː n	dʑ ɔː n	dʑ ɔ n	dʑ a n	dʑ a n	dʑ ɔː n	tɕ ɔ n	tɕ a n	dʑ a n	dʑ a n	c ă n	c ă n	tɕ a n	tɕ a n	tɕ a n
2129	ʔ a					ʔ a n		ʔ a	ʔ i	ʔ a		ʔ a	ʔ a	ʔ a	ʔ a	ʔ a
2130	s e	s i		s iː	s i	s i	s i	s ei̯	s iː	s e	tɕʰ i	s e	s e	s eː	s ei̯	s ei̯
2					m i					m i						
2131					m ɔ h					m ə h	m̥ əː					
2077		m u h	m u h	m o h	m ə h	m ɔ h		m u h	n ə m u h	m ə	m̥ əː	m a	m a	m u h	m a	m a
2078	s e	s ə	s iː n	s ə	s ə n	s i	s i	s i	s i	s i n	tɕʰ ə n	s e	s e	s i	s ei̯	s ei̯
1	ʔ o	ʔ au̯	ʔ oː	ʔ au̯	ʔ ɔː	ʔ oː	ʔ au̯	ʔ ɔː	ʔ oː	ʔ ɔː	ʔ au̯	ʔ o	ʔ o		ʔ ou̯	ʔ ou̯
2213	m ɛ	m ai̯	m ɔːi̯	m ai̯	m iː	m iː	m ai̯	m ai̯	m əi̯	m iː	m ai̯	m ɛ	m ɛ	m ai̯	m ɛː	m ɛː
