COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
788-7							ʔ a									
1219-7							s a ŋ									
141-7							ʔ a ŋ									
541-7							k r j a ŋ									
1687-7							s a ŋ									
123-7							m a ŋ									
1652-7							f a ŋ									
576-7							ŋ a ŋ									
1738-7							ʔ a ʔ									
442-7							s a ŋ									
368-7							ʔ j a ŋ									
1778-7							ʔ a ʔ									
957-7							n a ʔ									
1704-7							ɓ a ʔ									
304-7							j a ŋ									
1796-7							v a ŋ									
720-7							ʔ a h									
287-7							kʰ a ʔ									
321-7							g a h									
206-7							ʔ a ʔ									
1950-7							ʔ j ɔː									
665-7							ʔ j a n									
703-7							n a ʔ									
1290-7							n a									
1391-7							ɓ a ʔ									
269-7							kʰ j a ʔ									
855-7							f a ŋ									
2078-7							s a									
2213-7							n a									
1858-7							s a									
1151-7							kʰ j a n									
737-7							ʔ r a ʔ									
340-7							ʔ a									
1111-7							s a									
485-7							ŋ a									
1356-7							m a h									
1093-7							f a ŋ									
1063-7							ʔ ɔ ŋ									
648-7							f a ŋ									
223-7							kʰ a n									
1248-7							s a									
1509-7							g a ŋ									
504-7							dʑ a h									
2130-7							s a									
1-7							ʔ ɨː									
386-7							j a ʔ ʔ									
1411-7							ʔ a									
1027-7							ɓ a ʔ									
1459-7							kʰ l a									
1859-8								ŋ au̯								
175-8								p a								
241-8								ʔ iː ʔ								
2163-8								b iː								
2181-8								n a m								
2060-8								ʔ iː m								
410-8								ʔ u								
1841-8								ɲ au̯								
2017-8								h au̯								
1004-8								j au̯								
614-8								p iː h								
686-8								p l au̯								
88-8								p a k								
872-8								n iː ŋ								
1891-8								ʔ u								
68-8								s iː m								
631-8								p a								
594-8								ʔ au̯								
1759-8								b a n								
805-8								b iː n								
756-8								v iː k								
1201-8								ɲ a ʔ								
2042-8								ʔ iː								
1968-8								p a ʔ								
2000-8								f aː ŋ								
17-8								v a k								
4-8								p iː m								
788-8								t iː ʔ								
1219-8								v iː m								
141-8								f aː ŋ								
541-8								p f a ŋ								
1687-8								v iː								
123-8								ɲ aː m								
1652-8								b iː n								
576-8								ŋ iː ʔ								
1738-8								t a k								
442-8								v iː m								
368-8								p f a ŋ								
1778-8								p a k								
957-8								n iː								
1704-8								ʔ iː ʔ								
304-8								j aː m								
1796-8								f aː ŋ								
720-8								p iː h								
287-8								p l a k								
321-8								j iː k								
206-8								p iː k								
1950-8								ʔ au̯								
665-8								p a n								
703-8								n iː k								
1290-8								ɲ au̯								
1391-8								p aː ʔ								
269-8								p a ʔ								
855-8								b aː n								
2078-8								v iː k								
2213-8								ɲ au̯								
1858-8								s a								
1151-8								p l a								
737-8								p a t								
340-8								s eu̯								
1111-8								s iː k								
485-8								ŋ eu̯								
1356-8								ɲ a h								
1093-8								f iː ŋ								
1063-8								eː								
648-8								b aː n								
223-8								p a n								
1248-8								h au̯								
1509-8								b iː n								
504-8								tɕ iː h								
2130-8								h iː								
1-8								ʔ au̯								
386-8								j l k								
1411-8								ʔ iː								
1027-8								p a ʔ								
2077-8								∅								
1459-8								p l a								
1323-8								∅								
1859-9									ŋ ɛː							
175-9									ʔ a t							
241-9									tʰ ɛː ʔ							
2163-9									ʔ ɛː t							
2181-9									ŋ a ŋ							
2060-9									ʔ ɛː ŋ							
410-9									ʔ a							
1841-9									ŋ a							
2017-9									h ɛː							
1004-9									l a							
614-9									tʰ ɛː h							
686-9									b l oː							
88-9									b tʰ a ʔ							
872-9									m ɛː ŋ							
1891-9									ʔ a							
68-9									h ɛː ŋ							
631-9									b ʔ oː h							
594-9									ʔ a							
1759-9									v a ŋ							
805-9									ʔ ɛː ŋ							
756-9									h ɛː ʔ							
1201-9									ŋ tʰ a ʔ							
2042-9									ʔ a t							
1968-9									tʰ a ʔ							
2000-9									f a ŋ							
17-9									h ɛː ʔ							
4-9									ʔ ɛː ŋ							
788-9									ʔ a t							
1219-9									h ɛː ŋ							
141-9									ʔ a ŋ							
541-9									ʔ r f a ŋ							
1687-9									h ɛː l							
123-9									ŋ a ŋ							
1652-9									v ɛː ŋ							
576-9									ŋ ɛː l							
1738-9									ɗ a ʔ							
442-9									h ɛː ŋ							
368-9									b u a ŋ							
1778-9									ɗ ɛː ʔ							
957-9									ŋ a ʔ							
1704-9									ʔ ɛː ʔ							
304-9									ɛː a ŋ							
1796-9									f a ŋ							
720-9									tʰ ɛː h							
287-9									b ʔ a ʔ							
321-9									ɗ ɛː h							
206-9									tʰ ɛː ʔ							
1950-9									b u oː							
665-9									b ʔ oː ŋ							
703-9									ŋ ɛː ʔ							
1290-9									ŋ a							
1391-9									ɗ a ʔ							
269-9									b ʔ a ʔ							
855-9									v ɛː ŋ							
2078-9									h ɛː ʔ							
2213-9									ŋ ɛː							
1858-9									h a							
1151-9									p ɛː a l							
737-9									p ɗ a ʔ							
340-9									ʔ a							
485-9									ŋ a							
1356-9									ŋ a h							
1093-9									ʔ a ŋ							
1063-9									ʔ ɛː ŋ							
648-9									d ɛː ŋ							
223-9									b m oː ŋ							
1248-9									s a							
504-9									s a h							
2130-9									s ɛː							
1-9									ʔ ɯː							
386-9									r a ʔ							
1027-9									ʔ a ʔ							
2077-9									b b ŋ a h							
1459-9									ʔ l a							
1323-9									ŋ i							
1859-10										ŋ iː						
175-10										t a h						
241-10										ʔ e h						
2163-10										t ɔ ŋ						
2181-10										m aː ŋ						
2060-10										ʔ aː ŋ						
410-10										h e						
1841-10										ŋ a						
2017-10										s iː						
1004-10										l a						
614-10										b e h						
686-10										b l e						
88-10										b l a h						
872-10										f aː ŋ						
1891-10										h e						
68-10										s aː ŋ						
631-10										b l e						
594-10										h e						
1759-10										ɗ ɛ ŋ						
805-10										ɓ aː ŋ						
756-10										s aː h						
1201-10										m a m						
2042-10										t e h						
1968-10										b a h						
2000-10										f aː ŋ						
17-10										s a h						
4-10										b aː ŋ						
788-10										t e h						
1219-10										s aː ŋ						
141-10										f aː ŋ						
541-10										g r f a n						
1687-10										s ɔ ŋ						
123-10										m aː ŋ						
1652-10										tɕ aː ɔː						
576-10										ŋ a l						
1738-10										b ɨ h						
442-10										s aː ŋ						
368-10										b j a ŋ						
1778-10										b e h						
957-10										m a h						
1704-10										ʔ e h						
304-10										j a ŋ						
1796-10										f aː ɔː						
720-10										b e h						
287-10										b l a h						
321-10										b o ŋ						
206-10										b e h						
1950-10										b aːi̯ a						
665-10										b a ŋ						
703-10										m aː h						
1290-10										ŋ a						
1391-10										b a ŋ						
269-10										b a h						
855-10										tɕ ɛ ɔː						
2078-10										s aː						
2213-10										ŋ iː						
1858-10										s a						
1151-10										b j a h						
737-10										b l a h						
340-10										s a						
1111-10										s ɔ h						
485-10										ŋ i						
1356-10										m a h						
1093-10										ɓ o ŋ						
1063-10										b e ŋ						
648-10										tɕ aː ŋ						
223-10										b ɓ a m						
1248-10										h a						
1509-10										ɓ ɔ ŋ						
504-10										tɕ ə ɔː						
2130-10										s iː						
1-10										h i						
386-10										kʰ a ʔ						
1411-10										t ɔ h						
1027-10										ʔ a ʔ						
2077-10										kʰ aːi̯ m a h						
1323-10										ŋ a						
1859-11											n a					
175-11											ʔ a					
241-11											ʔ a ʔ					
2163-11											ʔ a					
2181-11											n aː ŋ					
2060-11											ʔ aː n					
410-11											ʔ a					
1841-11											n a					
2017-11											h a					
1004-11											j a					
614-11											m̥ ai̯ h					
686-11											ʔ j n					
88-11											p a h					
872-11											n aː ŋ					
1891-11											ʔ a					
68-11											v aː ŋ					
631-11											p n ŋ					
594-11											ʔ a					
1759-11											v aː ŋ					
805-11											ʔ aː n					
756-11											v a h					
1201-11											n a ʔ					
2042-11											v a					
1968-11											ʔ a ʔ					
2000-11											f aː ŋ					
17-11											v a ʔ					
4-11											ʔ aː n					
788-11											ʔ a					
1219-11											v aː ŋ					
141-11											f aː n					
541-11											p n a ŋ					
1687-11											v a					
123-11											n aː ŋ					
1652-11											ʔ aː n					
576-11											n a					
1738-11											ʔ a ʔ					
442-11											v aː ŋ					
368-11											ʔ a ŋ					
1778-11											ʔ a ʔ					
957-11											n a ʔ					
1704-11											ʔ a ʔ					
304-11											j aː ŋ					
1796-11											f aː ŋ					
720-11											m̥ ai̯ h					
287-11											p n a ʔ					
321-11											n i h					
206-11											ʔ a h					
1950-11											ʔ a					
665-11											p a ŋ					
703-11											n a h					
1290-11											n a					
1391-11											ʔ aː ʔ					
269-11											p a ʔ					
855-11											f aː n					
2078-11											v aː					
2213-11											n a					
1858-11											s a					
1151-11											p k a					
737-11											p a ʔ					
340-11											s a					
1111-11											v ui̯					
485-11											ŋ a					
1356-11											m̥ ai̯ h					
1093-11											f aː n					
648-11											f aː n					
223-11											p a ŋ					
1248-11											s a					
1509-11											f i n					
504-11											m̥ ai̯ h					
2130-11											v a					
1-11											ʔ a					
386-11											p a ʔ					
1411-11											ʔ ui̯					
1027-11											ʔ aː ʔ					
2077-11											p r ŋ ə h					
1459-11											ʔ j a					
1859-12												ŋ a				
175-12												b a				
241-12												ʔ a ʔ				
2163-12												b a n				
2181-12												n ă ɲ				
2060-12												ʔ i n				
410-12												ʔ a				
1841-12												m a				
2017-12												s a				
1004-12												r a				
614-12												b a h				
686-12												b r a				
88-12												kʰ a ʔ				
872-12												v i ŋ				
1891-12												ʔ a				
68-12												s i n				
631-12												b a n				
594-12												ʔ a				
1759-12												v ă ɲ				
805-12												b ă ɲ				
756-12												s a ʔ				
1201-12												ɲ a ʔ				
2042-12												s a				
1968-12												b a ʔ				
2000-12												v a ŋ				
17-12												s a ʔ				
4-12												b ă n				
788-12												b a				
1219-12												s i n				
141-12												ʔ a ŋ				
541-12												b r j a ŋ				
1687-12												s a n				
123-12												n a n				
1652-12												ʔ ă ɲ				
576-12												ŋ ɔ				
1738-12												b ă				
442-12												s i n				
368-12												kʰ j a ŋ				
1778-12												b a				
957-12												s au̯ ʔ				
1704-12												ʔ i ʔ				
304-12												j i n				
1796-12												ʔ ɔ ŋ				
720-12												b a h				
287-12												kʰ a ʔ				
321-12												b ă h				
206-12												b a ʔ				
1950-12												ʔ a				
665-12												kʰ w a n				
703-12												n au̯ ʔ				
1290-12												m a				
1391-12												b i				
269-12												kʰ a ʔ				
855-12												ʔ i n				
2078-12												s i				
2213-12												m a				
1858-12												s a				
1151-12												kʰ j a w				
737-12												kʰ a w				
340-12												s a				
1111-12												s a				
485-12												ŋ a				
1356-12												m a h				
1093-12												ʔ ă ŋ				
1063-12												b i ɲ				
648-12												kʰ ă ɲ				
223-12												kʰ ɔ n				
1248-12												ʔ a				
1509-12												g ă n				
504-12												ʔ a h				
2130-12												s a				
1-12												ʔ a				
386-12												j l ʔ				
1411-12												p ui̯ w				
1027-12												ɲ̊ a ʔ				
2077-12												m a				
1459-12												ʔ r a				
1323-12												ɲ a				
1859-13													ŋ i			
175-13													ʔ a			
241-13													ʔ i ʔ			
2163-13													ʔ au̯ n			
2181-13													n ă k			
2060-13													ʔ ă k			
410-13													ʔ i			
1841-13													m i			
2017-13													h i			
1004-13													r a			
614-13													b au̯ h			
686-13													ʔ r ɛ			
88-13													kʰ ɛ ʔ			
872-13													n au̯ k			
1891-13													ʔ a			
68-13													s ă k			
631-13													kʰ w ɛ n			
594-13													ʔ a			
1759-13													s a k			
805-13													g ă k			
756-13													s au̯ ʔ			
1201-13													ɲ a ʔ			
2042-13													ʔ a			
1968-13													b au̯ ʔ			
2000-13													v a k			
17-13													s au̯ ʔ			
4-13													ʔ ă k			
788-13													ʔ au̯			
1219-13													s ă k			
141-13													ʔ a k			
541-13													kʰ r j a k			
1687-13													s au̯ k			
123-13													n a k			
1652-13													ʔ ă n			
576-13													ŋ ɔ			
1738-13													b au̯ ʔ			
442-13													s ă k			
368-13													kʰ j a k			
1778-13													b au̯ ʔ			
957-13													n au̯ ʔ			
1704-13													ʔ i ʔ			
304-13													j ă k			
1796-13													g ɔ k			
720-13													b au̯ h			
287-13													kʰ ɛ ʔ			
321-13													b ă h			
206-13													b au̯ ʔ			
1950-13													ʔ ɛ			
665-13													kʰ w a n			
703-13													n au̯ ʔ			
1290-13													m i			
1391-13													ʔ ă ʔ			
269-13													kʰ w ɛ ʔ			
855-13													s ă k			
2078-13													s ă			
2213-13													m i			
1858-13													s a			
1151-13													kʰ j a w			
737-13													kʰ ɛ w			
340-13													s a			
1111-13													s i			
485-13													ŋ au̯			
1356-13													m au̯ h			
1093-13													g ă k			
1063-13													ʔ ă			
223-13													kʰ ɔ n			
1248-13													ʔ i			
1509-13													g ă n			
504-13													b au̯ h			
2130-13													s i			
1-13													ʔ a			
386-13													j l ʔ			
1411-13													p i			
1027-13													b au̯ ʔ			
2077-13													k a			
1459-13													ʔ r ɛ			
1323-13													n a			
1859-14														ŋ iː		
175-14														ʔ a		
241-14														ʔ iː t		
2163-14														ʔ iː t		
2181-14														n a ŋ		
2060-14														ʔ iː ŋ		
410-14														ʔ iː		
1841-14														ŋ iː		
2017-14														f iː		
1004-14														l iː		
614-14														b iː h		
686-14														b l eː		
88-14														k a ʔ		
872-14														n iː ŋ		
1891-14														ʔ iː		
68-14														f iː ŋ		
631-14														b iː n		
594-14														ʔ iː		
1759-14														f a ŋ		
805-14														ʔ iː ŋ		
756-14														f iː ʔ		
1201-14														ŋ a ʔ		
2042-14														ʔ iː		
1968-14														ʔ a ʔ		
2000-14														l iː ŋ		
17-14														f iː ʔ		
4-14														b iː ŋ		
788-14														dʱ iː		
1219-14														dʑ iː ŋ		
141-14														ʔ iː ŋ		
541-14														b r j a ŋ		
1687-14														f iː r		
123-14														ŋ iː ŋ		
1652-14														f iː oː		
576-14														ŋ iː		
1738-14														ʔ a ʔ		
442-14														f iː ŋ		
368-14														k j oː ŋ		
1778-14														b iː ʔ		
957-14														n a t		
1704-14														ʔ iː t		
304-14														j iː ŋ		
1796-14														f a ŋ		
720-14														ʔ iː h		
287-14														k a t		
321-14														b iː ʔ		
206-14														ʔ iː ʔ		
1950-14														ʔ eː		
665-14														b iː n		
703-14														n iː ʔ		
1290-14														ŋ iː		
1391-14														ʔ a t		
269-14														k a t		
855-14														f iː oː		
2078-14														f iː		
2213-14														ŋ iː		
1858-14														v a		
1151-14														k j au̯ h		
737-14														k au̯		
340-14														ʔ a		
1111-14														f iː		
485-14														ŋ iː		
1356-14														ŋ ɔ h		
1093-14														ʔ iː ŋ		
1063-14														ʔ iː ŋ		
648-14														f iː ŋ		
223-14														k a n		
1248-14														f iː		
1509-14														b iː ŋ		
504-14														f ɔ h		
2130-14														f iː		
386-14														r r h		
1411-14														b iː		
1027-14														ʔ a ʔ		
2077-14														ŋ a h		
1459-14														d l eː		
1323-14														ŋ ɔ		
1859-15															ŋ əɯ̯	
175-15															b a	
241-15															ʔ a ʔ	
2163-15															b ɨi̯ ɲ	
2181-15															ŋ a ŋ	
2060-15															ʔ u ŋ	
410-15															ʔ əɯ̯	
1841-15															m əɯ̯	
2017-15															s əɯ̯	
1004-15															r a	
614-15															b a h	
686-15															b r əɯ̯	
88-15															kʰ a ʔ	
872-15															ŋ a ŋ	
1891-15															ʔ a	
68-15															v a ŋ	
631-15															b a h	
594-15															ʔ a	
1759-15															v a ɲ	
805-15															p u ɲ	
756-15															v a ʔ	
1201-15															m a ʔ	
2042-15															b a	
1968-15															b a ʔ	
2000-15															v a ŋ	
17-15															v a ʔ	
