COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
219-2		t a ŋ p u						
247-2		g a ŋ l u ŋ						
282-2		l u z p u						
292-2		kʰ a ŋ						
301-2		r i						
354-2		m u m b a t i						
363-2		n a m b u						
397-2		g a m t i						
406-2		kʰ a u						
426-2		m u g p a						
473-2		pʰ i n a ŋ						
499-2		s a m u n						
526-2		g a z a						
544-2		kʰ u						
553-2		g o t a ŋ						
599-2		g o i tʰ a m						
608-2		b a n b o						
617-2		j e n						
645-2		a n a						
663-2		s o ŋ tʰ u r						
672-2		t o ŋ p a						
681-2		ŋ e ɾ i						
690-2		m i ŋ						
708-2		b a r i ŋ b u						
717-2		dʒ o g p u						
726-2		s i						
744-2		a p a						
782-2		m i						
791-2		ŋ a						
800-2		ŋ a						
809-2		m o m n a ŋ						
836-2		p ʃ i						
881-2		l a m						
890-2		ɾ a j a						
899-2		s e r						
926-2		tʃʰ a m						
944-2		g a ɾ a ŋ						
953-2		s a r a ŋ						
980-2		j a ɾ u ŋ						
998-2		b a i						
1022-2		dʒ a tʰ u r						
1031-2		b i n a ŋ u						
1069-2		tʃ o j a ŋ						
1079-2		s a j a						
1098-2		j a ŋ b u						
1117-2		tʃ u n						
1141-2		ɾ i ŋ b u						
1189-2		m a n						
1198-2		n u						
1208-2		s a l a						
1217-2		l a ŋ i						
1253-2		a m a						
1271-2		n o j a ŋ						
1289-2		m i ŋ						
1316-2		ŋ a ŋ						
1325-2		kʰ a m						
1334-2		s i ŋ b a						
1343-2		b i n a ŋ						
1361-2		j e n a ŋ						
1370-2		n a g u						
1388-2		m a n b a						
1397-2		tʰ u r						
1406-2		tʃ o ŋ						
1424-2		g a ɾ a ŋ p a r						
1433-2		s u g u						
1442-2		l a m						
1451-2		b a tʰ a m						
1468-2		pʰ a g p a						
1477-2		ŋ a z						
1502-2		ŋ a m z u						
1511-2		m u b e a ŋ b a						
1529-2		tʃʰ a l u						
1538-2		s u l u						
1557-2		tʃ o i b u ŋ						
1618-2		i ŋ tʃ a						
1663-2		s u m						
1689-2		ŋ o i						
1698-2		kʰ u ŋ						
1707-2		m o ŋ n a ŋ						
1716-2		ŋ a m						
1742-2		m u g i						
1751-2		b u tʃʰ i l a						
1778-2		s a						
1787-2		g u r b u						
1823-2		l e m						
1832-2		g a r m a						
1842-2		l u ŋ						
1860-2		ŋ a m						
1869-2		s u p t a ŋ						
1888-2		s a m b i						
1897-2		s e						
1932-2		ɾ i n a ŋ						
1950-2		s u						
1968-2		t o ŋ t a						
1978-2		g u t p a						
1987-2		s a m						
2015-2		ŋ a m ʃ u						
2118-2		m o ŋ z u u						
2238-2		ŋ a r u						
2507-2		t i n u ŋ						
2526-2		l e						
2535-2		s a						
2544-2		s i ŋ						
2560-2		s o ŋ n i tʃ i ŋ						
2569-2		kʰ e tʰ u ɾ						
2578-2		n i tʃ i ŋ						
2596-2		d u ŋ						
2615-2		r i						
2663-2		g i t i						
2690-2		s i						
2719-2		ɾ i tʃʰ i						
2728-2		g o tʃ u ŋ						
2747-2		ŋ e ŋ u						
2756-2		s e r b u						
2774-2		b o ɲ i ŋ						
19-2		n a z i						
28-2		n a z i b						
89-2		g a ŋ p u						
107-2		t i m i n						
145-2		g u g p u						
190-2		p u tʃ i						
229-2		tʰ a						
257-2		tʰ a ŋ a						
338-2		b r u ŋ						
436-2		s u l u						
483-2		j a						
571-2		g e l e n b i						
699-2		d o ŋ p a						
845-2		ɾ o g						
971-2		tʃ i t p u						
1161-2		a m						
1180-2		s a						
1235-2		n a m n e ŋ						
1280-2		s i ŋ a ŋ						
1307-2		t e p k a						
1352-2		g u						
1379-2		s i						
1415-2		r a						
1636-2		b e tʃ a						
1654-2		r i						
1680-2		kʰ a n b a						
1725-2		tʃ a b tʃ e						
2127-2		dʒ a m ʃ u						
2181-2		pʰ i l o						
2366-2		j a p a						
2672-2		j a g a						
2681-2		b a l a ŋ b u						
55-2		d̪ a i z a k						
80-2		kʰ u ŋ g a						
116-2		tʰ u r i						
154-2		ʃ i						
10-3			bʱ a ŋ					
37-3			n a n					
46-3			n a n					
98-3			g a ŋ tʃ i l a					
125-3			b i ŋ ɾ a					
162-3			l a h i					
171-3			o m h a					
219-3			t a ŋ p u					
247-3			dʒ a ŋ l u					
282-3			l u z p u					
292-3			bʱ a ŋ					
301-3			r i					
354-3			n u m b a t i					
363-3			n a m b u					
397-3			g a m p i					
406-3			kʰ a u					
426-3			n u k p a					
473-3			pʰ i n a ŋ					
499-3			h a m o n					
526-3			g a z a					
544-3			kʰ u					
553-3			bʱ o tʰ a ŋ					
599-3			g o i b a m					
608-3			b a n p o					
617-3			j a n					
645-3			ŭ n a					
663-3			h o ŋ b u r					
672-3			t o ŋ p a					
681-3			n ĭ ɾ i					
690-3			n i ŋ					
708-3			dʒ a ŋ l i ŋ b u					
717-3			dʒ o k p u					
726-3			h i					
744-3			ŭ tʰ a					
782-3			n i					
791-3			ŋ a					
800-3			ŋ a					
809-3			n o m n a ŋ					
836-3			b z i					
881-3			l a m					
890-3			ɾ a j a					
899-3			h a r					
926-3			bʱ a m					
944-3			g a ɾ a ŋ					
953-3			h i a r a ŋ					
980-3			j a r o ŋ					
998-3			pʰ ĭ i					
1022-3			g j a b u r					
1031-3			b i n a ŋ dʒ u l a					
1069-3			tʃ o ŋ dʒ a					
1079-3			h a j a					
1098-3			j a ŋ b u					
1117-3			bʱ u n					
1141-3			ɾ i ŋ b u					
1189-3			n a n					
1198-3			n u					
1208-3			h a r a					
1217-3			l a ŋ i					
1253-3			ŭ m a					
1271-3			n o j a ŋ					
1289-3			n i ŋ					
1316-3			ŋ a ŋ					
1325-3			bʱ a m					
1334-3			h i ŋ b a					
1343-3			b u i n a ŋ					
1361-3			j e n a ŋ					
1370-3			n a j u ŋ					
1388-3			n a n b a					
1397-3			bʱ u r					
1406-3			bʱ o ŋ					
1424-3			g a ɾ a ŋ g a r					
1433-3			h u g u					
1442-3			l a m					
1451-3			b a tʰ a m					
1468-3			pʰ a k p a					
1477-3			ŋ a h					
1502-3			ŋ a m h u					
1511-3			n u t j a ŋ dʒ a					
1529-3			tʃʰ a l u					
1538-3			h ĭ l u					
1557-3			tʃ o i b u ŋ					
1618-3			ŭ ŋ b a					
1663-3			h u m					
1689-3			ŋ o i					
1698-3			bʱ u ŋ					
1707-3			n o ŋ n a ŋ					
1716-3			ŋ a m					
1742-3			n u g i					
1751-3			b u z i l a					
1778-3			h a					
1787-3			dʒ u r b u					
1823-3			l a m					
1832-3			k a r m a					
1842-3			l u ŋ					
1860-3			ŋ a m					
1869-3			h u b b a ŋ					
1888-3			h a m b i					
1897-3			h o					
1932-3			ɾ i n a ŋ z u dʒ l a					
1950-3			h u					
1968-3			g o ŋ t a u l					
1978-3			dʒ u t b a					
1987-3			s a m					
2015-3			ŋ a m z o					
2118-3			n o ŋ z o					
2238-3			ŋ a r b o					
2507-3			bʱ i n u ŋ					
2526-3			l a					
2535-3			h a					
2544-3			h i ŋ					
2560-3			h o ŋ n i b i ŋ					
2569-3			kʰ a b u r					
2578-3			n i tʃ i ŋ					
2596-3			bʱ u ŋ					
2615-3			r i					
2663-3			g i t i					
2690-3			h i j a					
2719-3			ɾ i b i					
2728-3			k o tʃ u ŋ					
2747-3			n i ŋ					
2756-3			z a r b u					
2774-3			b o m i ŋ					
89-3			bʱ a ŋ p u					
107-3			t i m i n l					
145-3			g u k b u					
190-3			pʰ u tʃ i					
229-3			kʰ a					
257-3			pʰ a ŋ a					
436-3			h u l u					
483-3			j a					
535-3			h o z o					
699-3			d o ŋ p a					
845-3			ɾ o b					
971-3			tʃʰ i p u					
1049-3			bʱ u					
1161-3			ŭ m					
1180-3			h a					
1226-3			l a ŋ i					
1235-3			n a m n i ŋ					
1280-3			dʒ i ŋ h a ŋ					
1307-3			g a tʰ b a					
1352-3			bʱ u					
1379-3			h i					
1415-3			r a					
1636-3			b ĭ b a					
1654-3			r i					
1725-3			tʃ a b tʃ a					
2127-3			dʒ a m p u					
2181-3			dʒ i o					
2366-3			j a k l a					
2672-3			r a g a					
2681-3			b a l u ŋ b o					
116-3			ʔ u l i					
154-3			z i					
10-4				bʱ a ŋ				
37-4				n a n				
46-4				n a n				
98-4				bʱ a ŋ g i r a				
125-4				b i a ŋ r a				
162-4				z ŏ i z i				
171-4				o m z a				
219-4				t a ŋ tʰ u				
247-4				tʃʰ a ŋ r a ŋ				
282-4				z u z tʰ u				
292-4				bʱ a ŋ				
301-4				z i				
354-4				m u m b a t i				
363-4				ɲ i m b u				
397-4				g a m tʰ i				
406-4				bʱ a m u				
426-4				m ŏ k tʰ a				
473-4				pʰ i n a ŋ				
499-4				z a m a n				
526-4				g a z a				
544-4				bʱ u				
553-4				k o tʃʰ a ŋ				
599-4				k o tʃʰ a m				
608-4				b a n tʰ o				
617-4				j a n				
645-4				a n a				
663-4				z o ŋ tʃʰ u r				
672-4				t o ŋ tʰ a				
681-4				ɲ i r i				
690-4				m i ŋ				
708-4				bʱ a r i ŋ b u				
717-4				bʱ o k tʰ u				
726-4				z i				
744-4				a tʰ a				
782-4				m i				
791-4				n a				
800-4				n a				
809-4				m o m n a ŋ				
836-4				bʱ z i				
881-4				z a m				
890-4				l a w a				
899-4				z e r				
926-4				bʱ a m				
944-4				g a r a ŋ				
953-4				z a r a ŋ				
980-4				j a r u ŋ				
998-4				bʱ a i				
1022-4				ɲ a tʃʰ u r				
1031-4				b i z a ŋ a m				
1069-4				bʱ o ŋ				
1079-4				z a w a				
1098-4				j a ŋ g u				
1117-4				bʱ u n				
1141-4				z i ŋ m u				
1189-4				m a n				
1198-4				n u m a				
1208-4				z a r a				
1217-4				z a m i				
1253-4				a m a				
1271-4				n o tʃʰ a ŋ				
1289-4				m i ŋ				
1316-4				n a ŋ				
1325-4				bʱ a m				
1334-4				z i ŋ m a				
1343-4				b i n a ŋ				
1361-4				j ă n a ŋ				
1370-4				n a tʃʰ u ŋ				
1388-4				m a n m a				
1397-4				bʱ u r				
1406-4				bʱ o ŋ				
1424-4				g ă z a ŋ pʰ a r				
1433-4				z u g u				
1442-4				z a m				
1451-4				b a tʃʰ a m				
1468-4				pʰ a k tʰ a				
1477-4				n a s				
1502-4				n a m z u				
1511-4				ɲ u bʱ ŭ a ŋ b a				
1529-4				bʱ a r u				
1538-4				z u r u				
1557-4				tʃʰ o i tʃʰ u ŋ				
1618-4				i ɲ tʃ a				
1663-4				z u m				
1689-4				ɲ o i				
1698-4				bʱ u ŋ				
1707-4				m o ŋ n a ŋ				
1716-4				n a m				
1742-4				m u z u				
1751-4				b u s i r a				
1778-4				z a				
1787-4				bʱ u r tʃʰ u m				
1823-4				z e m				
1832-4				k a r m a				
1842-4				z u ŋ				
1860-4				n a m				
1869-4				z i g tʃʰ a ŋ				
1888-4				z a m tʰ i				
1897-4				z a				
1932-4				l i z a ŋ a m				
1950-4				z u				
1968-4				t o ŋ t̪ a				
1978-4				k u t tʃʰ a ŋ				
1987-4				z a m				
2015-4				ɲ a m a m				
2118-4				ɲ ă z z ă pʰ o ŋ r a m				
2238-4				n a r tʃʰ a m				
2507-4				tʃʰ ŏ n u ŋ				
2526-4				z a				
2535-4				z a				
2544-4				z i ŋ				
2560-4				z o ŋ n i tʃʰ i ŋ				
2569-4				bʱ a i tʃʰ u r				
2578-4				n i tʃʰ i ŋ				
2596-4				bʱ u ŋ				
2615-4				z i				
2663-4				g i g i				
2690-4				z i				
2719-4				l i tʰ i				
2728-4				k o tʃʰ a ŋ				
2747-4				n i ŋ				
2756-4				z ŏ r b u				
2774-4				b u ŋ i ŋ				
19-4				ɲ a i b a				
28-4				ɲ a i b a				
89-4				k a ŋ tʃ o				
145-4				k u t g u n n				
229-4				bʱ a				
257-4				g a ŋ a				
338-4				b r u ŋ				
436-4				z u r u				
535-4				z o z o				
571-4				g ă r e n p i				
699-4				bʱ o ŋ tʃ a				
971-4				tʃʰ i tʰ u				
1049-4				bʱ u				
1180-4				z a				
1226-4				ɾ a m i				
1307-4				g i tʃʰ tʃ u				
1352-4				bʱ u				
1379-4				z i				
1636-4				b ĭ tʃ a				
1654-4				z i				
1680-4				kʰ a n tʃʰ i				
1725-4				tʃʰ a g tʃʰ a n				
2672-4				j a tʃ a				
55-4				p a i b a				
80-4				tʃʰ u ŋ a				
116-4				g ĭ r u				
10-5					dʒ a ŋ			
37-5					n a n			
46-5					n a n			
98-5					kʰ a ŋ tʃ i l a			
125-5					b e ŋ ɾ a			
162-5					ɾ e h i			
171-5					o m h a			
219-5					t a ŋ p u			
247-5					b a ŋ l u ŋ			
282-5					ɾ u h p u			
292-5					kʰ a ŋ			
301-5					ɾ i			
354-5					m u m b a b i			
363-5					n a m b u			
397-5					g a m t i			
406-5					kʰ a u			
426-5					m e k p a			
473-5					pʰ i n a ŋ			
499-5					z a m a n			
526-5					g a h a			
544-5					kʰ u			
553-5					k o t a ŋ			
599-5					g o i t a m			
608-5					b a n b o			
617-5					j e n			
645-5					a n a			
663-5					s o ŋ tʰ u ɾ			
672-5					t o ŋ p a			
681-5					n i ɾ i			
690-5					m i ŋ			
708-5					b a l i ŋ b u			
717-5					dʒ o k p u			
726-5					h i			
744-5					a p a			
782-5					m i			
791-5					ŋ a			
800-5					ŋ a			
809-5					m o m n a ŋ			
836-5					p h i			
881-5					ɾ a m			
890-5					ɾ a j a			
899-5					s e r			
926-5					tʃʰ a m			
944-5					g a ɾ a ŋ			
953-5					s a ɾ a ŋ			
980-5					j a ɾ u ŋ			
998-5					tʃʰ e i			
1022-5					z a tʰ u ɾ			
1031-5					b i n a ŋ kʰ u kʰ a n			
1069-5					tʃ o j ŋ			
1079-5					s a j a			
1098-5					j a ŋ b u			
1117-5					tʃʰ u n			
1141-5					ɾ i ŋ b u			
1189-5					m a n			
1198-5					n u			
1208-5					z a l a			
1217-5					l a ŋ i			
1253-5					a m a			
1271-5					n o j a ŋ			
1289-5					m i ŋ			
1316-5					ŋ a ŋ			
1325-5					kʰ a m			
1334-5					s i ŋ b a			
1343-5					b j n a ŋ			
1361-5					j e n a ŋ			
1370-5					n a w u ŋ			
1388-5					m a n b a			
1397-5					s u r			
1406-5					tʃ o ŋ			
1424-5					g a ɾ a ŋ p a ɾ			
1433-5					s u g u			
1442-5					ɾ a m			
1451-5					b a d a m			
1468-5					pʰ a k p a			
1477-5					ŋ a h			
1502-5					ŋ a m h u			
1511-5					m u k j a ŋ p a			
1529-5					tʃ a l u			
1538-5					s u l u			
1557-5					tʃ o i tʰ u ŋ			
1618-5					i n tʃ a			
1663-5					s u m			
1689-5					ŋ o i			
1698-5					kʰ u ŋ			
1707-5					m o ŋ n a m			
1716-5					ŋ a m			
1742-5					m u g i			
1751-5					b u z i l a			
1778-5					z a			
1787-5					tʃ u r tʃ u			
1823-5					ɾ e m			
1832-5					k a r m a			
1842-5					ɾ u ŋ			
1860-5					ŋ a m			
1869-5					s u p t a ŋ			
1888-5					h a m b i			
1897-5					s e			
1932-5					ɾ i n a ŋ z o p l a n			
1950-5					z u			
1968-5					t o ŋ t a			
1978-5					k u t p a			
1987-5					s a m			
2015-5					ŋ a m k e			
2118-5					m o ŋ z o o ŋ e			
2238-5					ŋ a r k e			
2507-5					b e n u ŋ			
2526-5					ɾ e			
2535-5					s a			
2544-5					s i ŋ			
2560-5					s o ŋ n i tʃ i ŋ			
2569-5					kʰ e t u ɾ			
2578-5					n i tʃ i ŋ			
2596-5					d u ŋ			
2615-5					ɾ i			
2663-5					g i t i			
2690-5					s i			
2719-5					ɾ i t i			
2728-5					k o tʃ u ŋ			
2747-5					n i ŋ			
2756-5					s e r b u			
2774-5					b o ŋ i ŋ			
19-5					n a h̥ i a			
28-5					n a h̥ i b a			
89-5					g a ŋ p u			
107-5					k i m i n			
145-5					d u k p u			
190-5					p u tʃ i			
229-5					b a			
257-5					t a ŋ a			
338-5					b ɾ u ŋ			
436-5					z u r u			
483-5					j a			
535-5					s o h u			
571-5					g e l e n tʰ i			
699-5					d o ŋ p a			
845-5					ɾ o k			
971-5					tʃ i p o			
1049-5					b u			
1161-5					a m			
1180-5					h a			
1226-5					ɾ a ŋ i			
1235-5					n a m n i ŋ			
1280-5					dʒ i ŋ h a n			
1307-5					t e p z a			
1352-5					g u			
1379-5					h i			
1415-5					ɾ a			
1654-5					ɾ i			
1680-5					kʰ a n tʰ u			
2127-5					dʒ a m k ə			
2181-5					b i o			
2366-5					j a k a n			
2672-5					j a g a			
2681-5					b a l a ŋ b u			
80-5					pʰ u ŋ g a			
154-5					z i			
10-6						dʒ a ŋ		
37-6						n a n		
46-6						n a n		
98-6						kʰ a ŋ tʃ i r a		
125-6						b i j ŋ ɾ a		
162-6						l e i z i		
171-6						o m z a		
219-6						t a ŋ p u		
247-6						b a ŋ r u		
282-6						l u z p u		
292-6						kʰ a ŋ		
301-6						r i		
354-6						m u m b a t i		
363-6						n a m b u		
397-6						g a m tʰ i		
406-6						kʰ a u		
426-6						m u k p a		
473-6						pʰ i n a ŋ		
499-6						z a m i n		
526-6						g a z w a		
544-6						kʰ u		
553-6						k o t a ŋ		
599-6						g o i tʰ a m		
608-6						b a n tʰ o		
617-6						j e n		
645-6						a n a		
663-6						z o ŋ tʰ u r		
672-6						t o ŋ p a		
681-6						ŋ i r i		
690-6						m i ŋ		
708-6						dʒ a ʔ ɾ i ŋ b u		
717-6						dʒ o k p u		
726-6						z i		
744-6						a p a		
782-6						m i		
791-6						ŋ a		
800-6						ŋ a		
809-6						m o m n a		
836-6						b ʔ z i		
881-6						r a m		
890-6						l a b a		
899-6						z e r		
926-6						dʒ a m		
944-6						g a ɾ a ŋ		
953-6						z j a r a ŋ		
980-6						j a r u ŋ		
998-6						b e		
1022-6						b a tʰ u r		
1031-6						b i n a ŋ a		
1069-6						tʃ o a ŋ		
1079-6						s a r a		
1098-6						j a ŋ b u		
1117-6						tʃ u n		
1141-6						ɾ i ŋ b u		
1189-6						m a n		
1198-6						n u h̥		
1208-6						z a r a		
1217-6						l a ŋ i		
1253-6						a m a		
1271-6						n o w a ŋ		
1289-6						m i ŋ		
1316-6						ŋ a ŋ		
1325-6						kʰ a m		
1334-6						z i ŋ b a		
1343-6						b u i n a ŋ		
1361-6						j e n a ŋ		
1370-6						n a u ŋ		
1388-6						m a n b a		
1397-6						tʰ u r		
1406-6						tʃ o ŋ		
1424-6						g a ɾ a ŋ k a r		
1433-6						z u g u		
1442-6						r a m		
1451-6						b a a m		
1468-6						pʰ a k p a		
1477-6						ŋ a z		
1502-6						ŋ a m z u		
1511-6						m u a ŋ b a		
1529-6						b a r u		
1538-6						z o r u		
1557-6						tʃ o tʰ u ŋ		
1618-6						ŭ ŋ tʃ a		
1663-6						z u m		
1689-6						ŋ o i		
1698-6						kʰ u ŋ		
1707-6						m o ŋ n a ŋ		
1716-6						ŋ a m		
1742-6						m u g i		
1751-6						b u z i r a		
1778-6						z a		
1787-6						b u r u		
1823-6						r e m		
1832-6						k a r m a		
1842-6						r u ŋ		
1860-6						ŋ a m		
1869-6						z u p a ŋ		
1888-6						z a m b i		
1897-6						z w e		
1932-6						ɾ i n a ŋ z a		
1950-6						z u		
1968-6						t o ŋ t a		
1978-6						k u t b a		
1987-6						s a m		
2015-6						ŋ a m k u		
2118-6						m o ŋ s		
2238-6						ŋ a r b		
2507-6						t i n u ŋ		
2526-6						r e h̥		
2535-6						z w a h̥		
2544-6						z i ŋ		
2560-6						s o ŋ n i tʃ i ŋ		
2569-6						kʰ e j tʰ u ɾ		
2578-6						n i tʃ i ŋ		
2596-6						dʒ u ŋ		
2615-6						r i		
2663-6						g i t i		
2690-6						z i w h̥		
2719-6						ɾ i b i		
2728-6						k o tʃ u ŋ		
2747-6						ŋ i ŋ		
2756-6						z e r b u		
2774-6						b o ŋ i ŋ		
19-6						n a s i a		
28-6						n a s i a		
89-6						g a ŋ p u		
107-6						t i m i		
145-6						tʰ u k b u		
190-6						b u tʃ i		
229-6						kʰ a		
257-6						t a ŋ a		
338-6						tʰ r u ŋ		
483-6						j a		
535-6						z o z o		
571-6						g e r e n tʰ i		
699-6						b o ŋ p a		
845-6						ɾ o k		
971-6						dʒ i u		
1049-6						b u		
1161-6						a m		
1226-6						ɾ a ŋ i		
1235-6						n a m n i ŋ		
1280-6						dʒ i ŋ z a ŋ		
1307-6						t e k z a		
1352-6						g u		
1379-6						z i		
1415-6						ɾ a		
1636-6						b e tʃ a		
1654-6						r i		
1680-6						kʰ a n tʰ a		
1725-6						tʃ a k tʃ e		
2127-6						dʒ a m k u		
2181-6						pʰ i a		
2366-6						j a k a		
2672-6						b a g a		
2681-6						b a l a ŋ b o		
55-6						d̪ a z u a		
80-6						t u ŋ a		
116-6						d̪ u r i		
154-6						z i		
10-7							bʱ a ŋ	
37-7							n a n	
46-7							n a n	
98-7							kʰ a ŋ tʃ i r a	
125-7							b e ŋ r a	
162-7							ɾ e a z i	
171-7							o m z a	
219-7							t a ŋ p u	
247-7							tʃ a ŋ l u ŋ	
282-7							ɾ u z p u	
292-7							bʱ a ŋ	
301-7							ɾ i	
354-7							m u m b a b i	
363-7							n a m b u	
397-7							g a m t̪ i	
406-7							kʰ a u	
426-7							m i kʰ p a	
473-7							pʰ i n a ŋ	
499-7							z a m e n	
526-7							g a z a	
544-7							kʰ u	
553-7							k o kʰ a ŋ	
599-7							g o i t̪ a m	
608-7							b a n t̪ o	
617-7							j e n	
645-7							a n a	
663-7							s o ŋ t̪ u r	
672-7							t o ŋ p a	
681-7							m i r i	
690-7							m i ŋ	
708-7							bʱ a r i ŋ b u	
717-7							tʃ o kʰ p u	
726-7							z i	
744-7							a p a	
782-7							m i	
791-7							ŋ a	
800-7							ŋ a	
809-7							m o m n a ŋ	
836-7							bʱ z i	
881-7							ɾ a m	
890-7							ɾ a j a	
899-7							z e r	
926-7							bʱ a m	
944-7							g a r a ŋ	
953-7							s a r a ŋ	
980-7							j a r o ŋ	
998-7							bʱ e i	
1022-7							dʒ a t̪ u r	
1031-7							b i n a ŋ u l e	
1069-7							tʃ o j a ŋ	
1079-7							s a j a	
1098-7							j a ŋ b u	
1117-7							bʱ u n	
1141-7							ɾ i ŋ b u	
1189-7							m a n	
1198-7							n u	
1208-7							s a l a	
1217-7							ɾ a m i	
1253-7							a m a	
1271-7							n o j a ŋ	
1289-7							m i ŋ	
1316-7							ŋ a ŋ	
1325-7							bʱ a m	
1334-7							z i ŋ b a	
1343-7							b u i n a ŋ	
1361-7							j e n a ŋ	
1370-7							n a ʃ u ŋ	
1388-7							m a n b a	
1397-7							bʱ u r	
1406-7							bʱ o ŋ	
1424-7							g a ɾ a ŋ p a r n	
1433-7							s u g u	
1442-7							ɾ a m	
1451-7							b a d a m	
1468-7							pʰ a kʰ p a	
1477-7							ŋ a z	
1502-7							ŋ a m z u	
1511-7							m u bʱ j a ŋ b a	
1529-7							tʃ a l u	
1538-7							s o l u	
1557-7							tʃ o i t̪ u ŋ	
1618-7							i n tʃ a	
1663-7							z u m	
1689-7							ŋ o i	
1698-7							bʱ u ŋ	
1707-7							m o ŋ n a ŋ	
1716-7							ŋ a m	
1742-7							m u g i	
1751-7							b u tʃ i l a	
1778-7							z a	
