COGID	Kayah	Kayan	Kayaw	NorthernPao	NorthernPwo	ProtoKaren	SouthernPao	WesternBwe
2086-1	tʰ u ³³							
2153-1	p o ¹¹							
2180-1	l ɔ ¹¹							
2205-1	kʰ w u ³³							
2328-1	l e ³³							
2349-1	j o ¹¹							
2372-1	m ə ¹¹							
2388-1	m i ¹¹							
2413-1	d i ³³							
2637-1	p l ɔ ¹¹							
2649-1	c u ³³							
2693-1	p ɔ ¹¹							
2755-1	p ɛ ⁵⁵							
2858-1	m i ³³							
2953-1	cʰ e ³³							
2986-1	cʰ e ⁵⁵							
3034-1	kʰ e ⁵⁵							
3088-1	p l a ³³							
3113-1	p l i ³³							
3154-1	r o ¹¹							
3179-1	cʰ j ɛ ¹¹							
3246-1	d e ³³							
3259-1	c i ¹¹							
3282-1	tʰ ɔ ¹¹							
3295-1	cʰ e ¹¹							
3338-1	l ɔ ¹¹							
3351-1	p l ə ¹¹							
3375-1	m o ¹¹							
3410-1	j ɛ ⁵⁵							
3423-1	m a ¹¹							
3445-1	cʰ ə ³³							
3485-1	p i ¹¹							
3500-1	p l ɔ ¹¹							
3545-1	t o ¹¹							
3557-1	p ɔ ³³							
3581-1	c ɔ ³³							
3594-1	kʰ i ³³							
3618-1	p o ¹¹							
3654-1	p l i ¹¹							
3667-1	t u ³³							
3680-1	kʰ l i ⁵⁵							
3763-1	d r ɛ ⁵⁵							
3850-1	p l e ¹¹							
3878-1	tʰ ə ³³							
3903-1	tʰ a ³³							
3938-1	c o ¹¹							
3963-1	l t ¹¹							
3977-1	m e ³³							
1464-1	l w i ³³							
10-1	l ɔ ³³							
59-1	tʰ ɛ ¹¹							
91-1	a w e ¹¹							
288-1	a w a ¹¹							
316-1	m i ¹¹							
336-1	kʰ l ə ³³							
371-1	cʰ w u t ⁵⁵							
383-1	d ə ¹¹							
408-1	pʰ i ³³							
469-1	p r i ¹¹							
567-1	p u ¹¹							
592-1	h ɛ ⁵⁵							
646-1	p ə ¹¹							
666-1	b e ¹¹							
696-1	p r e ¹¹							
634-1	pʰ l ɔ ¹¹							
725-1	kʰ w i ⁵⁵							
750-1	kʰ ɨ ⁵⁵							
823-1	kʰ l ə ¹¹							
835-1	ʔ u ¹¹							
894-1	n ə ¹¹							
930-1	j o ³³							
942-1	kʰ ə ³³							
969-1	ʔ w i ¹¹							
1160-1	ʔ ɛ ¹¹							
1314-1	k ɔ ⁵⁵							
1363-1	t ɛ ³³							
1385-1	r ɔ ³³							
1530-1	b a ³³							
1539-1	ʔ a ³³							
1565-1	l ə ¹¹							
1599-1	l e ¹¹							
1612-1	l u ¹¹							
1632-1	t u ¹¹							
1643-1	k l ɔ ¹¹							
1676-1	k l ɨ ⁵⁵							
1700-1	tʰ o ¹¹							
1829-1	c e ¹¹							
1878-1	l a ¹¹							
1907-1	p e ⁵⁵							
2025-1	t o ¹¹							
2072-1	a o ⁵⁵							
2111-1	h o ¹¹							
2193-1	pʰ e ³³							
2219-1	kʰ ɛ ⁵⁵							
2230-1	ʔ e ³³							
2255-1	w a ¹¹							
2279-1	i ¹¹							
2320-1	j ɔ ³³							
2341-1	m o ¹¹							
2401-1	ʔ i ¹¹							
2442-1	a ɛ ³³							
2468-1	n a ¹¹							
2480-1	p r e ¹¹							
2531-1	p u ¹¹							
2559-1	k i ¹¹							
2590-1	p ɔ ¹¹							
2604-1	tʰ i ¹¹							
2662-1	tʰ ɨ ¹¹							
2673-1	h u ¹¹							
2825-1	b ɔ ⁵⁵							
2846-1	tʰ a ³³							
2881-1	r i ¹¹							
2893-1	h ɔ ³³							
2910-1	h e ¹¹							
2922-1	cʰ o ³³							
3047-1	pʰ o ¹¹							
3059-1	b l a ³³							
3167-1	m ɛ ³³							
21-2		t ə ¹¹						
33-2		t ɨ ¹¹						
46-2		p l a ¹¹						
126-2		θ a ⁵³						
114-2		b a ¹¹						
149-2		cʰ l a ⁵³						
171-2		tʰ a ŋ ⁵³						
191-2		w ɛ ⁴⁵						
203-2		n ai ⁵³						
224-2		l a ʔ ²¹						
275-2		kʰ a ¹¹						
302-2		ʔ u ⁵³						
315-2		tʰ ɔ ʔ ⁴⁵						
394-2		n ɔ ʔ ²¹						
431-2		cʰ a ʔ ⁴⁵						
444-2		p a ʔ ⁴⁵						
445-2		n a ¹¹						
514-2		θ i ʔ ⁴⁵						
555-2		kʰ w i ¹¹						
579-2		cʰ j a ŋ ⁵³						
603-2		kʰ a ¹¹						
737-2		l u ¹¹						
763-2		ɕ w ɛ ¹¹						
870-2		kʰ i ʔ ⁴⁵						
918-2		ʔ ə ⁵³						
979-2		l a ³³						
1013-2		m a ¹¹						
1040-2		tʰ w i ¹¹						
1027-2		m a ³³						
1053-2		l w i ¹¹						
1065-2		m a ¹¹						
1091-2		m w ɨ ³³						
1116-2		ʔ ai ¹¹						
1129-2		n a ¹¹						
1173-2		d ɨ ¹¹						
1207-2		ɕ a ⁵³						
1255-2		cʰ i ʔ ²¹						
1277-2		t ɛ ʔ ²¹						
1290-2		b a ¹¹						
1301-2		ɕ w a ¹¹						
1337-2		m o ¹¹						
1323-2		m u ¹¹						
1350-2		m ai ¹¹						
1372-2		ŋ j ɛ ²¹						
1498-2		d ai ¹¹						
1664-2		l e ʔ ²¹						
1652-2		ʔ au ¹¹						
1687-2		θ a ʔ ⁴⁵						
1708-2		cʰ au ¹¹						
1732-2		t əu ¹¹						
1742-2		n əu ³³						
1755-2		pʰ r cʰ ŋ ⁵³						
1767-2		θ ai ¹¹						
1786-2		ɟ a ³³						
1803-2		w a ³³						
1815-2		ɕ a ⁵³						
1840-2		p r e ʔ ²¹						
1853-2		tʰ a ʔ ⁴⁵						
1866-2		θ a ʔ ⁴⁵						
1894-2		l a ¹¹						
1934-2		c ai ¹¹						
1947-2		kʰ a ¹¹						
1993-2		pʰ w i ⁵³						
2059-2		ʔ u ¹¹						
2098-2		ɟ i ʔ ²¹						
2086-2		tʰ au ⁵³						
2153-2		θ o ¹¹						
2180-2		l əu ¹¹						
2205-2		kʰ w au ⁵³						
2328-2		l a ⁵³						
2349-2		ɟ u ¹¹						
2372-2		m ɨ ¹¹						
2388-2		m i ŋ ³³						
2413-2		d ai ⁵³						
2637-2		cʰ l au ŋ ¹¹						
2649-2		c u ⁵³						
2693-2		p ə ³³						
2755-2		θ ɔ ʔ ⁴⁵						
2858-2		m i ŋ ⁵³						
2953-2		cʰ a ⁵³						
2986-2		ɕ a ʔ ⁴⁵						
3034-2		kʰ a ʔ ⁴⁵						
3088-2		p l ɛ ʔ ²¹						
3113-2		cʰ l ai ⁵³						
3154-2		r u ¹¹						
3179-2		cʰ j a ŋ ¹¹						
3246-2		d a ⁵³						
3259-2		c i ŋ ¹¹						
3282-2		tʰ ə ¹¹						
3295-2		cʰ a ¹¹						
3338-2		l əu ¹¹						
3351-2		p l ɨ ³³						
3375-2		m o ¹¹						
3410-2		ɟ ɔ ʔ ⁴⁵						
3423-2		m ai ¹¹						
3445-2		cʰ ɨ ⁵³						
3485-2		p i ¹¹						
3500-2		cʰ l əu ¹¹						
3545-2		t u ¹¹						
3557-2		θ ə ŋ ⁵³						
3581-2		c ə ⁵³						
3594-2		kʰ ai ⁵³						
3618-2		θ u ¹¹						
3654-2		p l ai ³³						
3667-2		t ɛ ʔ ²¹						
3680-2		kʰ l i ʔ ⁴⁵						
3763-2		p r ɔ ʔ ⁴⁵						
3850-2		p l a ¹¹						
3878-2		tʰ ɨ ⁵³						
3903-2		tʰ i ⁵³						
3938-2		c au ¹¹						
3963-2		l ɛ ¹¹						
3977-2		m a ⁵³						
1464-2		l w i ²¹						
10-2		l ɔ ʔ ²¹						
59-2		tʰ a ¹¹						
91-2		w a ¹¹						
288-2		θ w i ¹¹						
316-2		m i ³³						
371-2		cʰ w i t ⁴⁵						
408-2		pʰ ai ⁵³						
469-2		p r ai ³³						
567-2		θ w au ¹¹						
592-2		h a ⁴⁵						
646-2		θ ɨ ¹¹						
666-2		b a ¹¹						
696-2		p r a ³³						
634-2		pʰ l əu ¹¹						
725-2		kʰ w i ⁴⁵						
750-2		kʰ a ʔ ⁴⁵						
906-2		θ i ⁵³						
930-2		ɟ au ʔ ¹¹						
942-2		kʰ ɨ ⁵³						
969-2		ʔ w i ¹¹						
1104-2		l au ⁵³						
1160-2		ʔ a ŋ ¹¹						
1314-2		k ə ʔ ⁴⁵						
1363-2		t a ʔ ²¹						
1385-2		r ə ʔ ²¹						
1530-2		b w ɛ ⁵³						
1539-2		ʔ e ⁵³						
1554-2		l w ɛ ³³						
1577-2		d w ɛ ¹¹						
1599-2		l a ³³						
1612-2		l u ³³						
1643-2		k l əɨ ¹¹						
1676-2		k l ɨ ʔ ⁴⁵						
1700-2		tʰ əɨ ¹¹						
1829-2		cʰ a ¹¹						
1878-2		l ai ¹¹						
1907-2		θ w a ʔ ⁴⁵						
2025-2		t ɨ ŋ ³³						
2046-2		n a ¹¹						
2072-2		θ w ɨ ŋ ¹¹						
2111-2		θ ɨ ¹¹						
2193-2		pʰ a ⁵³						
2219-2		kʰ au ʔ ⁴⁵						
2230-2		ʔ a ⁵³						
2255-2		w a ³³						
2320-2		ɟ ɔ ʔ ²¹						
2341-2		ŋ ɨ ¹¹						
2401-2		ʔ a ŋ ¹¹						
2442-2		θ a ⁵³						
2468-2		n ai ¹¹						
2480-2		p r a ¹¹						
2531-2		p au ¹¹						
2559-2		k i ¹¹						
2590-2		p ɔ ³³						
2604-2		tʰ ai ¹¹						
2662-2		tʰ w a ¹¹						
2673-2		θ w a ¹¹						
2825-2		b ɔ ʔ ⁴⁵						
2846-2		tʰ w ɛ ⁵³						
2881-2		r w i ¹¹						
2893-2		θ ə ⁵³						
2910-2		θ a ¹¹						
2922-2		ɕ ɨ ŋ ⁵³						
2973-2		n w e ³³						
3047-2		pʰ əɨ ¹¹						
3059-2		θ l e ⁵³						
3125-2		n w ɨ ŋ ³³						
3167-2		ŋ a ʔ ²¹						
21-3			t ə ¹¹					
33-3			t u ¹¹					
46-3			p l a ¹¹					
126-3			s a ⁵⁵					
114-3			b ɔ ¹¹					
149-3			p l a ¹¹					
171-3			tʰ ɔ ⁵⁵					
191-3			ɛ ³³					
203-3			n i ⁵⁵					
224-3			l ɔ ³³					
275-3			kʰ a ¹¹					
302-3			ʔ u ⁵⁵					
315-3			tʰ o ³³					
394-3			n ə ³³					
431-3			pʰ ɔ ³³					
444-3			b a ¹¹					
445-3			n a ¹¹					
514-3			s i ³³					
555-3			kʰ i ¹¹					
579-3			cʰ ɔ ⁵⁵					
603-3			kʰ a ¹¹					
737-3			l u ¹¹					
763-3			cʰ ɛ ¹¹					
870-3			kʰ i ³³					
918-3			ʔ ə ⁵⁵					
979-3			l ɔ ³³					
1013-3			m a ¹¹					
1040-3			tʰ i ¹¹					
1027-3			m a ³³					
1053-3			l i ¹¹					
1065-3			m ɔ ¹¹					
1091-3			m ɨ ³³					
1116-3			ʔ i ¹¹					
1129-3			n a ¹¹					
1173-3			d i ¹¹					
1207-3			cʰ ɔ ⁵⁵					
1255-3			p i ³³					
1277-3			t e ³³					
1290-3			p u ¹¹					
1301-3			cʰ u ¹¹					
1337-3			m ə ¹¹					
1323-3			m u ¹¹					
1350-3			m i ¹¹					
1372-3			ɛ ³³					
1498-3			d i ¹¹					
1664-3			l e ³³					
1652-3			ʔ o ¹¹					
1687-3			s ɔ ³³					
1708-3			s o ¹¹					
1732-3			t ə ¹¹					
1742-3			n ə ³³					
1755-3			pʰ r ɨ ⁵⁵					
1767-3			s i ¹¹					
1786-3			j a ³³					
1803-3			a ³³					
1815-3			cʰ a ⁵⁵					
1840-3			p r i ³³					
1853-3			tʰ ɔ ³³					
1866-3			s ɔ ³³					
1894-3			l a ¹¹					
1934-3			c i ¹¹					
1947-3			kʰ ɔ ¹¹					
1993-3			pʰ i ⁵⁵					
2059-3			ʔ o ¹¹					
2098-3			j u ³³					
2086-3			tʰ u ⁵⁵					
2153-3			s ʉ ¹¹					
2180-3			l ə ¹¹					
2205-3			kʰ u ⁵⁵					
2328-3			l a ⁵⁵					
2349-3			j u ¹¹					
2372-3			m i ¹¹					
2388-3			m i ³³					
2413-3			d i ⁵⁵					
2637-3			p l u ¹¹					
2649-3			c u ⁵⁵					
2693-3			p ə ³³					
2755-3			s o ³³					
2858-3			m i ⁵⁵					
2953-3			cʰ a ⁵⁵					
2986-3			cʰ ɔ ³³					
3034-3			kʰ a ³³					
3088-3			p l e ³³					
3113-3			p l i ⁵⁵					
3154-3			r u ¹¹					
3179-3			cʰ ɔ ¹¹					
3246-3			d a ⁵⁵					
3259-3			c i ¹¹					
3282-3			tʰ ə ¹¹					
3295-3			cʰ a ¹¹					
3338-3			l ə ¹¹					
3351-3			p l i ³³					
3375-3			m ʉ ¹¹					
3410-3			j o ³³					
3423-3			m i ¹¹					
3445-3			cʰ i ⁵⁵					
3485-3			p i ¹¹					
3500-3			p l ə ¹¹					
3545-3			t u ¹¹					
3557-3			s ə ⁵⁵					
3581-3			c ə ⁵⁵					
3594-3			kʰ i ⁵⁵					
3618-3			s u ¹¹					
3654-3			p l i ³³					
3667-3			t ɛ ³³					
3680-3			kʰ l i ³³					
3763-3			p r o ³³					
3850-3			p l a ¹¹					
3878-3			tʰ i ⁵⁵					
3903-3			tʰ e ⁵⁵					
3938-3			c o ¹¹					
3963-3			l ɛ ¹¹					
3977-3			m a ⁵⁵					
1464-3			l i ⁵⁵					
10-3			l ə ³³					
316-3			m i ³³					
336-3			kʰ l i ⁵⁵					
371-3			kʰ i ³³					
383-3			p i ¹¹					
408-3			pʰ i ⁵⁵					
469-3			p r i ³³					
567-3			s ɔ ¹¹					
592-3			s ɔ ³³					
646-3			s i ¹¹					
666-3			b ɔ ¹¹					
696-3			pʰ r a ³³					
634-3			pʰ l ə ¹¹					
725-3			kʰ i ³³					
750-3			kʰ ɨ ³³					
823-3			kʰ l i ¹¹					
835-3			ʔ u ¹¹					
894-3			n i ³³					
906-3			s i ⁵⁵					
942-3			kʰ i ⁵⁵					
969-3			i ¹¹					
1104-3			l u ⁵⁵					
1160-3			ʔ ɔ ¹¹					
1314-3			k ə ³³					
1363-3			t ɔ ³³					
1385-3			r ə ³³					
1530-3			b e ⁵⁵					
1539-3			ʔ e ⁵⁵					
1554-3			l e ³³					
1577-3			d ɛ ¹¹					
1565-3			l i ³³					
1599-3			l a ³³					
1612-3			l u ³³					
1632-3			t u ¹¹					
1643-3			k l ə ¹¹					
1676-3			k l ə ³³					
1700-3			tʰ ə ¹¹					
1829-3			u a ¹¹					
1878-3			l i ¹¹					
1907-3			s a ³³					
2025-3			t ɨ ³³					
2046-3			n ɔ ¹¹					
2111-3			s ə ¹¹					
2193-3			pʰ a ⁵⁵					
2219-3			kʰ o ³³					
2255-3			i ³³					
2279-3			i ³³					
2320-3			j ə ³³					
2341-3			m ə ¹¹					
2401-3			ʔ ɔ ¹¹					
2442-3			s ɔ ⁵⁵					
2468-3			n i ¹¹					
2480-3			p r a ¹¹					
2531-3			p u ¹¹					
2559-3			k i ¹¹					
2590-3			p o ³³					
2604-3			tʰ i ¹¹					
2662-3			tʰ u ¹¹					
2673-3			s u ¹¹					
2825-3			b ə ³³					
2846-3			tʰ ɛ ⁵⁵					
2881-3			r i ¹¹					
2893-3			s ə ⁵⁵					
2910-3			s a ¹¹					
2922-3			cʰ ɨ ⁵⁵					
2973-3			n w ʉ ³³					
3047-3			pʰ ə ¹¹					
3059-3			b l e ⁵⁵					
3125-3			n ɨ ⁵⁵					
3167-3			m ɔ ³³					
21-4				tʰ ɨ ŋ ⁵³				
33-4				tʰ ɨ ⁵⁵				
46-4				pʰ l a ⁵³				
126-4				d a ɦ ³¹				
114-4				d a ŋ ⁵⁵				
149-4				p l a ɦ ³¹				
171-4				tʰ a m ɦ ³¹				
191-4				w a ʔ ²¹				
203-4				n e ɦ ³¹				
224-4				l a ʔ ⁴⁵				
275-4				kʰ a ⁵⁵				
302-4				ʔ u ɦ ³¹				
315-4				tʰ ɔ ʔ ²¹				
394-4				n o k ⁴⁵				
431-4				pʰ a ʔ ²¹				
444-4				p a ʔ ²¹				
445-4				n a ⁵³				
514-4				d i ʔ ²¹				
555-4				kʰ w i ⁵⁵				
579-4				ɕ ŋ a ŋ ɦ ³¹				
603-4				kʰ a ⁵⁵				
737-4				l u ⁵⁵				
763-4				cʰ w ɛ ⁵⁵				
870-4				kʰ i ʔ ²¹				
918-4				ʔ ɨ ŋ ɦ ³¹				
979-4				l a ŋ ³³				
1013-4				m a ⁵³				
1040-4				tʰ w i ⁵⁵				
1027-4				m a ³³				
1053-4				l w i ⁵³				
1065-4				m a ŋ ⁵³				
1091-4				m w ɨ n ³³				
1116-4				ʔ e ⁵⁵				
1129-4				n a ⁵³				
1173-4				d i ⁵⁵				
1207-4				cʰ a ŋ ɦ ³¹				
1255-4				p i ʔ ⁴⁵				
1277-4				tʰ ɛ ʔ ⁴⁵				
1290-4				d w ə ŋ ⁵⁵				
1301-4				cʰ w ə ŋ.ɦ ⁵⁵				
1337-4				m pʰ ⁵⁵				
1323-4				m u ⁵³				
1350-4				m e ⁵⁵				
1372-4				ŋ.ɦ j a ⁴⁵				
1498-4				d e ⁵⁵				
1664-4				l e k ⁴⁵				
1652-4				ʔ au ⁵⁵				
1687-4				d a ʔ ²¹				
1708-4				d au ⁵⁵				
1732-4				tʰ o ŋ ⁵³				
1742-4				n o ŋ ³³				
1755-4				pʰ r ²¹ ŋ ɦ ³¹				
1767-4				d e ɦ ²¹				
1786-4				ŋ j a ³³				
1803-4				w a ³³				
1815-4				cʰ a ɦ ³¹				
1840-4				pʰ r i ʔ ⁴⁵				
1853-4				tʰ a ʔ ²¹				
1866-4				d a ʔ ²¹				
1894-4				l a ⁵⁵				
1934-4				c e ⁵⁵				
1947-4				kʰ a ŋ ⁵⁵				
1993-4				pʰ w i ɦ ³¹				
2059-4				ʔ ɔ ŋ ⁵⁵				
2098-4				ŋ j a ʔ ⁴⁵				
2086-4				tʰ o ɦ ³¹				
2153-4				d ɨ ŋ ⁵⁵				
2180-4				l o ŋ ⁵⁵				
2205-4				kʰ w o ɦ ³¹				
2328-4				l a ɦ ³¹				
2349-4				j u ⁵³				
2372-4				m i ⁵⁵				
2388-4				m i ŋ.ɦ ³³				
2413-4				d e ɦ ³¹				
2637-4				p l o m ⁵⁵				
2649-4				c ŋ u ɦ ³¹				
2693-4				pʰ ɨ ŋ ³³				
2755-4				d ɔ ʔ ²¹				
2858-4				m i ŋ.ɦ ɦ ³¹				
2953-4				ɕ a ɦ ³¹				
2986-4				cʰ a ʔ ²¹				
3034-4				kʰ a ʔ ²¹				
3088-4				pʰ l ɛ ʔ ⁴⁵				
3113-4				p l e ɦ ³¹				
3154-4				r u ⁵³				
3179-4				ɕ ŋ a ŋ ⁵⁵				
3246-4				d a ɦ ³¹				
3259-4				cʰ i m ⁵³				
3282-4				tʰ ɨ ŋ ⁵⁵				
3295-4				cʰ a ⁵⁵				
3338-4				l o ŋ ⁵³				
3351-4				pʰ l i ³³				
3375-4				m pʰ ⁵³				
3410-4				j ɔ ʔ ²¹				
3423-4				m e ⁵³				
3445-4				ɕ i ɦ ³¹				
3485-4				pʰ i ⁵³				
3500-4				p l o ŋ ⁵⁵				
3545-4				tʰ u ⁵³				
3557-4				d ɨ m ɦ ³¹				
3581-4				c ɨ ŋ ɦ ³¹				
3594-4				kʰ e ɦ ³¹				
3618-4				d u ⁵⁵				
3654-4				pʰ l e ³³				
3667-4				tʰ ɛ ʔ ²¹				
3680-4				kʰ l i ʔ ²¹				
3763-4				p r ɔ ʔ ²¹				
3850-4				pʰ l a ⁵³				
3878-4				tʰ i ɦ ³¹				
3903-4				tʰ ɛ ŋ ɦ ³¹				
3938-4				c au ⁵⁵				
3963-4				l ɛ ⁵³				
3977-4				m a ɦ ³¹				
1464-4				l i ŋ ³¹				
10-4				l o ʔ ⁴⁵				
59-4				tʰ a ŋ ⁵⁵				
91-4				w a ⁵⁵				
288-4				d w i ⁵⁵				
316-4				m i ³³				
336-4				kʰ l i ɦ ³¹				
371-4				cʰ i ʔ ²¹				
383-4				d i ⁵⁵				
408-4				pʰ e ɦ ³¹				
469-4				pʰ r e ³³				
567-4				d a ⁵⁵				
592-4				⁵⁵ a ʔ ²¹				
646-4				d i ⁵⁵				
666-4				d a ⁵⁵				
696-4				pʰ r a ³³				
634-4				pʰ l o ŋ ⁵⁵				
725-4				kʰ i ʔ ²¹				
750-4				kʰ ɨ n ²¹				
823-4				kʰ l i ⁵⁵				
835-4				ʔ o ⁵⁵				
894-4				n i ³³				
906-4				s i ɦ ³¹				
930-4				j ɔ ʔ ⁴⁵				
942-4				kʰ i ɦ ³¹				
969-4				ʔ w i ⁵⁵				
1104-4				l o ɦ ³¹				
1160-4				ʔ a m ⁵⁵				
1314-4				k ɨ ʔ ²¹				
1363-4				tʰ a ʔ ⁴⁵				
1385-4				r ɨ ʔ ⁴⁵				
1530-4				pʰ w ɛ ɦ ³¹				
1539-4				ʔ e ŋ ɦ ³¹				
1554-4				l w ɛ ³³				
1577-4				s w ɛ ⁵⁵				
1565-4				l i ³³				
1599-4				l a ³³				
1612-4				l u ³³				
1632-4				tʰ o ⁵³				
1643-4				k l o ŋ ⁵⁵				
1676-4				k l ɨ ʔ ²¹				
1700-4				tʰ au ⁵⁵				
1829-4				c a ⁵³				
1878-4				l i ɦ ⁵³				
1907-4				b a ʔ ²¹				
2025-4				tʰ ɨ m ³³				
2046-4				n a ⁵⁵				
2072-4				d w ɨ ŋ ⁵⁵				
2111-4				pʰ ɨ ⁵⁵				
2193-4				pʰ a ɦ ³¹				
2219-4				kʰ ə ʔ ²¹				
2230-4				ʔ a ɦ ³¹				
2255-4				w ɛ ³³				
2279-4				w i ³³				
2320-4				j o ʔ ⁴⁵				
2341-4				m ɨ ⁵³				
2401-4				ʔ ɛ ŋ.ɦ ⁵⁵				
2442-4				d a ŋ.ɦ ³¹				
2468-4				n i ɦ ⁵³				
2480-4				pʰ r a ⁵³				
2531-4				pʰ o ⁵³				
2559-4				kʰ i ⁵⁵				
2590-4				pʰ ɔ ŋ ³³				
2604-4				tʰ e ⁵⁵				
2662-4				tʰ ə ŋ.ɦ ⁵⁵				
2673-4				b ə ŋ.ɦ ⁵⁵				
2825-4				d o ʔ ²¹				
2846-4				tʰ w ɛ ɦ ³¹				
2881-4				r w i ⁵³				
2893-4				b ɨ ŋ ɦ ³¹				
2910-4				b a ⁵⁵				
2922-4				cʰ ɨ m ɦ ³¹				
2973-4				n e ⁴⁵				
3047-4				pʰ ɨ ⁵⁵				
3059-4				pʰ l e ŋ ɦ ³¹				
3125-4				n ɦ ɨ ŋ ³³				
3167-4				m a ʔ ⁴⁵				
21-5					tʰ ɑ̃ ¹¹			
33-5					tʰ əɨ ³³			
46-5					pʰ l a ¹¹			
126-5					d a ³⁵			
114-5					d ɛ̃ ɦ ³³			
149-5					pʰ l a ³⁵			
171-5					tʰ ã ɦ ³⁵			
191-5					w ɛ ⁴⁵			
203-5					n ãi ³⁵			
224-5					l a ʔ ²¹			
275-5					kʰ a ³³			
302-5					ʔ u ³⁵			
315-5					tʰ o ʔ ⁴⁵			
394-5					n au ²¹			
431-5					pʰ a ʔ ⁴⁵			
444-5					pʰ a ʔ ³³			
445-5					n a ¹¹			
514-5					d ãi ʔ ⁴⁵			
555-5					kʰ w ãi ³³			
579-5					cʰ ɛ̃ ɦ ³⁵			
603-5					kʰ a ³³			
737-5					l ou ³³			
763-5					cʰ ɛ ³³			
870-5					kʰ ãi ʔ ⁴⁵			
918-5					ʔ ɑ̃ ɦ ³⁵			
979-5					l ɛ̃ ɦ ⁵⁵			
1013-5					m a ¹¹			
1040-5					tʰ ãi ³³			
1027-5					m a ⁵⁵			
1053-5					l ãi ¹¹			
1065-5					m ɛ̃ ɦ ¹¹			
1091-5					m ɑ̃ ɦ ⁵⁵			
1116-5					ʔ ãi ³³			
1129-5					n a ¹¹			
1173-5					d ei ³³			
1207-5					cʰ ɛ̃ ɦ ³⁵			
1255-5					pʰ ãi ʔ ²¹			
1277-5					tʰ ɛ.ɦ ʔ ²¹			
1290-5					s ɑ̃ ɦ ³³			
1301-5					cʰ ɑ̃ ɦ ³³			
1337-5					m ou̯ ³³			
1323-5					m u ¹¹			
1350-5					m ãi ³³			
1372-5					ɛ ²¹			
1498-5					d ãi ³³			
1664-5					l ai ²¹			
1652-5					ʔ ɔ ³³			
1687-5					d a ʔ ⁴⁵			
1708-5					d ɔ ³³			
1732-5					tʰ ãi ¹¹			
1742-5					n ãi ³⁵			
1755-5					pʰ j ɑ̃ ³⁵			
1767-5					d ãi ³⁵			
1786-5					j a ⁵⁵			
1803-5					w a ⁵⁵			
1815-5					cʰ a ³⁵			
1840-5					pʰ ai ʔ ²¹			
1853-5					tʰ a ʔ ⁴⁵			
1866-5					d a ʔ ⁴⁵			
1894-5					l a ³³			
1934-5					d ãi ³³			
1947-5					kʰ ɛ̃ ɦ ³³			
1993-5					pʰ ãi ³⁵			
2059-5					ʔ ɔ ³³			
2098-5					ai ʔ ²¹			
2086-5					tʰ u.ɦ ³⁵			
2153-5					d ɔ ³³			
2180-5					l ãi ³³			
2205-5					kʰ w u.ɦ ³⁵			
2328-5					l a ³⁵			
2349-5					j ou ¹¹			
2372-5					m ei ³³			
2388-5					m ãi ɦ ⁵⁵			
2413-5					d ãi ³⁵			
2637-5					pʰ l u ɦ ³³			
2649-5					d u ³⁵			
2693-5					pʰ ɑ̃ ⁵⁵			
2755-5					d o ʔ ⁴⁵			
2858-5					m ãi ɦ ³⁵			
2953-5					d a ³⁵			
2986-5					cʰ a ʔ ⁴⁵			
3034-5					kʰ a ʔ ⁴⁵			
