COGID	Albanian	English	French	German	Latin
301-2		k l au ə			
72-2		k a l d			
162-2		h n θ o			
238-2		d ɛ g			
560-3			ʒ s m		
438-3			ø r u		
1222-3			f v u		
353-3			p j ɥ k		
201-3			p y n		
20-3			ɛ r ɑ̃		
503-3			p j e t		
957-3			t ɑ̃		
728-3			s p		
244-3			t m m		
289-3			n ɛ e e		
911-3			r ɑ̃		
724-3			e r y		
145-3			d u ɔ		
992-3			s		
1181-3			ʃ a n		
706-3			ɥ		
106-3			p o e r		
741-3			p ø ʃ		
421-3			f j y s		
227-3			p f		
920-3			ʃ o r		
1083-3			ʃ r r n ø		
1066-3			t f		
1125-3			ʒ ɛ n ø		
1197-3			m e e r		
473-3			n j j		
284-3			n e r		
661-3			y n		
701-3			r u b		
315-3			r t ɥ		
1169-3			ɥ j		
1150-3			ɥ ʃ r r ɛ		
982-3			ɥ t u		
987-3			ɥ t i		
1055-3			ɥ e o		
1130-3			ɥ y ʒ		
433-3			ɥ v t		
585-3			e ø		
625-3			l		
1186-3			s n t		
814-3			j ɑ̃ r e		
416-3			r		
1233-3			j t n p		
884-3			j r m		
916-3			ɛ e		
1016-3			n m e l		
952-3					
514-3			t		
1079-3			b b		
1100-3			f e e		
47-3			ʃ e s m		
111-3			l ʃ u		
1061-3			m n e		
1155-3			ʃ l ɥ		
343-3			v ə t ɛ ɑ̃		
671-3			t e e		
460-3			p ɥ e r		
8-3			ɥ ɑ̃ r t u		
644-3			r u ɛ		
683-3			ʃ ɑ̃ n e		
650-3			k l		
612-3			f ø m		
871-3			ʃ e e		
1209-3			v r m		
667-3			l ɛ i		
499-3			n i		
14-3			e ʃ		
1029-3			j v		
272-3			k n ɛ r		
278-3			m l		
410-3			k r t k		
336-3			j p j		
1009-3			v ɛ n t r		
479-3			v		
712-3			m r		
1113-3			s n n		
605-3			s s		
752-3			s p i r e		
695-3			n ø b		
73-3			f r i g		
162-3			t t		
239-3					
560-4				m ə m eː	
438-4				m r ʃ	
1222-4				pf g d	
353-4				x i ʃ h	
201-4				x ai b ai t	
20-4				h a t	
503-4				x uː l t	
957-4				iː g	
728-4				a a ŋ g	
244-4				n i m t	
289-4				n s t t	
911-4				r r s s	
724-4				d r i	
145-4				s oː	
992-4				h oː	
1181-4				h i t t	
706-4				ai	
106-4				x ai d eː r	
421-4				f a au eː r	
227-4				x uː s	
920-4				h ai r s	
1083-4				h a r n iː	
1066-4				iː g	
1125-4				g t eː au	
1197-4				m ə d eː r	
473-4				n r m	
284-4				n ai r	
661-4				v eː n	
701-4				r au	
315-4				r au n d	
1169-4				ʃ a a s	
1150-4				ʃ a r t t	
982-4				z iː s d	
987-4				s n iː	
1055-4				z t ai r ə	
1130-4				ʃ iː k t	
433-4				ʃ eː n	
585-4				t iː	
625-4				s ə ŋ	
1186-4				s r d	
814-4				m r t i	
416-4				v ai s	
1233-4				v l n t	
884-4				v t r m	
78-4				pf a ai	
514-4				eː r n	
116-4				iː s	
188-4				f ai r h	
745-4				f e d ə r	
1100-4				f r au s	
630-4				eː iː ʃ t t	
1155-4				h aː	
24-4				n ai s	
232-4				n au	
671-4				r ai s	
460-4				t au t r	
8-4				d r r p r ʃ s	
385-4				ʃ s	
945-4				z eː t	
1041-4				z t a n t	
492-4				d i n	
527-4				v ai s ə r	
14-4				iː e l ai	
1-4				a l	
915-4				a n t	
271-4				a ʃ	
711-4				n ai s	
1112-4				n l eː t	
205-4				n r aː z s	
301-4				k l a	
72-4				k a l t	
238-4				t aː	
560-5					w e m n
438-5					o s u
1222-5					o f u
353-5					p oː u k
201-5					s i k p
20-5					k k s r
503-5					p l e
957-5					l eː i
728-5					l k m i
244-5					n m m u
289-5					n u kʷ o
911-5					r r s iː
724-5					e s i i
145-5					d i
992-5					k iː i
1181-5					k oː n n i
706-5					u u
106-5					p i p eː s i
741-5					p i k
421-5					f l o m i
227-5					p w e i
920-5					k o s u
1083-5					k o s i
1066-5					g m i
1125-5					g e n u
1197-5					m i p eː s i
473-5					u i
284-5					aː u u
661-5					m
701-5					s a g i
315-5					s u d p i
1169-5					u i l i
982-5					u m iː u
987-5					u t g i
1055-5					u t i d l i
1130-5					u u u o
433-5					u o l i i
585-5					t uː i
625-5					l eː rː u
1186-5					d eː a i
814-5					m r i t
416-5					m i d
1233-5					m eː p i
884-5					m i s m i
916-5					oː o
1016-5					a iː m a l u
952-5					a u
78-5					eː u t
1079-5					b i a
116-5					a i i
188-5					f f s t
745-5					f a p eː s i
47-5					k m i k eː u
111-5					l a k u
1061-5					m u t d eː u
630-5					n r i u
1155-5					k eː kʷ u i
24-5					t au kʷ t t
232-5					t u t
343-5					w e oː t r eː
460-5					p u r i
945-5					u l m u t t
644-5					k eː s
683-5					k eː n d aː
650-5					s l oː l o
612-5					f uː m o
1041-5					u t n i p
871-5					d i i e t o
492-5					o s t i
1209-5					w o m iː u
667-5					l k w
499-5					n u
1029-5					e u o
272-5					s eː d r
278-5					m o w i s
410-5					k o r s
1009-5					w eː t r
198-5					m k o
479-5					i a s a
712-5					m o r
1113-5					s eː
605-5					o s
752-5					r i s p iː r
695-5					u a g
73-5					f r i a d
164-5					n u m p eː u k eː
239-5					g u r
