COGID	1	10	2	3	4	5	6	7	8	9
4040-5					k e n i					
4373-5					l i m i					
4384-5					i n o					
84-5					s u k u l u					
116-5					f i k					
587-5					o o n g o					
848-5					k a l					
1303-6						k k ɔ l				
1755-6						a a a				
448-6						l ɔ				
1475-6						k l				
3397-6						k ɔ l				
2689-7							a m a			
893-7							a n a			
1285-7							n w a a			
1303-7							o m a			
2197-7							z a a			
2828-7							i n a			
3572-7							s o n i			
1095-7							i m a			
1755-7							n e			
1789-7							k a a a ŋ g a			
3519-7							t u m a			
3686-7							i m b a			
4249-7							k u m i			
4451-7							v i s i			
814-7							o o m b e			
1216-7							ɣ a v a a			
1475-7							ɣ a			
2026-7							t w e a			
2775-7							v u m b a			
3826-7							z o k a			
4003-7							i v a			
4040-7							ɣ e n i			
84-7							u ɣ u u			
116-7							i k a			
181-7							ɣ o o ŋ g o			
419-7							o ɣ a			
587-7							o ŋ g o			
660-7							e a			
848-7							k a a			
1122-7							v u n a			
2689-8								n a m a		
1285-8								n w a a		
1303-8								ŋ k m a		
2197-8								ʃ a r a		
2828-8								r i n a		
3572-8								ʃ n a		
1755-8								n a		
1789-8								k a r a a ŋ g a		
3207-8								f u r a		
3519-8								t u m a		
3686-8								t m g a		
4249-8								k u m a		
4451-8								β i a		
814-8								t o m p a		
1228-8								t w a a		
2026-8								t w a a		
2775-8								v u m a a		
3826-8								ʃ o k a		
4040-8								k a n a		
181-8								t o ŋ g a		
660-8								r e r a		
848-8								k a r a		
1083-8								r i r a		
2689-9									n a m a	
893-9									á n a	
1285-9									n w a a	
1303-9									ŋ g o m a	
2197-9									s a l a	
2828-9									l i n a	
3572-9									s o n i	
1095-9									l i m a	
1789-9									k a l a ŋ g a	
3207-9									b ʊ l a	
4249-9									k m i	
4451-9									b i s i	
630-9									b e l e	
814-9									o m b a	
1228-9									b w a a	
1418-9									s i m i a a	
1475-9									g w a	
2026-9									t w i a	
2775-9									b u m b a	
3397-9									b o l a	
3826-9									s o k a	
4003-9									i b a	
4040-9									g e n i	
4373-9									l i m i	
4384-9									i n o	
116-9									s i k a	
181-9									g o ŋ g a	
1083-9									l i l a	
2689-10										n a m a
893-10										a n a
1285-10										n w a a
2197-10										d a l a
2828-10										l i n a
1095-10										l i m a
1755-10										n a
3207-10										f ʊ l a
3519-10										t ʊ m a
448-10										n ʊ n a
630-10										f ɛ ɛ l a
1216-10										χ a b a
1418-10										s i m a
2775-10										b ʊ l m f a
3397-10										f ɔ l a
4373-10										l i m a
4384-10										i n a
84-10										l ʊ χ ʊ l a
1083-10										l i l a
1122-10										b ʊ n a
