COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
236-6						p i k u h				
241-6						a w i h				
249-6						i i e				
1-6						w a t a				
2-6						w m m				
65-6						i w i				
74-6						p a h a tʃ				
93-6						t u p a k i i tʃ				
95-6						w i k i				
106-6						t u h e tʃ i				
119-6						i w i i i tʃ				
128-6						p u k i i				
147-6						t m m m i i				
231-6						p a h a w u				
232-6						p i p m a				
239-6						h a a a k a				
266-6						m t i m i				
3-6						a a w tʃ k m				
4-6						w a t i				
55-6						i h a m				
97-6						w a p u m a				
109-6						m p w u i i				
160-6						k i w i k				
52-7							t t ë			
56-7							u m ë			
96-7							a r a			
99-7							a r i k u d			
114-7							t u k i i			
115-7							u r a			
133-7							t i p a a a			
144-7							a t a w a i			
150-7							k a w			
234-7							k u m			
236-7							p i k u d			
241-7							a w i d			
249-7							i ë			
1-7							w a z a			
2-7							w m m			
65-7							i w i			
74-7							p a d a			
93-7							t u p a r i i			
95-7							w i k i			
106-7							t u j i i			
119-7							i a t t i			
128-7							p u k i			
147-7							t i m i i			
231-7							p a n a w u			
232-7							p i i u u			
266-7							i t i m			
3-7							a k r i k u			
4-7							w a r i			
51-7							u w ë			
55-7							i h a m			
97-7							m u p u m			
109-7							i p i k i			
121-7							k a p i a a k a			
149-7							t u k			
160-7							k i r i k			
163-7							u p ë d			
52-8								t t y		
56-8								u m i		
96-8								a t a s		
99-8								a t i k u		
114-8								t u k i s i		
115-8								u j a s i		
133-8								t i r r a a s		
144-8								a t a i a s i		
150-8								k a i		
234-8								k u m		
236-8								r i k u n		
241-8								a i i n		
249-8								i s i		
1-8								i a t a		
2-8								m m m		
65-8								i i		
74-8								r a n a		
93-8								t u r a r i s i		
95-8								i i k		
119-8								i m t t i s		
231-8								r a n a i u		
232-8								u i a u o		
239-8								n a m a k a n		
3-8								a u a i k u		
4-8								i a t i p		
51-8								u i i		
55-8								i t a m		
109-8								u r i j i s i		
121-8								k a r i j a k a i		
149-8								t u k		
163-8								u r i n		
52-9									i t e	
56-9									o m e	
96-9									a t a ʃ i	
99-9									a r i j a	
114-9									t o k i ʃ i	
115-9									j j i i ʃ i	
133-9									t i p a r a i	
144-9									a t a w a ʃ i	
150-9									k a w	
234-9									k o m	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w w m m	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i ʃ i	
95-9									w i k i ʃ	
106-9									t i n i	
119-9									i a t i i i	
128-9									h o k ʃ i	
147-9									t i m i ʃ i	
231-9									p a n a w o ʔ	
232-9									p i p i m o	
239-9									n a m a k a n	
266-9									i t i m	
3-9									w i r i k o	
4-9									w a t i ʔ	
51-9									i w e	
55-9									i h a m	
97-9									m a h o m	
109-9									i p i i i ʃ i	
121-9									k a p i j a k m i	
149-9									t o k	
160-9									k i r i k	
163-9									i p e n	
52-10										i t e
56-10										o m e
96-10										a r a tʃ
99-10										a r i k o
114-10										t o k i tʃ i
115-10										y r i i i ʔ
133-10										t i p a r tʃ i
144-10										a t a w a tʃ i
150-10										k a w
234-10										k o m
236-10										p i k y n
241-10										a w i n
249-10										i tʃ e ʔ
1-10										w a t a
2-10										m h m m
65-10										i w i
74-10										p a n a
93-10										t o p a r i tʃ i
95-10										w i k i
106-10										t y n i i i
119-10										i j t tʃ i tʃ i
128-10										h o k i tʃ i
147-10										t i m i tʃ i
231-10										p a n a w o
232-10										p i p i o ʔ
239-10										n a m a k a n
266-10										i t i m
3-10										a m r k k o
4-10										w a r a
51-10										y w e
55-10										i h a m ʔ
97-10										m a h o m a
121-10										k a p a j a k tʃ i ʔ
149-10										t o k
160-10										k i r i k
163-10										y p e n
