COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
468-3			θ a b a	
222-3			a b ɔ b ɔ ʔ i	
208-3			a b u r b u d u	
962-3			a g ɔ r a a	
203-3			a g u d i ʔ	
138-3			ʃ ʃ l l	
504-3			ɗ ɔː ʃ ʔ n a	
662-3			p ʊː d r	
478-3			g e ɗ a	
409-3			a r ɛ	
410-3			g u n d i	
256-3			p a l ɛ	
622-3			n d u	
546-3			n d u	
547-3			ʃ ɛ f a ʔ	
847-3			n n f ɔ ʊu̯	
95-3			b ɛ ɗ i	
105-3			b d n i	
510-3			b ɔ ʃ a	
951-3			m b ə m a r ɛ	
1116-3			m b g m a	
149-3			p u s ʔ i	
376-3			p bː l i	
815-3			g ɔ r a a	
453-3			ɗ u ɲ ɛ	
67-3			ɗ a ʃ ɛ	
47-3			d u k u θ r	
869-3			ɗ ʊː θ a	
57-3			k a g u	
303-3			g a s ʔ i a ŋ	
443-3			g i r a	
884-3			g u n d ʃ	
166-3			g u n d i	
918-3			a b ɛ r ɛ	
831-3			h aː ʃ ɛ	
616-3			b iː ɛ	
84-3			h ɔ ʃ ɛ l a	
346-3			h ɔ h ɔ l	
601-3			s i g i	
177-3			k ʔ a f a	
341-3			k ʔ ɔ l a	
1066-3			f ɛ n s i i	
318-3			f lː o i	
241-3			m aː ʃ ʃ ʃ	
556-3			h a n d u u	
191-3			p m b i l	
458-3			a s ʔ i s ʔ i	
1-3			h a n h i r	
751-3			r ɔ	
864-3			a n ɔ n i	
154-3			a m a n s i	
278-3			a m i l u ʔ	
766-3			ʃ ʊu̯ r a	
251-3			a g ʊ r u	
582-3			u ʔ u n	
6-3			a l i	
1106-3			n g ɔ	
473-3			d i e	
1111-3			h a l u	
957-3			m a r ɛ	
24-3			s i	
25-3			θ d r ɛ	
879-3			a b a r a b ɛ d	
566-3			a f a a ɔ r ɔ s ʔ s	
742-3			a g ɔ ʔ	
1044-3			ʃ i m b i l u	
13-3			a l h a m i s	
720-3			a s ɛ l a ʔ	
233-3			b i b i ɔ o	
938-3			p u l a ŋ	
369-3			a r ɛ	
889-3			p iː l e	
405-3			b ə d e	
134-3			p ə ɗ i ʔ i	
1078-3			m e h i	
429-3			b ɔ d ʃ ʃ	
187-3			b u s k ʔ k e	
468-4				θ a b a
222-4				a b o b o n e
208-4				a b u r b u d u
962-4				a g o r a
203-4				a g u d i
138-4				ʃ i l e
504-4				ɗ oː ʃ a
662-4				ɓ uː d a
478-4				g o ɗ a
409-4				a r e
410-4				g u n d i
256-4				ɓ aː l e
622-4				n d u
546-4				n d u
547-4				ʃ ɛ f a
847-4				n ɛ n d ə g i
95-4				b ɛ ɗ i
105-4				b m n i
510-4				b o ʃ a
951-4				m b ə m a r e
1116-4				m b ə m a
149-4				ɓ u s ʔ i
376-4				ɓ ʔ l i
815-4				g o r a
453-4				ɗ u n a
67-4				ɗ aː ʃ e
47-4				ɗ o k o n θ u
869-4				ɗ u θ a
57-4				k aː g u
303-4				g a z ʔ i a
443-4				g l r a
884-4				g u n d i
166-4				g u n d i
918-4				a b a r e
831-4				h aː ʃ e
616-4				b iː e
84-4				h o ʃ a l a
346-4				h o h u l u
601-4				z i g i
177-4				k ʔ a f a
341-4				k ʔ o l a
1066-4				f n n z i ŋ a
318-4				f f oː i
241-4				m aː ʃ o
556-4				h a n d u n u
191-4				ɓ m b ʃ l
458-4				a s ʔ i s ʔ i
1-4				h a n g i r
751-4				r o
864-4				a nː o n i
154-4				a m a n z i
278-4				a m i l u a
766-4				ʃ oː r a
251-4				a g u r u
582-4				u ʔ o n
6-4				a l i
1106-4				n g o
473-4				ɲ i n e
1111-4				h a l u
957-4				m a r e
41-4				b o
566-4				a θ f a θ f l a s s s
742-4				aː g u
1044-4				ʃ i m b i l
13-4				h θ m i z i s
720-4				aː s ɛ l a
837-4				m aː ʃ i
946-4				ɓ a ŋ g o
820-4				aː ʃ o a e
405-4				b ə d a
134-4				ɓ n ɗ i i i i
1078-4				m iː h i
429-4				b o ŋ o ʃ
187-4				b u s i k
438-4				n d f n e
