COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
187-5					m i tɕ i					
190-5					a k a ui					
193-5					k i r o i					
194-5					s i r o i					
195-5					k o r a i					
216-5					m a r u ui					
221-5					n a					
239-5					i ts u					
252-5					m i ts u					
253-5					j o u					
254-5					i ts u r u					
266-5					k a e					
267-5					n a ŋ a r e r u					
268-5					u m i					
272-5					a m a ŋ					
276-5					a o a u					
281-5					m u s ui					
304-5					ts u a					
305-5					i tɕ i					
308-5					h a n a					
309-5					k u s a					
310-5					t o					
311-5					n i					
342-5					j u k i					
346-5					k u r a e					
347-5					k i r u					
348-5					h i r a i					
351-5					t o i					
361-5					j o m a i					
379-5					k o s a ui ui					
394-5					h i t a r i					
395-5					m i ŋ i					
400-5					h i b a r u					
412-5					s a b ui r u					
413-5					ts u k i s a s u					
414-5					h o r u					
422-5					h u k u r u r u					
423-5					k a n ŋ a e r u					
430-5					h a k u					
435-5					h u k u					
446-5					s i t o a					
447-5					u ui					
458-5					t o s i					
56-5					h i t o					
62-5					i n u					
65-5					k a w a					
70-5					t a n e					
75-5					k a w a					
96-5					m eː					
101-5					h a					
14-6						k u				
18-6						iː ɭ				
35-6						p u t u s ɨ				
36-6						u u s ɨ				
48-6						j a k a				
60-6						t u i				
63-6						s iː j a n i				
64-6						i				
67-6						a				
68-6						n i				
71-6						t i				
76-6						u n i				
83-6						ts ɨ n u				
87-6						a n ɨ i				
95-6						m ɨ n				
98-6						a n a				
99-6						k u ɨ				
-102-6						s u a				
103-6						ts ɨ m i				
110-6						t i				
116-6						m n i				
120-6						j u ɭ				
132-6						ts i ts				
139-6						k u ɭ n				
140-6						p i n i				
156-6						a i				
168-6						ts ɨ i				
169-6						u s ɨ				
170-6						m iː				
173-6						i s ɨ				
180-6						k u m u				
185-6										
186-6						m u ɭ				
187-6						m ɨ t ɨ				
190-6						k a k ɨ				
193-6						ts i				
194-6						s iː				
195-6						k u ɭ u				
216-6						j iː ɭ				
221-6						n a z				
239-6						ɨ z ɨ				
252-6						m iː				
253-6						j u s				
254-6						i ts ɨ ɨ				
266-6						k a i				
267-6						j a k a ɭ i ɭ				
268-6						u m ɨ				
272-6						a m ɨ n u				
276-6						a				
281-6						m u s i				
304-6						ts ɨ i				
305-6						t i				
308-6						j a n a				
309-6						k u s a				
310-6						u				
311-6						n a z i				
342-6						j u ɨ				
346-6						k u a				
347-6						iː ɭ				
348-6						p iː ɭ u				
351-6						u				
361-6						u ʃ				
379-6						k u a				
394-6						p ɨ s				
395-6						n iː ts i				
400-6						p ɨ a				
412-6						s a k i ɭ				
413-6						ts ɨ k u ɨ				
414-6						u ɭ				
422-6						u f iː ɭ i				
423-6						k a n aː iː ɭ				
430-6						a ts ɨ				
435-6						u ts				
446-6						s i a i				
447-6						i i				
458-6						t u s ɨ				
56-6						m a				
62-6						i n u				
65-6						k u				
70-6						a n i				
75-6						k				
96-6						m i				
101-6						u				
14-7							k o r e			
18-7							t a r e			
35-7							i t o u			
36-7							h u t a u			
48-7							n a e			
60-7							t o r e			
63-7							s i r a m i			
64-7							k i			
67-7							ɸ a			
68-7							n e			
71-7							i			
76-7							h o n e			
83-7							ts u n o			
87-7							h a n e			
95-7							m i m i			
98-7							h a n a			
99-7							k u tɕ i			
-102-7							s i t a			
103-7							ts u m e			
110-7							d e			
116-7							o n e			
120-7							n o u			
132-7							k i k o			
139-7							k o r o s u			
140-7							o o u			
156-7							t a t o u			
168-7							ts u k i			
169-7							h o s i			
170-7							m i u			
173-7							i s i			
180-7							k u m o			
185-7							ɸ a i			
186-7							m o e r u			
187-7							m i tɕ i			
190-7							a e			
193-7							k e r o			
194-7							s i r eː			
195-7							k u r eː			
216-7							m a r o			
221-7							n a			
239-7							i tɕ u			
252-7							m i u			
253-7							j o u			
254-7							i tɕ i u			
266-7							k a e			
267-7							n a ŋ a r e r u			
268-7							u m i			
272-7							a m e ŋ eː			
276-7							a e o			
281-7							m o s e			
304-7							ts u e			
305-7							i			
308-7							h a n a			
309-7							k o s a			
310-7							d o			
311-7							n eː			
342-7							e u k i			
346-7							k u r a eː			
347-7							k i r o			
348-7							ɸ i r e			
351-7							t o eː			
361-7							o			
379-7							k o s a a			
394-7							ɸ i t a r e			
395-7							m i ŋ i			
400-7							ɸ i a r u			
412-7							s a k e r u			
413-7							e e r u			
414-7							h o r u			
422-7							h u k o r e r u			
423-7							k a e r u			
430-7							h a k u			
435-7							h u k u			
446-7							s i t e			
447-7							ts e e			
458-7							t o s i			
56-7							i t o			
62-7							i n			
65-7							k a w a			
70-7							t a n e			
75-7							k a w a			
96-7							m e			
101-7							ɸ a			
14-8								k o r e		
18-8								t o r e		
35-8								h i t o r u		
36-8								h u t o u		
48-8								n a g a i		
60-8								t o r i		
63-8								s i r a m i		
64-8								k i		
67-8								h o		
68-8								n e		
71-8								tɕ i		
76-8								h o n e		
83-8								ts u n o		
87-8								h a n e		
95-8								m i m i		
98-8								h a n a		
99-8								k u tɕ i		
-102-8								s i i a		
103-8								ts u m e		
110-8								t e		
116-8								m k u n e		
120-8								n o r u		
132-8								k i k u		
139-8								k o r o s u		
140-8								o a o r u		
156-8								t a t e r u		
168-8								ts u k i		
169-8								h o s i		
170-8								m i r u		
173-8								i s i		
180-8								k u m o		
185-8								h o i		
186-8								m o e r u		
187-8								m i tɕ i		
190-8								a k a iː		
193-8								k e r o iː		
194-8								s i r o i		
195-8								k u r a s i		
216-8								m a r a i		
221-8								n a		
239-8								i k u		
252-8								m i k u		
253-8								j o u		
254-8								i ts u r u		
266-8								k a m e		
267-8								n a g a r e r u		
268-8								u m i		
272-8								a m e u		
276-8								a a a u		
281-8								m u s i		
304-8								ts u i i		
305-8								i tɕ i		
308-8								h a n a		
309-8								k u s a		
310-8								d o		
311-8								n i		
342-8								n u k i		
346-8								k u r a s i		
347-8								k i r u		
348-8								h i r a i		
351-8								t o i		
361-8								o d o a i		
379-8								k u s a a		
394-8								h i t a r i		
395-8								n i g i		
400-8								h i b a r u		
412-8								s a k e r u		
413-8								ts u k i s e s u		
414-8								h o r u		
422-8								h u k u r e r u		
423-8								k a a n a e r u		
430-8								h a k u		
435-8								h u k u		
446-8								s i t o i		
447-8								u i i		
458-8								t o s i		
62-8								i n u		
65-8								k a w a		
70-8								t a n e		
75-8								k a w a		
96-8								m e		
101-8								h a		
14-9									k u r i	
18-9									t a r u	
35-9									h i t i r i	
36-9									h i t a r i	
48-9									n a a s a ɴ	
60-9									t u r u	
63-9									s i r a u	
64-9									k iː	
67-9									h a	
68-9									n i oː ɴ	
71-9									i	
76-9									h u n i	
83-9									ɕ i n u	
87-9									h a iː	
95-9									m i ɴ u	
98-9									h aː n a	
99-9									k u ɴ i	
-102-9									s i aː	
103-9									ɕ i r i	
110-9									t iː	
116-9									ɕ i r i	
120-9									n u m u ɴ	
132-9									tɕ i j u ɴ	
139-9									t u u s u	
140-9									w u tsː u ɴ	
156-9									t a j u r	
168-9									tɕ i i	
169-9									h u i	
170-9									m i ɴ i	
173-9									ʔ i s i	
180-9									tɕ u m u	
185-9									h w a i	
186-9									m u ts u	
187-9									m ts i	
190-9									w a s a ɴ i	
193-9									tɕ i s a ɴ	
194-9									s i s a ɴ	
195-9									k aː s a ɴ	
216-9									m aː r u sː a	
221-9									n a	
239-9									ʔ i ɴ i	
252-9									m i ts i	
253-9									j u i	
254-9									ʔ i ts i ɴ	
266-9									k aː r iː	
267-9									n a g a r i j u ɴ	
268-9									ʔ u m	
272-9									ʔ a m i ɴ	
276-9									ʔ a a j u ɴ	
281-9									m u s u i	
304-9									i r i	
305-9									i	
308-9									h a n a	
309-9									k u r a	
310-9									t iː	
311-9									n a	
342-9									aː u i	
346-9									k u r a s ɴ	
347-9									tɕ i j u ɴ	
348-9									h w i r s a ɴ	
351-9									t u s a ɴ	
361-9									ʔ iː u s a ɴ	
379-9									k aː s a i r a	
394-9									h w i sː a r i	
395-9									n u s u r i	
400-9									h w i ts a j u ɴ	
412-9									s i k i j u ɴ	
413-9									ʔ i a s u ɴ	
414-9									h u j u ɴ	
422-9									h u k w i j u ɴ	
423-9									k aː i j u r	
430-9									h a j u ɴ	
435-9									h u u ɴ	
446-9									s i oː i	
447-9									w i a i	
458-9									t u r i	
56-9									tɕ i t u	
62-9									ʔ i ɴ	
65-9									k i r a	
75-9									k w i r u	
96-9									m iː	
101-9									h w iː	
14-10										k o r e
18-10										d a r e
35-10										h i t o u
36-10										h u t e u
48-10										n a ŋ a i
60-10										t o r i
63-10										s i r a m i
64-10										k i
67-10										h a
68-10										n e
71-10										i
76-10										o n e
83-10										ts u n o
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u i
-102-10										s i t a
103-10										ts u m e
110-10										d e
116-10										m ts u n e
120-10										n o r u
132-10										k i k u
139-10										k o r o s i
140-10										o r o u
156-10										t a b e r u
168-10										ts u k i
169-10										o i
170-10										m i ts u
173-10										i s i
180-10										k u m o
185-10										h a i
186-10										m o e r u
187-10										m i i
190-10										a k a i
193-10										k i r o i
194-10										s i r o i
195-10										k u r o i
216-10										m a r u
221-10										n a
239-10										i ts u
252-10										m i ts u
253-10										j o u
254-10										i ts u ts u
266-10										k a e
267-10										n a ŋ a r e r u
268-10										u m i
272-10										a m e
276-10										a e a u
281-10										m u s a
304-10										ts u i
305-10										ts i i
308-10										h a n a
309-10										k u s a
310-10										d o
311-10										n i
342-10										j u k i
346-10										k u r a i
347-10										k i r u
348-10										h i r o i
351-10										t o i
361-10										a m o a i
379-10										k u s a m a
394-10										h i t a r i
395-10										m i ŋ i
400-10										h i b a r u
412-10										s a k e r u
413-10										ts u k i m a m u
414-10										h o r u
422-10										h u k u r e r u
423-10										k a ɴ ŋ a e r u
430-10										h a k u
435-10										h u k u
446-10										s i t a a
447-10										u e
458-10										t o s i
56-10										h i t o
62-10										i n u
65-10										k a w a
70-10										t a n e
75-10										k a w a
96-10										m e
101-10										a
