COGID	dutch	english	french	german
-89-1	w ɛɪ n + s t k			
-12-1	p ɛɪ p			
713-1	z oː p			
747-1	n ɛ t ə l			
308-1	d uː			
289-1	b ɪ n d			
1930-1	b r ɛ k			
1928-1	s p l ɛɪ t			
858-1	s t r ɛ k			
1577-1	h w ə + ɛ			
908-1	w ɔ s			
648-1	b ɑ r			
1855-1	d eː l			
657-1	h ɑ m ə r			
2058-1	n aː x			
949-1	d l ɛɪ t			
1642-1	x l ɑ t			
1640-1	z ɪ l v ə r			
1633-1	aː r ə n			
1630-1	t ɪ n			
993-1	x l aː s			
-2121-1	r ɔ l l			
1692-1	v ɑ l l			
1694-1	d r ɔ p			
1062-1	z ɛ ŋ k			
476-1	z w ɪ m m			
1051-1	v l ɛɪ x			
1075-1	b l aː v ə			
135-1	x l ɛɪ d			
-134-1	d ɑ n t			
1839-1	d eː + ɛɪ d			
1097-1	k uː r ʉ x + k k m			
1777-1	v ɔ l ɣ			
1434-1	b r ɪ ŋ ə			
1417-1	l œy d			
1424-1	r ɛɪ d			
778-1	p aː d			
790-1	b r ʉ x			
1223-1	p ɑ d ə l			
1117-1	z aː x			
1411-1	h aː v ɔ			
1407-1	h ɑ ɑ t			
1390-1	d ɪ ŋ			
2086-1	x iː v ɔ			
2082-1	k iː r ʉ x ɣ k aː b			
576-1	z ɔ k			
579-1	v ɛɪ n d			
581-1	v ɛ r iː r			
-1791-1	r œy k			
-225-1	p r eː s			
-2284-1	p l aː t			
1479-1	aː p ə			
847-1	h ɛɪ x			
659-1	b ɔ d ə			
860-1	m eː d ə			
213-1	r ɛɪ t			
1286-1	v ɛ r			
1293-1	w ɛ s t			
474-1	d ɪ k			
467-1	d iː			
1177-1	d iː p			
588-1	v l ɑ			
584-1	h aː k			
-1153-1	r ɔ n t			
700-1	t w ɛ l f			
875-1	d uː z ɛɪ n			
1559-1	ɑ l			
1565-1	m aː r			
1968-1	h ɛ l f			
-350-1	p aː r r			
1478-1	b uː d ə			
1469-2		s ʌ d t		
2047-2		s ɔ n		
2054-2		d ɔ n t r r		
1375-2		l ɪ t		
760-2		w aɪ n t		
756-2		s n ə r		
726-2		s aʊ d		
1351-2		ɡ r ɔ p f f eɪ d		
1353-2		ɡ r ɔ p m m aʊ d		
412-2		s ʌ ʌ n ə r		
406-2		s ʌ n̩ n + r aʊ		
1005-2		s d ɪ f ɔː r d		
1012-2		s t n̩ f ɪ m aʊ d		
1016-2		w ə d		
1069-2		s k		
509-2		f ɔː l		
693-2		əʊ iː l		
2179-2		n ɪ tʃ t		
1753-2		f ɪ s		
1131-2		r əʊ l		
1198-2		b ɑː r t		
2032-2		h ɑː k n		
2241-2		n +		
2244-2		l iː p		
610-2		k n ə		
945-2		h eɪ r t		
1534-2		l eɪ k		
384-2		s ɑu ɡ		
1650-2		n ɔ t		
1663-2		s æ t		
2279-2		l aɪ n		
471-2		s eɪ		
1385-2		s eɪ t		
792-2		r ɔ k		
1111-2		əʊ əʊ s t		
197-2		s ɣ d		
2020-2		l æ m		
867-2		h aɪ n		
1970-2		f ɔ l		
1230-2		d r r d		
2017-2		n ə r		
968-2		w ə r t		
1674-2		l l n t		
1671-2		h h ə l		
829-2		k l iː f		
1025-2		w əʊ t r		
1027-2		s ə r		
1832-2		r aʊ r		
-1816-2		ʌ s ə r eɪ n		
-335-2		l əʊ ɡ ʌ n		
1043-2		s t r ɔ p		
423-2		s t aɪ n		
2049-2		p eɪ n +		
2062-2		s t k k m		
2065-2		r ə ɡ b ʌ ɡ		
1368-2		s d n r		
1365-2		d æ r		
754-2		r ə ɡ		
768-2		w ə r		
1211-2		f ə r r		
106-2		əʊ l d		
-98-2		b ə b ə		
719-2		f eɪ d r		
1341-2		s ʌ n		
-2027-2		t æ n t		
-2026-2		n ə f		
409-2		s ɔ ʌ n + r ʌ n n̩		
402-2		s ɔ ʌ n ə r ɔ ɡ t k r		
1014-2		s d ɪ f r d ɔ k t r		
1059-2		w eɪ		
120-2		s t æ l		
2194-2		ɔ k		
2199-2		k ɑː l f		
2197-2		s f p		
1523-2		s ʌ		
512-2		p ə r ə r		
2141-2		h ʌ n		
2147-2		ɡ æ d s		
814-2		k r eɪ		
810-2		d iː b		
1758-2		m ɪ s		
1760-2		r æ t		
1620-2		f ɪ n		
1282-2		w əʊ l		
1136-2		f k k		
1309-2		l iː s		
1307-2		n ə t		
1305-2		f l ʌ		
711-2		w əʊ tʃ d		
1442-2		f l ɪ		
62-2		m ɪ		
-73-2		p əʊ s k ɪ t		
1810-2		h iː t		
1805-2		f l iː s		
1813-2		h eɪ r		
1811-2		b l aʊ t		
690-2		r ɔ p		
2177-2		h iː f t		
246-2		w æ ŋ n + b r æ r		
249-2		ʌ ɡ r l n̩		
1506-2		n ɪ s + ɔː l l ɑː l̩		
2242-2		p n t		
2245-2		t ɔ ŋ		
2174-2		s l d r		
603-2		æ l b ɡ		
601-2		h l n t		
615-2		f ɪ ŋ ə r		
901-2		k l æ r		
608-2		f aʊ t		
596-2		t ɪ n		
937-2		b ɔː k s t		
936-2		n ɪ b ə l		
646-2		l ŋ		
947-2		l ə b ə r		
1606-2		h ɔ p		
472-2		n ə s		
1535-2		s w ə t		
1546-2		s d k k		
1959-2		s l eɪ p		
694-2		s n ɑː r		
1961-2		d r ɔ m		
323-2		l ə b		
1885-2		ɡ r eɪ f		
2156-2		f r r k l + h eɪ t		
1903-2		r əʊ n t		
525-2		s w iː l aɪ ŋ		
276-2		l æ m		
274-2		d ɔ f		
278-2		b l aɪ n t		
258-2		d r ɔ d k		
256-2		n əʊ k t		
383-2		eɪ t		
207-2		r eɪ f		
376-2		d r ɪ ŋ k		
2014-2		r uː t d		
2009-2		ʌ f		
2003-2		k eɪ t l̩ l		
2024-2		p l d		
1321-2		k ɔ p		
1976-2		t æ d		
1243-2		n eɪ l t n̩ t		
1265-2		p ə l		
1261-2		s n̩		
655-2		b r ɔ t		
650-2		d aɪ		
1532-2		k n ə d		
-36-2		s ɔ p		
34-2		b ʌ n		
-1647-2		f ɪ		
-1615-2		ɔ l		
125-2		f eɪ t		
1659-2		h ʌ n ɪ		
1661-2		p ə l		
1676-2		b ɔ t r		
480-2		d r æ d k eɪ		
1466-2		k l aɪ d aɪ ŋ		
2277-2		w ɔ l		
2271-2		f ə l t		
2293-2		l ə r		
624-2		s p aɪ n		
628-2		s p aɪ n d l̩ l		
626-2		w ə b		
633-2		n ɪ l t		
1185-2		s ʌ aʊ n r		
1179-2		h aʊ t		
2168-2		k æ m		
1952-2		d ɑː r		
899-2		l aɪ d r		
922-2		b eɪ t		
-934-2		l æ m p		
916-2		t r ɔ k		
1726-2		f ɔː l t		
2108-2		p l ʌ ɡ		
1133-2		f ɔː r		
2114-2		s p eɪ d		
1272-2		r ɔ ɡ		
1979-2		ɡ r eɪ s		
1989-2		h iː r		
-2260-2		p l l n t		
70-2		b ɔː k		
-89-2		w aɪ n ə s t		
-12-2		p aɪ p		
713-2		s æ d		
747-2		n eɪ t l̩ l		
308-2		d ʌ n		
289-2		b ɪ n d		
1930-2		b r eɪ k		
1928-2		s p l aɪ t		
858-2		s t r eɪ k		
1577-2		ɔ p h eɪ ŋ		
908-2		w əʊ s		
648-2		b ɑː r		
1855-2		s p h iː l		
657-2		h æ m ə r		
2058-2		n ɪ ɡ l̩ l		
949-2		s m ə t		
1642-2		ɡ ɑː t		
1640-2		s aɪ l ə r		
1633-2		s s n̩		
1630-2		t aɪ n		
993-2		ɡ l əʊ s		
-2121-2		r ɔ l		
1692-2		f ɔː l		
1694-2		d r ɔ p ə		
1062-2		s aɪ ŋ k		
476-2		s w æ m		
1051-2		f l ɪ ɡ		
1075-2		b l əʊ s		
135-2		ɡ l aɪ d		
-134-2		d l d s		
1839-2		w p v ɡ eɪ n		
1097-2		t ɑː r ɔ r k ɔ m		
1777-2		f ɔ l		
1434-2		b r æ ŋ		
1417-2		l aɪ d		
1424-2		r aɪ d		
778-2		p ɑː d		
790-2		b r ɔ		
1223-2		p ə d l̩ l		
1117-2		s aɪ		
1411-2		h əʊ b		
1407-2		h ɔː l t h		
1390-2		d aɪ ŋ		
2086-2		ɡ ə b		
2082-2		t ɑː r ɔ aʊ eɪ v		
576-2		s ʌ k		
579-2		f ɪ n d		
581-2		f ə r l ə r		
-1791-2		r ɪ k		
-225-2		p r eɪ s		
-2284-2		p l əʊ t		
1479-2		ɔ p ɪ n		
847-2		h iː k		
659-2		b aʊ d aɪ		
860-2		p aɪ d		
213-2		r eɪ k t		
1286-2		f ɑː r		
1293-2		w əʊ tʃ t		
474-2		d ɪ k		
467-2		d s n		
1177-2		d ɪ p		
584-2		h əʊ		
-1153-2		r ɔ n t		
700-2		t r iː l f		
875-2		d iː s n̩ n t		
1559-2		æ l		
1565-2		m ə r		
1968-2		h iː l f t		
-350-2		p ə r		
1469-3			ʃ o t t	
2047-3			ʃ o t	
2054-3			ʀ ɑ̃ t ʀ ʀ	
1375-3			t i t	
760-3			ʃ ɑ̃ t t	
756-3			ʀ t t	
726-3			ʀ ʀ	
1351-3			b ʀ t ʀ f ʀ ʀ ʀ	
1353-3			b ʀ t ɑ̃ ʀ ʀ	
412-3			f f + t ʀ ʀ i ʀ ʀ	
406-3			b ə ə t ʀ ʀ i ʀ	
1005-3			ʀ t ɑ̃ f f ʀ ʀ ʀ	
1012-3			ʀ t ɑ̃ z ʀ ʀ	
1016-3			i ʀ u	
1069-3			i ʀ	
509-3			f u t	
693-3			k i ʀ	
2179-3			t ɑ̃ t t	
1753-3			f i k	
1131-3			ʃ u ə f ʀ	
1198-3			b i t t	
2032-3			ʀ f t	
2241-3			t t	
2244-3			t ɑ̃ k	
610-3			b t	
945-3			s ɑ̃ t	
1534-3			t i k	
384-3			ʃ ə k	
1650-3			t ɔ t	
1663-3			ʃ o z	
2279-3			t ɑ̃ t	
471-3			ʃ u	
1385-3			ʃ u t	
792-3			ʃ o k	
1111-3			o ʀ t	
197-3			ʃ ɔ t	
2020-3			ʃ o t	
867-3			ʀ ɑ̃ t t ʀ t	
1970-3			f k t	
1230-3			t y t ʀ	
2017-3			t y ʀ	
2183-3			ʀ ʀ i	
1521-3			ʀ ɔ k	
1755-3			ʀ ɑ̃ t ʀ	
1760-3			ʀ u t	
1196-3			t o z	
575-3			o z ʀ ʀ	
2014-3			ʀ u ʀ ʀ	
1321-3			k ə t	
1265-3			t ɑ̃ t	
588-3			ʃ ʃ o z	
1469-4				z a n t ə
2047-4				z oː n ə
2054-4				d oː n t ə r
1375-4				l ɪ x t ə
760-4				v ɪ n t
756-4				eː n iː
726-4				m oː d ə
1351-4				ɡ r a n eː ə aː
1353-4				ɡ r a n + m
412-4				f ɔ r eː + aː
406-4				eː ɔ oː n + m ə
1005-4				ʃ t ai eː ə aː
1012-4				ʃ t ɔy f + m
1016-4				v iː t ɔy
1069-4				ɪ k
509-4				f iː l
693-4				m uː ɪ l
2179-4				n ɛ s t
1753-4				f ɪ ʃ
1131-4				v ɔ l
1198-4				b aː r t ə
2032-4				h oː n n
2241-4				n ʊ s
2244-4				l ɪ pf
610-4				k au iː n
945-4				h a r
1534-4				l ɪ k ə
384-4				z uː ɡ ə
1650-4				n ɔ t
1663-4				z a l
2279-4				l ɪ n n
471-4				z iː s n
1385-4				z ai t ə n
792-4				j ʊ k
1111-4				m ɛ s t
197-4				z ɶː t ə
2020-4				l a t
867-4				h oː n t t
1970-4				f ɔ l
1230-4				d ɛ r t n
2017-4				n iː t n
968-4				v iː r t l
1674-4				l n n t
1671-4				h aː f ə
829-4				k l ɪ f
1025-4				v aː t ə r
1027-4				z ai
1832-4				r au f
-1816-4				a s t ə n n
-335-4				l aː ɡ ɡ n ə n
1043-4				ʃ t r au m
423-4				ʃ t ai n ə
2049-4				m aː n ə
2062-4				ʃ t ɔ m m
2065-4				r ɛ ɡ ə m + b au
1368-4				ʃ ə aː t ɔy ə
1365-4				t au
754-4				r ɛ ɡ ə n
768-4				v eː r ə
1211-4				f ɔy ə
106-4				m a n ə
-98-4				b ɛ b iː ə
719-4				f aː d ə r
1341-4				z oː n ə
-2027-4				ts a t s ə
-2026-4				n eː f
409-4				ʃ ɔ n n + ʃ oː n
402-4				ʃ ɔ r n + d ʊ x t l r ə
1014-4				ʃ t ɔy f + d ɔ f t r n
1059-4				v ai
120-4				ʃ t a l
2183-4				ʃ t iː r
2194-4				ʊ s t
2199-4				k aː p
2197-4				ʃ ɔ p pf
1523-4				z ʊ k
1521-4				b ɔ k
512-4				m ɛ r iː s
2141-4				h ɛ n ə
2147-4				ɡ a ŋ s
814-4				k r ai n
810-4				t ɔy f
1755-4				h ʊ n
1758-4				m ɛː ʃ ə
1620-4				f ɪ n ə
1282-4				v aː l b ə
1136-4				f ɔ s t
1309-4				l ai ʃ ə
1307-4				n iː t
1305-4				f l au n
711-4				v ɛ s p ə
1442-4				f l iː ə
62-4				m ʏ k ə
-73-4				m ʏ s x ai s
1810-4				h ai t
1805-4				f l ai ʃ ə
1813-4				h eː r
1811-4				b l uː t
690-4				r ɪ p
2177-4				h oː f t
246-4				v ɛ ŋ + + b r
249-4				oː ɡ l ɪ t t
1506-4				n ɔ s t f l yː ɡ ə
2242-4				m oː n
2245-4				t ɔ d ə
1196-4				ɡ ɛ k
2174-4				ʃ ɔ l t ə r
575-4				ʊ k ə l l
603-4				ɛ l + + b k n
601-4				h a n t
615-4				f ɪ ŋ ə r
901-4				k l au
608-4				f iː t
596-4				t a n
937-4				b r ʊ s t
936-4				n aː b iː l
646-4				l ʊ d ə
947-4				l ai b ə r
1606-4				h au pf ə
472-4				n iː z ɪ n
1535-4				z v ai t ə n
1546-4				ʃ p yː ɡ ə n
1959-4				ʃ l ai p ə n
694-4				ʃ n p r k ə
1961-4				t r au m ə n
323-4				l ai f ə n
1885-4				ɡ r ɛ r
2156-4				b a r + k n +
1903-4				v oː n t
525-4				z v ɛ l ɪ d ə
276-4				l a m ɛ
274-4				t ɶː f
278-4				b l ai n t
258-4				t r ɔ ŋ k ə n
256-4				n + x t t
383-4				ai t ə n
207-4				r ai pf ə
376-4				t r ɪ ŋ k ə n
2014-4				ɔ z t
2009-4				oː f iː n
2003-4				k ai t ə l
2024-4				p a n ə
1976-4				t a ŋ s
1243-4				m aː l + ts
1261-4				z eː f ə n
655-4				b r ɔ t
650-4				t iː k
1532-4				k au d t ə
-36-4				ʃ au pf ə
34-4				b au n ə
-1647-4				f iː x
-1615-4				ɔ l iː ə
125-4				f ɛ t
1659-4				h oː n ɪ n
1661-4				m iː l x ə
1676-4				b au t ə r
480-4				t r ɛ ŋ k ə
1466-4				k l iː ʃ ai
2277-4				v ɔ l
2271-4				f l l t
2293-4				l ai r ə
624-4				ʃ p ɪ n ə n
628-4				ʃ p ɪ n d l l
626-4				v eː f ə n
633-4				n aː l t
1185-4				ʃ ɔ ʊ m + m + ə
1179-4				h oː t
2168-4				k a m
1952-4				t ɔy r
899-4				l n t ə r
922-4				b ɛ t
-934-4				l a m pf ə
916-4				ts r ɔ f
1726-4				f ɛ l t
2108-4				p l yː ɡ ə
1133-4				f oː r ə n
2114-4				ʃ pf aː t ə n
1272-4				r ɔ ɡ ə
1979-4				ɡ r ɛ s ə
1989-4				h oː x n
-2260-4				p l ɛ n t ə n
70-4				b au k
-89-4				v ai n ə
-12-4				pf ai pf ə
713-4				ʃ a p ə
747-4				n iː t ə l
308-4				t uː n
289-4				b ɪ n t ə n
1930-4				b r ɛ k ə n
1928-4				ʃ p l ai t ə n
858-4				z t + ɛ ɛ k ə
1577-4				ɔ pf + h n
908-4				v a s ə n
648-4				b au r ə n
1855-4				h k l h s n
657-4				h a m ə r
2058-4				n aː ɡ ə
949-4				ʃ m iː ts +
1642-4				ɡ a l t
1640-4				z ɪ l b ə r
1633-4				ai z ɛ n
1630-4				ts ɪ n ə
993-4				ɡ l aː s ə
-2121-4				r ɔ l ə n
1692-4				f a l ə n
1694-4				t r ɔ p ə
1062-4				z ɪ ŋ k ə n
476-4				z v ɛ m ə n
1051-4				f l iː ɡ ə
1075-4				b l iː s n
135-4				f l ai t ə n
-134-4				t a n s ə n
1839-4				v ɛ k ɡ ɡ n
1097-4				k ə r ʏ k + k au m
1777-4				f ɔ l iː ə n
1434-4				b r ɛ ŋ ə n
1417-4				l ai t ə n
1424-4				r ai t ə n
778-4				p a t
790-4				b r ɪ k ə
1223-4				p a t l l
1117-4				z iː l
1411-4				h a b ə n
1407-4				f a s t + h ə
1390-4				ʃ ai d ə
2086-4				ɡ eː f ə n
2082-4				ʃ ɪ r ʏ k ɡ eː b ə
576-4				z au k ə n
579-4				f ɪ n t ə n
581-4				f ɛ r l
-1791-4				r ai x
-225-4				p r ai ʃ ə
-2284-4				p l aː ts ə
1479-4				au p a n ə n
847-4				h oː x
659-4				b ɔ t ə m
860-4				m ɪ t ə n
213-4				r ɛ x ə ə
1286-4				f ɛ r
1293-4				v ɛ s t ə n
474-4				ʃ ɪ k ə
467-4				d ai n ə
1177-4				t ai pf ə
588-4				f l ɛ x
584-4				h + k ə
-1153-4				r ʊ n t
700-4				ts v aː l f
875-4				t ɔy z iː n t
1559-4				a l ə n
1565-4				m iː r
1968-4				h ɛ l t
-350-4				pf eː r
1478-4				b au t m m
