COGID	dutch	english	french	german
1131-3			ʀ ə l	
1198-3			ʀ ə	
2032-3			ʀ ʀ	
2241-3			ʀ u	
2244-3			l ə	
610-3			ʀ ʀ	
945-3			ʀ ɛ	
1534-3			l ə k	
384-3			ʀ ə k	
1650-3			ʀ ʀ	
1663-3			ʀ ɛ	
2279-3			l ə	
471-3			ʀ ɛ	
1385-3			ʀ ə t	
792-3			ʀ u	
1111-3			ʀ ʀ t	
197-3			ʀ ɛ t	
2020-3			l	
867-3			ʀ ɛ t ʀ	
1970-3			p ə l	
1230-3			ʀ ʀ ʀ t	
2017-3			p ʀ	
2183-3			p t	
1521-3			p	
1755-3			p s	
1760-3			ʀ u t	
1469-4				z a n t
2047-4				z ʊ n ə n
2054-4				t ʊ n t ə r
1375-4				l ɪ + ɡ ə t
760-4				v ɪ n t
756-4				ʃ n ai
726-4				m ʊ t ə r
1351-4				ɡ r ʊ n t + f aː t ə r
1353-4				ɡ r oː t + m ʊ t ə r
412-4				+ n + b aː t ə r + n l
406-4				+ n + m ʊ t ə r + n l
1005-4				ʃ t iː + + f aː t ə r
1012-4				ʃ t iː b + m ʊ t ə r
1016-4				v ɛ t + ə n ə r
1069-4				ɪ x
509-4				f ɔ l ə n
693-4				m ɔ l + + eː z ə l
2179-4				n ɛ s t
1753-4				f f ɪ s ə
1131-4				v ɔ l f
1198-4				b aː ə r t
2032-4				h oː r n
2241-4				n aː s ə
2244-4				l ɪ f ə n
610-4				k n
945-4				h a r t
1534-4				l ɪ k ə n
384-4				z oː ɡ ə n
1650-4				n oː t
1663-4				z ɔ l t
2279-4				l ɪ n ə n
471-4				z aː ə n
1385-4				z aː t ə n
792-4				r uː x
1111-4				m a s t
197-4				z a t ə n
2020-4				l a ŋ
867-4				h ʊ n t ə r ə t
1970-4				f ɔ l ə
1230-4				t ə + ɛ r t ə n
2017-4				n iː ə ə
968-4				v ɛ r ə l t
1674-4				l a n t
1671-4				h aː b ə l
829-4				k l ɪ k ə
1025-4				v aː t ə r
1027-4				z iː
1832-4				r au
-1816-4				au z ə ə n
-335-4				l aː ɡ ʊ n ə
1043-4				ʃ t r ə m
423-4				ʃ t ai n
2049-4				m a n ə
2062-4				ʃ t oː r ə
2065-4				r ɛ ɡ ə m + b oː ɡ ə n
1368-4				ʃ aː t ə
1365-4				t au
754-4				r ai ɡ ə n
768-4				v eː d ə r
1211-4				f aː ə r
106-4				m a n
-98-4				b ɛ b ə
719-4				f aː t ə r
1341-4				z oː n
-2027-4				ts a n t ə
-2026-4				n eː b ə n
409-4				ʃ + + ʊ n + z oː n ə n
402-4				+ n + t ʊ ɡ t ə r + n
1014-4				ʃ t iː b + t ʊ ɡ t ə r
1059-4				v ai n
120-4				ʃ t a l
2183-4				ʃ t iː r ə
2194-4				au ə ə
2199-4				k a l f
2197-4				ʃ ɔ f
1523-4				z oː x
1521-4				b au x
512-4				m ɛ r ə
2141-4				h ɛ n
2147-4				ɡ a n s
814-4				k r aː ə ə
810-4				t au f ə
1755-4				h ʊ n t
1758-4				m oː s
1620-4				f ɪ n ə
1282-4				v a l b ə
1136-4				f ʊ ə s
1309-4				l oː s
1307-4				n ɛ t ə
1305-4				f l
711-4				v ɛ ʃ ə ə
1442-4				f l iː ə ə
62-4				m ʏ ɡ ə
-73-4				m aː ʃ k iː t ə
1810-4				h oː t
1805-4				f l ai s
1813-4				h aː r
1811-4				b l a t
690-4				r ɪ f ə
2177-4				h ʊ f t
246-4				v ɛ ŋ k + + + b r ə ə
