COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
1108-1	j e j															
1124-1	i r e															
1745-1	dʒ a j a															
1823-1	g oː k															
2143-1	b a															
2265-1	u r ɔ															
2392-1	n̩ o z u															
2579-1	d oː j															
2774-1	k a ŋ i															
3339-1	k a j a															
3550-1	i ŋ i															
4024-1	z i b a															
4219-1	d ɛ m b															
4240-1	w e r i															
4259-1	g ɔ m r															
4738-1	g u ŋ d a															
5197-1	ɛ r u															
5447-1	g i d e															
5531-1	i j̃ ɛ															
5733-1	n i															
5828-1	j a j̃ a															
562-1	s u m ɔ															
998-1	w e															
1022-1	p i j i															
1023-1	j ɛ															
1205-1	j e															
1275-1	t															
1578-1	n u m															
2063-1	i r ɛ															
2334-1	ɛ z u															
2798-1	ɛ j̃ ɛ j															
3252-1	r m b ɛ															
3463-1	w w̃															
3683-1	k i j̃ ɛ															
3772-1	t u m a															
3790-1	g a w															
4052-1	b a z a															
4220-1	k j															
4440-1	t i															
4479-1	k oː															
4711-1	j a r i															
4778-1	s a z i															
4821-1	k u															
4941-1	ɔ j ɔ															
5272-1	t e g i															
5423-1	ɔ z ɔ															
5424-1	k ɔ r ɔ															
563-1	s j j															
613-1	m d j															
684-1	ɲ a r̃ i															
742-1	dʒ a r a															
1204-1	k e r i															
1373-1	k u j															
1787-1	ŋ aː															
1988-1	oː u ŋ d e															
2283-1	b ɛ r i															
2372-1	b e r u															
2441-1	n aː															
2598-1	j j j															
2773-1	b a r m i															
3011-1	b a n a j															
3176-1	dʒ ɔ r ɔ															
3283-1	a r̃ a															
3318-1	n ɔ n d i															
3658-1	d i m ɛ															
3807-1	p ɛ r															
4037-1	z a n dʒ a															
4498-1	ɛ r u															
4843-1	o r u m															
5078-1	p i r a m															
5357-1	k ɔ															
5390-1	d u d oː															
5790-1	ɔ r u															
21-1	d o b a															
42-1	k aː u															
61-1	k ɛ n d															
239-1	t u m b i															
309-1	d i j a w															
327-1	n ŋ															
482-1	dʒ e j̃ u															
594-1	u s u j i															
701-1	m															
909-1	j i															
928-1	o m b o															
1184-1	d m ɔ m															
715-2		d u j														
1089-2		n a g														
1319-2		n j														
1398-2		s u g u r u														
1557-2		g i r i														
1626-2		w a g a														
1840-2		t i j̃														
2247-2		g dʒ														
4677-2		k u r o j														
5162-2		m i j̃ l														
5406-2		t aː n j̃														
359-2		k a r u														
1577-2		g i r i														
2196-2		n a j̃ a														
2230-2		s i g o														
2533-2		b a r i														
3605-2		k a n d														
3866-2		oi j̃ u														
4553-2		t a g j														
4822-2		k u m b														
5254-2		d u r ɔ														
503-2		k i j i														
1356-2		m a j														
1881-2		n j m														
2084-2		j aː b i														
2420-2		k u j ɔ														
3218-2		p j j̃ u														
3372-2		n a m a														
3718-2		a r a														
4135-2		b a j̃ i														
4694-2		g u j̃ u														
807-2		k ɔ m														
2320-2		k a ŋ i														
2476-2		k d														
2842-2		d i g u														
4081-2		d a m b i														
4313-2		n ɛ m														
4460-2		s j j														
5514-2		n ɛ n d ɛ														
5810-2		p i j j														
93-2		d ɔ														
260-2		b i tʃ o														
385-2		j̃ ɛ m tʃ ɛ														
890-2		a m j j j														
1336-2		t e g i														
1703-2		b aː														
1769-2		t ɛ m b i														
2162-2		b ɛ r ɛ														
2635-2		s o														
2735-2		d a n a														
3031-2		d ɛ g ɛ														
4591-2		tʃ ɛ r i														
5301-2		p ɛ r u														
5605-2		t i m l														
296-2		dʒ a m b														
463-2		d u m b i														
762-2		b a n a k k j														
1432-2		t a r u														
1474-2		t ɔ ŋ														
1788-2		s o														
2044-2		d i m tʃ k														
2713-2		t ɛ m j̃ j̃ tʃ ɛ														
3219-2		p aː j̃ u														
3425-2		j s														
4184-2		j̃ ɲ														
4629-2		n u ŋ j														
4759-2		n i j ɛ														
4904-2		n u ŋ a														
4960-2		g i j̃ aː dʒ i														
4980-2		t s														
5059-2		g u j o														
5125-2		ɔ j̃ dʒ j														
5339-2		p a g a														
5549-2		t a w a														
5771-2		j̃ u g u														
5905-2		t i j̃ i														
5938-2		a d j n a														
1-2		p ɛ														
483-2		g u j u														
629-2		d ɔ														
667-2		ɛ w ɛ														
1254-2		j̃ a j d u r u														
1415-2		j̃ r														
1542-2		n t														
1683-2		s i j														
1898-2		p u j̃ oi														
2551-2		r i														
2901-2		t u ŋ g														
2957-2		m a n d i														
3048-2		b i j														
3251-2		j a j a														
3885-2		d ɔ r ɔ														
4402-2		j i														
5081-2		b i n j̃ i														
5622-2		p ɛ tʃ i j m														
6006-2		p i j̃ ɔ														
43-2		s aː														
135-2		t u n d u														
158-2		m ɔ j̃ u														
194-2		b ɛ														
221-2		ɛ j̃ u														
650-2		b o j̃ i														
1152-2		t i tʃ ɛ														
1374-2		k ɔ ŋ g														
1452-2		g aː r a														
1862-2		i j̃ i														
2108-2		n a j														
2636-2		m														
2880-2		k u n g u														
2924-2		p o r														
2941-2		b i j̃ i														
3405-2		ɛ m ɛ														
3959-2		t ɔ r u														
4066-2		g ɔ j̃ ɔ														
4535-2		s u g ɔ														
4888-2		s a m n n														
5180-2		s ɛ m b														
5751-2		t j j ɛ														
5981-2		a j̃ a														
114-2		d ɔ j ɔ														
702-2		ɔ g ɔ j̃ ɔ ŋ ɔ														
851-2		g ɔ k														
872-2		ɛ j̃ dʒ														
952-2		k u r ɔ̃ː														
2179-2		l d i														
2351-2		b a b a														
2496-2		n u j̃														
4609-2		k ɔ r ɔ g														
4740-2		g u n ɔ j														
4921-2		s a m b i														
5982-2		k u j̃ u														
978-2		t ɔ m														
999-2		j ɛ														
1052-2		n aː m j														
1989-2		m i n ɛ														
2456-2		k ɔ r i														
2666-2		s u g i														
2817-2		a ŋ g														
3132-2		d u ŋ														
3300-2		ɛ w ɛ														
3977-2		m n j̃ k														
3978-2		m n j̃ g o														
4260-2		ɔ m j														
4278-2		k u j̃ g u														
4334-2		s ɔ j̃														
4361-2		t e g ɛ														
4570-2		g ɔ j̃														
4648-2		j o														
5673-2		d u m tʃ														
5887-2		j a j														
446-2		g o ŋ g o														
1108-2		j ɔ j														
1124-2		o r o														
1237-2		i n dʒ ɛ														
1745-2		dʒ a j i														
1823-2		g o j̃														
2143-2		b a														
2265-2		u r ɔ														
2392-2		l o s u														
2579-2		d ɔ j														
2902-2		j ɔ														
3197-2		k d														
3339-2		k a r a														
3550-2		ŋ n j r														
3943-2		p a j ɔ														
4240-2		w dʒ r u														
5197-2		ɛ r u														
5531-2		g r̃ l														
5733-2		n i														
409-2		g a r u														
562-2		s u m ɔ														
1022-2		p i r i														
1205-2		j o														
1275-2		t														
1524-2		k oː r														
1578-2		n u m														
2063-2		i r ɛ														
2798-2		l j ɔ														
3088-2		ɲ ɔ j														
3683-2		tʃ i j̃ e														
3772-2		t u m a														
4711-2		j a r i														
4778-2		s a s i														
4821-2		k u														
4941-2		ɔ j ɔ														
5272-2		t e g u														
5319-2		t oː s u														
5375-2		m aː n a														
5423-2		ɔ s ɔ														
5424-2		k ɔ r ɔ														
5465-2		m u j̃														
5497-2		ɛ w														
178-2		k ɔ b tʃ														
563-2		s u m ɔ														
684-2		ɲ a j̃														
742-2		j̃ a r a														
787-2		n i l l														
1126-2		n i														
1204-2		k e r i														
1373-2		tʃ u j														
1787-2		n ɛː														
1969-2		j ɔ g ɔ r ɔ														
2283-2		b ɛ r u														
2441-2		n aː														
2598-2		j j j														
2773-2		b a r m i j̃														
2863-2		g i j ɛ														
3011-2		b a l a														
3176-2		j̃ ɔ r ɔ														
3319-2		b u s a m														
4025-2		tʃ u w ɔ														
4037-2		s a j̃ g														
4441-2		b aː r i														
4843-2		o r u														
5036-2		t ɔ r ɔ														
5357-2		k ɔ j̃														
5790-2		ɔ r u														
61-2		tʃ ɛ l d ɛ														
136-2		k ɔ l ɔ														
239-2		t u m b i														
309-2		d i j a tʃ														
594-2		u s i i														
701-2		m														
786-2		n i														
909-2		j i														
928-2		ɔ m b ɔ														
951-2		j a r														
1184-2		d m r̃														
715-3			t u j													
1089-3			n d j													
1319-3			n k													
1398-3			s u n u l u													
1557-3			dʒ g j e													
1626-3			w a g a													
1840-3			t g n g													
2247-3			g p													
4677-3			k u l e k													
5162-3			m g n ɛ													
5406-3			t n d i													
359-3			k a l g													
1577-3			dʒ g j e													
2196-3			n a l a													
2533-3			b a j g													
3866-3			ŋ t u													
4553-3			t a g g													
5254-3			t u l													
503-3			k g n e													
1881-3			n u m g													
2084-3			j b g													
2420-3			k u l ɛ													
3218-3			b u t u													
3372-3			n a m a													
3718-3			a j a													
2320-3			k a d e													
2476-3			k b													
3719-3			m i													
4460-3			t u j													
5514-3			n ɛ n d ɛ													
890-3			a m b k g g													
1336-3			t e g e													
1703-3			b													
2162-3			b e l ɛ													
2635-3			t ŋ													
2735-3			t d n a													
762-3			b a n a k k l													
1788-3			s e													
2713-3			t w m d d k ɛ													
3219-3			b t u													
4629-3			n u d u													
4904-3			n g d n													
5125-3			u n t g													
5771-3			k u g u													
5938-3			a t u n a													
1898-3			p u l g													
2901-3			t u d k g													
2957-3			m a n d g													
3048-3			b i j e													
5081-3			b g d d g													
6006-3			p g j a													
716-3			j ɛ													
1152-3			d g b ɛ													
1789-3			n u m ŋ													
2083-3			k a n i													
2108-3			n eː lː													
2618-3			k ɛ l ɛ													
2880-3			k u n dʒ u g													
2941-3			b g l g													
3405-3			ɛ m ɛ k													
3811-3			l e													
5583-3			t a d g g													
5751-3			t i j ɛ													
2442-3			n u m ŋ													
2496-3			n u k													
4921-3			s a m b e													
196-3			k u l e													
3639-3			t t w a													
3905-3			n d													
3977-3			m n d g g													
3978-3			m n d dʒ e													
4361-3			t e g e													
5532-3			i n i													
1237-3			e n dʒ ɛ													
1579-3			m b b l l													
2143-3			b d													
2774-3			k a n g													
3198-3			s ɛ m ɛ													
3534-3			k e n g													
3550-3			i n g													
3684-3			k i n dʒ a													
3943-3			b a l g													
4259-3			g m m ɛ													
4611-3			k t m ɔ													
4983-3			s p n dʒ i													
5656-3			m n d k i													
5830-3			j ɛː													
1026-3			l g													
1170-3			g a d dʒ g													
1187-3			u r u													
1275-3			t													
1454-3			s d l e													
1668-3			b i n i													
1841-3			g e													
1970-3			p u l a													
2977-3			k u b b													
3301-3			e b a													
3498-3			n i													
4442-3			t u j ɛ													
4479-3			k p													
5038-3			k ɔ l ɛ													
5391-3			dʒ p													
5888-3			j ɛ													
6007-3			p u n a													
178-3			k m b i l													
684-3			l a n g													
1257-3			k ɔ l j b													
1433-3			p o l e													
1501-3			n i g e													
1684-3			s g w e													
1864-3			k ɔ g u l ɛ													
1988-3			p j n d d													
2046-3			g e n d o													
2127-3			n o l o													
2599-3			i g e													
2756-3			w a l a													
2775-3			b a r i m i													
3254-3			d u l m l													
3427-3			ŋ g e													
3465-3			p													
4008-3			g e ŋ													
4053-3			g m m b ɛ													
4985-3			p ɛː													
5569-3			p a n d e													
5606-3			t i n n ŋ g ɔ													
5640-3			n e ŋ g a													
5906-3			t e ŋ g e													
2-3			k m n ɔ													
3-3			k a n													
42-3			k i dʒ ɛ													
241-3			d ɔ g u													
242-3			l ɛ													
361-3			k a r a													
651-3			d i ŋ g e													
701-3			m													
743-3			j a j e													
873-3			s i dʒ a													
1001-3			g e													
1053-3			k s n d e													
1109-3			p j													
1206-3			k a b b u													
1207-3			g e													
1434-3			ŋ g e													
715-4				d i												
1089-4				n aː												
1319-4				n k												
1398-4				s u g u r i												
1557-4				g i r ɛ												
1626-4				w a ɣ a												
1840-4				t i n												
2247-4				g dʒ												
4677-4				k u r e j												
5162-4				m i j ɛ												
5406-4				t aː n d i												
359-4				k n tʃ i												
1577-4				g i r ɛ												
2196-4				n a r̃ a												
2230-4				s i ɣ ɛ												
2533-4				b a r i												
3605-4				k a n d												
3866-4				o d u												
4553-4				t a ɣ n												
4822-4				k u m b												
5254-4				d u r ɔ												
503-4				k i j ɛ												
1356-4				m a j												
1881-4				n u m												
2084-4				j aː p i												
2420-4				k u r ɔ												
3218-4				p m s u												
3718-4				a r n												
4135-4				b a n i												
4694-4				g u d u												
807-4				k o m												
2320-4				k a ŋ ɛ												
2842-4				d i ɣ u												
4313-4				n ɛ m												
4460-4				s j j												
5514-4				n ɛ n d ɛ												
5810-4				p i r i												
93-4				d ɔ												
260-4				b ɛ tʃ ɛ												
385-4				dʒ ɛ m tʃ ɛ												
890-4				a m j r r i												
1769-4				t ɛ m b i												
2162-4				b ɛ r ɛ												
2635-4				s o												
2735-4				d a n n												
3031-4				d ɛ ɣ ɛ												
5301-4				p ɛː r u												
5605-4				t i m ɛ												
63-4				k a r a												
296-4				dʒ a m b i												
463-4				d u m b i												
762-4				b a n a k k r												
1432-4				t a r i												
1474-4				t ɔ k												
2044-4				d i m tʃ												
3219-4				p aː d u												
4120-4				k o m o												
4184-4				ɲ ɛ k												
4423-4				d ɔ ɲ ɔ												
4629-4				n u ŋ n												
4759-4				n i j ɛ												
4904-4				n u ŋ n												
4960-4				dʒ i n aː dʒ i												
4980-4				t ɔ												
5059-4				g u j o												
5125-4				ɔ n dʒ j												
5549-4				t a tʃ a												
5771-4				tʃ u g u												
5922-4				b i r ɛ												
1-4				p ɛː												
629-4				d ɛː												
667-4				ɛ tʃ ɛ												
1254-4				dʒ a m d u r i												
1415-4				ɲ ɛː												
1542-4				n r												
1683-4				s i j												
1898-4				ĩː u r̃ o												
2551-4				r i												
3251-4				b a j a												
3885-4				d ɛ r ɛ												
5622-4				p ɛ l i j m												
6006-4				p u dʒ a												
43-4				s aː												
135-4				t u n d i												
158-4				m ɔ j u												
221-4				ɛ s u												
650-4				b ɛ d i												
1374-4				k ɔ ŋ n												
1452-4				g aː r a												
1789-4				n u m ɔ												
1862-4				i s i												
2108-4				n a j												
2636-4				m												
3113-4				t e ɣ e												
3136-4				j a r a												
3751-4				p ɛ j												
4888-4				s a m n n												
5180-4				s ɛ m b i												
5583-4				t a ŋ g												
5981-4				a r̃ a												
25-4				a s j j ɛ ɣ												
114-4				d ɔ j ɛ												
702-4				ɔ ɣ ɔ ɲ ɔ g												
851-4				k ɔ												
872-4				ɛ n dʒ ɛ												
952-4				k u r ɔ												
1941-4				k i r i												
2442-4				n u m a												
3448-4				b d u												
3482-4				m i s i d ɛ												
3497-4				n aː												
3588-4				k ɔ r ɔ												
4101-4				a j a												
4293-4				dʒ ɔ tʃ ɔ												
4520-4				p e dʒ u												
4609-4				k ɔ r ɔ w												
4740-4				ɣ u n ɔ												
4781-4				s a dʒ k												
5982-4				k u d u												
196-4				k u l a												
545-4				i r u												
931-4				b ɛ												
978-4				t n m												
999-4				j ɛ												
1052-4				n aː m j												
1070-4				l u ɣ o												
1298-4				ɣ u m j m b												
1989-4				m ɛ n ɛ												
2145-4				dʒ o												
2306-4				a m b												
2456-4				k ɔ l i												
2514-4				d u s u												
3132-4				d u ŋ g												
3300-4				ɛ w ɛ												
3774-4				t u r u												
3976-4				s s												
4039-4				d ɔ j												
4278-4				k u n dʒ u												
4361-4				t e ɣ e												
4570-4				g ɔ k												
5318-4				d ɔ r ɔ												
5673-4				d ɛ m tʃ												
5752-4				t ɛː												
521-4				k d dʒ ɛ												
685-4				b o n ɔ												
744-4				l a tʃ a												
1646-4				ɔ g u												
1745-4				dʒ a j n												
2066-4				n a ŋ a												
2216-4				j a j												
2265-4				u l ɔ												
2579-4				d o m												
2958-4				m o m												
3197-4				k t												
3339-4				k n r n												
3812-4				p i n i i												
4219-4				t ɛ m b ɛ												
4337-4				s ɔ m												
5197-4				ɛ r u												
5531-4				i ɛ j												
5733-4				n i												
409-4				g o r u												
1002-4				r ɛ												
1022-4				b i j i												
1238-4				i s i												
1612-4				n u m b ɔ												
2334-4				ɛ s u												
2396-4				n ɛ												
2553-4				b a ŋ a												
2671-4				n dʒ												
2798-4				a r̃ ɛ k												
2978-4				k u r ɔ												
3407-4				ɛ m												
3551-4				b o j												
3683-4				tʃ i n ɛ												
4220-4				k r												
4383-4				k ɛː												
4440-4				t i												
4651-4				d ɛ ŋ												
4711-4				j a r i												
4821-4				k u												
5272-4				t e g u												
5375-4				m aː n i												
5465-4				m u j o												
5481-4				j o g o												
5497-4				ɛ w												
5641-4				l ɛ j												
5692-4				a n a												
347-4				tʃ ɛ r ɔ												
448-4				n ɛ m												
567-4				n i n ɛ												
613-4				m aː j												
787-4				n i w̃ e												
1126-4				n iː												
1208-4				ɣ a m i												
1502-4				d u ŋ i												
1669-4				d e m b i r e												
1971-4				b u t ɔ												
2283-4				b ɛ r i												
2354-4				t i r ɛ												
2619-4				tʃ i l a												
2714-4				j i s												
3011-4				b a n a j												
3159-4				j ɛ n ɛ												
3199-4				k ɔ r ɔ u												
3319-4				b u s a m												
3358-4				ɲ aː												
3535-4				k aː												
3622-4				d aː g a												
3640-4				k aː r a												
3813-4				r̃ i												
4441-4				b aː r i												
4498-4				ɛ r u m												
4986-4				j ɔ r ɔ												
5036-4				t o r o												
5109-4				l a ɣ a												
5390-4				d o r o												
5425-4				j ɔ ɣ ɔ												
5847-4				o ɲ o												
6008-4				j ɔ r ɔ												
62-4				k i												
197-4				b ɛː w												
331-4				s a dʒ a												
412-4				j aː ĩː												
482-4				dʒ e s u												
786-4				n i												
715-5					d u j											
1089-5					n n j											
1319-5					n ɛː											
1398-5					s u ŋ u l u											
1557-5					g i j e											
1626-5					w n g a											
1840-5					t i n											
2247-5					g p											
4677-5					k u l e j											
5162-5					m i j e											
5406-5					t aː n d u											
359-5					k a j a											
1577-5					g i j e											
2196-5					n a l n											
2230-5					s i g g											
3605-5					k a n d a											
3866-5					o d u											
4553-5					t n g a											
4822-5					k u m b											
5254-5					d u l o											
1356-5					m n j											
1881-5					n j m											
2084-5					j aː b k											
2420-5					k u l ɛ											
3218-5					b j d u											
3372-5					n a m n											
3718-5					a j n											
4135-5					b n n a											
4694-5					g u d u											
2476-5					k b											
2842-5					d i g u											
3719-5					m j											
4081-5					d a m b i											
5514-5					n ɛ n d ɛ											
260-5					b i j e											
385-5					d e m b											
890-5					n m j k j k											
1703-5					b n											
1769-5					t e m b k											
2735-5					d n n n											
4591-5					t e j e											
5301-5					p e j u											
63-5					k a j n											
296-5					d n m j k											
463-5					d u m b u											
762-5					b a n a k k j											
1788-5					s e											
3219-5					b aː d n											
4120-5					k o l o											
4759-5					n i j e											
4960-5					ŋ i n aː p g											
5059-5					g u j g											
5549-5					t a w n											
5771-5					k u g u											
5905-5					t i n u											
5938-5					a d j n a											
1415-5					l k											
1542-5					n j											
1898-5					p u l o											
2551-5					j i											
2957-5					m a n d i											
3048-5					b i j											
4402-5					j i											
5081-5					b i n tʃ u											
6006-5					p u j n											
135-5					t u n d											
194-5					b k											
716-5					j ɛ											
2083-5					k a n j											
2618-5					k ɛ l ɛ											
2880-5					k u n dʒ u g											
3113-5					t e g e											
3136-5					j n j n											
3405-5					ɛ m ɛː k											
3572-5					b ɛ j u											
4535-5					s u g ɔ											
5751-5					t i j ɛ											
851-5					k k											
2179-5					n d ɛ											
2351-5					b n b											
2496-5					n u j											
3448-5					b d n											
4781-5					s n d e											
4921-5					s a m b e											
196-5					k u l e											
789-5					g e j											
931-5					b e k											
1298-5					g u l j m b a											
2145-5					p p											
3639-5					t o w a											
3977-5					m n d k i											
3978-5					m n d g											
4260-5					o m j											
5200-5					ɛ l											
5532-5					i n n											
5866-5					k n j n											
432-5					k a n											
446-5					g e n g e											
521-5					k b dʒ o											
1124-5					e l e											
1237-5					i n d ɛː											
1579-5					m b j l g											
1748-5					j e											
2774-5					k a n a											
3198-5					s ɛ m ɛ											
3339-5					k n j n											
3534-5					k o n											
3550-5					n n n											
3684-5					k i n k											
3944-5					k o a											
4611-5					k s m ɔ											
4738-5					g u n d a											
4983-5					s o n dʒ i											
5447-5					g i d e											
5656-5					m n d k i											
5830-5					j ɛ											
1074-5					n u g g											
1170-5					g a n e											
1187-5					n r j											
1454-5					s e l e											
1841-5					g e											
1970-5					p u l a											
2977-5					k o b b											
3252-5					l m b											
3301-5					e b b											
3463-5					w ɛː											
3498-5					n iː											
4363-5					d a m											
5038-5					k ɔ l ɔ											
5228-5					b e n d											
5229-5					j n d dʒ											
5391-5					dʒ o											
5481-5					j o g o											
5793-5					t o m b e											
5888-5					j ɛ											
6007-5					p u n a											
178-5					k g b l l											
568-5					n i n d u k g											
569-5					n i n d i											
1257-5					k o l o b											
1433-5					p o l e											
1501-5					n i g e											
1684-5					s i w e											
1787-5					n e											
1864-5					k ɔ g u l ɛ											
1923-5					g iː n a											
1988-5					p j n d d											
2046-5					g e n d e											
2067-5					i d k											
2109-5					k ɛː d ɛ j											
2127-5					n o l o											
2372-5					b e l u											
2599-5					i g e											
2756-5					b a l a											
2775-5					b a r m m											
3254-5					d a l m m											
3319-5					b ɔ s n m											
3358-5					l aː											
3427-5					ŋ g											
3622-5					d g o											
3658-5					d i m											
3807-5					b i l											
4008-5					k e ŋ											
4053-5					k m m b											
4280-5					j a g a t a											
4630-5					n											
4848-5					o n a n a g											
4905-5					n ɛː											
4985-5					sʷ ɛː											
5467-5					d u g ɔ											
5606-5					t i l ŋ ŋ g											
5640-5					n e g a											
2-5					k e m n ɔ											
3-5					k a n											
21-5					d aː b a											
26-5					b e l u											
64-5					k a r a											
117-5					ɛː											
224-5					j a g a											
241-5					d ɔ g u											
312-5					b a j											
327-5					n i											
361-5					k a r a											
651-5					d i ŋ g e											
873-5					s i dʒ a											
1001-5					g e											
1053-5					k ɔ n d e											
1207-5					g e											
715-6						d i j										
1089-6						n n b										
1319-6						n j										
1398-6						s u g u l i										
1557-6						g i r e										
1626-6						gʷ n g g										
1840-6						t i n										
2247-6						g p										
4677-6						k u l o j										
5162-6						m i j e										
5406-6						t n d										
359-6						g n r g										
1577-6						g i r e										
2196-6						n n j n										
2230-6						s i g g										
2533-6						b n j g										
3605-6						k n n d g										
4553-6						t n g g										
4822-6						k u m b g										
5254-6						d u l n										
503-6						k i j e										
1356-6						m n j										
1881-6						n u m										
2084-6						j b i										
2420-6						k u l o										
3218-6						p m dʒ u										
3372-6						n a m n										
3718-6						n j n										
4135-6						b n n g										
4694-6						g u d u										
807-6						k o m b										
2320-6						k n ŋ o										
2842-6						d i g i										
3719-6						m i										
4081-6						d n m b i										
4313-6						n o m										
4460-6						s j j										
5514-6						n ɛ n d ɛ										
5810-6						p i j ɛ										
93-6						d										
890-6						n m j j j										
1336-6						t e g e										
1703-6						b n										
4591-6						t d r g										
5605-6						t i m e										
63-6						k a r n										
296-6						dʒ n m b g										
463-6						d u m b g										
762-6						b a n a k k j										
3425-6						j m										
4120-6						k o l o										
4423-6						d o j o										
4759-6						n i j e										
4904-6						n u ŋ n										
4960-6						g i n dʒ g										
5125-6						o n dʒ g										
5339-6						p n g a										
5771-6						k u g u										
5922-6						b i j o										
5938-6						n d j n a										
483-6						g g d u										
1542-6						n u										
1683-6						s i j										
2551-6						j g										
2957-6						m a n d i										
3048-6						b i j e										
4402-6						j i										
5081-6						b i n d i										
5622-6						p e r i j g										
650-6						b e d g										
716-6						j ɛ										
1152-6						t i b ɛ										
1789-6						n u m o										
1862-6						i d i										
2618-6						k ɛ l ɛ										
2880-6						k u n dʒ i g										
2924-6						p o l										
3136-6						j n j n										
3405-6						ɛ m ɛ j										
3811-6						l e										
4535-6						s u g ɔ										
4888-6						s n m n n										
5751-6						t i j ɛ										
2179-6						n d ɛ										
2442-6						n u m o										
3482-6						m i s i d o										
4202-6						g o j g j										
4781-6						s n d dʒ										
4921-6						s a m b a										
5982-6						g u d u										
408-6						j o m b i										
526-6						d g j g g										
789-6						g j										
1298-6						g u m j m b										
1942-6						j e										
2666-6						s i g g										
3015-6						n n n d g										
3905-6						n n										
3977-6						m n d g										
3978-6						m n d g g										
4152-6						k i o e										
