COGID	1	10	2	3	4	5	6	7	8	9
2393-1	m a l a									
2537-1	l ɔ m ɔ									
2665-1	a ʊ n g a									
2738-1	p ɔ ʊ l ʊ									
2872-1	k ɔ l a									
2893-1	k i ŋʰ a a									
2997-1	g a k m b a									
3075-1	k a l ʊ b ɛ									
3675-1	l l a a l a									
4028-1	l j ɛ									
4137-1	m a l a									
4238-1	u s a b a									
4316-1	t i l a									
4429-1	p i n a									
4440-1	m i l a									
4485-1	p i									
4574-1	l u ɔ a l a									
4688-1	ɔ ʊ m a a									
143-1	ʃ u l									
240-1	ʊ ʊ g i									
388-1	k ʊ m a									
401-1	k i									
599-1	dʒ a k m l a									
649-1	l ɔ ʊ t ʊ									
755-1	k u l a									
836-1	s a ɔ ŋ b a									
969-1	i s ɛ									
994-1	ɔ ɔ m b a									
1006-1	l ɔ ɔ ŋ g a									
1032-1	m ɔ m j l a									
1043-1	m a l a									
1110-1	t i m a									
1263-1	t i m a									
1273-1	l ɔ ɔ n a									
1329-1	i p ʊ a l d									
1362-1	ʃ i l									
1606-1	ɔ i l a									
1617-1	p i p a									
1629-1	f i ɛ i									
1744-1	i s ɛ a									
1895-1	d a									
1917-1	ʃ u m a									
1969-1	t a ɔ m a									
1989-1	s i h a									
2037-1	ŋ k ɔ l a									
2128-1	s a á m b a									
2186-1	g i h a									
2483-1	k ʊ l a									
2592-1	ɔ l a									
2615-1	p i i									
2700-1	g a á n d ʊ									
2784-1	d a l ʊ									
2797-1	l ɔ m ɔ									
2884-1	b p j a a									
2904-1	g ɔ ɔ g z a a									
2972-1	p i l									
3030-1	a i p a									
3148-1	i s ɛ									
3160-1	u n a									
3261-1	p ʊ a a									
3364-1	g ɔ l a									
3385-1	k i									
3419-1	p i i									
3430-1	u s ɛ									
3583-1	g a i i a									
3664-1	m a a a									
3706-1	t a á n g ʊ dʒ a									
3756-1	s ɔ a n h a									
3837-1	s ɔ a ɔ h a									
3865-1	s u g a									
4406-1	p i i									
4530-1	l ʊ p a									
4552-1	a n n d ʊ									
4621-1	dʒ a i m a									
2689-2		s u m a								
893-2		o á ŋ d d a								
1303-2		s k u n a								
2197-2		s g u a a								
2828-2		s u m a								
3572-2		s u n a								
1095-2		l u m a								
1789-2		v u l a a n g a								
3207-2		ɲ a l a								
3519-2		g u m a								
3686-2		a u m b a								
4249-2		g u m a								
4451-2		v o v a								
448-2		ɲ a a p l o								
630-2		s u e l a								
814-2		s o o m b a								
1216-2		t a p l k a								
1228-2		u a a								
1418-2		s a l a n a a								
1475-2		n a								
2026-2		u i a								
3826-2		t u g a								
4003-2		n o o v a								
4373-2		ɲ i n a								
4384-2		u l o								
84-2		s u g u l e								
116-2		s i g a								
419-2		w o v a								
587-2		o a ŋ g e								
660-2		w u n a								
848-2		tʃ u l e								
1122-2		v i v a								
1159-2		s a								
1350-2		w u a a								
1374-2		s d a a n a								
1906-2		e s g a l a								
2419-2		s o g a								
2750-2		u u n a								
3441-2		s o o ŋ g a								
3464-2		v u n a								
3639-2		v e a a b p a								
3981-2		a o l a l a								
4192-2		s o o m b a								
4350-2		w e e ŋ a o								
278-2		l o								
3971-2		g u m a								
55-2		l u m e								
43-2		s w g p a								
93-2		k o n i								
459-2		w u v a								
1137-2		v i g a								
1585-2		u u n a								
1872-2		p u a								
2166-2		w o o m b a								
2872-2		tʃ u v a								
2997-2		s o á m b a								
3075-2		w u l a g a								
3675-2		w u a a l a								
4137-2		w u n a								
4238-2		u u g a l a								
4316-2		s i t u								
4574-2		w u a a l a								
3067-2		s t u								
3531-2		a a n u n a								
1033-2		s a n a o o o a								
3185-2		s o i k a								
794-2		d a e p k a								
143-2		v u a								
240-2		oː a g a								
388-2		l a l a l a								
599-2		t e o m b o								
969-2		u v a								
994-2		p u n a g a								
1606-2		e t a								
1629-2		k o i a								
1895-2		g o								
2592-2		w i l a								
2884-2		l p a l a								
3148-2		i t a								
3261-2		dʒ i g a								
3583-2		m u l a								
3837-2		t o o a l a								
4621-2		ɲ a u n a								
1929-2		t u n a								
3940-2		tʃ i l a								
860-2		p oː a n d a								
2057-2		tʃ u l a								
552-2		ɲ u tʃ a								
959-2		p u v e								
1495-2		w u l e								
2689-3			s a l a							
893-3			a o n a d a							
1285-3			m l a u							
1303-3			l k o m a							
2197-3			f a l a							
2828-3			m i n a							
3572-3			s o n a							
1095-3			x i n a							
1755-3			i l u							
1789-3			l a a ŋ g a							
3207-3			l i l a							
3519-3			f u r u							
3686-3			a a m b i							
4249-3			u ɲ a							
4451-3			s i n u							
448-3			a a s a							
630-3			f u u l a							
1216-3			f a k a n a							
1228-3			b i l a							
1418-3			e m a a d a							
1475-3			g a a							
3397-3			m i l a							
4003-3			a a r m a							
4040-3			s a n a							
4373-3			x o l a							
4384-3			i n a							
181-3			f a o ŋ g o							
419-3			m i k u							
587-3			o o n g o							
660-3			m a l a							
1083-3			x i l a							
1350-3			m j a							
1374-3			tʰ a a n a							
1396-3			s a f u							
1666-3			r i j ŋ o							
1767-3			tʰ a r o							
1906-3			o m k a l a							
2177-3			m k a n i							
2286-3			l i							
2317-3			f u β a							
2750-3			o a l a							
3275-3			f a a ŋ a							
3464-3			l o n a							
3639-3			u tʰ a m u l a							
3981-3			o o m i n a							
4192-3			u a m b i							
4260-3			s a l a							
4350-3			l a a l a o							
278-3			l a							
745-3			g ìì β o							
3971-3			k o n a							
93-3			k o n a							
200-3			β i a							
374-3			r a a l a a							
508-3			f a f u							
528-3			β i l o							
1137-3			s ìì x a							
1585-3			o a l a							
1712-3			f u l a							
2088-3			s i n a							
2334-3			s i k e							
2393-3			m i n a							
2665-3			o u ŋ g i							
2738-3			f u u l a							
3675-3			l a a a l a							
4137-3			m a l a							
4440-3			m i l o							
4574-3			m a a a l a							
4688-3			o a l a							
2798-3			x j a							
3067-3			l k a							
3531-3			a a n a l a							
3767-3			l a							
4632-3			g a n a							
401-3			tʰ a							
649-3			l a o r a							
755-3			g a l a							
1032-3			f a j a l a							
1043-3			m a l a							
1273-3			l o o r a							
1362-3			tʰ i a							
1895-3			tʰ o							
2615-3			tʰ o a							
2784-3			k a l a							
2904-3			r e o d a a							
3385-3			x a							
3430-3			i l a							
3664-3			f a r a							
3756-3			f a o n d a							
24-3			f ìì r a							
542-3			β j l a u a							
564-3			f u β k i							
928-3			tʰ i k i							
1181-3			f u e							
1241-3			k u u m b i							
1607-3			a u l a							
1929-3			u β a							
2852-3			k i k e							
3198-3			k a a n a							
3502-3			x i n a							
3598-3			β i k a							
3698-3			a p g u l o							
3735-3			g u l o							
3940-3			f a j a							
2689-4				n i r a						
893-4				o á n dʒ e a						
1285-4				n o a i						
3572-4				k i r a						
1755-4				i m a						
1789-4				k o o á o ŋ g a						
3686-4				á o n g a						
4451-4				b i m a						
1216-4				b á n dʒ i a						
4003-4				b i á dʒ a						
419-4				á ɔ g ɔ						
1122-4				dʒ o n ɔ						
1430-4				i n r ɔ						
1666-4				t o á r a						
1767-4				k i r a						
55-4				s o r a						
94-4				b i g a						
2717-4				t l o n g a						
1339-4				t i a i						
4632-4				ts ɔ r a						
2784-4				ts á i i						
3160-4				s i r a						
675-4				t o ŋ g a						
860-4				t u dʒ ŋ g a						
1151-4				k i						
1631-4				t u ɲ a						
2057-4				ts ɔ ɔ						
2689-5					l u m e					
893-5					o n u t					
1285-5					m o a					
1303-5					β k u m e					
2197-5					ʃ u u n a					
2828-5					a o n					
3572-5					m o n					
1095-5					a u m e					
3207-5					n u n a					
3519-5					f u m e					
3686-5					j u n p					
4249-5					f u m e					
448-5					n u k u l					
630-5					f u u l					
814-5					s o n k					
1228-5					p o					
1418-5					ʃ i ʃ l l					
2026-5					p u i					
2775-5					s u n d a					
3397-5					β u l a					
3826-5					m o β					
4040-5					s o n					
4373-5					ʃ i l a					
4384-5					i j i					
84-5					t u k u m e					
116-5					l u p					
587-5					o n k					
848-5					k u l a					
1159-5					ʃ i					
1350-5					l j					
1396-5					s u β a					
1430-5					a β p a					
1767-5					k ìì k					
2286-5					l u					
2317-5					k u p a					
2419-5					ʃ u p					
2750-5					a p a					
3018-5					k u l a					
3275-5					t a l a					
3441-5					s o n k					
3885-5					s o n					
4192-5					a o n k					
4260-5					s o					
4350-5					s e ŋ a o					
278-5					β i					
745-5					ʃ u k a					
3971-5					s u m e					
55-5					l u m e					
94-5					k u p a					
2717-5					l l u ŋ g a					
4139-5					m o n					
200-5					p i					
374-5					t a n a					
508-5					β a f u					
528-5					β u l					
575-5					t u					
1137-5					s a p a					
1339-5					p j i					
1872-5					p i					
2537-5					a n a					
2738-5					f u u l					
2872-5					k n a					
2893-5					k u p a d					
3675-5					β j á l					
4028-5					f u a					
4238-5					a s o n					
4429-5					p p a					
4485-5					s					
2798-5					m o					
3531-5					a j ʃ k					
3767-5					l i					
4632-5					s á k i					
1033-5					ʃ i ʃ n o l					
3185-5					ʃ o i k					
649-5					a a l					
1110-5					e f u					
1263-5					f a					
1273-5					l a l					
1329-5					a k u l a					
1617-5					p p a					
1917-5					k l a					
1969-5					t a m a					
2483-5					k u l					
2615-5					p i					
2700-5					t a n d u					
2884-5					n p j					
2972-5					f i					
3030-5					a p a					
3261-5					tʃ e l e					
3419-5					t a					
3664-5					β a p u					
3706-5					t a n d a d a					
3865-5					s n a					
4406-5					p i					
4530-5					a p a					
4552-5					a n d a					
24-5					t ìì k					
542-5					β j á k l					
1181-5					f w i					
1241-5					f u u l g					
1607-5					ʃ ìì j					
1929-5					f u β a					
3598-5					β a f u					
3698-5					o j k l					
3735-5					k u l a					
3940-5					tʃ i l a					
1631-5					t u m					
2057-5					tʃ i l a					
552-5					n u tʃ					
959-5					u f e					
1318-5					t o ŋ g					
1411-5					t a					
1495-5					l u l e					
1578-5					u u a					
1303-6						l k o p				
1755-6						a m e				
448-6						ɲ ɔ ɲ ɔ ŋ ɔ				
1475-6						k l i				
3397-6						s u l				
2286-6						l a				
278-6						s i				
2717-6						l l ɔ n d ɔ				
4137-6						s i i i				
3767-6						l a				
1033-6						k ɔ k d d l				
2689-7							u m e			
893-7							o ŋ o d a			
1285-7							z u a a			
1303-7							s t u m a			
2197-7							z á u m a			
2828-7							s u v a			
3572-7							z u v a			
1095-7							tʃ u m a			
1755-7							o s u			
1789-7							f o o o n k a			
3519-7							n u m u			
3686-7							u u ŋ b a			
4249-7							u m e			
4451-7							v i v a			
814-7							z o ŋ k a			
1216-7							ɣ u g i n o			
1475-7							ɣ ɲ a			
2026-7							t u i a			
2775-7							z u m b a			
3826-7							z u v a			
4003-7							u o i m a			
4040-7							u v a			
84-7							ʃ i ɣ u m e			
116-7							i ɣ a			
181-7							i ŋ g a			
419-7							m o k o			
587-7							o ŋ k e			
660-7							o a			
848-7							p u m a			
1122-7							v á v a			
1159-7							z i			
1374-7							s o a ɲ a			
1396-7							z u v a			
1430-7							i ʃ s o			
1906-7							e ŋ g a ɲ a			
2177-7							ɣ i dʒ i			
2419-7							z o t a			
3018-7							s i a			
3275-7							v a n a			
3441-7							z o ŋ k a			
3464-7							v u n a			
3639-7							t a w i m i o a			
3885-7							n i m a			
4192-7							i o ŋ b a			
745-7							d u k a			
3971-7							z u m a			
55-7							u m e			
2717-7							b r u ŋ g a			
4139-7							z u v u			
93-7							z o ʃ o			
459-7							tʃ u m a			
575-7							t u e			
1712-7							s i a			
2088-7							s i m a			
2166-7							s o m b a			
2334-7							s i ɣ e			
2393-7							m o s a			
2537-7							m i s a			
2665-7							i m t i			
2997-7							ɣ o m k a			
4028-7							v u a			
4316-7							ɣ i t u			
4429-7							m o s o			
4688-7							i i m w a			
3067-7							z t u			
3185-7							z o ŋ k a			
794-7							v u i k u			
143-7							v u e			
388-7							t á tʃ m a			
599-7							t e m b o			
836-7							s a m t i			
969-7							i v a			
1110-7							t i m a			
1263-7							ɣ o h a			
1329-7							i ɣ u t r a			
1362-7							dʒ i i			
1606-7							e o t o			
1629-7							ɣ u i			
1744-7							i s k a			
1917-7							tʃ u m a			
1989-7							z i ɣ i			
2037-7							dʒ d u r a			
2128-7							s a m t a			
2186-7							ɣ u r a			
2700-7							ɣ a ŋ g u			
2797-7							m i s a			
2904-7							s a a ɲ t a a			
2972-7							v w e			
3148-7							i v a			
3364-7							o t a			
3419-7							t a e			
3430-7							i s e			
3583-7							s a r a			
3706-7							s a a ɲ ɣ i dʒ a			
3756-7							s a m m a			
3837-7							d o a o h a			
4406-7							t a i			
4621-7							s a m a			
564-7							d w i n a			
928-7							z o w a			
1181-7							v w e			
1241-7							v u m b i			
2852-7							z o t a			
3198-7							w o m a n a			
3502-7							z u m e			
675-7							s i ŋ g a			
1151-7							z i			
959-7							d u t e			
1411-7							t a			
1495-7							u t e			
2689-8								k u n a		
1285-8								m u a a		
1303-8								n k ô n a		
2197-8								ʝ a u a a		
2828-8								ʝ u n a		
3572-8								t u m a		
1755-8								d w a		
1789-8								d e i a m b a		
3207-8								k u n a		
3519-8								k u k a		
3686-8								a m d a		
4249-8								ʝ u m a		
4451-8								v a m a		
814-8								n u m b a		
1228-8								d m a		
2026-8								t u a		
2775-8								k u m b a		
3826-8								ʝ u t a		
4040-8								n a n a		
181-8								n i m d a		
660-8								n w a		
848-8								p u i a		
1083-8								n n a		
1159-8								m a		
1350-8								n		
1396-8								n u k a		
1666-8								t ô d a		
2177-8								n d d a		
2317-8								k u d a		
4260-8								d m		
745-8								d i d a		
3971-8								d u m a		
94-8								k a n a		
2717-8								t t u ŋ g a		
4139-8								m u n a		
43-8								k o g a		
575-8								r a		
871-8								w a n a		
1339-8								t u a		
1585-8								o a		
1872-8								n		
2893-8								k u k a a		
4028-8								m a a		
4316-8								p d a		
4440-8								d a		
4485-8								n i		
4688-8								n a a		
2798-8								n m i		
794-8								b a n á d a		
994-8								n d a		
1006-8								n b a		
1043-8								d a		
1617-8								a a		
1969-8								n u m a		
3364-8								m ô d a		
4530-8								n u a		
928-8								d w a		
2852-8								d d a		
675-8								t î m d a		
860-8								t i m d a		
1631-8								t u m a		
552-8								n u a a		
1318-8								k ô n a a		
1578-8								u a a		
2689-9									s o n a	
893-9									i ɲ a b a	
1285-9									m o a a	
1303-9									l b o n a	
2197-9									s k o n a	
2828-9									o n a	
3572-9									s o n ʊ	
1095-9									a ɲ ʊ	
1789-9									p u a ŋ g a	
3207-9									w o n a	
4249-9									m o n a	
4451-9									z ʊ g a	
630-9									s a a l o	
814-9									s a m b a	
1228-9									k o a a	
1418-9									s i m i k l a	
1475-9									k ɲ a	
2026-9									s o o a	
2775-9									l ʊ m b a	
3397-9									s i l o	
3826-9									m o g a	
4003-9									s a a ɲ a	
4040-9									n o n a	
4373-9									m i l a	
4384-9									e b a	
116-9									s a g a	
181-9									s ʊ ŋ g a	
1083-9									o n a	
1374-9									s s a a ɲ ʊ	
1430-9									u b l a	
1666-9									m á i b a	
1767-9									g a b o	
1906-9									i s k a l a	
2177-9									g m g a	
2419-9									s a g a	
2750-9									u b i	
3018-9									k i l a	
3441-9									s a ŋ g a	
3885-9									d ʊ m e	
3981-9									u i b b k a	
4260-9									m o o a	
4350-9									l á m a o	
278-9									b a	
745-9									g o b a	
55-9									s a ɲ ʊ	
94-9									m o n a	
4139-9									m o n a	
200-9									k i	
528-9									k i l a	
871-9									g o n a	
2088-9									z i g i	
2166-9									s a m b a	
2334-9									z i g o	
2393-9									i nː a	
2537-9									ʊ m e	
2665-9									u i ŋ g o	
2738-9									s o a l a	
2872-9									k u b a	
2997-9									s a m b a	
3075-9									k i l u b a	
4238-9									u ʊ b a n a	
4429-9									s ʊ b a	
4440-9									k i l a	
4485-9									m o	
4574-9									s ʊ a l a	
2798-9									m o n	
3067-9									s g ʊ	
3767-9									l a	
4632-9									m i l a	
1033-9									s o b m o l o	
3185-9									s a g a	
240-9									u a g o	
401-9									g a	
755-9									k i l a	
836-9									s á m b a	
1006-9									s o ŋ g o	
1744-9									u g r a	
1989-9									z i g i	
2037-9									z k i b a	
2128-9									z á m b a	
2186-9									z i nː a	
2483-9									k i l a	
2592-9									s i l a	
3030-9									i g a	
3160-9									ʊ r a	
3385-9									k	
3865-9									s o n a	
4552-9									u i nː b o	
564-9									z a a b o	
3502-9									m ʊ m e	
3598-9									m e g a	
3698-9									o o p o l a	
3735-9									k ʊ l a	
1151-9									s a	
1318-9									k o n a n	
1411-9									b i	
2689-10										f ɔ f a
893-10										a b d a
1285-10										ɔ a
2197-10										t tsʰ ɔ a a
2828-10										a ɔ f a
1095-10										a i d a
1755-10										w m ʊ
3207-10										qʰ ɔ n a
3519-10										f ʊ f a
448-10										f a d d l i
630-10										f a l a
1216-10										b b f a
1418-10										f b á l i a
2775-10										k ʊ i l f a
3397-10										f l a
4373-10										a i l a
4384-10										a l a
84-10										b á tsʰ i l a
1083-10										n l a
1122-10										b a b a
2286-10										s i
2317-10										f a f a
3018-10										b i l a
3275-10										t a l a
3464-10										b a b a
3639-10										pʰ i b a
3885-10										pʰ i l a
3981-10										a b n d a
94-10										ɔ f a
4139-10										ɔ f a
43-10										tsʰ w f a
374-10										t i i l a a a
459-10										a e d a
508-10										f e d u
871-10										a l a
1712-10										f l a
2893-10										qʰ a r a f
3075-10										tsʰ i l a d u
3531-10										a b a l a
794-10										b w f a
1032-10										f b a l a
2797-10										a a d a
24-10										f l a
542-10										f l a s d
1607-10										a l a
3198-10										a b a l a
1578-10										w a a
