COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
224-4				m ɔ̃ː ŋ				
240-4				tsʰ ɐ k				
244-4				j uː				
255-4				n ɐ̃				
260-4				b ɛˀ				
263-4				r ɔː				
269-4				dʑ ɛ ŋ				
271-4				tʰ a k				
209-4				tɕʰ øˀ				
277-4				m ə				
278-4				b u ŋ				
135-4				d ə				
284-4				m yː				
797-4				a				
290-4				l ɛ n				
289-4				kʰ i k				
296-4				n i				
310-4				ʂ iː				
319-4				iː				
325-4				r ɛ				
327-4				tʰ aː				
331-4				k ɔː				
337-4				b ɛ n				
338-4				n i ŋ				
339-4				a				
350-4				kʰ ə				
349-4				tʰ y ŋ				
357-4				tsʰ a				
355-4				a				
363-4				b a n				
361-4				tʰ oː				
365-4				s a ɹ				
1-5					g uː			
5-5					n a			
4-5					tʰ eˀ			
6-5					n a ŋ			
15-5					dʑ i			
55-5					l ɔ			
56-5					a			
60-5					s ɛː			
61-5					kʰ y ŋ			
80-5					dʑ ɔ k			
87-5					tɕʰ a			
86-5					pʰ l u			
92-5					pʰ a			
102-5					m a			
106-5					pʰ u k			
108-5					d ə			
107-5					pʰ l ɔː			
112-5					pʰ a ŋ			
115-5					s a			
114-5					tʰ u ŋ			
120-5					t u			
124-5					a			
125-5					tʰ ɔ k			
132-5					n ə			
131-5					r ĩː ŋ			
136-5					b u			
134-5					kʰ a k			
137-5					a			
138-5					d ɔ k			
140-5					h uː			
143-5					tɕʰ a k			
145-5					tɕʰ ũː			
147-5					h ɛː			
149-5					h i k			
153-5					s a			
152-5					kʰ ɛ n			
158-5					k y k			
163-5					r i			
164-5					n u			
167-5					pʰ a ŋ			
171-5					n y ŋ			
172-5					b y k			
173-5					tʰ ĩː n			
183-5					r ɛː			
185-5					m uː			
188-5					g ə n			
189-5					tɕ i ŋ			
193-5					h ɛ			
196-5					m ɔ̃ː			
199-5					tɕʰ ɛː			
200-5					kʰ ɛ n			
201-5					tɕʰ i			
202-5					kʰ ə n			
203-5					tʰ u ŋ			
204-5					b yː			
206-5					n a m			
117-5					b yː			
146-5					tɕʰ eˀ			
219-5					h ə			
218-5					tɕʰ ɛː			
224-5					m ɔ̃ː ŋ			
240-5					tɕʰ a k			
244-5					w ɔˀ			
255-5					n ɔ̃			
260-5					b eˀ			
263-5					r ɔː			
269-5					dʑ ɛ ŋ			
271-5					tʰ a k			
209-5					tɕʰ eː			
277-5					m ə			
278-5					b u ŋ			
135-5					d ə			
284-5					m yː			
797-5					a			
290-5					l ə			
289-5					kʰ i k			
296-5					r ə			
310-5					s iː			
319-5					iː			
325-5					r ɛ			
327-5					tʰ ɛː			
331-5					k ɔː			
337-5					b ɛ ŋ			
338-5					n i ŋ			
339-5					ɔ̃ː			
350-5					kʰ ə			
349-5					tʰ y ŋ			
357-5					tɕʰ u			
355-5					a			
363-5					m ə n			
361-5					tʰ oː			
365-5					s a ɹ			
1-6						g uː		
5-6						n ɛː		
4-6						tʰ ɛ k		
6-6						n a ŋ		
15-6						dʑ i		
55-6						l ɔˀ		
56-6						a		
60-6						s ɛː		
61-6						kʰ y ŋ		
80-6						tɕʰ ɔ k		
87-6						tɕʰ a		
86-6						pʰ a		
92-6						pʰ l yː		
102-6						m ɛː		
106-6						pʰ u k		
108-6						d oː		
107-6						h oː		
112-6						pʰ ɔ ŋ		
115-6						s a		
114-6						tʰ u ŋ		
120-6						t u		
124-6						a		
125-6						tʰ ɔ k		
132-6						s ə		
131-6						r ĩː ŋ		
136-6						m ə		
134-6						kʰ a k		
137-6						a		
138-6						d ɔ k		
140-6						h uː		
143-6						tɕʰ a k		
145-6						tɕʰ ũː		
147-6						h ɛː		
149-6						w i k		
153-6						s a		
152-6						k ɛ n		
158-6						h i k		
163-6						r i		
164-6						n yː		
167-6						pʰ a ŋ		
171-6						n y ŋ		
172-6						b y k		
173-6						tʰ yː		
183-6						r ɛː		
185-6						m uː		
188-6						kʰ ə		
189-6						tɕ u ŋ		
193-6						h ɛ		
196-6						m ɔ̃ː		
199-6						tɕʰ ɛː		
200-6						kʰ ɛ n		
201-6						tɕʰ i		
202-6						kʰ ə		
203-6						tʰ u ŋ		
204-6						b yː		
206-6						n a m		
117-6						b yː		
146-6						tɕʰ eː		
219-6						h ə		
218-6						tɕʰ ɛː		
224-6						m ũː ŋ		
240-6						tɕʰ a k		
244-6						j ɔˀ		
255-6						t ɔ̃		
260-6						b a		
263-6						r oː		
269-6						dʑ ɛ ŋ		
271-6						tʰ a k		
209-6						kʰ eː		
277-6						m ɛ m		
278-6						b u ŋ		
135-6						d ə		
284-6						m yː		
797-6						a		
290-6						l ɛ n		
289-6						tɕʰ i k		
296-6						r iː		
310-6						s iː		
319-6						iː		
325-6						r ɛ		
327-6						tʰ ɛː		
331-6						k oː		
337-6						b ɛ n		
338-6						n i ŋ		
339-6						a l		
350-6						kʰ ə		
349-6						tʰ y ŋ		
357-6						tɕʰ u		
355-6						a		
363-6						b a n		
361-6						tʰ oː		
365-6						s a ɹ		
1-7							g uː	
5-7							n aː	
4-7							tʰ eˀ	
6-7							n a ŋ	
15-7							dʑ i	
55-7							r ɔ	
56-7							a	
60-7							s aː	
61-7							kʰ y ŋ	
80-7							tɕʰ ɔ k	
87-7							ʨʰ a	
86-7							pʰ a	
92-7							pʰ l u	
102-7							m aˀ	
106-7							pʰ u k	
108-7							d ə	
107-7							pʰ l oː	
112-7							pʰ a ŋ	
115-7							s a	
114-7							tʰ u ŋ	
120-7							t u	
124-7							a	
125-7							tʰ ɔ k	
132-7							s ə	
131-7							r ɛ̃ː ŋ	
136-7							m ə	
134-7							kʰ a k	
137-7							a	
138-7							d ɔ k	
140-7							h uː	
143-7							tɕʰ a k	
145-7							ʨʰ ũː	
147-7							h aː	
149-7							w i k	
153-7							s a	
152-7							kʰ a n	
158-7							k i k	
163-7							r i	
164-7							ɲ yː	
167-7							pʰ a ŋ	
171-7							ɲ y ŋ	
172-7							b y k	
173-7							tʰ øː	
183-7							r aː	
185-7							m a	
188-7							g ə	
189-7							ts i ŋ	
193-7							h ɛ	
196-7							m ũː	
199-7							tɕʰ aː	
200-7							kʰ a n	
201-7							kʰ i	
202-7							kʰ a n	
203-7							tʰ u ŋ	
204-7							b yː	
206-7							ɲ a ŋ	
117-7							b yː	
146-7							kʰ eˀ	
219-7							pʰ ə	
218-7							kʰ aː	
224-7							m ũː ŋ	
240-7							ʨʰ a k	
244-7							j ɔ	
255-7							n ɔ̃	
260-7							b a	
263-7							r oː	
269-7							dʑ ɛ ŋ	
271-7							tʰ a k	
209-7							kʰ eː	
277-7							m a m	
278-7							b u ŋ	
135-7							d ə	
284-7							m yː	
797-7							a	
290-7							l ə n	
289-7							kʰ i k	
296-7							n iː	
310-7							s iː	
319-7							b iː	
325-7							r a	
327-7							tʰ aː	
331-7							k oː	
337-7							b a n	
338-7							ɲ i ŋ	
339-7							a ɹ	
350-7							kʰ ə	
349-7							tʰ y ŋ	
357-7							tɕʰ u	
355-7							a	
363-7							m ə n	
361-7							tʰ oː	
365-7							s a ɹ	
1-8								g uː
5-8								n aː
4-8								tʰ eˀ
6-8								n a ŋ
15-8								dʑ i
55-8								r ɔ
56-8								a
60-8								s aː
61-8								kʰ u ŋ
80-8								dʑ ɔ k
87-8								tɕʰ a
86-8								pʰ l u
92-8								pʰ a
102-8								m eˀ
106-8								pʰ u k
108-8								d ə
107-8								pʰ l oː
112-8								pʰ ɔ ŋ
115-8								s a
114-8								tʰ u ŋ
120-8								t u
124-8								a
125-8								tʰ ɔ k
132-8								n ə
131-8								r ɛ̃ː ŋ
136-8								b ə
134-8								kʰ a k
137-8								a
138-8								d ɔ k
140-8								h uː
143-8								tɕʰ a k
145-8								tɕʰ ɔ̃ː
147-8								b aː
149-8								w i k
153-8								s a
152-8								kʰ a n
158-8								kʰ i k
163-8								r i
164-8								n iː
167-8								pʰ a ŋ
171-8								ɲ u ŋ
172-8								b y k
173-8								tʰ eː
183-8								r aː
185-8								m uː
188-8								kʰ ə n
189-8								tɕ i ŋ
193-8								h ɛ
196-8								m ɔ̃ː
199-8								tɕʰ aː
200-8								kʰ a n
201-8								kʰ i
202-8								g ə
203-8								tʰ u ŋ
204-8								b yː
206-8								n a m
117-8								b iː
146-8								kʰ eˀ
219-8								b ə
218-8								kʰ aː
224-8								m ɔ̃ː ŋ
240-8								tɕʰ a k
244-8								j ɔ
255-8								n ɔ̃
260-8								b eˀ
263-8								r oː
269-8								dʑ ɛ ŋ
271-8								tʰ a k
209-8								kʰ eˀ
277-8								m ə
278-8								b u ŋ
135-8								d ə
284-8								m iː
797-8								a
290-8								l ə
289-8								tɕ i k
296-8								n ə
310-8								s i
319-8								iː
325-8								r a
327-8								tʰ aː
331-8								k au
337-8								b ɛ n
338-8								ɲ u ŋ
339-8								a ɹ
350-8								g ə
349-8								tʰ u ŋ
357-8								tɕʰ a
355-8								a
363-8								b ə
361-8								tʰ au
365-8								s a ɹ
