COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
305-5					tɕ i r					
308-5					h a n a					
309-5					k u s a					
310-5					t o					
311-5					n i					
342-5					u k i					
346-5					k u r a i					
347-5					k i r u					
348-5					h i r o i					
351-5					t o					
361-5					o i					
379-5					k u s a r a					
394-5					h i d a r i					
395-5					m i ŋ i					
400-5					h i k a r u					
412-5					s a k e r u					
413-5					ts u k i a s u					
414-5					h o r u					
422-5					h u k u r e r u					
423-5					k a ɴ ŋ a e r u					
430-5					h a k u					
435-5					h u k u					
446-5					s i t a					
447-5					u e					
458-5					t o s i					
56-5					h i t o					
62-5					i n u					
65-5					k a w a					
70-5					t a n e					
75-5					k a w a					
96-5					m e					
101-5					h a					
114-5					k u b i					
119-5					k i m oː					
134-5					s i t e r u					
138-5					s i n u u					
146-5					a r u k u					
161-5					uː					
171-5					k a w a					
182-5					k e m u r i					
188-5					r a m a					
196-5					t o r u					
262-5					h i r u m a					
300-5					h e u s o					
313-5					e d e					
350-5					s e ts a i					
352-5					tɕ i k a i					
396-5					h u r ui					
401-5					o s u					
420-5					o o tɕ i r u					
424-5					u t a u					
455-5					i k i t o r u					
15-5					a r e					
22-5					n a i					
24-5					m i ɴ n a					
49-5					oː n ŋ o					
78-5					a b u r a a					
89-5					k e					
130-5					m i r u					
14-6						k u r i				
18-6						d a ɭ i				
35-6						p t u ts ɨ				
36-6						p ɨ t a ts ɨ				
48-6						n a a u				
60-6						t u ɭ ɨ i				
63-6						s ɨː r a m i				
64-6						k ɨ				
67-6						p a				
68-6						n i ɭ				
71-6						ts ɨ				
76-6						p u n i				
83-6						ts ɨ n u				
87-6						p a n i				
95-6						m ɨː m ɨ				
98-6						p a n a				
99-6						k u ɭ ɨ				
-102-6						s ɨː b a				
103-6						ts ɨ m i				
110-6						t i				
116-6						m u n i				
120-6						n u m ɨ				
132-6						k ɨ k u				
139-6						k u r u s u				
140-6						u u ɨ				
156-6						t a t o ɨ				
168-6						ts ɨ k ɨ				
169-6						p u s ɨ				
170-6						m ɨ ɭ ɨ				
173-6						i s ɨ				
180-6						k u m u				
185-6						p				
186-6						m u ɭ i ɨ				
187-6						m i ɭ ɨ				
190-6						a k a i				
193-6						k u ɭ u				
194-6						s ɨː r u				
195-6						k u r u				
216-6						m a r ɨ				
221-6						n a				
239-6						i ts ɨ				
252-6						m ɨː ɭ ɨ				
253-6						ɭ u ɭ ɨ				
254-6						ɨː ts ɨ ts ɨ				
266-6						k a Ø i				
267-6						n a a r i ɭ ɨ				
268-6						u m ɨ				
272-6						a m i				
276-6						a r a u				
281-6						m u s ɨ ɨ				
304-6						ts ɨ b a				
305-6						ts ɨː				
308-6						p a n a				
309-6						k u s a				
310-6						t u				
311-6						n ɨː				
342-6						ɭ u k ɨ				
346-6						k u r a u				
347-6						k ɨː ɨ				
348-6						p ɨː r u				
351-6						t u u				
361-6						u m i				
379-6						k u s a r a				
394-6						p ɨː d a ɭ ɨː				
395-6						m ɨ ɭ ɨ r ɨ				
400-6						p ɨː Ø a ɭ u				
412-6						s a k i ɭ ɨ				
413-6						ts ɨ a s ɭ ɨ				
414-6						p u ɭ ɨ				
422-6						p u k u ɭ i ɨ				
423-6						k a n a ɭ i ɨ				
430-6						p a k u				
435-6						p u k ɨ				
446-6						s ɨː t				
447-6						b i				
458-6						t u s ɨ				
56-6						p t u				
62-6						ɨː n u				
65-6						k a ɭ ɭ				
70-6						t a n i				
75-6						k a ɭ ɭ				
96-6						m i				
101-6						p a				
119-6						ɨː m u				
134-6						s ɨː ɭ ɨ				
138-6						s ɨ n u				
146-6						a ɨ k ɨ				
171-6						k a r a				
182-6						k i b u ɨ				
188-6						a m a				
196-6						u u				
401-6						u s u i				
420-6						u t ɨ ɭ u i				
442-6						s ɨː m i ts ɨ ɭ ɭ				
24-6						ɭ n a				
78-6						a b ɨ ɭ ɭ a				
130-6						m i ɭ ɨ				
14-7							k o r e			
18-7							d a e			
35-7							h i t ts u			
36-7							ɸ o t a ts u			
48-7							n a ŋ a eː			
60-7							t o i			
63-7							s i r m eː			
64-7							k i			
67-7							ɸ a			
68-7							n e			
71-7							tɕ i			
76-7							h o n e			
83-7							ts u n o			
87-7							h a n e			
95-7							m i m i			
98-7							h a n a			
99-7							k o tɕ i			
-102-7							s i t a			
103-7							ts u m e			
110-7							t e			
116-7							m o n e			
120-7							n o m u			
132-7							k i k u			
139-7							k o r o s u			
140-7							o j o ŋ u			
156-7							t a tɕ r u			
168-7							ts u k i			
169-7							h o s i			
170-7							m i z u			
173-7							i s i			
180-7							k o m o			
185-7							ɸ eː i			
186-7							m e r u			
187-7							m i tɕ i			
190-7							k a eː			
193-7							k iː r			
194-7							s i r o			
195-7							k o r o			
216-7							m r iː			
221-7							n a			
239-7							i ts u			
252-7							m i ts u			
253-7							j o ts u			
254-7							i ts u ts u			
266-7							k a z e			
267-7							n a ŋ a r e r u			
268-7							u m i			
272-7							a m e			
276-7							a r a o			
281-7							m o s i			
304-7							ts u a			
305-7							tɕ i tɕ i			
308-7							h a n a			
309-7							k o s a			
310-7							t o			
311-7							n			
342-7							j o k i			
346-7							k o r a eː			
347-7							k i r u			
348-7							ɸ i r o eː			
351-7							t oː eː			
361-7							o i			
379-7							k o s a j a			
394-7							ɸ i d a i			
395-7							m i ŋ i			
400-7							ɸ i w a r u			
412-7							s k e r u			
413-7							ts u i s a s o			
414-7							h o r u			
422-7							ɸ o k o r e r u			
423-7							k a ŋ eː e r u			
430-7							h a k u			
435-7							h o u			
446-7							s i t eː			
447-7							u e			
458-7							t o s i			
56-7							h i t o			
62-7							i n o			
65-7							k a w a			
70-7							t a n e			
75-7							k a w			
96-7							m e			
101-7							ɸ a			
114-7							k o b i			
134-7							s i u			
138-7							s i n u			
146-7							a r u u			
161-7							j			
171-7							k a w			
182-7							k e m u r i			
188-7							j a m a			
196-7							j o r u			
262-7							h i r u m a			
300-7							h e s o			
313-7							d e			
350-7							s e b a eː			
352-7							tɕ i k a eː			
396-7							h u r iː			
401-7							o s u			
420-7							o tɕ r u			
424-7							o t a o			
442-7							s e m e ts u u			
455-7							i k i t e r u			
15-7							a r e			
22-7							n a			
24-7							m i n a			
78-7							a b u r e a			
89-7							k e			
130-7							m i r u			
14-8								k o r e		
18-8								d a r e		
35-8								h i t o ts u		
36-8								h u t a ts u		
48-8								n a g a i		
60-8								t o r i		
63-8								s i r a m i		
64-8								k i		
67-8								h a		
68-8								n e		
71-8								tɕ i		
76-8								h o n e		
83-8								ts u n o		
87-8								h a n e		
95-8								m i m i		
98-8								h a n a		
99-8								k u tɕ i		
-102-8								s i t a		
103-8								ts u m e		
110-8								t e		
116-8								m u n e		
120-8								n o m u		
132-8								k i k u		
139-8								k o r o s u		
140-8								o j o g u		
156-8								t a tɕ o r u		
168-8								ts u k i		
169-8								h o s i		
170-8								m e a u		
173-8								i s i		
180-8								k u m o		
185-8								h a i		
186-8								m o e r u		
187-8								m i tɕ i		
190-8								a k a i		
193-8								k e r o i		
194-8								s i r o i		
195-8								k u r o i		
216-8								m a r ui		
221-8								n a		
239-8								i ts u		
252-8								m i ts u		
253-8								j o ts u		
254-8								i ts u ts u		
266-8								k a r e		
267-8								n a g a r e r u		
268-8								u m i		
272-8								a m e		
276-8								a r a u		
281-8								m u s i		
304-8								ts u a		
305-8								tɕ i tɕ		
308-8								h a n a		
309-8								k u s a		
310-8								t o		
311-8								n i		
342-8								u k i		
346-8								k u r a i		
347-8								k i r u		
348-8								h i r o i		
351-8								t oː		
361-8								o o a i		
379-8								k u s a r a		
394-8								h i d a r i		
395-8								m i g i		
400-8								h i k a r u		
412-8								s a k e r u		
413-8								ts u k i s a s u		
414-8								h o r u		
422-8								h u k u r e r u		
423-8								k a g a e r u		
430-8								h a k u		
435-8								h u k u		
446-8								s i t a		
447-8								u e		
458-8								t o s i		
62-8								i n u		
65-8								k a w a		
70-8								t a n e		
75-8								k a w a		
96-8								m e		
101-8								h a		
114-8								k u b i		
119-8								k i m o		
134-8								s i a r u		
138-8								s i n u		
146-8								a r u u		
161-8										
171-8								k a w a		
182-8								k e m u i		
188-8								j a m a		
196-8								j o r u		
262-8								h i r u m a		
300-8								h s o		
313-8								d e		
350-8								s e b a i		
352-8								tɕ i k a i		
396-8								h u r ui		
401-8								o s u		
420-8								o o tɕ i r u		
424-8								u t a u		
442-8								s i m u r u		
455-8								i k i t o r u		
15-8								a r e		
22-8								n a i		
24-8								m i n a		
49-8								o n a g o		
78-8								a b u r a		
89-8								k e		
130-8								m i r u		
14-9									k u j i	
18-9									a j	
35-9									h w u t u ɕ i	
36-9									h w u t a ɕ i	
48-9									n a g a s a ɴ i	
60-9									t u j	
63-9									ʃ i j a m	
64-9									k iː	
67-9									h w ɴ ɴ a	
68-9									n i ɴ u ɴ	
71-9									ɴ ɴ ɴ tɕ i	
76-9									h w u n i	
83-9									ɕ i n u	
87-9									h a n ɴ i	
95-9									m i m u	
98-9									h a n a	
99-9									k i	
-102-9									ʃ i t ɴ ɴ ɴ ɴ a	
103-9									ɕ i m i	
110-9									t i	
116-9									m i n ɴ i	
120-9									n u m u ɴ u	
132-9									tɕ i k u ɴ u	
139-9									k u u s	
140-9									ʔ ɴ u g	
156-9									t a t u j	
168-9									ɕ i k i	
169-9									h w u s i	
170-9									m ɕ i	
173-9									ʔ s i	
180-9									k u m u	
185-9									h w ɴ u ɴ u	
186-9									m u ɴ i	
187-9									m i	
190-9									ɴ a k a ɴ i	
193-9									tɕ iː ɴ u	
194-9									ʃ i s a ɴ i	
195-9									k u s a ɴ u	
216-9									m a ɴ r u s ɴ	
221-9									n a	
239-9									ʔ ɕ i	
252-9									m iː tɕ i	
253-9									w u tɕ i	
254-9									ʔ i ɕ i ɕ i	
266-9									k a ɕ i	
267-9									n a g a r i u ɴ u	
268-9									ʔ u m i	
272-9									ʔ a m i	
276-9									ʔ a j a u ɴ u	
281-9									m s i	
304-9									ɕ i b a s u	
305-9									ɴ tɕ i	
308-9									h a n a	
309-9									k u ʃ a	
310-9									t u	
311-9									n i r u	
342-9									w k i	
346-9									k u a s a ɴ i	
347-9									tɕ i u ɴ u	
348-9									h w i s a ɴ	
351-9									t u s a ɴ i	
361-9									ʔ u m u s ɴ i	
379-9									k s a ɴ t a	
394-9									h w i g a i	
395-9									m i g ɴ i	
400-9									h i k a j u ɴ u	
412-9									ʃ a k i u ɴ u	
413-9									ɕ i k u ʃ a ʃ u ɴ u	
414-9									h u u ɴ u	
422-9									h w u k u r i u ɴ	
423-9									k a ɴ g u ɴ i u	
430-9									h a k u ɴ u	
435-9									h w u k u ɴ u	
446-9									s i t ɴ a	
447-9									ʔ ɴ ɴ oː	
458-9									t u s i	
56-9									w t u	
62-9									ʔ i n	
65-9									k u w a	
75-9									k u a w a	
96-9									m iː	
101-9									h w s u	
114-9									k b i	
119-9									tɕ i m u	
134-9									ʃ i ɕ iː j	
138-9									ʃ i u ɴ	
146-9									ʔ a u k	
161-9									u	
171-9									k u w a	
182-9									k i m ʃ i	
196-9									u u	
262-9									h w i r ɴ r u m a	
300-9									h w s ʃ u	
313-9									ɴ a r u t i	
350-9									ʃ i m s a ɴ i	
352-9									ɕ i w s a ɴ i	
396-9									h w u u s a ɴ	
401-9									ʔ u ʃ u ɴ	
420-9									ʔ u ɴ u	
424-9									u t a u ɴ	
442-9									ʃ iː m ɕ tɕ ɴ i	
455-9									ʔ i k tː oː ɴ	
15-9									ʔ a j i	
22-9									n a s s aː	
24-9									m u n a	
49-9									u n a g u	
89-9									k iː	
14-10										k o tɕ e
18-10										d a tɕ e
35-10										h i t o ts u
36-10										h u t i ts u
48-10										n a ŋ a i
60-10										t o tɕ i
63-10										s i tɕ a m i
64-10										k i
67-10										h a
68-10										n e
71-10										tɕ i
76-10										h o n e
83-10										ts u n o
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u tɕ i
-102-10										s i t a
103-10										ts u m e
110-10										t e
116-10										m u n e
120-10										n o m u
132-10										k i k u
139-10										k o tɕ o s u
140-10										o o ŋ u
156-10										t a t e r u
168-10										ts u k i
169-10										h o s i
170-10										m i z u
173-10										i s i
180-10										k u m o
185-10										h a i
186-10										m o e tɕ u
187-10										m i tɕ i
190-10										a k a i
193-10										k i tɕ o i
194-10										s i tɕ o i
195-10										k u tɕ o i
216-10										m a tɕ ui
221-10										n a
239-10										i ts u
252-10										m i w u
253-10										t o w u
254-10										i ts u ts u
266-10										k a z e
267-10										n a ŋ a tɕ e r u
268-10										u m i
272-10										a m e e
276-10										a tɕ a u
281-10										m u s i
304-10										ts u k i
305-10										tɕ i tɕ
308-10										h a n a
309-10										k u s a
310-10										t o
311-10										n i
342-10										tɕ u k i
346-10										k u tɕ a i
347-10										k i tɕ u
348-10										h i tɕ o i
351-10										t o
361-10										o m o a i
379-10										k u s a r a
394-10										h i d a tɕ i
395-10										m i ŋ i
400-10										h i k a tɕ u
412-10										s a k e r u
413-10										ts u k i s a s u
414-10										h o r u
422-10										h u k u tɕ e tɕ u
423-10										k a ɴ ŋ a e tɕ u
430-10										h a k u
435-10										h u k u
446-10										s i t a e
447-10										u i
458-10										t o s i
56-10										h i t o
62-10										i n u
65-10										k a w a
70-10										t a n e
75-10										k a w a
96-10										m e
101-10										h a
114-10										k u b i
119-10										k i m o
134-10										s i t e r u
138-10										s i n u u
146-10										a tɕ u k u
161-10										ɴ uː
171-10										k a w a
182-10										k e m u tɕ i
188-10										tɕ a m a
196-10										t o r u
262-10										h i r u m a
300-10										h e s o
313-10										d e
350-10										s e m a i
352-10										tɕ i k a i
396-10										h u tɕ ui
401-10										o s u
420-10										o tɕ i r u
424-10										u t a u
442-10										s i m e u k tɕ u
455-10										i k i t i r u
15-10										a tɕ e
22-10										n a i
24-10										m i ɴ n a
49-10										o n ŋ o
78-10										a b u r a
89-10										k e
130-10										m i r u
