COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
711-1	tɕʰ u							
745-1	n a n							
818-1	tʰ ɛ k							
825-1	tʰ ɛ s							
839-1	tɕʰ ɔ							
841-1	j ɛ							
894-1	b u							
932-1	ɕ a							
1-2		dʑ uː						
5-2		n a						
4-2		tʰ i k						
6-2		n a ŋ						
15-2		dʑ i						
55-2		l ɔ						
56-2		a						
60-2		s i						
61-2		kʰ u ŋ						
80-2		dʑ ɔ k						
87-2		tɕʰ a						
86-2		pʰ l						
92-2		pʰ l						
102-2		m						
106-2		pʰ u k						
108-2		d y						
107-2		pʰ l						
112-2		pʰ a						
115-2		s						
114-2		t u ŋ						
120-2		d u						
124-2		a						
125-2		tʰ ɔ k						
132-2		s ə						
131-2		r i ŋ						
136-2		m ə						
134-2		kʰ ɐ k						
137-2		a						
138-2		d u k						
140-2		h uː						
143-2		tɕʰ a k						
145-2		tɕʰ ɔ̃ː						
147-2		h ɛː						
149-2		m i k						
153-2		s						
152-2		kʰ a n						
158-2		k u						
163-2		l i						
164-2		n yː						
167-2		pʰ a ŋ						
171-2		n y ŋ						
172-2		b a						
173-2		tʰ ɔ						
183-2		r aː						
185-2		m uː						
188-2		kʰ ə						
189-2		tɕ i ŋ						
193-2		h ɛ						
196-2		m ɔ̃ː						
199-2		tɕʰ ɛː						
200-2		kʰ ɐ n						
201-2		kʰ i						
202-2		kʰ						
203-2		tʰ u ŋ						
204-2		b yː						
206-2		n a m						
117-2		b yː						
146-2		kʰ øˀ						
219-2		pʰ						
218-2		tɕʰ ɛː						
224-2		m ɔ̃ː ŋ						
240-2		tɕʰ a k						
244-2		j ɔ						
255-2		n ə						
260-2		b a						
263-2		r yː						
269-2		dʑ ɛ k						
271-2		tʰ a						
209-2		kʰ øˀ						
277-2		m ɛ						
278-2		b a ŋ						
135-2		d ə						
284-2		m yː						
797-2		a						
290-2		l i ŋ						
289-2		tɕ i k						
296-2		n i						
310-2		s						
319-2		i						
325-2		r ɛ						
327-2		tʰ ɛː						
331-2		k						
337-2		b a						
338-2		l i ŋ						
339-2		ɔ̃ː						
350-2		kʰ						
349-2		tʰ y ŋ						
357-2		tɕʰ u						
355-2		a						
363-2		b a						
361-2		tʰ						
365-2		s a						
364-2		dʑ ɛ						
375-2		r u k						
379-2		s ɛ ʔ						
380-2		kʰ ɐ						
396-2		j ɔː						
400-2		m uː						
405-2		d a ŋ						
404-2		s u n						
409-2		r ɛ k						
410-2		i k						
415-2		b a						
416-2		b a						
101-2		n u ŋ						
37-2		kʰ ɐ						
424-2		pʰ ɛː						
434-2		tɕʰ ɛ n						
445-2		b						
446-2		s i						
451-2		t u						
457-2		n a m						
456-2		b a						
464-2		pʰ i ŋ						
473-2		tɕʰ yː						
474-2		ɔ ŋ						
479-2		s ɛ ŋ						
489-2		j ɔ						
490-2		h ɔ̃ː						
494-2		s ə						
503-2		kʰ ə						
502-2		z a ŋ						
235-2		l y ŋ						
519-2		l uː						
523-2		u k						
527-2		tɕʰ ɛ ŋ						
538-2		s						
544-2		j a m						
850-2		a						
554-2		dʑ ə						
553-2		r i ŋ						
558-2		kʰ ɔ̃ː ŋ						
561-2		s a						
562-2		dʑ a						
564-2		j aː						
567-2		m a						
570-2		pʰ yː						
575-2		n						
582-2		l a						
585-2		a						
589-2		kʰ u m						
593-2		d a						
594-2		l u						
595-2		tʰ y						
596-2		n u						
598-2		z u						
599-2		d y						
602-2		z ɛː						
603-2		l a						
606-2		s u						
605-2		b a						
620-2		l ɛː						
637-2		pʰ a k						
639-2		dʑ u						
645-2		kʰ ɐ						
646-2		r ɛ ŋ						
168-2		h ɛ k						
658-2		h a						
665-2		pʰ uː						
668-2		h uː						
677-2		t a ŋ						
75-2		k u ŋ						
678-2		s uː						
682-2		m a n						
493-2		z yː						
693-2		s ə						
694-2		m						
702-2		tɕ ɛ n						
704-2		m uː						
176-2		l uː						
709-2		s						
710-2		t u						
714-2		m ɛ						
718-2		kʰ						
719-2		tɕʰ ɔ̃ː						
22-2		m yː						
723-2		tɕ i ŋ						
726-2		dʑ ɛ ŋ						
729-2		b a						
730-2		r aː						
739-2		pʰ l						
740-2		b a						
741-2		kʰ ɐ k						
744-2		a						
743-2		h ɐ n						
746-2		pʰ u ŋ						
748-2		tʰ ə						
747-2		kʰ yː						
749-2		kʰ ɐ n						
751-2		t ɔ̃ː						
762-2		m ɛ n						
764-2		h i n						
765-2		dʑ i						
788-2		l y						
615-2		l a k						
803-2		s u						
802-2		j a k						
808-2		b a						
809-2		tɕ i						
819-2		d y k						
821-2		s ə						
820-2		b a						
828-2		s a k						
827-2		dʑ yː						
835-2		n ə						
308-2		r yː						
844-2		z i						
848-2		m u						
705-2		l uː						
613-2		a						
649-2		h ɛ k						
876-2		tɕ u						
878-2		j ɔ ŋ						
889-2		h ɔ̃ː						
898-2		n y k						
902-2		h ɔ̃ː ŋ						
910-2		a n						
916-2		l yː						
919-2		r aː						
922-2		s i k						
930-2		tɕʰ u						
933-2		k						
939-2		r ɛ k						
947-2		j ɛ n						
948-2		n u						
963-2		z uː						
967-2		tɕʰ y k						
969-2		s						
970-2		k u k						
972-2		n ə						
731-2		m yː						
973-2		dʑ i ŋ						
974-2		n ə						
979-2		dʑ ɛ						
182-2		kʰ yː						
993-2		n ə						
994-2		j yː						
1001-2		s ɔ						
1002-2		d u						
1005-2		tɕʰ yː						
1009-2		kʰ						
1022-2		s						
1021-2		u k k						
1043-2		j u ŋ						
1049-2		t ɛː						
1065-2		tɕʰ ɛ̃ĩ						
1068-2		j ɔ						
1077-2		l y ŋ						
1081-2		r ɔ̃ː ŋ						
1084-2		h i ŋ						
1092-2		m ə						
1091-2		tɕʰ yː						
1096-2		n ə						
1097-2		dʑ yː						
1102-2		n ə						
1104-2		tʰ ɔ						
1108-2		tɕʰ a k						
552-2		dʑ uː						
1111-2		b a						
1116-2		s ɔ̃ː						
722-2		kʰ						
1141-2		j ɔ̃ː ŋ						
1147-2		b a						
1146-2		z yː						
1150-2		h a ŋ						
1151-2		u ŋ						
1158-2		h ɐ k						
1159-2		pʰ ɔ̃ː						
1164-2		tʰ						
1163-2		l uː						
1167-2		s a ŋ						
1171-2		l ɛː						
1177-2		z yː						
1187-2		kʰ ɐ						
1189-2		n i k						
52-2		kʰ ɐ						
1195-2		z yː						
1203-2		tʰ y k						
1211-2		j ɔ						
329-2		r yː						
1217-2		m ə						
72-2		kʰ ɐ						
1218-2		tɕʰ i k						
1222-2		tɕʰ yː						
1229-2		dʑ a ŋ						
1238-2		d ɔ̃ː ŋ						
1249-2		m yː						
1252-2		j uː						
1254-2		n ə						
1253-2		s u n						
1257-2		k						
1263-2		dʑ ə						
1266-2		dʑ a k						
584-2		t u ŋ						
7-2		j aː						
1191-2		l a ŋ						
18-2		dʑ i						
33-2		n ə						
74-2		t a						
81-2		s a ŋ						
83-2		m i k						
104-2		m ə						
123-2		tɕʰ i						
122-2		kʰ u						
121-2		m ɐ						
154-2		tɕʰ ɔ						
161-2		tɕʰ yː						
170-2		dʑ ɛ ʔ						
91-2		a						
181-2		n uː						
186-2		dʑ ə						
191-2		z ə						
211-2		b a						
210-2		kʰ ɔ̃ː						
217-2		k a						
221-2		n yː						
233-2		d u						
246-2		t yː						
252-2		tɕ ɛ n						
253-2		r a m						
261-2		b a						
262-2		j						
281-2		tɕ ɛ k						
287-2		l y						
288-2		l uː						
292-2		d y						
297-2		kʰ ɐ k						
332-2		b a						
342-2		ɔ						
358-2		j ɔ ŋ						
366-2		k ə						
378-2		tɕʰ ɛ						
382-2		m yː						
392-2		dʑ ɐ k						
397-2		b a						
437-2		h ɛː						
444-2		pʰ l						
465-2		tɕʰ i						
471-2		m a ŋ						
477-2		d u						
478-2		r yː						
481-2		dʑ a						
483-2		z a						
500-2		m i ŋ						
511-2		kʰ						
525-2		tɕʰ yː						
542-2		dʑ ɔ̃ː ŋ						
625-2		r u ŋ						
638-2		n u						
640-2		tɕʰ ɛ̃ĩ						
656-2		z ə						
657-2		d u ŋ						
818-2		tʰ ɛ						
825-2		tʰ ə						
839-2		tɕʰ ɔ						
841-2		j						
932-2		s						
1-3			g ɔ					
5-3			n a					
4-3			tʰ i k					
6-3			n a ŋ					
15-3			p i					
55-3			l ɔ					
56-3			ɔ					
60-3			ɕ i					
61-3			kʰ u ŋ					
80-3			dʑ ɔ k					
87-3			tɕʰ a					
86-3			pʰ a ŋ					
92-3			pʰ a					
102-3			m a					
106-3			pʰ a k					
108-3			d a					
107-3			pʰ a					
112-3			pʰ a m					
115-3			ɕ a					
114-3			t ɔ ŋ					
120-3			d a					
124-3			ɔ					
125-3			tʰ ɔ k					
132-3			ɕ a					
131-3			l i ŋ					
136-3			m a					
134-3			kʰ a k					
137-3			ɔ					
138-3			d ɔ k					
140-3			h a					
143-3			tɕʰ a k					
145-3			tɕʰ a					
147-3			h ai					
149-3			m i k					
153-3			ɕ a					
152-3			kʰ a n					
158-3			k i k					
163-3			l i					
164-3			ŋ u					
167-3			pʰ a ŋ					
171-3			ŋ u ŋ					
172-3			b u k					
173-3			tʰ ɔ					
183-3			l ei					
185-3			m a					
188-3			kʰ a					
189-3			ts i ŋ					
193-3			h a					
196-3			m a					
199-3			tɕʰ i					
200-3			kʰ a n					
201-3			kʰ i					
202-3			kʰ a					
203-3			tʰ u ŋ					
204-3			b u					
206-3			ŋ a m					
117-3			b u					
146-3			kʰ e					
219-3			pʰ a					
218-3			tɕʰ i					
224-3			m a ŋ					
240-3			tɕʰ a k					
244-3			j a					
255-3			h a					
260-3			b a					
263-3			l u					
269-3			dʑ ɛ k					
271-3			tʰ a k					
209-3			kʰ e					
277-3			m a					
278-3			b u ŋ					
135-3			d i					
284-3			m u					
797-3			ɔ					
290-3			l i ŋ					
289-3			tɕ i k					
296-3			h i					
310-3			ɕ a					
319-3			i					
325-3			l a					
327-3			tʰ j					
331-3			k u					
337-3			b a n					
338-3			l i ŋ					
339-3			ŋ a					
350-3			kʰ a					
349-3			tʰ u ŋ					
357-3			tɕʰ u					
355-3			ɔ					
363-3			m a					
361-3			tʰ u					
365-3			ɕ a					
364-3			dʑ ɔ t					
375-3			d u k					
379-3			ɕ ɛ t					
380-3			kʰ a					
396-3			j u					
400-3			m a					
405-3			d a ŋ					
404-3			ɕ u m					
409-3			l ɛ k					
410-3			i k					
415-3			b u					
416-3			b a					
101-3			ŋ a					
37-3			kʰ a					
424-3			pʰ a					
434-3			tɕʰ a n					
445-3			p					
446-3			ɕ i					
451-3			t a					
457-3			n a m					
456-3			b u					
464-3			pʰ a ŋ					
473-3			tɕʰ i					
474-3			ɔ ŋ					
479-3			ɕ i ŋ					
489-3			j ɔ					
490-3			h a					
494-3			ɕ a					
503-3			kʰ a					
502-3			z a ŋ					
235-3			l u ŋ					
519-3			l i					
523-3			ɔ k					
527-3			kʰ ɛ ŋ					
538-3			ɕ a					
544-3			j a m					
850-3			ɔ					
554-3			dʑ i					
553-3			d i ŋ					
558-3			kʰ a ŋ					
561-3			ɕ a					
562-3			p a					
564-3			j ei					
567-3			m a					
570-3			pʰ u					
575-3			ai					
582-3			l a					
585-3			ɔ					
589-3			kʰ u m					
593-3			d a n					
594-3			l a					
595-3			tʰ u					
596-3			ŋ a					
598-3			z u					
599-3			d i					
602-3			ʑ i					
603-3			l a					
606-3			ɕ ɔ					
605-3			b u					
620-3			l a					
637-3			pʰ a k					
639-3			dʑ ɔ					
645-3			kʰ ɔ					
646-3			d i ŋ					
168-3			h ɛ k					
658-3			h a ŋ					
665-3			pʰ a					
668-3			h a					
677-3			t a ŋ					
75-3			k u ŋ					
678-3			ɕ a					
682-3			m a n					
493-3			ʑ i					
693-3			ɕ a					
694-3			m a					
702-3			tɕ u m					
704-3			m a					
176-3			l a					
709-3			ɕ a					
710-3			t ɔ p					
714-3			m a t					
718-3			kʰ a					
719-3			tɕʰ a ŋ					
22-3			m u					
723-3			ts i ŋ					
726-3			dʑ ɛ ŋ					
729-3			b u					
730-3			d i					
739-3			pʰ a					
740-3			b i					
741-3			kʰ ɔ k					
744-3			ɔ					
743-3			h a n					
746-3			pʰ a ŋ					
748-3			d i					
747-3			kʰ u					
749-3			kʰ ɛ n					
751-3			t a					
762-3			m a n					
764-3			h a n					
765-3			p i					
788-3			l a					
615-3			l a k					
803-3			ɕ a					
802-3			w a k					
808-3			b a					
809-3			ts i					
819-3			d u k					
821-3			ɕ a					
820-3			b u					
828-3			ɕ a k					
827-3			p u					
835-3			h a					
308-3			l u					
844-3			ʑ i					
848-3			m a					
705-3			l a					
613-3			ɕ a					
649-3			h ɛ k					
876-3			tɕ u					
878-3			j u ŋ					
889-3			h a					
898-3			n u k					
902-3			h a ŋ					
910-3			a i					
916-3			l i					
919-3			l i					
922-3			ɕ i k					
930-3			tɕʰ u					
933-3			k i					
939-3			d ɛ k					
947-3			w a n					
948-3			n u					
963-3			ʑ a					
967-3			tɕʰ u k					
969-3			ɕ a					
970-3			kʰ u k					
972-3			h i					
731-3			m u					
973-3			dʑ i ŋ					
974-3			h a					
979-3			tɕ a n					
182-3			kʰ u					
993-3			h i					
994-3			j u					
1001-3			ɕ a					
1002-3			d a					
1005-3			tɕʰ u					
1009-3			kʰ ai					
1022-3			ɕ a					
1021-3			j k k					
1043-3			w u ŋ					
1049-3			t ei					
1065-3			kʰ i					
1068-3			j u					
1077-3			l u ŋ					
1081-3			d a ŋ					
1084-3			h i ŋ					
1092-3			m a					
1091-3			tɕʰ i					
1096-3			h a					
1097-3			g u					
1102-3			ŋ					
1104-3			tʰ i					
1108-3			tɕʰ a k					
552-3			dʑ a					
1111-3			b u					
1116-3			ɕ a					
722-3			kʰ ai					
1141-3			j a ŋ					
1147-3			b i					
1146-3			z ɔ					
1150-3			h a ŋ					
1151-3			ɔ ŋ					
1158-3			h a k					
1159-3			pʰ a					
1164-3			tʰ a					
1163-3			l a					
1167-3			ɕ a ŋ					
1171-3			l ei					
1177-3			ʑ i					
1187-3			kʰ ai					
1189-3			ŋ i k					
52-3			kʰ a					
1195-3			ʑ i					
1203-3			tʰ u k					
1211-3			j u					
329-3			l a					
1217-3			m a					
72-3			kʰ a					
1218-3			tɕʰ i k					
1222-3			tɕʰ i					
1229-3			dʑ a ŋ					
1238-3			d a ŋ					
1249-3			m i					
1252-3			j a					
1254-3			h a n					
1253-3			ɕ ɔ m					
1257-3			k u					
1263-3			dʑ i					
1266-3			dʑ a k					
584-3			t ɔ ŋ					
7-3			w ui					
1191-3			l a ŋ					
13-3			tɕʰ a					
18-3			p i					
33-3			h a					
74-3			t a					
83-3			m i k					
89-3			tʰ ɔ ŋ					
90-3			ʑ a					
104-3			m a					
123-3			tɕʰ i					
122-3			kʰ u					
121-3			m a					
154-3			tɕʰ ɔ					
159-3			ɕ a					
161-3			tɕʰ i					
170-3			dʑ ɛ t					
91-3			ɔ					
181-3			n a					
191-3			ɕ a					
211-3			b a					
210-3			kʰ a					
217-3			k a					
233-3			d a					
246-3			t u					
252-3			ts a n					
253-3			l a m					
261-3			b u					
262-3			p					
292-3			d i					
297-3			kʰ u k					
311-3			k i					
332-3			b u					
342-3			ɔ					
358-3			j u ŋ					
378-3			tɕʰ a					
382-3			m i					
397-3			b u					
437-3			h i					
444-3			pʰ a					
465-3			tɕʰ i					
471-3			m ɔ ŋ					
477-3			d a					
478-3			l a					
483-3			z a n					
500-3			m i ŋ					
511-3			kʰ ai					
525-3			tɕʰ i					
625-3			d u ŋ					
638-3			n u ŋ					
640-3			tsʰ i					
659-3			d a					
711-3			tɕʰ u					
745-3			h a					
818-3			tʰ i k					
825-3			tʰ i					
841-3			j a					
894-3			b u					
932-3			ɕ a					
1-4				g ə				
5-4				n a				
4-4				tʰ ɛ k				
6-4				n a ŋ				
15-4				dʑ i				
55-4				l ɔ				
56-4				a				
60-4				ʂ aː				
61-4				kʰ u ŋ				
80-4				dʑ ɔ k				
87-4				tsʰ a				
86-4				pʰ l				
92-4				pʰ l				
102-4				m a				
106-4				pʰ u k				
108-4				d ə				
107-4				pʰ l				
112-4				pʰ a				
115-4				ʂ uː				
114-4				tʰ u ŋ				
120-4				d u				
124-4				a				
125-4				tʰ ɔ k				
132-4				ʂ ə				
131-4				r iː ŋ				
136-4				m a				
134-4				kʰ ɐ k				
137-4				a				
138-4				d ɔ k				
140-4				x uː				
143-4				tsʰ ɐ k				
145-4				tsʰ ɔ̃ː				
147-4				x aː				
149-4				m i k				
153-4				ʂ uː				
152-4				kʰ a				
158-4				k i k				
163-4				r iː				
164-4				n yː				
167-4				pʰ a ŋ				
171-4				n y ŋ				
172-4				b y k				
173-4				tʰ ɔ				
183-4				r aː				
185-4				m a				
188-4				g ə				
189-4				ts i ŋ				
193-4				x ɛ				
196-4				m ɐ̃ː				
199-4				tsʰ aː				
200-4				kʰ a				
201-4				kʰ i				
202-4				kʰ a				
203-4				tʰ u ŋ				
204-4				b yː				
206-4				n a n				
117-4				b yː				
146-4				kʰ ɛˀ				
219-4				pʰ a				
218-4				tsʰ aː				
224-4				m a ŋ				
240-4				tsʰ ɐ k				
244-4				j aː				
255-4				n a				
260-4				b a				
263-4				r iː				
269-4				g ə k				
271-4				tʰ a k				
209-4				kʰ ɛˀ				
277-4				m a				
278-4				b u ŋ				
135-4				d ə				
284-4				m yː				
797-4				a				
290-4				l i ŋ				
289-4				ts i k				
296-4				n y				
310-4				ʂ uː				
319-4				r				
325-4				r ə				
327-4				tʰ aː				
331-4				k ɐ				
337-4				b a				
338-4				l i ŋ				
339-4				a				
350-4				kʰ ə				
349-4				tʰ y ŋ				
357-4				tsʰ u				
355-4				a				
363-4				b a				
361-4				tʰ y				
365-4				ʂ a				
364-4				g ə				
375-4				r u k				
379-4				ʂ ɛ				
380-4				kʰ a				
396-4				j ɔː				
400-4				m a				
405-4				d a ŋ				
404-4				ʂ u ŋ				
409-4				r ɛ k				
410-4				i k				
415-4				b a				
416-4				b a				
101-4				n y				
37-4				kʰ uː				
424-4				pʰ aː				
434-4				tsʰ a				
445-4				b				
446-4				ʂ yː				
451-4				t u				
457-4				n a n				
456-4				b l				
464-4				pʰ i ŋ				
473-4				tsʰ yː				
474-4				ɔ ŋ				
479-4				ʂ i				
489-4				j u				
490-4				x a				
494-4				ʂ ə				
503-4				g ə				
502-4				ʐ a ŋ				
235-4				l y ŋ				
519-4				l yː				
523-4				u k				
527-4				kʰ a				
538-4				ʂ uː				
544-4				j a m				
850-4				a				
554-4				dʑ ə				
553-4				r iː				
558-4				kʰ ɔ̃ː				
561-4				ʂ a				
562-4				b a				
564-4				j aː				
567-4				m a				
570-4				pʰ yː				
575-4				ʈʂʰ				
582-4				l a				
585-4				a				
589-4				kʰ u ŋ				
593-4				d a n				
594-4				l a				
595-4				tʰ y				
596-4				n y				
598-4				ʐ y				
599-4				d ə				
602-4				ʐ aː				
603-4				l a				
606-4				ʂ u				
605-4				b a				
620-4				l a				
637-4				pʰ ɐ k				
639-4				dʑ ə				
645-4				g ɔ				
646-4				r ɛ ŋ				
168-4				x ɛ k				
658-4				x a				
665-4				pʰ l				
668-4				x uː				
677-4				t a ŋ				
75-4				k u ŋ				
678-4				ʂ uː				
682-4				m a				
493-4				ʐ yː				
693-4				ʂ ə				
694-4				m a				
702-4				ts ɔ ŋ				
704-4				m a				
176-4				l uː				
709-4				ʂ uː				
710-4				t u				
714-4				m a				
718-4				kʰ a				
719-4				tsʰ ɔ̃ː				
22-4				m yː				
723-4				ts i ŋ				
726-4				ʐ ɛ ŋ				
729-4				b a				
730-4				r aː				
739-4				pʰ l				
740-4				b a				
741-4				kʰ ɔ k				
744-4				a				
743-4				x a n				
746-4				pʰ u ŋ				
748-4				tʰ ə				
747-4				kʰ yː				
749-4				kʰ a				
751-4				t ɔ̃ː				
762-4				m a				
764-4				x ɛ n				
765-4				dʑ i				
788-4				l y				
615-4				l a k				
803-4				ʂ u				
802-4				w ɐ k				
808-4				b a				
809-4				ts i				
819-4				d y k				
821-4				ʂ ə				
820-4				b a				
828-4				ʂ a k				
827-4				b yː				
835-4				n ə				
308-4				r yː				
844-4				ʐ y				
848-4				m a				
