COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
639-3			dʑ u					
645-3			kʰ ɔ					
646-3			l e ŋ					
168-3			h ɛ k					
658-3			h a n					
665-3			pʰ a					
668-3			h a					
677-3			t a ŋ					
75-3			k a ŋ					
678-3			ɕ a					
682-3			m a n					
493-3			ʑ i					
693-3			ɕ a					
694-3			m a					
702-3			ts u m					
704-3			m a					
176-3			l a					
709-3			ɕ u					
710-3			t ɔ					
714-3			m a					
718-3			kʰ a					
719-3			tɕʰ a ŋ					
22-3			m u					
723-3			ts i ŋ					
726-3			dʑ ɛ ŋ					
729-3			b u					
730-3			l i					
739-3			pʰ a i					
740-3			b a					
741-3			kʰ ɔ k					
744-3			ɔ					
743-3			h ɛ n					
746-3			pʰ u ŋ					
748-3			tʰ u					
747-3			kʰ u					
749-3			kʰ ɛ n					
751-3			t a					
762-3			m a n					
764-3			h ɛ n					
765-3			p i					
788-3			l a					
615-3			l a k					
803-3			ɕ a					
802-3			w a k					
808-3			b a					
809-3			ts i					
819-3			d u k					
821-3			ɕ a					
820-3			b a					
828-3			ɕ a k					
827-3			p u					
835-3			n a					
308-3			l u					
844-3			ʑ i					
848-3			m a					
705-3			l a					
613-3			ɕ					
649-3			h ɛ k					
876-3			ts a					
878-3			j u ŋ					
889-3			h a					
898-3			n a					
902-3			h a ŋ					
910-3			a n					
916-3			l i					
919-3			l i					
922-3			ɕ i k					
930-3			tɕʰ a					
933-3			k i					
939-3			l e k					
947-3			w ɛ n					
948-3			n a m					
963-3			ʑ a					
967-3			tɕʰ u k					
969-3			ɕ a					
970-3			kʰ ɔ k					
972-3			n a m					
731-3			m u					
973-3			dʑ i ŋ					
974-3			n a m					
979-3			ts a n					
182-3			kʰ u					
993-3			n a m					
994-3			j i					
1001-3			ɕ a					
1002-3			d a					
1005-3			tɕʰ u					
1009-3			kʰ ai					
1022-3			ɕ i					
1021-3			j ɔ k					
1043-3			w ɔ ŋ					
1049-3			t ei					
1065-3			kʰ i					
1068-3			j ui					
1077-3			l u ŋ					
1081-3			l a ŋ					
1084-3			h i ŋ					
1092-3			m a					
1091-3			tɕʰ i					
1096-3			n a m					
1097-3			g u					
1102-3			n ui					
1104-3			tʰ ɔ ŋ					
1108-3			tɕʰ a k					
552-3			dʑ a					
1111-3			b a					
1116-3			ɕ a					
722-3			kʰ ai					
1141-3			j a ŋ					
1147-3			b a					
1146-3			ʑ u					
1150-3			h a ŋ					
1151-3			ɔ ŋ					
1158-3			h a k					
1159-3			pʰ a					
1164-3			tʰ a					
1163-3			l a					
1167-3			s a ŋ					
1171-3			l ei					
1177-3			ʑ u					
1187-3			kʰ a					
1189-3			n i k					
1-4				g uː				
5-4				n a				
4-4				tʰ i k				
6-4				n a				
15-4				dʑ i				
55-4				l ɐ				
56-4				a				
60-4				ʂ aː				
61-4				kʰ y ŋ				
80-4				dʑ ɔː k				
87-4				tsʰ ə				
86-4				pʰ l u				
92-4				pʰ l a				
102-4				m a				
106-4				pʰ u k				
108-4				d u				
107-4				pʰ l ɐ				
112-4				pʰ l n				
115-4				ʂ				
114-4				tʰ y ŋ				
120-4				d u				
124-4				a				
125-4				tʰ ɔ k				
132-4				ʂ ə				
131-4				r i				
136-4				m ə				
134-4				kʰ ɐ k				
137-4				a				
138-4				d ɔ k				
140-4				h uː				
143-4				tsʰ ɐ k				
145-4				tsʰ ɐ̃ː				
147-4				h aː				
149-4				m i k				
153-4				ʂ				
152-4				kʰ ai n				
158-4				kʰ i k				
163-4				r ə				
164-4				n yː				
167-4				pʰ l ŋ				
171-4				n y ŋ				
172-4				b y k				
173-4				tʰ iː				
183-4				r aː				
185-4				m a				
188-4				g ə				
189-4				ts i ŋ				
193-4				h a				
196-4				m ɐ̃ː				
199-4				tsʰ aː				
200-4				kʰ a n				
201-4				kʰ iː				
202-4				kʰ ə				
203-4				tʰ y ŋ				
204-4				b yː				
206-4				n a n				
117-4				b yː				
146-4				kʰ øˀ				
219-4				b ə				
218-4				tsʰ aː				
224-4				m ɐ̃ː				
240-4				tsʰ ɐ k				
244-4				j ɐ				
255-4				n a				
260-4				b a				
263-4				r ɔː				
269-4				g aˀ k				
271-4				tʰ a k				
209-4				kʰ øˀ				
277-4				m a				
278-4				b u ŋ				
135-4				d ə				
284-4				m iː				
797-4				a				
290-4				l i				
289-4				ts i k				
296-4				n ə				
310-4				ʂ				
319-4				iː				
325-4				r ə				
327-4				tʰ aː				
331-4				k ɔː				
337-4				b a n				
338-4				l i ŋ				
339-4				ɔ̃ː				
350-4				kʰ ə				
349-4				tʰ y ŋ				
357-4				tsʰ yː				
355-4				a				
363-4				b a				
361-4				tʰ ɔː				
365-4				ʂ a				
364-4				dʑ ə ʔ				
375-4				r u k				
379-4				ʂ a ʔ				
380-4				kʰ ə				
396-4				j ɔː				
400-4				m a				
405-4				d a ŋ				
404-4				s ø n				
409-4				r ə k				
410-4				i k				
415-4				b a				
416-4				b a				
101-4				n u				
37-4				kʰ uː				
424-4				pʰ aː				
434-4				tsʰ a n				
445-4				b aː				
446-4				ʂ iː				
451-4				t u				
457-4				n a n				
456-4				b l uː				
464-4				pʰ i ŋ				
473-4				tsʰ iː				
474-4				ɔ ŋ				
479-4				ʂ i ŋ				
489-4				j ɔ				
490-4				j ɔ̃ː				
494-4				ʂ ə				
503-4				g ə				
502-4				ʐ a ŋ				
235-4				l y ŋ				
519-4				l iː				
523-4				u k				
527-4				kʰ ai ŋ				
538-4				ʂ				
544-4				j a n				
850-4				a				
554-4				dʑ ə				
553-4				r u ŋ				
558-4				kʰ ɔ̃ː				
561-4				ʂ a				
562-4				b aː				
564-4				j aː				
567-4				m a				
570-4				pʰ l				
575-4				a				
582-4				l a				
585-4				a				
589-4				kʰ ɔ n				
593-4				d a n				
594-4				l ə				
595-4				tʰ iː				
596-4				n u				
598-4				ʐ ə				
599-4				d ɛ̃ː				
602-4				ʐ aː				
603-4				l a				
606-4				ʂ u				
605-4				b ə				
620-4				l a				
637-4				pʰ ɐ k				
639-4				dʑ ɔː				
645-4				kʰ ɔ				
646-4				r ə ŋ				
168-4				x ɛ k				
658-4				x a				
665-4				pʰ l				
668-4				h uː				
677-4				t a ŋ				
75-4				k u ŋ				
678-4				ʂ uː				
682-4				m a n				
493-4				ʐ yː				
693-4				ʂ ə				
694-4				m a				
702-4				ts u n				
704-4				m a				
176-4				l uː				
709-4				ʂ ə				
710-4				t ɔ				
714-4				m a				
718-4				kʰ ə				
719-4				tsʰ ɔ̃ː				
22-4				m iː				
723-4				ts i ŋ				
726-4				b a ŋ				
729-4				b ə				
730-4				r aː				
739-4				pʰ l iː				
740-4				b ə				
741-4				kʰ ɔ k				
744-4				a				
743-4				n ɛ n				
746-4				pʰ u ŋ				
748-4				tʰ ə				
747-4				kʰ yː				
749-4				kʰ a n				
751-4				t ɐ̃ː				
762-4				m a n				
764-4				n ɛ n				
765-4				dʑ i				
788-4				l y				
615-4				l ɐ k				
803-4				ʂ u				
802-4				w ɐ k				
808-4				b ə				
809-4				d i				
819-4				d y k				
821-4				ʂ ə				
820-4				b ə				
828-4				s				
827-4				b yː				
835-4				n a				
308-4				r yː				
844-4				ʐ i				
848-4				m a				
705-4				l uː				
613-4				a				
649-4				x ɛ k				
876-4				ts ɐ̃ː				
878-4				j u ŋ				
889-4				x ɔ̃ː				
898-4				n y k				
902-4				f u				
910-4				a n				
916-4				l iː				
919-4				r aː				
922-4				tsʰ i ŋ				
930-4				tsʰ ɛː				
933-4				k aː				
939-4				r ə k				
947-4				w ɛ n				
948-4				n u				
963-4				ʐ uː				
967-4				tsʰ y k				
969-4				ʂ				
970-4				kʰ u k				
972-4				n ə				
731-4				m iː				
973-4				dʑ i ŋ				
974-4				n a				
979-4				ts a				
182-4				kʰ yː				
993-4				n a				
994-4				j yː				
1001-4				ʂ a				
1002-4				d u				
1005-4				tsʰ yː				
1009-4				kʰ ɔː				
1022-4				ʂ				
1021-4				u ɔ k				
1043-4				j u ŋ				
1049-4				t aː				
1065-4				kʰ ɐ̃				
1068-4				j ɔː				
1077-4				l y ŋ				
1081-4				r ɔ̃ː				
1084-4				x i ŋ				
1092-4				m a				
1091-4				tsʰ iː				
1096-4				n ə				
1097-4				g yː				
1102-4				n aː				
1104-4				tʰ ɔ				
1108-4				tsʰ ɐ k				
552-4				dʑ uː				
1111-4				b l ɐ				
1116-4				ʂ ɐ̃ː				
722-4				kʰ ɔː				
1141-4				j a ŋ				
1147-4				b ə				
1146-4				ʐ ɔː				
1150-4				f a ŋ				
1151-4				u				
1158-4				kʰ ɐ k				
1159-4				pʰ l				
1164-4				tʰ a				
1163-4				l uː				
1167-4				s a ŋ				
1171-4				l aː				
1177-4				ʐ yː				
1187-4				kʰ aː				
1189-4				n i k				
1-5					g uː			
5-5					n ə			
4-5					tʰ i k			
6-5					n a ŋ			
15-5					dʑ y			
55-5					l ɔ			
56-5					a			
60-5					s ɛː			
61-5					kʰ y ŋ			
80-5					dʑ ɔ k			
87-5					tɕʰ a			
86-5					pʰ l u			
92-5					pʰ l ɔː			
102-5					m a			
106-5					pʰ u k			
108-5					d u			
107-5					pʰ l a			
112-5					pʰ ɔ m			
115-5					s ə			
114-5					tʰ u ŋ			
120-5					d u			
124-5					a			
125-5					tʰ ɔ k			
132-5					s ə			
131-5					r i ŋ			
136-5					m u			
134-5					kʰ a k			
137-5					a			
138-5					d ɔ k			
140-5					h uː			
143-5					tɕʰ a k			
145-5					tɕʰ ũː ŋ			
147-5					h ɛː			
149-5					m i k			
153-5					s ə			
152-5					kʰ a n			
158-5					k i k			
163-5					l i			
164-5					n yː			
167-5					pʰ a ŋ			
171-5					n y ŋ			
172-5					b y k			
173-5					tʰ ɔ			
183-5					r ɛː			
185-5					m uː			
188-5					g			
189-5					tɕ i ŋ			
193-5					h a			
196-5					m ɔ̃ː			
199-5					tɕʰ ɛː			
200-5					kʰ a n			
201-5					kʰ i			
202-5					kʰ			
203-5					tʰ ɔ ŋ			
204-5					b yː			
206-5					n a m			
117-5					b yː			
146-5					kʰ eˀ			
219-5					h			
218-5					tɕʰ ɛː			
224-5					m ɔ ŋ			
240-5					tɕʰ a k			
244-5					j ɔ			
255-5					n a			
260-5					b ɛ			
263-5					r ɔː			
269-5					dʑ a k			
271-5					tʰ a k			
209-5					kʰ eˀ			
277-5					m ə			
278-5					b u ŋ			
135-5					d ə			
284-5					m yː			
797-5					a			
290-5					l i ŋ			
289-5					k i k			
296-5					n ə			
310-5					s ə			
319-5					yː			
325-5					r a			
327-5					tʰ ɛː			
331-5					k ɔː			
337-5					b ɛ n			
338-5					l i ŋ			
339-5					ɔ̃ː			
350-5					kʰ			
349-5					tʰ y ŋ			
357-5					tɕʰ u			
355-5					a			
363-5					m a			
361-5					tʰ ɔː			
365-5					s a ɹ			
364-5					dʑ a ʔ			
375-5					r u k			
379-5					s a ʔ			
380-5					kʰ uː			
396-5					j ɔː			
400-5					m uː			
405-5					d a ŋ			
404-5					s ɔ m			
409-5					r a k			
410-5					i k			
415-5					b ɔ			
416-5					b a			
101-5					n u			
37-5					kʰ uː			
424-5					pʰ l			
434-5					tɕʰ a n			
445-5					n			
446-5					s iː			
451-5					t u			
457-5					n a m			
456-5					b l uː			
464-5					pʰ i ŋ			
473-5					tɕʰ iː			
474-5					ɔ ŋ			
479-5					s i ŋ			
489-5					j ɔ			
490-5					h ɔ̃ː			
494-5					s ə			
503-5					g ə			
502-5					z a ŋ			
235-5					l u ŋ			
519-5					l i			
523-5					u k			
527-5					kʰ a ŋ			
538-5					s ə			
544-5					j a m			
850-5					a			
554-5					dʑ ə			
553-5					r i ŋ			
558-5					kʰ ɔ̃ː ŋ			
561-5					s a			
562-5					p a			
564-5					j ɛː			
567-5					m ɔ			
570-5					pʰ yː			
575-5					ɔː			
582-5					l a			
585-5					a			
589-5					kʰ ɔ m			
593-5					d ɛ n			
594-5					l u			
595-5					tʰ ĩː			
596-5					n u			
598-5					z y			
599-5					d ĩː			
602-5					z ɛː			
603-5					l a p			
606-5					s ɔ ŋ			
605-5					b ɔ			
620-5					l a			
637-5					pʰ a k			
639-5					dʑ ɔː			
645-5					kʰ u			
646-5					r a ŋ			
168-5					h a k			
658-5					h a n			
665-5					pʰ uː			
668-5					h uː			
677-5					t a ŋ			
75-5					k u ŋ			
