COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
1049-1	t ɛi							
1065-1	kʰ i							
1068-1	j a							
1077-1	l u ŋ							
1081-1	r a ŋ							
1084-1	h i ŋ							
1092-1	m a							
1091-1	tɕʰ i							
1096-1	n u							
1097-1	kʰ ɛi							
1102-1	n i							
1104-1	tʰ u k							
1108-1	tɕʰ a k							
552-1	dʑ a							
1111-1	b ɹ							
1116-1	ɕ a							
722-1	kʰ a							
1141-1	j a ŋ							
1147-1	b u							
1146-1	ʑ ɛi							
1150-1	h a ŋ							
1151-1	d ŋ							
1158-1	h a k							
1159-1	pʰ a							
1164-1	tʰ a							
1163-1	l a							
1167-1	ɕ a ŋ							
1171-1	l ɛi							
1177-1	ʑ i							
1187-1	kʰ ɛi							
1189-1	n i k							
52-1	kʰ a							
1195-1	ʑ i							
1203-1	tʰ u k							
1211-1	j ɔ							
329-1	r a							
1217-1	m a							
72-1	kʰ a							
1218-1	tɕʰ i k							
1222-1	tɕʰ u k							
1229-1	dʑ a ŋ							
1238-1	d a ŋ							
1249-1	m i							
1252-1	j a							
1254-1	n a							
1253-1	ɕ ɔ m							
1257-1	k a							
1263-1	dʑ ɛi							
1266-1	dʑ a k							
584-1	t ɔ ŋ							
7-1	w ɔi							
1191-1	l a ɛ							
13-1	tɕʰ a							
18-1	dʑ i							
33-1	n a							
74-1	t a							
81-1	ɕ a ŋ							
83-1	m i k							
89-1	tʰ ɔ ŋ							
90-1	ʑ ɛ							
123-1	tɕʰ i							
122-1	kʰ a							
121-1	m a							
154-1	tɕʰ u							
159-1	ɕ a							
161-1	tɕʰ i							
170-1	dʑ ɔ t							
91-1	h a							
181-1	n a							
186-1	dʑ ɛ							
191-1	ɕ i							
217-1	k a							
221-1	n u							
252-1	ts ɔ n							
253-1	r a m							
261-1	b u p							
262-1	i ɛ							
281-1	ts a k							
287-1	l u							
288-1	l a							
292-1	d i							
297-1	kʰ ɔ k							
311-1	k i							
332-1	b a							
358-1	j ɔ ŋ							
366-1	k i							
378-1	tɕʰ a t							
382-1	m i							
392-1	dʑ ɔ k							
397-1	b a							
471-1	m a							
477-1	d u							
478-1	r u							
481-1	dʑ a p							
483-1	ʑ a n							
511-1	kʰ a k							
525-1	tɕʰ i							
542-1	dʑ ɔ ŋ							
638-1	n u							
656-1	ʑ i							
657-1	d u ŋ							
659-1	d a							
711-1	tɕʰ ɔ							
745-1	n a							
818-1	tʰ i							
825-1	tʰ u							
839-1	tɕʰ ɔ							
841-1	j							
894-1	b u							
932-1	ɕ a							
936-1	l a							
943-1	pʰ a k							
965-1	d u ŋ							
1039-1	ɕ u ŋ							
1044-1	h a							
1076-1	kʰ a							
1126-1	tʰ e t							
1131-1	pʰ a							
1132-1	tɕʰ a							
1166-1	d ɔ ɹ							
1175-1	n u							
944-1	tʰ u ŋ							
1199-1	dʑ a ŋ							
1256-1	ts ɔ ŋ							
1282-1	d u							
1283-1	j ɛ							
30-1	m a							
32-1	dʑ i							
59-1	m a							
68-1	h a							
69-1	h a ŋ							
82-1	pʰ a t							
88-1	z i k							
100-1	ʑ a							
116-1	m a k							
142-1	ʑ u ɛ							
155-1	kʰ a ŋ							
268-1	tɕʰ i							
285-1	tɕʰ a m							
315-1	h ɛi							
318-1	j u							
406-1	l a							
421-1	j a t							
436-1	d i							
515-1	b a							
516-1	r ɔ							
524-1	ʑ u m							
545-1	pʰ a							
566-1	k a k							
579-1	tɕʰ ɛi ŋ							
587-1	ts ɔ							
597-1	ʑ i							
166-1	l a k							
644-1	j ɔ ŋ							
687-1	n i							
733-1	tʰ u ŋ							
738-1	tɕʰ a t							
755-1	n u n							
1-2		g uː						
5-2		n a						
4-2		tʰ i k						
6-2		n a ŋ						
15-2		dʑ i						
55-2		l u						
56-2		a						
60-2		s ɛː						
61-2		kʰ u ŋ						
80-2		dʑ u k						
87-2		tɕʰ a						
86-2		pʰ l u						
92-2		pʰ l						
102-2		m ɛ						
106-2		pʰ u k						
108-2		d a						
107-2		pʰ l						
112-2		pʰ ɐ						
115-2		s						
114-2		t u ŋ						
120-2		d u						
124-2		a						
125-2		tʰ ɔ k						
132-2		s ə						
131-2		r i						
136-2		m u						
134-2		kʰ a k						
137-2		a						
138-2		d ɔ k						
140-2		h uː						
143-2		tɕʰ a k						
145-2		tɕʰ ɔ̃ː						
147-2		h ɛː						
149-2		m ɛ ŋ						
153-2		s						
152-2		kʰ n						
158-2		k i ŋ						
163-2		l ə						
164-2		n yː						
167-2		pʰ a ŋ						
171-2		n y ŋ						
172-2		b a k						
173-2		tʰ ɔ						
183-2		r aː						
185-2		m uː						
188-2		g u						
189-2		tɕ i ŋ						
193-2		h ɐ						
196-2		m ɔ̃ː						
199-2		tɕʰ ɛː						
200-2		kʰ a n						
201-2		kʰ ɛ						
202-2		kʰ						
203-2		tʰ u ŋ						
204-2		b yː						
206-2		n a m						
117-2		b yː						
146-2		kʰ øˀ						
219-2		pʰ						
218-2		tɕʰ ɛː						
224-2		m ɔ̃ː ŋ						
240-2		tɕʰ a k						
244-2		j ɔ						
255-2		n a						
260-2		b a						
263-2		r ɛ̃ĩː						
269-2		g ɐ k						
271-2		tʰ a k						
209-2		kʰ øˀ						
277-2		m ɛ						
278-2		b a ŋ						
135-2		d a						
284-2		m u						
797-2		a						
290-2		l ə						
289-2		tɕ i ŋ						
296-2		n i						
310-2		s						
319-2		tɕ						
325-2		r ɛ						
327-2		tʰ ɛː						
331-2		k						
337-2		b a n						
338-2		l i ŋ						
339-2		ɔ̃ː						
350-2		kʰ						
349-2		tʰ y ŋ						
357-2		tɕʰ u						
355-2		a						
363-2		b ɐ						
361-2		tʰ iː						
365-2		s a						
364-2		dʑ ə						
375-2		r u k						
379-2		s ɛ n						
380-2		kʰ u						
396-2		j ɔ						
400-2		m uː						
405-2		d a ŋ						
404-2		s u ŋ						
409-2		r ɛ k						
410-2		h u						
415-2		b a						
416-2		b a						
101-2		n u						
37-2		kʰ uː						
424-2		pʰ ɛː						
434-2		tɕʰ ɛ n						
445-2		h						
446-2		s i						
451-2		t u						
457-2		n a m						
456-2		b a						
464-2		pʰ i ŋ						
473-2		tɕʰ yː						
474-2		ɔ ŋ						
479-2		s ɛ ŋ						
489-2		j ɔ						
490-2		h ɔ̃ː						
494-2		s ə						
503-2		g ə						
502-2		z a ŋ						
235-2		l u ŋ						
519-2		l ɛ						
523-2		u k						
527-2		tɕʰ ɛ ŋ						
538-2		s						
544-2		j a m						
850-2		a						
554-2		dʑ u						
553-2		r i ŋ						
558-2		kʰ ɔ̃ː ŋ						
561-2		s a						
562-2		h a						
564-2		j ɛː						
567-2		m u						
570-2		pʰ yː						
575-2		h						
582-2		l ɛ						
585-2		h						
589-2		kʰ u ŋ						
593-2		d a n						
594-2		l u						
595-2		tʰ u						
596-2		n u k						
598-2		z u						
599-2		d a						
602-2		z ɛː						
603-2		l a						
606-2		s u						
605-2		b a						
620-2		l ɛ						
637-2		pʰ ɐ k						
639-2		dʑ u						
645-2		kʰ a						
646-2		r ɛ ŋ						
168-2		h ə k						
658-2		h ɐ						
665-2		pʰ uː						
668-2		h uː						
677-2		t a ŋ						
75-2		k u ŋ						
678-2		s uː						
682-2		m ɛ n						
493-2		z yː						
693-2		s a						
694-2		m						
702-2		tɕ u ŋ						
704-2		m uː						
176-2		l uː						
709-2		s						
710-2		t ɔ						
714-2		m ɛ						
718-2		kʰ						
719-2		tɕʰ ɔ̃ː						
22-2		m u						
723-2		tɕ i ŋ						
726-2		dʑ i ŋ						
729-2		b a						
730-2		r aː						
739-2		pʰ l eˀ						
740-2		b a						
741-2		kʰ u k						
744-2		a						
743-2		h ɐ n						
746-2		pʰ u ŋ						
748-2		tʰ ə						
747-2		kʰ yː						
749-2		kʰ a n						
751-2		t ɔ̃ː						
762-2		m ɛ n						
764-2		h ɐ n						
765-2		dʑ i						
788-2		l u						
615-2		l a k						
803-2		s u						
802-2		j ɛ k						
808-2		b a						
809-2		tɕ i						
819-2		d u k						
821-2		s ə						
820-2		b a						
828-2		s a k						
827-2		h yː						
835-2		n y						
308-2		r yː						
844-2		z y						
848-2		m u						
705-2		l uː						
613-2		ə						
649-2		h ə k						
876-2		tɕ ɔ̃ː						
878-2		j ɔ ŋ						
889-2		h ɔ̃ː						
898-2		n y k						
902-2		h ɔ̃ː ŋ						
910-2		a n						
916-2		l ɛ						
919-2		r aː						
922-2		s i ŋ						
930-2		tɕʰ ɔ̃ː						
933-2		k ɛː						
939-2		r ɛ k						
947-2		j ɛ n						
948-2		n u						
963-2		z uː						
967-2		tɕʰ y k						
969-2		s						
970-2		k u k						
972-2		n ə						
731-2		m u						
973-2		dʑ i ŋ						
974-2		n a						
979-2		dʑ a						
182-2		kʰ yː						
993-2		n a						
994-2		j ɔ						
1001-2		s ɔ						
1002-2		d u						
1005-2		tɕʰ yː						
1009-2		kʰ øː						
1022-2		s						
1021-2		u ɔ k						
1043-2		j u ŋ						
1049-2		t ɛː						
1065-2		tɕʰ ɛ̃ĩ						
1068-2		j ɔ						
1077-2		l u ŋ						
1081-2		r ɔ̃ː ŋ						
1084-2		h i ŋ						
1092-2		m ə						
1091-2		tɕʰ yː						
1096-2		n ə						
1097-2		g iː						
1102-2		n ɛː						
1104-2		tʰ ɔ						
1108-2		tɕʰ a k						
552-2		dʑ uː						
1111-2		b a						
1116-2		s ɔ̃ː						
722-2		kʰ øː						
1141-2		j ɔ̃ː ŋ						
1147-2		b a						
1146-2		z ɐ̃ː						
1150-2		h ɐ ŋ						
1151-2		u ŋ						
1158-2		h ɐ k						
1159-2		pʰ ɔ̃ː						
1164-2		tʰ a						
1163-2		l uː						
1167-2		s a ŋ						
1171-2		l ɛː						
1177-2		z yː						
1187-2		kʰ						
1189-2		n i ŋ						
52-2		kʰ uː						
1195-2		z yː						
1203-2		tʰ y k						
1211-2		j ɔ						
329-2		r ɔ						
1217-2		m ə						
72-2		kʰ uː						
1218-2		tɕʰ i k						
1222-2		tɕʰ yː						
1229-2		dʑ ɐ m						
1238-2		d ɔ̃ː ŋ						
1249-2		m yː						
1252-2		j uː						
1254-2		n a						
1253-2		s ɔ ŋ						
1257-2		k						
1263-2		dʑ u						
1266-2		dʑ ɐ k						
584-2		t u ŋ						
7-2		j ɛ						
1191-2		l a ŋ						
18-2		dʑ i						
33-2		n a						
74-2		t a						
81-2		s a						
83-2		m ə k						
104-2		m ə						
123-2		tɕʰ ɛ						
122-2		kʰ u						
121-2		m						
154-2		tɕʰ ɛ						
161-2		kʰ yː						
170-2		g ɛ n						
91-2		a						
181-2		n uː						
186-2		dʑ u						
191-2		z ə						
211-2		b a						
210-2		kʰ ɔ̃ː						
217-2		k a						
221-2		n yː						
233-2		d u						
246-2		t yː						
252-2		tɕ ɛ n						
253-2		r a						
261-2		b a						
262-2		tɕ						
281-2		tɕ ɛ k						
287-2		l u						
288-2		l uː						
292-2		d i						
297-2		kʰ u k						
332-2		b uː						
342-2		ɔ						
358-2		j ɔ ŋ						
366-2		k ə						
378-2		tɕʰ ɛ						
382-2		m ɛ						
392-2		dʑ u k						
397-2		b a						
437-2		h ɛː						
444-2		pʰ l						
465-2		tɕʰ ɛ						
471-2		m ɐ ŋ						
477-2		d u						
478-2		r ɛ̃ĩː						
481-2		dʑ ɐ						
483-2		z a n						
500-2		m i ŋ						
511-2		kʰ						
525-2		tɕʰ yː						
542-2		dʑ u ŋ						
625-2		r u ŋ						
638-2		n u						
640-2		tɕʰ ɛ̃ː						
656-2		z y						
657-2		d u ŋ						
818-2		tʰ iː						
825-2		tʰ ə						
839-2		tɕʰ ɔ						
841-2		j						
932-2		s						
936-2		l ɛ						
943-2		pʰ a k						
965-2		d u ŋ						
981-2		d u						
1039-2		s a ŋ						
1044-2		u						
1076-2		kʰ						
1126-2		tʰ y n						
1131-2		pʰ ɐ						
1132-2		tɕʰ a						
1166-2		d a						
1175-2		n						
944-2		tʰ y ŋ						
1199-2		dʑ ɔ̃ː ŋ						
1228-2		r a k						
1256-2		tɕ u ŋ						
1282-2		d a						
1283-2		j ɔ						
32-2		dʑ u						
48-2		dʑ i						
78-2		l i ŋ						
77-2		z y						
82-2		pʰ y n						
103-2		s u ŋ						
113-2		b a						
116-2		m ɛ k						
10-2		a						
192-2		z eː						
198-2		tɕʰ a						
232-2		s a ŋ						
247-2		s						
282-2		s uː						
306-2		dʑ eː						
321-2		z						
352-2		tʰ a						
367-2		r						
368-2		i						
372-2		s						
373-2		tʰ ɔ ŋ						
439-2		j ɛː						
129-2		b yː						
390-2		tɕʰ ɔ̃ː						
399-2		h u ŋ						
826-2		m ə						
432-2		b						
438-2		m ə						
440-2		s						
476-2		z eː						
491-2		ɔ						
205-2		z yː						
513-2		s ə						
520-2		tʰ						
524-2		z						
151-2		l y ŋ						
572-2		l ɛː						
574-2		s						
583-2		tɕʰ yː						
597-2		z						
609-2		tɕʰ						
612-2		h ɐ						
166-2		l a k						
622-2		t ɛ						
667-2		dʑ u						
689-2		kʰ						
690-2		tɕ a n						
752-2		h ɐ						
755-2		n ə						
1-3			kʰ ɔ					
5-3			n a					
4-3			tʰ j					
6-3			n a ŋ					
15-3			dʑ i					
55-3			l ɔ					
56-3			a					
60-3			ɕ u					
61-3			kʰ u ŋ					
80-3			dʑ ɔ k					
87-3			tɕʰ a					
86-3			pʰ u ŋ					
92-3			pʰ u					
102-3			m ei					
106-3			pʰ u k					
108-3			d a					
107-3			pʰ a					
112-3			pʰ a m					
115-3			ɕ a					
114-3			t u ŋ					
120-3			d a					
124-3			a					
125-3			tʰ ɔ k					
132-3			ɕ a					
131-3			l i ŋ					
136-3			m u					
134-3			kʰ a k					
137-3			a					
138-3			d ɔ k					
140-3			h a					
143-3			tɕʰ a k					
145-3			tɕʰ a					
147-3			h a					
149-3			m i k					
153-3			ɕ a					
152-3			kʰ a n					
158-3			k i k					
163-3			l i					
164-3			ɲ i					
167-3			pʰ a ŋ					
171-3			n u ŋ					
172-3			b u k					
173-3			tʰ a s					
183-3			l ei					
185-3			m a					
188-3			kʰ ɔ					
189-3			ts i ŋ					
193-3			h a					
196-3			m a					
199-3			tɕʰ a					
200-3			kʰ a ŋ					
201-3			tɕʰ i					
202-3			kʰ a					
203-3			tʰ u ŋ					
204-3			b u					
206-3			n a m					
117-3			b u					
146-3			kʰ i s					
219-3			pʰ a					
218-3			tɕʰ u					
224-3			m a ŋ					
240-3			tɕʰ a k					
244-3			j a					
255-3			n a					
260-3			b a					
263-3			l u					
269-3			dʑ ɔ k					
271-3			tʰ a k					
209-3			kʰ i s					
277-3			m a					
278-3			b u ŋ					
135-3			d a					
284-3			m i					
797-3			a					
290-3			l i					
289-3			k i k					
296-3			n i					
310-3			ɕ a					
319-3			i					
325-3			l a					
327-3			tʰ j					
331-3			k u					
337-3			b a n					
338-3			l i ŋ					
339-3			ŋ					
350-3			kʰ u					
349-3			tʰ u ŋ					
357-3			tɕʰ u					
355-3			a					
363-3			m a					
361-3			tʰ j					
365-3			ɕ a					
364-3			dʑ ɔ					
375-3			l u k					
379-3			ɕ ɛ t					
380-3			kʰ a					
396-3			j u					
400-3			m a					
405-3			d a ŋ					
404-3			ɕ u m					
409-3			l i k					
410-3			i a					
415-3			b a					
416-3			b a					
101-3			n a					
37-3			kʰ a					
424-3			pʰ u					
434-3			tɕʰ ɛ n					
445-3			p					
446-3			ɕ i					
451-3			t a					
457-3			n a m					
456-3			b u					
464-3			pʰ u ŋ					
473-3			tɕʰ i					
474-3			ɔ ŋ					
479-3			ɕ i ŋ					
489-3			j ɔ					
490-3			h a					
494-3			ɕ a					
503-3			kʰ u					
502-3			z a ŋ					
235-3			l u ŋ					
519-3			l i					
523-3			u ɔ					
527-3			kʰ ɛ ŋ					
538-3			ɕ a					
544-3			j a m					
850-3			a					
554-3			dʑ a					
553-3			l i ŋ					
558-3			kʰ a ŋ					
561-3			ɕ a					
562-3			p a					
564-3			j a					
567-3			m a					
570-3			pʰ u					
575-3			ai					
582-3			l a					
585-3			ɔ					
589-3			kʰ ɔ m					
593-3			d a n					
594-3			l a					
595-3			tʰ a					
596-3			n a					
598-3			ʑ ɔ					
599-3			d i l					
602-3			ʑ ɛ					
603-3			l a					
606-3			ɕ ɔ					
605-3			b a					
620-3			l ei					
637-3			pʰ a k					
639-3			dʑ u					
645-3			kʰ ɔ k					
646-3			l ɛ ŋ					
168-3			h ɛ k					
658-3			h a ŋ					
665-3			pʰ a					
668-3			h a					
677-3			t a ŋ					
75-3			k u ŋ					
678-3			ɕ a					
682-3			m a n					
493-3			ʑ i					
693-3			ɕ a					
694-3			m a					
702-3			ts i m					
704-3			m a					
176-3			l a					
709-3			ɕ					
710-3			t ɔ					
714-3			m a					
718-3			kʰ a					
719-3			tɕʰ a ŋ					
22-3			m i					
723-3			ts i ŋ					
726-3			dʑ ɛ ŋ					
729-3			b u					
730-3			l i					
739-3			pʰ u					
740-3			b a					
741-3			kʰ ɔ k					
744-3			a					
743-3			h a ŋ					
746-3			pʰ u ŋ					
748-3			tʰ j					
747-3			kʰ u					
749-3			kʰ ɛ n					
751-3			t a					
762-3			m ɛ n					
764-3			h a n					
765-3			dʑ i					
788-3			l a					
615-3			l a k					
803-3			ɕ u					
802-3			w a k					
808-3			b a					
809-3			ts i					
819-3			d u k					
821-3			ɕ a					
820-3			b ɔ					
828-3			ɕ a k					
827-3			p u					
835-3			n a					
308-3			l u					
844-3			ʑ i					
848-3			m a					
705-3			l a					
613-3			i					
649-3			h ɛ k					
876-3			ts a					
878-3			j u ŋ					
889-3			h a					
898-3			n u k					
902-3			h a ŋ					
910-3			a n					
916-3			l i					
919-3			l ei					
922-3			ɕ i k					
930-3			tɕʰ u					
933-3			k i					
939-3			l ɛ k					
947-3			w a n					
948-3			n u					
963-3			ʑ a					
967-3			tɕʰ u k					
969-3			ɕ a					
970-3			k u k					
972-3			n i					
731-3			m i					
973-3			dʑ i ŋ					
974-3			n a					
979-3			tɕ a n					
182-3			kʰ u					
993-3			n i					
994-3			j i					
1001-3			ɕ ɔ					
1002-3			d u					
1005-3			tɕʰ u					
1009-3			kʰ u					
1022-3			ɕ a					
1021-3			j ɔ k					
1043-3			w ɔ ŋ					
1049-3			t ei					
1065-3			kʰ i ŋ					
1068-3			j ui					
1077-3			l u ŋ					
1081-3			l a ŋ					
1084-3			h i ŋ					
1092-3			m a					
1091-3			tɕʰ i					
1096-3			n i					
1097-3			g u					
1102-3			ɲ ui					
1104-3			tʰ a s					
1108-3			tɕʰ a k					
552-3			dʑ a					
1111-3			b u					
1116-3			ɕ a					
722-3			kʰ u					
1141-3			j a ŋ					
1147-3			b a					
1146-3			ʑ i p					
1150-3			h a ŋ					
1151-3			u ŋ ŋ					
1158-3			h a k					
1159-3			pʰ a					
1164-3			tʰ a					
1163-3			l a					
1167-3			ɕ a ŋ					
1171-3			l ei					
1177-3			ʑ u					
1187-3			kʰ u					
1189-3			n i k					
52-3			kʰ a					
1195-3			ʑ i					
1203-3			tʰ u k					
1211-3			j u					
329-3			l a					
1217-3			m a					
72-3			kʰ a					
1218-3			tɕʰ i k					
1222-3			tɕʰ i					
1229-3			dʑ ɔ ŋ					
1238-3			d a ŋ					
1249-3			m i					
1252-3			j a					
1254-3			n i					
1253-3			ɕ ɔ m					
1257-3			k u					
1263-3			dʑ a					
1266-3			dʑ a k					
584-3			t ɔ ŋ					
7-3			w ui					
1191-3			l a ŋ					
13-3			tɕʰ a					
18-3			dʑ i					
33-3			n					
74-3			t a					
83-3			m i k					
89-3			tʰ ɔ ŋ					
90-3			ʑ ɔ					
104-3			m a					
123-3			tɕʰ i					
122-3			kʰ u					
121-3			m a					
154-3			tɕʰ u					
159-3			ɕ a					
161-3			tɕʰ i					
170-3			dʑ ɔ t					
91-3			a					
181-3			n a					
191-3			ɕ a					
211-3			b a					
210-3			kʰ a					
217-3			k a					
233-3			d u					
246-3			t ɔ					
252-3			ts ɛ n					
253-3			l a m					
261-3			b u					
262-3			i u					
292-3			d i					
297-3			kʰ u k					
311-3			k i					
332-3			b a					
342-3			ɔ					
358-3			j ɔ ŋ					
378-3			tɕʰ a					
382-3			m i					
397-3			p u					
437-3			h i					
444-3			pʰ u					
465-3			tɕʰ i					
471-3			m ɔ					
477-3			d a					
478-3			l u					
483-3			z a n					
500-3			m i ŋ					
511-3			kʰ u					
525-3			tɕʰ i					
625-3			l u ŋ					
638-3			n u					
640-3			ɕ i					
659-3			d a					
711-3			tɕʰ u					
745-3			n i					
818-3			tʰ j					
825-3			tʰ j					
841-3			j					
894-3			b u					
932-3			ɕ a					
936-3			l a					
943-3			pʰ a k					
981-3			d u					
1039-3			ɕ u ŋ					
1044-3			u					
1076-3			kʰ ɔ					
1131-3			pʰ a					
1166-3			d ɛ					
1175-3			n i					
944-3			tʰ ɔ ŋ					
1199-3			dʑ a ŋ					
1228-3			l a k					
1256-3			tɕ ɔ ŋ					
1282-3			d u					
1283-3			j u					
30-3			m a					
32-3			p i					
48-3			dʑ i					
59-3			m a					
68-3			a					
69-3			h a ŋ					
82-3			pʰ u t					
88-3			ʑ i k					
100-3			ʑ ɔ					
113-3			b a					
116-3			m a k					
142-3			z i k					
155-3			kʰ a ŋ					
268-3			tɕʰ i					
285-3			tɕʰ a m					
315-3			l ei					
318-3			j u					
352-3			tʰ a					
406-3			l a					
421-3			j a t					
436-3			d i					
515-3			b u					
516-3			l ɔ					
524-3			ʑ ɔ m					
545-3			pʰ u					
566-3			k a k					
579-3			tɕʰ ɔ					
587-3			ts ɔ					
597-3			ʑ a					
609-3			tɕʰ i k					
166-3			l a k					
644-3			j u ŋ					
733-3			tʰ u ŋ					
738-3			tɕʰ i t					
755-3			n i n					
1-4				g ə				
5-4				n a				
4-4				tʰ i k				
6-4				n a ŋ				
15-4				ɖʐ i				
55-4				l a				
56-4				a				
60-4				s i				
61-4				kʰ u ŋ				
80-4				ɖʐ u k				
87-4				tɕʰ a				
86-4				pʰ l u				
92-4				pʰ l a				
102-4				m a				
106-4				pʰ u k				
108-4				d u				
107-4				pʰ l a				
112-4				pʰ ɐ				
115-4				s				
114-4				tʰ y ŋ				
120-4				d u				
124-4				a				
125-4				tʰ ɔ k				
132-4				s ə				
131-4				r i				
136-4				m a				
134-4				kʰ a k				
137-4				a				
138-4				d ɔ k				
140-4				f uː				
143-4				tɕʰ a k				
145-4				tɕʰ ai				
147-4				f aː				
149-4				m i k				
153-4				s uː				
152-4				kʰ ai n				
158-4				kʰ i k				
163-4				l i				
164-4				n yː				
167-4				p ɐ ŋ				
171-4				n y ŋ				
