index	index_p	rindex	rindex_p	cogid	id_Albanian	segment_Albanian	segment_Albanian_L1	segment_Albanian_L2	segment_Albanian_L3	segment_Albanian_R1	segment_Albanian_R2	segment_Albanian_R3	SC_Albanian	SC_Albanian_L1	SC_Albanian_L2	SC_Albanian_L3	SC_Albanian_R1	SC_Albanian_R2	SC_Albanian_R3	PROSODY_Albanian	PROSODY_Albanian_L1	PROSODY_Albanian_L2	PROSODY_Albanian_L3	PROSODY_Albanian_R1	PROSODY_Albanian_R2	PROSODY_Albanian_R3	id_English	segment_English	segment_English_L1	segment_English_L2	segment_English_L3	segment_English_R1	segment_English_R2	segment_English_R3	SC_English	SC_English_L1	SC_English_L2	SC_English_L3	SC_English_R1	SC_English_R2	SC_English_R3	PROSODY_English	PROSODY_English_L1	PROSODY_English_L2	PROSODY_English_L3	PROSODY_English_R1	PROSODY_English_R2	PROSODY_English_R3	id_French	segment_French	segment_French_L1	segment_French_L2	segment_French_L3	segment_French_R1	segment_French_R2	segment_French_R3	SC_French	SC_French_L1	SC_French_L2	SC_French_L3	SC_French_R1	SC_French_R2	SC_French_R3	PROSODY_French	PROSODY_French_L1	PROSODY_French_L2	PROSODY_French_L3	PROSODY_French_R1	PROSODY_French_R2	PROSODY_French_R3	id_German	segment_German	segment_German_L1	segment_German_L2	segment_German_L3	segment_German_R1	segment_German_R2	segment_German_R3	SC_German	SC_German_L1	SC_German_L2	SC_German_L3	SC_German_R1	SC_German_R2	SC_German_R3	PROSODY_German	PROSODY_German_L1	PROSODY_German_L2	PROSODY_German_L3	PROSODY_German_R1	PROSODY_German_R2	PROSODY_German_R3	id_Latin	segment_Latin	segment_Latin_L1	segment_Latin_L2	segment_Latin_L3	segment_Latin_R1	segment_Latin_R2	segment_Latin_R3	SC_Latin	SC_Latin_L1	SC_Latin_L2	SC_Latin_L3	SC_Latin_R1	SC_Latin_R2	SC_Latin_R3	PROSODY_Latin	PROSODY_Latin_L1	PROSODY_Latin_L2	PROSODY_Latin_L3	PROSODY_Latin_R1	PROSODY_Latin_R2	PROSODY_Latin_R3
4	0.8000	2	0.4000	150																																													17	d	-	ɑ̃	f	-	∅	∅	T	_	A	B	_	∅	∅	1	0	7	3	0	∅	∅																							18	d	n	i	f	e	∅	∅	T	N	I	B	E	∅	∅	1	4	7	3	7	∅	∅
5	1.0000	1	0.2000	150																																													17	-	d	-	ɑ̃	∅	∅	∅	_	T	_	A	∅	∅	∅	0	1	0	7	∅	∅	∅																							18	e	d	n	i	∅	∅	∅	E	T	N	I	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.2500	4	1.0000	155																							19	s	∅	∅	∅	w	ɪ	m	S	∅	∅	∅	W	I	M	3	∅	∅	∅	6	7	4																							20	ʃ	∅	∅	∅	v	i	m	S	∅	∅	∅	B	I	M	3	∅	∅	∅	3	7	4																						
2	0.5000	3	0.7500	155																							19	w	s	∅	∅	ɪ	m	∅	W	S	∅	∅	I	M	∅	6	3	∅	∅	7	4	∅																							20	v	ʃ	∅	∅	i	m	∅	B	S	∅	∅	I	M	∅	3	3	∅	∅	7	4	∅																						
3	0.7500	2	0.5000	155																							19	ɪ	w	s	∅	m	∅	∅	I	W	S	∅	M	∅	∅	7	6	3	∅	4	∅	∅																							20	i	v	ʃ	∅	m	∅	∅	I	B	S	∅	M	∅	∅	7	3	3	∅	4	∅	∅																						
4	1.0000	1	0.2500	155																							19	m	ɪ	w	s	∅	∅	∅	M	I	W	S	∅	∅	∅	4	7	6	3	∅	∅	∅																							20	m	i	v	ʃ	∅	∅	∅	M	I	B	S	∅	∅	∅	4	7	3	3	∅	∅	∅																						
1	0.2500	4	1.0000	158	21	n	∅	∅	∅	o	t	o	N	∅	∅	∅	U	T	U	4	∅	∅	∅	7	1	7																																																																			22	n	∅	∅	∅	aː	-	-	N	∅	∅	∅	A	_	_	4	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	158	21	o	n	∅	∅	t	o	∅	U	N	∅	∅	T	U	∅	7	4	∅	∅	1	7	∅																																																																			22	aː	n	∅	∅	-	-	∅	A	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅
3	0.7500	2	0.5000	158	21	t	o	n	∅	o	∅	∅	T	U	N	∅	U	∅	∅	1	7	4	∅	7	∅	∅																																																																			22	-	aː	n	∅	-	∅	∅	_	A	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅
4	1.0000	1	0.2500	158	21	o	t	o	n	∅	∅	∅	U	T	U	N	∅	∅	∅	7	1	7	4	∅	∅	∅																																																																			22	-	-	aː	n	∅	∅	∅	_	_	A	N	∅	∅	∅	0	0	7	4	∅	∅	∅
1	0.3333	3	1.0000	167																							23	g	∅	∅	∅	ʊ	d	∅	K	∅	∅	∅	Y	T	∅	1	∅	∅	∅	7	1	∅																							24	g	∅	∅	∅	uː	t	∅	K	∅	∅	∅	Y	T	∅	1	∅	∅	∅	7	1	∅																						
2	0.6667	2	0.6667	167																							23	ʊ	g	∅	∅	d	∅	∅	Y	K	∅	∅	T	∅	∅	7	1	∅	∅	1	∅	∅																							24	uː	g	∅	∅	t	∅	∅	Y	K	∅	∅	T	∅	∅	7	1	∅	∅	1	∅	∅																						
3	1.0000	1	0.3333	167																							23	d	ʊ	g	∅	∅	∅	∅	T	Y	K	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅																							24	t	uː	g	∅	∅	∅	∅	T	Y	K	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅																						
1	0.2500	4	1.0000	168																																													25	b	∅	∅	∅	ɔ	n	-	P	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0																							26	b	∅	∅	∅	o	n	o	P	∅	∅	∅	U	N	U	1	∅	∅	∅	7	4	7
2	0.5000	3	0.7500	168																																													25	ɔ	b	∅	∅	n	-	∅	U	P	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							26	o	b	∅	∅	n	o	∅	U	P	∅	∅	N	U	∅	7	1	∅	∅	4	7	∅
3	0.7500	2	0.5000	168																																													25	n	ɔ	b	∅	-	∅	∅	N	U	P	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							26	n	o	b	∅	o	∅	∅	N	U	P	∅	U	∅	∅	4	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	168																																													25	-	n	ɔ	b	∅	∅	∅	_	N	U	P	∅	∅	∅	0	4	7	1	∅	∅	∅																							26	o	n	o	b	∅	∅	∅	U	N	U	P	∅	∅	∅	7	4	7	1	∅	∅	∅
1	0.3333	3	1.0000	181																							27	w	∅	∅	∅	ai	d	∅	W	∅	∅	∅	A	T	∅	6	∅	∅	∅	7	1	∅																							28	v	∅	∅	∅	ai	t	∅	B	∅	∅	∅	A	T	∅	3	∅	∅	∅	7	1	∅																						
2	0.6667	2	0.6667	181																							27	ai	w	∅	∅	d	∅	∅	A	W	∅	∅	T	∅	∅	7	6	∅	∅	1	∅	∅																							28	ai	v	∅	∅	t	∅	∅	A	B	∅	∅	T	∅	∅	7	3	∅	∅	1	∅	∅																						
3	1.0000	1	0.3333	181																							27	d	ai	w	∅	∅	∅	∅	T	A	W	∅	∅	∅	∅	1	7	6	∅	∅	∅	∅																							28	t	ai	v	∅	∅	∅	∅	T	A	B	∅	∅	∅	∅	1	7	3	∅	∅	∅	∅																						
1	0.3333	3	1.0000	220																							29	f	∅	∅	∅	ɔ	l	∅	B	∅	∅	∅	U	L	∅	3	∅	∅	∅	7	5	∅																							30	f	∅	∅	∅	a	l	∅	B	∅	∅	∅	A	L	∅	3	∅	∅	∅	7	5	∅																						
2	0.6667	2	0.6667	220																							29	ɔ	f	∅	∅	l	∅	∅	U	B	∅	∅	L	∅	∅	7	3	∅	∅	5	∅	∅																							30	a	f	∅	∅	l	∅	∅	A	B	∅	∅	L	∅	∅	7	3	∅	∅	5	∅	∅																						
3	1.0000	1	0.3333	220																							29	l	ɔ	f	∅	∅	∅	∅	L	U	B	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																							30	l	a	f	∅	∅	∅	∅	L	A	B	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																						
1	0.2500	4	1.0000	257																																													31	m	∅	∅	∅	œ	r	-	M	∅	∅	∅	U	R	_	4	∅	∅	∅	7	5	0																							32	m	∅	∅	∅	o	r	iː	M	∅	∅	∅	U	R	I	4	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	257																																													31	œ	m	∅	∅	r	-	∅	U	M	∅	∅	R	_	∅	7	4	∅	∅	5	0	∅																							32	o	m	∅	∅	r	iː	∅	U	M	∅	∅	R	I	∅	7	4	∅	∅	5	7	∅
3	0.7500	2	0.5000	257																																													31	r	œ	m	∅	-	∅	∅	R	U	M	∅	_	∅	∅	5	7	4	∅	0	∅	∅																							32	r	o	m	∅	iː	∅	∅	R	U	M	∅	I	∅	∅	5	7	4	∅	7	∅	∅
4	1.0000	1	0.2500	257																																													31	-	r	œ	m	∅	∅	∅	_	R	U	M	∅	∅	∅	0	5	7	4	∅	∅	∅																							32	iː	r	o	m	∅	∅	∅	I	R	U	M	∅	∅	∅	7	5	7	4	∅	∅	∅
1	0.1667	6	1.0000	309																																													33	f	∅	∅	∅	l	ø	v	B	∅	∅	∅	L	U	B	3	∅	∅	∅	5	7	3																							34	f	∅	∅	∅	l	uː	m	B	∅	∅	∅	L	Y	M	3	∅	∅	∅	5	7	4
2	0.3333	5	0.8333	309																																													33	l	f	∅	∅	ø	v	-	L	B	∅	∅	U	B	_	5	3	∅	∅	7	3	0																							34	l	f	∅	∅	uː	m	i	L	B	∅	∅	Y	M	I	5	3	∅	∅	7	4	7
3	0.5000	4	0.6667	309																																													33	ø	l	f	∅	v	-	-	U	L	B	∅	B	_	_	7	5	3	∅	3	0	0																							34	uː	l	f	∅	m	i	n	Y	L	B	∅	M	I	N	7	5	3	∅	4	7	4
4	0.6667	3	0.5000	309																																													33	v	ø	l	f	-	-	∅	B	U	L	B	_	_	∅	3	7	5	3	0	0	∅																							34	m	uː	l	f	i	n	∅	M	Y	L	B	I	N	∅	4	7	5	3	7	4	∅
5	0.8333	2	0.3333	309																																													33	-	v	ø	l	-	∅	∅	_	B	U	L	_	∅	∅	0	3	7	5	0	∅	∅																							34	i	m	uː	l	n	∅	∅	I	M	Y	L	N	∅	∅	7	4	7	5	4	∅	∅
6	1.0000	1	0.1667	309																																													33	-	-	v	ø	∅	∅	∅	_	_	B	U	∅	∅	∅	0	0	3	7	∅	∅	∅																							34	n	i	m	uː	∅	∅	∅	N	I	M	Y	∅	∅	∅	4	7	4	7	∅	∅	∅
1	0.1667	6	1.0000	321																																													35	m	∅	∅	∅	a	r	i	M	∅	∅	∅	A	R	I	4	∅	∅	∅	7	5	7																							36	m	∅	∅	∅	a	r	iː	M	∅	∅	∅	A	R	I	4	∅	∅	∅	7	5	7
2	0.3333	5	0.8333	321																																													35	a	m	∅	∅	r	i	-	A	M	∅	∅	R	I	_	7	4	∅	∅	5	7	0																							36	a	m	∅	∅	r	iː	t	A	M	∅	∅	R	I	T	7	4	∅	∅	5	7	1
3	0.5000	4	0.6667	321																																													35	r	a	m	∅	i	-	-	R	A	M	∅	I	_	_	5	7	4	∅	7	0	0																							36	r	a	m	∅	iː	t	o	R	A	M	∅	I	T	U	5	7	4	∅	7	1	7
4	0.6667	3	0.5000	321																																													35	i	r	a	m	-	-	∅	I	R	A	M	_	_	∅	7	5	7	4	0	0	∅																							36	iː	r	a	m	t	o	∅	I	R	A	M	T	U	∅	7	5	7	4	1	7	∅
5	0.8333	2	0.3333	321																																													35	-	i	r	a	-	∅	∅	_	I	R	A	_	∅	∅	0	7	5	7	0	∅	∅																							36	t	iː	r	a	o	∅	∅	T	I	R	A	U	∅	∅	1	7	5	7	7	∅	∅
6	1.0000	1	0.1667	321																																													35	-	-	i	r	∅	∅	∅	_	_	I	R	∅	∅	∅	0	0	7	5	∅	∅	∅																							36	o	t	iː	r	∅	∅	∅	U	T	I	R	∅	∅	∅	7	1	7	5	∅	∅	∅
1	0.3333	3	1.0000	342																							37	o	∅	∅	∅	l	d	∅	U	∅	∅	∅	L	T	∅	7	∅	∅	∅	5	1	∅																							38	a	∅	∅	∅	l	t	∅	A	∅	∅	∅	L	T	∅	7	∅	∅	∅	5	1	∅																						
2	0.6667	2	0.6667	342																							37	l	o	∅	∅	d	∅	∅	L	U	∅	∅	T	∅	∅	5	7	∅	∅	1	∅	∅																							38	l	a	∅	∅	t	∅	∅	L	A	∅	∅	T	∅	∅	5	7	∅	∅	1	∅	∅																						
3	1.0000	1	0.3333	342																							37	d	l	o	∅	∅	∅	∅	T	L	U	∅	∅	∅	∅	1	5	7	∅	∅	∅	∅																							38	t	l	a	∅	∅	∅	∅	T	L	A	∅	∅	∅	∅	1	5	7	∅	∅	∅	∅																						
1	0.2000	5	1.0000	348																																													39	a	∅	∅	∅	r	b	-	A	∅	∅	∅	R	P	_	7	∅	∅	∅	5	1	0																							40	a	∅	∅	∅	r	b	o	A	∅	∅	∅	R	P	U	7	∅	∅	∅	5	1	7
2	0.4000	4	0.8000	348																																													39	r	a	∅	∅	b	-	r	R	A	∅	∅	P	_	R	5	7	∅	∅	1	0	5																							40	r	a	∅	∅	b	o	s	R	A	∅	∅	P	U	S	5	7	∅	∅	1	7	3
3	0.6000	3	0.6000	348																																													39	b	r	a	∅	-	r	∅	P	R	A	∅	_	R	∅	1	5	7	∅	0	5	∅																							40	b	r	a	∅	o	s	∅	P	R	A	∅	U	S	∅	1	5	7	∅	7	3	∅
4	0.8000	2	0.4000	348																																													39	-	b	r	a	r	∅	∅	_	P	R	A	R	∅	∅	0	1	5	7	5	∅	∅																							40	o	b	r	a	s	∅	∅	U	P	R	A	S	∅	∅	7	1	5	7	3	∅	∅
5	1.0000	1	0.2000	348																																													39	r	-	b	r	∅	∅	∅	R	_	P	R	∅	∅	∅	5	0	1	5	∅	∅	∅																							40	s	o	b	r	∅	∅	∅	S	U	P	R	∅	∅	∅	3	7	1	5	∅	∅	∅
1	0.2500	4	1.0000	349	41	d	∅	∅	∅	r	u	r	T	∅	∅	∅	R	Y	R	1	∅	∅	∅	5	7	5	42	t	∅	∅	∅	r	i	-	T	∅	∅	∅	R	I	_	1	∅	∅	∅	5	7	0																																																																		
2	0.5000	3	0.7500	349	41	r	d	∅	∅	u	r	∅	R	T	∅	∅	Y	R	∅	5	1	∅	∅	7	5	∅	42	r	t	∅	∅	i	-	∅	R	T	∅	∅	I	_	∅	5	1	∅	∅	7	0	∅																																																																		
3	0.7500	2	0.5000	349	41	u	r	d	∅	r	∅	∅	Y	R	T	∅	R	∅	∅	7	5	1	∅	5	∅	∅	42	i	r	t	∅	-	∅	∅	I	R	T	∅	_	∅	∅	7	5	1	∅	0	∅	∅																																																																		
4	1.0000	1	0.2500	349	41	r	u	r	d	∅	∅	∅	R	Y	R	T	∅	∅	∅	5	7	5	1	∅	∅	∅	42	-	i	r	t	∅	∅	∅	_	I	R	T	∅	∅	∅	0	7	5	1	∅	∅	∅																																																																		
1	0.2500	4	1.0000	373																							43	f	∅	∅	∅	r	i	z	B	∅	∅	∅	R	I	S	3	∅	∅	∅	5	7	3																							44	f	∅	∅	∅	r	iː	r	B	∅	∅	∅	R	I	R	3	∅	∅	∅	5	7	5																						
2	0.5000	3	0.7500	373																							43	r	f	∅	∅	i	z	∅	R	B	∅	∅	I	S	∅	5	3	∅	∅	7	3	∅																							44	r	f	∅	∅	iː	r	∅	R	B	∅	∅	I	R	∅	5	3	∅	∅	7	5	∅																						
3	0.7500	2	0.5000	373																							43	i	r	f	∅	z	∅	∅	I	R	B	∅	S	∅	∅	7	5	3	∅	3	∅	∅																							44	iː	r	f	∅	r	∅	∅	I	R	B	∅	R	∅	∅	7	5	3	∅	5	∅	∅																						
