index	index_p	rindex	rindex_p	cogid	id_Albanian	segment_Albanian	segment_Albanian_L1	segment_Albanian_L2	segment_Albanian_L3	segment_Albanian_R1	segment_Albanian_R2	segment_Albanian_R3	SC_Albanian	SC_Albanian_L1	SC_Albanian_L2	SC_Albanian_L3	SC_Albanian_R1	SC_Albanian_R2	SC_Albanian_R3	PROSODY_Albanian	PROSODY_Albanian_L1	PROSODY_Albanian_L2	PROSODY_Albanian_L3	PROSODY_Albanian_R1	PROSODY_Albanian_R2	PROSODY_Albanian_R3	id_English	segment_English	segment_English_L1	segment_English_L2	segment_English_L3	segment_English_R1	segment_English_R2	segment_English_R3	SC_English	SC_English_L1	SC_English_L2	SC_English_L3	SC_English_R1	SC_English_R2	SC_English_R3	PROSODY_English	PROSODY_English_L1	PROSODY_English_L2	PROSODY_English_L3	PROSODY_English_R1	PROSODY_English_R2	PROSODY_English_R3	id_French	segment_French	segment_French_L1	segment_French_L2	segment_French_L3	segment_French_R1	segment_French_R2	segment_French_R3	SC_French	SC_French_L1	SC_French_L2	SC_French_L3	SC_French_R1	SC_French_R2	SC_French_R3	PROSODY_French	PROSODY_French_L1	PROSODY_French_L2	PROSODY_French_L3	PROSODY_French_R1	PROSODY_French_R2	PROSODY_French_R3	id_German	segment_German	segment_German_L1	segment_German_L2	segment_German_L3	segment_German_R1	segment_German_R2	segment_German_R3	SC_German	SC_German_L1	SC_German_L2	SC_German_L3	SC_German_R1	SC_German_R2	SC_German_R3	PROSODY_German	PROSODY_German_L1	PROSODY_German_L2	PROSODY_German_L3	PROSODY_German_R1	PROSODY_German_R2	PROSODY_German_R3	id_Latin	segment_Latin	segment_Latin_L1	segment_Latin_L2	segment_Latin_L3	segment_Latin_R1	segment_Latin_R2	segment_Latin_R3	SC_Latin	SC_Latin_L1	SC_Latin_L2	SC_Latin_L3	SC_Latin_R1	SC_Latin_R2	SC_Latin_R3	PROSODY_Latin	PROSODY_Latin_L1	PROSODY_Latin_L2	PROSODY_Latin_L3	PROSODY_Latin_R1	PROSODY_Latin_R2	PROSODY_Latin_R3
4	1.0000	1	0.2500	123																																													17	-	-	ø	k	∅	∅	∅	_	_	U	K	∅	∅	∅	0	0	7	1	∅	∅	∅																							18	a	d	au	k	∅	∅	∅	A	T	A	K	∅	∅	∅	7	1	7	1	∅	∅	∅
1	0.1667	6	1.0000	149																							19	s	∅	∅	∅	p	-	l	S	∅	∅	∅	P	_	L	3	∅	∅	∅	1	0	5																							20	ʃ	∅	∅	∅	p	a	l	S	∅	∅	∅	P	A	L	3	∅	∅	∅	1	7	5																						
2	0.3333	5	0.8333	149																							19	p	s	∅	∅	-	l	ɪi	P	S	∅	∅	_	L	I	1	3	∅	∅	0	5	7																							20	p	ʃ	∅	∅	a	l	-	P	S	∅	∅	A	L	_	1	3	∅	∅	7	5	0																						
3	0.5000	4	0.6667	149																							19	-	p	s	∅	l	ɪi	t	_	P	S	∅	L	I	T	0	1	3	∅	5	7	1																							20	a	p	ʃ	∅	l	-	t	A	P	S	∅	L	_	T	7	1	3	∅	5	0	1																						
4	0.6667	3	0.5000	149																							19	l	-	p	s	ɪi	t	∅	L	_	P	S	I	T	∅	5	0	1	3	7	1	∅																							20	l	a	p	ʃ	-	t	∅	L	A	P	S	_	T	∅	5	7	1	3	0	1	∅																						
5	0.8333	2	0.3333	149																							19	ɪi	l	-	p	t	∅	∅	I	L	_	P	T	∅	∅	7	5	0	1	1	∅	∅																							20	-	l	a	p	t	∅	∅	_	L	A	P	T	∅	∅	0	5	7	1	1	∅	∅																						
6	1.0000	1	0.1667	149																							19	t	ɪi	l	-	∅	∅	∅	T	I	L	_	∅	∅	∅	1	7	5	0	∅	∅	∅																							20	t	-	l	a	∅	∅	∅	T	_	L	A	∅	∅	∅	1	0	5	7	∅	∅	∅																						
1	0.2000	5	1.0000	150																																													21	f	∅	∅	∅	ɑ̃	-	d	B	∅	∅	∅	A	_	T	3	∅	∅	∅	7	0	1																							22	f	∅	∅	∅	i	n	d	B	∅	∅	∅	I	N	T	3	∅	∅	∅	7	4	1
2	0.4000	4	0.8000	150																																													21	ɑ̃	f	∅	∅	-	d	-	A	B	∅	∅	_	T	_	7	3	∅	∅	0	1	0																							22	i	f	∅	∅	n	d	e	I	B	∅	∅	N	T	E	7	3	∅	∅	4	1	7
3	0.6000	3	0.6000	150																																													21	-	ɑ̃	f	∅	d	-	∅	_	A	B	∅	T	_	∅	0	7	3	∅	1	0	∅																							22	n	i	f	∅	d	e	∅	N	I	B	∅	T	E	∅	4	7	3	∅	1	7	∅
4	0.8000	2	0.4000	150																																													21	d	-	ɑ̃	f	-	∅	∅	T	_	A	B	_	∅	∅	1	0	7	3	0	∅	∅																							22	d	n	i	f	e	∅	∅	T	N	I	B	E	∅	∅	1	4	7	3	7	∅	∅
5	1.0000	1	0.2000	150																																													21	-	d	-	ɑ̃	∅	∅	∅	_	T	_	A	∅	∅	∅	0	1	0	7	∅	∅	∅																							22	e	d	n	i	∅	∅	∅	E	T	N	I	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.2500	4	1.0000	155																							23	s	∅	∅	∅	w	ɪ	m	S	∅	∅	∅	W	I	M	3	∅	∅	∅	6	7	4																							24	ʃ	∅	∅	∅	v	i	m	S	∅	∅	∅	B	I	M	3	∅	∅	∅	3	7	4																						
2	0.5000	3	0.7500	155																							23	w	s	∅	∅	ɪ	m	∅	W	S	∅	∅	I	M	∅	6	3	∅	∅	7	4	∅																							24	v	ʃ	∅	∅	i	m	∅	B	S	∅	∅	I	M	∅	3	3	∅	∅	7	4	∅																						
3	0.7500	2	0.5000	155																							23	ɪ	w	s	∅	m	∅	∅	I	W	S	∅	M	∅	∅	7	6	3	∅	4	∅	∅																							24	i	v	ʃ	∅	m	∅	∅	I	B	S	∅	M	∅	∅	7	3	3	∅	4	∅	∅																						
4	1.0000	1	0.2500	155																							23	m	ɪ	w	s	∅	∅	∅	M	I	W	S	∅	∅	∅	4	7	6	3	∅	∅	∅																							24	m	i	v	ʃ	∅	∅	∅	M	I	B	S	∅	∅	∅	4	7	3	3	∅	∅	∅																						
1	0.2500	4	1.0000	158	25	n	∅	∅	∅	o	t	o	N	∅	∅	∅	U	T	U	4	∅	∅	∅	7	1	7																																																																			26	n	∅	∅	∅	aː	-	-	N	∅	∅	∅	A	_	_	4	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	158	25	o	n	∅	∅	t	o	∅	U	N	∅	∅	T	U	∅	7	4	∅	∅	1	7	∅																																																																			26	aː	n	∅	∅	-	-	∅	A	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅
3	0.7500	2	0.5000	158	25	t	o	n	∅	o	∅	∅	T	U	N	∅	U	∅	∅	1	7	4	∅	7	∅	∅																																																																			26	-	aː	n	∅	-	∅	∅	_	A	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅
4	1.0000	1	0.2500	158	25	o	t	o	n	∅	∅	∅	U	T	U	N	∅	∅	∅	7	1	7	4	∅	∅	∅																																																																			26	-	-	aː	n	∅	∅	∅	_	_	A	N	∅	∅	∅	0	0	7	4	∅	∅	∅
1	0.2000	5	1.0000	162																							27	k	∅	∅	∅	au	n	t	K	∅	∅	∅	A	N	T	1	∅	∅	∅	7	4	1	28	k	∅	∅	∅	ɔ̃	-	t	K	∅	∅	∅	U	_	T	1	∅	∅	∅	7	0	1																																												
2	0.4000	4	0.8000	162																							27	au	k	∅	∅	n	t	-	A	K	∅	∅	N	T	_	7	1	∅	∅	4	1	0	28	ɔ̃	k	∅	∅	-	t	e	U	K	∅	∅	_	T	E	7	1	∅	∅	0	1	7																																												
3	0.6000	3	0.6000	162																							27	n	au	k	∅	t	-	∅	N	A	K	∅	T	_	∅	4	7	1	∅	1	0	∅	28	-	ɔ̃	k	∅	t	e	∅	_	U	K	∅	T	E	∅	0	7	1	∅	1	7	∅																																												
4	0.8000	2	0.4000	162																							27	t	n	au	k	-	∅	∅	T	N	A	K	_	∅	∅	1	4	7	1	0	∅	∅	28	t	-	ɔ̃	k	e	∅	∅	T	_	U	K	E	∅	∅	1	0	7	1	7	∅	∅																																												
5	1.0000	1	0.2000	162																							27	-	t	n	au	∅	∅	∅	_	T	N	A	∅	∅	∅	0	1	4	7	∅	∅	∅	28	e	t	-	ɔ̃	∅	∅	∅	E	T	_	U	∅	∅	∅	7	1	0	7	∅	∅	∅																																												
1	0.1250	8	1.0000	164	29	n	∅	∅	∅	u	m	ə	N	∅	∅	∅	Y	M	E	4	∅	∅	∅	7	4	7																																																																			30	n	∅	∅	∅	u	m	e	N	∅	∅	∅	Y	M	E	4	∅	∅	∅	7	4	7
2	0.2500	7	0.8750	164	29	u	n	∅	∅	m	ə	r	Y	N	∅	∅	M	E	R	7	4	∅	∅	4	7	5																																																																			30	u	n	∅	∅	m	e	r	Y	N	∅	∅	M	E	R	7	4	∅	∅	4	7	5
3	0.3750	6	0.7500	164	29	m	u	n	∅	ə	r	u	M	Y	N	∅	E	R	Y	4	7	4	∅	7	5	7																																																																			30	m	u	n	∅	e	r	-	M	Y	N	∅	E	R	_	4	7	4	∅	7	5	0
4	0.5000	5	0.6250	164	29	ə	m	u	n	r	u	a	E	M	Y	N	R	Y	A	7	4	7	4	5	7	7																																																																			30	e	m	u	n	r	-	aː	E	M	Y	N	R	_	A	7	4	7	4	5	0	7
5	0.6250	4	0.5000	164	29	r	ə	m	u	u	a	r	R	E	M	Y	Y	A	R	5	7	4	7	7	7	5																																																																			30	r	e	m	u	-	aː	-	R	E	M	Y	_	A	_	5	7	4	7	0	7	0
6	0.7500	3	0.3750	164	29	u	r	ə	m	a	r	∅	Y	R	E	M	A	R	∅	7	5	7	4	7	5	∅																																																																			30	-	r	e	m	aː	-	∅	_	R	E	M	A	_	∅	0	5	7	4	7	0	∅
7	0.8750	2	0.2500	164	29	a	u	r	ə	r	∅	∅	A	Y	R	E	R	∅	∅	7	7	5	7	5	∅	∅																																																																			30	aː	-	r	e	-	∅	∅	A	_	R	E	_	∅	∅	7	0	5	7	0	∅	∅
8	1.0000	1	0.1250	164	29	r	a	u	r	∅	∅	∅	R	A	Y	R	∅	∅	∅	5	7	7	5	∅	∅	∅																																																																			30	-	aː	-	r	∅	∅	∅	_	A	_	R	∅	∅	∅	0	7	0	5	∅	∅	∅
1	0.3333	3	1.0000	167																							31	g	∅	∅	∅	ʊ	d	∅	K	∅	∅	∅	Y	T	∅	1	∅	∅	∅	7	1	∅																							32	g	∅	∅	∅	uː	t	∅	K	∅	∅	∅	Y	T	∅	1	∅	∅	∅	7	1	∅																						
2	0.6667	2	0.6667	167																							31	ʊ	g	∅	∅	d	∅	∅	Y	K	∅	∅	T	∅	∅	7	1	∅	∅	1	∅	∅																							32	uː	g	∅	∅	t	∅	∅	Y	K	∅	∅	T	∅	∅	7	1	∅	∅	1	∅	∅																						
3	1.0000	1	0.3333	167																							31	d	ʊ	g	∅	∅	∅	∅	T	Y	K	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅																							32	t	uː	g	∅	∅	∅	∅	T	Y	K	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅																						
1	0.2500	4	1.0000	168																																													33	b	∅	∅	∅	ɔ	n	-	P	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0																							34	b	∅	∅	∅	o	n	o	P	∅	∅	∅	U	N	U	1	∅	∅	∅	7	4	7
2	0.5000	3	0.7500	168																																													33	ɔ	b	∅	∅	n	-	∅	U	P	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							34	o	b	∅	∅	n	o	∅	U	P	∅	∅	N	U	∅	7	1	∅	∅	4	7	∅
3	0.7500	2	0.5000	168																																													33	n	ɔ	b	∅	-	∅	∅	N	U	P	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							34	n	o	b	∅	o	∅	∅	N	U	P	∅	U	∅	∅	4	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	168																																													33	-	n	ɔ	b	∅	∅	∅	_	N	U	P	∅	∅	∅	0	4	7	1	∅	∅	∅																							34	o	n	o	b	∅	∅	∅	U	N	U	P	∅	∅	∅	7	4	7	1	∅	∅	∅
1	0.3333	3	1.0000	181																							35	w	∅	∅	∅	ai	d	∅	W	∅	∅	∅	A	T	∅	6	∅	∅	∅	7	1	∅																							36	v	∅	∅	∅	ai	t	∅	B	∅	∅	∅	A	T	∅	3	∅	∅	∅	7	1	∅																						
2	0.6667	2	0.6667	181																							35	ai	w	∅	∅	d	∅	∅	A	W	∅	∅	T	∅	∅	7	6	∅	∅	1	∅	∅																							36	ai	v	∅	∅	t	∅	∅	A	B	∅	∅	T	∅	∅	7	3	∅	∅	1	∅	∅																						
3	1.0000	1	0.3333	181																							35	d	ai	w	∅	∅	∅	∅	T	A	W	∅	∅	∅	∅	1	7	6	∅	∅	∅	∅																							36	t	ai	v	∅	∅	∅	∅	T	A	B	∅	∅	∅	∅	1	7	3	∅	∅	∅	∅																						
1	0.2000	5	1.0000	198	37	m	∅	∅	∅	a	ð	-	M	∅	∅	∅	A	D	_	4	∅	∅	∅	7	3	0																																																																			38	m	∅	∅	∅	a	g	n	M	∅	∅	∅	A	K	N	4	∅	∅	∅	7	1	4
2	0.4000	4	0.8000	198	37	a	m	∅	∅	ð	-	-	A	M	∅	∅	D	_	_	7	4	∅	∅	3	0	0																																																																			38	a	m	∅	∅	g	n	o	A	M	∅	∅	K	N	U	7	4	∅	∅	1	4	7
3	0.6000	3	0.6000	198	37	ð	a	m	∅	-	-	∅	D	A	M	∅	_	_	∅	3	7	4	∅	0	0	∅																																																																			38	g	a	m	∅	n	o	∅	K	A	M	∅	N	U	∅	1	7	4	∅	4	7	∅
4	0.8000	2	0.4000	198	37	-	ð	a	m	-	∅	∅	_	D	A	M	_	∅	∅	0	3	7	4	0	∅	∅																																																																			38	n	g	a	m	o	∅	∅	N	K	A	M	U	∅	∅	4	1	7	4	7	∅	∅
5	1.0000	1	0.2000	198	37	-	-	ð	a	∅	∅	∅	_	_	D	A	∅	∅	∅	0	0	3	7	∅	∅	∅																																																																			38	o	n	g	a	∅	∅	∅	U	N	K	A	∅	∅	∅	7	4	1	7	∅	∅	∅
1	0.2000	5	1.0000	205																							39	b	∅	∅	∅	r	ɛ	s	P	∅	∅	∅	R	E	S	1	∅	∅	∅	5	7	3																							40	b	∅	∅	∅	r	u	s	P	∅	∅	∅	R	Y	S	1	∅	∅	∅	5	7	3																						
2	0.4000	4	0.8000	205																							39	r	b	∅	∅	ɛ	s	t	R	P	∅	∅	E	S	T	5	1	∅	∅	7	3	1																							40	r	b	∅	∅	u	s	t	R	P	∅	∅	Y	S	T	5	1	∅	∅	7	3	1																						
3	0.6000	3	0.6000	205																							39	ɛ	r	b	∅	s	t	∅	E	R	P	∅	S	T	∅	7	5	1	∅	3	1	∅																							40	u	r	b	∅	s	t	∅	Y	R	P	∅	S	T	∅	7	5	1	∅	3	1	∅																						
4	0.8000	2	0.4000	205																							39	s	ɛ	r	b	t	∅	∅	S	E	R	P	T	∅	∅	3	7	5	1	1	∅	∅																							40	s	u	r	b	t	∅	∅	S	Y	R	P	T	∅	∅	3	7	5	1	1	∅	∅																						
5	1.0000	1	0.2000	205																							39	t	s	ɛ	r	∅	∅	∅	T	S	E	R	∅	∅	∅	1	3	7	5	∅	∅	∅																							40	t	s	u	r	∅	∅	∅	T	S	Y	R	∅	∅	∅	1	3	7	5	∅	∅	∅																						
1	0.3333	3	1.0000	220																							41	f	∅	∅	∅	ɔ	l	∅	B	∅	∅	∅	U	L	∅	3	∅	∅	∅	7	5	∅																							42	f	∅	∅	∅	a	l	∅	B	∅	∅	∅	A	L	∅	3	∅	∅	∅	7	5	∅																						
