COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
131-2		t o n o t i m								
146-2		i i a a a								
154-2		w e								
192-2		t o t								
197-2		t o t i								
235-2		s o w i								
237-2		m i m a j i								
246-2		i w i								
250-2		m o p o t o k a								
52-3			i t i							
56-3			i m i							
96-3			a t a i							
99-3			a i i a i							
114-3			t i i							
115-3			i i i							
133-3			t i k a a a i							
144-3			i t a w a i							
150-3			a w							
234-3			a i a							
236-3			k i i							
241-3			a w i							
249-3			i s i							
1-3			w a t a							
2-3			i i							
65-3			i w i							
93-3			t i k a a i a i							
95-3			w i t i							
106-3			tʃ i i							
119-3			a i i i i i							
128-3			a e a i							
147-3			t i a i s							
231-3			k a a i i							
232-3			a i k i							
239-3			a a m a a							
266-3			i t i a							
3-3			i i i i a i							
4-3			w a w i							
55-3			i t a m							
109-3			i k i i							
121-3			a a k i m a a i							
149-3			t u							
160-3			i i i							
207-3			m i							
112-3			t a a i a i a							
125-3			a a t i m a i i							
134-3			k i k a tʃ i							
135-3			t i a i a							
139-3			a i i a i							
57-3			t i e w a							
71-3			i a i							
131-3			t i r t i a a							
146-3			i i i m a i							
227-3			w a k i i t							
52-4				t t e						
56-4				u m e						
96-4				a t a						
99-4				a i i k o						
114-4				t o k i						
115-4				w o i						
133-4				t i p a a a						
144-4				w w a w a						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a t a						
2-4				w w						
65-4				i w						
74-4				p a n a						
93-4				t o p a a i tʃ						
95-4				w i t						
106-4				t i n i						
119-4				i t i i i						
128-4				p o k i						
147-4				t i m i						
231-4				p a n a w o						
232-4				p i i						
239-4				n a m a k a n						
266-4				i t i t						
3-4				w a i i k o						
4-4				w a a i						
51-4				i w e						
97-4				a a p i						
109-4				i p i j i						
121-4				k a p i a a k						
149-4				t o k						
160-4				k i a i k						
163-4				i p e n						
167-4				p a						
207-4				m i						
259-4				t o w a						
66-4				k a a a k a w						
116-4				t o p a k a i						
134-4				n i p a t						
135-4				t i a i t e						
139-4				k o i o a i						
142-4				p a t a m a						
145-4				k a t a t i i						
148-4				t a a w w a						
162-4				i n i n						
166-4				i m i						
179-4				t a						
201-4				p e						
21-4				t a w						
24-4				w a k i a						
45-4				o a i a a a a						
50-4				i n a						
57-4				t o k a w a n						
71-4				o a i						
84-4				p i w a n						
91-4				m o k o n						
131-4				t o k o t i a						
146-4				i k i m a						
151-4				k i w						
154-4				w e						
192-4				t o t						
205-4				i p a n						
227-4				w a p i i t						
235-4				tʃ o w i						
237-4				n a m a j i						
246-4				i w i						
250-4				m o a o t i n						
251-4				w a n a						
52-5					t t e					
56-5					i m e					
96-5					a t a i					
99-5					a r i r a					
114-5					t o k i					
115-5					e o i i					
133-5					t i p a a a					
144-5					w t a w a i					
150-5					k a w					
234-5					k o m					
236-5					p i k i					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					i e a					
65-5					i w i					
74-5					p a n a					
93-5					t o p a r i					
95-5					w i k i					
106-5					t i n i					
119-5					i e t i i i					
128-5					k o k i					
147-5					t i m i					
239-5					m a m a k a					
266-5					i t i t					
3-5					a a i i r i					
4-5					w a t i					
51-5					i w i					
55-5					i w a m					
97-5					r o p o m i					
109-5					i p i t i					
149-5					t o k					
160-5					k i r i k					
163-5					i p e n					
167-5					p a					
207-5					m i					
259-5					t o w a					
66-5					k a a a k a w					
112-5					t a i i m i					
116-5					t o p a k a					
134-5					p i p a t i					
135-5					t i r i t a					
139-5					m i o i i i i					
142-5					p a t a m a					
145-5					k a t a t i					
148-5					t a w a w					
162-5					i i n					
166-5					i m i					
179-5					t a					
201-5					p e					
21-5					t a r					
45-5					o o o a a					
50-5					i n a					
71-5					e m i					
84-5					p i w a n					
91-5					m o k o n					
146-5					i i a a i					
151-5					k i w					
154-5					w e					
192-5					t e t					
197-5					t i t i m					
205-5					i p a n					
235-5					s o w i					
237-5					j i m a j i					
250-5					m o p i t i k					
251-5					w a n a					
52-6						i t i i				
56-6						i a i				
96-6						a t a				
99-6						a a i w i				
114-6						t u k i				
115-6						i i a i				
133-6						t i p a a a i				
144-6						i i a w a i i				
150-6						k a w				
234-6						k u a				
236-6						p i k i k				
241-6						a w i k				
249-6						i a i				
1-6						w a t a				
2-6						w a a				
65-6						i w i				
74-6						p a k a				
93-6						t u p a a i a				
95-6						w i i i				
106-6						t i k i a				
119-6						i t i i i i				
128-6						k i k i				
147-6						t i k i a				
231-6						p a k a w i				
232-6						k i a i a				
239-6						k a a a k a				
266-6						i t i a				
3-6						w i a i k i				
4-6						w a t i				
55-6						i w a m				
97-6						w a k u a i				
109-6						i k i a i				
160-6						k i a i k				
207-6						m i				
112-6						t a a i a i a				
116-6						t u p a k a a i				
125-6						k a t i m a a i				
134-6						p i p a t i				
135-6						t i a i tʃ				
139-6						k i i a i i				
201-6						p i				
21-6						t a w i				
24-6						k i k i a a				
57-6						t u k i w a k				
131-6						t u k i t i a i				
227-6						a a p i i t				
52-7							t t e			
56-7							e m e			
96-7							a t a i			
99-7							a i i t i			
114-7							t u k i			
115-7							u u i i i			
133-7							t i p a k a i			
144-7							a t a a a i			
150-7							k a v			
234-7							k u m			
236-7							p i k e n			
241-7							a v i			
249-7							i a e			
1-7							v a t a			
2-7							a a a			
65-7							i v i			
74-7							p a n a			
93-7							t u p a i i a i			
95-7							a i t i			
106-7							t i m e a i			
119-7							i a i i i			
128-7							m o k i			
147-7							t i m i a i			
231-7							p a n a u o			
232-7							t i i i			
266-7							i t i m			
3-7							a i i i a i			
4-7							v a t i n			
51-7							u a e			
55-7							i h a m			
97-7							m a m e m i			
109-7							i p i a i			
121-7							n a p i m a k a			
149-7							t u k			
160-7							k i a i k			
163-7							i p e n			
167-7							p a			
207-7							m i n			
259-7							t u a a			
66-7							k a a a k a a			
125-7							k a t i m a a i			
135-7							t i m i			
142-7							t r a a m a i			
145-7							k a t a t i			
148-7							t a a a a i			
162-7							i n i n			
166-7							i m i			
179-7							t a			
201-7							p e			
21-7							t a m a			
24-7							r a k i a a			
50-7							i n a			
57-7							t u k a v a n			
71-7							a a i			
84-7							p i v a n			
131-7							t u k e t i a			
146-7							i i a a a a i			
151-7							k i v			
197-7							t i t i			
205-7							i p a n			
227-7							m a p i i t i			
237-7							m i m a h i			
246-7							i v i			
250-7							m u k i t i t			
251-7							v a n a			
52-8								t t e		
56-8								i m e		
96-8								a t a		
99-8								a i i j		
114-8								t u k i		
115-8								o t i		
133-8								t k a a a		
144-8								i t a v a		
150-8								k a v		
234-8								k u a		
236-8								k i k i		
241-8								a s		
249-8								s e		
1-8								v a t a		
2-8								i o a		
65-8								v		
74-8								k a a		
93-8								t u k a a a		
95-8								v i k		
119-8								i t t t		
231-8								a a a v u		
232-8								k		
239-8								a a a k a		
3-8								v o i v u		
4-8								s a t		
51-8								i v e		
55-8								i j a m		
109-8								i k i k		
121-8								k a k i j a k		
149-8								t u k		
163-8								i k e		
167-8								k a		
259-8								t u s a		
66-8								k a a a k a v		
112-8								t a a i a t a		
116-8								t u v a k a		
125-8								k a t i a a		
145-8								k a t a t		
45-8								i u a a		
91-8								m u k u		
235-8								s u v		
246-8								i v i		
250-8								s u a i t i k		
52-9									t t i	
56-9									i a a	
96-9									a t a	
99-9									a r i t a	
114-9									t o k i	
115-9									w w i	
133-9									t i p a a a	
144-9									w t a w m	
150-9									k a w	
234-9									k o a	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ i	
1-9									w a t a	
2-9									w i a	
65-9									i w i	
74-9									p a n a	
93-9									t o p a a i	
95-9									w i k i	
106-9									t i n a	
119-9									i a t i	
128-9									h o k i	
147-9									t i m i m	
231-9									p a a w o	
232-9									p i p i	
239-9									n a a a k a	
266-9									i t i t	
3-9									w a a i k o	
4-9									w a t i	
51-9									i w i	
55-9									i w a m	
97-9									r a h a a i	
109-9									i p i t i	
121-9									k a p i m a k i	
149-9									t o k	
160-9									k i a i k	
163-9									i p i n	
167-9									p a	
207-9									a i	
259-9									t o w a	
66-9									k a a a k a w	
112-9									t a a i a i i	
116-9									t o p a k a	
125-9									k a t i m a i	
134-9									n i p a t i	
135-9									t i a i t	
142-9									p a t a a a	
145-9									k a t a t i	
148-9									t a w w i i	
162-9									i j i n	
166-9									i a i	
179-9									t a	
201-9									p i	
21-9									t a i	
24-9									w a k o i a	
45-9									i w a a a	
50-9									i n a	
57-9									t o k o w a n	
71-9									i a i	
91-9									m o k o n	
151-9									k i w	
154-9									w i	
192-9									t i t	
197-9									t i t i	
205-9									i p a n	
227-9									r a p i i t i	
235-9									ʃ o w i	
237-9									n a m a j i	
246-9									i w i	
251-9									w a n a	
52-10										i t i
56-10										i m e
96-10										a t a i
99-10										a r i t a
114-10										t o k i
115-10										i w i
133-10										t i p a a a
144-10										a t a w m
150-10										k a w
234-10										k o m
236-10										p i k i
241-10										a w i n
249-10										i tʃ e
1-10										w a t a
2-10										w r a
65-10										i w i
74-10										p a n a
93-10										t o p a r i
95-10										w i k
106-10										t i n i
119-10										i t t i i i
128-10										h o k i
147-10										t i m i
231-10										p a a w o
232-10										h i p i m
239-10										n a m a k a n
266-10										i t i t
3-10										k a a i k a
4-10										w a t i
51-10										i w i
55-10										i h a m
97-10										m a h o m a
121-10										k a p i m a k
149-10										t o k
160-10										k i a i k
163-10										i p i n
167-10										p a
207-10										m i
259-10										t o w a
112-10										t a a i a i
116-10										t o p a k a tʃ i
125-10										k a t a m a i
134-10										n i p a t
139-10										m i a i a i
142-10										h r t a m
145-10										k a t a t i
148-10										t a w w r
162-10										i j i n
166-10										i m i
179-10										t a
201-10										p i
24-10										k o k o a a n
45-10										i o r a k
50-10										i n a
71-10										o m i
84-10										p i w a n
91-10										m o k o n
146-10										i k a m i
151-10										k i w
154-10										w i
192-10										t y t
197-10										t i t i
205-10										i p a n
235-10										tʃ o w i
237-10										j i m a t
250-10										m o r o t i k
251-10										w a n a
