COGID	Albanian	English	French	German	Latin
78-4				œ l eː	
514-4				b ə n	
116-4				eː t	
188-4				f a r h au l	
745-4				f e n ə r	
1100-4				f r ə t	
630-4				n y au t t	
1155-4				h ə l l	
24-4				n a n	
232-4				n u n h	
671-4				r iː t	
460-4				d au t r	
8-4				g r ə	
385-4				z iː	
945-4				z iː d n	
1041-4				z t a n d	
492-4				n eː n au	
527-4				v a t ə r	
14-4				ɑ e l ai	
1-4				l	
915-4				a n d	
271-4				a ʃ	
711-4				œ iː t	
1112-4				œ l ə d	
205-4				œ r e z t	
301-4				k l	
72-4				k ai l d	
238-4				d t	
560-5					w l oː u
438-5					o r u
1222-5					o f ɥ
353-5					p oː k
201-5					s ʃ k r
20-5					k a t r
503-5					p u aː
957-5					oː eː
728-5					l k ʃ
244-5					oː m ɑ u n
289-5					n u t
911-5					oː r s iː
724-5					t r oː a
145-5					d
992-5					k e a
1181-5					k l n n a
706-5					u u u
106-5					p g n u r u
741-5					p i k
421-5					b l o r i
227-5					p u u i
920-5					k o r d u
1083-5					k o r n i
1066-5					g i
1125-5					g n u
1197-5					ɑ u n u r u
473-5					n k w l
284-5					n e s u
661-5					n
701-5					r ø g i
315-5					r ɛ̃ n p u
1169-5					s i l d u
982-5					k s w pf
987-5					k n g i
1055-5					k t ɑ a l i
1130-5					s u s u
433-5					s o n u i
585-5					t ŋ a
625-5					l eː ʃ u
1186-5					d eː n u
814-5					w r i oː
416-5					y ɑ a
1233-5					w eː n p u
884-5					w u r ɥ u
916-5					oː
1016-5					a n iː m a l u
952-5					a d u
78-5					b l e s
1079-5					b i a
116-5					k u u
188-5					p ɑ r n
745-5					p e n u r u
47-5					k m i nː e u
111-5					l a k u
1061-5					m ɛ̃ n a e n u
630-5					n ʃ i u
1155-5					k u l k
24-5					n ɑ t
232-5					n œ n
343-5					w l i l r eː
460-5					p u r iː
945-5					k e p u n
644-5					k u pf
683-5					k eː n d aː
650-5					s i i l
612-5					f m o
1041-5					k t e i p
871-5					d i oː e t
492-5					u θ n u
1209-5					w a m iː d u
667-5					l k w
499-5					n u
1029-5					w u
272-5					s eː l r
278-5					m o w i pf
410-5					o k o r s
1009-5					w eː t r
198-5					m k g
479-5					a pf a
712-5					m o r
1113-5					s eː
605-5					o s
752-5					r i s p iː r o
695-5					n u a g
73-5					f r a l
164-5					n ɑ m r i ɑ k i
239-5					g u r
