COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
114-4				t u k u tʃ i						
115-4				u w u e tʃ						
133-4				t i p a a a tʃ						
144-4				a w a w a tʃ i						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a ʒ̟ a						
2-4				w w m m						
65-4				i w						
74-4				p a n a						
93-4				t u p a p i tʃ i						
95-4				w i k i						
106-4				t u n i i						
119-4				u a t i i i						
128-4				p o k u tʃ						
147-4				t i m i tʃ i						
231-4				p a n a w o						
232-4				p i i i ʔ						
239-4				n a m a k a n						
266-4				i ʒ̟ i m						
3-4				w a a k k o						
4-4				w a p i						
51-4				u w e						
97-4				m a p u m						
109-4				u p u tʃ i tʃ i						
121-4				k a p i a a k a i						
149-4				t u k						
160-4				k i r i k						
163-4				u p u n						
167-4				p a						
207-4				m i n						
259-4				t u w a						
66-4				k a a a k a w						
116-4				t u p a k a tʃ i						
134-4				n i p a t						
135-4				t u m u p u k						
139-4				m u n u tʃ m						
142-4				p p t a m a						
145-4				k a a a t i tʃ i						
148-4				t a a w w n i						
162-4				i n i n						
166-4				i m i						
179-4				t a						
201-4				p e						
21-4				k a w a k						
24-4				k a k u r a n						
52-5					t t e					
56-5					o m e					
96-5					a t a s i					
99-5					a r u j e n					
114-5					t o k i s i					
115-5					y o r i s i					
133-5					t i p a r a s i					
144-5					w t a w a s i					
150-5					k a w					
234-5					k o m					
236-5					p i k y n					
241-5					a w i n					
249-5					i s e ʔ					
1-5					w a t a ʔ					
2-5					f f m m					
65-5					i w					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t y n i k					
119-5					s a t i i i					
128-5					f o k i s					
147-5					t i m i s i					
239-5					n a m a k a n					
266-5					i t i m					
3-5					f r r i k o					
4-5					w a r i ʔ					
51-5					y w e ʔ					
55-5					i f a m ʔ					
97-5					m o f o m					
109-5					y p w r i					
149-5					t o k					
160-5					k i r i k					
163-5					y p e n					
167-5					p a ʔ					
207-5					m i ʔ					
259-5					t o w a					
66-5					k a r a k a w					
112-5					t r a i j i s i					
116-5					t o p a k a s i					
134-5					n i p a t					
135-5					t i m i t e k					
139-5					m o k o s i					
142-5					p a t a m a s i					
145-5					k a t a t i s i					
148-5					t a r a w a n e					
162-5					i n i n					
166-5					i m i					
179-5					t a ʔ					
201-5					p w ʔ					
21-5					t a n a					
52-6						t t w a				
56-6						u m w				
96-6						a t a i				
99-6						a w u h u k i				
114-6						t u k u				
115-6						u u a u tʃ i				
133-6						t i p a a a tʃ i				
144-6						w w a w a i tʃ				
150-6						k a w				
234-6						k u m				
236-6						p i k u k				
241-6						a w i k				
249-6						i ʃ u				
1-6						w a t a				
2-6						w u m m				
65-6						i w i				
74-6						p a k a				
93-6						t u p a w i tʃ i				
95-6						w i k i i				
106-6						t u k u tʃ i				
119-6						u a t tʃ i i i				
128-6						p u k u tʃ i				
147-6						t u m u tʃ i				
231-6						p a k a w u				
232-6						p i p u a				
239-6						a m a k a				
266-6						i t i m				
3-6						w a a k k u				
4-6						w a i				
55-6						i h a m				
97-6						w a p u m a				
109-6						u p u a i				
160-6						k i w i k				
207-6						m i				
112-6						t a w a a t i i				
116-6						t u p a k a i				
125-6						k a t i a a tʃ i				
134-6						k m p a t				
135-6						k u m u i i k				
139-6						m u k u m i i				
201-6						p u				
21-6						k a w a a k				
24-6						k u k u h a				
52-7							i t e			
56-7							u m e			
96-7							a r a			
99-7							a r i k u n			
114-7							t u k u s i			
115-7							u u r e i i			
133-7							t i p r a a i i			
144-7							a r a w a i			
150-7							k a w n			
234-7							k u m			
236-7							p i k u n			
241-7							a w i n			
249-7							i s e			
1-7							w a z a			
2-7							w u m m			
65-7							i w i			
74-7							p a n a			
93-7							t u p a r i s i			
95-7							w i k i			
106-7							t u d e i			
119-7							u a t i i i			
128-7							p u k u t i			
147-7							t i m i i			
231-7							p a n a w u ʔ			
232-7							p i i o ʔ			
266-7							i z i m			
3-7							a u r k k u			
4-7							w a r i ʔ			
51-7							u w e ʔ			
55-7							i h a m			
97-7							m a p u m			
109-7							u p i r i			
121-7							k a p i a a k i			
149-7							t u k			
160-7							k i r i k			
163-7							u p e d			
167-7							p a ʔ			
207-7							m i n			
259-7							t u w a			
66-7							k a r a k a w			
125-7							k a t i m a s i			
135-7							t i m u e k			
142-7							p p a r m m a i i			
145-7							k a r a t i s i			
148-7							z r a a w n i			
162-7							i d i d			
166-7							i m i			
179-7							t a n			
201-7							p e ʔ			
21-7							t a w			
24-7							w a k u h a d			
52-8								i t e		
56-8								u m e		
96-8								a t a s		
99-8								a r i k u		
114-8								t u k u s		
115-8								u u v s s		
133-8								t i r a a a s		
144-8								a v a v a s		
150-8								k a v		
234-8								k u a		
236-8								r i k u k		
241-8								a v i k		
249-8								i s e		
1-8								v a t a		
2-8								a u a		
65-8								i v		
74-8								r a k a		
93-8								t u r a r a s		
95-8								v i k		
119-8								u a t t i i		
231-8								r a k a v u		
232-8								r i r u e		
239-8								n a j a k a k		
3-8								y u r t k u		
4-8								v a r a p		
51-8								u v i		
55-8								i h a m		
109-8								u m i j i s		
121-8								k a r a m a k a i		
149-8								t u k		
163-8								u r i k		
167-8								a		
259-8								t u v a		
66-8								k a r a k a v		
112-8								t r a a a i a i		
116-8								t u r a k a s i		
125-8								k a t i a a s		
145-8								k a t a t a s		
52-9									i t e ʔ	
56-9									i m e	
96-9									a t a ʃ i	
99-9									a r i j a n	
114-9									t o k i ʃ i	
115-9									u r e i ʃ i	
133-9									t i p a r a i	
144-9									w a a w a ʃ i	
150-9									k a w	
234-9									k o m	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w w m m	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i ʃ i	
95-9									w i k i	
106-9									t i n e i	
119-9									ʃ a t i i i	
128-9									h o k	
147-9									t i m i ʃ i	
231-9									p a n a w o	
232-9									p i p i j o	
239-9									n a m a k a n	
266-9									i t i m	
3-9									w a r i k o	
4-9									w a r i ʔ	
51-9									i w e ʔ	
55-9									i h a m	
97-9									m a h o k	
109-9									i p i k i	
121-9									k a p i j a k m i	
149-9									t o k	
160-9									k i r i k	
163-9									i p e n	
167-9									p a ʔ	
207-9									m i ʔ	
259-9									t o w a ʔ	
66-9									k a r a k a w	
112-9									t a r i r i a	
116-9									t o p a k a ʃ i	
125-9									k a t i m a ʃ i	
134-9									n i p a t	
135-9									t i m i t a	
142-9									p a t a m a	
145-9									k a t a t i ʃ i	
148-9									t a w w r a	
162-9									i n i n	
166-9									i m i ʔ	
179-9									t a	
201-9									p e	
21-9									t a n m	
24-9									w a k a ʃ a n	
52-10										i t e
56-10										y m e
96-10										a r a ɲ
99-10										a r i k o n
114-10										t o k i tʃ
115-10										y w w tʃ i
133-10										t i p a r tʃ i
144-10										a w a w a tʃ i
150-10										k a w
234-10										k o m
236-10										p e k y n
241-10										a w i n
249-10										i tʃ e
1-10										w a t a
2-10										w w m ʔ
65-10										i w i
74-10										p a n a
93-10										t o p a r i tʃ i
95-10										w w k i
106-10										t y n i k i
119-10										y j t t i tʃ
128-10										h o k i
147-10										t i m y tʃ i
231-10										p a n a w ø
232-10										h p p i o
239-10										n a m a k a n
266-10										p t i m
3-10										w o r k k o
4-10										w a r i
51-10										y w e ʔ
55-10										i h a m
97-10										m a h o m
121-10										k a p a j k k i i
149-10										t o k
160-10										k i r i k
163-10										y p e n
167-10										p a ʔ
207-10										m i ʔ
259-10										t o w a
112-10										t a r a tʃ w a
116-10										t o p a k a tʃ i
125-10										k a t i m i tʃ
134-10										n i p a t
139-10										m o n o tʃ i
142-10										h p t a m m
145-10										k a r a t i tʃ i
148-10										t a w w w i
162-10										i j i ɲ
166-10										i m i
179-10										t a
201-10										p e
24-10										w o k y h a n
