COGID	Albanian	English	French	German	Latin
1009-5					w i n d s
198-5					f i a
479-5					w a kː o
712-5					m o r m iː
1113-5					s i l i r o
605-5					aː kʷ kː
752-5					s eː m b iː s a
695-5					m l l i a
73-5					f r e w a d o
164-5					f eː r u r t e e
239-5					k i d o
