COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
1652-3			dʑ a n													
576-3			n a k													
1738-3			ɗ a ʔ													
442-3			s a m													
368-3			k j a m													
1778-3			g a ʔ													
1859-4				s aːi̯												
175-4				dʑ ɔː ʔ												
241-4				ʔ o ʔ												
2163-4				dʑ o h												
2181-4				n ɔː m												
2060-4				ʔ ɔː m												
410-4				t aːi̯												
1841-4				m aːi̯												
2017-4				s au̯												
1004-4				m aːi̯												
614-4				dʑ o h												
686-4				p m oːi̯												
88-4				k ɔː k												
872-4				n ɔː ŋ												
1891-4				t au̯												
68-4				s ə n												
631-4				k a n												
594-4				ʔ au̯												
1759-4				dʑ ɔː n												
805-4				dʑ ɔ n												
756-4				s o												
1201-4				m ɔː ʔ												
2042-4				ʔ o ʔ												
1968-4				t o ʔ												
2000-4				n ɔː ŋ												
17-4				s ɔː ʔ												
4-4				dʑ ɔː n												
788-4				t ai̯												
1219-4				s ɔː n												
141-4				dʑ ɔ ŋ												
541-4				p a ɔː n												
1687-4				s ɔː m												
123-4				n ɔː m												
1652-4				dʑ ɔ n												
576-4				n aːi̯ ʔ												
1738-4				t o ʔ												
442-4				dʑ ɔː m												
368-4				k n ɔː n												
1778-4				ʔ o ʔ												
1859-5					m aːi̯											
175-5					ʔ aː											
241-5					ʔ aː ʔ											
2163-5					ʔ a h											
2181-5					n a m											
2060-5					ʔ a m											
410-5					ʔ ai̯											
1841-5					m aːi̯											
2017-5					m ei̯											
1004-5					m a											
614-5					d ai̯ h											
686-5					b m ai̯											
88-5					k a p											
872-5					n a ŋ											
1891-5					ʔ ei̯											
68-5					s a m											
631-5					b ei̯											
594-5					ʔ aː											
1759-5					dʑ a ŋ											
805-5					dʑ a ŋ											
756-5					n au̯ ʔ											
1201-5					m a											
2042-5					ʔ ai̯											
1968-5					d ai̯ ʔ											
2000-5					m a ŋ											
17-5					n a											
4-5					dʑ a m											
788-5					g ai̯ ʔ											
1219-5					dʑ a m											
141-5					ʔ a ŋ											
541-5					b r j a h											
1687-5					s a h											
123-5					n a m											
1652-5					dʑ a ŋ											
576-5					n a n											
1738-5					g ai̯ ʔ											
442-5					dʑ a m											
368-5					k j a m											
1778-5					ʔ aː ʔ											
1859-6						m iː										
175-6						ʔ aː n										
241-6						ʔ iː t										
2163-6						ʔ aː ŋ										
2181-6						n a m										
2060-6						ɗ a m										
410-6						ʔ ei̯										
1841-6						m ei̯										
2017-6						s ei̯										
1004-6						m ei̯										
614-6						dʑ ai̯ h										
686-6						b m ai̯										
88-6						k a t										
872-6						n a ŋ										
1891-6						ʔ ei̯										
68-6						s i m										
631-6						b o n										
594-6						ʔ ei̯										
1759-6						dʑ a n										
805-6						d a n										
756-6						n iː t										
1201-6						m a t										
2042-6						ʔ iː										
1968-6						g uː t										
2000-6						n a ŋ										
17-6						n aː										
4-6						ɗ a m										
788-6						g uː										
1219-6						s a m										
141-6						dʑ a ŋ										
541-6						b r j a h										
1687-6						ʔ i n										
123-6						n a m										
1652-6						dʑ a n										
576-6						n a p										
1738-6						g uː t										
442-6						ɗ a m										
368-6						k j o ŋ										
1778-6						ʔ aː n										
1859-7							m aːi̯									
175-7							k a ʔ									
241-7							ʔ i t									
2163-7							ʔ a h									
2181-7							n a m									
2060-7							ʔ aː m									
410-7							ʔ aːi̯									
1841-7							m aːi̯									
2017-7							m aːi̯									
1004-7							m aːi̯									
614-7							tɕ ɛ h									
686-7							g m ai̯									
88-7							g a ʔ									
872-7							n a ŋ									
1891-7							ʔ aːi̯									
68-7							s i m									
631-7							p r ɔː									
594-7							ʔ aːi̯									
1759-7							tɕ ɔ ŋ									
805-7							tɕ ɔ ŋ									
756-7							n o k									
1201-7							m a ʔ									
2042-7							ʔ i									
1968-7							ɗ o k									
2000-7							n a ŋ									
17-7							n a ʔ									
4-7							ɗ aː m									
788-7							ɗ o									
1219-7							s i m									
141-7							ʔ a ŋ									
541-7							p r j aː h									
1687-7							ʔ i h									
123-7							n aː m									
1652-7							tɕ ɔ ŋ									
576-7							n a ʔ									
1738-7							ɗ o k									
442-7							ɗ aː m									
368-7							g j ɔː m									
1778-7							g a ʔ									
1859-8								m aːi̯								
175-8								dʑ o ʔ								
241-8								ʔ o ʔ								
2163-8								d o n								
2181-8								n ɔ m								
2060-8								ʔ ɔː h								
410-8								t aːi̯								
1841-8								m aːi̯								
2017-8								s i								
1004-8								m aːi̯								
614-8								d o h								
686-8								p m a								
88-8								k o k								
872-8								n ɔ ŋ								
1891-8								t au̯								
68-8								s i m								
631-8								k ɔː n								
594-8								s au̯								
1759-8								dʑ i n								
805-8								dʑ i n								
756-8								n i								
1201-8								m ɔː ʔ								
2042-8								ʔ i ʔ								
1968-8								t o ʔ								
2000-8								m ɔ n								
17-8								s i ʔ								
4-8								dʑ ɔː n								
788-8								d ai̯ ʔ								
1219-8								dʑ i m								
141-8								ʔ ɔ n								
541-8								k j j ɔ m								
1687-8								dʑ i h								
123-8								n ɔː h								
1652-8								dʑ ɔ n								
576-8								n aːi̯								
1738-8								t o ʔ								
442-8								dʑ i m								
368-8								k j ɔ m								
1778-8								d o ʔ								
1859-9									m a							
175-9									k o t							
241-9									ʔ a t							
2163-9									k o n							
2181-9									n a m							
2060-9									ʔ a h							
410-9									d ai̯							
1841-9									m a							
2017-9									m ai̯							
1004-9									m a							
614-9									b o h							
686-9									b m a							
88-9									g j o ʔ							
872-9									n a ŋ							
1891-9									ʔ ai̯							
68-9									s i m							
631-9									k a n							
594-9									ʔ ai̯							
1759-9									tɕ a ŋ							
805-9									tɕ a ŋ							
756-9									n i ʔ							
1201-9									m k a t							
2042-9									ʔ i t							
1968-9									k a t							
2000-9									m a ŋ							
17-9									n o ʔ							
4-9									tɕ a m							
788-9									ɗ e t							
1219-9									tɕ a m							
141-9									ʔ a ŋ							
541-9									b g a a ŋ							
1687-9									tɕ a h							
123-9									n a m							
1652-9									tɕ a ŋ							
576-9									n a ʔ							
1738-9									k o ʔ							
442-9									tɕ a m							
368-9									g j a n							
1778-9									k a t							
1859-10										m aːi̯						
175-10										k i n						
241-10										ʔ i ʔ						
2163-10										dʑ a h						
2181-10										n a m						
2060-10										ʔ a m						
410-10										ʔ iː						
1841-10										m aːi̯						
2017-10										m e						
1004-10										m a						
614-10										d u h						
686-10										b m ai̯						
88-10										k a p						
872-10										n a ŋ						
1891-10										ʔ iː						
68-10										s a m						
631-10										b aː n						
594-10										ʔ iː						
1759-10										dʑ a ŋ						
805-10										dʑ a ŋ						
756-10										n i ʔ						
1201-10										m a n						
2042-10										ʔ i						
1968-10										g o ʔ						
2000-10										m a ŋ						
17-10										n a						
4-10										d a m						
788-10										d i						
1219-10										s i m						
141-10										ʔ a ŋ						
541-10										b j j a h						
1687-10										s i h						
123-10										n a m						
1652-10										dʑ ə ŋ						
576-10										n a n						
1738-10										g o ʔ						
442-10										dʑ a m						
368-10										k j a m						
1778-10										g i n						
1859-11											m aːi̯					
175-11											d ə ʔ					
241-11											ʔ aː ʔ					
2163-11											d a h					
2181-11											n ɔ h					
2060-11											ʔ ɔ h					
410-11											d aːi̯					
1841-11											m aːi̯					
2017-11											m a					
1004-11											m aːi̯					
614-11											b o h					
686-11											ʔ m a					
88-11											k o k					
872-11											n a ŋ					
1891-11											t ai̯					
68-11											s i n					
631-11											k a n					
594-11											g ai̯					
1759-11											dʑ ɔ n					
805-11											dʑ ɔ n					
756-11											n o k					
1201-11											m a ʔ					
2042-11											ʔ au̯ ʔ					
1968-11											d aː ʔ					
2000-11											m ɔ ŋ					
17-11											n o k					
4-11											dʑ ɔ n					
788-11											d ai̯ ʔ					
1219-11											dʑ ɔ n					
141-11											dʑ ɔ n					
541-11											j ɔ ŋ					
1687-11											dʑ ɔ h					
123-11											n a h					
1652-11											dʑ ɔ n					
576-11											n aːi̯					
1738-11											d o ʔ					
442-11											dʑ ɔ ŋ					
368-11											k j ɔ n					
1778-11											d i ʔ					
1859-12												m ai̯				
175-12												c ai̯				
241-12												ʔ ai̯ ʔ				
2163-12												c ă h				
2181-12												n ă m				
2060-12												ʔ ă m				
410-12												c ai̯				
1841-12												m ai̯				
2017-12												m e				
1004-12												m ai̯				
614-12												c ai̯ h				
686-12												b m a				
88-12												g ou̯ ʔ				
872-12												n ă ŋ				
1891-12												c ai̯				
68-12												s e m				
631-12												g ə̆ h				
594-12												c ai̯				
1759-12												c ă ɲ				
805-12												c ă ɲ				
756-12												n ou̯ ʔ				
1201-12												m ă t				
2042-12												ʔ ai̯				
1968-12												d ai̯ ʔ				
2000-12												j ă ŋ				
17-12												n ă ʔ				
4-12												c ai̯ m				
788-12												d ai̯				
1219-12												c ă m				
141-12												ʔ ă ŋ				
541-12												p r j a h				
1687-12												s e h				
123-12												n ă m				
1652-12												c e h				
576-12												n ai̯				
1738-12												d ou̯ ʔ				
442-12												c ă m				
368-12												g j ă ŋ				
1778-12												d ai̯ ʔ				
1859-13													m ai̯			
175-13													ʔ ă ʔ			
241-13													ʔ ă ʔ			
2163-13													ʔ ă h			
2181-13													n ă m			
2060-13													ʔ ă m			
410-13													ʔ ai̯			
1841-13													m ai̯			
2017-13													m e			
1004-13													m ai̯			
614-13													c ou̯ h			
686-13													ʔ m oi̯			
88-13													g ă ʔ			
872-13													n ă k			
1891-13													d ai̯			
68-13													s e m			
631-13													g ă n			
594-13													ʔ ai̯			
1759-13													s ă n			
805-13													c ă n			
756-13													n ou̯ ʔ			
1201-13													m ă t			
2042-13													ʔ i			
1968-13													d ă ʔ			
2000-13													m ă k			
17-13													s ă ʔ			
4-13													t ă m			
788-13													d ou̯ ʔ			
1219-13													c ă m			
141-13													c ă k			
541-13													p r j ă n			
1687-13													s ă h			
123-13													n ă m			
1652-13													c ă n			
576-13													n ai̯			
1738-13													d ou̯ ʔ			
442-13													c ă m			
368-13													g j a n			
1778-13													g ă ʔ			
1859-14														m aːi̯		
175-14														k a		
241-14														ʔ a t		
2163-14														k a h		
2181-14														n a m		
2060-14														ʔ a m		
410-14														d aːi̯		
1841-14														m aːi̯		
2017-14														m aːi̯		
1004-14														m aːi̯		
614-14														tɕ o h		
686-14														p m ai̯		
88-14														g a ʔ		
872-14														n a ŋ		
1891-14														ɗ aːi̯		
68-14														s i m		
631-14														g l a n		
594-14														k a		
1759-14														tɕ a ŋ		
805-14														tɕ a ŋ		
756-14														n iː t		
1201-14														m k a ʔ		
2042-14														ʔ iː		
1968-14														k a t		
2000-14														m a ŋ		
17-14														n a ʔ		
4-14														tɕ a m		
788-14														ɗ ai̯		
1219-14														tɕ a m		
141-14														ʔ a ŋ		
541-14														p r j a ŋ		
1687-14														s a h		
123-14														n a m		
1652-14														tɕ a ŋ		
576-14														n aːi̯		
1738-14														ɗ ɔ ʔ		
442-14														tɕ a m		
368-14														g j a ŋ		
1778-14														k a t		
1859-15															m aːi̯	
175-15															g a ʔ	
241-15															ʔ a ʔ	
2163-15															d a h	
2181-15															n a m	
2060-15															ʔ a h	
410-15															d aːi̯	
1841-15															m a	
2017-15															m ei̯	
1004-15															m aːi̯	
614-15															b ou̯ h	
686-15															b m au̯	
88-15															g ou̯ ʔ	
872-15															n a ŋ	
1891-15															d ou̯	
68-15															s ei̯ m	
631-15															g ə n	
594-15															g a	
1759-15															s a ɲ	
805-15															tɕ a ɲ	
756-15															n ou̯ ʔ	
1201-15															m a t	
2042-15															ʔ a	
1968-15															d a ʔ	
2000-15															m a ŋ	
17-15															s a ʔ	
4-15															tɕ a m	
788-15															d a ʔ	
1219-15															tɕ a m	
141-15															tɕ a ŋ	
541-15															a j a ŋ	
1687-15															s a h	
123-15															n a m	
1652-15															tɕ a ɲ	
576-15															n aːi̯	
1738-15															d ou̯ ʔ	
442-15															s a m	
368-15															g j a n	
1778-15															d a ʔ	
1859-16																m aːi̯
175-16																ʔ a
241-16																ʔ a ʔ
2163-16																d a h
2181-16																n a m
2060-16																ʔ a h
410-16																d aːi̯
1841-16																m a
2017-16																m ei̯
1004-16																m aːi̯
614-16																b ou̯ h
686-16																p m a
88-16																g a ʔ
872-16																n a n
1891-16																d ou̯
68-16																s ei̯ m
631-16																g a n
594-16																g a
1759-16																tɕ a n
805-16																tɕ a n
756-16																n ou̯ ʔ
1201-16																m a t
2042-16																ʔ a
1968-16																d a ʔ
2000-16																m a ŋ
17-16																n a ʔ
4-16																tɕ a m
788-16																d a
1219-16																tɕ a m
141-16																tɕ a n
541-16																p r a a n
1687-16																s a h
123-16																n a m
1652-16																tɕ a n
576-16																n aːi̯
1738-16																d ou̯ ʔ
442-16																s a m
368-16																g j a n
1778-16																d a ʔ
