COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
9806	t i n ¹	t i n ¹		t i n ¹			t i n ¹	t i n ¹	t i n ¹		t i n ¹		t i n ¹		t i n ¹	t i n ¹
6855				t au ¹			t au ¹									
11180	ʔ ai ¹		ʔ i ¹	ʔ ai ¹			ʔ ai ¹	ʔ j au ¹			ʔ i ¹		ʔ ai ¹			ʔ ai ¹
7191	l j ə n ¹	l j ə n ¹	l j a n ¹						l j a n ¹	l j e n ¹			l j ə n ¹	l j ə n ¹	l j a n ¹	l j a n ¹
9340			ɕ aː ŋ ¹		s au ¹			s au ¹	s au ¹		s au ¹					
8207	s j e ŋ ¹		ɕ aː ŋ ¹	ɕ i ŋ ¹	s j aː ŋ ¹	s j aː ŋ ¹	ɕ j ə ŋ ¹	s j aː ŋ ¹		s j aː ŋ ¹					s j a ŋ ¹	s j aː ŋ ¹
2623										t o ŋ ¹	t o ŋ ¹	t o ŋ ¹			t o ŋ ¹	
1018									ⁿb u ¹			ˀb i ¹				
5082	m̥ ai ¹		m̥ ai ¹		m̥ ai ¹	m̥ ai ¹				m̥ ai ¹	m̥ ai ¹	m̥ ai ¹		m̥ əi ¹	m̥ ai ¹	m̥ ai ¹
2571												t i ¹	t i ¹	t i ¹		
11164		m õ ¹											m o ¹			
3663					q aːu ¹	q aːu ¹					q aːu ¹	q aːu ¹				
6735				tsʰ aːi ¹		tsʰ aːi ¹	s ai ¹	tsʰ aːi ¹	tsʰ aːi ¹	tsʰ aːi ¹		tsʰ aːi ¹		tsʰ aːi ¹		tsʰ aːi ¹
1317		l j o k ¹								l j o k ¹	l j o k ¹		l j o k ¹	l j o k ¹		l j o k ¹
4011					ts o ŋ ¹	ts o ŋ ¹					ts o ŋ ¹	ȶ o ŋ ¹				
8330		ŋ aː ŋ ¹		n i ŋ ¹	ˀŋ aː ŋ ¹	ˀŋ aː ŋ ¹	ŋ aː ŋ ¹				ˀŋ aː ŋ ¹		ŋ aː ŋ ¹			
8732				t e k ¹			t e k ¹					t e k ¹				
1383			h j ai ¹	h j ai ¹				h j ai ¹	h j ai ¹							
6106				t i p ¹			ⁿd i p ¹									
8331								m j aː ŋ ¹	m j aː ŋ ¹							
566				t au ¹			t au ¹									
3627		ȶ aː k ¹											ȶ aː k ¹			
1932	n a m ¹	n a m ¹		n a m ¹			n a m ¹						n a m ¹			
8382				h j u ¹			h j u ¹									
8634									f j e n ¹				p j aː n ¹		f j a n ¹	
4828	n u ¹	n u ¹	n u ¹	n u ¹						n u ¹			n u ¹	n u ¹	n u ¹	n u ¹
3604			q u m ¹	q u m ¹		q u m ¹	h u m ¹		q u m ¹						h u m ¹	
1976										ts aː n ¹						ts aː n ¹
9784					qʰ eu ¹	qʰ eu ¹	qʰ au ¹				qʰ eu ¹	qʰ eu ¹				
10297				ⁿd aː ŋ ¹			ⁿd aː ŋ ¹									
3052										k ə ¹			k ə ¹			
3916		t j au ¹											ȶʰ a ¹		ȶʰ a ¹	
7552				h i ¹			h i ¹									
8110								h o ŋ ¹	h o ŋ ¹							
8380	h o ¹		h o ¹					h o ¹	h o ¹	h o ¹				h o ¹	h o ¹	h o ¹
9020				k aː ŋ ¹	ts j aː ŋ ¹	ts j aː ŋ ¹	k aː ŋ ¹					ts j e ŋ ¹				
6019	v e ¹													v əi ¹	v e ¹	
11129	ȶ ə n ¹				ȶ i n ¹					ȶ i n ¹	ȶ ə n ¹			ȶ ə n ¹	ȶ a n ¹	ȶ ə n ¹
6418		ȶ aːi ¹												ȶ aːi ¹		
348							h j ã ¹	h j aː ŋ ¹	h a ¹							
3988											ˀd o n ¹		t o ŋ ¹			
4537					x o ¹						x o ¹	h o ¹				
10620			h j ai ¹	h j a ŋ ¹			h j u ¹	h j ai ¹								
9650						s ə n ¹					pʰ ə n ¹				s j a n ¹	
9783					p a n ¹			p a n ¹	p a n ¹		p a n ¹					
6417	ʔ w o ŋ ¹		ʔ w aː ŋ ¹							ʔ w aː ŋ ¹					ʔ w a ŋ ¹	ʔ w aː ŋ ¹
6856					j j u ¹	j j u ¹					j j u ¹	j u ¹				
5877		l au ¹											l au ¹			
10331	f j e ¹													f j e ¹	f j a ¹	
5001		p aːu ¹											p j a ¹			
10371		t i ¹		t a ¹		t i ¹	t ai ¹	t i ¹	t i ¹		t i ¹		t i ¹		t i ¹	
173								p aː ŋ ¹	p aː ŋ ¹							
8417								k o ¹	k o ¹							
5189					k a m ¹	k a m ¹										k a m ¹
21	ȶ ə n ¹		ȶ ə n ¹		ȶ i n ¹	ȶ ə n ¹				ȶ i n ¹				ȶ ə n ¹	ȶ a n ¹	ȶ ə n ¹
9401				ȵ w ə t ¹		ȵ u t ¹	ȵ w ə t ¹	n j u t ¹	n j u t ¹	ȵ u t ¹	ȵ u t ¹	ⁿj u t ¹		ȵ u t ¹	ȵ u t ¹	
1571	l o ¹				l o ¹						l o ¹	l o ¹				
8141		ŋ u k ¹											ŋ̊ u k ¹			
1715							h j ã ¹	h a ¹								
3447	ˀd a ¹		ⁿd a ¹	ⁿd a ¹			ⁿd a ¹	ⁿd a ¹	ⁿd a ¹	ˀd a ¹				ˀd a ¹	ˀd a ¹	ˀd a ¹
2941		m ai ¹											m ai ¹			
343	n̥ a ¹	n̥ a ¹							ȵ ui ¹				n̥ a ¹	n̥ a ¹		n̥ a ¹
7160			l a ¹				l ə ¹		l a ¹							l a ¹
4255		ȶʰ a ¹			ts j a ¹	ts j a ¹					ts a ¹		ȶʰ a ¹			
10055					ⁿb j a ¹	ⁿb j a ¹					ⁿb j a ¹					
8952		m a ŋ ¹											m a ŋ ¹			
5570										ɕ a ¹			ɕ a ¹	ɕ e ¹		ɕ a ¹
5825				p j a ¹			p j a ¹									
226			h j a ŋ ¹											ɕ a ŋ ¹		ɕ a ŋ ¹
2358				qʰ ui ¹			qʰ ui ¹									
2392	t a ¹													t a ¹		
3794					t a ŋ ¹						t a ŋ ¹	t a ŋ ¹				
7466		ɣ a t ¹	ɣ a t ¹	ɣ a t ¹	ɣ ə t ¹		ɣ a t ¹		ɣ a t ¹	ɣ a t ¹			ɣ ə t ¹	ɣ ə t ¹		ɣ ɜ t ¹
967		q aː ŋ ¹			q aː ŋ ¹	q aː ŋ ¹					q aː ŋ ¹	q aː ŋ ¹				
10689					t au ¹							ts ə ¹	ȶ e ¹			
9952		ɕ o ¹											ɕ o ¹			
2268		m j aː k ¹											m j aː k ¹			
4178			ⁿb i ¹		ⁿb i ¹	ⁿb i ¹		ⁿb i ¹	ⁿb i ¹	ⁿb i ¹	ⁿb i ¹	ⁿb i ¹				
3825				ʔ aːu ¹	h aːu ¹	ʔ aːu ¹	ʔ aːu ¹					ʔ aːu ¹				
1975								l j aː n ¹	l j aː n ¹							
9368							ɕ j a ¹				s j e ¹					
3954					s i ¹	s i ¹		ɕ i ¹	ɕ i ¹		s i ¹	s i ¹				
8314					ˀd a p ¹		ⁿd a p ¹									
3448		q a ¹			q a ¹	q a ¹					q a ¹	q a ¹				
2589	m o n ¹						m w ə n ¹						m u n ¹	m u n ¹		m o n ¹
2053					q au ¹	q au ¹					q au ¹	q au ¹				
10542	l u ¹		l u ¹	l u ¹			l u ¹	l u ¹	l u ¹	l u ¹			l aːu ¹	l u ¹		l u ¹
9835		qʰ ai ¹											qʰ ai ¹			
9402		ⁿd j a n ¹			ⁿd j a n ¹	ⁿd j a n ¹					ⁿd j a n ¹					ⁿd j a n ¹
3128			f j a ¹		f a ¹	f j a ¹					f j a ¹	f a ¹				
106	k a m ¹		k a m ¹	k a m ¹		k a m ¹		k a m ¹	k a m ¹	k a m ¹	k a m ¹				k a m ¹	k a m ¹
6309	l o ŋ ¹	q u n ¹	q o n ¹	k u n ¹			q w ə n ¹	m o n ¹	q o n ¹				q u n ¹			l o ŋ ¹
9918					t aː k ¹							ⁿd aː k ¹				
1713			n̥ a ¹		n̥ a ¹	n̥ a ¹				n̥ a ¹	n̥ a ¹	n̥ a ¹		n̥ a ¹	n̥ a ¹	
172								k a ¹	k a ¹							
5283	l aːu ¹		l aːu ¹	l aːu ¹			l aːu ¹	l aːu ¹	l aːu ¹	l aːu ¹				l aːu ¹		l aːu ¹
10688				ts ə m ¹							ts j ə m ¹					
1853				l j e ¹			l j a ¹								l j a ¹	
2822		ȵ u ŋ ¹											ȵ u ŋ ¹			
10274		v a t ¹														v a t ¹
5826						h u ¹					h u ¹					
7486	j eu ¹		j eːu ¹	j j u ¹					j j u ¹	j j u ¹				j j u ¹		j j eu ¹
5567	h j e ¹		h j a ¹	h j e ¹			h j a ¹	h j a ¹	h j a ¹						ɕ j a ¹	
6807	p i ¹			v i ¹			ⁿb i ¹								ˀb i ¹	
9546				h e ¹							h e ¹					
1973					l u ¹			l u ¹			l u ¹	l u ¹			l u ¹	
1382		q e n ¹			k i ŋ ¹	k i ŋ ¹					k i ŋ ¹		q e n ¹		k i n ¹	
10737				au ¹			au ¹						au ¹			
4237					q a ¹	q a ¹					q a ¹	q a ¹				
6313														ts u t ¹	pʰ u t ¹	
3876		l aːi ¹											l aːi ¹			
11069	l i n ¹		l i n ¹		l i n ¹				l i n ¹		l i n ¹	l i n ¹	l i n ¹	l i n ¹		
10509								kʰ aːi ¹	kʰ aːi ¹		kʰ aːi ¹	kʰ aːi ¹				
3934	ˀm aː n ¹	m aː n ¹								ˀm aː n ¹			m aː n ¹	ˀm aː n ¹	ˀm aː n ¹	ˀm aː n ¹
3918		ɣ ə t ¹													ɣ ə t ¹	
10056										f aːi ¹				f aːi ¹		
5689				pʰ o ¹			pʰ o ¹	pʰ o ¹								
1521							pʰ j aː n ¹	pʰ j aː n ¹	h j aː n ¹							
3294		t j a k ¹			t a k ¹			ⁿd j a k ¹					ⁿd j a k ¹			
2322													p j aːi ¹	p j aːi ¹		
10143		t u ¹	t u ¹							t u ¹	t u ¹		t u ¹	t u ¹		t u ¹
5101				ȵ a m ¹			ȵ a m ¹									
10448		l j eu ¹			ɬ o ¹										l j o ¹	
10736		n̥ u ¹			n̥ au ¹	n̥ au ¹				n̥ u ¹	n̥ au ¹	n̥ au ¹		n̥ u ¹		n̥ u ¹
10507						s j aː ŋ ¹				s j aː ŋ ¹		s i ŋ ¹				
2725				h̃ j u ¹			h̃ j u ¹									
3793					t u ¹	t u ¹					t u ¹					
4357	ts aː p ¹			ts a ¹	ˀd a ¹											
258				tʰ əː t ¹					tʰ j e t ¹							
5258	t i ¹			t a ¹			t ai ¹	t i ¹	t i ¹				t i ¹		t i ¹	
7120				v a ¹	ˀb a ¹			v a ¹	v a ¹		ˀb a ¹					
10686	u ¹		u ¹												u ¹	
2909			ˀn a ¹	n a ¹			n a ¹	n a ¹	n a ¹							ˀn a ¹
1520				ȵ i t ¹						ˀȵ i t ¹		ˀȵ i t ¹				
8633					q eu ¹	q eu ¹		q eu ¹			q eu ¹	q eu ¹		q eu ¹		
9704		f aːi ¹		f aːi ¹									f aːi ¹			
11132		m õ ¹											m o ¹			
9202				p w ə t ¹	pʰ aː t ¹	pʰ aː t ¹	h aː t ¹				pʰ aː t ¹	h aː t ¹				
2568	h i k ¹			h i ¹			h i ¹			h i k ¹			s i ¹			ɕ i k ¹
435		ȶʰ o t ¹											ȶʰ o t ¹	ȶʰ o t ¹	ȶʰ o t ¹	
5984			l o m ¹		l o m ¹	l o m ¹		l o m ¹	l o m ¹							
8468					kʰ aː ŋ ¹	kʰ aː ŋ ¹					kʰ aː ŋ ¹	kʰ aː ŋ ¹				
7750	l o t ¹	l o t ¹											l o t ¹	l u t ¹		l w aː t ¹
4535	kʰ u ¹		kʰ u ¹	kʰ u ¹				kʰ u ¹	kʰ u ¹							kʰ u ¹
7991					n̥ i ¹	n̥ i ¹				n̥ i ¹	n̥ i ¹	n̥ i ¹				
3697		l aːu ¹											l aːu ¹			
8209	l j e m ¹								l j aː m ¹		l j aː m ¹	l j aː m ¹		l j aː m ¹		
5602				p u ¹				p u ¹								
7158	ˀd a ¹	t a ¹			ⁿd a ¹	ˀd a ¹		ⁿd ə ¹		ˀd a ¹	ˀd a ¹	ˀd a ¹		ˀd a ¹	ˀd a ¹	
10545				t j ui ¹	ˀd u ¹	ˀd u ¹	t j ui ¹				ˀd u ¹	ˀd u ¹				
4501							p o ŋ ¹						p o ŋ ¹			
4358			p aːi ¹				p ai ¹	p aːi ¹	p aːi ¹	p aːi ¹	p aːi ¹		p aːi ¹			
1519	ŋ̊ aːu ¹	ŋ̊ aː n ¹	ŋ̊ aː n ¹		ŋ̊ aː ŋ ¹	ŋ̊ aː n ¹					ŋ̊ aː n ¹		ŋ̊ aː n ¹	ŋ̊ aː n ¹	ŋ̊ aː n ¹	ŋ̊ aː n ¹
6209	t a n ¹	t a n ¹	t a n ¹	t i n ¹		t j i n ¹							t aː n ¹	t j aː n ¹	t j a n ¹	t a n ¹
2569		n u n ¹	n u n ¹		n u n ¹			n u n ¹	n u n ¹	n u n ¹	n u n ¹			n u n ¹	n u n ¹	
6276	l i n ¹													l i n ¹		l i n ¹
1572		q a m ¹											q a m ¹			
4041								ts u m ¹	ts u m ¹							
3766		ʔ ai ¹		ʔ ai ¹		ʔ ai ¹	ʔ ai ¹	ʔ ai ¹	ʔ ai ¹				ʔ ai ¹			ʔ ai ¹
7937					tʰ o ŋ ¹	tʰ o ŋ ¹						tʰ o ŋ ¹				
4254	z a ¹		z a ¹	z a ¹				z a ¹	z a ¹	z a ¹		z a ¹		z a ¹	z a ¹	z a ¹
10687		n̥ u ¹		n au ¹			n au ¹			n̥ u ¹	n au ¹	n au ¹		n̥ u ¹		n̥ u ¹
8550					ɣ aː ŋ ¹	ɣ aː ŋ ¹						ɣ aː ŋ ¹				
23				d aːu ¹							t aːu ¹					
6107					k ə n ¹						k ə n ¹	k ə n ¹				
10655				au ¹			au ¹									
1852		ɕ a ¹			ɕ a ¹	ɕ a ¹				ɕ a ¹	ɕ a ¹	ɕ a ¹	ɕ a ¹	ɕ e ¹		ɕ a ¹
3415							h̃ w aː t ¹						h̃ w aː t ¹			
4863		m u p ¹											m u p ¹			
10830		kʰ aː ŋ ¹			kʰ aː ŋ ¹	kʰ aː ŋ ¹		kʰ aː ŋ ¹	kʰ aː ŋ ¹	kʰ aː ŋ ¹	kʰ aː ŋ ¹	kʰ aː ŋ ¹			kʰ aː ŋ ¹	kʰ aː ŋ ¹
8007				pʰ j u ¹			pʰ j o ŋ ¹	pʰ j u ŋ ¹	pʰ j o ŋ ¹		l j o ŋ ¹					
4965					ʁ e p ¹	ʁ e p ¹					ɣ e p ¹	ʁ e p ¹				
9075		t u n ¹		t w ə n ¹	f ə n ¹		t w ə n ¹						t u n ¹			
4881		v a ŋ ¹	l aː n ¹	l aː n ¹			l aː n ¹						v a ŋ ¹			
1851	h j e ¹		h j a ¹					h j a ¹	h j a ¹							
225	ȶʰ i ¹	ȶʰ i ¹											ȶʰ i ¹			
8312				h a ¹		h a ¹					h a ¹	h a ¹				
1182				n a ¹			n a ¹									
3264					qʰ aː n ¹	qʰ aː n ¹					qʰ aː n ¹	qʰ aː n ¹				
10276				l o ¹			l o ¹					l ə ¹				
174										j aːu ¹	j aːu ¹		j aːu ¹	j aːu ¹		
9953					ˀd j o ¹						ˀd j o ¹	ˀd j o ¹				
8109			q o k ¹	k o k ¹												
3498	k u ¹			k u ¹			k u ¹									
2724			ȵ u ¹							ȵ̥ u ¹				ȵ̥ u ¹	ȵ̥ u ¹	
3987			ˀn o n ¹			ˀn o n ¹		n o n ¹	n o n ¹	ˀn o n ¹						ˀn o n ¹
5486		pʰ u ¹		pʰ u ¹				pʰ u ¹	pʰ u ¹				pʰ u ¹			
9233	s ai ¹	ts ai ¹								s ai ¹			z ai ¹	s əi ¹	z ai ¹	s ai ¹
6617	m aː t ¹	m aː t ¹		m aː t ¹			m aː t ¹					m aː t ¹	m aː t ¹	m aː t ¹	m aː t ¹	m aː t ¹
6123		m j u ¹		m j u ¹			m j u ¹						m j u ¹		m j u ¹	
5911		p j a ¹		p j a ¹			p j a ¹						p j a ¹			
4305		qʰ aːu ¹			qʰ aːu ¹	qʰ aːu ¹					qʰ aːu ¹	qʰ aːu ¹				
1319				ɣ au ¹				ɣ au ¹	ɣ au ¹						ɣ au ¹	
3318		f u ¹											f u ¹			
633	j i ŋ ¹		j i ŋ ¹		j i ŋ ¹		j i ŋ ¹		j i ŋ ¹	j i ŋ ¹	j i ŋ ¹	j i ŋ ¹		j i ŋ ¹		j i ŋ ¹
495								ⁿb i n ¹								ˀb i n ¹
2907	t a ¹	t a ¹								t a ¹				t a ¹	t a ¹	
1787						m j au ¹					m j au ¹					
7868		t a t ¹	t a t ¹			t a t ¹				t a t ¹	t a t ¹				t a t ¹	
7013		n j a n ¹			ˀȵ i n ¹	ˀȵ ə n ¹					ˀȵ ə n ¹	ˀȵ i n ¹	ȵ ə n ¹			
7903				s a ¹			s a ¹									
3917													ȶʰ a ¹		ȶʰ a ¹	
9322		ŋ u n ¹				ʁ u n ¹							ŋ u n ¹	ˀŋ u n ¹		
1678	k aː m ¹		k aː m ¹	k aː m ¹				k aː m ¹	k aː m ¹	k aː m ¹				k aː m ¹	k aː m ¹	k aː m ¹
3176	n aːu ¹			n aːu ¹										n aːu ¹		n aːu ¹
7465	h a k ¹					h a k ¹		h a k ¹			h a k ¹	h a k ¹				
1954	ʔ j a m ¹	j aː m ¹											j aː m ¹	ʔ j a m ¹		
7971	ʔ w e n ¹		ʔ w e n ¹			ʔ w e n ¹				ʔ w e n ¹		ʔ w eː n ¹		ʔ w i n ¹	ʔ w e n ¹	ʔ w e n ¹
10766		h a ¹		ʔ ai ¹									h a ¹			
9323				l j u ¹			l j u ¹	l j u ¹	l j u ¹						l j u ¹	
5723		kʰ a ¹											x a ¹			
6400		kʷ aː ŋ ¹											kʷ aː ŋ ¹			
1345		k au ¹		ɣ o ¹			ɣ au ¹						ɣ au ¹	ɣ au ¹	q u ¹	ɣ au ¹
1955			n aː n ¹	n aː n ¹				n aː n ¹	n aː n ¹							
10800					ˀd aːi ¹	ˀd aːi ¹					ˀd aːi ¹	ˀd aːi ¹				
3482		ȵ o n ¹	ȵ o n ¹		ȵ o n ¹	ȵ o n ¹		ȵ w a n ¹	ȵ o n ¹	ȵ o n ¹	ȵ o n ¹		ȵ u n ¹		ȵ o n ¹	
6159		k a ¹			k a ¹							k a ¹				
169				m j u ¹		ˀm j u ¹					ˀm j u ¹	ˀm j u ¹	m j u ¹			
8784			h j au ¹	h j au ¹				h j au ¹	h j au ¹							
9365	ˀm ui ¹	m oi ¹	ˀm ui ¹							ˀm ui ¹			m oi ¹	ˀm ui ¹		ˀm ui ¹
7538					ˀȵ i ¹	ˀȵ i ¹					ˀȵ i ¹					ˀȵ i ¹
6618			j o ¹		j o ¹	j o ¹		j o ¹	j o ¹	j o ¹	j o ¹					
5706		s e ŋ ¹											s e ŋ ¹			
5083		h̃ w ai ¹		h̃ j ai ¹			h̃ w ai ¹	h̃ w ai ¹	h̃ w ai ¹				h̃ w ai ¹			
8279			l a ¹				l a ¹			l a ¹						
10510										ⁿd aː n ¹	t aː n ¹					ⁿd aː ŋ ¹
3953					h ai ¹							h ai ¹				
3952	f u ŋ ¹	f u ŋ ¹	f u ŋ ¹	l u ŋ ¹						f u ŋ ¹			f u ŋ ¹	f u ŋ ¹	f u ŋ ¹	f u ŋ ¹
3297							h au ¹		h au ¹							
3912				ts u m ¹		s u m ¹		s u m ¹	s u m ¹			s ə m ¹				
11133			q a ¹	q o ¹		k o ¹	k o ¹	q a ¹	q a ¹			ɣ o ¹	q ə ¹			
10738								pʰ u ¹	pʰ u ¹							
3298								ŋ au ¹	ŋ a ¹							
8484			m aː ŋ ¹		m j aː ŋ ¹	m j aː ŋ ¹		m aː ŋ ¹	m aː ŋ ¹	m aː ŋ ¹	m j aː ŋ ¹	m j e ŋ ¹			m w a ŋ ¹	m aː ŋ ¹
4273				v a ¹	v a ¹	v a ¹	v a ¹				v a ¹	v a ¹				
2087	s ɿ ¹															s ɿ ¹
10955					ŋ̊ aː n ¹	ŋ̊ aː n ¹					ŋ̊ aː n ¹					
3481	m aːu ¹			m aːu ¹			m aːu ¹					m aːu ¹		m aːu ¹		m aːu ¹
8261		ȶ i n ¹											ȶ i n ¹			
7030		p u n ¹											p u n ¹			
9074	l j u k ¹		l j u k ¹					l j u k ¹	l j u k ¹	l j u k ¹				l j u k ¹	l j u k ¹	l j u k ¹
9383					ts u t ¹	ts u t ¹					ts u t ¹					
800					ɕ o n ¹		s w ə n ¹									
6211					t i ¹			t i ¹	t i ¹		t i ¹	t i ¹				
9200		t j ə t ¹											t j ə t ¹			
6020		ŋ e ¹											ŋ e ¹			
4143		ȶ o ¹											ȶ o ¹			
2723		ȵ ə n ¹				ˀȵ ə n ¹					ˀȵ ə n ¹	ˀȵ i n ¹				
4499					z aːi ¹							z aːi ¹				
8782	ɕ au ¹				ɕ au ¹	ɕ au ¹				ɕ au ¹	ɕ au ¹	ɕ au ¹		ɕ au ¹	ɕ au ¹	ɕ au ¹
4009		kʷ aːu ¹										q a ¹	kʷ aːu ¹			
534					ʁ a ¹	ʁ a ¹					ʁ a ¹	ʁ a ¹				
10952	m̥ aː n ¹		m̥ aː n ¹							m̥ aː n ¹				m̥ aː n ¹	m̥ aː n ¹	m̥ aː n ¹
3625	k w aː k ¹		k w aː k ¹	k o k ¹			k w ə k ¹		k w aː k ¹	k w aː k ¹				k w aː k ¹	k w a k ¹	k w aː k ¹
3859					t a ¹	t a ¹					t a ¹	t a ¹				
3126	t u k ¹	t u k ¹								t u k ¹			t u k ¹	t u k ¹	t u k ¹	t u k ¹
9234			h aː ŋ ¹	h aː ŋ ¹	h aː ŋ ¹	h aː ŋ ¹	h aː ŋ ¹	h aː ŋ ¹	h aː ŋ ¹		h aː ŋ ¹	h aː ŋ ¹				
10450					k u ŋ ¹							k u ŋ ¹				
9321	ʔ u n ¹		ʔ u n ¹							ʔ u n ¹	ɣ u n ¹					ʔ u n ¹
9201			ts aː p ¹					ts aː p ¹	ts aː p ¹	ts aː p ¹				ts aː p ¹	ts aː p ¹	
3792		h aːu ¹											h aːu ¹			
8311	h a m ¹	h a m ¹	h a m ¹					h a m ¹	h a m ¹	h a m ¹			h a m ¹	h a m ¹	h a m ¹	h aː m ¹
4708			ɕ i ¹	ɕ i ¹			ɕ i ¹						ȶʰ i ¹			
2						ȶ ə n ¹				ȶ i n ¹	ȶ ə n ¹			ȶ ə n ¹	ȶ a n ¹	ȶ ə n ¹
7467	ȶ ə n ¹			ȶ a n ¹	ȶ a n ¹					ȶ ə n ¹					ȶ a n ¹	
2319	j ə n ¹	j ə n ¹	j ə n ¹	j a n ¹		j ə n ¹	j a n ¹	j ə n ¹		j ə n ¹	j ə n ¹		j ə n ¹		j a n ¹	
7751			v j aː t ¹			v j aː t ¹		v j aː t ¹	v j aː t ¹	v j aː t ¹	v j aː t ¹	v j aː t ¹				
8548	q o n ¹	q o n ¹	q o n ¹				ȶ o n ¹			q o n ¹	q o n ¹		q o n ¹	q o n ¹	q o n ¹	q o n ¹
5568		kʰ a ¹			kʰ a ¹							kʰ a ¹				
513				v a ¹				v a ¹								
9355	l j u m ¹	l j u m ¹	l j u m ¹	l j u m ¹				l j u m ¹	l j u m ¹		l j u m ¹		l j u m ¹		l j u m ¹	
