COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
60-3			i o +  ʔ ʔ ʔ						
83-3			t e +						
87-3			p a t aː n i						
92-3			m a k a n						
103-3			m a n aː						
106-3			k w k +						
138-3			n e h						
139-3			m i k + t i						
142-3			m a t a n						
145-3			m o + t i ʔ k						
176-3			t a k aː ʔ ʔ						
179-3			n e n + + ʔ						
180-3			m eː + + t i						
186-3			k e tʃ +  ʔ ʔ						
190-3			j a k + t i						
194-3			s e n  ʔ						
220-3			j oː + t i						
231-3			i t a						
240-3			k o tʃ i						
283-3			t e +						
293-3			i n + t l						
314-3			k w a + aː ʔ ʔ						
315-3			t m i m  o						
322-3			t e h						
323-3			t e n  ʔ						
9-3			t o t oː + ʔ						
17-3			j o i + t						
22-3			t a n a n						
30-3			w i l						
88-3			i ʔ i						
158-3			w a n a k w i						
159-3			aː t i						
177-3			m i a k						
184-3			t o k + + ʔ						
187-3			j a n aː w a ʔ ʔ						
227-3			x o l + i						
1-4				m o tʃ i					
2-4				n a x + n tɬ					
8-4				w e h o					
16-4				e e + t tɬ i					
24-4				i s t i tɬ					
32-4				m i k i					
51-4				i n + tɬ					
52-4				w a k + tɬ					
53-4				n e k a k i					
54-4				t a l + l					
55-4				k w a					
60-4				i h + tɬ e l +					
83-4				t i + tɬ					
87-4				p a tɬ a n					
92-4				m a k a					
103-4				m a n tɬ					
106-4				k a k i					
138-4				n e h w a					
139-4				m i k + t i					
142-4				m a t e					
145-4				m o + t e k					
176-4				t a k a + i					
179-4				n e k a + tɬ					
180-4				m e s + tɬ i					
186-4				k e tʃ i  i k					
190-4				j e k a + tɬ					
194-4				s e h o					
220-4				i h + tɬ i					
231-4				i h a					
240-4				k o tʃ i					
283-4				t e + tɬ					
293-4				i n + tɬ					
314-4				k w w a k k					
315-4				i m e					
322-4				t e h w a					
323-4				t a n					
9-4				t o t o + tɬ					
17-4				i m i o + tɬ					
30-4				w i + o  i					
88-4				i h i n  i					
158-4				w e j a k					
177-4				m i j k					
184-4				t o k a + w ts					
187-4				j e n k w i					
227-4				x o l + l					
1-5					m o n i				
2-5					n e + t				
8-5					aː a +				
16-5					e s t t i				
24-5					i s t i				
32-5					m o k o				
51-5					aː n + t				
52-5					aː a k + t i k				
53-5					n e m a +				
54-5					t a t a				
55-5					b aː +				
60-5					i x + t				
83-5					t e t t				
87-5					p oː t a k				
92-5					m o + a				
103-5					m o +				
106-5					b o k o				
138-5					n e h a				
139-5					m o k + t i				
142-5					m o t				
145-5					m o + t aː ts k				
176-5					t o k a				
179-5					n e m a + t				
180-5					m o + + t i				
186-5					b e k +  i				
190-5					j e + +				
194-5					s e				
220-5					aː h + t i				
231-5					i t a				
240-5					b o aː i				
283-5					t e h t				
293-5					i oː n				
314-5					b aː + a				
315-5					aː m x				
322-5					t e h a				
323-5					t e n				
9-5					t oː t				
17-5					aː h i + t				
22-5					t a t a				
30-5					aː a x a				
88-5					i h i				
158-5					aː a + +				
159-5					aː t i				
177-5					m o				
184-5					t oː t o				
187-5					j e n + aː				
227-5					x o + +				
1-6						n u tʃ i			
2-6						n e k + t i			
8-6						w a l u			
16-6						j s i t i			
24-6						i s t i			
32-6						m i k			
51-6						u n i t			
52-6						w a + + t i k			
53-6						n a k a + i			
54-6						t a l			
55-6						k w a			
60-6						i u +  + i i			
83-6						t e l t			
87-6						p a t a n i			
92-6						m a k a			
103-6						m a + u			
106-6						k a k			
138-6						n e			
139-6						m i k + t i			
142-6						m a t			
145-6						m u + t e k			
176-6						t a + a + t			
179-6						n a k a + t			
180-6						m i + + t i			
186-6						k e p + t			
190-6						j a k			
194-6						s e w			
220-6						u u + t i			
231-6						i t a			
240-6						k u tʃ i			
283-6						t a s t			
293-6						i n i			
314-6						k w a + a			
315-6						u n i			
322-6						t e h + m i m			
323-6						t eː l			
9-6						t u t uː + t			
17-6						u n i + t			
22-6						t a t a			
30-6						w a l a			
88-6						i iː i  i i i			
158-6						w a h a k			
159-6						aː w i			
177-6						m i a u			
184-6						t u k			
187-6						j a n			
227-6						m a t + +			
1-7							n e n o +		
2-7							n e n + t		
8-7							a + n		
16-7							a		
24-7							a + + t		
32-7							x o m		
51-7							a		
52-7							a e k		
53-7							n e n		
54-7							t e t		
55-7							a k e t		
60-7							a k + t		
83-7							t e n t		
87-7							a i t		
92-7							x +		
103-7							x o		
106-7							a k		
138-7							n e n e		
139-7							x o m		
142-7							x +		
145-7							x e		
176-7							t +		
179-7							n e n		
180-7							x o		
186-7							a		
190-7							n + n		
194-7							a + n		
220-7							a + +		
231-7							a t		
240-7							a		
283-7							t e n t		
293-7							a n		
314-7							a k e t + t t		
315-7							a +		
322-7							t e e l e		
323-7							t e n		
17-7							a + t		
22-7							t e t		
30-7							a e tʃ e		
159-7							a k		
1-8								n o tʃ iː	
2-8								n ɨ + + tɬ ɨ	
8-8								w a l	
16-8								ɨ s i tɬ	
24-8								ɨ s t ɨ	
32-8								m i +	
51-8								k n	
52-8								w a k +  + + +	
53-8								n ɨ k +	
54-8								t a l	
55-8								k w a	
60-8								ɨ tʃ +  + + + +	
83-8								t ɨ h +	
87-8								p a h a + ɨ	
92-8								m a k +	
103-8								m a	
106-8								k w k	
138-8								n ɨ h a	
139-8								m i + + t ɨ + k	
142-8								m a h ɨ	
145-8								m o + tɬ ɨ + ɨ h	
176-8								t a k + + tɬ	
179-8								n ɨ k + + tɬ	
180-8								m i k a tɬ ɨ	
186-8								k w h + tɬ ɨ	
190-8								j a k + + k	
194-8								s e	
220-8								k w + tɬ	
231-8								ɨ t a aː	
240-8								k o tʃ iː	
283-8								t eː h tɬ	
293-8								ɨ n	
314-8								k w a + tɬ a + k	
315-8								n n	
322-8								t ɨ h a	
323-8								t a	
9-8								t o t aː + tɬ	
17-8								k n i + tɬ ɨ	
22-8								t a h tɬ ɨ + tɬ	
30-8								w a l a	
88-8								ɨ w	
158-8								w a l a + oː	
159-8								aː h ɨ +	
177-8								m i + a	
184-8								t o k + + +	
187-8								j a n +	
227-8								k oː + + tɬ ɨ	
1-9									m u tʃ iː
2-9									n a + + + k +
8-9									w e h w u
16-9									j e + t tɬ iː
24-9									tʃ e t e
32-9									m iː k
51-9									o n + tɬ e
52-9									w a k + k o
53-9									n a k a
54-9									t a l + l  a t
55-9									k w a
60-9									i e + tɬ iː + iː
83-9									t i + tɬ i + + tɬ
87-9									p a p a w +
92-9									m a k a
103-9									m a w  n m a
106-9									k a k
138-9									n e h a
139-9									m iː k + tɬ iː
142-9									m a t e
145-9									m o + tɬ e + k
176-9									t a iː a ø ts  t
179-9									n e k a + t
180-9									m e e + i tɬ
186-9									k e tʃ iː tɬ o
190-9									j e k a + tɬ a
194-9									s o pː n  o
220-9									o h + tɬ iː
231-9									tʃ o tʃ  a iː a t
240-9									k o tʃ iː
283-9									t e + tɬ tɬ iː
293-9									iː n + u n  u iː
314-9									k w a + iː k tɬ
315-9									o i e n  o
322-9									t e h a a +  t
323-9									t a pː +
9-9									t u t u + tɬ
22-9									t a t a a
30-9									w e iː n i
88-9									iː e iː
158-9									w e w a k w
159-9									ø t iː a e
177-9									m iː ts a
184-9									t u k a l  a t
187-9									j e n e w a
227-9									x o l iː l
