COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
176-3			t a ʔ a ʔ ʔ						
179-3			n a k aː + ʔ						
180-3			m i s + t i						
186-3			k e tʃ +  + + + ʔ ʔ ʔ + + ʔ + + + ʔ ʔ + + + + + ʔ ʔ						
190-3			j a k + ʔ i						
194-3			s eː						
220-3			o m + t i						
231-3			i t a						
240-3			k o + i a						
283-3			t e h						
293-3			i n + ʔ l						
314-3			k w a + a ʔ ʔ						
315-3			o m i m						
322-3			t e h						
1-4				m o tʃ i					
2-4				n e x + + tɬ					
8-4				w e j e					
16-4				e e + t tɬ i					
24-4				i s t i tɬ					
32-4				m i k i					
51-4				o n + o					
52-4				w a k + tɬ					
53-4				n e k a k i  i					
54-4				t a l +					
55-4				k w a					
60-4				i kx + tɬ i l					
83-4				t i + tɬ					
87-4				p e t a n					
92-4				m a k a					
103-4				m e n tɬ					
106-4				k a k a					
138-4				n e h w a					
139-4				m i k + t i					
142-4				m a t a					
145-4				m o + t e k					
176-4				t a k a + i  i					
179-4				n e k a + tɬ					
180-4				m e ts + tɬ i					
186-4				k e tʃ i  i i i i i i i i i i i i i i i i i i i i i i i i					
190-4				j a k a + tɬ					
194-4				s e n a					
220-4				o h + tɬ i					
231-4				i h a					
240-4				k o tʃ i					
283-4				t e + tɬ					
293-4				i n + tɬ					
314-4				k w w a w tɬ					
315-4				o h e +  i i i i i i i					
322-4				t e h w a					
1-5					n o n i				
2-5					n i m +				
8-5					w eː j a				
16-5					j s t t i				
24-5					i s t i				
32-5					m i k a				
51-5					o n				
52-5					w a k + t i				
53-5					n e k a				
54-5					t a t l i				
55-5					b aː b  b				
60-5					i x aː t i				
83-5					t e + t				
87-5					p a t a k				
92-5					m a k a				
103-5					m i +				
106-5					b a k a				
138-5					n e h a				
139-5					m i k + t i				
142-5					m a t a				
145-5					m o + t i ts a				
176-5					t aː k a				
179-5					n e k a + t				
180-5					m iː				
186-5					b e				
190-5					j a k a				
194-5					s eː h  s				
220-5					o h t t i				
231-5					i t a				
240-5					b o aː i				
283-5					t e h t				
293-5					i oː n				
314-5					b aː m a				
315-5					o m i +				
322-5					t e h a				
1-6						n u k i			
2-6						n e k + t i			
8-6						w e j			
16-6						aː s i t i			
24-6						i s t i			
32-6						m i k			
51-6						u n i t			
52-6						w a k + t i			
53-6						n a k a k			
54-6						t a l			
55-6						k w a			
60-6						i aː +  i i i			
83-6						t e + t aː			
87-6						p a t a l i			
92-6						m a k a k			
103-6						m a j			
106-6						k a k			
138-6						n e			
139-6						m i k + t i			
142-6						m a t i			
145-6						m u + t e +			
176-6						t a k a + t			
179-6						n a k a k t			
180-6						m i + + t i			
186-6						k e p + t			
190-6						j a k			
194-6						s e			
220-6						uː m + t i			
231-6						i t a			
240-6						k u k i			
283-6						t e j t aː			
293-6						i n i			
314-6						k w a + a			
315-6						uː m i			
322-6						t e h + j i m			
1-7							n e n o +		
2-7							n e n + t		
8-7							w e n		
16-7							t e o t		
24-7							o + t t		
32-7							m i m		
51-7							o e n o		
52-7							w i t		
53-7							n e n		
54-7							t a t		
55-7							a w e		
60-7							o k + t		
83-7							t e		
87-7							t i t		
92-7							m i		
103-7							m i t		
106-7							a +		
138-7							n e n e		
139-7							m i m		
142-7							m i t		
145-7							m e		
176-7							t + ts m + t		
179-7							n e n		
180-7							m i n o t		
186-7							a e n + k		
190-7							n o n		
194-7							a e		
220-7							o + o		
231-7							t t		
240-7							a w m o		
283-7							t e t t		
293-7							o w		
314-7							a w e		
315-7							o + o		
322-7							t e t l e		
1-8								n o + iː	
2-8								k ɨ + + tɬ ɨ	
8-8								w e h e	
16-8								ɨ s + tɬ	
24-8								ɨ s t ɨ	
32-8								m ɨ k	
51-8								oː n	
52-8								w a k +  + + +	
53-8								n ɨ k aː + i tɬ	
54-8								tɬ a l + l ɨ	
55-8								k w a	
60-8								ɨ tʃ +  + + + + + l	
83-8								tɬ a + +	
87-8								p a + a + ɨ	
92-8								m a k aː	
103-8								m a	
106-8								k aː k	
138-8								n ɨ h a	
139-8								m i k + tɬ ɨ + k	
142-8								m a + ɨ	
145-8								m o + tɬ ɨ + ɨ h	
176-8								t a k aː + tɬ	
179-8								n ɨ k aː + tɬ	
180-8								m ɨ ts a tɬ ɨ	
186-8								k ɨ h + tɬ ɨ	
190-8								j a k	
194-8								s e	
220-8								oː m + tɬ	
231-8								ɨ t a ɨ	
240-8								k o + iː	
283-8								t ɨ h tɬ	
293-8								ɨ n ɨ  + + + l	
314-8								k w a + tɬ i + k	
315-8								oː m ɨ	
322-8								t ə h a	
1-9									m u tʃ iː
2-9									n i k + + tɬ +
8-9									i e j j u
16-9									j e + t tɬ iː
24-9									i kx t iː
32-9									m iː k iː
51-9									o n + tɬ n
52-9									i a k + k o
53-9									n e k a k o
54-9									t a l iː
55-9									k w a
60-9									i b iː tɬ u
83-9									t i + tɬ
87-9									p a t a n +
92-9									m a k a
103-9									m a l  a iː a a
106-9									k a k iː
138-9									n e h a
139-9									m e k + tɬ iː
142-9									m a t iː
145-9									m o + tɬ e e k
176-9									t ø iː a ø +
179-9									n e k a + tɬ
180-9									m e ts + + tɬ
186-9									k e tʃ iː k
190-9									j a k a + tɬ
194-9									s o n n  iː
220-9									o h + tɬ iː
231-9									i o t  a iː
240-9									k o tʃ iː
283-9									t e + + tɬ u
293-9									i n + tɬ n
314-9									k w a + iː + k
315-9									tɬ m iː m  iː
322-9									t e h a a
