COGID	Dashi	Ega	Enqi	Gongxing	Jinman	Jinxing	Mazhelong	ProtoBai	Tuoluo	Zhoucheng
2565-1	t i ⁵⁵									
2611-1	j ou ⁴⁴									
2632-1	w ẽ ⁴⁴ ⁵⁵									
2644-1	w ẽ ⁵⁵									
2674-1	m õ ³³									
2698-1	ʂ o ³³									
2709-1	j e n									
2720-1	tɕ o ŋ									
2772-1	k ə˞ ⁴⁴									
2791-1	tɕ j ə˞ ⁴⁴									
2837-1	ts w ⁵⁵ ⁴⁴									
2859-1	ʂ e e n ⁵⁵									
2889-1	tɕ i ə˞ ³³									
2900-1	k u ³³									
2928-1	tsʰ o ⁵⁵									
2941-1	k o ⁵⁵									
2998-1	tɕ i ³³									
3031-1	tʰ e ³³									
3052-1	t ɯ ⁴⁴									
3064-1	t u ²¹									
3084-1	tʰ e ⁴⁴									
3117-1	tɕ i ⁴⁴									
3128-1	k ə˞ ⁴⁴									
3150-1	t e ⁴⁴									
3161-1	tɕ j ³³									
3172-1	tɕ i ³³									
3263-1	j a ⁴⁴									
3274-1	k ə˞ ⁴⁴									
3308-1	k o n ⁵⁵									
3340-1	tɕ w ⁴⁴									
3362-1	ts w ⁴⁴									
3409-1	m i ³³									
3454-1	k o ²¹									
3493-1	ʂ o ⁴⁴									
3536-1	ʂ o ⁴²									
3548-1	f ʯ ⁵⁵									
3645-1	ʂ o ⁵⁵									
3678-1	ʈʂʰ i ⁴⁴									
3757-1	l ou ²¹									
3779-1	k o ŋ									
3813-1	x e n ⁵⁵									
3835-1	ʂ e e n ⁵⁵									
3855-1	p j ³¹									
3885-1	s w e n									
3907-1	pʰ a ⁵⁵									
3942-1	tɕ i ³³									
3953-1	tʰ u ⁴⁴									
4023-1	ɕʰ a ə˞ ⁴⁴									
4034-1	ts w ³¹									
4143-1	ts i ⁴²									
4185-1	m õ ⁵⁵									
4227-1	tsʰ u ⁴⁴									
4238-1	ts o ²¹									
4249-1	k a ⁵⁵									
4271-1	tɕ i ⁴⁴									
4304-1	tɕ w ²¹									
4315-1	t u ³³									
4336-1	ts o ³¹									
4400-1	ʂ a ⁵⁵									
4411-1	x e n ⁵⁵									
4441-1	l ou ²¹									
4557-1	k o ⁵⁵									
4591-1	j o ŋ ⁴²									
4602-1	ɣ ɯ ⁴²									
4687-1	x e n ⁵⁵									
4720-1	k ə˞ ⁴⁴									
4731-1	p e ⁴⁴									
4763-1	tɕ j ⁴⁴									
4918-1	tsʰ o ⁴⁴									
4976-1	t ɯ ⁴⁴									
4998-1	ʂ a ə˞									
5037-1	t ɯ ³³ ⁴⁴									
5048-1	p i ⁴⁴									
5100-1	m õ ²¹									
5111-1	p j ⁴⁴									
5122-1	k o a ⁴⁴									
5163-1	tɕ i ⁵⁵									
5192-1	tɕ o ŋ									
5225-1	j ²¹ ²¹									
5236-1	tʰ e ³³									
247-1	p i ²¹									
289-1	ʂ i ⁴⁴									
338-1	k w e n									
378-1	tɕ j ⁴⁴									
621-1	k w a ⁴⁴									
632-1	j ²¹ ³³									
645-1	p u ⁴⁴									
742-1	k ə˞ ⁴⁴									
752-1	ŋ ⁵⁵ ²¹									
763-1	tsʰ w ŋ ⁵⁵									
809-1	pʰ a ⁴²									
853-1	kʰ o ŋ ⁵⁵									
916-1	ts w ²¹									
960-1	m i ⁵⁵									
1001-1	k ɯ ⁴⁴									
1074-1	x u ⁵⁵									
1130-1	pʰ a ⁴⁴									
1184-1	ʂ i ⁴⁴									
1230-1	k o a ³³ ⁵⁵									
1263-1	m ɯ ⁵⁵									
1423-1	k o ⁵⁵									
1433-1	m ɯ ²¹									
1462-1	w ẽ ³¹									
1629-1	f ʯ ⁵⁵									
1682-1	ɕʰ a ŋ ⁵⁵									
1706-1	tɕ j ə˞ ⁴²									
1925-1	tɕ i ³³									
1991-1	tɕ w ³³									
2040-1	p o ³³									
2107-1	x u ⁴²									
2118-1	p u ³³									
2141-1	ʂ o ⁴²									
2540-1	tɕ w ŋ									
2576-1	m i ³³									
2664-1	m ɯ ⁴⁴									
2753-1	ɕʰ a ²¹ ³³									
2848-1	tɕ i ⁴⁴									
2870-1	ɣ ɯ ³³									
2871-1	s w a ⁴⁴									
2952-1	w ẽ ⁴⁴ ⁵⁵									
3020-1	p u ³³									
3214-1	p j ⁴⁴									
3285-1	tʰ e ⁴⁴									
3373-1	tʰ u ⁴⁴									
3397-1	j ou ⁴⁴									
3443-1	k ɯ ²¹									
3566-1	k ə˞ ⁴⁴									
3590-1	s o ⁴⁴									
3601-1	k ə˞ ⁴⁴									
3634-1	tɕ w ³³ ³³									
3689-1	k w ³³									
3964-1	x ɯ ⁴⁴									
4056-1	t ə̃˞ ⁴⁴									
4102-1	tʰ u									
4326-1	k ɯ ³³									
4412-1	m a ²¹									
4511-1	tɕ j ə˞ ⁴⁴									
4581-1	k ɯ ⁴⁴									
4676-1	tʰ u ⁵⁵									
4688-1	m a ²¹									
4708-1	kʰ ⁴⁴									
4814-1	tɕ i ⁴⁴									
4844-1	tsʰ o ⁴⁴									
4854-1	k o ŋ ⁵⁵									
4929-1	j ɯ ²¹									
4940-1	t w e n ³⁵									
5027-1	tɕ w ⁴⁴									
5071-1	m ɯ ⁴⁴									
5083-1	k w a ⁴⁴									
5248-1	tʰ e ³³									
82-1	tʰ u ⁴⁴									
132-1	x a ⁴⁴									
141-1	ŋ a ²¹									
227-1	ʈʂʰ i ⁴⁴									
359-1	w ẽ n ²¹									
379-1	p e n									
422-1	tɕ i ⁵⁵									
979-1	ʂ e ⁴⁴									
1046-1	ts o ³¹									
1274-1	p o									
1315-1	tɕ w a									
1337-1	k o ŋ ⁴²									
1390-1	j ɯ ⁴⁴									
1651-1	tɕ w ⁴⁴									
1693-1	tɕ j ə˞ ⁴²									
1742-1	x u ³³									
1851-1	s w a ⁴⁴ ⁵⁵									
1958-1	t i ⁴⁴									
1980-1	w ẽ n ²¹									
2174-1	ts w ŋ ⁴²									
2218-1	ts u ⁴²									
2355-1	p j ³¹									
2439-1	ʂ o ³³									
2474-1	m a ⁴⁴									
2517-1	w ẽ n ²¹									
2551-1	tɕ i ³³									
2816-1	tɕ w ⁴⁴									
3225-1	ts o ⁴⁴									
3251-1	j a ⁴⁴									
3384-1	m i ⁴⁴									
3612-1	k ɯ ⁴⁴									
3656-1	tʰ u ⁴⁴									
3667-1	k ɯ ²¹									
3712-1	tɕ j ə˞									
3790-1	f ʯ ŋ									
3801-1	p e n									
3975-1	s w a ⁴⁴ ⁵⁵									
4045-1	p u ³¹									
4081-1	k w a ⁴²									
4196-1	tɕ i ⁴⁴									
4357-1	ʈʂʰ i ⁴⁴									
4452-1	w ẽ ⁴⁴									
4462-1	p j ⁴⁴									
4548-1	ʂ o ŋ									
4657-1	p j ³¹									
4774-1	t w e ⁴⁴									
4815-1	j e ⁴⁴									
4909-1	k w ⁵⁵									
5009-1	tɕʰ j ə˞									
5082-1	m ɯ ⁵⁵									
1-1	m a ⁴⁴									
119-1	ʈʂʰ i ³³									
423-1	k o ⁴⁴									
501-1	f ʯ ŋ									
523-1	p ʯ ⁵⁵									
610-1	j e n ²¹									
971-1	m i ⁴⁴									
1026-1	p j ⁴⁴									
1119-1	tsʰ w a ³⁵									
1218-1	f ʯ ⁵⁵									
1359-1	tɕ i ²¹									
1360-1	j ou									
1484-1	f ʯ ⁵⁵									
1564-1	x w i ³³									
1717-1	w w									
1751-1	s w a ⁴² ⁵⁵									
1829-1	tɕ j e n ⁵⁵									
32-2		m ɯ ⁴⁴								
53-2		ts i ²¹								
93-2		q ɯ ²¹								
216-2		s w a ⁵⁵								
236-2		ts o ²²								
267-2		tɕ i ⁵⁵								
316-2		p ɯ ²²								
327-2		ɣ ɯ ²²								
348-2		ts o ⁴⁴								
400-2		z ɛ ²¹								
452-2		q a ⁴⁴								
463-2		qʰ w ⁴⁴								
512-2		t o ⁴²								
534-2		ts u ⁵⁵								
556-2		qʰ w ²²								
568-2		x ɯ ⁴⁴								
588-2		s w a ⁵⁵								
599-2		pʰ ɯ ⁴⁴								
656-2		q ɯ ⁴²								
678-2		q ɯ ⁴²								
689-2		m ɯ ⁴²								
700-2		m ɛ ⁴²								
775-2		p ɛ ⁵⁵								
786-2		q ɛ ⁵⁵								
820-2		ts o ⁴² ⁴²								
839-2		t i ²¹								
863-2		qʰ w ²²								
896-2		q a ⁴⁴								
929-2		ts ɥ ⁴²								
1015-2		s i a								
1035-2		ts ɥ ²²								
1107-2		ɕ i ⁴⁴								
1173-2		ɕ ɛ ²²								
1195-2		ɕ ɛ ²²								
1241-2		m ɛ ²¹								
1252-2		l o ²¹								
1294-2		q a ⁵⁵								
1326-2		ts ɥ i ²²								
1348-2		ts i ⁴²								
1401-2		s ɛ ⁵⁵								
1451-2		s ɛ ²²								
1473-2		t w ⁵⁵								
1507-2		tsʰ i ⁵⁵								
1532-2		q ɯ ⁴⁴								
1543-2		ɕ i ²²								
1575-2		ɕ ɛ ⁵⁵								
1618-2		p ɯ ²¹								
1640-2		q ɯ ⁵⁵								
1671-2		ɕ ɛ ⁴⁴								
1731-2		s u a ⁵⁵								
1762-2		s w a ⁵⁵								
1773-2		t ɛ ⁴⁴								
1794-2		q u ⁵⁵								
1805-2		z ɛ ²¹								
1816-2		s ɛ a								
1862-2		ts i ⁵⁵								
1885-2		qʰ w ⁴⁴								
1914-2		ɕ i ²²								
1936-2		p ɯ ²²								
1969-2		ɕ ɛ ⁵⁵								
2018-2		ts u ⁵⁵								
2029-2		q a ⁵⁵								
2051-2		ts o ²¹								
2074-2		q o ⁴⁴								
2085-2		m ɯ ²²								
2130-2		p u ⁴⁴								
2245-2		ts o a								
2269-2		m ɛ ²²								
2280-2		s ɛ a								
2291-2		s ɛ ⁵⁵								
2316-2		tɕ i ⁴⁴								
2364-2		ts i ²²								
2395-2		tsʰ a ⁴⁴								
2406-2		tɕʰ i a ⁵⁵								
2417-2		q ɯ ⁴²								
2428-2		q a ⁵⁵								
2450-2		ts o ²¹								
2484-2		ɕ i ⁴⁴								
2495-2		q ɯ ²¹								
2565-2		t i ⁵⁵								
2611-2		j u ⁴²								
2632-2		ŋ a a ⁵⁵								
2644-2		ŋ a a ⁵⁵								
2674-2		m ɯ ²²								
2698-2		s i a								
2709-2		ɲ ɛ ²¹								
2720-2		ts o ⁴² ²¹								
2772-2		q a ⁴⁴								
2791-2		tɕ o ⁵⁵								
2837-2		ts ɛ ⁵⁵								
2859-2		ɕ ɛ ⁵⁵								
2889-2		tɕ i ²²								
2900-2		q ɯ ²²								
2928-2		tsʰ o ⁵⁵ ⁵⁵								
2941-2		qʰ w ⁴⁴								
2998-2		ts i ²²								
3031-2		tʰ i ²² ²²								
3052-2		t o ⁴²								
3064-2		t o ²¹								
3084-2		tʰ a a ⁴⁴								
3117-2		ts i ⁴²								
3128-2		q a ²¹								
3150-2		t ɛ ⁴²								
3161-2		ts ɥ ²²								
3172-2		ts i ²²								
3263-2		j o								
3274-2		q a ⁴²								
3308-2		qʰ w ⁵⁵								
3340-2		ts o ⁴⁴								
3362-2		ts ɛ ⁵⁵								
3409-2		m ɛ ²²								
3454-2		q o ⁵⁵								
3493-2		s o ⁵⁵								
3536-2		ɕ i a ⁵⁵								
3548-2		f e ⁴²								
3645-2		s i ⁵⁵								
3678-2		tsʰ i ⁴⁴								
3757-2		l o ²¹								
3779-2		q ɯ ⁴²								
3813-2		x o ⁵⁵								
3835-2		ɕ ɛ ⁵⁵								
3855-2		p ɛ ²¹								
3885-2		s w ɛ ⁵⁵								
3907-2		pʰ a ⁴⁴								
3942-2		ts i ²²								
3953-2		tsʰ a a ⁵⁵								
4023-2		ɕ i a ⁵⁵								
4034-2		ts ɥ ²¹								
4143-2		ts o ²¹ ²¹								
4185-2		m ɯ ⁵⁵								
4227-2		tsʰ ɛ ⁵⁵								
4238-2		ts o ²¹								
4249-2		q a ⁵⁵								
4271-2		ts i ⁴²								
4304-2		ts o ²¹ ²¹								
4315-2		t u ²²								
4336-2		ts ɛ ²¹								
4400-2		s o ⁵⁵								
4411-2		x o ⁵⁵								
4441-2		l o ²¹								
4557-2		qʰ ɯ ⁵⁵								
4591-2		j i ²² ²¹								
4602-2		ɣ ²²								
4687-2		x o ⁵⁵								
4720-2		q a ⁴⁴								
4731-2		ts ɛ ⁴²								
4763-2		ts ɥ ⁴²								
4918-2		tsʰ ɛ ⁴²								
4976-2		t ɛ ⁴⁴								
4998-2		ɕ i i ²²								
5037-2		t ɛ ⁴²								
5048-2		tsʰ i ⁵⁵								
5100-2		m ɯ ²¹								
5111-2		p ɛ ⁴²								
5122-2		qʰ w a ⁵⁵								
5163-2		tɕ i ⁵⁵								
5192-2		ts o ²¹ ²¹								
5225-2		ɲ ɛ ⁴²								
5236-2		tʰ o ²²								
64-2		pʰ a ²¹								
104-2		x w a ⁵⁵								
247-2		p ɯ ²¹								
289-2		s ɛ ⁵⁵								
338-2		q a a ⁴²								
378-2		ts ɥ ²¹								
412-2		t ɛ ⁴⁴								
621-2		q a a ⁴⁴								
632-2		ɲ ɛ ²²								
645-2		p u ⁴²								
742-2		q ɯ ⁴⁴								
752-2		ŋ a ²¹								
799-2		ts u a								
809-2		pʰ o ⁴²								
853-2		kʰ u ⁵⁵								
1001-2		q ɯ ⁴⁴								
1074-2		x o ⁵⁵								
1086-2		qʰ w ⁴²								
1097-2		kʰ u ⁵⁵								
1184-2		s ɛ ⁵⁵								
1230-2		qʰ w a ⁵⁵								
1263-2		m ɯ ⁴²								
1423-2		qʰ w ⁵⁵								
1433-2		m ɯ ²¹								
1462-2		ŋ w ɛ ²²								
1545-2		ts i ²²								
1706-2		tɕ o a ⁴²								
1925-2		ts ɥ ²²								
1991-2		ts ɥ ²²								
2040-2		p o ²²								
2107-2		x o ⁴²								
2118-2		p ɯ ²²								
2141-2		ɕ i a ⁵⁵								
2540-2		ts o ²¹ ²¹								
2576-2		m ɯ ²²								
2742-2		s ɛ ²²								
2753-2		ɕ i a ⁵⁵								
2870-2		ɣ ɯ ²²								
2871-2		s w a ⁵⁵								
2952-2		ŋ a a ⁵⁵								
3020-2		p ɯ ²²								
3214-2		p ɯ ²²								
3285-2		tʰ o ⁵⁵								
3330-2		ɲ ɛ ²¹								
3373-2		tʰ a ⁴⁴								
3397-2		j a ⁴²								
3433-2		q ɯ ²¹								
3443-2		q ɯ ²¹								
3566-2		q a ⁴⁴								
3590-2		s o ⁵⁵								
3601-2		q a ²¹								
3634-2		ts o ²²								
3689-2		q a ²²								
3964-2		x o ⁵⁵								
4056-2		t a ⁴²								
4102-2		tsʰ u ⁴²								
4412-2		m ɯ ²¹								
4511-2		tɕ j a ⁴⁴								
4581-2		q ɯ ⁴⁴								
4688-2		m ɯ ²¹								
4708-2		u ⁴⁴								
4814-2		ts i ⁴²								
4844-2		tsʰ o ⁴⁴								
4929-2		j i ⁴²								
5027-2		ts o ⁵⁵								
5071-2		m ɯ ⁴⁴								
5083-2		q a a ⁴⁴								
5248-2		tʰ o ²²								
4378-2		x ɯ ²²								
11-2		tɕ o ²¹ ²¹								
65-2		m ɯ ²¹								
82-2		tsʰ u a								
132-2		x o ⁴⁴								
141-2		ŋ a ⁴²								
359-2		ŋ w a ²¹								
422-2		tɕ i ²¹								
907-2		ɲ ɛ ²¹								
979-2		s ɛ ⁵⁵								
1046-2		ts u a								
1056-2		q a ²²								
1274-2		ɯ ²²								
1315-2		ts y a ⁵⁵								
1337-2		q ɯ ⁵⁵								
1390-2		j i ⁴²								
1651-2		ts ɥ ²¹								
1693-2		tɕ o ²¹								
1851-2		s w a ⁵⁵								
2163-2		p ɯ ²¹								
2439-2		s o ²²								
2551-2		ts i ²²								
2816-2		ts ɛ ⁵⁵								
2918-2		j o								
3205-2		s ɛ ²²								
3234-2		tɕ i ⁵⁵								
3235-2		q w a ⁵⁵								
3384-2		m ɛ ⁵⁵								
3612-2		q ɯ ⁴⁴								
3656-2		tsʰ u a								
3667-2		q ɯ ²¹								
3975-2		s w a ⁵⁵								
4045-2		p u ⁴²								
4081-2		q a a ⁴²								
4357-2		tsʰ i ⁴²								
4452-2		qʰ a a ⁴²								
2379-2		l o ⁵⁵								
4537-2		m ɯ ²²								
4548-2		s i ⁴² ⁴²								
4625-2		ɲ ɛ ²¹								
4774-2		t w ⁵⁵								
4900-2		kʰ ɯ ⁴²								
5082-2		m ɯ ²²								
119-2		tsʰ i ⁵⁵								
423-2		qʰ w ⁴⁴								
501-2		f o ⁴⁴								
579-2		pʰ ɯ ⁴⁴								
940-2		ɲ ɛ ²¹								
1066-2		tsʰ o ⁵⁵								
1305-2		q w a ⁵⁵								
1359-2		tɕ i ²¹								
1360-2		j i ⁴²								
1484-2		f e ⁴²								
1587-2		ŋ a ⁵⁵								
1598-2		ŋ a ²²								
1609-2		s ɛ ⁵⁵								
1717-2		u ²¹								
1751-2		s w a ⁵⁵								
1897-2		t ɛ ²¹								
1898-2		m ɯ ⁵⁵								
32-3			m a ⁵⁵							
53-3			ts i ²¹							
93-3			q ɯ ²¹							
216-3			s w a ⁵⁵							
236-3			ts u ²²							
267-3			tɕ i ²²							
316-3			p ɯ ²²							
327-3			ɣ ²²							
348-3			ts i ⁵⁵							
400-3			z ɿ ²¹							
452-3			q æ ⁵⁵							
463-3			qʰ a ⁵⁵							
512-3			d o ²¹							
534-3			ts u ɛ							
556-3			qʰ u ²²							
568-3			x ɯ ⁵⁵							
588-3			s w a ⁵⁵							
599-3			pʰ j ²⁴							
656-3			q ɯ ²¹							
678-3			q ɯ ²¹							
689-3			m a ⁴³							
700-3			m ɛ ²¹							
775-3			p j ²²							
786-3			q ɛ ²⁴							
820-3			ts o ²¹							
839-3			d i a ²¹							
863-3			qʰ o ²²							
896-3			q æ ²⁴							
929-3			ts j o ²²							
1015-3			s j ²⁴							
1035-3			ts i ²²							
1107-3			ɕ j a ⁵⁵							
1173-3			ɕ i ²²							
1195-3			ɕ i ²²							
1241-3			m ɛ ²¹							
1252-3			l o ²¹							
1294-3			q o ²¹							
1326-3			ts i ɛ ²²							
1348-3			tɕ i ²¹							
1401-3			s ɿ ⁴³							
1451-3			s i ²²							
1473-3			t ɛ ɛ ²²							
1507-3			tsʰ i ²⁴							
1532-3			q ɯ ²⁴							
1543-3			s i ɯ ²²							
1575-3			ɕ i ⁵⁵							
1618-3			p ɯ ²¹							
1640-3			q o ɛ							
1671-3			ɕ i ⁵⁵							
1731-3			ɕ o o ²⁴							
1762-3			s o ɛ ²⁴							
1773-3			t j ⁵⁵							
1794-3			k o ²⁴							
1805-3			z i ²¹							
1816-3			s o ²²							
1862-3			ts i ²⁴							
1885-3			qʰ a ⁵⁵							
1914-3			ɕ i ɯ ²²							
1936-3			p o ²²							
1969-3			ɕ i ⁵⁵							
2018-3			ts u ²¹							
2029-3			q o ²¹							
2051-3			ts i ²¹							
2074-3			q o ⁵⁵							
2085-3			m o ²²							
2130-3			p j ⁵⁵							
2245-3			ts j ²¹ ²¹							
2269-3			m ɛ ²²							
2280-3			s o ⁴³							
2291-3			s ɿ ²⁴							
2316-3			ts i ⁵⁵							
2364-3			ts ɿ ²²							
2395-3			tsʰ i a ²⁴							
2406-3			tsʰ j a ²⁴							
2417-3			q ɯ ⁴³							
2428-3			q o ²¹							
2450-3			ts o ²¹							
2484-3			ɕ i ⁵⁵							
2495-3			q o ²¹							
2565-3			t ɛ ²⁴							
2611-3			j o ɛ							
2632-3			ɲ i ⁵⁵							
2644-3			ɲ i ⁵⁵							
2674-3			m o ²²							
2698-3			s o ²²							
2709-3			ɲ ɛ ²¹							
2720-3			ts i o ²¹							
2772-3			q a ⁵⁵							
2791-3			tɕ i ²⁴							
2837-3			ts i ²⁴							
2859-3			ɕ i ⁵⁵							
2889-3			tɕ i ɯ ²²							
2900-3			q ɯ ²²							
2928-3			tsʰ ɿ ²⁴							
2941-3			qʰ ɯ ²⁴							
2998-3			ts i ²²							
3031-3			tʰ i ²² ²²							
3052-3			d ɯ ²¹							
3064-3			d j ²¹							
3084-3			tʰ i a ⁵⁵							
3117-3			ts i ²¹							
3128-3			q æ ²¹							
3150-3			d ɛ ⁴³							
3161-3			ts i ɯ ²²							
3172-3			ts i ²²							
3263-3			j a ⁵⁵							
3274-3			q æ ²¹							
3308-3			qʰ w ²⁴							
3340-3			ts o ɛ							
3362-3			ts i ²⁴							
3409-3			m ɛ ²²							
3454-3			q o ²⁴							
3493-3			s o ɛ							
3536-3			ɕ j o ²⁴							
3548-3			f ɛ ²¹							
3645-3			s o ²⁴							
3678-3			tsʰ i ⁵⁵							
3757-3			l o ²¹							
3779-3			q ɯ ⁴³							
3813-3			x w ²⁴							
3835-3			ɕ i ²⁴							
3855-3			p i ²¹							
3885-3			s w ɛ ⁵⁵							
3907-3			pʰ a ²⁴							
3942-3			ts i ²²							
3953-3			tsʰ i a ²⁴							
4023-3			ɕ j a ²⁴							
4034-3			ts i a ²⁴							
4143-3			ts j ²¹ ²¹							
4185-3			m o ⁵⁵							
4227-3			tsʰ ɿ ²⁴							
4238-3			ts o ²¹							
4249-3			q o ²¹							
4271-3			ts i ²¹							
4304-3			ts i o ²¹							
4315-3			d o ²²							
4336-3			d u ²¹							
4400-3			s a ⁵⁵							
4411-3			x w ²⁴							
4441-3			l o ²¹							
4557-3			qʰ o ²⁴							
4591-3			j i o ²²							
4602-3			ɣ ɯ							
4687-3			x w ²⁴							
4720-3			q ɛ ²⁴							
4731-3			d i ⁴³							
4763-3			ts j o ²¹							
4918-3			tsʰ ɿ ²¹							
4976-3			t j ⁵⁵							
4998-3			ɕ ɥ ɛ ²²							
5037-3			t j ²¹							
5048-3			tsʰ j a ²⁴							
5100-3			m o ²¹							
5111-3			p j ²¹							
5122-3			qʰ w æ ⁵⁵							
5163-3			tɕ i ²⁴							
5192-3			ts i o ²¹							
5225-3			ɲ o ²¹							
5236-3			tʰ i ²²							
64-3			pʰ a ⁴³							
104-3			x w a ⁵⁵							
247-3			p i ²¹							
289-3			s i ⁵⁵							
338-3			q w ɛ ²¹							
378-3			ts j o ²²							
412-3			t j ²⁴							
621-3			q w a ⁵⁵							
632-3			ɲ ɛ ²²							
645-3			p j ²¹							
742-3			q ɯ ⁵⁵							
752-3			ɲ w ²¹							
763-3			tsʰ o o ²⁴							
799-3			ts u ⁴³							
809-3			pʰ a ⁴³							
853-3			kʰ o ²⁴							
916-3			ts j o ²⁴							
960-3			m ɛ ²⁴							
1001-3			k ɯ ²⁴							
1074-3			x o ²⁴							
1086-3			qʰ o ɛ							
1097-3			kʰ o ⁵⁵							
1130-3			pʰ a ⁵⁵							
1184-3			s i ²⁴							
1230-3			qʰ w æ ²¹							
1263-3			m ɯ ²¹							
1423-3			qʰ o ²⁴							
1433-3			m o ²¹							
1462-3			ŋ w i ²²							
1545-3			ts i ²²							
1629-3			f ɛ ²⁴							
1682-3			ɕ o o ²⁴							
1706-3			tɕ ɿ a ²¹							
1925-3			ts i ²²							
1991-3			ts o ²²							
2040-3			p o ²²							
2107-3			x o ⁴³							
2118-3			p ɯ ²²							
2141-3			ɕ j o ²⁴							
2540-3			ts i o ²¹							
2576-3			m o ²²							
2664-3			m o ⁵⁵							
2742-3			s i ɯ ²²        ɲ  ɲ							
2753-3			ɕ j o ²⁴							
2848-3			tɕ i ²¹							
2870-3			ɣ ɯ ²²							
2871-3			s w a ⁵⁵							
2952-3			ɲ i ⁵⁵							
3020-3			p o ²²							
3214-3			p j ²²							
3285-3			tʰ a i ⁵⁵							
3330-3			ɲ i ²¹ ²¹							
3373-3			tʰ i a ⁵⁵							
3397-3			j a ⁵⁵							
3433-3			q o ²¹							
3443-3			q ɯ ²¹							
3566-3			q æ ⁵⁵							
3590-3			s a ⁵⁵							
3601-3			q æ ²¹							
3634-3			ts i ²²							
3689-3			q o ²²							
3964-3			x a ²⁴							
4056-3			d j ²¹							
4102-3			tsʰ i ²¹ ⁴³							
4326-3			q ɯ ²²							
4412-3			m a ²¹							
4511-3			tɕ i ⁵⁵							
4581-3			q ɯ ²⁴							
4676-3			tsʰ i ²⁴ ²⁴							
4688-3			m a ²¹							
4708-3			u ɛ							
4814-3			ts i ²¹							
4844-3			tsʰ ɿ ɛ							
4854-3			k ɯ ²²							
4929-3			j ɯ ²¹							
4940-3			t ɛ ɛ ²⁴							
5027-3			ts o ɛ							
5071-3			m ɯ ⁵⁵							
5083-3			q w a ⁵⁵							
4378-3			x ɯ ²²							
11-3			ts i o ²¹							
65-3			m a ²¹							
82-3			tsʰ i ⁵⁵ ⁵⁵							
132-3			x a ²¹							
141-3			ɲ o ⁴³							
227-3			tsʰ i ⁵⁵							
359-3			ŋ w i ²¹							
379-3			p i ²¹							
422-3			tɕ i o ²⁴							
907-3			ɲ o ²¹							
979-3			s ɿ ⁵⁵							
1046-3			ts u ⁴³							
1056-3			q o ²²							
1274-3			ɯ ²²							
1390-3			j ɯ ⁵⁵							
1651-3			ts i o ²²							
1693-3			tɕ i a ²¹							
1742-3			x ɯ ²²							
1958-3			d j ²¹ ²¹							
1980-3			v i ɛ ²⁴							
2163-3			p ɯ ²¹							
2174-3			ts j o ²¹							
2218-3			ts j o ²¹							
