COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
266-4				i t i m						
3-4				a r i k o n						
4-4				w a e						
51-4				u w e						
97-4				m a p u m						
109-4				u p e j e tʃ i						
121-4				k a p i j a k i						
149-4				t o k						
160-4				k i r i k						
163-4				u p n						
167-4				p a						
207-4				m i						
259-4				t o w a						
66-4				k a r a k a w						
116-4				t o p a k a tʃ i						
134-4				n i p a t						
135-4				ʒ̟ k u ʒ̟ i e u						
139-4				m o n o i						
142-4				p a a m a e						
145-4				k a a t e tʃ e						
148-4				t a w a n e						
162-4				i n j i n						
166-4				i m i						
179-4				t a						
201-4				p e						
21-4				i t o n						
24-4				w a k u r u a n						
52-5					i t e					
56-5					i m e ʔ					
96-5					r a t i					
99-5					a r e k e n					
114-5					t o k s y					
115-5					f i r t y					
133-5					i t i p r a s i					
144-5					f a r a r i s i					
150-5					k a w					
234-5					k o m					
236-5					p i k y n					
241-5					a w i n					
249-5					i s e i					
1-5					f a t a					
2-5					f i m i i					
65-5					i f i					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i t i					
106-5					t y n i i					
119-5					i j i t i s i ʔ					
128-5					f o k i					
147-5					t i m i i					
239-5					n a m a k a n					
266-5					i i m i					
3-5					w a r i k o m					
4-5					f a r t i					
51-5					i w e					
55-5					i f f a a m i					
97-5					m a f o m i					
109-5					y p i j y k i ʔ					
149-5					t o k					
160-5					k i r i k					
163-5					i p i i a n					
167-5					p a					
207-5					m i					
259-5					t o w a					
66-5					k a r a k a w					
112-5					t i r a j y t i ʔ					
116-5					t o p a k i j i ʔ					
134-5					n i p a t i					
135-5					t k i s y					
139-5					i k i m i m i i					
142-5					p a r a m s i					
145-5					k a r t a t i					
148-5					t r a w a n i s i					
162-5					i j i n					
166-5					i m i					
179-5					t a					
201-5					p i					
21-5					k w o t e k n					
52-6						n i t a				
56-6						u m i				
96-6						a r a tʃ				
99-6						a r i n e				
114-6						t u k i tʃ i				
115-6						u r i tʃ i				
133-6						t i p a r a i				
144-6						a tʃ a a tʃ i				
150-6						k a w				
234-6						k u m				
236-6						p i k i				
241-6						a w i				
249-6						i tʃ i				
1-6						w a a				
2-6						i m				
65-6						i w i				
74-6						p a a				
93-6						t k p a r i tʃ i				
95-6						w i w i tʃ i				
106-6						t a i tʃ i				
119-6						i n i t i tʃ i				
128-6						n u k i tʃ i				
147-6						t i m i tʃ i				
231-6						p a a w u				
232-6						i i p i n i				
239-6						i m a k a				
266-6						i t i m				
3-6						k a r i k u				
4-6						w a i tʃ i				
55-6						Ø n m				
97-6						w a p u m i i n				
109-6						i p i i i tʃ i				
160-6						k i r i k				
207-6						m i				
112-6						t a t a a i tʃ i				
116-6						t u p a k i n				
125-6						k a t i m tʃ i				
134-6						i p a t i				
135-6						k i m i tʃ i				
139-6						n a n i m u u tʃ i				
201-6						p w a n				
21-6						k tʃ tʃ a n				
24-6						k a r a a				
52-7							u i t a d			
56-7							u m e u			
96-7							a r a t			
99-7							u u r i u j i			
114-7							t o k i i			
115-7							u u r			
133-7							u t i p r a r i			
144-7							u u a t a w			
150-7							k a w			
234-7							i k o m			
236-7							p a k u			
241-7							a w i n			
249-7							i r e u			
1-7							w a z a			
2-7							i o m u			
65-7							i w i			
74-7							p a a			
93-7							t u p a r r			
95-7							w i k t i ʔ			
106-7							t u i			
119-7							u j i t i i			
128-7							p o k i i			
147-7							t m i r i			
231-7							p a n a u o			
232-7							u i p i u j u u			
266-7							u i t i m			
3-7							a r i k			
4-7							w a r i ʔ			
51-7							u w e			
55-7							ʔ i w ʔ a m			
97-7							n a p o m a u			
109-7							p i i t i			
121-7							k a p u a k u			
149-7							t o k i			
160-7							k i r i k			
163-7							u p u n			
167-7							p a ʔ			
207-7							m i			
259-7							t o w a ʔ			
66-7							k a r a k a w			
125-7							k a i m a r i			
135-7							k i m i			
142-7							u p a t a m a r i			
145-7							k a i a t i t			
148-7							t a r a w a r i			
162-7							i j i ʔ			
166-7							i m i ʔ			
179-7							t a u u			
201-7							p e			
21-7							t a n			
24-7							w a k a r i u i u a d n			
52-8								y t e		
56-8								e m e		
96-8								a t		
99-8								a v o n		
114-8								t o k		
115-8								u t		
133-8								t i Ø a s		
144-8								a t a a s		
150-8								k a		
234-8								k o m		
236-8								Ø i k e n		
241-8								a i n		
249-8								i s e		
1-8								a t a		
2-8								n i n m v v		
65-8								i		
74-8								Ø a n a		
93-8								t u Ø a n y v		
95-8								i k		
119-8								j i t s		
231-8								Ø a n a o		
232-8								y Ø i j o		
239-8								n a m a k a n		
3-8								a v u k v v v o		
4-8								a n n i n		
51-8								y e v		
55-8								i v a m		
109-8								i Ø a e k v		
121-8								k a Ø j a k a		
149-8								t o k v		
163-8								e Ø e a n		
167-8								Ø a		
259-8								t o a		
66-8								k a v a k a		
112-8								t v a i s i		
116-8								t o Ø a k a		
125-8								k a t i m a v i		
145-8								k a a t i s		
52-9									i t a	
56-9									i m e	
96-9									a r a r	
99-9									m a r a m a	
114-9									t o k ʃ i	
115-9									e r ʃ i	
133-9									t i p a r a ʃ i	
144-9									a r a w a ʃ i	
150-9									k a w	
234-9									a k o m	
236-9									p i k e n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									a w i m	
65-9									a w	
74-9									p a n a	
93-9									t o p a r i ʃ i	
95-9									a w i k	
106-9									t e m n i w i	
119-9									j a t i ʔ i	
128-9									u k w i	
147-9									t i m i w i	
231-9									p a n a w u ʔ	
232-9									w p i j w	
239-9									n a m a k a n	
266-9									a t i m	
3-9									a r i k u	
4-9									w a r r i	
51-9									i w e ʔ	
55-9									i a a m	
97-9									w a h o m i m	
109-9									i p i i k i	
121-9									k a p a j a k i	
149-9									o k	
160-9									k i r i k	
163-9									o p a n	
167-9									p a	
207-9									m i ʔ	
259-9									t o w a ʔ	
66-9									k a r a k a w	
112-9									t a r a j a ʃ i	
116-9									t o p a k a ʃ i	
125-9									k a t i m a ʃ i	
134-9									n i p a t i	
135-9									t u i m	
142-9									p a r a m	
145-9									k a r t a t i	
148-9									t r a w a n	
162-9									i j i m n	
166-9									i m i	
179-9									t a m	
201-9									p i	
21-9									r a n	
24-9									w a k o r ʔ ʔ a ʔ n	
52-10										i t e
56-10										m e ʔ
96-10										r a t
99-10										a r tʃ
114-10										t o k i tʃ i ʔ ʔ
115-10										r i tʃ i ʔ ʔ
133-10										tʃ i p a r tʃ i ʔ
144-10										i t a w i tʃ
150-10										k a w
234-10										k o m
236-10										p i k ɲ
241-10										a w i n
249-10										i tʃ e ʔ
1-10										w a tʃ a
2-10										w m
65-10										w
74-10										p a n a
93-10										t p a r i tʃ i ʔ ʔ
95-10										w k tʃ i ʔ
106-10										tʃ n i tʃ i ʔ ʔ
119-10										j t i ʔ tʃ i ʔ ʔ
128-10										h o k i ʔ ʔ
147-10										tʃ i ʔ m i ʔ tʃ i ʔ ʔ
231-10										p a n a w o ʔ
232-10										i p i j
239-10										a m a k a ɲ
266-10										t i m
3-10										w a r i k o
4-10										w a r i
51-10										w e ʔ
55-10										i h a m
97-10										m a h o m
121-10										k a p i ʔ j a k tʃ i ʔ ʔ
149-10										t o k
160-10										k i r i k
163-10										p e m
167-10										p a ʔ
207-10										m i ʔ
259-10										t o w a ʔ
112-10										t a t a j tʃ i ʔ
116-10										t p a k a tʃ
125-10										k a tʃ i m a tʃ i ʔ ʔ
134-10										i p a t
139-10										a e m o m i tʃ i
142-10										i p a a m tʃ i ʔ ʔ
145-10										k a r t tʃ i ʔ e
148-10										t r a w a i ʔ ʔ
162-10										j
166-10										m ʔ
179-10										t a
201-10										p e
24-10										w a k o r a m
