COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
97-2		m a o n i								
121-2		k a p i j a k a								
163-2		u p e n								
167-2		h h p a								
259-2		t o w a								
66-2		k a r a k a w								
112-2		t h r h a j i s i								
116-2		t o p a k a s w								
125-2		k a t i m a n i								
135-2		k i n h h h h i h								
139-2		w w w n o n o p								
142-2		p a r a m a s i								
148-2		t r a w i s i								
162-2		e j u n								
166-2		u m u								
179-2		t a a								
45-2		i w j a m a								
84-2		p u w a n								
131-2		e k i t u m n n								
146-2		u k u m a a								
154-2		i w e								
192-2		Ø i t								
197-2		t u r u u m u								
235-2		s o w i								
237-2		n u m a j i w								
246-2		i w i								
250-2		m o r o p a p e k o n								
52-3			t e tʃ o							
56-3			m							
96-3			a tʃ a s							
99-3			a n n r e n k o							
114-3			tʃ o i s a							
115-3			n o r s a							
133-3			tʃ e p a r a s i							
144-3			a tʃ a j a s i							
150-3			a j n							
234-3			n o m							
236-3			p e o							
241-3			n n n a j e							
249-3			s n							
1-3			j a tʃ a							
2-3			n j n m n n							
65-3			e j							
93-3			tʃ p i r a s i							
95-3			n Ø i s a							
106-3			tʃ o n n a i							
119-3			n i tʃ i s							
128-3			k o i s a							
147-3			tʃ i m a s i							
231-3			p a a n o							
232-3			n p e n n o							
239-3			a m a a n							
266-3			n e tʃ e n m							
3-3			o a r a k a n o							
4-3			Ø a tʃ i k n							
55-3			k o e a m o							
109-3			i p s s i s i							
121-3			a j i j a a s i n							
149-3			tʃ o k n							
160-3			e r e							
207-3			m e							
112-3			tʃ a tʃ a a i s i							
125-3			i s e m i s i							
134-3			e p a tʃ a a a a							
135-3			t a tʃ e m s s i a i s							
139-3			a m o e s e n n n							
57-3			tʃ o o j a o o							
71-3			e m e							
131-3			tʃ o o o e m i a							
146-3			k e m a s i							
227-3			m a p o e tʃ o o							
52-4				t i t i						
56-4				u m u						
96-4				a o t						
99-4				i i r i n						
114-4				t o k e i						
115-4				u r u i						
133-4				t i p a i						
144-4				o r a w a i						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ						
1-4				w a ʒ̟ a						
2-4				u m						
65-4				i w						
74-4				p a n o						
93-4				t o p a r i tʃ i						
95-4				w e k n i						
106-4				t u n i						
119-4				j i ʒ̟ i tʃ						
128-4				p o k e i						
147-4				t i m i i						
231-4				p o n a w o						
232-4				p i j a						
239-4				n o m a k a n						
266-4				i ʒ̟ i m						
3-4				a r i k o n						
4-4				w a w i n						
51-4				u w						
97-4				m a p o m						
109-4				u p j e k i						
121-4				k a p i j a k a						
149-4				t o k						
160-4				k e r i k						
163-4				u p n						
167-4				p a						
207-4				m i						
259-4				t o w a						
66-4				k a r a k a w						
116-4				t o p a k a tʃ e						
134-4				n o p a t						
135-4				ʒ̟ k ʒ̟ i a t i						
139-4				n i m o n i i						
142-4				p o a m a						
145-4				k a a t i tʃ i						
148-4				t a w a n i						
162-4				i n j i n						
166-4				m i						
179-4				t a						
201-4				p						
21-4				i t o n						
24-4				w a k a r a n						
45-4				p i n j a m o						
50-4				i n a						
57-4				t o k o w a n						
71-4				m i						
84-4				p i w a w						
91-4				m o k o n						
131-4				t u k t t t o ʒ̟ i						
146-4				k i m a n						
151-4				k i w						
154-4				w e						
192-4				t i t						
205-4				i p a n						
227-4				w a p i t o						
235-4				tʃ o e						
237-4				n a m a j i n						
246-4				i w i						
250-4				m o r t p k o n						
251-4				w a n a						
52-5					e t e					
56-5					i m e w					
96-5					r a t					
99-5					a r e j e					
114-5					t o k s y					
115-5					f i r s y					
133-5					i t i p r a s i					
144-5					f a r a r s i					
150-5					k a w					
234-5					k o m					
236-5					p i k n					
241-5					a w i n					
249-5					i s e i					
1-5					f a t a					
2-5					f i m i i					
65-5					i f i i					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i t i					
106-5					t y n i i					
119-5					i j y t i s i					
128-5					f o k s i					
147-5					t i m i s i					
239-5					n a m a k a n					
266-5					i i t i m					
3-5					w a r i k w o m					
4-5					f a r t i					
51-5					i w e					
55-5					i f f f a m i					
97-5					m a f o m i					
109-5					y p i j y k i					
149-5					t o k					
160-5					k i r i k					
163-5					i p i i a n					
167-5					p a ʔ					
207-5					m i m					
259-5					t o w a ʔ					
66-5					k a r a k a w					
112-5					t i r a j y t y					
116-5					t o p a k i s i					
134-5					n i p a t i					
135-5					t o k i s y					
139-5					k y m e e m i					
142-5					p a r a m s i					
145-5					k a r t a t i					
148-5					t r a w a n i s i					
162-5					i j i n ʔ					
166-5					i m i ʔ					
179-5					t a					
201-5					p e					
21-5					k w o t e k n					
45-5					o i j a m					
50-5					i n i a ʔ					
71-5					e m i					
84-5					p i w a n					
91-5					m o k o n					
146-5					i k i m i a					
151-5					k i w					
154-5					w e ʔ					
192-5					t t					
197-5					t o r i m ʔ i					
205-5					i p a n					
235-5					s o w i					
237-5					m i m a j i					
250-5					m o r i i e t i k o n					
251-5					w a n a					
52-6						n i t a i				
56-6						n i m a				
96-6						n a r a tʃ				
99-6						i n a r i n t e				
114-6						t u k i i i				
115-6						i r i i i				
133-6						t i p a r a i				
144-6						a t a tʃ i				
150-6						k a w n				
234-6						k u m				
236-6						p i k i				
241-6						n n n a w i				
249-6						i tʃ				
1-6						w a t a				
2-6						i i m n n				
65-6						i w i				
74-6						p a a				
93-6						t u p a r i tʃ i				
95-6						i i w n i tʃ i				
106-6						t i i i i i				
119-6						i n i t i tʃ i				
128-6						n u k i i i				
147-6						t i m i i i				
231-6						p a a w u				
232-6						i i p i n n i i				
239-6						i m a k a				
266-6						i t i i m i				
3-6						a r i k u				
4-6						w a i tʃ i				
55-6						Ø n n m				
97-6						m a Ø u m i i n				
109-6						i p i i tʃ i				
160-6						k i r i k				
207-6						m i				
112-6						t a t a a i tʃ i				
116-6						t u p a k i n				
125-6						k a t i m tʃ i				
134-6						i p a t i i i i				
135-6						u t i m i tʃ i				
139-6						n a n i m u tʃ i				
201-6						p w a n				
21-6						k i tʃ a n				
24-6						i a k a r a				
57-6						t u a w a i n				
131-6						t u i i t i m				
227-6						m a p i i t u				
52-7							u e t u e u			
56-7							u u m e u			
96-7							u a r a t a			
99-7							u u r i u j u e u			
114-7							t o k i r i			
115-7							u j u r r i			
133-7							u t i p i r a r i			
144-7							u u a r a w i t i			
150-7							k a w			
234-7							i k o m			
236-7							p a k u u			
241-7							u u u a w i n			
249-7							i r e u			
1-7							w a a			
2-7							i o m u u			
65-7							i w u u i			
74-7							p a a			
93-7							t o p a r r i			
95-7							u w o k u p i			
106-7							t u t i			
119-7							u j a t i r i			
128-7							k o k i r i			
147-7							t o m i r o			
231-7							p a a w o			
232-7							u i p a u j i u u			
266-7							u i u t i m u			
3-7							a r i k u u a			
4-7							w a r i u			
51-7							u w e n			
55-7							u i Ø u a m			
97-7							m a p u u o m a u u			
109-7							u p i a i t i			
121-7							k a p u a k u i u			
149-7							t o k u			
160-7							k i r i k			
163-7							u p u u u n			
167-7							u u p a n			
207-7							m i			
259-7							t o w a n			
66-7							k a r a k a u w			
125-7							k a n e m a r e			
135-7							t m a i			
142-7							u p a r a m a r i			
145-7							k a u a t t			
148-7							t r a w a i r i			
162-7							i j i			
166-7							i m i			
179-7							t a n u u			
201-7							p			
21-7							a a t a			
24-7							a k o r i u i u a			
50-7							i a			
57-7							t o k o w a n			
71-7							u m i			
84-7							p a w a			
131-7							t o k i i u i r a u			
146-7							i k i m n u u i			
151-7							k i w n			
197-7							t u i m			
205-7							i p a			
227-7							a p u a t o u			
237-7							a m a j u			
246-7							a w a n			
250-7							n u r e t u t a k o n			
251-7							w a a			
52-8								e y t y e n		
56-8								y e m e y		
96-8								y a t e		
99-8								e a v e e e y		
114-8								t e k e i e		
115-8								y e t e e i e		
133-8								y t i Ø e a s i e		
144-8								y e a t e a		
150-8								k a y		
234-8								y k Ø m		
236-8								Ø k e n y		
241-8								e e e a i		
249-8								i s e e		
1-8								a t a		
2-8								e i m e e		
65-8								i i		
74-8								Ø a n a		
93-8								t e Ø a n y s i e		
95-8								y i k y e e		
119-8								i j i t s y		
231-8								Ø a a v y k		
232-8								Ø i j y		
239-8								m a m a k a n		
3-8								a v y k e e e i		
4-8								a y t i n		
51-8								y e e		
55-8								i v e a m		
109-8								i Ø i e k e		
121-8								k a Ø i a k		
149-8								t k e		
163-8								e Ø e n		
167-8								Ø a n		
259-8								t e v a n		
66-8								k a v a k a y v		
112-8								t k v k a i s i		
116-8								t y Ø a k a s y		
125-8								k a t m a s i k		
145-8								k a a t i s i		
45-8								y y y a m a y		
91-8								m Ø k k Ø n		
235-8								s y v i n		
246-8								i i k		
250-8								m y v e t y y y k e		
52-9									w i t w a w	
56-9									w i m e	
96-9									w a r a t i	
99-9									a r a j w a w	
114-9									t o k i w i	
115-9									w e r i w i	
133-9									w t i p a r a ʃ i	
144-9									w a r a w a i	
150-9									k a w	
234-9									a k o m	
236-9									p i k e n w	
241-9									w w w a w i n	
249-9									i ʃ e	
1-9									w a t a w	
2-9									w i m r	
65-9									a w i w i	
74-9									p a n a	
93-9									t o p a r i ʃ i ʔ	
95-9									a w i k i k i ʔ	
106-9									t e m w n i w i	
119-9									i j a t i ʃ i	
128-9									h o k i w i	
147-9									t i m i w i	
231-9									p a n a w e ʔ	
232-9									w i p i w j w w	
239-9									n a m a k a n	
266-9									a i t i m	
3-9									w a r i a r n	
4-9									w a r n i ʔ	
51-9									i w e ʔ	
55-9									i n w a a m w	
97-9									m a h o m i	
109-9									i p i i ʃ i	
121-9									k a p i a j a k i	
149-9									t o k	
160-9									k i r i k	
163-9									i p a n	
167-9									p a	
207-9									m i ʔ	
259-9									t o w a	
66-9									k a r a k a w w	
112-9									t a w r w a j a ʃ i ʔ	
116-9									t o p a k a i	
125-9									k a t i m a ʃ i ʔ	
134-9									n i p a t i	
135-9									t o i m i	
142-9									p a r a m i i	
145-9									k a r t i m i	
148-9									t r a w a n i i	
162-9									i j i n	
166-9									i m i	
179-9									t a	
201-9									p i i	
21-9									k w t a n	
24-9									w i k o r a n	
45-9									a i j a m a	
50-9									i n a ʔ	
57-9									t o k a w a n	
71-9									e m i	
91-9									m o k o n	
151-9									k i w	
154-9									w e	
192-9									t e t	
197-9									t a r m m a m ʔ m	
205-9									i p a n	
227-9									j a p w i t i o	
235-9									ʃ o w i	
237-9									n a a m a j i a a	
246-9									i w i	
251-9									w a n a	
52-10										ʔ i t ʔ
56-10										ʔ m e ʔ
96-10										ʔ r a t
99-10										a r tʃ ʔ ʔ
114-10										t o k i tʃ i ʔ ʔ
115-10										ʔ r i tʃ i ʔ ʔ
133-10										t i p a r tʃ i ʔ
144-10										ʔ i r a w i tʃ i
150-10										k a w
234-10										ʔ k o m
236-10										p i k n
241-10										a w i ʔ n
249-10										i tʃ e ʔ
1-10										w a tʃ a
2-10										w m
65-10										i w i ʔ
74-10										p a n a
93-10										t o p a r i ʔ tʃ i ʔ ʔ
95-10										w i ʔ k tʃ i ʔ
106-10										t n i tʃ i ʔ ʔ
119-10										j i t i ʔ tʃ i ʔ ʔ
128-10										h o k i tʃ ʔ ʔ i
147-10										t i ʔ m i ʔ tʃ i ʔ ʔ
231-10										p a n a w o
232-10										i p i i ʔ
239-10										a m a k a n
266-10										ʔ i i ʔ t i m
3-10										w a r i ʔ k o
4-10										w a r i
51-10										w ʔ
55-10										i h a m
97-10										m a h o m i k
121-10										k a p i ʔ j a k tʃ i ʔ ʔ
149-10										t o k
160-10										k i r i k
163-10										p e m
167-10										ʔ ʔ p a ʔ
207-10										m i ʔ
259-10										t o w a ʔ
112-10										t a r a j tʃ ʔ
116-10										t o p a k a tʃ ʔ
125-10										k a t i m a tʃ i ʔ ʔ
134-10										i p a t
139-10										m o m i tʃ
142-10										i p a a m tʃ i ʔ ʔ
145-10										k a r t i ʔ tʃ i ʔ o
148-10										t ʔ r a w a n i ʔ ʔ
162-10										n j i n
166-10										i m i ʔ
179-10										t a ʔ ʔ ʔ
201-10										p e
24-10										w k o r i k a m
45-10										i ʔ t i ʔ j a m i
50-10										i n o a o
71-10										o m i
84-10										p i w a
91-10										m o k i tʃ o n
146-10										k i ʔ m ʔ ʔ i tʃ ʔ ʔ i
151-10										k i w
154-10										w e ʔ
192-10										t t
197-10										t i t ʔ i m
205-10										i p a
235-10										tʃ o w i ʔ ʔ
237-10										n i i ʔ m a j i
250-10										n r ʔ ʔ i t i ʔ ʔ k o n
251-10										w a n a
