COGID	dutch	english	french	german
1211-2		f ɔː r		
106-2		m æ		
-98-2		b æ v ə		
719-2		f əʊ d r		
1341-2		s aɪ		
-2027-2		d æ n d		
-2026-2		n iː d		
409-2		s w aɪ r ʌ s n̩		
402-2		s w aɪ n ə r eɪ d t v		
1014-2		s d iː v ə d ɔ tʃ d r		
1059-2		w ɪ		
120-2		s d ɔː l		
2194-2		əʊ ɛ		
2199-2		k ɑː l iː		
2197-2		s ɔ s p		
1523-2		s iː		
512-2		m ɪ r		
2141-2		h æ n		
2147-2		ɡ æ n s		
814-2		k r eɪ		
810-2		θ iː v		
1758-2		m ɪ s		
1760-2		r ɑː t		
1620-2		f aɪ n		
1282-2		w ɔː l f		
1136-2		f ɔ k		
1309-2		l iː s		
1307-2		n ɪ d		
1305-2		f l aɪ		
711-2		w ɛ s p		
1442-2		f l ɪ		
62-2		m ɪ dʒ		
-73-2		m ɪ tʃ k iː d		
1810-2		h iː t		
1805-2		f l ɪ s		
1813-2		h ʊ r		
1811-2		b l iː t		
690-2		r ɪ p		
2177-2		h iː p d		
246-2		w əʊ ŋ n + b r ɪ		
249-2		ʌ əʊ ə ɪ l		
1506-2		n əʊ s n̩ l l əʊ		
2242-2		m ʌ n d		
2245-2		t ɔ ŋ		
2174-2		s ɔ l d l̩ r		
603-2		s l b ʌ aʊ		
601-2		h æ n d		
615-2		f ɪ ŋ r		
901-2		k l f		
608-2		f iː t		
596-2		t ɛ n		
937-2		b r t s t		
936-2		n əʊ v l̩ l		
646-2		l ɔ ŋ		
947-2		l əʊ v ə r		
1606-2		h iː p		
472-2		n iː z		
1535-2		s w ɪ t		
1546-2		s p ŋ k		
1959-2		s l eɪ p		
694-2		s n ɪ r k		
1961-2		d r aʊ m		
323-2		l əʊ v		
1885-2		ɡ r ɑː p		
2156-2		b r + k k l + aʊ aɪ		
1903-2		w ɔ n d		
525-2		s w ɜː l ɪ ŋ		
276-2		l æ m		
274-2		θ iː p		
278-2		b l ɪ n d		
258-2		d r ɪ ŋ k aʊ ŋ		
256-2		n əʊ k		
383-2		s t		
207-2		r iː p		
376-2		d r ɪ ŋ k		
2014-2		r əʊ s d		
2009-2		s f		
2003-2		k ɑː t l̩ l		
2024-2		p æ n		
1321-2		k ɔ p		
1976-2		t ɔː ŋ		
1243-2		m əʊ l eɪ s d		
1265-2		p ɪ l		
1261-2		s iː v		
655-2		b r ɪ t		
650-2		θ ɪ k		
1532-2		k n n d		
-36-2		s iː p		
34-2		b aɪ n		
-1647-2		f aɪ n		
-1615-2		s l iː		
125-2		f ɑː t		
1659-2		h aɪ n ɪ ŋ		
1661-2		m ɪ l eɪ		
1676-2		b ɔ t ə r		
480-2		d r æ d k aʊ m		
1466-2		k l aɪ d ɪ ŋ		
2277-2		w ɔ l		
2271-2		f iː l eɪ		
2293-2		l eɪ d		
624-2		s p ɪ n		
628-2		s p ɪ n d l̩ l		
626-2		w əʊ v		
633-2		n əʊ d l̩		
1185-2		s iː ə d r eɪ k		
1179-2		h iː t		
2168-2		k æ m		
1952-2		d ɔː r		
899-2		l iː d r		
922-2		b ɑː t		
-934-2		l æ m p		
916-2		d r əʊ dʒ		
1726-2		f ɔː l		
2108-2		p l aʊ dʒ		
1133-2		f ɔː r		
2114-2		s p æ d		
1272-2		r aʊ əʊ		
1979-2		ɡ r ɑː s		
1989-2		h əʊ		
-2260-2		p l eɪ n t		
70-2		b iː k		
-89-2		w ɪ n d t aʊ		
-12-2		p iː p		
713-2		s iː p		
747-2		n ɪ d l̩ l		
308-2		θ aʊ n		
289-2		b aɪ n d		
1930-2		b r ɪ k		
1928-2		s p l aɪ d		
858-2		s d r ɛ k k		
1577-2		ɡ p + h ʌ ŋ		
908-2		w əʊ s		
648-2		b ɔː t		
1855-2		ɡ t + h ɔ l		
657-2		h æ m ə r		
2058-2		n əʊ ə l		
949-2		s m ɪ d		
1642-2		ɡ ɔ l		
1640-2		s ɪ l f r		
1633-2		s s		
1630-2		t ɪ n		
1469-3			ʃ ɑ̃ t ʀ	
2047-3			ʃ o z	
2054-3			t ɑ̃ t ʀ	
1375-3			l ə v	
760-3			v ɑ̃ t ʀ	
756-3			ʀ u t	
726-3			e t	
1351-3			e ʀ u t ə v t t	
1353-3			e ʀ u t y t	
412-3			t v a ɡ ʀ ʀ u t t	
406-3			t y a ɡ ʀ ʀ ɑ̃ t t t	
1005-3			t t b l ə v t t	
1012-3			t t b l y t	
1016-3			v ə t e ɑ̃	
1069-3			t	
509-3			v a a	
693-3			e a ə t t	
2179-3			t ɑ̃ t t	
1753-3			v ɑ̃ l	
1131-3			v ɔ a b	
1198-3			b ɔ t t	
2032-3			ʃ ɔ ʀ	
2241-3			t u z	
2244-3			l ə t	
610-3			e t b	
945-3			ʃ ɔ t	
1534-3			l ə z	
384-3			ʃ a ɡ	
1650-3			t u t	
1663-3			ʃ o l	
2279-3			l ɑ̃ t ʀ	
471-3			ʃ o	
1385-3			ʃ u t	
792-3			ʀ u z	
1111-3			ʃ u t t	
197-3			ʃ o t	
2020-3			ʀ u t	
867-3			ʃ ɑ̃ t t t t	
1970-3			v a a	
1230-3			t ɑ̃ t ʀ	
2017-3			t y	
2183-3			t t b	
1521-3			b ɔ t	
1755-3			ʀ t ʀ	
1760-3			ʀ u t	
1196-3			t o z	
575-3			e t ʀ	
2014-3			ʀ u t t	
1321-3			ʀ u t	
1265-3			ʀ ɑ̃ l	
1469-4				z a n t
2047-4				z ʊ n ə
2054-4				d ʊ n d ə r
1375-4				l ɪ ɡ t
760-4				v ɪ n t
756-4				ʃ n x
726-4				m uː t ə r
1351-4				ɡ r ɔ s + + ts d r r
1353-4				ɡ r ɔ s + m uː t ə r
412-4				f a oː n + + ai d ə l
406-4				ts a oː ə + ɛː ɪ t + r
1005-4				ʃ t iː l + ts d r r
1012-4				ʃ t iː s + m uː t ə r
1016-4				v ai t ɔ ɪ n +
1069-4				ɪ x
509-4				f a l ə n
693-4				m uː l t ə
2179-4				m ɛ s t
1753-4				f ɪ s
1131-4				v ɔ l f
1198-4				b a r t ə
2032-4				h oː ŋ n
2241-4				n ʊ s
2244-4				l ɪ p
610-4				k ɪ iː n
945-4				h a r
1534-4				l ɪ x ə n
384-4				z uː x ə n
1650-4				m oː t
1663-4				z ɛ t
2279-4				l ɪ n n
471-4				z eː ə ə
1385-4				z ai t ə n
792-4				j ʊ k
1111-4				m aː s t
197-4				z ai t ə
2020-4				l a ŋ
867-4				h ʊ n t r r t
1970-4				f ɔ l
1230-4				d ɛ r + n
2017-4				n uː v
968-4				v ɛ r t l t
1674-4				l a n t
1671-4				h ɪ f ə l
829-4				k l ɪ f
1025-4				v aː t ə r
1027-4				z iː
1832-4				r au f
-1816-4				œ s ai n
-335-4				l aː ɡ a n ə n
1043-4				ʃ t r au m
423-4				ʃ t ai n
2049-4				m eː n
2062-4				ʃ t ɔ ʊ
2065-4				r ɛ n + m + b oː ɡ
1368-4				ʃ ɛ d + b
1365-4				t au ʊ
754-4				r ai ɡ ə n
768-4				v eː r
1211-4				f a r
106-4				m a n
-98-4				b a b iː
719-4				f a d ə r
1341-4				z oː n
-2027-4				t a n t ə
-2026-4				n aː t
409-4				ʃ ʊ ə + + n oː n
402-4				ʃ ɔ oː n + d ɔ x t l r
1014-4				ʃ t iː l + d ɔ ʊ t ə r n
1059-4				v iː
120-4				ʃ t a l
2183-4				ʃ t iː r
2194-4				ɔ ʊ t
2199-4				k aː l
2197-4				ʃ au aː ə
1523-4				z ʊ x ə
1521-4				b oː k ə
512-4				m ɛ r iː
2141-4				h ɛ n
2147-4				ɡ a n
814-4				k r eː n
810-4				t au f ə
1755-4				h ʊ n t
1758-4				m eː s
1620-4				f ɪ n
1282-4				v a l b ə n
1136-4				f ɔ k t
1309-4				l ai s
1307-4				n ai t
1305-4				f l iː
711-4				v ʊ s pf
1442-4				f l iː x
62-4				m ɪ k
-73-4				m iː s k iː t ə
1810-4				h ai t ə
1805-4				f l ai s
1813-4				h aː r n
1811-4				b l ai t ə
690-4				r ɪ pf
2177-4				h oː t t
246-4				v ɛ k + + b r n
249-4				oː + l ɪ t t
1506-4				n ʊ s t uː l yː ɡ ə l
2242-4				m ʊ n t
2245-4				ts ɔ ŋ ə
1196-4				d ɛ k ə
2174-4				ʃ ɔ l t ə r
575-4				h ts s n
603-4				ɛ l + + b oː n
601-4				h a n t
615-4				f ɪ ŋ ə r
901-4				k l au
608-4				f ai t
596-4				t ai n
937-4				b r ʊ s t
936-4				n aː b ə l
646-4				l ɔ ŋ ə
947-4				l ai f ə r
1606-4				h ɪ pf
472-4				n iː s ə ə
1535-4				ʃ v ai t ə n
1546-4				ʃ p aː ɡ ə n
1959-4				ʃ l ai p ə
694-4				ʃ n d r k ə n
1961-4				t r au m ə n
323-4				l ai b iː n
1885-4				ɡ r aː t
2156-4				f a l + k n n ai t
1903-4				v ʊ n t
525-4				ʃ v a l ɪ ŋ
276-4				l a m eː
274-4				t au f
278-4				b l ɪ n t
258-4				t r ɔ ŋ k ə n
256-4				n aː x s t
383-4				ai t ə n
207-4				r ai pf
376-4				t r ɪ ŋ k ə n
2014-4				r ʊ s t
2009-4				œ f ə n
2003-4				k ɛ t ə l
2024-4				p a n
1976-4				ts ɛ ŋ ə
1243-4				m aː l ə ts ai t
1261-4				z ai b ə n
655-4				b r ai t
650-4				t iː k
1532-4				k ai n t ə n
-36-4				ʃ uː pf
34-4				b oː n
-1647-4				f ɪ k
-1615-4				ɔ l iː
125-4				f a t
1659-4				h oː n ɪ ŋ
1661-4				m iː l k ə
1676-4				b oː f ə r
480-4				t r ɛ ŋ k ə
1466-4				k l ai d ɪ n
2277-4				v ɔ l
2271-4				f a l t
2293-4				l ai r
624-4				ʃ p ɪ n ə n
628-4				ʃ p ɪ n d ə l
626-4				v iː f ə n
633-4				n aː t t
1185-4				ʃ au ai n + m eː k ə r
1179-4				h a t
2168-4				k a m
1952-4				t ɛ r
899-4				l a d ə r
922-4				b ɛ t ə
-934-4				l a m iː
916-4				ts r ɔ f
1726-4				f ɛ l t
2108-4				p l yː ɡ ə n
1133-4				f au r ə ə
2114-4				ʃ p aː d ə n
1272-4				r ʊ ɡ ə n
1979-4				ɡ r aː s
1989-4				h oː n
-2260-4				p l a n t ə n
70-4				b oː k ə
-89-4				v ɪ ŋ ə r t
-12-4				p ai pf
713-4				ʃ a p
747-4				n ai t ə l
308-4				t uː n
289-4				b ɪ n d ə n
1930-4				b r ɛ k ə n
1928-4				ʃ p l ai t ə n
858-4				ʃ t ə r ɛ k ə n
1577-4				h ʊ k h a n ə
908-4				v a s ə n
648-4				b r r ə n
1855-4				h s + ɔ s l
657-4				h aː m ə r
2058-4				n aː ɡ ə l
949-4				ʃ l ɪ t + m t
1642-4				ɡ l t t
1640-4				z ɪ l b ə r
1633-4				iː s r n
1630-4				t ɪ n
