COGID	Dashi	Ega	Enqi	Gongxing	Jinman	Jinxing	Mazhelong	ProtoBai	Tuoluo	Zhoucheng
2291-1	s e n ³¹									
2316-1	tɕ i ⁴⁴									
2364-1	x i ³³									
2395-1	ts ə̃˞ ¹³									
2406-1	x j ə̃˞ ŋ ¹³									
2417-1	k o ³¹									
2428-1	k a ŋ ³⁵									
2450-1	ts o ŋ ²¹									
2484-1	ɕʰ ŋ i ⁴⁴									
2495-1	k u ²¹									
2565-1	tɕ ə ³⁵									
2611-1	j ou ⁴⁴									
2632-1	ŋ w a ŋ ⁴⁴									
2644-1	ŋ w a ⁴⁴									
2674-1	m o ³³									
2698-1	ʂ o ³³									
2709-1	n i ³¹									
2720-1	ts o ŋ ⁴²									
2772-1	k ə̃˞ ⁴⁴									
2791-1	tɕ j ə˞ ŋ ¹³									
2837-1	ts ts ³⁵									
2859-1	x e n ³⁵									
2889-1	tɕ j ɯ ³³									
2900-1	k u ³³									
2928-1	tsʰ o ŋ ¹³									
2941-1	x ɯ ¹³									
2998-1	ts i ³³									
3031-1	x u ³³									
3052-1	ɯ ³¹									
3064-1	t x ²¹									
3084-1	x x ⁴⁴									
3117-1	ts i ³¹									
3128-1	k ə˞ ⁴²									
3150-1	ɯ e ³¹									
3161-1	ts ɯ ³³									
3172-1	ts ɛ̃ ³³									
3263-1	j a ⁴⁴									
3274-1	k ə˞ ³¹									
3308-1	x e ¹³									
3340-1	ts ou ⁴⁴									
3362-1	ts ts ¹³									
3409-1	m e ³³									
3454-1	k o ŋ ³⁵									
3493-1	ʂ ou ⁴⁴									
3536-1	ʂ u ¹³									
3548-1	x o ³¹									
3645-1	ʂ u ³⁵									
3678-1	x i ⁴⁴									
3757-1	x u ²¹									
3779-1	k o ³¹									
3813-1	x e n ¹³									
3835-1	ɕʰ e n ¹³									
3855-1	p ə˞ ŋ ²¹									
3885-1	ʂ w i ⁴⁴									
3907-1	pʰ ə˞ ¹³									
3942-1	ts i ³³									
3953-1	ʈʂʰ j ə̃˞ ¹³									
4023-1	ɕʰ j ə̃˞ ¹³									
4034-1	ts ɯ ¹³									
4143-1	x ou ⁴²									
4185-1	m x ⁴⁴									
4227-1	ʈʂʰ ts ¹³									
4238-1	ts u ²¹									
4249-1	k a ŋ ³⁵									
4271-1	ts i ³¹									
4304-1	ts o ³¹									
4315-1	o ŋ ³³									
4336-1	ts ŋ ɯ ³¹									
4400-1	ʂ a ŋ ¹³									
4411-1	x e n ¹³									
4441-1	x u ²¹									
4557-1	x x ⁵⁵									
4591-1	j o ŋ ³³									
4602-1	ɣ ɯ ³¹									
4687-1	x e n ¹³									
4720-1	k ə˞ ¹³									
4731-1	x e ³¹									
4763-1	x ɯ ³¹									
4918-1	tsʰ ɯ ³¹									
4976-1	t ɯ ⁴⁴									
4998-1	ɕʰ x i ³³									
5037-1	t ɯ ³¹									
5048-1	x ə ⁵⁵									
5100-1	m o ²¹									
5111-1	p ə˞ ³¹									
5122-1	x w a ⁴⁴									
5163-1	tɕ i ³⁵									
5192-1	ts o ŋ ²¹									
5225-1	n u ³¹									
5236-1	x ŋ i ³³									
247-1	p x ²¹									
289-1	s i ⁴⁴									
338-1	k w e ⁴⁴									
378-1	tɕ ɯ ⁴²									
621-1	k w a ⁴⁴									
632-1	n o ³³									
645-1	p a ³¹									
742-1	k ə˞ ⁴⁴									
752-1	ŋ ɯ ²¹									
763-1	ʈʂʰ o ŋ ¹³									
809-1	ts u ³¹									
853-1	kʰ o ŋ ⁵⁵									
916-1	ts o ŋ ¹³									
960-1	m e ³⁵									
1001-1	k ɯ ¹³									
1074-1	x o ³⁵									
1130-1	pʰ ə˞ ⁴⁴									
1184-1	ʂ ŋ ɛ̃ ŋ ⁵⁵									
1230-1	kʰ w a ŋ ³³									
1263-1	m ɯ ³¹									
1423-1	x o ŋ ¹³									
1433-1	m ɯ ²¹									
1462-1	ŋ w e ³³									
1629-1	f ʯ ³⁵									
1682-1	ts o ŋ ³⁵									
1706-1	tɕ j a ³¹									
1925-1	x ə ³³									
1991-1	ts o ŋ ³³									
2040-1	x o ŋ ³³									
2107-1	x u ³¹									
2118-1	x ɯ ³³									
2141-1	ɕʰ ou ŋ ¹³									
2540-1	tɕ o ²¹									
2576-1	m ə˞ ³³									
2664-1	m ɯ ⁴⁴									
2753-1	ɕʰ j o ŋ ³⁵									
2848-1	tɕ i ³¹									
2870-1	ɣ ɯ ³³									
2871-1	s w a ⁴⁴									
2952-1	ŋ w a ŋ ⁴⁴									
3020-1	p ɯ ³³									
3214-1	p ə̃˞ ŋ ³³									
3285-1	x a ⁴⁴									
3373-1	x ə˞ ⁴⁴									
3397-1	j a ⁴⁴									
3443-1	k ɯ ²¹									
3566-1	k ə˞ ⁴⁴									
3590-1	s a ⁴⁴									
3601-1	k ə˞ ⁴²									
3634-1	ts o ŋ ³³									
3689-1	k x ³³									
3964-1	x ə˞ ⁵⁵									
4056-1	x a ³¹									
4102-1	x u ⁴²									
4326-1	k ɯ ³³									
4412-1	m ə˞ ²¹									
4511-1	tɕ j ə˞ ⁴⁴									
4581-1	k ɯ ¹³									
4676-1	ʈʂʰ u ¹³									
4688-1	m ə˞ ²¹									
4708-1	ou ⁴⁴									
4814-1	x i ⁴²									
4844-1	tsʰ ou ⁴⁴									
4854-1	k o ŋ ³³									
4929-1	j ɯ ²¹									
4940-1	t w e ³⁵									
5027-1	tɕ ou ⁴⁴									
5071-1	m ɯ ⁴⁴									
5083-1	k w a ⁴⁴									
5248-1	x i ³³									
82-1	ʈʂʰ ou ⁴⁴									
132-1	x a ŋ ³¹									
141-1	ŋ u ³¹									
227-1	x i ⁴⁴									
359-1	ŋ w e ²¹									
379-1	p e ²¹									
422-1	ɯ ə ¹³									
979-1	s e ⁴⁴									
1046-1	tɕ ou ⁴²									
1274-1	ɯ ³³									
1315-1	ʈʂ w ə̃˞ ³³									
1337-1	k o ŋ ²¹									
1390-1	j ɯ ⁴⁴									
1651-1	x ɯ ⁴²									
1693-1	tɕ a ⁴²									
1742-1	x ɯ ³³									
1851-1	ʂ w a ŋ ⁵⁵									
1958-1	t ə ²¹									
1980-1	w e n ³⁵									
2174-1	ts o ²¹									
2218-1	ts ou ⁴²									
2355-1	p a ⁴²									
2439-1	s u ³³									
2474-1	m ə˞ ²¹									
2517-1	w e n ³⁵									
2551-1	ts i ³³									
2816-1	ʈʂ ə̃˞ ⁴⁴									
3225-1	ts ou ⁴⁴									
3251-1	j a ⁴⁴									
3384-1	m e ¹³									
3612-1	v ɯ ³⁵									
3656-1	tɕ u ⁴⁴									
3667-1	k ɯ ²¹									
3712-1	tɕ j ə̃˞ ⁴²									
3790-1	f o ⁴⁴									
3801-1	p e ²¹									
3975-1	ʂ w a ŋ ⁵⁵									
4045-1	p u ³¹									
4081-1	k w ã ³¹									
4196-1	tɕ i ⁴⁴									
4357-1	x i ³¹									
4452-1	ŋ w ə̃˞ ⁴²									
4462-1	p ə̃˞ ³¹									
4548-1	s o ³¹									
4657-1	p ə˞ ²¹									
4774-1	t w i ⁴²									
4815-1	n e ⁴⁴									
4909-1	k a ŋ ¹³									
5009-1	x j ə̃˞ ⁵⁵									
5082-1	m ɯ õ									
1-1	m ə˞ ²¹									
119-1	f i ³⁵									
423-1	x u ⁴⁴									
501-1	f o ⁴⁴									
523-1	x o ⁴²									
610-1	j e n ²¹									
971-1	m e ⁵⁵									
1026-1	tɕ ə˞ ²¹									
1119-1	tsʰ w a ŋ ³³									
1218-1	f ʯ̃ ³⁵									
1359-1	tɕ i ⁴²									
1360-1	j ou ³¹									
1484-1	f ʯ ⁴²									
1564-1	x w i ³³									
1717-1	x ²¹									
1751-1	s w a ŋ ³⁵									
1829-1	tɕ j e n ³⁵									
32-2		m a ⁴⁴								
53-2		ts ɛ ²¹								
93-2		ɕ ɯ ²¹								
216-2		s w a ⁴⁴								
236-2		ts ɯ ²²								
267-2		ts ɛ ⁴²								
316-2		p i ²²								
327-2		x i ²²								
348-2		ts o ⁵⁵								
400-2		qʰ ɯ ²¹								
452-2		q a ⁴⁴								
463-2		q a ⁴⁴								
512-2		q o ⁴²								
534-2		ts u ⁵⁵								
556-2		q u ²²								
568-2		x i ⁴⁴								
588-2		s w a ⁴⁴								
599-2		q i ⁵⁵								
656-2		ɕ ʯ ²¹								
678-2		ɕ ʯ ²¹								
689-2		m a ⁴²								
700-2		m ɛ ⁴²								
775-2		p ɛ ⁴²								
786-2		q ɛ ⁵⁵								
820-2		ɕ i ⁴²								
839-2		q ɯ ²¹								
863-2		q o ²²								
896-2		q a ⁵⁵								
929-2		q i ⁴²								
1015-2		ɕ u ⁵⁵								
1035-2		ts o ²²								
1107-2		ɕ a ⁴⁴								
1173-2		ɕ i ²²								
1195-2		ɕ i ²²								
1241-2		m ɛ ²¹								
1252-2		q u ²¹								
1294-2		q a ⁵⁵								
1326-2		ts ɥ i ²²								
1348-2		qʰ i ⁴²								
1401-2		s ɛ ⁴²								
1451-2		s ɛ ²²								
1473-2		t ɥ ɛ ²²								
1507-2		tsʰ i ⁵⁵								
1532-2		q i ⁵⁵								
1543-2		ɕ i ²²								
1575-2		s ɛ ⁵⁵								
1618-2		p i ²¹								
1640-2		kʰ u ⁴⁴								
1671-2		ɕ i ⁴⁴								
1731-2		ɕ u ⁵⁵								
1762-2		s w a ⁴²								
1773-2		t i ⁴⁴								
1794-2		kʰ o ⁵⁵								
1805-2		qʰ i ⁴²								
1816-2		s ɯ ²²								
1862-2		qʰ i ⁵⁵								
1885-2		q a ⁴⁴								
1914-2		ɕ i ²²								
1936-2		p i ²²								
1969-2		s ɛ ⁵⁵								
2018-2		ɕ õ ⁴²								
2029-2		q a ⁵⁵								
2051-2		ɕ o ²¹								
2074-2		q o ⁴⁴								
2085-2		m a ²²								
2130-2		p a ⁴⁴								
2245-2		t u ⁴²								
2269-2		m ɛ ²²								
2280-2		s u ⁴²								
2291-2		s ɛ ⁴²								
2316-2		ts i ⁴⁴								
2364-2		q i ²²								
2395-2		tʰ a ⁵⁵								
2406-2		tsʰ a ⁵⁵								
2417-2		kʰ o ⁴²								
2428-2		q a ⁵⁵								
2450-2		qʰ u ²¹								
2484-2		ɕ i ⁵⁵								
2495-2		ɕ o ²¹								
2565-2		t i ⁵⁵								
2611-2		u ⁴⁴								
2632-2		w a ⁵⁵								
2644-2		w a ⁵⁵								
2674-2		m u ²²								
2698-2		ɕ i ²²								
2709-2		n ɛ ²¹								
2720-2		tʰ i ⁴²								
2772-2		q a ⁴⁴								
2791-2		tɕ a ⁵⁵								
2837-2		qʰ ɛ ⁵⁵								
2859-2		ɕ ɛ ⁵⁵								
2889-2		tɕ i ²²								
2900-2		kʰ ʯ ²²								
2928-2		tsʰ o ⁵⁵								
2941-2		q ɯ ⁵⁵								
2998-2		qʰ i ²²								
3031-2		q i ²²								
3052-2		q ɯ ⁴²								
3064-2		ɕ o ²¹								
3084-2		q a ⁴⁴								
3117-2		ts ɛ ⁴²								
3128-2		q a ⁴²								
3150-2		ɕ ɛ ⁴²								
3161-2		q u ²²								
3172-2		qʰ ɛ ²²								
3263-2		a ⁴⁴								
3274-2		q a ⁴²								
3308-2		q ɛ ⁵⁵								
3340-2		q u ⁵⁵								
3362-2		qʰ ɛ ⁵⁵								
3409-2		m i ²²								
3454-2		q u ⁵⁵								
3493-2		s u ⁴⁴								
3536-2		ɕ o ⁵⁵								
3548-2		f ʯ ⁴²								
3645-2		ɕ ɯ ⁵⁵								
3678-2		tsʰ i ⁴⁴								
3757-2		q o ²¹								
3779-2		kʰ ʯ ⁴²								
3813-2		x ɛ ⁵⁵								
3835-2		s ɛ ⁵⁵								
3855-2		p a ²¹								
3885-2		s w ɛ ⁴⁴								
3907-2		q a ⁵⁵								
3942-2		ts i ²²								
3953-2		z a ⁵⁵								
4023-2		ɕ a ⁵⁵								
4034-2		qʰ ɯ ⁵⁵								
4143-2		z u ⁴²								
4185-2		m o ⁴⁴								
4227-2		tsʰ ɛ ⁵⁵								
4238-2		qʰ o ²¹								
4249-2		q a ⁵⁵								
4271-2		ts ɛ ⁴²								
4304-2		tʰ o ⁴²								
4315-2		ɕ ɯ ²²								
4336-2		qʰ ɛ ⁴²								
4400-2		s a ⁵⁵								
4411-2		x ɛ ⁵⁵								
4441-2		q o ²¹								
4557-2		ɕ u ⁵⁵								
4591-2		u ²²								
4602-2		qʰ ɯ ⁴²								
4687-2		x ɛ ⁵⁵								
4720-2		q a ⁵⁵								
4731-2		z ɛ ⁴²								
4763-2		q i ⁴²								
4918-2		tsʰ i ⁴²								
4976-2		t i ⁴⁴								
4998-2		ɕ ɥ i ²²								
5037-2		t i ⁴²								
5048-2		tɕʰ ɯ ⁵⁵								
5100-2		m o ²¹								
5111-2		p a ⁴²								
5122-2		q w a ⁴⁴								
5163-2		tɕ i ⁵⁵								
5192-2		ɕ i ²¹								
5225-2		n o ⁴²								
5236-2		q ɛ ²²								
64-2		qʰ a ⁴²								
104-2		q w a ⁴⁴								
247-2		p u ²¹								
289-2		s ɛ ⁵⁵								
338-2		q w ɛ ⁴²								
378-2		q ɯ ⁴²								
412-2		t a ⁵⁵								
621-2		q w a ⁴⁴								
632-2		n u ²²								
645-2		p a ⁴²								
742-2		kʰ a ⁴⁴								
752-2		ŋ i ²¹								
799-2		qʰ u ⁴²								
809-2		tʰ o ⁴²								
853-2		tʰ õ ⁵⁵								
1001-2		k ɯ ⁵⁵								
1074-2		kʰ u ⁵⁵								
1086-2		qʰ u ⁵⁵								
1097-2		qʰ u ⁴⁴								
1184-2		ɕ ɛ ⁵⁵								
1230-2		ɕ w a ²²								
1263-2		m i ⁴²								
1423-2		qʰ u ⁵⁵								
1433-2		m ɯ ²¹								
1462-2		ŋ w ɛ ²²								
1545-2		qʰ ɛ ²²								
1706-2		ɕ a ⁴²								
1925-2		kʰ i ²²								
1991-2		z u ²²								
2040-2		b o ²²								
2107-2		x o ⁴²								
2118-2		b ɯ ²²								
2141-2		ɕ u ⁵⁵								
2540-2		tʰ o ²¹								
2576-2		m a ²²								
2742-2		s ɛ ²²								
2753-2		ɕ j u ⁵⁵								
2870-2		tʰ ɯ ²¹								
2871-2		s w a ⁴⁴								
2952-2		w o ⁴⁴								
3020-2		p ɯ ²²								
3214-2		pʰ a ²²								
3285-2		tʰ a ⁴⁴								
3330-2		n u ²¹								
3373-2		z a ⁴⁴								
3397-2		a ⁵⁵								
3433-2		kʰ o ²¹								
3443-2		tʰ ɯ ²²								
3566-2		q a ⁵⁵								
3590-2		s o ⁴⁴								
3601-2		tʰ a ⁴²								
3634-2		ts u ²²								
3689-2		q a ²²								
3964-2		kʰ a ⁵⁵								
4056-2		kʰ a ⁴²								
4102-2		tʰ i ⁴²								
4412-2		m a ²¹								
4511-2		tɕ j a ⁴⁴								
4581-2		q i ⁵⁵								
4688-2		m a ²¹								
4708-2		u ⁵⁵								
4814-2		ts ɛ ⁴²								
4844-2		tsʰ u ⁵⁵								
4929-2		i ²¹								
5027-2		q u ⁵⁵								
5071-2		m ɯ ⁵⁵								
5083-2		q w a ⁴⁴								
5248-2		tʰ ɥ ɛ ²²								
4378-2		x ɯ ²²								
11-2		tɕ o ⁴²								
65-2		m a ⁴²								
82-2		tʰ u ⁵⁵								
132-2		tʰ a ⁴²								
141-2		ŋ u ⁴²								
359-2		w i ²¹								
422-2		tɕ ɯ ⁵⁵								
907-2		n u ŋ ²¹								
979-2		s ɛ ⁴⁴								
1046-2		ts u ⁴²								
1056-2		q a ²²								
1274-2		ɯ ²²								
1315-2		x w a ²²								
1337-2		ɕ õ ²¹								
1390-2		i ⁵⁵								
1651-2		tʰ ɯ ⁴²								
1693-2		tɕ o ⁵⁵								
1851-2		ɕ w a ⁵⁵								
2163-2		p i ²¹								
2439-2		s o ²²								
2551-2		ts i a								
2816-2		kʰ a ⁴⁴								
2918-2		a ⁴²								
3205-2		qʰ ɛ ²²								
3234-2		tɕ i ⁵⁵								
3235-2		ɕ w i ⁵⁵								
3384-2		m ɛ ⁵⁵								
3612-2		q i ⁵⁵								
3656-2		tʰ o ⁴⁴								
3667-2		q i ²¹								
3975-2		ɕ w a ⁵⁵								
4045-2		p u ⁴²								
4081-2		q w a ⁴²								
4357-2		tsʰ ɛ ⁴²								
4452-2		w a ⁴²								
2379-2		z a ⁵⁵								
4537-2		m i ²²								
4548-2		ɕ o ⁴²								
4625-2		n o ⁴²								
4774-2		ɕ w i ⁴²								
4900-2		qʰ ɯ ⁴²								
5082-2		m ɯ ⁵⁵								
119-2		i ⁵⁵								
423-2		l o ⁴⁴								
501-2		kʰ o ⁴⁴								
579-2		qʰ ɯ ⁵⁵								
940-2		n u ⁴²								
1066-2		tsʰ u ⁵⁵								
1305-2		qʰ w a ⁵⁵								
1359-2		tʰ i ⁴²								
1360-2		u ⁴²								
1484-2		f ɛ ⁴²								
1587-2		ŋ i ⁵⁵								
1598-2		ŋ u ²²								
1609-2		s ɛ ⁵⁵								
1717-2		u ²¹								
1751-2		s w a ⁵⁵								
1897-2		z ɛ ²¹								
1898-2		m ɛ ⁵⁵								
32-3			m æ ⁵⁵							
53-3			ts ɿ ²¹							
93-3			q ɯ ²¹							
216-3			s w o ⁵⁵							
236-3			ts u ²²							
267-3			tɕ j i ⁴³							
316-3			b ɯ ²²							
327-3			ɛ ɯ ²²							
348-3			ts o ⁵⁵							
400-3			q o ²¹							
452-3			q æ ⁵⁵							
463-3			kʰ o ⁵⁵							
512-3			d o ⁴³							
534-3			ts o ⁵⁵							
556-3			qʰ i.u ²²							
568-3			f ɯ ⁵⁵							
588-3			s w o ⁵⁵							
599-3			pʰ ɯ ²⁴							
656-3			q i.u ²¹							
678-3			q o ²¹							
689-3			m æ ⁴³							
700-3			m ɛ ⁴³							
775-3			b j i ⁴³							
786-3			q ɛ ²⁴							
820-3			ts o ⁴³							
839-3			d j ɯ ²¹							
863-3			kʰ o ²²							
896-3			q o ²⁴							
929-3			v j i ⁴³							
1015-3			ɕ o ²⁴							
1035-3			ts o ²²							
1107-3			ɕ æ ⁵⁵							
1173-3			ɕ i ²²							
1195-3			ɕ i ²²							
1241-3			m ɛ ²¹							
1252-3			z o ²¹							
1294-3			q o ²⁴							
1326-3			tɕ q i.u ²²							
1348-3			dʑ i ⁴³							
1401-3			s i ⁴³							
1451-3			s ɿ ²²							
1473-3			t u i ²²							
1507-3			tɕʰ i ²⁴							
1532-3			q ɯ ²⁴							
1543-3			ɕ j i ²²							
1575-3			ɕ j i ²⁴							
1618-3			b ɯ ²¹							
1640-3			k o ⁵⁵							
1671-3			ɕ i ⁵⁵							
1731-3			ɕ j o ²⁴							
1762-3			s w a ⁴³							
1773-3			tsʰ ɯ ⁵⁵							
1794-3			k o ²⁴							
1805-3			q i ⁴³							
1816-3			s q ²²							
1862-3			ts i ²⁴							
1885-3			kʰ æ ⁵⁵							
1914-3			ɕ j i ²²							
1936-3			b ɯ ²²							
1969-3			ɕ j i ²⁴							
2018-3			ts o ²¹							
2029-3			q o ²⁴							
2051-3			v o ²¹							
2074-3			q o ⁵⁵							
2085-3			m æ ²²							
2130-3			b æ ⁵⁵							
2245-3			ts o ²¹							
2269-3			m ɛ ²²							
2280-3			s o ⁴³							
2291-3			s i ⁴³							
2316-3			tɕ i ⁵⁵							
2364-3			d ɿ ²²							
2395-3			tʰ o ²⁴							
2406-3			tɕʰ j o ²⁴							
2417-3			k tsʰ ⁴³							
2428-3			q o ²⁴							
2450-3			ts o ²¹							
2484-3			ɕ i ⁵⁵							
2495-3			q o ²¹							
2565-3			tɕ i ²⁴							
2611-3			j o ⁵⁵							
2632-3			w o ⁵⁵							
2644-3			w o ⁵⁵							
2674-3			m o ²²							
2698-3			ɕ o ²²							
2709-3			n ɛ ²¹							
2720-3			ts ɛ ²¹							
2772-3			q æ ⁵⁵							
2791-3			tɕ o ²⁴							
2837-3			ts ɿ ²⁴							
2859-3			ɕ j i ²⁴							
2889-3			tɕ i ²²							
2900-3			k i.u ²²							
2928-3			tsʰ o ²⁴							
2941-3			kʰ ɯ ²⁴							
2998-3			ts ɿ ²²							
3031-3			tʰ i.u ²²							
3052-3			d ɯ ⁴³							
3064-3			v o ²¹							
3084-3			tʰ o ⁵⁵							
3117-3			ts ɿ ²¹							
3128-3			q æ ²¹							
3150-3			v ɛ ²¹							
3161-3			v j i ²²							
3172-3			ts ɿ ²²							
3263-3			j o ⁵⁵							
3274-3			q æ ⁴³							
3308-3			kʰ ɛ ²⁴							
3340-3			ts o ⁵⁵							
3362-3			ts ɿ ²⁴							
3409-3			m i ²²							
3454-3			q o ²⁴							
3493-3			s o ⁵⁵							
3536-3			ɕ j o ²⁴							
3548-3			f o ⁴³							
3645-3			s i.u ²⁴							
3678-3			tɕʰ i ⁵⁵							
3757-3			z o ²¹							
3779-3			k o ⁴³							
3813-3			f i ²⁴							
3835-3			ɕ j i ɛ ²⁴							
3855-3			b o ²¹							
3885-3			s w u.ɛ ⁵⁵							
3907-3			pʰ æ ²⁴							
3942-3			ts i ²²							
3953-3			tʰ o ²⁴							
4023-3			ɕ j o ²⁴							
4034-3			ts q ²⁴							
4143-3			ts o ²¹							
4185-3			m o ⁵⁵							
4227-3			tsʰ ɿ ²⁴							
4238-3			ts j o ²¹							
4249-3			q o ²⁴							
4271-3			ts ɿ ²¹							
4304-3			ts o ²¹							
4315-3			v o ²²							
4336-3			d i ⁴³							
4400-3			s o ²⁴							
4411-3			f i ²⁴							
4441-3			z o ²¹							
4557-3			kʰ z ²⁴							
4591-3			ɲ j o ²²							
4602-3			o ɯ ⁴³							
4687-3			f i ²⁴							
4720-3			q o ²⁴							
4731-3			q ɛ ²¹							
4763-3			v j i ⁴³							
4918-3			tsʰ i ⁴³							
4976-3			d ɯ ⁵⁵							
4998-3			ɕ d i ²²							
5037-3			tsʰ ɯ q							
5048-3			ts i ⁵⁵							
5100-3			m o ²¹							
5111-3			b æ ²¹							
5122-3			kʰ w a ⁵⁵							
5163-3			tɕ i ²⁴							
5192-3			v o ²¹							
5225-3			n o ⁴³							
5236-3			tʰ i ²²							
64-3			pʰ q ⁴³							
104-3			x w o ⁵⁵							
247-3			b o ²¹							
289-3			q i ⁵⁵							
338-3			q w ɛ ⁴³							
378-3			v j i ⁴³							
412-3			tsʰ ɯ ²⁴							
621-3			q w a ⁵⁵							
632-3			n o ²²							
645-3			b a ²¹							
742-3			k æ ⁵⁵							
752-3			ɯ ²¹							
763-3			tʰ j o ²⁴							
799-3			tsʰ o ²¹							
809-3			pʰ o ⁴³							
853-3			kʰ o ²⁴							
916-3			t j o ²⁴							
960-3			m i ²⁴							
1001-3			k ɯ ²⁴							
1074-3			o o ²⁴							
1086-3			qʰ o ⁵⁵							
1097-3			kʰ o ⁵⁵							
1130-3			pʰ o ⁵⁵							
1184-3			s i ²⁴							
1230-3			kʰ w a ²²							
1263-3			m o ⁴³							
1423-3			kʰ o ²⁴							
1433-3			m ɯ ²¹							
1462-3			w i ²²							
1545-3			tsʰ ɿ ²²							
1629-3			f o ²⁴							
1682-3			ɕ o ²⁴							
1706-3			dʑ j a ²¹							
1925-3			ts i ²²							
1991-3			z o ²²							
2040-3			z o ²²							
2107-3			ɯ o ⁴³							
2118-3			d ɯ ²²							
2141-3			ɕ j o ²⁴							
2540-3			ts o ²¹							
2576-3			m o ²²							
2664-3			m ɯ ⁵⁵							
2742-3			s ɿ ²²							
2753-3			ɕ j o ²⁴							
2848-3			dʑ i ²¹							
2870-3			o ɛ ²¹							
2871-3			s w o ⁵⁵							
2952-3			w o ⁵⁵							
3020-3			b u ²²							
3214-3			p o ²²							
3285-3			tʰ o ⁵⁵							
3330-3			n o ²¹							
3373-3			tʰ æ ⁵⁵							
3397-3			j o ⁵⁵							
3433-3			k o ²¹							
3443-3			q ɯ ²¹							
3566-3			q æ ⁵⁵							
3590-3			s o ⁵⁵							
3601-3			q æ ²¹							
3634-3			ts ɛ ɛ ²²							
3689-3			q o ²²							
3964-3			f o ²⁴							
4056-3			o a ²¹							
4102-3			tʰ i.u ⁴³							
4326-3			q ɯ ²²							
4412-3			m æ ²¹							
4511-3			tɕ j æ ⁵⁵							
4581-3			q ɯ ²⁴							
4676-3			tʰ i.u ²⁴							
4688-3			m æ ²¹							
4708-3			o ⁵⁵							
4814-3			ts i ²¹							
4844-3			tsʰ o ⁵⁵							
4854-3			k o ²²							
4929-3			j i ²¹							
4940-3			t u i ²⁴							
5027-3			ts o ⁵⁵							
5071-3			m ɯ ⁵⁵							
5083-3			q w a ⁵⁵							
4378-3			d ɯ ²²							
11-3			q o ²¹							
65-3			m ɛ ⁴³							
82-3			tʰ o ⁵⁵							
132-3			f o ⁴³							
141-3			o ⁴³							
227-3			ɕ i ⁵⁵							
359-3			w o ɛ ²¹							
379-3			p i ²¹							
422-3			tɕ i ²⁴							
907-3			n o ²¹							
979-3			s ɛ ⁵⁵							
1046-3			ts o ⁴³							
1056-3			q o ²²							
1274-3			f ²²							
1390-3			j i ⁵⁵							
1651-3			tsʰ j i ⁴³							
1693-3			tɕ o ⁴³							
1742-3			o o ²²							
1958-3			d ɯ ²¹							
1980-3			w i ²⁴							
2163-3			p ɯ ²¹							
2174-3			ts o ²¹							
2218-3			o o ²¹							
2355-3			b j o ⁴³							
2439-3			s o ²²							
2474-3			m æ ²¹							
2517-3			w i ²⁴							
2918-3			a ²¹							
3205-3			s ɿ ²²							
3225-3			ts o ⁵⁵							
3234-3			tɕ i ²⁴							
