COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
662-2		ɓ oː d aː ŋ		
478-2		g o ɗ e		
409-2		a r e		
410-2		g u n d i		
256-2		ɓ aː l		
622-2		n d u		
546-2		n d u		
547-2		ʃ ɛ f a		
847-2		n n d i g g		
95-2		b ɛ ɗ i		
105-2		b ɛ n i		
510-2		b o ʃ a		
951-2		m b ə m a		
1116-2		m b ə m		
149-2		ɓ u u ʔ i		
376-2		ɓ ɛ l i		
815-2		g o r a ʔ		
453-2		ɗ u ɲ e		
67-2		ɗ e ʃ e		
47-2		d o k u l θ ŋ		
869-2		ɗ oː l a		
57-2		k aː g u		
303-2		g a s ʔ i a		
443-2		g ɛ r a		
884-2		g u n d i		
166-2		g u n d i		
918-2		a b a r e		
831-2		h aː m i		
616-2		b a e		
84-2		h o ʃ a l a		
346-2		h oː h u l u		
601-2		s i g i		
177-2		k ʔ a f a		
341-2		k ʔ o l a		
1066-2		f ɛ n t e i i		
318-2		f ɛ ʃ ɗ		
241-2		m m ʃ		
556-2		h a n d u		
191-2		ɓ i m b i l		
458-2		a s ʔ i s ʔ i		
1-2		h a n g i r		
751-2		r o		
864-2		a ŋ o n iː ŋ		
154-2		a m m n ŋ i		
278-2		m m i l u		
766-2		ʃ oː r a		
251-2		a g oː r u		
582-2		u ʔ u ɲ		
6-2		a l i		
1106-2		ŋ g o		
473-2		i n e		
1111-2		h a l u		
957-2		m a r e		
41-2		b i e		
24-2		s i		
25-2		l a r e		
879-2		a b a r a b ɛ d		
566-2		aː ʔ a t ʔ r r s s		
742-2		a g u		
1044-2		ʃ i m b i l		
13-2		b l m a m i		
720-2		aː s ɛ l a		
837-2		m aː s i		
233-2		ɓ i n i e		
938-2		ɓ u l l a ŋ		
369-2		a r e		
946-2		ɓ a ŋ g o		
889-2		ɓ ʔ l l		
820-2		aː s o r e n		
405-2		b a d e		
134-2		ɓ a ɗ ɗ i e		
1078-2		m i h i		
429-2		b o ŋ k ʃ		
187-2		b l s k ʔ e		
438-2		n d ɗ n e		
385-2		m a k ʔ o ʃ		
283-2		m n n s ɛ a r		
390-2		aː b a i		
783-2		m w r θ a		
842-2		ɗ o ŋ o ʃ e		
110-2		k i i ɛ e i		
650-2		k ʔ o ʃ		
91-2		g e l a s i		
668-2		w ɛ l a		
777-2		d a l d aː		
728-2		s i ʃ i		
165-2		m a		
1007-2		i ŋ g o l e		
1087-2		i ŋ g o l e		
894-2		a s ʔ u		
536-2		k ʔ eː d e		
694-2		n d ə		
468-3			θ a b a	
222-3			a b ɔ b ɔ ʔ i	
208-3			a b u r b u d u	
962-3			a g ɔ r l a	
203-3			a g u d i ʔ	
138-3			ʃ ʃ l i	
504-3			ɗ ɔ ʃ ə f a	
662-3			p ʊː d w n	
478-3			g ɔ d d	
409-3			a r e	
410-3			g u n d i	
256-3			p a l e	
622-3			n d u	
546-3			n d u	
547-3			ʃ ɛ f a ʔ	
847-3			n ɛ d d g i	
95-3			b ə ɗ i	
105-3			b ɪ n i	
510-3			b ɔ ʃ a	
951-3			m b m a r e	
1116-3			m b m a	
149-3			p u s ʔ i	
376-3			p ə l i	
815-3			g ɔ r a ʔ	
453-3			ɗ u n e	
67-3			ɗ a ʃ e	
47-3			d u k u θ a n	
869-3			ɗ ʊː θ a	
57-3			k a g u	
303-3			g a s ʔ i a a	
443-3			g ɛː r a	
884-3			g ʊ n d i	
166-3			g u n d i	
918-3			a b a r e	
831-3			h a m i	
616-3			b iː e	
84-3			h ɔ ʃ a l a	
346-3			h ɔ h u l	
601-3			s i g i	
177-3			k ʔ a f a	
341-3			k ʔ ɔ l a	
1066-3			f ɛ n t i ŋ i	
318-3			f eː s i	
241-3			m a m ʃ r	
556-3			h a n d u ɲ u	
191-3			p ɪ m b i l	
458-3			a s ʔ i s ʔ i	
1-3			h a n g i r	
751-3			r ɔ	
864-3			a ɲ ɔ n i n	
154-3			a m m n s i	
278-3			m m l l u ʔ a	
766-3			ʃ ɔ r a	
251-3			a g ʊ r u	
582-3			u ʔ u ɲ	
6-3			a l i	
1106-3			n g ɔ	
473-3			ɪ ɲ e	
1111-3			h a l u	
957-3			m a r e	
24-3			s i	
25-3			l a r e	
879-3			a b a r a b ɛ t i	
566-3			a n f a n f e r ʔ a	
742-3			a g ɔ ʔ	
1044-3			ʃ i m b i l	
13-3			a l h a m i s	
720-3			a s ɛ l a ʔ	
233-3			b i b i u o	
938-3			ɓ u l a a	
369-3			a r e	
889-3			ɓ eː l e	
405-3			b d ɛ	
134-3			p ɗ i ʔ i	
1078-3			m i h i	
429-3			b ɔ ɲ k ʃ ʃ	
187-3			b u s ʔ ʔ e	
385-3			m w k ʔ ɔ ʃ	
283-3			a n s a r r	
390-3			a b a i	
783-3			m a r θ a	
52-3			d ɔ ʃ i	
842-3			ɗ ɔ ɲ ɔ ʃ a	
650-3			k ʔ ɔ ʃ	
91-3			g a l a s i	
668-3			w ɛ l a	
777-3			g i n d a l i a	
728-3			s i ʔ i	
165-3			m a	
1088-3			h ɔ ʃ a l e	
702-3			iː l a	
894-3			iː s ʔ u	
536-3			k eː ɗ ɛ	
468-4				θ a b a
222-4				a b o b o n e
208-4				a b u r b u d u
962-4				a g o r l
203-4				a g u d i
138-4				ʃ i l e
504-4				ɗ oː ʃ ɛ
662-4				ɓ uː d ɛ
478-4				g g d ɗ
409-4				a r e
410-4				g u n d i
256-4				ɓ aː l e
622-4				n d u
546-4				n d u
547-4				ʃ e f a
847-4				n e n d e g i
95-4				b ɛ ɗ i
105-4				b m n i
510-4				b o ʃ a
951-4				m b ɛ m a r
1116-4				m b ɛ m
149-4				ɓ u s f i
376-4				ɓ l l i
815-4				g o r a
453-4				ɗ u n e
67-4				ɗ aː ʃ e
47-4				ɗ o k o θ θ
869-4				ɗ uː θ a
57-4				k aː g u
303-4				g a s ʔ i a
443-4				g e r a
884-4				g u n d i
166-4				g u n d i
918-4				a b ɛ r e
831-4				h aː ʃ e
616-4				b iː e
84-4				h o ʃ ɛ l e
346-4				h o h u l u
601-4				z i g i
177-4				k ʔ a f a
341-4				k ʔ o l a
1066-4				f e n z i n a
318-4				f ɛ z ɗ
241-4				m aː ʃ a
556-4				h a n d u u
191-4				ɓ r m m g l
458-4				a s ʔ i s ʔ i
1-4				h a n g i r
751-4				r o
864-4				a ŋ o n ɛ
154-4				a m m n nː i
278-4				m m l l u
766-4				ʃ o r a
251-4				a g uː r u
582-4				u ʔ u n
6-4				a l i
1106-4				n g o
473-4				ɲ i n e
1111-4				h a l u
957-4				m a r e
41-4				b i
566-4				a f f ɗ f f r r u s
742-4				a g u
1044-4				ʃ i m b i l
13-4				h l m i m
720-4				aː s e l a
837-4				m aː ʃ i
946-4				ɓ a ŋ g o
820-4				a ʃ o r i
405-4				b ɛ d e
134-4				ɓ ə ɗ ɗ ʔ i
1078-4				m e h i
429-4				b o ŋ o ʃ
187-4				b u s k i oː e
438-4				n d ɛ n e
385-4				m ɛ k ʔ o ʃ
390-4				a a
783-4				m w r θ
52-4				d o ʃ i
110-4				k ʔ i d e r i
650-4				k ʔ o ʃ
91-4				g e l a s i
668-4				w e l a
777-4				m i l d aː l
728-4				z u ʃ i
1007-4				ɪ ŋ g o l e
1088-4				h o ʃ e l e
1087-4				ɪ ŋ g o l e
702-4				iː l e
894-4				iː s ʔ u
694-4				n d ɛ
